   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_427.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
3.05424, 20, 23.4029, 12.136, 4.69042, -3.40289, 0, 12.1362, 12.1361, 12.2436, 12.1375, 12.1366, 12.1519, 12.4519, 12.2349, 12.2087, 12.136, 12.136, 12.136, 12.136, 12.136, 12.136, 12.136, 12.136, 12.136, 22.5353, 12.136, 12.3903
3.06211, 20, 22.2463, 11.9949, 4.69042, -2.24634, 0, 11.9951, 11.9951, 12.1025, 11.9964, 11.9955, 12.0132, 12.3211, 12.1063, 12.0427, 11.9949, 11.9949, 11.9949, 11.9949, 11.9949, 11.9949, 11.9949, 11.9949, 11.9949, 21.4629, 11.9949, 12.1648
3.06998, 16, 21.1839, 11.8672, 4.24264, -5.18392, 0, 11.8673, 11.8673, 11.9747, 11.8687, 11.8678, 11.8882, 12.2037, 11.9969, 11.8981, 11.8672, 11.8672, 11.8672, 11.8672, 11.8672, 11.8672, 11.8672, 11.8672, 11.8672, 20.4436, 11.8672, 11.9791
3.07785, 18, 20.2194, 11.7525, 4.47214, -2.21939, 0, 11.7527, 11.7527, 11.8601, 11.754, 11.7531, 11.7768, 12.0997, 11.9091, 11.7723, 11.7525, 11.7525, 11.7525, 11.7525, 11.7525, 11.7525, 11.7525, 11.7525, 11.7525, 19.4888, 11.7525, 11.8253
3.08572, 8, 19.3573, 11.6505, 3.16228, -11.3573, 0, 11.6507, 11.6506, 11.7581, 11.652, 11.6511, 11.6785, 12.0084, 11.8463, 11.663, 11.6505, 11.6505, 11.6505, 11.6505, 11.6505, 11.6505, 11.6505, 11.6505, 11.6505, 18.6065, 11.6505, 11.6972
3.09359, 18, 18.6026, 11.5603, 4.47214, -0.602592, 0, 11.5605, 11.5604, 11.6679, 11.5618, 11.5609, 11.5923, 11.929, 11.8125, 11.568, 11.5603, 11.5603, 11.5603, 11.5603, 11.5603, 11.5603, 11.5603, 11.5603, 11.5603, 17.8022, 11.5603, 11.5898
3.10146, 22, 17.9606, 11.4809, 4.89898, 4.03939, 0, 11.481, 11.481, 11.5885, 11.4824, 11.4815, 11.5173, 11.8606, 11.8137, 11.4856, 11.4809, 11.4809, 11.4809, 11.4809, 11.4809, 11.4809, 11.4809, 11.4809, 11.4809, 17.0783, 11.4809, 11.4993
3.10933, 14, 17.4371, 11.4112, 4, -3.43714, 0, 11.4114, 11.4114, 11.5188, 11.4127, 11.4118, 11.4525, 11.8022, 11.8575, 11.4141, 11.4112, 11.4112, 11.4112, 11.4112, 11.4112, 11.4112, 11.4112, 11.4112, 11.4112, 16.4345, 11.4112, 11.4226
3.1172, 10, 17.0388, 11.3504, 3.4641, -7.03878, 0, 11.3506, 11.3505, 11.458, 11.3519, 11.351, 11.3967, 11.7527, 11.954, 11.3522, 11.3504, 11.3504, 11.3504, 11.3504, 11.3504, 11.3504, 11.3504, 11.3504, 11.3504, 15.8681, 11.3504, 11.3573
3.12507, 10, 16.7736, 11.2976, 3.4641, -6.77361, 0, 11.2978, 11.2977, 11.4052, 11.2991, 11.2982, 11.349, 11.7113, 12.1164, 11.2986, 11.2976, 11.2976, 11.2976, 11.2976, 11.2976, 11.2976, 11.2976, 11.2976, 11.2976, 15.3747, 11.2976, 11.3018
3.13294, 10, 16.6516, 11.2522, 3.4641, -6.65162, 0, 11.2524, 11.2523, 11.3598, 11.2537, 11.2528, 11.3087, 11.6775, 12.3605, 11.2528, 11.2522, 11.2522, 11.2522, 11.2522, 11.2522, 11.2522, 11.2522, 11.2522, 11.2522, 14.9486, 11.2522, 11.2546
3.14081, 6, 16.6852, 11.2137, 2.82843, -10.6852, 0, 11.2139, 11.2139, 11.3213, 11.2152, 11.2143, 11.2752, 11.6507, 12.7055, 11.2141, 11.2137, 11.2137, 11.2137, 11.2137, 11.2137, 11.2137, 11.2137, 11.2137, 11.2137, 14.5831, 11.2137, 11.2152
3.14868, 12, 16.8891, 11.1821, 3.74166, -4.8891, 0, 11.1822, 11.1822, 11.2897, 11.1836, 11.1827, 11.2482, 11.6309, 13.1737, 11.1823, 11.1821, 11.1821, 11.1821, 11.1821, 11.1821, 11.1821, 11.1821, 11.1821, 11.1821, 14.2714, 11.1821, 11.1829
3.15655, 8, 17.2808, 11.1572, 3.16228, -9.28077, 0, 11.1574, 11.1573, 11.2648, 11.1587, 11.1578, 11.2276, 11.6181, 13.7896, 11.1573, 11.1572, 11.1572, 11.1572, 11.1572, 11.1572, 11.1572, 11.1572, 11.1572, 11.1572, 14.0065, 11.1572, 11.1577
3.16442, 6, 17.8793, 11.1392, 2.82843, -11.8793, 0, 11.1394, 11.1394, 11.2468, 11.1407, 11.1398, 11.2133, 11.6123, 14.5794, 11.1393, 11.1392, 11.1392, 11.1392, 11.1392, 11.1392, 11.1392, 11.1392, 11.1392, 11.1392, 13.7818, 11.1392, 11.1395
3.17229, 10, 18.7049, 11.1285, 3.4641, -8.70488, 0, 11.1287, 11.1286, 11.2361, 11.13, 11.1291, 11.2055, 11.6138, 15.5696, 11.1285, 11.1285, 11.1285, 11.1285, 11.1285, 11.1285, 11.1285, 11.1285, 11.1285, 11.1285, 13.5914, 11.1285, 11.1286
3.18016, 14, 19.7768, 11.1252, 4, -5.77685, 0, 11.1254, 11.1254, 11.2328, 11.1267, 11.1258, 11.2043, 11.623, 16.7854, 11.1253, 11.1252, 11.1252, 11.1252, 11.1252, 11.1252, 11.1252, 11.1252, 11.1252, 11.1252, 13.4298, 11.1252, 11.1253
3.18803, 8, 21.112, 11.1297, 3.16228, -13.112, 0, 11.1299, 11.1298, 11.2373, 11.1312, 11.1303, 11.21, 11.6401, 18.2484, 11.1297, 11.1297, 11.1297, 11.1297, 11.1297, 11.1297, 11.1297, 11.1297, 11.1297, 11.1297, 13.2927, 11.1297, 11.1298
3.1959, 22, 22.7224, 11.1421, 4.89898, -0.722431, 0, 11.1423, 11.1423, 11.2497, 11.1436, 11.1427, 11.2226, 11.6653, 19.9747, 11.1421, 11.1421, 11.1421, 11.1421, 11.1421, 11.1421, 11.1421, 11.1421, 11.1421, 11.1421, 13.1763, 11.1421, 11.1422
3.20378, 28, 24.6124, 11.1626, 5.47723, 3.3876, 0, 11.1628, 11.1627, 11.2702, 11.1641, 11.1632, 11.2423, 11.6986, 21.9716, 11.1626, 11.1626, 11.1626, 11.1626, 11.1626, 11.1626, 11.1626, 11.1626, 11.1626, 11.1626, 13.0777, 11.1626, 11.1626
3.21165, 20, 26.7767, 11.191, 4.69042, -6.77669, 0, 11.1912, 11.1911, 11.2986, 11.1925, 11.1916, 11.269, 11.74, 24.2361, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 11.191, 12.9946, 11.191, 11.191
3.21952, 40, 29.1977, 11.2272, 6.48074, 10.8023, 0, 11.2274, 11.2273, 11.3348, 11.2287, 11.2278, 11.3026, 11.7894, 26.7522, 11.2272, 11.2272, 11.2272, 11.2272, 11.2272, 11.2272, 11.2272, 11.2272, 11.2272, 11.2272, 12.9251, 11.2272, 11.2272
3.22739, 26, 31.844, 11.2708, 5.2915, -5.84403, 0, 11.271, 11.2709, 11.3784, 11.2723, 11.2714, 11.3428, 11.8464, 29.4895, 11.2708, 11.2708, 11.2708, 11.2708, 11.2708, 11.2708, 11.2708, 11.2708, 11.2708, 11.2708, 12.8679, 11.2708, 11.2708
3.23526, 32, 34.6693, 11.3214, 5.83095, -2.66932, 0, 11.3216, 11.3215, 11.429, 11.3229, 11.322, 11.3893, 11.9104, 32.4018, 11.3214, 11.3214, 11.3214, 11.3214, 11.3214, 11.3214, 11.3214, 11.3214, 11.3214, 11.3214, 12.8219, 11.3214, 11.3214
3.24313, 38, 37.6128, 11.3783, 6.32456, 0.387215, 0, 11.3784, 11.3784, 11.4859, 11.3798, 11.3789, 11.4417, 11.9809, 35.4287, 11.3783, 11.3783, 11.3783, 11.3783, 11.3783, 11.3783, 11.3783, 11.3783, 11.3783, 11.3783, 12.7864, 11.3783, 11.3783
3.251, 40, 40.5999, 11.4408, 6.48074, -0.599918, 0, 11.441, 11.4409, 11.5484, 11.4423, 11.4414, 11.4993, 12.0572, 38.4953, 11.4408, 11.4408, 11.4408, 11.4408, 11.4408, 11.4408, 11.4408, 11.4408, 11.4408, 11.4408, 12.7606, 11.4408, 11.4408
3.25887, 46, 43.5453, 11.5081, 6.9282, 2.45466, 0, 11.5083, 11.5082, 11.6157, 11.5096, 11.5087, 11.5614, 12.1384, 41.5159, 11.5081, 11.5081, 11.5081, 11.5081, 11.5081, 11.5081, 11.5081, 11.5081, 11.5081, 11.5081, 12.7439, 11.5081, 11.5081
3.26674, 52, 46.356, 11.5794, 7.34847, 5.64404, 0, 11.5796, 11.5796, 11.687, 11.5809, 11.58, 11.6276, 12.2237, 44.3972, 11.5794, 11.5794, 11.5794, 11.5794, 11.5794, 11.5794, 11.5794, 11.5794, 11.5794, 11.5794, 12.7358, 11.5794, 11.5794
3.27461, 62, 48.9365, 11.6539, 8, 13.0635, 0, 11.654, 11.654, 11.7615, 11.6554, 11.6545, 11.6969, 12.3123, 47.0434, 11.6539, 11.6539, 11.6539, 11.6539, 11.6539, 11.6539, 11.6539, 11.6539, 11.6539, 11.6539, 12.7355, 11.6539, 11.6539
3.28248, 72, 51.1936, 11.7305, 8.60233, 20.8064, 0, 11.7307, 11.7307, 11.8381, 11.732, 11.7311, 11.7686, 12.4033, 49.361, 11.7305, 11.7305, 11.7305, 11.7305, 11.7305, 11.7305, 11.7305, 11.7305, 11.7305, 11.7305, 12.7424, 11.7305, 11.7305
3.29035, 72, 53.0423, 11.8086, 8.60233, 18.9577, 0, 11.8087, 11.8087, 11.9162, 11.8101, 11.8092, 11.842, 12.4957, 51.2646, 11.8086, 11.8086, 11.8086, 11.8086, 11.8086, 11.8086, 11.8086, 11.8086, 11.8086, 11.8086, 12.7557, 11.8086, 11.8086
3.29822, 54, 54.4105, 11.8872, 7.48331, -0.410484, 0, 11.8873, 11.8873, 11.9948, 11.8887, 11.8878, 11.9162, 12.5888, 52.6823, 11.8872, 11.8872, 11.8872, 11.8872, 11.8872, 11.8872, 11.8872, 11.8872, 11.8872, 11.8872, 12.7747, 11.8872, 11.8872
3.30609, 48, 55.2444, 11.9655, 7.07107, -7.24437, 0, 11.9657, 11.9656, 12.0731, 11.967, 11.9661, 11.9907, 12.6819, 53.5599, 11.9655, 11.9655, 11.9655, 11.9655, 11.9655, 11.9655, 11.9655, 11.9655, 11.9655, 11.9655, 12.7985, 11.9655, 11.9655
3.31396, 70, 55.5113, 12.0429, 8.48528, 14.4887, 0, 12.0431, 12.043, 12.1505, 12.0444, 12.0435, 12.0646, 12.7741, 53.8652, 12.0429, 12.0429, 12.0429, 12.0429, 12.0429, 12.0429, 12.0429, 12.0429, 12.0429, 12.0429, 12.8261, 12.0429, 12.0429
3.32183, 56, 55.2022, 12.1187, 7.61577, 0.797783, 0, 12.1189, 12.1188, 12.2263, 12.1202, 12.1193, 12.1374, 12.8648, 53.5893, 12.1187, 12.1187, 12.1187, 12.1187, 12.1187, 12.1187, 12.1187, 12.1187, 12.1187, 12.1187, 12.8568, 12.1187, 12.1187
3.3297, 54, 54.3324, 12.1924, 7.48331, -0.332367, 0, 12.1925, 12.1925, 12.3, 12.1939, 12.193, 12.2084, 12.9537, 52.7478, 12.1924, 12.1924, 12.1924, 12.1924, 12.1924, 12.1924, 12.1924, 12.1924, 12.1924, 12.1924, 12.8896, 12.1924, 12.1924
3.33757, 60, 52.9397, 12.2634, 7.87401, 7.06029, 0, 12.2636, 12.2636, 12.371, 12.2649, 12.264, 12.2773, 13.0401, 51.3788, 12.2634, 12.2634, 12.2634, 12.2634, 12.2634, 12.2634, 12.2634, 12.2634, 12.2634, 12.2634, 12.9238, 12.2634, 12.2634
3.34544, 64, 51.0828, 12.3316, 8.12404, 12.9172, 0, 12.3318, 12.3317, 12.4392, 12.3331, 12.3322, 12.3436, 13.124, 49.5413, 12.3316, 12.3316, 12.3316, 12.3316, 12.3316, 12.3316, 12.3316, 12.3316, 12.3316, 12.3316, 12.9585, 12.3316, 12.3316
3.35331, 52, 48.8364, 12.3966, 7.34847, 3.16362, 0, 12.3968, 12.3967, 12.5042, 12.3981, 12.3972, 12.4072, 13.2054, 47.3105, 12.3966, 12.3966, 12.3966, 12.3966, 12.3966, 12.3966, 12.3966, 12.3966, 12.3966, 12.3966, 12.9932, 12.3966, 12.3966
3.36118, 70, 46.2873, 12.4585, 8.48528, 23.7127, 0, 12.4587, 12.4586, 12.5661, 12.46, 12.4591, 12.4679, 13.2843, 44.7732, 12.4585, 12.4585, 12.4585, 12.4585, 12.4585, 12.4585, 12.4585, 12.4585, 12.4585, 12.4585, 13.0273, 12.4585, 12.4585
3.36905, 38, 43.5285, 12.5172, 6.32456, -5.5285, 0, 12.5174, 12.5173, 12.6248, 12.5187, 12.5178, 12.5257, 13.3615, 42.0224, 12.5172, 12.5172, 12.5172, 12.5172, 12.5172, 12.5172, 12.5172, 12.5172, 12.5172, 12.5172, 13.0605, 12.5172, 12.5172
3.37692, 38, 40.6546, 12.573, 6.32456, -2.65462, 0, 12.5732, 12.5732, 12.6806, 12.5745, 12.5737, 12.5808, 13.438, 39.1523, 12.573, 12.573, 12.573, 12.573, 12.573, 12.573, 12.573, 12.573, 12.573, 12.573, 13.0926, 12.573, 12.573
3.38479, 24, 37.7569, 12.6263, 5.09902, -13.7569, 0, 12.6265, 12.6264, 12.7339, 12.6278, 12.6269, 12.6336, 13.5155, 36.2532, 12.6263, 12.6263, 12.6263, 12.6263, 12.6263, 12.6263, 12.6263, 12.6263, 12.6263, 12.6263, 13.1234, 12.6263, 12.6263
3.39266, 26, 34.9197, 12.6774, 5.2915, -8.91968, 0, 12.6776, 12.6775, 12.785, 12.6789, 12.6781, 12.6843, 13.5967, 33.4076, 12.6774, 12.6774, 12.6774, 12.6774, 12.6774, 12.6774, 12.6774, 12.6774, 12.6774, 12.6774, 13.1532, 12.6774, 12.6774
3.40053, 42, 32.2172, 12.7269, 6.63325, 9.7828, 0, 12.7271, 12.727, 12.8345, 12.7284, 12.7276, 12.7336, 13.6855, 30.6866, 12.7269, 12.7269, 12.7269, 12.7269, 12.7269, 12.7269, 12.7269, 12.7269, 12.7269, 12.7269, 13.1822, 12.7269, 12.7269
3.4084, 22, 29.7127, 12.7754, 4.89898, -7.71273, 0, 12.7756, 12.7756, 12.883, 12.7769, 12.7762, 12.7819, 13.788, 28.1483, 12.7754, 12.7754, 12.7754, 12.7754, 12.7754, 12.7754, 12.7754, 12.7754, 12.7754, 12.7754, 13.2108, 12.7754, 12.7754
3.41627, 16, 27.4583, 12.8236, 4.24264, -11.4583, 0, 12.8238, 12.8238, 12.9312, 12.8251, 12.8244, 12.8301, 13.9129, 25.8367, 12.8236, 12.8236, 12.8236, 12.8236, 12.8236, 12.8236, 12.8236, 12.8236, 12.8236, 12.8236, 13.2393, 12.8236, 12.8236
3.42414, 34, 25.4959, 12.8722, 6, 8.50408, 0, 12.8724, 12.8723, 12.9798, 12.8737, 12.873, 12.8786, 14.073, 23.7821, 12.8722, 12.8722, 12.8722, 12.8722, 12.8722, 12.8722, 12.8722, 12.8722, 12.8722, 12.8722, 13.2684, 12.8722, 12.8722
3.43201, 16, 23.8603, 12.9217, 4.24264, -7.86031, 0, 12.9219, 12.9218, 13.0293, 12.9232, 12.9227, 12.9282, 14.2869, 22.0013, 12.9217, 12.9217, 12.9217, 12.9217, 12.9217, 12.9217, 12.9217, 12.9217, 12.9217, 12.9217, 13.2987, 12.9217, 12.9217
3.43988, 18, 22.5825, 12.9729, 4.47214, -4.58255, 0, 12.973, 12.973, 13.0805, 12.9744, 12.974, 12.9794, 14.5808, 20.4999, 12.9729, 12.9729, 12.9729, 12.9729, 12.9729, 12.9729, 12.9729, 12.9729, 12.9729, 12.9729, 13.3306, 12.9729, 12.9729
3.44776, 18, 21.6946, 13.0262, 4.47214, -3.69464, 0, 13.0264, 13.0263, 13.1338, 13.0277, 13.0274, 13.0329, 14.9914, 19.2736, 13.0262, 13.0262, 13.0262, 13.0262, 13.0262, 13.0262, 13.0262, 13.0262, 13.0262, 13.0262, 13.3647, 13.0262, 13.0262
3.45563, 24, 21.2351, 13.0821, 5.09902, 2.7649, 0, 13.0823, 13.0822, 13.1897, 13.0836, 13.0835, 13.0889, 15.5694, 18.3107, 13.0821, 13.0821, 13.0821, 13.0821, 13.0821, 13.0821, 13.0821, 13.0821, 13.0821, 13.0821, 13.4015, 13.0821, 13.0821
3.4635, 28, 21.2547, 13.1409, 5.47723, 6.74528, 0, 13.1411, 13.141, 13.2485, 13.1424, 13.1426, 13.1479, 16.3834, 17.5937, 13.1409, 13.1409, 13.1409, 13.1409, 13.1409, 13.1409, 13.1409, 13.1409, 13.1409, 13.1409, 13.4413, 13.1409, 13.1409
3.47137, 20, 21.8233, 13.2029, 4.69042, -1.82326, 0, 13.2031, 13.203, 13.3105, 13.2044, 13.205, 13.2101, 17.5248, 17.1013, 13.2029, 13.2029, 13.2029, 13.2029, 13.2029, 13.2029, 13.2029, 13.2029, 13.2029, 13.2029, 13.4844, 13.2029, 13.2029
3.47924, 26, 23.0358, 13.2682, 5.2915, 2.96416, 0, 13.2684, 13.2683, 13.3758, 13.2697, 13.2707, 13.2756, 19.1123, 16.8096, 13.2682, 13.2682, 13.2682, 13.2682, 13.2682, 13.2682, 13.2682, 13.2682, 13.2682, 13.2682, 13.531, 13.2682, 13.2682
3.48711, 24, 25.0192, 13.3368, 5.09902, -1.01923, 0, 13.3369, 13.3369, 13.4444, 13.3383, 13.3399, 13.3444, 21.2979, 16.6936, 13.3368, 13.3368, 13.3368, 13.3368, 13.3368, 13.3368, 13.3368, 13.3368, 13.3368, 13.3368, 13.5813, 13.3368, 13.3368
3.49498, 32, 27.9378, 13.4085, 5.83095, 4.06223, 0, 13.4087, 13.4086, 13.5161, 13.41, 13.4123, 13.4164, 24.2712, 16.7276, 13.4085, 13.4085, 13.4085, 13.4085, 13.4085, 13.4085, 13.4085, 13.4085, 13.4085, 13.4085, 13.6351, 13.4085, 13.4085
3.50285, 38, 31.9974, 13.4833, 6.32456, 6.00261, 0, 13.4834, 13.4834, 13.5909, 13.4848, 13.488, 13.4914, 28.2633, 16.8861, 13.4833, 13.4833, 13.4833, 13.4833, 13.4833, 13.4833, 13.4833, 13.4833, 13.4833, 13.4833, 13.6923, 13.4833, 13.4833
3.51072, 40, 37.4482, 13.5608, 6.48074, 2.55179, 0, 13.5609, 13.5609, 13.6684, 13.5623, 13.5666, 13.5691, 33.5493, 17.144, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.7529, 13.5608, 13.5608
3.51859, 56, 44.584, 13.6407, 7.61577, 11.416, 0, 13.6409, 13.6408, 13.7483, 13.6422, 13.6478, 13.6493, 40.447, 17.4768, 13.6407, 13.6407, 13.6407, 13.6407, 13.6407, 13.6407, 13.6407, 13.6407, 13.6407, 13.6407, 13.8166, 13.6407, 13.6407
3.52646, 46, 53.7382, 13.7228, 6.9282, -7.7382, 0, 13.723, 13.7229, 13.8304, 13.7243, 13.7315, 13.7317, 49.3132, 17.8606, 13.7228, 13.7228, 13.7228, 13.7228, 13.7228, 13.7228, 13.7228, 13.7228, 13.7228, 13.7228, 13.8831, 13.7228, 13.7228
3.53433, 86, 65.2745, 13.8067, 9.38083, 20.7255, 0, 13.8069, 13.8068, 13.9143, 13.8082, 13.8173, 13.8159, 60.534, 18.2726, 13.8067, 13.8067, 13.8067, 13.8067, 13.8067, 13.8067, 13.8067, 13.8067, 13.8067, 13.8067, 13.9522, 13.8067, 13.8067
3.5422, 94, 79.5733, 13.8921, 9.79796, 14.4267, 0, 13.8922, 13.8922, 13.9996, 13.8935, 13.9048, 13.9015, 74.5109, 18.6913, 13.8921, 13.8921, 13.8921, 13.8921, 13.8921, 13.8921, 13.8921, 13.8921, 13.8921, 13.8921, 14.0236, 13.8921, 13.8921
3.55007, 116, 97.0106, 13.9786, 10.8628, 18.9894, 0, 13.9788, 13.9787, 14.0862, 13.9801, 13.9939, 13.9884, 91.6398, 19.0967, 13.9786, 13.9786, 13.9786, 13.9786, 13.9786, 13.9786, 13.9786, 13.9786, 13.9786, 13.9786, 14.097, 13.9786, 13.9786
3.55794, 140, 117.935, 14.0661, 11.9164, 22.0654, 0, 14.0662, 14.0662, 14.1736, 14.0675, 14.0842, 14.0761, 112.286, 19.4705, 14.0661, 14.0661, 14.0661, 14.0661, 14.0661, 14.0661, 14.0661, 14.0661, 14.0661, 14.0661, 14.1721, 14.0661, 14.0661
3.56581, 170, 142.632, 14.1542, 13.1149, 27.3682, 0, 14.1544, 14.1544, 14.2618, 14.1557, 14.1756, 14.1646, 136.753, 19.7973, 14.1542, 14.1542, 14.1542, 14.1542, 14.1542, 14.1542, 14.1542, 14.1542, 14.1542, 14.1542, 14.2489, 14.1542, 14.1542
3.57368, 190, 171.295, 14.2429, 13.8564, 18.7055, 0, 14.2431, 14.2431, 14.3505, 14.2444, 14.2678, 14.2537, 165.244, 20.0641, 14.2429, 14.2429, 14.2429, 14.2429, 14.2429, 14.2429, 14.2429, 14.2429, 14.2429, 14.2429, 14.327, 14.2429, 14.2429
3.58155, 238, 203.984, 14.3321, 15.4919, 34.0156, 0, 14.3322, 14.3322, 14.4397, 14.3336, 14.3607, 14.3431, 197.832, 20.2613, 14.3321, 14.3321, 14.3321, 14.3321, 14.3321, 14.3321, 14.3321, 14.3321, 14.3321, 14.3321, 14.4064, 14.3321, 14.3321
3.58942, 278, 240.598, 14.4216, 16.7332, 37.4018, 0, 14.4217, 14.4217, 14.5292, 14.4231, 14.4542, 14.433, 234.418, 20.3829, 14.4216, 14.4216, 14.4216, 14.4216, 14.4216, 14.4216, 14.4216, 14.4216, 14.4216, 14.4216, 14.487, 14.4216, 14.4216
3.59729, 272, 280.838, 14.5114, 16.5529, -8.83817, 0, 14.5116, 14.5115, 14.619, 14.5129, 14.5481, 14.5231, 274.708, 20.4265, 14.5114, 14.5114, 14.5114, 14.5114, 14.5114, 14.5114, 14.5114, 14.5114, 14.5114, 14.5114, 14.5688, 14.5114, 14.5114
3.60516, 362, 324.191, 14.6016, 19.0788, 37.8089, 0, 14.6018, 14.6017, 14.7092, 14.6031, 14.6425, 14.6137, 318.187, 20.3932, 14.6016, 14.6016, 14.6016, 14.6016, 14.6016, 14.6016, 14.6016, 14.6016, 14.6016, 14.6016, 14.6517, 14.6016, 14.6016
3.61303, 382, 369.917, 14.6922, 19.5959, 12.0826, 0, 14.6923, 14.6923, 14.7998, 14.6937, 14.7372, 14.7046, 364.111, 20.2877, 14.6922, 14.6922, 14.6922, 14.6922, 14.6922, 14.6922, 14.6922, 14.6922, 14.6922, 14.6922, 14.7357, 14.6922, 14.6922
3.6209, 410, 417.063, 14.7832, 20.2978, -7.06348, 0, 14.7834, 14.7833, 14.8908, 14.7847, 14.8321, 14.7961, 411.52, 20.1175, 14.7832, 14.7832, 14.7832, 14.7832, 14.7832, 14.7832, 14.7832, 14.7832, 14.7832, 14.7832, 14.8209, 14.7832, 14.7832
3.62877, 450, 464.475, 14.8748, 21.2603, -14.4749, 0, 14.875, 14.875, 14.9824, 14.8763, 14.9274, 14.8881, 459.25, 19.8924, 14.8748, 14.8748, 14.8748, 14.8748, 14.8748, 14.8748, 14.8748, 14.8748, 14.8748, 14.8748, 14.9073, 14.8748, 14.8748
3.63664, 514, 510.843, 14.9671, 22.7156, 3.15732, 0, 14.9672, 14.9672, 15.0747, 14.9686, 15.0228, 14.9807, 505.979, 19.624, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.995, 14.9671, 14.9671
3.64451, 598, 554.758, 15.0601, 24.4949, 43.2421, 0, 15.0602, 15.0602, 15.1677, 15.0616, 15.1185, 15.0741, 550.288, 19.3249, 15.0601, 15.0601, 15.0601, 15.0601, 15.0601, 15.0601, 15.0601, 15.0601, 15.0601, 15.0601, 15.0839, 15.0601, 15.0601
3.65238, 538, 594.78, 15.1538, 23.2379, -56.7803, 0, 15.154, 15.154, 15.2614, 15.1553, 15.2143, 15.1682, 590.722, 19.0079, 15.1538, 15.1538, 15.1538, 15.1538, 15.1538, 15.1538, 15.1538, 15.1538, 15.1538, 15.1538, 15.1741, 15.1538, 15.1538
3.66025, 686, 629.516, 15.2485, 26.2298, 56.484, 0, 15.2487, 15.2486, 15.3561, 15.25, 15.3103, 15.2633, 625.876, 18.6853, 15.2485, 15.2485, 15.2485, 15.2485, 15.2485, 15.2485, 15.2485, 15.2485, 15.2485, 15.2485, 15.2657, 15.2485, 15.2485
3.66812, 728, 657.699, 15.3441, 27.0185, 70.3014, 0, 15.3442, 15.3442, 15.4517, 15.3456, 15.4064, 15.3593, 654.473, 18.3683, 15.3441, 15.3441, 15.3441, 15.3441, 15.3441, 15.3441, 15.3441, 15.3441, 15.3441, 15.3441, 15.3585, 15.3441, 15.3441
3.67599, 672, 678.266, 15.4406, 25.9615, -6.26562, 0, 15.4408, 15.4407, 15.5482, 15.4421, 15.5027, 15.4562, 675.44, 18.0668, 15.4406, 15.4406, 15.4406, 15.4406, 15.4406, 15.4406, 15.4406, 15.4406, 15.4406, 15.4406, 15.4528, 15.4406, 15.4406
3.68387, 746, 690.427, 15.5381, 27.3496, 55.5734, 0, 15.5383, 15.5382, 15.6457, 15.5396, 15.5993, 15.5542, 687.979, 17.7887, 15.5381, 15.5381, 15.5381, 15.5381, 15.5381, 15.5381, 15.5381, 15.5381, 15.5381, 15.5381, 15.5483, 15.5381, 15.5381
3.69174, 684, 693.711, 15.6366, 26.1916, -9.71088, 0, 15.6367, 15.6367, 15.7442, 15.6381, 15.696, 15.6531, 691.614, 17.5399, 15.6366, 15.6366, 15.6366, 15.6366, 15.6366, 15.6366, 15.6366, 15.6366, 15.6366, 15.6366, 15.645, 15.6366, 15.6366
3.69961, 734, 688, 15.736, 27.1293, 46.0002, 0, 15.7362, 15.7361, 15.8436, 15.7375, 15.793, 15.7529, 686.221, 17.3247, 15.736, 15.736, 15.736, 15.736, 15.736, 15.736, 15.736, 15.736, 15.736, 15.736, 15.743, 15.736, 15.736
3.70748, 624, 673.534, 15.8363, 25.02, -49.5338, 0, 15.8365, 15.8364, 15.9439, 15.8378, 15.8904, 15.8537, 672.038, 17.145, 15.8363, 15.8363, 15.8363, 15.8363, 15.8363, 15.8363, 15.8363, 15.8363, 15.8363, 15.8363, 15.8421, 15.8363, 15.8363
3.71535, 656, 650.895, 15.9375, 25.6515, 5.10461, 0, 15.9377, 15.9376, 16.0451, 15.939, 15.9882, 15.9553, 649.649, 17.0016, 15.9375, 15.9375, 15.9375, 15.9375, 15.9375, 15.9375, 15.9375, 15.9375, 15.9375, 15.9375, 15.9423, 15.9375, 15.9375
3.72322, 550, 620.97, 16.0395, 23.4947, -70.9697, 0, 16.0397, 16.0397, 16.1471, 16.041, 16.0864, 16.0578, 619.937, 16.8934, 16.0395, 16.0395, 16.0395, 16.0395, 16.0395, 16.0395, 16.0395, 16.0395, 16.0395, 16.0395, 16.0434, 16.0395, 16.0395
