   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_317.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.87439, 58, 62.482, 12.1893, 7.74597, -4.482, 0, 12.1893, 12.1893, 12.2873, 12.1933, 12.1896, 12.5528, 21.9144, 12.1893, 12.1893, 12.1893, 12.1893, 12.1893, 12.1893, 12.1893, 12.1893, 27.4243, 12.1893, 12.1893, 37.0561
2.88226, 46, 60.1763, 12.2542, 6.9282, -14.1763, 0, 12.2542, 12.2542, 12.3521, 12.2582, 12.2544, 12.6339, 20.9385, 12.2542, 12.2542, 12.2542, 12.2542, 12.2542, 12.2542, 12.2542, 12.2542, 28.1984, 12.2542, 12.2542, 35.0658
2.89013, 68, 57.8115, 12.3098, 8.3666, 10.1885, 0, 12.3098, 12.3098, 12.4078, 12.3138, 12.3101, 12.7065, 19.9513, 12.3098, 12.3098, 12.3098, 12.3098, 12.3098, 12.3098, 12.3098, 12.3098, 29.0639, 12.3098, 12.3098, 32.9171
2.898, 64, 55.43, 12.3545, 8.12404, 8.56998, 0, 12.3545, 12.3545, 12.4525, 12.3585, 12.3548, 12.7688, 18.9792, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 29.9559, 12.3545, 12.3545, 30.6874
2.90587, 60, 53.0735, 12.3863, 7.87401, 6.92646, 0, 12.3863, 12.3863, 12.4843, 12.3903, 12.3866, 12.8189, 18.0445, 12.3863, 12.3863, 12.3863, 12.3863, 12.3863, 12.3863, 12.3863, 12.3863, 30.8181, 12.3863, 12.3863, 28.4487
2.91374, 68, 50.7784, 12.4034, 8.3666, 17.2216, 0, 12.4034, 12.4034, 12.5014, 12.4074, 12.4037, 12.8549, 17.1644, 12.4034, 12.4034, 12.4034, 12.4034, 12.4034, 12.4034, 12.4034, 12.4034, 31.6031, 12.4034, 12.4034, 26.2638
2.9216, 36, 48.5727, 12.404, 6.16441, -12.5727, 0, 12.404, 12.404, 12.502, 12.408, 12.4043, 12.8751, 16.3506, 12.404, 12.404, 12.404, 12.404, 12.404, 12.404, 12.404, 12.404, 32.2727, 12.404, 12.404, 24.1839
2.92947, 54, 46.4752, 12.3866, 7.48331, 7.52483, 0, 12.3866, 12.3866, 12.4846, 12.3906, 12.3869, 12.8779, 15.6096, 12.3866, 12.3866, 12.3866, 12.3866, 12.3866, 12.3866, 12.3866, 12.3866, 32.7974, 12.3866, 12.3866, 22.2479
2.93734, 58, 44.4947, 12.3501, 7.74597, 13.5053, 0, 12.3501, 12.3501, 12.4481, 12.3541, 12.3504, 12.8622, 14.9432, 12.3501, 12.3501, 12.3501, 12.3501, 12.3501, 12.3501, 12.3501, 12.3501, 33.1559, 12.3501, 12.3501, 20.4815
2.94521, 38, 42.6309, 12.2938, 6.32456, -4.63092, 0, 12.2938, 12.2938, 12.3918, 12.2978, 12.2941, 12.8272, 14.3493, 12.2938, 12.2938, 12.2938, 12.2938, 12.2938, 12.2938, 12.2938, 12.2938, 33.3351, 12.2938, 12.2938, 18.8986
2.95308, 50, 40.876, 12.2175, 7.2111, 9.124, 0, 12.2176, 12.2176, 12.3155, 12.2216, 12.2178, 12.7728, 13.8228, 12.2175, 12.2175, 12.2175, 12.2175, 12.2175, 12.2175, 12.2175, 12.2175, 33.3284, 12.2175, 12.2175, 17.5023
2.96095, 22, 39.2167, 12.1218, 4.89898, -17.2167, 0, 12.1218, 12.1218, 12.2198, 12.1258, 12.1221, 12.6995, 13.3571, 12.1218, 12.1218, 12.1218, 12.1218, 12.1218, 12.1218, 12.1218, 12.1218, 33.1357, 12.1218, 12.1218, 16.2876
2.96882, 40, 37.6365, 12.0079, 6.48074, 2.36352, 0, 12.0079, 12.0079, 12.1059, 12.0119, 12.0081, 12.6085, 12.9444, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 32.7619, 12.0079, 12.0079, 15.243
2.97669, 34, 36.1176, 11.8774, 6, -2.11759, 0, 11.8774, 11.8774, 11.9754, 11.8814, 11.8777, 12.5016, 12.5771, 11.8774, 11.8774, 11.8774, 11.8774, 11.8774, 11.8774, 11.8774, 11.8774, 32.2162, 11.8774, 11.8774, 14.3527
2.98456, 36, 34.6434, 11.733, 6.16441, 1.35664, 0, 11.733, 11.733, 11.8309, 11.737, 11.7332, 12.3811, 12.2481, 11.733, 11.733, 11.733, 11.733, 11.733, 11.733, 11.733, 11.733, 31.5119, 11.733, 11.733, 13.5989
2.99243, 26, 33.1996, 11.5773, 5.2915, -7.19957, 0, 11.5774, 11.5774, 11.6753, 11.5814, 11.5776, 12.2501, 11.951, 11.5773, 11.5773, 11.5773, 11.5773, 11.5773, 11.5773, 11.5773, 11.5773, 30.6649, 11.5773, 11.5773, 12.9633
3.0003, 18, 31.7756, 11.4139, 4.47214, -13.7756, 0, 11.4139, 11.4139, 11.5119, 11.4179, 11.4141, 12.1117, 11.681, 11.4139, 11.4139, 11.4139, 11.4139, 11.4139, 11.4139, 11.4139, 11.4139, 29.694, 11.4139, 11.4139, 12.4282
3.00816, 28, 30.3655, 11.246, 5.47723, -2.36548, 0, 11.246, 11.246, 11.344, 11.25, 11.2463, 11.9694, 11.4343, 11.246, 11.246, 11.246, 11.246, 11.246, 11.246, 11.246, 11.246, 28.6201, 11.246, 11.246, 11.9776
3.01603, 32, 28.9675, 11.0773, 5.83095, 3.0325, 0, 11.0773, 11.0773, 11.1753, 11.0813, 11.0775, 11.8267, 11.208, 11.0773, 11.0773, 11.0773, 11.0773, 11.0773, 11.0773, 11.0773, 11.0773, 27.4652, 11.0773, 11.0773, 11.5972
3.0239, 28, 27.5847, 10.9109, 5.47723, 0.415321, 0, 10.9109, 10.9109, 11.0089, 10.9149, 10.9112, 11.6869, 11.0004, 10.9109, 10.9109, 10.9109, 10.9109, 10.9109, 10.9109, 10.9109, 10.9109, 26.2528, 10.9109, 10.9109, 11.2751
3.03177, 32, 26.2237, 10.75, 5.83095, 5.77633, 0, 10.75, 10.75, 10.848, 10.754, 10.7503, 11.553, 10.8104, 10.75, 10.75, 10.75, 10.75, 10.75, 10.75, 10.75, 10.75, 25.0067, 10.75, 10.75, 11.0014
3.03964, 18, 24.8943, 10.5971, 4.47214, -6.89428, 0, 10.5971, 10.5971, 10.6951, 10.6011, 10.5973, 11.4275, 10.6372, 10.5971, 10.5971, 10.5971, 10.5971, 10.5971, 10.5971, 10.5971, 10.5971, 23.7504, 10.5971, 10.5971, 10.7681
3.04751, 18, 23.608, 10.4541, 4.47214, -5.60803, 0, 10.4541, 10.4541, 10.552, 10.4581, 10.4543, 11.3124, 10.4804, 10.4541, 10.4541, 10.4541, 10.4541, 10.4541, 10.4541, 10.4541, 10.4541, 22.5064, 10.4541, 10.4541, 10.5687
3.05538, 14, 22.3773, 10.3223, 4, -8.37733, 0, 10.3223, 10.3223, 10.4203, 10.3263, 10.3226, 11.2091, 10.3393, 10.3223, 10.3223, 10.3223, 10.3223, 10.3223, 10.3223, 10.3223, 10.3223, 21.2955, 10.3223, 10.3223, 10.3981
3.06325, 14, 21.2141, 10.2027, 4, -7.21415, 0, 10.2027, 10.2027, 10.3007, 10.2067, 10.2029, 11.1183, 10.2135, 10.2027, 10.2027, 10.2027, 10.2027, 10.2027, 10.2027, 10.2027, 10.2027, 20.1361, 10.2027, 10.2027, 10.252
3.07112, 16, 20.1291, 10.0953, 4.24264, -4.12913, 0, 10.0953, 10.0953, 10.1932, 10.0993, 10.0955, 11.0401, 10.1021, 10.0953, 10.0953, 10.0953, 10.0953, 10.0953, 10.0953, 10.0953, 10.0953, 19.0435, 10.0953, 10.0953, 10.127
3.07899, 8, 19.1307, 9.99976, 3.16228, -11.1307, 0, 9.99977, 9.99977, 10.0978, 10.0038, 10, 10.9743, 10.004, 9.99976, 9.99976, 9.99976, 9.99976, 9.99976, 9.99976, 9.99976, 9.99976, 18.0296, 9.99976, 9.99976, 10.0198
3.08685, 24, 18.2246, 9.91549, 5.09902, 5.77544, 0, 9.91549, 9.9155, 10.0135, 9.9195, 9.91576, 10.9201, 9.91806, 9.91549, 9.91549, 9.91549, 9.91549, 9.91549, 9.91549, 9.91549, 9.91549, 17.1026, 9.91549, 9.91549, 9.92801
3.09472, 12, 17.4136, 9.8415, 3.74166, -5.41356, 0, 9.84151, 9.84151, 9.93949, 9.84551, 9.84177, 10.8766, 9.84305, 9.8415, 9.8415, 9.8415, 9.8415, 9.8415, 9.8415, 9.8415, 9.8415, 16.2669, 9.8415, 9.8415, 9.84921
3.10259, 18, 16.6975, 9.77673, 4.47214, 1.30248, 0, 9.77673, 9.77674, 9.87472, 9.78074, 9.77699, 10.8427, 9.77765, 9.77673, 9.77673, 9.77673, 9.77673, 9.77673, 9.77673, 9.77673, 9.77673, 15.5237, 9.77673, 9.77673, 9.7814
3.11046, 10, 16.0735, 9.72009, 3.4641, -6.07351, 0, 9.72009, 9.72009, 9.81807, 9.7241, 9.72035, 10.8174, 9.72062, 9.72009, 9.72009, 9.72009, 9.72009, 9.72009, 9.72009, 9.72009, 9.72009, 14.8706, 9.72009, 9.72009, 9.72288
3.11833, 12, 15.5364, 9.6706, 3.74166, -3.53637, 0, 9.6706, 9.6706, 9.76858, 9.67461, 9.67086, 10.7996, 9.67091, 9.6706, 9.6706, 9.6706, 9.6706, 9.6706, 9.6706, 9.6706, 9.6706, 14.3032, 9.6706, 9.6706, 9.67224
3.1262, 12, 15.0791, 9.62747, 3.74166, -3.07915, 0, 9.62747, 9.62747, 9.72546, 9.63148, 9.62773, 10.7885, 9.62764, 9.62747, 9.62747, 9.62747, 9.62747, 9.62747, 9.62747, 9.62747, 9.62747, 13.8147, 9.62747, 9.62747, 9.62842
3.13407, 16, 14.6937, 9.59013, 4.24264, 1.30627, 0, 9.59013, 9.59014, 9.68812, 9.59414, 9.59039, 10.7836, 9.59023, 9.59013, 9.59013, 9.59013, 9.59013, 9.59013, 9.59013, 9.59013, 9.59013, 13.3973, 9.59013, 9.59013, 9.59068
3.14194, 4, 14.3714, 9.55825, 2.44949, -10.3714, 0, 9.55825, 9.55826, 9.65624, 9.56226, 9.55851, 10.7846, 9.5583, 9.55825, 9.55825, 9.55825, 9.55825, 9.55825, 9.55825, 9.55825, 9.55825, 13.0425, 9.55825, 9.55825, 9.55856
3.14981, 12, 14.1034, 9.53173, 3.74166, -2.10344, 0, 9.53173, 9.53174, 9.62972, 9.53574, 9.53199, 10.7913, 9.53176, 9.53173, 9.53173, 9.53173, 9.53173, 9.53173, 9.53173, 9.53173, 9.53173, 12.7414, 9.53173, 9.53173, 9.5319
3.15768, 12, 13.8815, 9.51068, 3.74166, -1.88153, 0, 9.51068, 9.51068, 9.60867, 9.51469, 9.51094, 10.8038, 9.51069, 9.51068, 9.51068, 9.51068, 9.51068, 9.51068, 9.51068, 9.51068, 9.51068, 12.486, 9.51068, 9.51068, 9.51077
3.16555, 10, 13.698, 9.49533, 3.4641, -3.69804, 0, 9.49534, 9.49534, 9.59332, 9.49934, 9.4956, 10.8225, 9.49534, 9.49533, 9.49533, 9.49533, 9.49533, 9.49533, 9.49533, 9.49533, 9.49533, 12.2685, 9.49533, 9.49533, 9.49538
3.17341, 8, 13.5463, 9.48604, 3.16228, -5.5463, 0, 9.48604, 9.48605, 9.58403, 9.49005, 9.4863, 10.8477, 9.48604, 9.48604, 9.48604, 9.48604, 9.48604, 9.48604, 9.48604, 9.48604, 9.48604, 12.0824, 9.48604, 9.48604, 9.48607
3.18128, 14, 13.4207, 9.48315, 4, 0.579302, 0, 9.48315, 9.48316, 9.58114, 9.48716, 9.48341, 10.8796, 9.48315, 9.48315, 9.48315, 9.48315, 9.48315, 9.48315, 9.48315, 9.48315, 9.48315, 11.9219, 9.48315, 9.48315, 9.48316
3.18915, 10, 13.3167, 9.48699, 3.4641, -3.31667, 0, 9.48699, 9.48699, 9.58497, 9.491, 9.48725, 10.9187, 9.48699, 9.48699, 9.48699, 9.48699, 9.48699, 9.48699, 9.48699, 9.48699, 9.48699, 11.7826, 9.48699, 9.48699, 9.48699
3.19702, 12, 13.2306, 9.49779, 3.74166, -1.23065, 0, 9.49779, 9.4978, 9.59578, 9.5018, 9.49806, 10.9652, 9.49779, 9.49779, 9.49779, 9.49779, 9.49779, 9.49779, 9.49779, 9.49779, 9.49779, 11.6609, 9.49779, 9.49781, 9.49779
3.20489, 10, 13.16, 9.51569, 3.4641, -3.15997, 0, 9.51569, 9.5157, 9.61368, 9.5197, 9.51596, 11.0192, 9.51569, 9.51569, 9.51569, 9.51569, 9.51569, 9.51569, 9.51569, 9.51569, 9.51569, 11.5542, 9.51569, 9.51572, 9.51569
3.21276, 10, 13.1027, 9.54066, 3.4641, -3.10272, 0, 9.54067, 9.54067, 9.63865, 9.54467, 9.54093, 11.0807, 9.54066, 9.54066, 9.54066, 9.54066, 9.54066, 9.54066, 9.54066, 9.54066, 9.54066, 11.4604, 9.54066, 9.54071, 9.54066
3.22063, 4, 13.0576, 9.57254, 2.44949, -9.05758, 0, 9.57255, 9.57255, 9.67053, 9.57655, 9.57281, 11.1495, 9.57254, 9.57254, 9.57254, 9.57254, 9.57254, 9.57254, 9.57254, 9.57254, 9.57255, 11.3783, 9.57254, 9.57262, 9.57254
3.2285, 16, 13.0237, 9.61101, 4.24264, 2.97634, 0, 9.61101, 9.61101, 9.70899, 9.61502, 9.61127, 11.2252, 9.61101, 9.61101, 9.61101, 9.61101, 9.61101, 9.61101, 9.61101, 9.61101, 9.61101, 11.307, 9.61101, 9.61113, 9.61101
3.23637, 2, 13.0004, 9.6556, 2, -11.0004, 0, 9.65561, 9.65561, 9.75359, 9.65961, 9.65587, 11.3076, 9.6556, 9.6556, 9.6556, 9.6556, 9.6556, 9.6556, 9.6556, 9.6556, 9.6556, 11.2459, 9.6556, 9.65581, 9.6556
3.24424, 4, 12.9874, 9.70577, 2.44949, -8.98739, 0, 9.70577, 9.70578, 9.80376, 9.70978, 9.70603, 11.3959, 9.70577, 9.70577, 9.70577, 9.70577, 9.70577, 9.70577, 9.70577, 9.70577, 9.70577, 11.1947, 9.70577, 9.70609, 9.70577
3.2521, 12, 12.9844, 9.76085, 3.74166, -0.984355, 0, 9.76085, 9.76085, 9.85883, 9.76486, 9.76111, 11.4894, 9.76085, 9.76085, 9.76085, 9.76085, 9.76085, 9.76085, 9.76085, 9.76085, 9.76085, 11.153, 9.76085, 9.76135, 9.76085
3.25997, 6, 12.991, 9.82011, 2.82843, -6.99101, 0, 9.82012, 9.82012, 9.9181, 9.82412, 9.82038, 11.5876, 9.82011, 9.82011, 9.82011, 9.82011, 9.82011, 9.82011, 9.82011, 9.82011, 9.82011, 11.1205, 9.82011, 9.82089, 9.82011
3.26784, 6, 13.007, 9.88281, 2.82843, -7.00703, 0, 9.88281, 9.88281, 9.98079, 9.88682, 9.88307, 11.6896, 9.88281, 9.88281, 9.88281, 9.88281, 9.88281, 9.88281, 9.88281, 9.88281, 9.88281, 11.0968, 9.88281, 9.88399, 9.88281
3.27571, 10, 13.032, 9.94814, 3.4641, -3.03201, 0, 9.94815, 9.94815, 10.0461, 9.95215, 9.94841, 11.7945, 9.94814, 9.94814, 9.94814, 9.94814, 9.94814, 9.94814, 9.94814, 9.94814, 9.94814, 11.0816, 9.94814, 9.94991, 9.94814
3.28358, 4, 13.0655, 10.0153, 2.44949, -9.06548, 0, 10.0153, 10.0153, 10.1133, 10.0194, 10.0156, 11.9017, 10.0153, 10.0153, 10.0153, 10.0153, 10.0153, 10.0153, 10.0153, 10.0153, 10.0153, 11.0742, 10.0153, 10.018, 10.0153
3.29145, 2, 13.1068, 10.0836, 2, -11.1068, 0, 10.0836, 10.0836, 10.1816, 10.0876, 10.0839, 12.0103, 10.0836, 10.0836, 10.0836, 10.0836, 10.0836, 10.0836, 10.0836, 10.0836, 10.0836, 11.0741, 10.0836, 10.0874, 10.0836
3.29932, 26, 13.1554, 10.1523, 5.2915, 12.8446, 0, 10.1523, 10.1523, 10.2503, 10.1563, 10.1525, 12.1197, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 11.0803, 10.1523, 10.1577, 10.1523
3.30719, 16, 13.2105, 10.2206, 4.24264, 2.78951, 0, 10.2206, 10.2206, 10.3186, 10.2246, 10.2209, 12.229, 10.2206, 10.2206, 10.2206, 10.2206, 10.2206, 10.2206, 10.2206, 10.2206, 10.2206, 11.0922, 10.2206, 10.2282, 10.2206
3.31506, 8, 13.2714, 10.2879, 3.16228, -5.27136, 0, 10.2879, 10.2879, 10.3859, 10.2919, 10.2882, 12.3378, 10.2879, 10.2879, 10.2879, 10.2879, 10.2879, 10.2879, 10.2879, 10.2879, 10.2879, 11.1087, 10.2879, 10.2985, 10.2879
3.32293, 8, 13.3372, 10.3537, 3.16228, -5.33718, 0, 10.3537, 10.3537, 10.4517, 10.3578, 10.354, 12.4454, 10.3537, 10.3537, 10.3537, 10.3537, 10.3537, 10.3537, 10.3537, 10.3537, 10.3537, 11.1289, 10.3537, 10.3681, 10.3537
3.3308, 20, 13.4073, 10.4175, 4.69042, 6.59273, 0, 10.4175, 10.4175, 10.5155, 10.4215, 10.4178, 12.5514, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 11.1518, 10.4175, 10.4368, 10.4175
3.33866, 16, 13.481, 10.4789, 4.24264, 2.51902, 0, 10.4789, 10.4789, 10.5768, 10.4829, 10.4791, 12.6555, 10.4789, 10.4789, 10.4789, 10.4789, 10.4789, 10.4789, 10.4789, 10.4789, 10.4789, 11.1766, 10.4789, 10.5044, 10.4789
3.34653, 14, 13.5578, 10.5375, 4, 0.442176, 0, 10.5375, 10.5375, 10.6355, 10.5415, 10.5377, 12.7575, 10.5375, 10.5375, 10.5375, 10.5375, 10.5375, 10.5375, 10.5375, 10.5375, 10.5375, 11.2023, 10.5375, 10.5707, 10.5375
3.3544, 10, 13.6375, 10.5932, 3.4641, -3.63755, 0, 10.5932, 10.5932, 10.6912, 10.5972, 10.5934, 12.8576, 10.5932, 10.5932, 10.5932, 10.5932, 10.5932, 10.5932, 10.5932, 10.5932, 10.5932, 11.2282, 10.5932, 10.6358, 10.5932
3.36227, 12, 13.7202, 10.6459, 3.74166, -1.72022, 0, 10.6459, 10.6459, 10.7439, 10.6499, 10.6461, 12.9562, 10.6459, 10.6459, 10.6459, 10.6459, 10.6459, 10.6459, 10.6459, 10.6459, 10.6459, 11.2537, 10.6459, 10.6998, 10.6459
3.37014, 12, 13.8064, 10.6957, 3.74166, -1.80641, 0, 10.6957, 10.6957, 10.7937, 10.6997, 10.696, 13.0543, 10.6957, 10.6957, 10.6957, 10.6957, 10.6957, 10.6957, 10.6957, 10.6957, 10.6957, 11.2783, 10.6957, 10.7628, 10.6957
3.37801, 6, 13.8974, 10.7427, 2.82843, -7.89742, 0, 10.7427, 10.7427, 10.8407, 10.7468, 10.743, 13.1538, 10.7427, 10.7427, 10.7427, 10.7427, 10.7427, 10.7427, 10.7427, 10.7427, 10.7427, 11.3018, 10.7427, 10.825, 10.7427
3.38588, 14, 13.9957, 10.7874, 4, 0.00429249, 0, 10.7874, 10.7874, 10.8854, 10.7914, 10.7877, 13.2574, 10.7874, 10.7874, 10.7874, 10.7874, 10.7874, 10.7874, 10.7874, 10.7874, 10.7874, 11.324, 10.7874, 10.8868, 10.7874
3.39375, 16, 14.1055, 10.83, 4.24264, 1.89447, 0, 10.83, 10.83, 10.928, 10.834, 10.8303, 13.37, 10.83, 10.83, 10.83, 10.83, 10.83, 10.83, 10.83, 10.83, 10.83, 11.345, 10.83, 10.9483, 10.83
3.40162, 14, 14.2338, 10.8712, 4, -0.233824, 0, 10.8712, 10.8712, 10.9691, 10.8752, 10.8715, 13.4991, 10.8712, 10.8712, 10.8712, 10.8712, 10.8712, 10.8712, 10.8712, 10.8712, 10.8712, 11.3649, 10.8712, 11.0098, 10.8712
3.40949, 6, 14.3917, 10.9114, 2.82843, -8.39174, 0, 10.9114, 10.9114, 11.0094, 10.9154, 10.9117, 13.6565, 10.9114, 10.9114, 10.9114, 10.9114, 10.9114, 10.9114, 10.9114, 10.9114, 10.9114, 11.3841, 10.9114, 11.0715, 10.9114
3.41735, 8, 14.5966, 10.9513, 3.16228, -6.59662, 0, 10.9513, 10.9513, 11.0493, 10.9553, 10.9517, 13.8603, 10.9513, 10.9513, 10.9513, 10.9513, 10.9513, 10.9513, 10.9513, 10.9513, 10.9513, 11.4031, 10.9513, 11.1335, 10.9513
3.42522, 10, 14.8752, 10.9916, 3.4641, -4.8752, 0, 10.9916, 10.9916, 11.0896, 10.9956, 10.992, 14.1378, 10.9916, 10.9916, 10.9916, 10.9916, 10.9916, 10.9916, 10.9916, 10.9916, 10.9916, 11.4224, 10.9916, 11.1959, 10.9916
3.43309, 16, 15.2676, 11.0329, 4.24264, 0.732383, 0, 11.0329, 11.0329, 11.1309, 11.0369, 11.0333, 14.5299, 11.0329, 11.0329, 11.0329, 11.0329, 11.0329, 11.0329, 11.0329, 11.0329, 11.0329, 11.4426, 11.0329, 11.2586, 11.0329
3.44096, 18, 15.8332, 11.0758, 4.47214, 2.16679, 0, 11.0758, 11.0758, 11.1737, 11.0798, 11.0762, 15.0967, 11.0758, 11.0758, 11.0758, 11.0758, 11.0758, 11.0758, 11.0758, 11.0758, 11.0758, 11.4642, 11.0758, 11.3214, 11.0758
3.44883, 20, 16.6579, 11.1207, 4.69042, 3.34205, 0, 11.1207, 11.1207, 11.2187, 11.1247, 11.1212, 15.9249, 11.1207, 11.1207, 11.1207, 11.1207, 11.1207, 11.1207, 11.1207, 11.1207, 11.1207, 11.4877, 11.1207, 11.3841, 11.1207
3.4567, 26, 17.8642, 11.1682, 5.2915, 8.1358, 0, 11.1682, 11.1682, 11.2662, 11.1722, 11.1688, 17.1375, 11.1682, 11.1682, 11.1682, 11.1682, 11.1682, 11.1682, 11.1682, 11.1682, 11.1682, 11.5137, 11.1682, 11.4466, 11.1682
3.46457, 30, 19.6223, 11.2185, 5.65685, 10.3777, 0, 11.2185, 11.2185, 11.3165, 11.2225, 11.2192, 18.9053, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.5427, 11.2185, 11.5086, 11.2185
3.47244, 16, 22.1645, 11.272, 4.24264, -6.16448, 0, 11.272, 11.272, 11.3699, 11.276, 11.2728, 21.4609, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.272, 11.5749, 11.272, 11.5697, 11.272
3.48031, 32, 25.8011, 11.3287, 5.83095, 6.19894, 0, 11.3287, 11.3287, 11.4266, 11.3327, 11.3297, 25.1148, 11.3287, 11.3287, 11.3287, 11.3287, 11.3287, 11.3287, 11.3287, 11.3287, 11.3287, 11.6105, 11.3287, 11.63, 11.3287
3.48818, 38, 30.9375, 11.3886, 6.32456, 7.06252, 0, 11.3886, 11.3887, 11.4866, 11.3927, 11.39, 30.2725, 11.3886, 11.3886, 11.3886, 11.3886, 11.3886, 11.3886, 11.3886, 11.3886, 11.3886, 11.6498, 11.3886, 11.6891, 11.3886
3.49605, 58, 38.0908, 11.4518, 7.74597, 19.9092, 0, 11.4519, 11.4519, 11.5498, 11.4559, 11.4535, 37.4507, 11.4518, 11.4518, 11.4518, 11.4518, 11.4518, 11.4518, 11.4518, 11.4518, 11.4518, 11.6928, 11.4518, 11.7472, 11.4518
3.50391, 50, 47.9044, 11.5182, 7.2111, 2.09556, 0, 11.5182, 11.5182, 11.6161, 11.5222, 11.5202, 47.2928, 11.5182, 11.5182, 11.5182, 11.5182, 11.5182, 11.5182, 11.5182, 11.5182, 11.5182, 11.7395, 11.5182, 11.8044, 11.5182
3.51178, 68, 61.1599, 11.5874, 8.3666, 6.84007, 0, 11.5874, 11.5874, 11.6854, 11.5914, 11.5899, 60.5795, 11.5874, 11.5874, 11.5874, 11.5874, 11.5874, 11.5874, 11.5874, 11.5874, 11.5874, 11.7898, 11.5874, 11.8608, 11.5874
3.51965, 86, 78.7796, 11.6592, 9.38083, 7.2204, 0, 11.6593, 11.6593, 11.7572, 11.6633, 11.6624, 78.2325, 11.6592, 11.6592, 11.6592, 11.6592, 11.6592, 11.6592, 11.6592, 11.6592, 11.6593, 11.8436, 11.6592, 11.9168, 11.6592
3.52752, 130, 101.818, 11.7335, 11.4891, 28.1822, 0, 11.7336, 11.7336, 11.8315, 11.7376, 11.7374, 101.306, 11.7335, 11.7335, 11.7335, 11.7335, 11.7335, 11.7335, 11.7335, 11.7335, 11.7336, 11.9007, 11.7335, 11.9728, 11.7335
3.53539, 150, 131.44, 11.81, 12.3288, 18.5595, 0, 11.81, 11.81, 11.908, 11.814, 11.8147, 130.964, 11.81, 11.81, 11.81, 11.81, 11.81, 11.81, 11.81, 11.81, 11.81, 11.9608, 11.81, 12.0293, 11.81
3.54326, 226, 168.884, 11.8883, 15.0997, 57.1156, 0, 11.8883, 11.8883, 11.9863, 11.8923, 11.8941, 168.443, 11.8883, 11.8883, 11.8883, 11.8883, 11.8883, 11.8883, 11.8883, 11.8883, 11.8883, 12.0237, 11.8883, 12.0867, 11.8883
3.55113, 270, 215.404, 11.9683, 16.4924, 54.5964, 0, 11.9683, 11.9683, 12.0662, 11.9723, 11.9752, 214.996, 11.9683, 11.9683, 11.9683, 11.9683, 11.9683, 11.9683, 11.9683, 11.9683, 11.9683, 12.0893, 11.9683, 12.1455, 11.9683
3.559, 320, 272.183, 12.0496, 17.9444, 47.8173, 0, 12.0496, 12.0496, 12.1476, 12.0536, 12.0578, 271.808, 12.0496, 12.0496, 12.0496, 12.0496, 12.0496, 12.0496, 12.0496, 12.0496, 12.0496, 12.1573, 12.0496, 12.2063, 12.0496
3.56687, 348, 340.251, 12.1321, 18.7083, 7.74866, 0, 12.1321, 12.1321, 12.23, 12.1361, 12.1418, 339.907, 12.1321, 12.1321, 12.1321, 12.1321, 12.1321, 12.1321, 12.1321, 12.1321, 12.1321, 12.2275, 12.1321, 12.2694, 12.1321
3.57474, 412, 420.359, 12.2155, 20.347, -8.35938, 0, 12.2155, 12.2155, 12.3135, 12.2195, 12.2269, 420.042, 12.2155, 12.2155, 12.2155, 12.2155, 12.2155, 12.2155, 12.2155, 12.2155, 12.2155, 12.2997, 12.2155, 12.3352, 12.2155
3.5826, 568, 512.875, 12.2998, 23.8747, 55.1247, 0, 12.2998, 12.2998, 12.3978, 12.3038, 12.313, 512.582, 12.2998, 12.2998, 12.2998, 12.2998, 12.2998, 12.2998, 12.2998, 12.2998, 12.2998, 12.3737, 12.2998, 12.4041, 12.2998
3.59047, 680, 617.652, 12.3847, 26.1151, 62.3475, 0, 12.3847, 12.3847, 12.4827, 12.3888, 12.3998, 617.379, 12.3847, 12.3847, 12.3847, 12.3847, 12.3847, 12.3847, 12.3847, 12.3847, 12.3847, 12.4493, 12.3847, 12.4762, 12.3847
3.59834, 768, 733.937, 12.4703, 27.7489, 34.063, 0, 12.4703, 12.4703, 12.5683, 12.4743, 12.4873, 733.68, 12.4703, 12.4703, 12.4703, 12.4703, 12.4703, 12.4703, 12.4703, 12.4703, 12.4703, 12.5264, 12.4703, 12.5519, 12.4703
3.60621, 930, 860.282, 12.5563, 30.5287, 69.7183, 0, 12.5563, 12.5563, 12.6543, 12.5603, 12.5752, 860.037, 12.5563, 12.5563, 12.5563, 12.5563, 12.5563, 12.5563, 12.5563, 12.5563, 12.5563, 12.6049, 12.5563, 12.6311, 12.5563
