   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_30.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.27728, 10, 12.3855, 10.8835, 3.4641, -2.38552, 0, 10.8835, 11.1081, 10.8896, 10.8838, 10.9172, 10.8835, 10.8835, 10.8835, 10.8835, 10.8835, 10.8835, 10.8835, 10.8835, 12.1198, 10.8835, 10.8846, 10.8835
3.28517, 12, 12.3805, 10.9557, 3.74166, -0.380462, 0, 10.9557, 11.1803, 10.9618, 10.956, 10.9901, 10.9557, 10.9557, 10.9557, 10.9557, 10.9557, 10.9557, 10.9557, 10.9557, 12.1135, 10.9557, 10.9572, 10.9557
3.29307, 10, 12.3826, 11.0292, 3.4641, -2.38257, 0, 11.0292, 11.2538, 11.0353, 11.0294, 11.0643, 11.0292, 11.0292, 11.0292, 11.0292, 11.0292, 11.0292, 11.0292, 11.0292, 12.1143, 11.0292, 11.0313, 11.0292
3.30096, 8, 12.3911, 11.1032, 3.16228, -4.39111, 0, 11.1032, 11.3278, 11.1093, 11.1034, 11.1391, 11.1032, 11.1032, 11.1032, 11.1032, 11.1032, 11.1032, 11.1032, 11.1032, 12.1213, 11.1032, 11.1061, 11.1032
3.30886, 6, 12.4053, 11.177, 2.82843, -6.40531, 0, 11.177, 11.4016, 11.1831, 11.1773, 11.2137, 11.177, 11.177, 11.177, 11.177, 11.177, 11.177, 11.177, 11.177, 12.1336, 11.177, 11.181, 11.177
3.31675, 6, 12.4244, 11.25, 2.82843, -6.42437, 0, 11.25, 11.4746, 11.2561, 11.2503, 11.2874, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 11.25, 12.1505, 11.25, 11.2555, 11.25
3.32465, 8, 12.4475, 11.3216, 3.16228, -4.44748, 0, 11.3216, 11.5462, 11.3277, 11.3218, 11.3598, 11.3216, 11.3216, 11.3216, 11.3216, 11.3216, 11.3216, 11.3216, 11.3216, 12.1711, 11.3216, 11.3288, 11.3216
3.33255, 4, 12.4739, 11.3912, 2.44949, -8.47386, 0, 11.3913, 11.6159, 11.3973, 11.3915, 11.4302, 11.3912, 11.3912, 11.3912, 11.3912, 11.3912, 11.3912, 11.3912, 11.3912, 12.1944, 11.3912, 11.4008, 11.3912
3.34044, 4, 12.5028, 11.4586, 2.44949, -8.50277, 0, 11.4586, 11.6832, 11.4647, 11.4589, 11.4984, 11.4586, 11.4586, 11.4586, 11.4586, 11.4586, 11.4586, 11.4586, 11.4586, 12.2197, 11.4586, 11.4709, 11.4586
3.34834, 10, 12.5335, 11.5233, 3.4641, -2.53354, 0, 11.5234, 11.748, 11.5294, 11.5236, 11.5639, 11.5233, 11.5233, 11.5233, 11.5233, 11.5233, 11.5233, 11.5233, 11.5233, 12.2462, 11.5233, 11.5391, 11.5233
3.35623, 6, 12.5656, 11.5853, 2.82843, -6.5656, 0, 11.5853, 11.8099, 11.5914, 11.5856, 11.6268, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 12.2733, 11.5853, 11.6051, 11.5853
3.36413, 6, 12.5985, 11.6444, 2.82843, -6.59848, 0, 11.6444, 11.8691, 11.6505, 11.6447, 11.6869, 11.6444, 11.6444, 11.6444, 11.6444, 11.6444, 11.6444, 11.6444, 11.6444, 12.3004, 11.6444, 11.6691, 11.6444
3.37202, 4, 12.6319, 11.7008, 2.44949, -8.63187, 0, 11.7008, 11.9254, 11.7069, 11.7011, 11.7443, 11.7008, 11.7008, 11.7008, 11.7008, 11.7008, 11.7008, 11.7008, 11.7008, 12.3272, 11.7008, 11.731, 11.7008
3.37992, 10, 12.6656, 11.7546, 3.4641, -2.66558, 0, 11.7546, 11.9792, 11.7606, 11.7548, 11.7993, 11.7546, 11.7546, 11.7546, 11.7546, 11.7546, 11.7546, 11.7546, 11.7546, 12.3534, 11.7546, 11.791, 11.7546
3.38782, 4, 12.6996, 11.806, 2.44949, -8.6996, 0, 11.806, 12.0307, 11.8121, 11.8063, 11.8524, 11.806, 11.806, 11.806, 11.806, 11.806, 11.806, 11.806, 11.806, 12.3788, 11.806, 11.8495, 11.806
3.39571, 4, 12.7341, 11.8556, 2.44949, -8.73407, 0, 11.8556, 12.0802, 11.8617, 11.8559, 11.904, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 12.4036, 11.8556, 11.9067, 11.8556
3.40361, 2, 12.7693, 11.9038, 2, -10.7693, 0, 11.9038, 12.1284, 11.9099, 11.9041, 11.9549, 11.9038, 11.9038, 11.9038, 11.9038, 11.9038, 11.9038, 11.9038, 11.9038, 12.4278, 11.9038, 11.9631, 11.9038
3.4115, 4, 12.806, 11.9511, 2.44949, -8.80595, 0, 11.9511, 12.1757, 11.9572, 11.9515, 12.0062, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 12.4519, 11.9511, 12.019, 11.9511
3.4194, 2, 12.8447, 11.9982, 2, -10.8447, 0, 11.9982, 12.2228, 12.0042, 11.9985, 12.059, 11.9982, 11.9982, 11.9982, 11.9982, 11.9982, 11.9982, 11.9982, 11.9982, 12.4761, 11.9982, 12.0748, 11.9982
3.42729, 8, 12.8867, 12.0455, 3.16228, -4.88674, 0, 12.0456, 12.2702, 12.0516, 12.046, 12.1148, 12.0455, 12.0455, 12.0455, 12.0455, 12.0455, 12.0455, 12.0455, 12.0455, 12.501, 12.0455, 12.1309, 12.0455
3.43519, 6, 12.9335, 12.0939, 2.82843, -6.93352, 0, 12.0939, 12.3185, 12.1, 12.0943, 12.1753, 12.0939, 12.0939, 12.0939, 12.0939, 12.0939, 12.0939, 12.0939, 12.0939, 12.527, 12.0939, 12.1877, 12.0939
3.44308, 0, 12.9871, 12.1437, 1.41421, -12.9871, 0, 12.1437, 12.3683, 12.1498, 12.1442, 12.2431, 12.1437, 12.1437, 12.1437, 12.1437, 12.1437, 12.1437, 12.1437, 12.1437, 12.5547, 12.1437, 12.2455, 12.1437
3.45098, 4, 13.05, 12.1956, 2.44949, -9.04999, 0, 12.1956, 12.4202, 12.2016, 12.1962, 12.3209, 12.1956, 12.1956, 12.1956, 12.1956, 12.1956, 12.1956, 12.1956, 12.1956, 12.5844, 12.1956, 12.3044, 12.1956
3.45888, 4, 13.1258, 12.2498, 2.44949, -9.12577, 0, 12.2499, 12.4745, 12.2559, 12.2506, 12.4124, 12.2498, 12.2498, 12.2498, 12.2498, 12.2498, 12.2498, 12.2498, 12.2498, 12.6168, 12.2498, 12.3648, 12.2498
3.46677, 4, 13.2189, 12.3069, 2.44949, -9.2189, 0, 12.307, 12.5316, 12.313, 12.3078, 12.5224, 12.3069, 12.3069, 12.3069, 12.3069, 12.3069, 12.3069, 12.3069, 12.3069, 12.6521, 12.3069, 12.4267, 12.3069
3.47467, 4, 13.3351, 12.3671, 2.44949, -9.33511, 0, 12.3671, 12.5917, 12.3732, 12.3682, 12.6566, 12.3671, 12.3671, 12.3671, 12.3671, 12.3671, 12.3671, 12.3671, 12.3671, 12.6906, 12.3671, 12.4902, 12.3671
3.48256, 6, 13.4817, 12.4304, 2.82843, -7.48166, 0, 12.4304, 12.6551, 12.4365, 12.4317, 12.8224, 12.4304, 12.4304, 12.4304, 12.4304, 12.4304, 12.4304, 12.4304, 12.4304, 12.7327, 12.4304, 12.5554, 12.4304
3.49046, 4, 13.6675, 12.4971, 2.44949, -9.6675, 0, 12.4971, 12.7217, 12.5032, 12.4987, 13.0287, 12.4971, 12.4971, 12.4971, 12.4971, 12.4971, 12.4971, 12.4971, 12.4971, 12.7784, 12.4971, 12.6222, 12.4971
3.49835, 10, 13.9035, 12.567, 3.4641, -3.90351, 0, 12.567, 12.7916, 12.5731, 12.5689, 13.2863, 12.567, 12.567, 12.567, 12.567, 12.567, 12.567, 12.567, 12.567, 12.8279, 12.567, 12.6906, 12.567
3.50625, 14, 14.2026, 12.64, 4, -0.202587, 0, 12.64, 12.8647, 12.6461, 12.6424, 13.6079, 12.64, 12.64, 12.64, 12.64, 12.64, 12.64, 12.64, 12.64, 12.8811, 12.64, 12.7606, 12.64
3.51415, 10, 14.5796, 12.7161, 3.4641, -4.57958, 0, 12.7161, 12.9407, 12.7222, 12.7191, 14.0081, 12.7161, 12.7161, 12.7161, 12.7161, 12.7161, 12.7161, 12.7161, 12.7161, 12.9379, 12.7161, 12.8321, 12.7161
3.52204, 6, 15.0512, 12.795, 2.82843, -9.05118, 0, 12.795, 13.0197, 12.8011, 12.7986, 14.5034, 12.795, 12.795, 12.795, 12.795, 12.795, 12.795, 12.795, 12.795, 12.9983, 12.795, 12.9052, 12.795
3.52994, 10, 15.6355, 12.8765, 3.4641, -5.63549, 0, 12.8765, 13.1011, 12.8826, 12.8809, 15.1115, 12.8765, 12.8765, 12.8765, 12.8765, 12.8765, 12.8765, 12.8765, 12.8765, 13.0621, 12.8765, 12.9798, 12.8765
3.53783, 6, 16.3514, 12.9603, 2.82843, -10.3514, 0, 12.9603, 13.185, 12.9664, 12.9656, 15.8512, 12.9603, 12.9603, 12.9603, 12.9603, 12.9603, 12.9603, 12.9603, 12.9603, 13.129, 12.9603, 13.0559, 12.9603
3.54573, 10, 17.2178, 13.0462, 3.4641, -7.21784, 0, 13.0462, 13.2709, 13.0523, 13.0525, 16.7408, 13.0462, 13.0462, 13.0462, 13.0462, 13.0462, 13.0462, 13.0462, 13.0462, 13.199, 13.0462, 13.1335, 13.0462
3.55362, 26, 18.2522, 13.1339, 5.2915, 7.74783, 0, 13.134, 13.3586, 13.14, 13.1414, 17.7976, 13.1339, 13.1339, 13.1339, 13.1339, 13.1339, 13.1339, 13.1339, 13.1339, 13.2717, 13.1339, 13.2126, 13.1339
3.56152, 30, 19.4695, 13.2232, 5.65685, 10.5305, 0, 13.2232, 13.4479, 13.2293, 13.232, 19.0363, 13.2232, 13.2232, 13.2232, 13.2232, 13.2232, 13.2232, 13.2232, 13.2232, 13.3469, 13.2232, 13.2933, 13.2232
3.56941, 14, 20.8805, 13.3139, 4, -6.8805, 0, 13.3139, 13.5385, 13.32, 13.3241, 20.4674, 13.3139, 13.3139, 13.3139, 13.3139, 13.3139, 13.3139, 13.3139, 13.3139, 13.4245, 13.3139, 13.3754, 13.3139
3.57731, 30, 22.4901, 13.4057, 5.65685, 7.50992, 0, 13.4057, 13.6303, 13.4118, 13.4175, 22.0957, 13.4057, 13.4057, 13.4057, 13.4057, 13.4057, 13.4057, 13.4057, 13.4057, 13.5042, 13.4057, 13.459, 13.4057
3.58521, 30, 24.2956, 13.4985, 5.65685, 5.70441, 0, 13.4985, 13.7231, 13.5046, 13.5119, 23.9184, 13.4985, 13.4985, 13.4985, 13.4985, 13.4985, 13.4985, 13.4985, 13.4985, 13.5858, 13.4985, 13.5441, 13.4985
3.5931, 42, 26.2858, 13.5921, 6.63325, 15.7142, 0, 13.5921, 13.8167, 13.5982, 13.6073, 25.9242, 13.5921, 13.5921, 13.5921, 13.5921, 13.5921, 13.5921, 13.5921, 13.5921, 13.6692, 13.5921, 13.6307, 13.5921
3.601, 40, 28.4394, 13.6864, 6.48074, 11.5606, 0, 13.6864, 13.911, 13.6925, 13.7034, 28.0917, 13.6864, 13.6864, 13.6864, 13.6864, 13.6864, 13.6864, 13.6864, 13.6864, 13.7542, 13.6864, 13.7186, 13.6864
3.60889, 42, 30.7243, 13.7813, 6.63325, 11.2757, 0, 13.7813, 14.0059, 13.7874, 13.8001, 30.389, 13.7813, 13.7813, 13.7813, 13.7813, 13.7813, 13.7813, 13.7813, 13.7813, 13.8407, 13.7813, 13.8078, 13.7813
3.61679, 34, 33.0985, 13.8767, 6, 0.901505, 0, 13.8767, 14.1013, 13.8828, 13.8972, 32.774, 13.8767, 13.8767, 13.8767, 13.8767, 13.8767, 13.8767, 13.8767, 13.8767, 13.9285, 13.8767, 13.8983, 13.8767
3.62468, 54, 35.5101, 13.9726, 7.48331, 18.4899, 0, 13.9726, 14.1972, 13.9787, 13.9947, 35.195, 13.9726, 13.9726, 13.9726, 13.9726, 13.9726, 13.9726, 13.9726, 13.9726, 14.0175, 13.9726, 13.9899, 13.9726
3.63258, 50, 37.8991, 14.0688, 7.2111, 12.1009, 0, 14.0689, 14.2935, 14.0749, 14.0924, 37.5923, 14.0688, 14.0688, 14.0688, 14.0688, 14.0688, 14.0688, 14.0688, 14.0688, 14.1077, 14.0688, 14.0826, 14.0688
3.64048, 50, 40.1999, 14.1655, 7.2111, 9.80007, 0, 14.1655, 14.3901, 14.1715, 14.1903, 39.9002, 14.1655, 14.1655, 14.1655, 14.1655, 14.1655, 14.1655, 14.1655, 14.1655, 14.1989, 14.1655, 14.1762, 14.1655
3.64837, 58, 42.3443, 14.2624, 7.74597, 15.6557, 0, 14.2624, 14.487, 14.2685, 14.2883, 42.0507, 14.2624, 14.2624, 14.2624, 14.2624, 14.2624, 14.2624, 14.2624, 14.2624, 14.2911, 14.2624, 14.2707, 14.2624
3.65627, 78, 44.2646, 14.3597, 8.94427, 33.7354, 0, 14.3597, 14.5843, 14.3658, 14.3863, 43.9764, 14.3597, 14.3597, 14.3597, 14.3597, 14.3597, 14.3597, 14.3597, 14.3597, 14.3842, 14.3597, 14.366, 14.3597
3.66416, 82, 45.8974, 14.4572, 9.16515, 36.1026, 0, 14.4572, 14.6818, 14.4633, 14.4843, 45.614, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.478, 14.4572, 14.462, 14.4572
3.67206, 56, 47.1877, 14.5551, 7.61577, 8.81231, 0, 14.5551, 14.7797, 14.5612, 14.5822, 46.9086, 14.5551, 14.5551, 14.5551, 14.5551, 14.5551, 14.5551, 14.5551, 14.5551, 14.5727, 14.5551, 14.5586, 14.5551
3.67995, 60, 48.0913, 14.6532, 7.87401, 11.9087, 0, 14.6532, 14.8778, 14.6593, 14.6802, 47.8161, 14.6532, 14.6532, 14.6532, 14.6532, 14.6532, 14.6532, 14.6532, 14.6532, 14.6681, 14.6532, 14.6558, 14.6532
3.68785, 52, 48.5782, 14.7516, 7.34847, 3.42183, 0, 14.7516, 14.9762, 14.7577, 14.778, 48.3066, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7641, 14.7516, 14.7535, 14.7516
3.69574, 62, 48.6341, 14.8503, 8, 13.3659, 0, 14.8503, 15.0749, 14.8564, 14.8759, 48.366, 14.8503, 14.8503, 14.8503, 14.8503, 14.8503, 14.8503, 14.8503, 14.8503, 14.8607, 14.8503, 14.8517, 14.8503
3.70364, 60, 48.2615, 14.9493, 7.87401, 11.7385, 0, 14.9493, 15.1739, 14.9554, 14.9738, 47.9966, 14.9493, 14.9493, 14.9493, 14.9493, 14.9493, 14.9493, 14.9493, 14.9493, 14.958, 14.9493, 14.9502, 14.9493
3.71154, 68, 47.4791, 15.0485, 8.3666, 20.5209, 0, 15.0485, 15.2732, 15.0546, 15.0717, 47.2173, 15.0485, 15.0485, 15.0485, 15.0485, 15.0485, 15.0485, 15.0485, 15.0485, 15.0557, 15.0485, 15.0492, 15.0485
3.71943, 46, 46.3209, 15.1481, 6.9282, -0.320915, 0, 15.1481, 15.3727, 15.1542, 15.1697, 46.0621, 15.1481, 15.1481, 15.1481, 15.1481, 15.1481, 15.1481, 15.1481, 15.1481, 15.154, 15.1481, 15.1485, 15.1481
3.72733, 66, 44.8338, 15.2479, 8.24621, 21.1662, 0, 15.2479, 15.4725, 15.254, 15.2679, 44.5779, 15.2479, 15.2479, 15.2479, 15.2479, 15.2479, 15.2479, 15.2479, 15.2479, 15.2528, 15.2479, 15.2482, 15.2479
3.73522, 42, 43.075, 15.348, 6.63325, -1.07503, 0, 15.3481, 15.5727, 15.3541, 15.3663, 42.8218, 15.348, 15.348, 15.348, 15.348, 15.348, 15.348, 15.348, 15.348, 15.3521, 15.348, 15.3483, 15.348
3.74312, 68, 41.1083, 15.4485, 8.3666, 26.8917, 0, 15.4485, 15.6731, 15.4546, 15.4649, 40.8578, 15.4485, 15.4485, 15.4485, 15.4485, 15.4485, 15.4485, 15.4485, 15.4485, 15.4517, 15.4485, 15.4486, 15.4485
3.75101, 32, 39.0007, 15.5492, 5.83095, -7.00072, 0, 15.5492, 15.7738, 15.5553, 15.5638, 38.7526, 15.5492, 15.5492, 15.5492, 15.5492, 15.5492, 15.5492, 15.5492, 15.5492, 15.5519, 15.5492, 15.5493, 15.5492
3.75891, 62, 36.8187, 15.6502, 8, 25.1813, 0, 15.6502, 15.8749, 15.6563, 15.6631, 36.5729, 15.6502, 15.6502, 15.6502, 15.6502, 15.6502, 15.6502, 15.6502, 15.6502, 15.6524, 15.6502, 15.6503, 15.6502
3.76681, 32, 34.6256, 15.7516, 5.83095, -2.62556, 0, 15.7516, 15.9762, 15.7577, 15.7628, 34.3818, 15.7516, 15.7516, 15.7516, 15.7516, 15.7516, 15.7516, 15.7516, 15.7516, 15.7533, 15.7516, 15.7516, 15.7516
3.7747, 24, 32.4784, 15.8532, 5.09902, -8.47841, 0, 15.8532, 16.0778, 15.8593, 15.8629, 32.2366, 15.8532, 15.8532, 15.8532, 15.8532, 15.8532, 15.8532, 15.8532, 15.8532, 15.8546, 15.8532, 15.8533, 15.8532
3.7826, 18, 30.4259, 15.9552, 4.47214, -12.4259, 0, 15.9552, 16.1798, 15.9613, 15.9634, 30.1858, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9563, 15.9552, 15.9552, 15.9552
3.79049, 20, 28.5079, 16.0575, 4.69042, -8.50788, 0, 16.0575, 16.2821, 16.0636, 16.0644, 28.2693, 16.0575, 16.0575, 16.0575, 16.0575, 16.0575, 16.0575, 16.0575, 16.0575, 16.0583, 16.0575, 16.0575, 16.0575
3.79839, 24, 26.7541, 16.1601, 5.09902, -2.75405, 0, 16.1601, 16.3847, 16.1662, 16.1658, 26.5168, 16.1601, 16.1601, 16.1601, 16.1601, 16.1601, 16.1601, 16.1601, 16.1601, 16.1608, 16.1601, 16.1601, 16.1601
3.80628, 22, 25.1845, 16.263, 4.89898, -3.18449, 0, 16.263, 16.4876, 16.2691, 16.2677, 24.9484, 16.263, 16.263, 16.263, 16.263, 16.263, 16.263, 16.263, 16.263, 16.2635, 16.263, 16.263, 16.263
3.81418, 30, 23.8103, 16.3662, 5.65685, 6.1897, 0, 16.3662, 16.5908, 16.3723, 16.3701, 23.5751, 16.3662, 16.3662, 16.3662, 16.3662, 16.3662, 16.3662, 16.3662, 16.3662, 16.3666, 16.3662, 16.3663, 16.3662
3.82207, 16, 22.6348, 16.4697, 4.24264, -6.63477, 0, 16.4697, 16.6943, 16.4759, 16.4729, 22.4003, 16.4697, 16.4697, 16.4697, 16.4697, 16.4697, 16.4697, 16.4697, 16.4697, 16.4701, 16.4697, 16.4699, 16.4697
3.82997, 16, 21.6548, 16.5736, 4.24264, -5.65476, 0, 16.5736, 16.7982, 16.5798, 16.5761, 21.4209, 16.5736, 16.5736, 16.5736, 16.5736, 16.5736, 16.5736, 16.5736, 16.5736, 16.5738, 16.5736, 16.5738, 16.5736
3.83787, 16, 20.862, 16.6777, 4.24264, -4.86204, 0, 16.6777, 16.9023, 16.684, 16.6797, 20.6286, 16.6777, 16.6777, 16.6777, 16.6777, 16.6777, 16.6777, 16.6777, 16.6777, 16.6779, 16.6777, 16.678, 16.6777
3.84576, 12, 20.2449, 16.7821, 3.74166, -8.24493, 0, 16.7821, 17.0068, 16.7885, 16.7837, 20.0117, 16.7821, 16.7821, 16.7821, 16.7821, 16.7821, 16.7821, 16.7821, 16.7821, 16.7823, 16.7821, 16.7825, 16.7821
3.85366, 6, 19.7896, 16.8868, 2.82843, -13.7896, 0, 16.8868, 17.1114, 16.8933, 16.8881, 19.5565, 16.8868, 16.8868, 16.8868, 16.8868, 16.8868, 16.8868, 16.8868, 16.8868, 16.8869, 16.8868, 16.8874, 16.8868
3.86155, 10, 19.4812, 16.9917, 3.4641, -9.48117, 0, 16.9918, 17.2164, 16.9984, 16.9928, 19.2479, 16.9917, 16.9917, 16.9917, 16.9917, 16.9917, 16.9917, 16.9917, 16.9917, 16.9918, 16.9917, 16.9926, 16.9917
3.86945, 6, 19.3045, 17.0969, 2.82843, -13.3045, 0, 17.0969, 17.3215, 17.1038, 17.0977, 19.071, 17.0969, 17.0969, 17.0969, 17.0969, 17.0969, 17.0969, 17.0969, 17.0969, 17.097, 17.0969, 17.098, 17.0969
3.87734, 10, 19.2451, 17.2022, 3.4641, -9.2451, 0, 17.2022, 17.4268, 17.2094, 17.2029, 19.011, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2023, 17.2022, 17.2037, 17.2022
3.88524, 12, 19.289, 17.3076, 3.74166, -7.28897, 0, 17.3077, 17.5323, 17.3153, 17.3082, 19.0541, 17.3076, 17.3076, 17.3076, 17.3076, 17.3076, 17.3076, 17.3076, 17.3076, 17.3077, 17.3076, 17.3097, 17.3076
3.89314, 14, 19.4232, 17.4132, 4, -5.4232, 0, 17.4132, 17.6378, 17.4214, 17.4136, 19.1872, 17.4132, 17.4132, 17.4132, 17.4132, 17.4132, 17.4132, 17.4132, 17.4132, 17.4132, 17.4132, 17.4158, 17.4132
3.90103, 8, 19.6356, 17.5187, 3.16228, -11.6356, 0, 17.5187, 17.7433, 17.5277, 17.5191, 19.3981, 17.5187, 17.5187, 17.5187, 17.5187, 17.5187, 17.5187, 17.5187, 17.5187, 17.5187, 17.5187, 17.5222, 17.5187
3.90893, 8, 19.9147, 17.6242, 3.16228, -11.9147, 0, 17.6242, 17.8488, 17.6342, 17.6245, 19.6752, 17.6242, 17.6242, 17.6242, 17.6242, 17.6242, 17.6242, 17.6242, 17.6242, 17.6242, 17.6242, 17.6286, 17.6242
3.91682, 10, 20.2493, 17.7295, 3.4641, -10.2493, 0, 17.7296, 17.9542, 17.7409, 17.7299, 20.0074, 17.7295, 17.7295, 17.7295, 17.7295, 17.7295, 17.7295, 17.7295, 17.7295, 17.7296, 17.7295, 17.7352, 17.7295
3.92472, 4, 20.6285, 17.8347, 2.44949, -16.6285, 0, 17.8347, 18.0593, 17.8479, 17.835, 20.3834, 17.8347, 17.8347, 17.8347, 17.8347, 17.8347, 17.8347, 17.8347, 17.8347, 17.8347, 17.8347, 17.8417, 17.8347
3.93261, 10, 21.041, 17.9396, 3.4641, -11.041, 0, 17.9396, 18.1642, 17.955, 17.9399, 20.7919, 17.9396, 17.9396, 17.9396, 17.9396, 17.9396, 17.9396, 17.9396, 17.9396, 17.9396, 17.9396, 17.9482, 17.9396
3.94051, 14, 21.4754, 18.0441, 4, -7.47544, 0, 18.0441, 18.2687, 18.0625, 18.0444, 21.2216, 18.0441, 18.0441, 18.0441, 18.0441, 18.0441, 18.0441, 18.0441, 18.0441, 18.0441, 18.0441, 18.0546, 18.0441
3.9484, 16, 21.9203, 18.1481, 4.24264, -5.92029, 0, 18.1481, 18.3728, 18.1704, 18.1484, 21.6605, 18.1481, 18.1481, 18.1481, 18.1481, 18.1481, 18.1481, 18.1481, 18.1481, 18.1481, 18.1481, 18.1608, 18.1481
3.9563, 12, 22.3637, 18.2517, 3.74166, -10.3637, 0, 18.2517, 18.4763, 18.2787, 18.252, 22.0968, 18.2517, 18.2517, 18.2517, 18.2517, 18.2517, 18.2517, 18.2517, 18.2517, 18.2517, 18.2517, 18.2667, 18.2517
3.9642, 20, 22.7939, 18.3546, 4.69042, -2.79385, 0, 18.3547, 18.5793, 18.3877, 18.3549, 22.5183, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3722, 18.3546
3.97209, 12, 23.1995, 18.457, 3.74166, -11.1995, 0, 18.457, 18.6816, 18.4976, 18.4573, 22.9137, 18.457, 18.457, 18.457, 18.457, 18.457, 18.457, 18.457, 18.457, 18.457, 18.457, 18.4772, 18.457
3.97999, 16, 23.5699, 18.5587, 4.24264, -7.56986, 0, 18.5587, 18.7833, 18.6086, 18.5589, 23.2719, 18.5587, 18.5587, 18.5587, 18.5587, 18.5587, 18.5587, 18.5587, 18.5587, 18.5587, 18.5587, 18.5818, 18.5587
3.98788, 18, 23.8957, 18.6597, 4.47214, -5.89566, 0, 18.6597, 18.8843, 18.7209, 18.66, 23.5835, 18.6597, 18.6597, 18.6597, 18.6597, 18.6597, 18.6597, 18.6597, 18.6597, 18.6597, 18.6597, 18.6857, 18.6597
3.99578, 12, 24.1691, 18.76, 3.74166, -12.1691, 0, 18.76, 18.9846, 18.8349, 18.7603, 23.8403, 18.76, 18.76, 18.76, 18.76, 18.76, 18.76, 18.76, 18.76, 18.76, 18.76, 18.7889, 18.76
4.00367, 12, 24.3843, 18.8596, 3.74166, -12.3843, 0, 18.8596, 19.0843, 18.9508, 18.86, 24.0364, 18.8596, 18.8596, 18.8596, 18.8596, 18.8596, 18.8596, 18.8596, 18.8596, 18.8596, 18.8596, 18.8914, 18.8596
4.01157, 18, 24.5378, 18.9587, 4.47214, -6.53784, 0, 18.9587, 19.1833, 19.069, 18.959, 24.1681, 18.9587, 18.9587, 18.9587, 18.9587, 18.9587, 18.9587, 18.9587, 18.9587, 18.9587, 18.9587, 18.9931, 18.9587
4.01946, 14, 24.6286, 19.0572, 4, -10.6286, 0, 19.0572, 19.2818, 19.1897, 19.0576, 24.2342, 19.0572, 19.0572, 19.0572, 19.0572, 19.0572, 19.0572, 19.0572, 19.0572, 19.0572, 19.0572, 19.094, 19.0572
4.02736, 14, 24.658, 19.1552, 4, -10.658, 0, 19.1552, 19.3798, 19.3132, 19.1556, 24.236, 19.1552, 19.1552, 19.1552, 19.1552, 19.1552, 19.1552, 19.1552, 19.1552, 19.1552, 19.1552, 19.1941, 19.1552
4.03526, 24, 24.6297, 19.2528, 5.09902, -0.629749, 0, 19.2528, 19.4775, 19.4396, 19.2533, 24.1772, 19.2528, 19.2528, 19.2528, 19.2528, 19.2528, 19.2528, 19.2528, 19.2528, 19.2528, 19.2528, 19.2934, 19.2528
4.04315, 10, 24.5496, 19.3502, 3.4641, -14.5496, 0, 19.3502, 19.5748, 19.569, 19.3508, 24.0637, 19.3502, 19.3502, 19.3502, 19.3502, 19.3502, 19.3502, 19.3502, 19.3502, 19.3502, 19.3502, 19.392, 19.3502
4.05105, 18, 24.4249, 19.4474, 4.47214, -6.42486, 0, 19.4474, 19.672, 19.7012, 19.4481, 23.9032, 19.4474, 19.4474, 19.4474, 19.4474, 19.4474, 19.4474, 19.4474, 19.4474, 19.4474, 19.4474, 19.49, 19.4474
4.05894, 20, 24.2643, 19.5446, 4.69042, -4.26428, 0, 19.5446, 19.7692, 19.8361, 19.5453, 23.7046, 19.5446, 19.5446, 19.5446, 19.5446, 19.5446, 19.5446, 19.5446, 19.5446, 19.5446, 19.5446, 19.5873, 19.5446
4.06684, 18, 24.0771, 19.6418, 4.47214, -6.07713, 0, 19.6418, 19.8664, 19.9732, 19.6426, 23.4778, 19.6418, 19.6418, 19.6418, 19.6418, 19.6418, 19.6418, 19.6418, 19.6418, 19.6418, 19.6418, 19.6842, 19.6418
4.07473, 12, 23.8728, 19.7392, 3.74166, -11.8728, 0, 19.7392, 19.9638, 20.112, 19.7402, 23.2328, 19.7392, 19.7392, 19.7392, 19.7392, 19.7392, 19.7392, 19.7392, 19.7392, 19.7392, 19.7392, 19.7807, 19.7392
