   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_249.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.12556, 6, 19.412, 16.1045, 2.82843, -13.412, 0, 16.1045, 16.1045, 16.3445, 17.2636, 16.105, 17.9956, 16.1045, 16.1045, 16.1045, 16.1045, 16.1045, 16.1045, 16.1045, 16.1045, 16.1045, 16.1045, 16.1045, 16.1213, 16.1045
4.13343, 8, 19.204, 16.1834, 3.16228, -11.204, 0, 16.1834, 16.1834, 16.4233, 17.3887, 16.1839, 17.7435, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1981, 16.1834
4.1413, 4, 19.025, 16.2628, 2.44949, -15.025, 0, 16.2628, 16.2628, 16.5028, 17.501, 16.2634, 17.5334, 16.2628, 16.2628, 16.2628, 16.2628, 16.2628, 16.2628, 16.2628, 16.2628, 16.2628, 16.2628, 16.2628, 16.2756, 16.2628
4.14917, 10, 18.8727, 16.3427, 3.4641, -8.87272, 0, 16.3428, 16.3428, 16.5827, 17.5994, 16.3434, 17.3644, 16.3427, 16.3427, 16.3427, 16.3427, 16.3427, 16.3427, 16.3427, 16.3427, 16.3427, 16.3427, 16.3427, 16.3538, 16.3427
4.15705, 10, 18.7443, 16.4232, 3.4641, -8.74426, 0, 16.4232, 16.4232, 16.6632, 17.6833, 16.4239, 17.2342, 16.4232, 16.4232, 16.4232, 16.4232, 16.4232, 16.4232, 16.4232, 16.4232, 16.4232, 16.4232, 16.4232, 16.4326, 16.4232
4.16492, 4, 18.6364, 16.5042, 2.44949, -14.6364, 0, 16.5042, 16.5042, 16.7441, 17.7522, 16.5049, 17.1397, 16.5042, 16.5042, 16.5042, 16.5042, 16.5042, 16.5042, 16.5042, 16.5042, 16.5042, 16.5042, 16.5042, 16.512, 16.5042
4.17279, 16, 18.5459, 16.5856, 4.24264, -2.5459, 0, 16.5856, 16.5856, 16.8255, 17.8068, 16.5864, 17.0774, 16.5856, 16.5856, 16.5856, 16.5856, 16.5856, 16.5856, 16.5856, 16.5856, 16.5856, 16.5856, 16.5856, 16.5921, 16.5856
4.18066, 10, 18.4698, 16.6674, 3.4641, -8.46979, 0, 16.6674, 16.6674, 16.9074, 17.8479, 16.6682, 17.0431, 16.6674, 16.6674, 16.6674, 16.6674, 16.6674, 16.6674, 16.6674, 16.6674, 16.6674, 16.6674, 16.6674, 16.6728, 16.6674
4.18853, 6, 18.4056, 16.7496, 2.82843, -12.4056, 0, 16.7496, 16.7496, 16.9896, 17.8769, 16.7505, 17.0331, 16.7496, 16.7496, 16.7496, 16.7496, 16.7496, 16.7496, 16.7496, 16.7496, 16.7496, 16.7496, 16.7496, 16.754, 16.7496
4.1964, 14, 18.3512, 16.8322, 4, -4.3512, 0, 16.8322, 16.8322, 17.0722, 17.8957, 16.8331, 17.0434, 16.8322, 16.8322, 16.8322, 16.8322, 16.8322, 16.8322, 16.8322, 16.8322, 16.8322, 16.8322, 16.8322, 16.8358, 16.8322
4.20427, 10, 18.3053, 16.9152, 3.4641, -8.30532, 0, 16.9152, 16.9152, 17.1551, 17.9063, 16.916, 17.0705, 16.9152, 16.9152, 16.9152, 16.9152, 16.9152, 16.9152, 16.9152, 16.9152, 16.9152, 16.9152, 16.9152, 16.918, 16.9152
4.21214, 4, 18.2671, 16.9984, 2.44949, -14.2671, 0, 16.9984, 16.9984, 17.2384, 17.911, 16.9993, 17.1112, 16.9984, 16.9984, 16.9984, 16.9984, 16.9984, 16.9984, 16.9984, 16.9984, 16.9984, 16.9984, 16.9984, 17.0008, 16.9984
4.22001, 4, 18.236, 17.082, 2.44949, -14.236, 0, 17.082, 17.082, 17.322, 17.9122, 17.0828, 17.1629, 17.082, 17.082, 17.082, 17.082, 17.082, 17.082, 17.082, 17.082, 17.082, 17.082, 17.082, 17.084, 17.082
4.22788, 4, 18.2121, 17.1658, 2.44949, -14.2121, 0, 17.1658, 17.1658, 17.4058, 17.9122, 17.1666, 17.2231, 17.1658, 17.1658, 17.1658, 17.1658, 17.1658, 17.1658, 17.1658, 17.1658, 17.1658, 17.1658, 17.1658, 17.1676, 17.1658
4.23575, 4, 18.1956, 17.2499, 2.44949, -14.1956, 0, 17.25, 17.25, 17.49, 17.9129, 17.2507, 17.29, 17.2499, 17.2499, 17.2499, 17.2499, 17.2499, 17.2499, 17.2499, 17.2499, 17.25, 17.2499, 17.2499, 17.2517, 17.2499
4.24363, 8, 18.1867, 17.3343, 3.16228, -10.1867, 0, 17.3344, 17.3343, 17.5744, 17.9164, 17.3351, 17.362, 17.3343, 17.3343, 17.3343, 17.3343, 17.3343, 17.3343, 17.3343, 17.3343, 17.3343, 17.3343, 17.3343, 17.3361, 17.3343
4.2515, 12, 18.1858, 17.419, 3.74166, -6.18579, 0, 17.419, 17.419, 17.6591, 17.9241, 17.4197, 17.4379, 17.419, 17.419, 17.419, 17.419, 17.419, 17.419, 17.419, 17.419, 17.419, 17.419, 17.419, 17.421, 17.419
4.25937, 12, 18.1931, 17.5039, 3.74166, -6.19315, 0, 17.5039, 17.5039, 17.744, 17.9372, 17.5046, 17.5166, 17.5039, 17.5039, 17.5039, 17.5039, 17.5039, 17.5039, 17.5039, 17.5039, 17.5039, 17.5039, 17.5039, 17.5063, 17.5039
4.26724, 10, 18.2089, 17.5891, 3.4641, -8.20893, 0, 17.5891, 17.5891, 17.8292, 17.9567, 17.5897, 17.5975, 17.5891, 17.5891, 17.5891, 17.5891, 17.5891, 17.5891, 17.5891, 17.5891, 17.5891, 17.5891, 17.5891, 17.592, 17.5891
4.27511, 0, 18.2331, 17.6745, 1.41421, -18.2331, 0, 17.6745, 17.6745, 17.9148, 17.983, 17.675, 17.68, 17.6745, 17.6745, 17.6745, 17.6745, 17.6745, 17.6745, 17.6745, 17.6745, 17.6745, 17.6745, 17.6745, 17.6782, 17.6745
4.28298, 6, 18.2656, 17.7601, 2.82843, -12.2656, 0, 17.7601, 17.7601, 18.0006, 18.0163, 17.7606, 17.7637, 17.7601, 17.7601, 17.7601, 17.7601, 17.7601, 17.7601, 17.7601, 17.7601, 17.7601, 17.7601, 17.7601, 17.7648, 17.7601
4.29085, 12, 18.3061, 17.8459, 3.74166, -6.3061, 0, 17.846, 17.846, 18.0867, 18.0566, 17.8464, 17.8483, 17.8459, 17.8459, 17.8459, 17.8459, 17.8459, 17.8459, 17.8459, 17.8459, 17.8459, 17.8459, 17.8459, 17.8519, 17.8459
4.29872, 2, 18.3542, 17.9321, 2, -16.3542, 0, 17.9321, 17.9321, 18.1732, 18.1037, 17.9325, 17.9335, 17.9321, 17.9321, 17.9321, 17.9321, 17.9321, 17.9321, 17.9321, 17.9321, 17.9321, 17.9321, 17.9321, 17.9395, 17.9321
4.30659, 4, 18.4093, 18.0184, 2.44949, -14.4093, 0, 18.0184, 18.0184, 18.26, 18.1571, 18.0187, 18.0193, 18.0184, 18.0184, 18.0184, 18.0184, 18.0184, 18.0184, 18.0184, 18.0184, 18.0184, 18.0184, 18.0184, 18.0276, 18.0184
4.31446, 8, 18.4709, 18.1049, 3.16228, -10.4709, 0, 18.1049, 18.1049, 18.3474, 18.2163, 18.1052, 18.1055, 18.1049, 18.1049, 18.1049, 18.1049, 18.1049, 18.1049, 18.1049, 18.1049, 18.1049, 18.1049, 18.1049, 18.1162, 18.1049
4.32234, 6, 18.5385, 18.1917, 2.82843, -12.5385, 0, 18.1917, 18.1917, 18.4353, 18.2806, 18.192, 18.192, 18.1917, 18.1917, 18.1917, 18.1917, 18.1917, 18.1917, 18.1917, 18.1917, 18.1917, 18.1917, 18.1917, 18.2053, 18.1917
4.33021, 4, 18.6114, 18.2787, 2.44949, -14.6114, 0, 18.2787, 18.2787, 18.5239, 18.3495, 18.2789, 18.2789, 18.2787, 18.2787, 18.2787, 18.2787, 18.2787, 18.2787, 18.2787, 18.2787, 18.2787, 18.2787, 18.2787, 18.295, 18.2787
4.33808, 10, 18.6893, 18.3659, 3.4641, -8.68927, 0, 18.3659, 18.3659, 18.6133, 18.4222, 18.3661, 18.366, 18.3659, 18.3659, 18.3659, 18.3659, 18.3659, 18.3659, 18.3659, 18.3659, 18.3659, 18.3659, 18.3659, 18.3851, 18.3659
4.34595, 14, 18.7716, 18.4533, 4, -4.77159, 0, 18.4533, 18.4533, 18.7039, 18.4983, 18.4535, 18.4534, 18.4533, 18.4533, 18.4533, 18.4533, 18.4533, 18.4533, 18.4533, 18.4533, 18.4533, 18.4533, 18.4533, 18.4757, 18.4533
4.35382, 10, 18.8581, 18.541, 3.4641, -8.8581, 0, 18.541, 18.541, 18.7959, 18.5771, 18.5412, 18.541, 18.541, 18.541, 18.541, 18.541, 18.541, 18.541, 18.541, 18.541, 18.541, 18.541, 18.541, 18.5667, 18.541
4.36169, 6, 18.9487, 18.6288, 2.82843, -12.9487, 0, 18.6288, 18.6288, 18.8898, 18.6582, 18.629, 18.6288, 18.6288, 18.6288, 18.6288, 18.6288, 18.6288, 18.6288, 18.6288, 18.6288, 18.6288, 18.6288, 18.6288, 18.658, 18.6288
4.36956, 6, 19.0434, 18.7168, 2.82843, -13.0434, 0, 18.7169, 18.7169, 18.9861, 18.7412, 18.717, 18.7169, 18.7168, 18.7168, 18.7168, 18.7168, 18.7168, 18.7168, 18.7168, 18.7168, 18.7169, 18.7168, 18.7168, 18.7496, 18.7168
4.37743, 16, 19.1425, 18.8051, 4.24264, -3.14253, 0, 18.8051, 18.8051, 19.0855, 18.8257, 18.8053, 18.8051, 18.8051, 18.8051, 18.8051, 18.8051, 18.8051, 18.8051, 18.8051, 18.8051, 18.8051, 18.8051, 18.8051, 18.8413, 18.8051
4.3853, 2, 19.2466, 18.8936, 2, -17.2466, 0, 18.8936, 18.8936, 19.1891, 18.9114, 18.8937, 18.8936, 18.8936, 18.8936, 18.8936, 18.8936, 18.8936, 18.8936, 18.8936, 18.8936, 18.8936, 18.8936, 18.8936, 18.9332, 18.8936
4.39317, 20, 19.3566, 18.9822, 4.69042, 0.643375, 0, 18.9823, 18.9823, 19.298, 18.998, 18.9824, 18.9823, 18.9822, 18.9822, 18.9822, 18.9822, 18.9822, 18.9822, 18.9822, 18.9822, 18.9823, 18.9822, 18.9822, 19.025, 18.9822
4.40104, 12, 19.4738, 19.0711, 3.74166, -7.47378, 0, 19.0711, 19.0711, 19.4137, 19.0855, 19.0713, 19.0711, 19.0711, 19.0711, 19.0711, 19.0711, 19.0711, 19.0711, 19.0711, 19.0711, 19.0711, 19.0711, 19.0711, 19.1167, 19.0711
4.40892, 14, 19.5998, 19.1602, 4, -5.59985, 0, 19.1602, 19.1602, 19.5383, 19.1736, 19.1603, 19.1602, 19.1602, 19.1602, 19.1602, 19.1602, 19.1602, 19.1602, 19.1602, 19.1602, 19.1602, 19.1602, 19.1602, 19.2082, 19.1602
4.41679, 10, 19.7372, 19.2495, 3.4641, -9.7372, 0, 19.2495, 19.2495, 19.6744, 19.2622, 19.2496, 19.2495, 19.2495, 19.2495, 19.2495, 19.2495, 19.2495, 19.2495, 19.2495, 19.2495, 19.2495, 19.2495, 19.2495, 19.2995, 19.2495
4.42466, 12, 19.8888, 19.3389, 3.74166, -7.88882, 0, 19.339, 19.339, 19.8249, 19.3512, 19.3391, 19.3389, 19.3389, 19.3389, 19.3389, 19.3389, 19.3389, 19.3389, 19.3389, 19.3389, 19.339, 19.3389, 19.3389, 19.3904, 19.3389
4.43253, 14, 20.0585, 19.4286, 4, -6.05855, 0, 19.4286, 19.4286, 19.9939, 19.4406, 19.4288, 19.4286, 19.4286, 19.4286, 19.4286, 19.4286, 19.4286, 19.4286, 19.4286, 19.4286, 19.4286, 19.4286, 19.4286, 19.4811, 19.4286
4.4404, 14, 20.2511, 19.5185, 4, -6.25113, 0, 19.5185, 19.5185, 20.1862, 19.5304, 19.5186, 19.5185, 19.5185, 19.5185, 19.5185, 19.5185, 19.5185, 19.5185, 19.5185, 19.5185, 19.5185, 19.5185, 19.5185, 19.5714, 19.5185
4.44827, 10, 20.4723, 19.6086, 3.4641, -10.4723, 0, 19.6086, 19.6086, 20.4074, 19.6204, 19.6087, 19.6086, 19.6086, 19.6086, 19.6086, 19.6086, 19.6086, 19.6086, 19.6086, 19.6086, 19.6086, 19.6086, 19.6086, 19.6614, 19.6086
4.45614, 16, 20.7289, 19.6988, 4.24264, -4.72889, 0, 19.6988, 19.6988, 20.6645, 19.7107, 19.699, 19.6988, 19.6988, 19.6988, 19.6988, 19.6988, 19.6988, 19.6988, 19.6988, 19.6988, 19.6988, 19.6988, 19.6988, 19.7512, 19.6988
4.46401, 26, 21.0291, 19.7893, 5.2915, 4.97093, 0, 19.7893, 19.7893, 20.9655, 19.8012, 19.7894, 19.7893, 19.7893, 19.7893, 19.7893, 19.7893, 19.7893, 19.7893, 19.7893, 19.7893, 19.7893, 19.7893, 19.7893, 19.8408, 19.7893
4.47188, 18, 21.382, 19.8799, 4.47214, -3.38203, 0, 19.8799, 19.8799, 21.3195, 19.892, 19.8801, 19.8799, 19.8799, 19.8799, 19.8799, 19.8799, 19.8799, 19.8799, 19.8799, 19.8799, 19.8799, 19.8799, 19.8799, 19.9302, 19.8799
4.47975, 20, 21.7981, 19.9707, 4.69042, -1.79813, 0, 19.9707, 19.9707, 21.7368, 19.983, 19.9709, 19.9707, 19.9707, 19.9707, 19.9707, 19.9707, 19.9707, 19.9707, 19.9707, 19.9707, 19.9707, 19.9707, 19.9707, 20.0196, 19.9707
4.48762, 12, 22.2887, 20.0617, 3.74166, -10.2887, 0, 20.0617, 20.0617, 22.2288, 20.0743, 20.0619, 20.0617, 20.0617, 20.0617, 20.0617, 20.0617, 20.0617, 20.0617, 20.0617, 20.0617, 20.0617, 20.0617, 20.0617, 20.1089, 20.0617
4.4955, 16, 22.8658, 20.1529, 4.24264, -6.86579, 0, 20.1529, 20.1529, 22.8072, 20.1657, 20.153, 20.1529, 20.1529, 20.1529, 20.1529, 20.1529, 20.1529, 20.1529, 20.1529, 20.1529, 20.1529, 20.1529, 20.1529, 20.1984, 20.1529
4.50337, 24, 23.5414, 20.2442, 5.09902, 0.458563, 0, 20.2442, 20.2442, 23.4841, 20.2575, 20.2444, 20.2442, 20.2442, 20.2442, 20.2442, 20.2442, 20.2442, 20.2442, 20.2442, 20.2442, 20.2442, 20.2442, 20.2442, 20.2881, 20.2442
4.51124, 24, 24.3274, 20.3357, 5.09902, -0.327389, 0, 20.3357, 20.3357, 24.2713, 20.3495, 20.3359, 20.3357, 20.3357, 20.3357, 20.3357, 20.3357, 20.3357, 20.3357, 20.3357, 20.3357, 20.3357, 20.3357, 20.3357, 20.3779, 20.3357
4.51911, 16, 25.2344, 20.4274, 4.24264, -9.23438, 0, 20.4274, 20.4274, 25.1793, 20.4417, 20.4276, 20.4274, 20.4274, 20.4274, 20.4274, 20.4274, 20.4274, 20.4274, 20.4274, 20.4274, 20.4274, 20.4274, 20.4274, 20.468, 20.4274
4.52698, 20, 26.271, 20.5192, 4.69042, -6.27099, 0, 20.5193, 20.5192, 26.2167, 20.5342, 20.5194, 20.5192, 20.5192, 20.5192, 20.5192, 20.5192, 20.5192, 20.5192, 20.5192, 20.5192, 20.5192, 20.5192, 20.5192, 20.5584, 20.5192
4.53485, 24, 27.4428, 20.6112, 5.09902, -3.44283, 0, 20.6112, 20.6112, 27.389, 20.6271, 20.6114, 20.6112, 20.6112, 20.6112, 20.6112, 20.6112, 20.6112, 20.6112, 20.6112, 20.6112, 20.6112, 20.6112, 20.6112, 20.649, 20.6112
4.54272, 24, 28.7516, 20.7034, 5.09902, -4.75164, 0, 20.7034, 20.7034, 28.6981, 20.7202, 20.7035, 20.7034, 20.7034, 20.7034, 20.7034, 20.7034, 20.7034, 20.7034, 20.7034, 20.7034, 20.7034, 20.7034, 20.7034, 20.7399, 20.7034
4.55059, 40, 30.1944, 20.7957, 6.48074, 9.8056, 0, 20.7957, 20.7957, 30.1408, 20.8138, 20.7958, 20.7957, 20.7957, 20.7957, 20.7957, 20.7957, 20.7957, 20.7957, 20.7957, 20.7957, 20.7957, 20.7957, 20.7957, 20.831, 20.7957
4.55846, 32, 31.7617, 20.8881, 5.83095, 0.238331, 0, 20.8881, 20.8881, 31.7077, 20.9077, 20.8883, 20.8881, 20.8881, 20.8881, 20.8881, 20.8881, 20.8881, 20.8881, 20.8881, 20.8881, 20.8881, 20.8881, 20.8881, 20.9222, 20.8881
4.56633, 28, 33.4383, 20.9806, 5.47723, -5.43829, 0, 20.9807, 20.9807, 33.3836, 21.0021, 20.9808, 20.9806, 20.9806, 20.9806, 20.9806, 20.9806, 20.9806, 20.9806, 20.9806, 20.9806, 20.9806, 20.9806, 20.9806, 21.0137, 20.9806
4.5742, 22, 35.2018, 21.0733, 4.89898, -13.2018, 0, 21.0734, 21.0733, 35.1461, 21.097, 21.0735, 21.0733, 21.0733, 21.0733, 21.0733, 21.0733, 21.0733, 21.0733, 21.0733, 21.0733, 21.0733, 21.0733, 21.0733, 21.1052, 21.0733
4.58208, 32, 37.0233, 21.1662, 5.83095, -5.02325, 0, 21.1662, 21.1662, 36.9661, 21.1925, 21.1664, 21.1662, 21.1662, 21.1662, 21.1662, 21.1662, 21.1662, 21.1662, 21.1662, 21.1662, 21.1662, 21.1662, 21.1662, 21.1968, 21.1662
4.58995, 38, 38.8674, 21.2591, 6.32456, -0.867432, 0, 21.2591, 21.2591, 38.8084, 21.2886, 21.2593, 21.2591, 21.2591, 21.2591, 21.2591, 21.2591, 21.2591, 21.2591, 21.2591, 21.2591, 21.2591, 21.2591, 21.2591, 21.2884, 21.2591
4.59782, 32, 40.6935, 21.3522, 5.83095, -8.69354, 0, 21.3522, 21.3522, 40.6322, 21.3855, 21.3524, 21.3522, 21.3522, 21.3522, 21.3522, 21.3522, 21.3522, 21.3522, 21.3522, 21.3522, 21.3522, 21.3522, 21.3522, 21.3801, 21.3522
4.60569, 40, 42.4573, 21.4454, 6.48074, -2.45726, 0, 21.4454, 21.4454, 42.393, 21.4831, 21.4456, 21.4454, 21.4454, 21.4454, 21.4454, 21.4454, 21.4454, 21.4454, 21.4454, 21.4454, 21.4454, 21.4454, 21.4454, 21.4718, 21.4454
4.61356, 36, 44.1118, 21.5388, 6.16441, -8.11184, 0, 21.5388, 21.5388, 44.0441, 21.5815, 21.539, 21.5388, 21.5388, 21.5388, 21.5388, 21.5388, 21.5388, 21.5388, 21.5388, 21.5388, 21.5388, 21.5388, 21.5388, 21.5635, 21.5388
4.62143, 24, 45.6106, 21.6322, 5.09902, -21.6106, 0, 21.6322, 21.6322, 45.5387, 21.6808, 21.6324, 21.6322, 21.6322, 21.6322, 21.6322, 21.6322, 21.6322, 21.6322, 21.6322, 21.6322, 21.6322, 21.6322, 21.6322, 21.6552, 21.6322
4.6293, 22, 46.9093, 21.7258, 4.89898, -24.9093, 0, 21.7258, 21.7258, 46.8327, 21.781, 21.726, 21.7258, 21.7258, 21.7258, 21.7258, 21.7258, 21.7258, 21.7258, 21.7258, 21.7258, 21.7258, 21.7258, 21.7258, 21.747, 21.7258
4.63717, 18, 47.9681, 21.8195, 4.47214, -29.9681, 0, 21.8195, 21.8195, 47.8859, 21.8821, 21.8197, 21.8195, 21.8195, 21.8195, 21.8195, 21.8195, 21.8195, 21.8195, 21.8195, 21.8195, 21.8195, 21.8195, 21.8195, 21.8388, 21.8195
4.64504, 28, 48.7543, 21.9132, 5.47723, -20.7543, 0, 21.9133, 21.9132, 48.6658, 21.984, 21.9135, 21.9132, 21.9132, 21.9132, 21.9132, 21.9132, 21.9132, 21.9132, 21.9132, 21.9132, 21.9132, 21.9132, 21.9132, 21.9307, 21.9132
4.65291, 50, 49.2435, 22.0071, 7.2111, 0.756462, 0, 22.0072, 22.0071, 49.148, 22.0868, 22.0074, 22.0071, 22.0071, 22.0071, 22.0071, 22.0071, 22.0071, 22.0071, 22.0071, 22.0071, 22.0071, 22.0071, 22.0071, 22.0228, 22.0071
4.66079, 22, 49.4218, 22.1012, 4.89898, -27.4218, 0, 22.1012, 22.1012, 49.3186, 22.1903, 22.1014, 22.1012, 22.1012, 22.1012, 22.1012, 22.1012, 22.1012, 22.1012, 22.1012, 22.1012, 22.1012, 22.1012, 22.1012, 22.115, 22.1012
4.66866, 32, 49.2858, 22.1952, 5.83095, -17.2858, 0, 22.1953, 22.1953, 49.1743, 22.2944, 22.1955, 22.1952, 22.1952, 22.1952, 22.1952, 22.1952, 22.1952, 22.1952, 22.1952, 22.1952, 22.1952, 22.1952, 22.1952, 22.2073, 22.1952
4.67653, 34, 48.8433, 22.2894, 6, -14.8433, 0, 22.2895, 22.2894, 48.7232, 22.3988, 22.2897, 22.2894, 22.2894, 22.2894, 22.2894, 22.2894, 22.2894, 22.2894, 22.2894, 22.2894, 22.2894, 22.2894, 22.2894, 22.2999, 22.2894
4.6844, 38, 48.113, 22.3837, 6.32456, -10.113, 0, 22.3837, 22.3837, 47.984, 22.5035, 22.384, 22.3837, 22.3837, 22.3837, 22.3837, 22.3837, 22.3837, 22.3837, 22.3837, 22.3837, 22.3837, 22.3837, 22.3837, 22.3927, 22.3837
4.69227, 34, 47.1228, 22.4781, 6, -13.1228, 0, 22.4781, 22.4781, 46.9849, 22.6081, 22.4784, 22.4781, 22.4781, 22.4781, 22.4781, 22.4781, 22.4781, 22.4781, 22.4781, 22.4781, 22.4781, 22.4781, 22.4781, 22.4857, 22.4781
4.70014, 24, 45.9087, 22.5726, 5.09902, -21.9087, 0, 22.5726, 22.5726, 45.7622, 22.7125, 22.5728, 22.5726, 22.5726, 22.5726, 22.5726, 22.5726, 22.5726, 22.5726, 22.5726, 22.5726, 22.5726, 22.5726, 22.5726, 22.5789, 22.5726
4.70801, 22, 44.5126, 22.6671, 4.89898, -22.5126, 0, 22.6671, 22.6671, 44.3579, 22.8163, 22.6673, 22.6671, 22.6671, 22.6671, 22.6671, 22.6671, 22.6671, 22.6671, 22.6671, 22.6671, 22.6671, 22.6671, 22.6671, 22.6723, 22.6671
4.71588, 14, 42.9799, 22.7617, 4, -28.9799, 0, 22.7617, 22.7617, 42.8178, 22.9192, 22.762, 22.7617, 22.7617, 22.7617, 22.7617, 22.7617, 22.7617, 22.7617, 22.7617, 22.7617, 22.7617, 22.7617, 22.7617, 22.766, 22.7617
4.72375, 28, 41.3578, 22.8564, 5.47723, -13.3578, 0, 22.8564, 22.8564, 41.1893, 23.0211, 22.8566, 22.8564, 22.8564, 22.8564, 22.8564, 22.8564, 22.8564, 22.8564, 22.8564, 22.8564, 22.8564, 22.8564, 22.8564, 22.8598, 22.8564
4.73162, 30, 39.6922, 22.9511, 5.65685, -9.69222, 0, 22.9511, 22.9511, 39.5186, 23.1216, 22.9514, 22.9511, 22.9511, 22.9511, 22.9511, 22.9511, 22.9511, 22.9511, 22.9511, 22.9511, 22.9511, 22.9511, 22.9511, 22.9538, 22.9511
4.73949, 18, 38.0262, 23.0459, 4.47214, -20.0262, 0, 23.0459, 23.0459, 37.8489, 23.2207, 23.0461, 23.0459, 23.0459, 23.0459, 23.0459, 23.0459, 23.0459, 23.0459, 23.0459, 23.0459, 23.0459, 23.0459, 23.0459, 23.048, 23.0459
4.74736, 28, 36.3989, 23.1407, 5.47723, -8.39893, 0, 23.1407, 23.1407, 36.2195, 23.3181, 23.141, 23.1407, 23.1407, 23.1407, 23.1407, 23.1407, 23.1407, 23.1407, 23.1407, 23.1407, 23.1407, 23.1407, 23.1407, 23.1424, 23.1407
4.75524, 12, 34.8431, 23.2356, 3.74166, -22.8431, 0, 23.2356, 23.2356, 34.6633, 23.4138, 23.2358, 23.2356, 23.2356, 23.2356, 23.2356, 23.2356, 23.2356, 23.2356, 23.2356, 23.2356, 23.2356, 23.2356, 23.2356, 23.2369, 23.2356
4.76311, 8, 33.3855, 23.3305, 3.16228, -25.3855, 0, 23.3305, 23.3305, 33.2069, 23.5077, 23.3308, 23.3305, 23.3305, 23.3305, 23.3305, 23.3305, 23.3305, 23.3305, 23.3305, 23.3305, 23.3305, 23.3305, 23.3305, 23.3315, 23.3305
4.77098, 16, 32.0457, 23.4254, 4.24264, -16.0457, 0, 23.4254, 23.4254, 31.8701, 23.5999, 23.4257, 23.4254, 23.4254, 23.4254, 23.4254, 23.4254, 23.4254, 23.4254, 23.4254, 23.4254, 23.4254, 23.4254, 23.4254, 23.4262, 23.4254
4.77885, 22, 30.837, 23.5204, 4.89898, -8.83704, 0, 23.5204, 23.5204, 30.6659, 23.6906, 23.5207, 23.5204, 23.5204, 23.5204, 23.5204, 23.5204, 23.5204, 23.5204, 23.5204, 23.5204, 23.5204, 23.5204, 23.5204, 23.521, 23.5204
4.78672, 16, 29.7664, 23.6154, 4.24264, -13.7664, 0, 23.6154, 23.6154, 29.6012, 23.7798, 23.6157, 23.6154, 23.6154, 23.6154, 23.6154, 23.6154, 23.6154, 23.6154, 23.6154, 23.6154, 23.6154, 23.6154, 23.6154, 23.6159, 23.6154
4.79459, 10, 28.8349, 23.7104, 3.4641, -18.8349, 0, 23.7104, 23.7104, 28.6769, 23.8677, 23.7107, 23.7104, 23.7104, 23.7104, 23.7104, 23.7104, 23.7104, 23.7104, 23.7104, 23.7104, 23.7104, 23.7104, 23.7104, 23.7108, 23.7104
4.80246, 22, 28.0396, 23.8055, 4.89898, -6.03957, 0, 23.8055, 23.8055, 27.8897, 23.9546, 23.8058, 23.8055, 23.8055, 23.8055, 23.8055, 23.8055, 23.8055, 23.8055, 23.8055, 23.8055, 23.8055, 23.8055, 23.8055, 23.8058, 23.8055
4.81033, 14, 27.3734, 23.9005, 4, -13.3734, 0, 23.9005, 23.9005, 27.2324, 24.0408, 23.9008, 23.9005, 23.9005, 23.9005, 23.9005, 23.9005, 23.9005, 23.9005, 23.9005, 23.9005, 23.9005, 23.9005, 23.9005, 23.9008, 23.9005
4.8182, 8, 26.8266, 23.9956, 3.16228, -18.8266, 0, 23.9956, 23.9956, 26.695, 24.1265, 23.9959, 23.9956, 23.9956, 23.9956, 23.9956, 23.9956, 23.9956, 23.9956, 23.9956, 23.9956, 23.9956, 23.9956, 23.9956, 23.9959, 23.9956
4.82607, 0, 26.388, 24.0907, 1.41421, -26.388, 0, 24.0907, 24.0907, 26.266, 24.212, 24.091, 24.0907, 24.0907, 24.0907, 24.0907, 24.0907, 24.0907, 24.0907, 24.0907, 24.0907, 24.0907, 24.0907, 24.0907, 24.091, 24.0907
4.83395, 0, 26.0453, 24.1857, 1.41421, -26.0453, 0, 24.1857, 24.1857, 25.9328, 24.2974, 24.1861, 24.1857, 24.1857, 24.1857, 24.1857, 24.1857, 24.1857, 24.1857, 24.1857, 24.1857, 24.1857, 24.1857, 24.1857, 24.1862, 24.1857
4.84182, 12, 25.786, 24.2808, 3.74166, -13.786, 0, 24.2808, 24.2808, 25.6828, 24.3831, 24.2811, 24.2808, 24.2808, 24.2808, 24.2808, 24.2808, 24.2808, 24.2808, 24.2808, 24.2808, 24.2808, 24.2808, 24.2808, 24.2813, 24.2808
4.84969, 8, 25.5979, 24.3759, 3.16228, -17.5979, 0, 24.3759, 24.3759, 25.5036, 24.4692, 24.3762, 24.3759, 24.3759, 24.3759, 24.3759, 24.3759, 24.3759, 24.3759, 24.3759, 24.3759, 24.3759, 24.3759, 24.3759, 24.3765, 24.3759
