   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_346.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.06749, 12, 32.6666, 32.2126, 3.74166, -20.6666, 0, 32.6315, 32.2475, 32.2126, 32.2126, 32.2126, 32.2126, 32.2126, 32.2126, 32.2126, 32.2126, 32.2126, 32.2126, 32.2126, 32.2127, 32.2126
5.07536, 20, 32.7931, 32.325, 4.69042, -12.7931, 0, 32.7574, 32.3604, 32.325, 32.325, 32.325, 32.325, 32.325, 32.325, 32.325, 32.325, 32.325, 32.325, 32.325, 32.3252, 32.325
5.08322, 12, 32.9216, 32.4371, 3.74166, -20.9216, 0, 32.8854, 32.4731, 32.4371, 32.4371, 32.4371, 32.4371, 32.4371, 32.4371, 32.4371, 32.4371, 32.4371, 32.4371, 32.4371, 32.4374, 32.4371
5.09108, 16, 33.0526, 32.5491, 4.24264, -17.0526, 0, 33.0158, 32.5856, 32.5491, 32.5491, 32.5491, 32.5491, 32.5491, 32.5491, 32.5491, 32.5491, 32.5491, 32.5491, 32.5491, 32.5495, 32.5491
5.09894, 16, 33.1868, 32.6609, 4.24264, -17.1868, 0, 33.1493, 32.6979, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6614, 32.6609
5.10681, 12, 33.3248, 32.7725, 3.74166, -21.3248, 0, 33.2867, 32.81, 32.7725, 32.7725, 32.7725, 32.7725, 32.7725, 32.7725, 32.7725, 32.7725, 32.7725, 32.7725, 32.7725, 32.7731, 32.7725
5.11467, 20, 33.4677, 32.8838, 4.69042, -13.4677, 0, 33.4289, 32.9219, 32.8838, 32.8838, 32.8838, 32.8838, 32.8838, 32.8838, 32.8838, 32.8838, 32.8838, 32.8838, 32.8838, 32.8846, 32.8838
5.12253, 8, 33.6164, 32.995, 3.16228, -25.6164, 0, 33.5769, 33.0335, 32.995, 32.995, 32.995, 32.995, 32.995, 32.995, 32.995, 32.995, 32.995, 32.995, 32.995, 32.996, 32.995
5.13039, 20, 33.7721, 33.1058, 4.69042, -13.7721, 0, 33.7318, 33.1449, 33.1058, 33.1058, 33.1058, 33.1058, 33.1058, 33.1058, 33.1058, 33.1058, 33.1058, 33.1058, 33.1058, 33.1071, 33.1058
5.13826, 24, 33.936, 33.2164, 5.09902, -9.93601, 0, 33.8949, 33.256, 33.2164, 33.2164, 33.2164, 33.2164, 33.2164, 33.2164, 33.2164, 33.2164, 33.2164, 33.2164, 33.2164, 33.2179, 33.2164
5.14612, 20, 34.1096, 33.3267, 4.69042, -14.1096, 0, 34.0676, 33.3668, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3267, 33.3286, 33.3267
5.15398, 30, 34.2942, 33.4368, 5.65685, -4.2942, 0, 34.2513, 33.4774, 33.4368, 33.4368, 33.4368, 33.4368, 33.4368, 33.4368, 33.4368, 33.4368, 33.4368, 33.4368, 33.4368, 33.439, 33.4368
5.16185, 26, 34.4913, 33.5465, 5.2915, -8.49125, 0, 34.4474, 33.5877, 33.5465, 33.5465, 33.5465, 33.5465, 33.5465, 33.5465, 33.5465, 33.5465, 33.5465, 33.5465, 33.5465, 33.5492, 33.5465
5.16971, 24, 34.7021, 33.656, 5.09902, -10.7021, 0, 34.6572, 33.6977, 33.656, 33.656, 33.656, 33.656, 33.656, 33.656, 33.656, 33.656, 33.656, 33.656, 33.656, 33.6592, 33.656
5.17757, 30, 34.9278, 33.7651, 5.65685, -4.92776, 0, 34.8817, 33.8074, 33.7651, 33.7651, 33.7651, 33.7651, 33.7651, 33.7651, 33.7651, 33.7651, 33.7651, 33.7651, 33.7651, 33.7689, 33.7651
5.18543, 24, 35.1692, 33.8739, 5.09902, -11.1692, 0, 35.122, 33.9168, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8783, 33.8739
5.1933, 10, 35.4268, 33.9824, 3.4641, -25.4268, 0, 35.3784, 34.0258, 33.9824, 33.9824, 33.9824, 33.9824, 33.9824, 33.9824, 33.9824, 33.9824, 33.9824, 33.9824, 33.9824, 33.9875, 33.9824
5.20116, 34, 35.7007, 34.0906, 6, -1.70065, 0, 35.6509, 34.1345, 34.0906, 34.0906, 34.0906, 34.0906, 34.0906, 34.0906, 34.0906, 34.0906, 34.0906, 34.0906, 34.0906, 34.0964, 34.0906
5.20902, 24, 35.99, 34.1984, 5.09902, -11.99, 0, 35.9389, 34.2429, 34.1984, 34.1984, 34.1984, 34.1984, 34.1984, 34.1984, 34.1984, 34.1984, 34.1984, 34.1984, 34.1984, 34.205, 34.1984
5.21689, 38, 36.2935, 34.3059, 6.32456, 1.70649, 0, 36.241, 34.3509, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3134, 34.3059
5.22475, 30, 36.6091, 34.413, 5.65685, -6.60912, 0, 36.5551, 34.4586, 34.413, 34.413, 34.413, 34.413, 34.413, 34.413, 34.413, 34.413, 34.413, 34.413, 34.413, 34.4214, 34.413
5.23261, 34, 36.934, 34.5197, 6, -2.93401, 0, 36.8784, 34.5659, 34.5197, 34.5197, 34.5197, 34.5197, 34.5197, 34.5197, 34.5197, 34.5197, 34.5197, 34.5197, 34.5197, 34.5292, 34.5197
5.24047, 42, 37.2645, 34.6261, 6.63325, 4.73553, 0, 37.2072, 34.6728, 34.6261, 34.6261, 34.6261, 34.6261, 34.6261, 34.6261, 34.6261, 34.6261, 34.6261, 34.6261, 34.6261, 34.6367, 34.6261
5.24834, 68, 37.5963, 34.7321, 8.3666, 30.4037, 0, 37.5372, 34.7794, 34.7321, 34.7321, 34.7321, 34.7321, 34.7321, 34.7321, 34.7321, 34.7321, 34.7321, 34.7321, 34.7321, 34.7438, 34.7321
5.2562, 30, 37.9245, 34.8377, 5.65685, -7.9245, 0, 37.8636, 34.8856, 34.8377, 34.8377, 34.8377, 34.8377, 34.8377, 34.8377, 34.8377, 34.8377, 34.8377, 34.8377, 34.8377, 34.8507, 34.8377
5.26406, 32, 38.2439, 34.9429, 5.83095, -6.24392, 0, 38.1811, 34.9914, 34.9429, 34.9429, 34.9429, 34.9429, 34.9429, 34.9429, 34.9429, 34.9429, 34.9429, 34.9429, 34.9429, 34.9573, 34.9429
5.27192, 50, 38.549, 35.0478, 7.2111, 11.451, 0, 38.4842, 35.0968, 35.0478, 35.0478, 35.0478, 35.0478, 35.0478, 35.0478, 35.0478, 35.0478, 35.0478, 35.0478, 35.0478, 35.0636, 35.0478
5.27979, 60, 38.8344, 35.1522, 7.87401, 21.1656, 0, 38.7674, 35.2018, 35.1522, 35.1522, 35.1522, 35.1522, 35.1522, 35.1522, 35.1522, 35.1522, 35.1522, 35.1522, 35.1522, 35.1696, 35.1522
5.28765, 74, 39.0949, 35.2562, 8.7178, 34.9051, 0, 39.0257, 35.3064, 35.2562, 35.2562, 35.2562, 35.2562, 35.2562, 35.2562, 35.2562, 35.2562, 35.2562, 35.2562, 35.2562, 35.2753, 35.2562
5.29551, 40, 39.326, 35.3598, 6.48074, 0.673962, 0, 39.2544, 35.4106, 35.3598, 35.3598, 35.3598, 35.3598, 35.3598, 35.3598, 35.3598, 35.3598, 35.3598, 35.3598, 35.3598, 35.3807, 35.3598
5.30337, 56, 39.524, 35.463, 7.61577, 16.476, 0, 39.4499, 35.5144, 35.463, 35.463, 35.463, 35.463, 35.463, 35.463, 35.463, 35.463, 35.463, 35.463, 35.463, 35.4858, 35.463
5.31124, 32, 39.6861, 35.5657, 5.83095, -7.68608, 0, 39.6093, 35.6177, 35.5657, 35.5657, 35.5657, 35.5657, 35.5657, 35.5657, 35.5657, 35.5657, 35.5657, 35.5657, 35.5657, 35.5906, 35.5657
5.3191, 44, 39.8106, 35.668, 6.78233, 4.18938, 0, 39.731, 35.7205, 35.668, 35.668, 35.668, 35.668, 35.668, 35.668, 35.668, 35.668, 35.668, 35.668, 35.668, 35.6951, 35.668
5.32696, 44, 39.8973, 35.7699, 6.78233, 4.10275, 0, 39.8147, 35.823, 35.7699, 35.7699, 35.7699, 35.7699, 35.7699, 35.7699, 35.7699, 35.7699, 35.7699, 35.7699, 35.7699, 35.7993, 35.7699
5.33483, 32, 39.9469, 35.8712, 5.83095, -7.94687, 0, 39.8612, 35.9249, 35.8712, 35.8712, 35.8712, 35.8712, 35.8712, 35.8712, 35.8712, 35.8712, 35.8712, 35.8712, 35.8712, 35.9032, 35.8712
5.34269, 62, 39.9615, 35.9721, 8, 22.0385, 0, 39.8727, 36.0264, 35.9721, 35.9721, 35.9721, 35.9721, 35.9721, 35.9721, 35.9721, 35.9721, 35.9721, 35.9721, 35.9721, 36.0066, 35.9721
5.35055, 60, 39.9445, 36.0725, 7.87401, 20.0555, 0, 39.8524, 36.1274, 36.0725, 36.0725, 36.0725, 36.0725, 36.0725, 36.0725, 36.0725, 36.0725, 36.0725, 36.0725, 36.0725, 36.1097, 36.0725
5.35841, 54, 39.8997, 36.1724, 7.48331, 14.1003, 0, 39.8044, 36.2279, 36.1724, 36.1724, 36.1724, 36.1724, 36.1724, 36.1724, 36.1724, 36.1724, 36.1724, 36.1724, 36.1724, 36.2122, 36.1724
5.36628, 30, 39.832, 36.2718, 5.65685, -9.83204, 0, 39.7335, 36.3279, 36.2718, 36.2718, 36.2718, 36.2718, 36.2718, 36.2718, 36.2718, 36.2718, 36.2718, 36.2718, 36.2718, 36.3143, 36.2718
5.37414, 44, 39.7467, 36.3707, 6.78233, 4.25334, 0, 39.645, 36.4274, 36.3707, 36.3707, 36.3707, 36.3707, 36.3707, 36.3707, 36.3707, 36.3707, 36.3707, 36.3707, 36.3707, 36.4156, 36.3707
5.382, 38, 39.649, 36.4691, 6.32456, -1.64899, 0, 39.5444, 36.5264, 36.4691, 36.4691, 36.4691, 36.4691, 36.4691, 36.4691, 36.4691, 36.4691, 36.4691, 36.4691, 36.4691, 36.5164, 36.4691
5.38987, 20, 39.5444, 36.5669, 4.69042, -19.5444, 0, 39.437, 36.6248, 36.5669, 36.5669, 36.5669, 36.5669, 36.5669, 36.5669, 36.5669, 36.5669, 36.5669, 36.5669, 36.5669, 36.6163, 36.5669
5.39773, 36, 39.4379, 36.6641, 6.16441, -3.43791, 0, 39.3281, 36.7227, 36.6641, 36.6641, 36.6641, 36.6641, 36.6641, 36.6641, 36.6641, 36.6641, 36.6641, 36.6641, 36.6641, 36.7154, 36.6641
5.40559, 30, 39.3342, 36.7609, 5.65685, -9.33417, 0, 39.2222, 36.82, 36.7609, 36.7609, 36.7609, 36.7609, 36.7609, 36.7609, 36.7609, 36.7609, 36.7609, 36.7609, 36.7609, 36.8137, 36.7609
5.41345, 32, 39.2372, 36.857, 5.83095, -7.23716, 0, 39.1235, 36.9168, 36.857, 36.857, 36.857, 36.857, 36.857, 36.857, 36.857, 36.857, 36.857, 36.857, 36.857, 36.9109, 36.857
5.42132, 26, 39.1501, 36.9526, 5.2915, -13.1501, 0, 39.0352, 37.013, 36.9526, 36.9526, 36.9526, 36.9526, 36.9526, 36.9526, 36.9526, 36.9526, 36.9526, 36.9526, 36.9526, 37.0072, 36.9526
5.42918, 34, 39.0757, 37.0476, 6, -5.07569, 0, 38.9599, 37.1086, 37.0476, 37.0476, 37.0476, 37.0476, 37.0476, 37.0476, 37.0476, 37.0476, 37.0476, 37.0476, 37.0476, 37.1023, 37.0476
5.43704, 34, 39.0156, 37.142, 6, -5.01555, 0, 38.8994, 37.2036, 37.142, 37.142, 37.142, 37.142, 37.142, 37.142, 37.142, 37.142, 37.142, 37.142, 37.142, 37.1965, 37.142
5.4449, 14, 38.9708, 37.2358, 4, -24.9708, 0, 38.8548, 37.2981, 37.2358, 37.2358, 37.2358, 37.2358, 37.2358, 37.2358, 37.2358, 37.2358, 37.2358, 37.2358, 37.2358, 37.2895, 37.2358
5.45277, 34, 38.9417, 37.329, 6, -4.94174, 0, 38.8263, 37.3919, 37.329, 37.329, 37.329, 37.329, 37.329, 37.329, 37.329, 37.329, 37.329, 37.329, 37.329, 37.3815, 37.329
5.46063, 30, 38.9283, 37.4215, 5.65685, -8.92833, 0, 38.8139, 37.4851, 37.4215, 37.4215, 37.4215, 37.4215, 37.4215, 37.4215, 37.4215, 37.4215, 37.4215, 37.4215, 37.4215, 37.4724, 37.4215
5.46849, 26, 38.9299, 37.5135, 5.2915, -12.9299, 0, 38.817, 37.5778, 37.5135, 37.5135, 37.5135, 37.5135, 37.5135, 37.5135, 37.5135, 37.5135, 37.5135, 37.5135, 37.5135, 37.5623, 37.5135
5.47636, 20, 38.9456, 37.6048, 4.69042, -18.9456, 0, 38.8343, 37.6697, 37.6048, 37.6048, 37.6048, 37.6048, 37.6048, 37.6048, 37.6048, 37.6048, 37.6048, 37.6048, 37.6048, 37.6512, 37.6048
5.48422, 20, 38.9741, 37.6955, 4.69042, -18.9741, 0, 38.8648, 37.7611, 37.6955, 37.6955, 37.6955, 37.6955, 37.6955, 37.6955, 37.6955, 37.6955, 37.6955, 37.6955, 37.6955, 37.7392, 37.6955
5.49208, 38, 39.0141, 37.7855, 6.32456, -1.01408, 0, 38.907, 37.8518, 37.7855, 37.7855, 37.7855, 37.7855, 37.7855, 37.7855, 37.7855, 37.7855, 37.7855, 37.7855, 37.7855, 37.8263, 37.7855
5.49994, 30, 39.0642, 37.8748, 5.65685, -9.06417, 0, 38.9593, 37.9418, 37.8748, 37.8748, 37.8748, 37.8748, 37.8748, 37.8748, 37.8748, 37.8748, 37.8748, 37.8748, 37.8748, 37.9127, 37.8748
5.50781, 16, 39.123, 37.9635, 4.24264, -23.123, 0, 39.0204, 38.0312, 37.9635, 37.9635, 37.9635, 37.9635, 37.9635, 37.9635, 37.9635, 37.9635, 37.9635, 37.9635, 37.9635, 37.9982, 37.9635
5.51567, 16, 39.1891, 38.0514, 4.24264, -23.1891, 0, 39.0888, 38.12, 38.0514, 38.0514, 38.0514, 38.0514, 38.0514, 38.0514, 38.0514, 38.0514, 38.0514, 38.0514, 38.0514, 38.0831, 38.0514
5.52353, 20, 39.2615, 38.1386, 4.69042, -19.2615, 0, 39.1632, 38.2082, 38.1386, 38.1386, 38.1386, 38.1386, 38.1386, 38.1386, 38.1386, 38.1386, 38.1386, 38.1386, 38.1386, 38.1673, 38.1386
5.53139, 20, 39.3389, 38.2252, 4.69042, -19.3389, 0, 39.2425, 38.2959, 38.2252, 38.2252, 38.2252, 38.2252, 38.2252, 38.2252, 38.2252, 38.2252, 38.2252, 38.2252, 38.2252, 38.251, 38.2252
5.53926, 18, 39.4205, 38.311, 4.47214, -21.4205, 0, 39.3254, 38.383, 38.311, 38.311, 38.311, 38.311, 38.311, 38.311, 38.311, 38.311, 38.311, 38.311, 38.311, 38.334, 38.311
5.54712, 20, 39.5057, 38.396, 4.69042, -19.5057, 0, 39.4113, 38.47, 38.396, 38.396, 38.396, 38.396, 38.396, 38.396, 38.396, 38.396, 38.396, 38.396, 38.396, 38.4164, 38.396
5.55498, 18, 39.5938, 38.4804, 4.47214, -21.5938, 0, 39.4993, 38.5569, 38.4804, 38.4804, 38.4804, 38.4804, 38.4804, 38.4804, 38.4804, 38.4804, 38.4804, 38.4804, 38.4804, 38.4983, 38.4804
5.56285, 12, 39.6847, 38.5639, 3.74166, -27.6847, 0, 39.5888, 38.6441, 38.5639, 38.5639, 38.5639, 38.5639, 38.5639, 38.5639, 38.5639, 38.5639, 38.5639, 38.5639, 38.5639, 38.5797, 38.5639
5.57071, 26, 39.7786, 38.6468, 5.2915, -13.7786, 0, 39.6793, 38.7323, 38.6468, 38.6468, 38.6468, 38.6468, 38.6468, 38.6468, 38.6468, 38.6468, 38.6468, 38.6468, 38.6468, 38.6605, 38.6468
5.57857, 24, 39.8758, 38.7288, 5.09902, -15.8758, 0, 39.7703, 38.8223, 38.7288, 38.7288, 38.7288, 38.7288, 38.7288, 38.7288, 38.7288, 38.7288, 38.7288, 38.7288, 38.7288, 38.7407, 38.7288
5.58643, 22, 39.9774, 38.8101, 4.89898, -17.9774, 0, 39.8616, 38.9155, 38.8101, 38.8101, 38.8101, 38.8101, 38.8101, 38.8101, 38.8101, 38.8101, 38.8101, 38.8101, 38.8101, 38.8204, 38.8101
5.5943, 10, 40.0852, 38.8905, 3.4641, -30.0852, 0, 39.9529, 39.0139, 38.8905, 38.8905, 38.8905, 38.8905, 38.8905, 38.8905, 38.8905, 38.8905, 38.8905, 38.8905, 38.8905, 38.8995, 38.8905
5.60216, 16, 40.2017, 38.9702, 4.24264, -24.2017, 0, 40.0439, 39.1202, 38.9702, 38.9702, 38.9702, 38.9702, 38.9702, 38.9702, 38.9702, 38.9702, 38.9702, 38.9702, 38.9702, 38.978, 38.9702
5.61002, 28, 40.3309, 39.0491, 5.47723, -12.3309, 0, 40.1346, 39.2387, 39.0491, 39.0491, 39.0491, 39.0491, 39.0491, 39.0491, 39.0491, 39.0491, 39.0491, 39.0491, 39.0491, 39.0558, 39.0491
5.61788, 8, 40.4782, 39.1272, 3.16228, -32.4782, 0, 40.2248, 39.3748, 39.1272, 39.1272, 39.1272, 39.1272, 39.1272, 39.1272, 39.1272, 39.1272, 39.1272, 39.1272, 39.1272, 39.133, 39.1272
5.62575, 26, 40.6517, 39.2045, 5.2915, -14.6517, 0, 40.3144, 39.5366, 39.2045, 39.2045, 39.2045, 39.2045, 39.2045, 39.2045, 39.2045, 39.2045, 39.2045, 39.2045, 39.2045, 39.2095, 39.2045
5.63361, 22, 40.8617, 39.2809, 4.89898, -18.8617, 0, 40.4034, 39.7348, 39.2809, 39.2809, 39.2809, 39.2809, 39.2809, 39.2809, 39.2809, 39.2809, 39.2809, 39.2809, 39.2809, 39.2853, 39.2809
5.64147, 14, 41.1229, 39.3565, 4, -27.1229, 0, 40.4917, 39.9837, 39.3565, 39.3565, 39.3565, 39.3565, 39.3565, 39.3565, 39.3565, 39.3565, 39.3565, 39.3565, 39.3565, 39.3604, 39.3565
5.64933, 28, 41.4539, 39.4312, 5.47723, -13.4539, 0, 40.5793, 40.3024, 39.4312, 39.4312, 39.4312, 39.4312, 39.4312, 39.4312, 39.4312, 39.4312, 39.4312, 39.4312, 39.4312, 39.4347, 39.4312
5.6572, 36, 41.8797, 39.5051, 6.16441, -5.87966, 0, 40.6662, 40.7155, 39.5051, 39.5051, 39.5051, 39.5051, 39.5051, 39.5051, 39.5051, 39.5051, 39.5051, 39.5051, 39.5051, 39.5082, 39.5051
5.66506, 14, 42.4313, 39.5781, 4, -28.4313, 0, 40.7523, 41.2544, 39.5781, 39.5781, 39.5781, 39.5781, 39.5781, 39.5781, 39.5781, 39.5781, 39.5781, 39.5781, 39.5781, 39.5809, 39.5781
5.67292, 32, 43.1483, 39.6503, 5.83095, -11.1483, 0, 40.8375, 41.9586, 39.6503, 39.6503, 39.6503, 39.6503, 39.6503, 39.6503, 39.6503, 39.6503, 39.6503, 39.6503, 39.6503, 39.6527, 39.6503
5.68079, 30, 44.0789, 39.7215, 5.65685, -14.0789, 0, 40.922, 42.8762, 39.7215, 39.7215, 39.7215, 39.7215, 39.7215, 39.7215, 39.7215, 39.7215, 39.7215, 39.7215, 39.7215, 39.7238, 39.7215
5.68865, 26, 45.2815, 39.7919, 5.2915, -19.2815, 0, 41.0056, 44.0657, 39.7919, 39.7919, 39.7919, 39.7919, 39.7919, 39.7919, 39.7919, 39.7919, 39.7919, 39.7919, 39.7919, 39.7939, 39.7919
5.69651, 24, 46.8247, 39.8613, 5.09902, -22.8247, 0, 41.0884, 45.5958, 39.8613, 39.8613, 39.8613, 39.8613, 39.8613, 39.8613, 39.8613, 39.8613, 39.8613, 39.8613, 39.8613, 39.8631, 39.8613
5.70437, 36, 48.7878, 39.9298, 6.16441, -12.7878, 0, 41.1703, 47.5457, 39.9298, 39.9298, 39.9298, 39.9298, 39.9298, 39.9298, 39.9298, 39.9298, 39.9298, 39.9298, 39.9298, 39.9315, 39.9298
5.71224, 48, 51.26, 39.9974, 7.07107, -3.25998, 0, 41.2514, 50.0045, 39.9974, 39.9974, 39.9974, 39.9974, 39.9974, 39.9974, 39.9974, 39.9974, 39.9974, 39.9974, 39.9974, 39.9989, 39.9974
5.7201, 34, 54.3393, 40.064, 6, -20.3393, 0, 41.3315, 53.0705, 40.064, 40.064, 40.064, 40.064, 40.064, 40.064, 40.064, 40.064, 40.064, 40.064, 40.064, 40.0654, 40.064
5.72796, 28, 58.1287, 40.1297, 5.47723, -30.1287, 0, 41.4107, 56.8465, 40.1297, 40.1297, 40.1297, 40.1297, 40.1297, 40.1297, 40.1297, 40.1297, 40.1297, 40.1297, 40.1297, 40.1309, 40.1297
5.73583, 70, 62.7351, 40.1944, 8.48528, 7.26487, 0, 41.4891, 61.4394, 40.1944, 40.1944, 40.1944, 40.1944, 40.1944, 40.1944, 40.1944, 40.1944, 40.1944, 40.1944, 40.1944, 40.1955, 40.1944
5.74369, 58, 68.2608, 40.2581, 7.74597, -10.2608, 0, 41.5664, 66.9516, 40.2581, 40.2581, 40.2581, 40.2581, 40.2581, 40.2581, 40.2581, 40.2581, 40.2581, 40.2581, 40.2581, 40.259, 40.2581
5.75155, 68, 74.8017, 40.3208, 8.3666, -6.80173, 0, 41.6429, 73.4789, 40.3208, 40.3208, 40.3208, 40.3208, 40.3208, 40.3208, 40.3208, 40.3208, 40.3208, 40.3208, 40.3208, 40.3217, 40.3208
5.75941, 42, 82.4369, 40.3826, 6.63325, -40.4369, 0, 41.7183, 81.1004, 40.3826, 40.3826, 40.3826, 40.3826, 40.3826, 40.3826, 40.3826, 40.3826, 40.3826, 40.3826, 40.3826, 40.3833, 40.3826
5.76728, 76, 91.2224, 40.4433, 8.83176, -15.2224, 0, 41.7929, 89.8722, 40.4433, 40.4433, 40.4433, 40.4433, 40.4433, 40.4433, 40.4433, 40.4433, 40.4433, 40.4433, 40.4433, 40.4439, 40.4433
5.77514, 100, 101.182, 40.503, 10.0995, -1.18231, 0, 41.8664, 99.8184, 40.503, 40.503, 40.503, 40.503, 40.503, 40.503, 40.503, 40.503, 40.503, 40.503, 40.503, 40.5035, 40.503
5.783, 108, 112.304, 40.5617, 10.4881, -4.30441, 0, 41.939, 110.927, 40.5617, 40.5617, 40.5617, 40.5617, 40.5617, 40.5617, 40.5617, 40.5617, 40.5617, 40.5617, 40.5617, 40.5622, 40.5617
5.79086, 130, 124.526, 40.6194, 11.4891, 5.47445, 0, 42.0106, 123.134, 40.6194, 40.6194, 40.6194, 40.6194, 40.6194, 40.6194, 40.6194, 40.6194, 40.6194, 40.6194, 40.6194, 40.6198, 40.6194
5.79873, 120, 137.737, 40.6761, 11.0454, -17.7371, 0, 42.0813, 136.332, 40.6761, 40.6761, 40.6761, 40.6761, 40.6761, 40.6761, 40.6761, 40.6761, 40.6761, 40.6761, 40.6761, 40.6765, 40.6761
5.80659, 156, 151.769, 40.7318, 12.5698, 4.23062, 0, 42.1509, 150.35, 40.7318, 40.7318, 40.7318, 40.7318, 40.7318, 40.7318, 40.7318, 40.7318, 40.7318, 40.7318, 40.7318, 40.7321, 40.7318
5.81445, 150, 166.404, 40.7865, 12.3288, -16.404, 0, 42.2197, 164.971, 40.7865, 40.7865, 40.7865, 40.7865, 40.7865, 40.7865, 40.7865, 40.7865, 40.7865, 40.7865, 40.7865, 40.7867, 40.7865
5.82232, 156, 181.367, 40.8403, 12.5698, -25.3671, 0, 42.2875, 179.92, 40.8403, 40.8403, 40.8403, 40.8403, 40.8403, 40.8403, 40.8403, 40.8403, 40.8403, 40.8403, 40.8403, 40.8404, 40.8403
5.83018, 212, 196.34, 40.8931, 14.6287, 15.6597, 0, 42.3544, 194.879, 40.8931, 40.8931, 40.8931, 40.8931, 40.8931, 40.8931, 40.8931, 40.8931, 40.8931, 40.8931, 40.8931, 40.8932, 40.8931
5.83804, 200, 210.969, 40.945, 14.2127, -10.9687, 0, 42.4204, 209.493, 40.945, 40.945, 40.945, 40.945, 40.945, 40.945, 40.945, 40.945, 40.945, 40.945, 40.945, 40.9451, 40.945
5.8459, 256, 224.879, 40.996, 16.0624, 31.1212, 0, 42.4857, 223.389, 40.996, 40.996, 40.996, 40.996, 40.996, 40.996, 40.996, 40.996, 40.996, 40.996, 40.996, 40.9961, 40.996
5.85377, 226, 237.684, 41.0462, 15.0997, -11.6845, 0, 42.5501, 236.181, 41.0462, 41.0462, 41.0462, 41.0462, 41.0462, 41.0462, 41.0462, 41.0462, 41.0462, 41.0462, 41.0462, 41.0463, 41.0462
5.86163, 248, 249.017, 41.0957, 15.8114, -1.01686, 0, 42.6139, 247.499, 41.0957, 41.0957, 41.0957, 41.0957, 41.0957, 41.0957, 41.0957, 41.0957, 41.0957, 41.0957, 41.0957, 41.0957, 41.0957
5.86949, 274, 258.53, 41.1445, 16.6132, 15.4701, 0, 42.6771, 256.997, 41.1445, 41.1445, 41.1445, 41.1445, 41.1445, 41.1445, 41.1445, 41.1445, 41.1445, 41.1445, 41.1445, 41.1446, 41.1445
5.87735, 292, 265.929, 41.1928, 17.1464, 26.0714, 0, 42.7398, 264.382, 41.1928, 41.1928, 41.1928, 41.1928, 41.1928, 41.1928, 41.1928, 41.1928, 41.1928, 41.1928, 41.1928, 41.1928, 41.1928
5.88522, 270, 270.977, 41.2406, 16.4924, -0.977112, 0, 42.8021, 269.416, 41.2406, 41.2406, 41.2406, 41.2406, 41.2406, 41.2406, 41.2406, 41.2406, 41.2406, 41.2406, 41.2406, 41.2406, 41.2406
5.89308, 318, 273.514, 41.2881, 17.8885, 44.4857, 0, 42.8642, 271.938, 41.2881, 41.2881, 41.2881, 41.2881, 41.2881, 41.2881, 41.2881, 41.2881, 41.2881, 41.2881, 41.2881, 41.2881, 41.2881
5.90094, 298, 273.462, 41.3354, 17.3205, 24.538, 0, 42.9262, 271.871, 41.3354, 41.3354, 41.3354, 41.3354, 41.3354, 41.3354, 41.3354, 41.3354, 41.3354, 41.3354, 41.3354, 41.3354, 41.3354
5.90881, 308, 270.829, 41.3826, 17.6068, 37.171, 0, 42.9881, 269.224, 41.3826, 41.3826, 41.3826, 41.3826, 41.3826, 41.3826, 41.3826, 41.3826, 41.3826, 41.3826, 41.3826, 41.3826, 41.3826
5.91667, 242, 265.711, 41.43, 15.6205, -23.7112, 0, 43.0503, 264.091, 41.43, 41.43, 41.43, 41.43, 41.43, 41.43, 41.43, 41.43, 41.43, 41.43, 41.43, 41.43, 41.43
5.92453, 286, 258.283, 41.4777, 16.9706, 27.7168, 0, 43.1129, 256.648, 41.4777, 41.4777, 41.4777, 41.4777, 41.4777, 41.4777, 41.4777, 41.4777, 41.4777, 41.4777, 41.4777, 41.4777, 41.4777
5.93239, 240, 248.793, 41.5258, 15.5563, -8.79327, 0, 43.176, 247.143, 41.5258, 41.5258, 41.5258, 41.5258, 41.5258, 41.5258, 41.5258, 41.5258, 41.5258, 41.5258, 41.5258, 41.5258, 41.5258
5.94026, 214, 237.544, 41.5746, 14.6969, -23.5442, 0, 43.2399, 235.879, 41.5746, 41.5746, 41.5746, 41.5746, 41.5746, 41.5746, 41.5746, 41.5746, 41.5746, 41.5746, 41.5746, 41.5746, 41.5746
5.94812, 242, 224.882, 41.6242, 15.6205, 17.1181, 0, 43.3047, 223.201, 41.6242, 41.6242, 41.6242, 41.6242, 41.6242, 41.6242, 41.6242, 41.6242, 41.6242, 41.6242, 41.6242, 41.6242, 41.6242
