   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_291.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.5623, 934.454, 900.549, 39.3505, 30.6015, 33.9052, 0, 39.3505, 39.3508, 883.48, 56.4191, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505, 39.3505
6.57017, 793.677, 732.788, 39.3054, 28.2077, 60.8891, 0, 39.3054, 39.3057, 717.335, 54.7575, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054, 39.3054
6.57804, 672.745, 592.209, 39.2615, 25.9759, 80.5359, 0, 39.2615, 39.2618, 578.364, 53.1059, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615, 39.2615
6.5859, 554.751, 475.836, 39.2194, 23.5956, 78.9146, 0, 39.2194, 39.2197, 463.559, 51.496, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194, 39.2194
6.59377, 454.318, 380.604, 39.1794, 21.3616, 73.7137, 0, 39.1794, 39.1797, 369.829, 49.9542, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794, 39.1794
6.60163, 381.026, 303.569, 39.1419, 19.5711, 77.4575, 0, 39.1419, 39.1422, 294.209, 48.5017, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419, 39.1419
6.6095, 322.205, 241.958, 39.1071, 18.0057, 80.247, 0, 39.1071, 39.1073, 233.91, 47.1549, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071, 39.1071
6.61736, 299.515, 193.222, 39.0751, 17.3642, 106.293, 0, 39.0751, 39.0753, 186.372, 45.9242, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751, 39.0751
6.62523, 272.047, 155.095, 39.046, 16.5544, 116.952, 0, 39.046, 39.0463, 149.325, 44.8159, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046, 39.046
6.63309, 225.531, 125.585, 39.0198, 15.0841, 99.9465, 0, 39.0198, 39.02, 120.773, 43.8311, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198, 39.0198
6.64096, 200.93, 102.986, 38.9965, 14.2454, 97.9442, 0, 38.9965, 38.9966, 99.0142, 42.9678, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965, 38.9965
6.64882, 165.431, 85.8609, 38.9758, 12.9395, 79.5702, 0, 38.9758, 38.9759, 82.6156, 42.2208, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758, 38.9758
6.65669, 171.676, 73.0147, 38.9575, 13.1786, 98.6611, 0, 38.9575, 38.9577, 70.3897, 41.5823, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575, 38.9575
6.66455, 162.574, 63.4779, 38.9415, 12.8286, 99.0961, 0, 38.9415, 38.9417, 61.3759, 41.0434, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415, 38.9415
6.67242, 147.445, 56.4675, 38.9275, 12.2248, 90.9773, 0, 38.9275, 38.9277, 54.8012, 40.5937, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275, 38.9275
6.68028, 136.41, 51.3647, 38.9152, 11.7648, 85.0455, 0, 38.9152, 38.9154, 50.057, 40.2228, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152, 38.9152
6.68815, 154.178, 47.6882, 38.9044, 12.4971, 106.49, 0, 38.9044, 38.9046, 46.672, 39.9204, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044, 38.9044
6.69601, 149.754, 45.0658, 38.8948, 12.3188, 104.688, 0, 38.8948, 38.895, 44.2841, 39.6764, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948, 38.8948
6.70388, 128.693, 43.2157, 38.8862, 11.4321, 85.4775, 0, 38.8862, 38.8863, 42.6203, 39.4814, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862, 38.8862
6.71174, 118.186, 41.928, 38.8783, 10.963, 76.2584, 0, 38.8783, 38.8784, 41.479, 39.3271, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783, 38.8783
6.71961, 116.218, 41.0479, 38.8709, 10.8728, 75.1704, 0, 38.8709, 38.871, 40.7127, 39.206, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709, 38.8709
6.72747, 99.8545, 40.4648, 38.8638, 10.0923, 59.3897, 0, 38.8638, 38.8639, 40.217, 39.1115, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638, 38.8638
6.73534, 99.5993, 40.1022, 38.8568, 10.0796, 59.497, 0, 38.8568, 38.8569, 39.9208, 39.0382, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568, 38.8568
6.7432, 101.867, 39.9104, 38.8499, 10.1915, 61.9569, 0, 38.8499, 38.85, 39.7789, 38.9814, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499, 38.8499
6.75107, 89.3063, 39.8618, 38.8429, 9.55543, 49.4445, 0, 38.8429, 38.843, 39.7673, 38.9372, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429, 38.8429
6.75893, 89.5847, 39.9471, 38.8356, 9.56999, 49.6376, 0, 38.8356, 38.8357, 39.8799, 38.9026, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356
6.7668, 84.0278, 40.1743, 38.828, 9.27512, 43.8535, 0, 38.828, 38.8281, 40.1269, 38.8752, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828, 38.828
6.77466, 71.6496, 40.5677, 38.82, 8.58194, 31.082, 0, 38.82, 38.8201, 40.5347, 38.8529, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82, 38.82
6.78253, 75.3165, 41.1693, 38.8115, 8.79298, 34.1472, 0, 38.8115, 38.8116, 41.1465, 38.8342, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115
6.79039, 67.5017, 42.0405, 38.8025, 8.33677, 25.4613, 0, 38.8025, 38.8026, 42.0248, 38.8181, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025, 38.8025
6.79826, 81.4324, 43.2647, 38.7929, 9.13414, 38.1677, 0, 38.7929, 38.793, 43.2541, 38.8034, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929, 38.7929
6.80612, 78.2828, 44.9514, 38.7827, 8.96007, 33.3314, 0, 38.7827, 38.7828, 44.9442, 38.7897, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827, 38.7827
6.81399, 73.4801, 47.2388, 38.7717, 8.68793, 26.2413, 0, 38.7717, 38.7718, 47.234, 38.7764, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717, 38.7717
6.82185, 83.3946, 50.2993, 38.7599, 9.24092, 33.0953, 0, 38.7599, 38.76, 50.2961, 38.763, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599, 38.7599
6.82972, 86.1976, 54.3431, 38.7471, 9.39136, 31.8546, 0, 38.7471, 38.7472, 54.3409, 38.7491, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471, 38.7471
6.83758, 90.9507, 59.6194, 38.7331, 9.64109, 31.3313, 0, 38.7331, 38.7332, 59.6179, 38.7344, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331, 38.7331
6.84545, 93.8374, 66.4219, 38.7177, 9.78966, 27.4155, 0, 38.7177, 38.7178, 66.4209, 38.7185, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177, 38.7177
6.85331, 97.2715, 75.0862, 38.7005, 9.96351, 22.1853, 0, 38.7005, 38.7006, 75.0856, 38.7011, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005, 38.7005
6.86118, 86.7986, 85.9879, 38.6812, 9.4233, 0.810616, 0, 38.6812, 38.6813, 85.9875, 38.6816, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812, 38.6812
6.86904, 128.224, 99.5404, 38.6592, 11.4116, 28.6839, 0, 38.6592, 38.6593, 99.54, 38.6594, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592, 38.6592
6.87691, 148.86, 116.182, 38.6337, 12.2825, 32.6786, 0, 38.6337, 38.6339, 116.181, 38.6339, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337, 38.6337
6.88477, 177.401, 136.362, 38.6039, 13.3941, 41.0389, 0, 38.6039, 38.604, 136.362, 38.604, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039, 38.6039
6.89264, 186.212, 160.534, 38.5686, 13.719, 25.6781, 0, 38.5686, 38.5687, 160.534, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686, 38.5686
6.9005, 224.893, 189.119, 38.5263, 15.063, 35.7735, 0, 38.5263, 38.5264, 189.119, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263, 38.5263
6.90837, 277.681, 222.49, 38.4754, 16.7237, 55.1907, 0, 38.4754, 38.4755, 222.49, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754, 38.4754
6.91623, 297.721, 260.939, 38.4138, 17.3125, 36.7821, 0, 38.4138, 38.4139, 260.939, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138, 38.4138
6.9241, 306.791, 304.654, 38.339, 17.5724, 2.13623, 0, 38.339, 38.3391, 304.654, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339, 38.339
6.93196, 412.903, 353.679, 38.2481, 20.3692, 59.2248, 0, 38.2481, 38.2482, 353.678, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2481, 38.2482, 38.2481
6.93983, 429.953, 407.883, 38.138, 20.7835, 22.0699, 0, 38.138, 38.1381, 407.883, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.138, 38.1381, 38.138
6.94769, 466.984, 466.955, 38.0049, 21.656, 0.028595, 0, 38.0049, 38.005, 466.955, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.0049, 38.005, 38.0049
6.95556, 555.448, 530.361, 37.8447, 23.6103, 25.0869, 0, 37.8447, 37.8449, 530.36, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8447, 37.8449, 37.8447
6.96342, 548.172, 597.342, 37.6532, 23.4557, -49.1706, 0, 37.6532, 37.6533, 597.342, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6532, 37.6534, 37.6532
6.97129, 659.528, 666.938, 37.4256, 25.7202, -7.40985, 0, 37.4256, 37.4257, 666.937, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4256, 37.4259, 37.4256
6.97915, 720.242, 737.946, 37.1571, 26.8746, -17.7048, 0, 37.1571, 37.1572, 737.946, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1571, 37.1575, 37.1571
6.98702, 826.25, 809.011, 36.843, 28.7793, 17.2393, 0, 36.843, 36.8431, 809.01, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.843, 36.8435, 36.843
6.99488, 868.46, 878.841, 36.694, 29.5036, -10.381, 0, 36.694, 36.6941, 878.84, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.694, 36.6946, 36.694
7.00275, 856.056, 945.797, 36.6774, 29.2926, -89.7415, 0, 36.6774, 36.6775, 945.796, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6774, 36.6782, 36.6774
7.01061, 985.141, 1007.43, 35.9815, 31.4188, -22.2874, 0, 35.9815, 35.9817, 1007.43, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9815, 35.9824, 35.9815
7.01848, 1039.37, 1062.76, 35.2299, 32.2703, -23.3876, 0, 35.2299, 35.23, 1062.76, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.2299, 35.231, 35.2299
7.02635, 997.735, 1110.28, 34.4253, 31.6186, -112.54, 0, 34.4253, 34.4254, 1110.27, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4253, 34.4266, 34.4253
7.03421, 1088.25, 1148.64, 33.5719, 33.0189, -60.3949, 0, 33.5719, 33.572, 1148.64, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5719, 33.5734, 33.5719
7.04208, 1123.26, 1176.75, 32.6749, 33.5448, -53.4902, 0, 32.6749, 32.6751, 1176.75, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6749, 32.6766, 32.6749
7.04994, 1147.35, 1193.77, 31.7407, 33.9021, -46.4148, 0, 31.7408, 31.7409, 1193.76, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7407, 31.7427, 31.7407
7.05781, 1071.87, 1199.19, 30.7768, 32.77, -127.321, 0, 30.7768, 30.7769, 1199.19, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7768, 30.7789, 30.7768
7.06567, 1087.24, 1192.87, 29.7914, 33.0037, -105.623, 0, 29.7914, 29.7915, 1192.86, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7914, 29.7938, 29.7914
7.07354, 1083.12, 1174.98, 28.7934, 32.9412, -91.8549, 0, 28.7934, 28.7935, 1174.97, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.7934, 28.796, 28.7934
7.0814, 1048.2, 1146.07, 27.7926, 32.4067, -97.8705, 0, 27.7926, 27.7928, 1146.06, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7926, 27.7955, 27.7926
7.08927, 1032.99, 1106.98, 26.7985, 32.1712, -73.9976, 0, 26.7985, 26.7986, 1106.98, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.7985, 26.8016, 26.7985
7.09713, 965.395, 1058.85, 25.8201, 31.103, -93.4523, 0, 25.8201, 25.8203, 1058.84, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8201, 25.8235, 25.8201
7.105, 909.05, 1003.01, 24.8665, 30.1836, -93.9561, 0, 24.8665, 24.8667, 1003, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8665, 24.8701, 24.8665
7.11286, 863.329, 940.955, 23.9455, 29.4165, -77.6263, 0, 23.9455, 23.9456, 940.951, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9455, 23.9492, 23.9455
7.12073, 785.482, 874.271, 23.0633, 28.0621, -88.7887, 0, 23.0633, 23.0635, 874.267, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0633, 23.0672, 23.0633
7.12859, 759.788, 804.579, 22.2256, 27.6005, -44.7915, 0, 22.2256, 22.2258, 804.575, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2256, 22.2296, 22.2256
7.13646, 649.904, 733.436, 21.4359, 25.5324, -83.5317, 0, 21.4359, 21.4361, 733.431, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4359, 21.4399, 21.4359
7.14432, 588.401, 662.316, 20.6968, 24.2982, -73.915, 0, 20.6968, 20.6971, 662.311, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.6968, 20.7009, 20.6968
7.15219, 518.548, 592.552, 20.0093, 22.8155, -74.0036, 0, 20.0093, 20.0097, 592.547, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0093, 20.0134, 20.0093
7.16005, 451.118, 525.286, 19.3733, 21.2866, -74.1678, 0, 19.3733, 19.3739, 525.281, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3733, 19.3774, 19.3733
7.16792, 430.888, 461.473, 18.7873, 20.806, -30.5854, 0, 18.7873, 18.788, 461.469, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7873, 18.7912, 18.7873
7.17578, 373.114, 401.843, 18.2485, 19.3679, -28.7291, 0, 18.2485, 18.2495, 401.838, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2485, 18.2523, 18.2485
7.18365, 300.42, 346.922, 17.7535, 17.3902, -46.5016, 0, 17.7535, 17.7548, 346.917, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7535, 17.7572, 17.7535
7.19151, 258.26, 297.033, 17.2979, 16.1326, -38.7734, 0, 17.2979, 17.2997, 297.028, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.2979, 17.3013, 17.2979
7.19938, 240.626, 252.304, 16.8766, 15.5765, -11.6773, 0, 16.8766, 16.8791, 252.298, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8766, 16.8799, 16.8766
7.20724, 184.06, 212.719, 16.4848, 13.6404, -28.6592, 0, 16.4849, 16.4883, 212.713, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4848, 16.4879, 16.4848
7.21511, 162.616, 178.114, 16.1171, 12.8303, -15.4973, 0, 16.1171, 16.1218, 178.106, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1199, 16.1171
7.22297, 134.487, 148.217, 15.7681, 11.6828, -13.7299, 0, 15.7681, 15.7745, 148.208, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7681, 15.7706, 15.7681
7.23084, 112.019, 122.693, 15.433, 10.678, -10.6733, 0, 15.433, 15.4416, 122.682, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.433, 15.4353, 15.433
