   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_638.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.25927, 60.8763, 62.5382, 5.23323, 7.92946, -1.66191, 5.2427, 5.53343e-11, 5.24414, 5.31376, 5.2359, 5.29395, 5.24302, 5.25182, 62.1897, 5.27958, 5.23323, 5.23323, 5.23323, 5.23323, 5.23323, 5.34218, 5.23323, 5.23323, 5.2337
2.26713, 62.8571, 68.0319, 5.35596, 8.05339, -5.17479, 5.36597, 2.90076e-11, 5.36688, 5.43649, 5.35863, 5.41668, 5.36575, 5.37525, 67.673, 5.39233, 5.35596, 5.35596, 5.35596, 5.35596, 5.35596, 5.48406, 5.35596, 5.35596, 5.35646
2.27499, 67.3064, 72.9655, 5.47993, 8.32505, -5.6591, 5.49054, 1.49387e-11, 5.49085, 5.56046, 5.4826, 5.54066, 5.48972, 5.49993, 72.5916, 5.50807, 5.47993, 5.47993, 5.47993, 5.47993, 5.47993, 5.6299, 5.47993, 5.47993, 5.48046
2.28285, 82.7366, 77.1402, 5.6051, 9.20525, 5.59641, 5.61635, 7.52831e-12, 5.61602, 5.68563, 5.60777, 5.66583, 5.61489, 5.62581, 76.747, 5.62657, 5.6051, 5.6051, 5.6051, 5.6051, 5.6051, 5.77961, 5.6051, 5.6051, 5.60566
2.2907, 85.4087, 80.3827, 5.73145, 9.34926, 5.02596, 5.74339, 3.68503e-12, 5.74237, 5.81198, 5.73413, 5.79218, 5.74125, 5.75289, 79.9664, 5.7476, 5.73145, 5.73145, 5.73145, 5.73145, 5.73145, 5.93297, 5.73145, 5.73145, 5.73204
2.29856, 81.3952, 82.5569, 5.85894, 9.1321, -1.16167, 5.87161, 1.73348e-12, 5.86986, 5.93947, 5.86162, 5.91967, 5.86873, 5.88112, 82.1142, 5.8709, 5.85894, 5.85894, 5.85894, 5.85894, 5.85894, 6.08959, 5.85894, 5.85894, 5.85956
2.30642, 89.6569, 83.5748, 5.98753, 9.57376, 6.08213, 6.00097, 7.72006e-13, 5.99845, 6.06806, 5.9902, 6.04825, 5.99732, 6.01046, 83.103, 5.99626, 5.98753, 5.98753, 5.98753, 5.98753, 5.98753, 6.24891, 5.98753, 5.98753, 5.98818
2.31428, 91.6553, 83.4031, 6.11715, 9.67757, 8.25218, 6.13141, 3.23898e-13, 6.12807, 6.19768, 6.11982, 6.17788, 6.12694, 6.14086, 82.9005, 6.12344, 6.11715, 6.11715, 6.11715, 6.11715, 6.11715, 6.41021, 6.11715, 6.11715, 6.11783
2.32214, 67.9411, 82.0661, 6.24777, 8.36308, -14.1249, 6.26289, 1.24896e-13, 6.25869, 6.3283, 6.25045, 6.3085, 6.25756, 6.27228, 81.5317, 6.25223, 6.24777, 6.24777, 6.24777, 6.24777, 6.24777, 6.57266, 6.24777, 6.24777, 6.24849
2.33, 60.4401, 79.6432, 6.37931, 7.90191, -19.203, 6.39534, 4.33146e-14, 6.39023, 6.45984, 6.38199, 6.44004, 6.38911, 6.40466, 79.0773, 6.38243, 6.37931, 6.37931, 6.37931, 6.37931, 6.37931, 6.7353, 6.37931, 6.37931, 6.38006
2.33786, 68.9478, 76.2627, 6.51172, 8.42305, -7.3149, 6.52869, 1.30907e-14, 6.52264, 6.59225, 6.5144, 6.57245, 6.52151, 6.53797, 75.6665, 6.51386, 6.51172, 6.51172, 6.51172, 6.51172, 6.51172, 6.89714, 6.51172, 6.51172, 6.51251
2.34572, 68.8033, 72.0926, 6.6449, 8.41447, -3.28928, 6.66285, 3.73061e-15, 6.65582, 6.72543, 6.64757, 6.70563, 6.65469, 6.67215, 71.4682, 6.64635, 6.6449, 6.6449, 6.6449, 6.6449, 6.6449, 7.05716, 6.6449, 6.6449, 6.64572
2.35357, 62.0498, 67.3269, 6.77877, 8.00311, -5.27705, 6.79774, 9.38231e-16, 6.78969, 6.8593, 6.78145, 6.8395, 6.78857, 6.80718, 66.6774, 6.77974, 6.77877, 6.77877, 6.77877, 6.77877, 6.77877, 7.21443, 6.77877, 6.77877, 6.77963
2.36143, 68.7045, 62.1731, 6.91325, 8.4086, 6.53142, 6.93327, 2.053e-16, 6.92417, 6.99378, 6.91592, 6.97397, 6.92304, 6.94307, 61.5022, 6.91389, 6.91325, 6.91325, 6.91325, 6.91325, 6.91325, 7.36813, 6.91325, 6.91325, 6.91414
2.36929, 60.4819, 56.8377, 7.04822, 7.90455, 3.64418, 7.06933, 3.7864e-17, 7.05914, 7.12875, 7.05089, 7.10894, 7.05801, 7.07984, 56.1496, 7.04863, 7.04822, 7.04822, 7.04822, 7.04822, 7.04822, 7.51761, 7.04822, 7.04822, 7.04915
2.37715, 54.7201, 51.514, 7.18357, 7.53127, 3.20608, 7.20581, 5.22929e-18, 7.19449, 7.2641, 7.18625, 7.2443, 7.19337, 7.21762, 50.813, 7.18384, 7.18357, 7.18357, 7.18357, 7.18357, 7.18357, 7.66245, 7.18357, 7.18357, 7.18455
2.38501, 51.5884, 46.3707, 7.31923, 7.32041, 5.21769, 7.34262, 7.54489e-19, 7.33015, 7.39976, 7.3219, 7.37995, 7.32902, 7.35665, 45.6608, 7.31939, 7.31923, 7.31923, 7.31923, 7.31923, 7.31923, 7.80246, 7.31923, 7.31923, 7.32024
2.39287, 53.3078, 41.5461, 7.45507, 7.43692, 11.7617, 7.47965, 9.10985e-20, 7.46599, 7.5356, 7.45775, 7.5158, 7.46487, 7.4973, 40.8309, 7.45517, 7.45507, 7.45507, 7.45507, 7.45507, 7.45507, 7.93771, 7.45507, 7.45507, 7.45613
2.40073, 40.8098, 37.143, 7.59102, 6.54292, 3.66682, 7.61682, 8.04326e-21, 7.60194, 7.67155, 7.5937, 7.65175, 7.60082, 7.64016, 36.4247, 7.59108, 7.59102, 7.59102, 7.59102, 7.59102, 7.59102, 8.06851, 7.59102, 7.59102, 7.59211
2.40859, 37.9319, 33.2275, 7.72699, 6.31917, 4.70446, 7.75403, 2.85854e-22, 7.7379, 7.80752, 7.72966, 7.78771, 7.73678, 7.78611, 32.5071, 7.72702, 7.72699, 7.72699, 7.72699, 7.72699, 7.72699, 8.19539, 7.72699, 7.72699, 7.72812
2.41645, 37.5809, 29.8309, 7.86292, 6.29134, 7.75006, 7.89125, 5.34743e-24, 7.87384, 7.94345, 7.86559, 7.92364, 7.87272, 7.93638, 29.107, 7.86294, 7.86292, 7.86292, 7.86292, 7.86292, 7.86292, 8.31911, 7.86292, 7.86292, 7.8641
2.4243, 30.3525, 26.9543, 7.99878, 5.68793, 3.3983, 8.02842, 1.33256e-26, 8.00969, 8.0793, 8.00145, 8.0595, 8.00859, 8.09268, 26.223, 7.99879, 7.99878, 7.99878, 7.99878, 7.99878, 7.99878, 8.44055, 7.99878, 7.99878, 8
2.43216, 30.6351, 24.5735, 8.13455, 5.71271, 6.06157, 8.16554, 0, 8.14547, 8.21508, 8.13723, 8.19528, 8.14437, 8.25724, 23.8277, 8.13456, 8.13455, 8.13455, 8.13455, 8.13455, 8.13455, 8.56076, 8.13455, 8.13455, 8.13582
2.44002, 28.0577, 22.6467, 8.27026, 5.48249, 5.41104, 8.30263, 0, 8.28118, 8.35079, 8.27293, 8.33099, 8.2801, 8.4329, 21.8751, 8.27026, 8.27026, 8.27026, 8.27026, 8.27026, 8.27026, 8.68088, 8.27026, 8.27026, 8.27157
2.44788, 26.302, 21.1201, 8.40594, 5.31997, 5.18194, 8.43972, 0, 8.41686, 8.48647, 8.40862, 8.46667, 8.4158, 8.6232, 20.3067, 8.40595, 8.40594, 8.40594, 8.40594, 8.40594, 8.40594, 8.80221, 8.40594, 8.40594, 8.4073
2.45574, 17.9644, 19.9353, 8.54167, 4.46816, -1.97085, 8.57689, 0, 8.55259, 8.6222, 8.54435, 8.6024, 8.55157, 8.83239, 19.0587, 8.54168, 8.54167, 8.54167, 8.54167, 8.54167, 8.54168, 8.92617, 8.54167, 8.54167, 8.54307
2.4636, 17.4732, 19.0343, 8.67755, 4.41285, -1.56114, 8.71422, 0, 8.68847, 8.75808, 8.68022, 8.73827, 8.6875, 9.06535, 18.0667, 8.67755, 8.67755, 8.67755, 8.67755, 8.67755, 8.67755, 9.05443, 8.67755, 8.67755, 8.67899
2.47146, 16.4167, 18.3644, 8.81367, 4.29147, -1.94771, 8.85184, 0, 8.82459, 8.8942, 8.81634, 8.87439, 8.8237, 9.32756, 17.2706, 8.81367, 8.81367, 8.81367, 8.81367, 8.81367, 8.81367, 9.18901, 8.81367, 8.81367, 8.81516
2.47932, 12.1384, 17.8808, 8.95016, 3.76011, -5.74237, 8.98987, 0, 8.96108, 9.03069, 8.95284, 9.01089, 8.96031, 9.62484, 16.6176, 8.95016, 8.95016, 8.95016, 8.95016, 8.95016, 8.95017, 9.3324, 8.95016, 8.95016, 8.9517
2.48717, 14.5395, 17.5486, 9.08718, 4.06688, -3.00912, 9.12843, 0, 9.09809, 9.1677, 9.08985, 9.1479, 9.09749, 9.96311, 16.0641, 9.08718, 9.08718, 9.08718, 9.08718, 9.08718, 9.08718, 9.48778, 9.08718, 9.08718, 9.08876
2.49503, 15.6911, 17.3439, 9.22482, 4.20608, -1.65277, 9.26766, 0, 9.23574, 9.30535, 9.2275, 9.28555, 9.23537, 10.3479, 15.5765, 9.22482, 9.22482, 9.22482, 9.22482, 9.22482, 9.22483, 9.65925, 9.22482, 9.22482, 9.22646
2.50289, 13.8267, 17.2524, 9.36323, 3.97827, -3.42579, 9.40768, 0, 9.37415, 9.44376, 9.3659, 9.42395, 9.3741, 10.784, 15.131, 9.36323, 9.36323, 9.36323, 9.36323, 9.36323, 9.36323, 9.85202, 9.36323, 9.36323, 9.36491
2.51075, 14.3952, 17.2691, 9.5025, 4.0491, -2.87389, 9.54858, 0, 9.51341, 9.58302, 9.50517, 9.56322, 9.51381, 11.2748, 14.7126, 9.5025, 9.5025, 9.5025, 9.5025, 9.5025, 9.5025, 10.0727, 9.5025, 9.5025, 9.50423
2.51861, 10.6161, 17.3957, 9.64272, 3.55191, -6.77968, 9.69047, 0, 9.65364, 9.72325, 9.6454, 9.70345, 9.65465, 11.8215, 14.3138, 9.64272, 9.64272, 9.64272, 9.64272, 9.64272, 9.64272, 10.3295, 9.64272, 9.64272, 9.6445
2.52647, 10.9941, 17.639, 9.78395, 3.60474, -6.6449, 9.8334, 0, 9.79487, 9.86448, 9.78663, 9.84468, 9.79671, 12.4229, 13.9328, 9.78395, 9.78395, 9.78395, 9.78395, 9.78395, 9.78396, 10.6324, 9.78395, 9.78395, 9.78579
2.53433, 17.9611, 18.0085, 9.92624, 4.46778, -0.0474281, 9.9774, 0, 9.93716, 10.0068, 9.92892, 9.98697, 9.94012, 13.0747, 13.5715, 9.92624, 9.92624, 9.92624, 9.92624, 9.92624, 9.92624, 10.993, 9.92624, 9.92624, 9.92813
2.54219, 23.26, 18.514, 10.0696, 5.02593, 4.74593, 10.1225, 0, 10.0805, 10.1501, 10.0723, 10.1303, 10.085, 13.7693, 13.2344, 10.0696, 10.0696, 10.0696, 10.0696, 10.0696, 10.0696, 11.4245, 10.0696, 10.0696, 10.0716
2.55004, 23.8926, 19.1644, 10.214, 5.08848, 4.72815, 10.2687, 0, 10.2249, 10.2945, 10.2167, 10.2747, 10.2314, 14.4953, 12.9269, 10.214, 10.214, 10.214, 10.214, 10.214, 10.214, 11.9414, 10.214, 10.214, 10.216
2.5579, 18.732, 19.9655, 10.3595, 4.55324, -1.23353, 10.4159, 0, 10.3704, 10.44, 10.3621, 10.4202, 10.3795, 15.2381, 12.654, 10.3595, 10.3595, 10.3595, 10.3595, 10.3595, 10.3595, 12.5589, 10.3595, 10.3595, 10.3616
2.56576, 19.1767, 20.919, 10.5059, 4.60182, -1.74225, 10.5641, 0, 10.5168, 10.5864, 10.5086, 10.5666, 10.5293, 15.9802, 12.42, 10.5059, 10.5059, 10.5059, 10.5059, 10.5059, 10.5059, 13.2918, 10.5059, 10.5059, 10.5081
2.57362, 22.1488, 22.0218, 10.6532, 4.91414, 0.127022, 10.7133, 0, 10.6641, 10.7337, 10.6559, 10.7139, 10.6812, 16.7019, 12.2275, 10.6532, 10.6532, 10.6532, 10.6532, 10.6532, 10.6532, 14.1536, 10.6532, 10.6532, 10.6555
2.58148, 21.3603, 23.2655, 10.8014, 4.83325, -1.90515, 10.8633, 0, 10.8123, 10.8819, 10.8041, 10.8621, 10.8352, 17.3824, 12.0777, 10.8014, 10.8014, 10.8014, 10.8014, 10.8014, 10.8014, 15.1551, 10.8014, 10.8014, 10.8039
2.58934, 23.5463, 24.6358, 10.9503, 5.05433, -1.08953, 11.0142, 0, 10.9612, 11.0308, 10.953, 11.011, 10.9916, 18.0009, 11.9702, 10.9503, 10.9503, 10.9503, 10.9503, 10.9503, 10.9503, 16.3027, 10.9503, 10.9503, 10.953
2.5972, 29.5045, 26.113, 11.0999, 5.61288, 3.39149, 11.1657, 0, 11.1109, 11.1805, 11.1026, 11.1607, 11.1508, 18.5382, 11.903, 11.0999, 11.0999, 11.0999, 11.0999, 11.0999, 11.0999, 17.5971, 11.0999, 11.0999, 11.103
2.60506, 35.5333, 27.6716, 11.2501, 6.12645, 7.8617, 11.3178, 0, 11.2611, 11.3307, 11.2528, 11.3109, 11.3131, 18.9779, 11.8733, 11.2501, 11.2501, 11.2501, 11.2501, 11.2501, 11.2501, 19.0318, 11.2501, 11.2501, 11.2537
2.61291, 36.2691, 29.2814, 11.4009, 6.18621, 6.98776, 11.4705, 0, 11.4118, 11.4814, 11.4036, 11.4616, 11.4789, 19.3072, 11.8773, 11.4009, 11.4009, 11.4009, 11.4009, 11.4009, 11.4009, 20.5918, 11.4009, 11.4009, 11.4052
2.62077, 38.1976, 30.907, 11.5521, 6.34016, 7.29057, 11.6237, 0, 11.563, 11.6326, 11.5548, 11.6128, 11.6488, 19.5185, 11.911, 11.5521, 11.5521, 11.5521, 11.5521, 11.5521, 11.5521, 22.2532, 11.5521, 11.5521, 11.5574
2.62863, 33.2307, 32.5099, 11.7036, 5.93555, 0.720814, 11.7772, 0, 11.7146, 11.7842, 11.7063, 11.7644, 11.8231, 19.6095, 11.9701, 11.7036, 11.7036, 11.7036, 11.7036, 11.7036, 11.7036, 23.9829, 11.7036, 11.7036, 11.7105
2.63649, 35.6288, 34.0486, 11.8555, 6.13423, 1.58015, 11.9312, 0, 11.8665, 11.9361, 11.8582, 11.9163, 12.0024, 19.5835, 12.0505, 11.8555, 11.8555, 11.8555, 11.8555, 11.8555, 11.8555, 25.7395, 11.8555, 11.8555, 11.8645
2.64435, 35.2163, 35.4802, 12.0077, 6.10052, -0.263905, 12.0855, 0, 12.0186, 12.0882, 12.0104, 12.0684, 12.187, 19.4491, 12.1482, 12.0077, 12.0077, 12.0077, 12.0077, 12.0077, 12.0077, 27.4745, 12.0077, 12.0077, 12.0196
2.65221, 43.4017, 36.7622, 12.1601, 6.73808, 6.63945, 12.24, 0, 12.171, 12.2406, 12.1628, 12.2208, 12.3773, 19.2196, 12.2599, 12.1601, 12.1601, 12.1601, 12.1601, 12.1601, 12.1601, 29.1348, 12.1601, 12.1601, 12.1761
2.66007, 39.5484, 37.8545, 12.3126, 6.4458, 1.69392, 12.3949, 0, 12.3235, 12.3931, 12.3153, 12.3733, 12.5734, 18.9123, 12.3825, 12.3126, 12.3126, 12.3126, 12.3126, 12.3126, 12.3126, 30.6653, 12.3126, 12.3126, 12.3343
2.66793, 38.1698, 38.721, 12.4653, 6.33797, -0.551155, 12.5502, 0, 12.4762, 12.5458, 12.4679, 12.526, 12.7751, 18.5468, 12.5134, 12.4653, 12.4653, 12.4653, 12.4653, 12.4653, 12.4653, 32.0126, 12.4653, 12.4653, 12.4944
2.67578, 36.5723, 39.3325, 12.618, 6.21066, -2.76015, 12.7059, 0, 12.6289, 12.6985, 12.6207, 12.6787, 12.9822, 18.1437, 12.6508, 12.618, 12.618, 12.618, 12.618, 12.618, 12.618, 33.1281, 12.618, 12.618, 12.657
2.68364, 35.4601, 39.6678, 12.7708, 6.12047, -4.20765, 12.8623, 0, 12.7817, 12.8513, 12.7735, 12.8315, 13.194, 17.7241, 12.7927, 12.7708, 12.7708, 12.7708, 12.7708, 12.7708, 12.7708, 33.9714, 12.7708, 12.7708, 12.8224
2.6915, 29.4099, 39.7159, 12.9236, 5.60446, -10.306, 13.0196, 0, 12.9345, 13.0041, 12.9263, 12.9843, 13.4093, 17.3075, 12.9381, 12.9236, 12.9236, 12.9236, 12.9236, 12.9236, 12.9236, 34.5133, 12.9236, 12.9236, 12.9912
2.69936, 34.2063, 39.477, 13.0763, 6.01717, -5.27069, 13.1785, 0, 13.0873, 13.1569, 13.079, 13.1371, 13.627, 16.911, 13.0858, 13.0763, 13.0763, 13.0763, 13.0763, 13.0763, 13.0763, 34.7377, 13.0763, 13.0763, 13.1639
2.70722, 38.1103, 38.963, 13.229, 6.33327, -0.852665, 13.3397, 0, 13.24, 13.3096, 13.2317, 13.2898, 13.8453, 16.5492, 13.2351, 13.229, 13.229, 13.229, 13.229, 13.229, 13.229, 34.6431, 13.229, 13.229, 13.3409
2.71508, 39.6424, 38.1969, 13.3816, 6.45309, 1.44548, 13.5045, 0, 13.3925, 13.4621, 13.3843, 13.4423, 14.0622, 16.2329, 13.3854, 13.3816, 13.3816, 13.3816, 13.3816, 13.3816, 13.3816, 34.2424, 13.3816, 13.3816, 13.5225
2.72294, 36.8559, 37.2124, 13.534, 6.23345, -0.35659, 13.6747, 0, 13.5449, 13.6146, 13.5367, 13.5948, 14.2757, 15.9696, 13.5364, 13.534, 13.534, 13.534, 13.534, 13.534, 13.534, 33.5622, 13.534, 13.534, 13.7091
2.7308, 29.5057, 36.052, 13.6863, 5.61299, -6.54626, 13.8529, 0, 13.6972, 13.7668, 13.6889, 13.747, 14.4835, 15.7631, 13.6877, 13.6863, 13.6863, 13.6863, 13.6863, 13.6863, 13.6863, 32.6405, 13.6863, 13.6863, 13.9006
2.73866, 36.2888, 34.7647, 13.8383, 6.18779, 1.52414, 14.0428, 0, 13.8492, 13.9188, 13.841, 13.899, 14.6837, 15.6143, 13.8392, 13.8383, 13.8383, 13.8383, 13.8383, 13.8383, 13.8383, 31.5245, 13.8383, 13.8383, 14.0969
2.74651, 33.7408, 33.4041, 13.99, 5.97836, 0.336754, 14.2492, 0, 14.0009, 14.0705, 13.9927, 14.0507, 14.8741, 15.521, 13.9905, 13.99, 13.99, 13.99, 13.99, 13.99, 13.99, 30.2671, 13.99, 13.99, 14.2974
2.75437, 26.3523, 32.0257, 14.1414, 5.32468, -5.67344, 14.4788, 0, 14.1523, 14.2219, 14.1441, 14.2021, 15.0531, 15.4791, 14.1417, 14.1414, 14.1414, 14.1414, 14.1414, 14.1414, 14.1414, 28.9238, 14.1414, 14.1414, 14.5014
2.76223, 31.4345, 30.6846, 14.2924, 5.78226, 0.749884, 14.7402, 0, 14.3034, 14.373, 14.2951, 14.3532, 15.2196, 15.4829, 14.2926, 14.2924, 14.2924, 14.2924, 14.2924, 14.2924, 14.2924, 27.549, 14.2924, 14.2924, 14.7076
2.77009, 32.0782, 29.4338, 14.443, 5.83765, 2.6444, 15.0445, 0, 14.454, 14.5236, 14.4457, 14.5038, 15.3728, 15.5253, 14.4431, 14.443, 14.443, 14.443, 14.443, 14.443, 14.443, 26.1937, 14.443, 14.443, 14.9147
2.77795, 22.7285, 28.3223, 14.5931, 4.97278, -5.59381, 15.405, 0, 14.604, 14.6736, 14.5958, 14.6538, 15.5124, 15.599, 14.5931, 14.5931, 14.5931, 14.5931, 14.5931, 14.5931, 14.5931, 24.9024, 14.5931, 14.5931, 15.121
2.78581, 37.5875, 27.3949, 14.7425, 6.29186, 10.1926, 15.8382, 0, 14.7534, 14.823, 14.7452, 14.8032, 15.6388, 15.6964, 14.7425, 14.7425, 14.7425, 14.7425, 14.7425, 14.7425, 14.7425, 23.7121, 14.7425, 14.7425, 15.3245
2.79367, 30.9428, 26.6908, 14.8911, 5.73958, 4.25203, 16.3631, 0, 14.902, 14.9717, 14.8938, 14.9519, 15.7528, 15.8105, 14.8911, 14.8911, 14.8911, 14.8911, 14.8911, 14.8911, 14.8911, 22.651, 14.8911, 14.8911, 15.5231
2.80153, 34.2861, 26.2439, 15.0387, 6.0238, 8.0422, 17.001, 0, 15.0497, 15.1193, 15.0414, 15.0995, 15.8555, 15.9344, 15.0387, 15.0387, 15.0387, 15.0387, 15.0387, 15.0387, 15.0387, 21.7383, 15.0387, 15.0387, 15.7147
2.80938, 30.9237, 26.0827, 15.185, 5.73792, 4.84098, 17.7752, 0, 15.196, 15.2656, 15.1877, 15.2458, 15.9486, 16.0625, 15.1851, 15.185, 15.185, 15.185, 15.185, 15.185, 15.185, 20.9846, 15.185, 15.185, 15.8973
2.81724, 39.2749, 26.2302, 15.3297, 6.42456, 13.0447, 18.7095, 0, 15.3406, 15.4102, 15.3324, 15.3904, 16.0335, 16.1897, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 20.3924, 15.3297, 15.3297, 16.0689
2.8251, 36.2832, 26.7032, 15.4721, 6.18734, 9.57996, 19.8274, 0, 15.483, 15.5526, 15.4748, 15.5328, 16.112, 16.3121, 15.4721, 15.4721, 15.4721, 15.4721, 15.4721, 15.4721, 15.4721, 19.9574, 15.4721, 15.4721, 16.228
2.83296, 42.4935, 27.5126, 15.6117, 6.67034, 14.9809, 21.1495, 0, 15.6226, 15.6922, 15.6143, 15.6724, 16.1854, 16.4267, 15.6117, 15.6117, 15.6117, 15.6117, 15.6117, 15.6117, 15.6117, 19.6697, 15.6117, 15.6117, 16.3731
2.84082, 40.1045, 28.6613, 15.7475, 6.4888, 11.4431, 22.6921, 0, 15.7584, 15.828, 15.7502, 15.8082, 16.2549, 16.5311, 15.7475, 15.7475, 15.7475, 15.7475, 15.7475, 15.7475, 15.7475, 19.5152, 15.7475, 15.7475, 16.5031
2.84868, 26.6765, 30.144, 15.8785, 5.35504, -3.4675, 24.4642, 0, 15.8894, 15.959, 15.8812, 15.9392, 16.3213, 16.6239, 15.8785, 15.8785, 15.8785, 15.8785, 15.8785, 15.8785, 15.8785, 19.4766, 15.8785, 15.8785, 16.6172
2.85654, 29.3279, 31.9448, 16.0034, 5.59714, -2.61685, 26.4654, 0, 16.0143, 16.084, 16.0061, 16.0642, 16.3847, 16.704, 16.0034, 16.0034, 16.0034, 16.0034, 16.0034, 16.0034, 16.0034, 19.5346, 16.0034, 16.0034, 16.715
2.8644, 25.7233, 34.0361, 16.1207, 5.26529, -8.31284, 28.6835, 0, 16.1316, 16.2012, 16.1234, 16.1814, 16.4447, 16.7707, 16.1207, 16.1207, 16.1207, 16.1207, 16.1207, 16.1207, 16.1207, 19.6691, 16.1207, 16.1207, 16.796
2.87225, 33.9353, 36.3777, 16.2285, 5.99461, -2.44238, 31.0932, 0, 16.2395, 16.3091, 16.2312, 16.2893, 16.5004, 16.8237, 16.2285, 16.2285, 16.2285, 16.2285, 16.2285, 16.2285, 16.2285, 19.8597, 16.2285, 16.2285, 16.8601
2.88011, 34.2433, 38.9153, 16.3249, 6.02024, -4.67201, 33.6541, 0, 16.3359, 16.4055, 16.3276, 16.3857, 16.5502, 16.8624, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 20.0867, 16.3249, 16.3249, 16.9068
2.88797, 41.6257, 41.5815, 16.4077, 6.60497, 0.0441666, 36.3117, 0, 16.4186, 16.4882, 16.4104, 16.4684, 16.5922, 16.8862, 16.4077, 16.4077, 16.4077, 16.4077, 16.4077, 16.4077, 16.4077, 20.3313, 16.4077, 16.4077, 16.936
2.89583, 39.7216, 44.2967, 16.4745, 6.45922, -4.57509, 38.9979, 0, 16.4855, 16.5551, 16.4772, 16.5353, 16.6241, 16.8946, 16.4745, 16.4745, 16.4745, 16.4745, 16.4745, 16.4745, 16.4745, 20.5762, 16.4745, 16.4745, 16.9472
2.90369, 32.4507, 46.9713, 16.5231, 5.86947, -14.5206, 41.6332, 0, 16.534, 16.6036, 16.5257, 16.5838, 16.643, 16.8866, 16.5231, 16.5231, 16.5231, 16.5231, 16.5231, 16.5231, 16.5231, 20.806, 16.5231, 16.5231, 16.9398
2.91155, 35.4373, 49.5097, 16.5511, 6.1186, -14.0724, 44.1309, 0, 16.562, 16.6316, 16.5537, 16.6118, 16.6465, 16.8612, 16.5511, 16.5511, 16.5511, 16.5511, 16.5511, 16.5511, 16.5511, 21.0073, 16.5511, 16.5511, 16.9132
2.91941, 34.4277, 51.8148, 16.5564, 6.03554, -17.3871, 46.4012, 0, 16.5673, 16.6369, 16.5591, 16.6171, 16.6318, 16.8172, 16.5564, 16.5564, 16.5564, 16.5564, 16.5564, 16.5564, 16.5564, 21.1687, 16.5564, 16.5564, 16.8665
2.92727, 37.2844, 53.7926, 16.5374, 6.26773, -16.5082, 48.3564, 0, 16.5483, 16.6179, 16.5401, 16.5981, 16.5968, 16.7536, 16.5374, 16.5374, 16.5374, 16.5374, 16.5374, 16.5374, 16.5374, 21.2815, 16.5374, 16.5374, 16.7991
2.93513, 43.1633, 55.3584, 16.4928, 6.72036, -12.1951, 49.9165, 0, 16.5037, 16.5733, 16.4954, 16.5535, 16.5396, 16.6694, 16.4928, 16.4928, 16.4928, 16.4928, 16.4928, 16.4928, 16.4928, 21.3387, 16.4928, 16.4928, 16.7104
2.94298, 42.1092, 56.4414, 16.4218, 6.64148, -14.3322, 51.0147, 0, 16.4328, 16.5024, 16.4245, 16.4826, 16.4589, 16.5641, 16.4218, 16.4218, 16.4218, 16.4218, 16.4218, 16.4218, 16.4218, 21.336, 16.4218, 16.4218, 16.6003
2.95084, 56.6217, 56.9901, 16.3247, 7.65648, -0.368355, 51.602, 0, 16.3356, 16.4052, 16.3273, 16.3854, 16.3543, 16.4376, 16.3247, 16.3247, 16.3247, 16.3247, 16.3247, 16.3247, 16.3247, 21.2712, 16.3247, 16.3247, 16.4689
2.9587, 64.0352, 56.9749, 16.2021, 8.12621, 7.06033, 51.6507, 0, 16.213, 16.2826, 16.2047, 16.2628, 16.2261, 16.2904, 16.2021, 16.2021, 16.2021, 16.2021, 16.2021, 16.2021, 16.2021, 21.1441, 16.2021, 16.2021, 16.3169
2.96656, 51.1737, 56.3906, 16.0557, 7.29203, -5.21686, 51.1565, 0, 16.0666, 16.1362, 16.0583, 16.1164, 16.0757, 16.1239, 16.0557, 16.0557, 16.0557, 16.0557, 16.0557, 16.0557, 16.0557, 20.9564, 16.0557, 16.0557, 16.1459
2.97442, 60.4504, 55.2564, 15.8879, 7.90255, 5.19393, 50.139, 0, 15.8988, 15.9684, 15.8906, 15.9486, 15.9051, 15.9398, 15.8879, 15.8879, 15.8879, 15.8879, 15.8879, 15.8879, 15.8879, 20.7116, 15.8879, 15.8879, 15.9577
2.98228, 62.7696, 53.615, 15.7019, 8.04796, 9.15462, 48.6399, 0, 15.7128, 15.7824, 15.7045, 15.7626, 15.7173, 15.7407, 15.7019, 15.7019, 15.7019, 15.7019, 15.7019, 15.7019, 15.7019, 20.4146, 15.7019, 15.7019, 15.7551
2.99014, 74.4548, 51.529, 15.5013, 8.74384, 22.9258, 46.7208, 0, 15.5122, 15.5818, 15.504, 15.562, 15.5156, 15.53, 15.5013, 15.5013, 15.5013, 15.5013, 15.5013, 15.5013, 15.5013, 20.0715, 15.5013, 15.5013, 15.5414
