   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_67.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.49846, 13.6279, 14.6583, 13.4256, 3.95321, -1.03044, 13.4256, 0, 13.4256, 13.4257, 13.4262, 14.6577, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256, 13.4256
6.50642, 17.7667, 14.3742, 13.4372, 4.44597, 3.39249, 13.4372, 0, 13.4372, 13.4372, 13.4378, 14.3735, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372, 13.4372
6.51438, 15.5623, 14.1458, 13.4485, 4.19073, 1.41641, 13.4485, 0, 13.4485, 13.4485, 13.4491, 14.1452, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485, 13.4485
6.52235, 14.5721, 13.9677, 13.4595, 4.07088, 0.604327, 13.4595, 0, 13.4595, 13.4595, 13.4601, 13.9671, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595, 13.4595
6.53031, 16.6249, 13.833, 13.4702, 4.31565, 2.79188, 13.4702, 0, 13.4702, 13.4702, 13.4708, 13.8323, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702, 13.4702
6.53827, 23.3648, 13.7343, 13.4807, 5.03635, 9.63056, 13.4807, 0, 13.4807, 13.4807, 13.4813, 13.7336, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807, 13.4807
6.54624, 20.7793, 13.6645, 13.4908, 4.77277, 7.11477, 13.4908, 0, 13.4909, 13.4909, 13.4914, 13.6639, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908, 13.4908
6.5542, 15.1783, 13.6173, 13.5007, 4.14467, 1.56101, 13.5007, 0, 13.5008, 13.5008, 13.5013, 13.6167, 13.5007, 13.5007, 13.5007, 13.5007, 13.5007, 13.5007, 13.5007, 13.5007, 13.5007, 13.5007, 13.5007, 13.5007, 13.5008, 13.5007, 13.5007, 13.5007, 13.5007
6.56216, 18.9777, 13.5871, 13.5104, 4.58014, 5.39064, 13.5104, 0, 13.5104, 13.5104, 13.5109, 13.5865, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104, 13.5104
6.57013, 15.3633, 13.5692, 13.5197, 4.16693, 1.79412, 13.5197, 0, 13.5197, 13.5198, 13.5202, 13.5687, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197, 13.5197
6.57809, 14.4543, 13.5601, 13.5288, 4.0564, 0.894199, 13.5288, 0, 13.5288, 13.5289, 13.5293, 13.5596, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288, 13.5288
6.58605, 7.36735, 13.5571, 13.5376, 3.06061, -6.18978, 13.5376, 0, 13.5376, 13.5377, 13.538, 13.5567, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376, 13.5376
6.59402, 11.988, 13.5581, 13.5462, 3.74005, -1.57015, 13.5462, 0, 13.5462, 13.5462, 13.5465, 13.5577, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462, 13.5462
6.60198, 10.9015, 13.5617, 13.5544, 3.59186, -2.6602, 13.5544, 0, 13.5545, 13.5545, 13.5548, 13.5613, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544, 13.5544
6.60994, 17.0747, 13.5668, 13.5624, 4.36745, 3.50785, 13.5624, 0, 13.5624, 13.5625, 13.5627, 13.5665, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624, 13.5624
6.61791, 14.6992, 13.5728, 13.5702, 4.08646, 1.12639, 13.5702, 0, 13.5702, 13.5702, 13.5704, 13.5725, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702, 13.5702
6.62587, 17.2769, 13.5793, 13.5776, 4.39055, 3.69765, 13.5776, 0, 13.5776, 13.5777, 13.5778, 13.579, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776
6.63383, 9.67961, 13.5859, 13.5848, 3.41754, -3.90626, 13.5848, 0, 13.5848, 13.5849, 13.585, 13.5856, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848
6.6418, 13.7842, 13.5925, 13.5917, 3.97294, 0.191788, 13.5917, 0, 13.5917, 13.5918, 13.5919, 13.5922, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917
6.64976, 6.3315, 13.5989, 13.5984, 2.88643, -7.26743, 13.5984, 0, 13.5984, 13.5985, 13.5986, 13.5987, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984, 13.5984
6.65772, 13.1561, 13.6052, 13.6048, 3.89308, -0.449155, 13.6048, 0, 13.6048, 13.6049, 13.6049, 13.605, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048, 13.6048
6.66568, 8.8246, 13.6113, 13.6109, 3.29008, -4.78671, 13.6109, 0, 13.6109, 13.611, 13.6111, 13.6111, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109, 13.6109
6.67365, 10.4735, 13.6172, 13.6168, 3.53178, -3.14367, 13.6168, 0, 13.6168, 13.6169, 13.6169, 13.6169, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168, 13.6168
6.68161, 14.1421, 13.6228, 13.6224, 4.01772, 0.519285, 13.6224, 0, 13.6224, 13.6225, 13.6225, 13.6225, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224, 13.6224
6.68957, 11.8237, 13.6281, 13.6278, 3.71802, -1.80445, 13.6278, 0, 13.6278, 13.6279, 13.6279, 13.6279, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278, 13.6278
6.69754, 10.4446, 13.6333, 13.6329, 3.52769, -3.18868, 13.6329, 0, 13.6329, 13.633, 13.633, 13.633, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329, 13.6329
6.7055, 15.2194, 13.6381, 13.6377, 4.14963, 1.5813, 13.6377, 0, 13.6377, 13.6379, 13.6378, 13.6378, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377, 13.6377
6.71346, 12.9876, 13.6428, 13.6423, 3.87138, -0.65516, 13.6423, 0, 13.6423, 13.6425, 13.6424, 13.6424, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423, 13.6423
6.72143, 9.5741, 13.6472, 13.6467, 3.40207, -4.07307, 13.6467, 0, 13.6467, 13.6469, 13.6468, 13.6468, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467, 13.6467
6.72939, 12.2582, 13.6513, 13.6508, 3.77601, -1.3931, 13.6508, 0, 13.6508, 13.6511, 13.6509, 13.6509, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508, 13.6508
6.73735, 6.84861, 13.6553, 13.6546, 2.97466, -6.80667, 13.6546, 0, 13.6546, 13.655, 13.6548, 13.6548, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546, 13.6546
6.74532, 6.54947, 13.659, 13.6583, 2.92395, -7.10953, 13.6583, 0, 13.6583, 13.6587, 13.6584, 13.6584, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583
6.75328, 11.5729, 13.6625, 13.6616, 3.68414, -2.08961, 13.6616, 0, 13.6616, 13.6622, 13.6618, 13.6618, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616, 13.6616
6.76124, 12.2589, 13.6658, 13.6648, 3.7761, -1.4069, 13.6648, 0, 13.6648, 13.6655, 13.6649, 13.6649, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648, 13.6648
6.76921, 12.1175, 13.6689, 13.6677, 3.75732, -1.55142, 13.6677, 0, 13.6677, 13.6686, 13.6678, 13.6678, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677, 13.6677
6.77717, 12.8539, 13.6718, 13.6703, 3.85408, -0.817883, 13.6703, 0, 13.6703, 13.6715, 13.6705, 13.6705, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703
6.78513, 9.8583, 13.6745, 13.6728, 3.44359, -3.81619, 13.6728, 0, 13.6728, 13.6742, 13.6729, 13.6729, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728
6.7931, 13.1127, 13.677, 13.6749, 3.8875, -0.564366, 13.6749, 0, 13.675, 13.6767, 13.6751, 13.6751, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749
6.80106, 10.7408, 13.6794, 13.6769, 3.56943, -2.93855, 13.6769, 0, 13.6769, 13.6791, 13.677, 13.6771, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769, 13.6769
6.80902, 9.11056, 13.6815, 13.6786, 3.33325, -4.57098, 13.6786, 0, 13.6786, 13.6812, 13.6788, 13.6788, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786, 13.6786
6.81699, 7.98734, 13.6835, 13.6801, 3.16027, -5.69619, 13.6801, 0, 13.6802, 13.6832, 13.6803, 13.6803, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801, 13.6801
6.82495, 8.87311, 13.6853, 13.6814, 3.29744, -4.81223, 13.6814, 0, 13.6814, 13.6849, 13.6816, 13.6817, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814, 13.6814
6.83291, 14.1033, 13.687, 13.6825, 4.0129, 0.416352, 13.6825, 0, 13.6825, 13.6865, 13.6826, 13.6828, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825, 13.6825
6.84088, 9.87732, 13.6885, 13.6833, 3.44635, -3.81117, 13.6833, 0, 13.6833, 13.6878, 13.6834, 13.6839, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833, 13.6833
6.84884, 8.09848, 13.6899, 13.6839, 3.17781, -5.59139, 13.6839, 0, 13.6839, 13.6889, 13.6841, 13.6848, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839, 13.6839
6.8568, 9.67141, 13.6912, 13.6843, 3.41634, -4.0198, 13.6843, 0, 13.6843, 13.6897, 13.6845, 13.6857, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843, 13.6843
6.86476, 9.20134, 13.6926, 13.6845, 3.34684, -4.49125, 13.6845, 0, 13.6845, 13.6902, 13.6846, 13.6867, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845
6.87273, 6.99011, 13.6942, 13.6845, 2.99835, -6.70407, 13.6845, 0, 13.6845, 13.6904, 13.6846, 13.6881, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845, 13.6845
6.88069, 14.2854, 13.6962, 13.6842, 4.03551, 0.589151, 13.6842, 0, 13.6842, 13.6904, 13.6844, 13.6899, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842, 13.6842
6.88865, 20.9831, 13.6991, 13.6838, 4.79407, 7.284, 13.6838, 0, 13.6838, 13.69, 13.6839, 13.6927, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838, 13.6838
6.89662, 10.8897, 13.7032, 13.6831, 3.59022, -2.81356, 13.6831, 0, 13.6831, 13.6892, 13.6833, 13.6969, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831, 13.6831
6.90458, 11.8948, 13.7093, 13.6823, 3.72757, -1.8145, 13.6823, 0, 13.6823, 13.6882, 13.6824, 13.7031, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823, 13.6823
6.91254, 8.34204, 13.718, 13.6812, 3.2159, -5.37597, 13.6812, 0, 13.6812, 13.6869, 13.6813, 13.7121, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812, 13.6812
6.92051, 14.892, 13.7304, 13.6799, 4.10999, 1.16165, 13.6799, 0, 13.6799, 13.6853, 13.6801, 13.7249, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799, 13.6799
6.92847, 12.8132, 13.7475, 13.6785, 3.84879, -0.934298, 13.6785, 0, 13.6785, 13.6834, 13.6786, 13.7424, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785, 13.6785
6.93643, 12.823, 13.7705, 13.6768, 3.85007, -0.947406, 13.6768, 0, 13.6768, 13.6812, 13.6769, 13.7658, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768, 13.6768
6.9444, 9.99009, 13.8005, 13.6749, 3.46267, -3.81041, 13.6749, 0, 13.6749, 13.6789, 13.6751, 13.7964, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749, 13.6749
6.95236, 9.76084, 13.8387, 13.6728, 3.42941, -4.07785, 13.6728, 0, 13.6728, 13.6763, 13.673, 13.8351, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728, 13.6728
6.96032, 11.6651, 13.8859, 13.6705, 3.69663, -2.22081, 13.6705, 0, 13.6706, 13.6735, 13.6707, 13.8828, 13.6705, 13.6705, 13.6705, 13.6705, 13.6705, 13.6705, 13.6705, 13.6705, 13.6705, 13.6705, 13.6705, 13.6705, 13.6706, 13.6705, 13.6705, 13.6705, 13.6705
6.96829, 15.6885, 13.9425, 13.6681, 4.20577, 1.746, 13.6681, 0, 13.6681, 13.6706, 13.6682, 13.9398, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681, 13.6681
6.97625, 12.8472, 14.0084, 13.6654, 3.85321, -1.1612, 13.6654, 0, 13.6654, 13.6674, 13.6655, 14.0062, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654, 13.6654
6.98421, 9.12418, 14.0828, 13.6625, 3.33529, -4.95863, 13.6625, 0, 13.6625, 13.6641, 13.6626, 14.081, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625, 13.6625
6.99218, 10.921, 14.1641, 13.6593, 3.59458, -3.24311, 13.6593, 0, 13.6593, 13.6607, 13.6595, 14.1626, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593, 13.6593
7.00014, 7.98792, 14.2435, 13.6496, 3.16037, -6.25562, 13.6496, 0, 13.6496, 13.6507, 13.6498, 14.2423, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496
7.0081, 10.2271, 13.9682, 13.2837, 3.49673, -3.74109, 13.2837, 0, 13.2837, 13.2845, 13.2838, 13.9672, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837, 13.2837
7.01607, 14.035, 13.6905, 12.9177, 4.00437, 0.34446, 12.9177, 0, 12.9177, 12.9183, 12.9178, 13.6897, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177, 12.9177
7.02403, 15.6468, 13.4063, 12.5516, 4.20081, 2.24051, 12.5516, 0, 12.5516, 12.5521, 12.5518, 13.4057, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516, 12.5516
7.03199, 8.20047, 13.1114, 12.1856, 3.19382, -4.91096, 12.1856, 0, 12.1856, 12.1859, 12.1857, 13.1109, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856, 12.1856
7.03996, 14.7802, 12.8019, 11.8195, 4.09636, 1.97825, 11.8195, 0, 11.8195, 11.8198, 11.8197, 12.8015, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195, 11.8195
7.04792, 8.0855, 12.4746, 11.4535, 3.17577, -4.38909, 11.4535, 0, 11.4535, 11.4537, 11.4536, 12.4742, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535
7.05588, 13.8502, 12.3768, 11.3371, 3.98123, 1.47342, 11.3371, 0, 11.3371, 11.3373, 11.3372, 12.3764, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371, 11.3371
7.06385, 8.12155, 12.2591, 11.2221, 3.18144, -4.13752, 11.2221, 0, 11.2221, 11.2222, 11.2222, 12.2587, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221, 11.2221
7.07181, 12.9848, 12.1202, 11.107, 3.87102, 0.864528, 11.107, 0, 11.107, 11.1071, 11.1071, 12.1199, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107, 11.107
7.07977, 15.0239, 11.9618, 10.9918, 4.126, 3.06206, 10.9918, 0, 10.9918, 10.9919, 10.992, 11.9615, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918
7.08773, 10.9835, 11.7863, 10.8765, 3.60326, -0.802771, 10.8765, 0, 10.8765, 10.8766, 10.8767, 11.786, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765, 10.8765
7.0957, 16.8499, 11.5972, 10.7612, 4.34165, 5.25266, 10.7612, 0, 10.7612, 10.7613, 10.7614, 11.5969, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612, 10.7612
7.10366, 11.1466, 11.3986, 10.6458, 3.62582, -0.251998, 10.6458, 0, 10.6458, 10.6459, 10.646, 11.3983, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458, 10.6458
7.11162, 9.86766, 11.1945, 10.5304, 3.44495, -1.32688, 10.5304, 0, 10.5304, 10.5305, 10.5305, 11.1943, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304, 10.5304
7.11959, 10.0682, 10.9891, 10.4149, 3.47393, -0.920938, 10.4149, 0, 10.4149, 10.415, 10.4151, 10.9889, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149, 10.4149
7.12755, 8.86525, 10.7861, 10.2994, 3.29625, -1.92081, 10.2994, 0, 10.2994, 10.2995, 10.2996, 10.7858, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994, 10.2994
7.13551, 5.12206, 10.5884, 10.1842, 2.66872, -5.46631, 10.1842, 0, 10.1842, 10.1843, 10.1844, 10.5881, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842, 10.1842
