   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_727.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
6.38482, 3285.44, 3254.17, 42.4935, 57.3362, 31.2759, 42.4935, 0, 42.4936, 42.4936, 42.5735, 3249.64, 46.9362, 42.4936, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4935, 42.4989
6.39268, 3247.63, 3308.68, 42.4915, 57.0055, -61.0457, 42.4915, 0, 42.4915, 42.4915, 42.5789, 3303.47, 47.604, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.4915, 42.496
6.40054, 3294.35, 3329.33, 42.4876, 57.4139, -34.9788, 42.4876, 0, 42.4876, 42.4876, 42.5831, 3323.41, 48.3082, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4876, 42.4914
6.4084, 3356.51, 3315.55, 42.4817, 57.9526, 40.9548, 42.4817, 0, 42.4817, 42.4817, 42.5861, 3308.89, 49.038, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4817, 42.4847
6.41626, 3243.03, 3267.83, 42.4734, 56.9652, -24.8, 42.4734, 0, 42.4734, 42.4734, 42.5874, 3260.41, 49.7799, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4734, 42.4759
6.42412, 3093.17, 3187.72, 42.4626, 55.6343, -94.5471, 42.4626, 0, 42.4626, 42.4626, 42.5869, 3179.54, 50.5189, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4626, 42.4646
6.43198, 3064.73, 3077.75, 42.4492, 55.3781, -13.0125, 42.4492, 0, 42.4492, 42.4492, 42.5842, 3068.82, 51.2379, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4492, 42.4507
6.43983, 2972.24, 2941.26, 42.4328, 54.5366, 30.9851, 42.4328, 0, 42.4328, 42.4328, 42.5789, 2931.62, 51.9193, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4328, 42.4341
6.44769, 2720.48, 2782.26, 42.4135, 52.1774, -61.7798, 42.4135, 0, 42.4135, 42.4135, 42.5708, 2771.97, 52.545, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4135, 42.4144
6.45555, 2554.5, 2605.28, 42.391, 50.5618, -50.7781, 42.391, 0, 42.391, 42.391, 42.5595, 2594.4, 53.0973, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.3917
6.46341, 2342.05, 2415.04, 42.3653, 48.4154, -72.9929, 42.3653, 0, 42.3653, 42.3653, 42.5448, 2403.67, 53.5601, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3653, 42.3659
6.47127, 2306.58, 2216.36, 42.3364, 48.0477, 90.2246, 42.3364, 0, 42.3364, 42.3364, 42.5264, 2204.58, 53.9189, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3364, 42.3369
6.47913, 2135.63, 2013.91, 42.3044, 46.2345, 121.719, 42.3044, 0, 42.3044, 42.3044, 42.5041, 2001.86, 54.1623, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3044, 42.3047
6.48699, 1758.14, 1812.04, 42.2693, 41.954, -53.9043, 42.2693, 0, 42.2693, 42.2693, 42.4778, 1799.82, 54.2822, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2693, 42.2696
6.49484, 1658.05, 1614.66, 42.2314, 40.7437, 43.3939, 42.2314, 0, 42.2314, 42.2314, 42.4475, 1602.4, 54.2741, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2314, 42.2315
6.5027, 1522.45, 1425.09, 42.1908, 39.0442, 97.354, 42.1908, 0, 42.1908, 42.1908, 42.4132, 1412.92, 54.1376, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.1908, 42.191
6.51056, 1301.37, 1246.05, 42.148, 36.1021, 55.3176, 42.148, 0, 42.148, 42.148, 42.3751, 1234.09, 53.8761, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.148, 42.1481
6.51842, 1193.21, 1079.61, 42.1032, 34.5719, 113.608, 42.1032, 0, 42.1032, 42.1032, 42.3333, 1067.98, 53.4971, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1032, 42.1033
6.52628, 972.42, 927.175, 42.057, 31.2157, 45.2451, 42.057, 0, 42.057, 42.057, 42.2883, 915.99, 53.0112, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057, 42.057
6.53414, 878.254, 789.555, 42.0096, 29.6691, 88.6985, 42.0096, 0, 42.0096, 42.0096, 42.2405, 778.902, 52.4321, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096, 42.0096
6.542, 674.593, 667.034, 41.9617, 26.0114, 7.55908, 41.9617, 0, 41.9617, 41.9617, 42.1903, 656.991, 51.7758, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617, 41.9617
6.54985, 579.708, 559.378, 41.9136, 24.1186, 20.3301, 41.9136, 0, 41.9136, 41.9136, 42.1383, 550.007, 51.0595, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136, 41.9136
6.55771, 511.977, 466.019, 41.8658, 22.6711, 45.9579, 41.8658, 0, 41.8658, 41.8658, 42.0851, 457.364, 50.3013, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658, 41.8658
6.56557, 415.346, 386.07, 41.8188, 20.4291, 29.2764, 41.8188, 0, 41.8188, 41.8188, 42.0313, 378.157, 49.5191, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188, 41.8188
6.57343, 380.666, 318.44, 41.773, 19.5618, 62.2254, 41.773, 0, 41.773, 41.773, 41.9775, 311.279, 48.73, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773, 41.773
6.58129, 257.903, 261.925, 41.7288, 16.1215, -4.02185, 41.7288, 0, 41.7288, 41.7288, 41.9243, 255.508, 47.9498, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288, 41.7288
6.58915, 242.216, 215.249, 41.6864, 15.6274, 26.9672, 41.6864, 0, 41.6864, 41.6864, 41.8723, 209.557, 47.1925, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864, 41.6864
6.59701, 183.092, 177.142, 41.646, 13.6049, 5.95073, 41.646, 0, 41.646, 41.646, 41.8218, 172.142, 46.4697, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646, 41.646
6.60486, 150.986, 146.386, 41.6079, 12.3688, 4.6001, 41.6079, 0, 41.6079, 41.6079, 41.7733, 142.038, 45.7907, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079, 41.6079
6.61272, 107.518, 121.837, 41.5722, 10.4651, -14.3183, 41.5722, 0, 41.5722, 41.5722, 41.7272, 118.091, 45.1623, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722, 41.5722
6.62058, 83.2132, 102.458, 41.5388, 9.2311, -19.2446, 41.5388, 0, 41.5388, 41.5388, 41.6836, 99.2626, 44.5891, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388, 41.5388
6.62844, 78.3332, 87.3237, 41.5079, 8.96288, -8.99052, 41.5079, 0, 41.5079, 41.5079, 41.6428, 84.6234, 44.0732, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079, 41.5079
6.6363, 65.4437, 75.6288, 41.4793, 8.21241, -10.1851, 41.4793, 0, 41.4793, 41.4793, 41.6049, 73.3674, 43.6149, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793, 41.4793
6.64416, 52.5755, 66.6862, 41.4528, 7.38752, -14.1107, 41.4528, 0, 41.4528, 41.4528, 41.5697, 64.8091, 43.2129, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528, 41.4528
6.65202, 51.6788, 59.9173, 41.4284, 7.32658, -8.23845, 41.4284, 0, 41.4284, 41.4284, 41.5374, 58.3724, 42.8644, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284, 41.4284
6.65987, 29.2559, 54.8444, 41.4059, 5.5907, -25.5885, 41.4059, 0, 41.4059, 41.406, 41.5076, 53.583, 42.5657, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059, 41.4059
6.66773, 16.9797, 51.0801, 41.3851, 4.35657, -34.1004, 41.3851, 0, 41.3851, 41.3851, 41.4804, 50.0576, 42.3124, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851, 41.3851
6.67559, 28.135, 48.3131, 41.3658, 5.48954, -20.178, 41.3658, 0, 41.3658, 41.3658, 41.4554, 47.4895, 42.0998, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658, 41.3658
6.68345, 21.6701, 46.2983, 41.3478, 4.86519, -24.6282, 41.3478, 0, 41.3478, 41.3478, 41.4324, 45.6384, 41.923, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478, 41.3478
6.69131, 24.3009, 44.8445, 41.3308, 5.12844, -20.5436, 41.3308, 0, 41.3308, 41.3308, 41.4113, 44.3177, 41.7771, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308, 41.3308
6.69917, 15.5896, 43.8051, 41.3147, 4.19399, -28.2156, 41.3147, 0, 41.3147, 41.3147, 41.3917, 43.3853, 41.6575, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147, 41.3147
6.70703, 13.5114, 43.0694, 41.2993, 3.93845, -29.558, 41.2993, 0, 41.2993, 41.2993, 41.3734, 42.7345, 41.56, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993, 41.2993
6.71488, 17.3647, 42.5543, 41.2844, 4.40053, -25.1897, 41.2844, 0, 41.2844, 41.2845, 41.3563, 42.2861, 41.4808, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844, 41.2844
6.72274, 20.7262, 42.1996, 41.27, 4.7672, -21.4734, 41.27, 0, 41.27, 41.27, 41.34, 41.9831, 41.4163, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27, 41.27
6.7306, 13.736, 41.9619, 41.2557, 3.96686, -28.2259, 41.2557, 0, 41.2557, 41.2558, 41.3244, 41.7852, 41.3638, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557, 41.2557
6.73846, 13.4658, 41.8116, 41.2416, 3.93266, -28.3458, 41.2416, 0, 41.2417, 41.2417, 41.3093, 41.6649, 41.3206, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416, 41.2416
6.74632, 18.1524, 41.7298, 41.2276, 4.48914, -23.5774, 41.2276, 0, 41.2276, 41.2277, 41.2945, 41.6056, 41.2848, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276, 41.2276
6.75418, 14.9929, 41.7061, 41.2135, 4.12225, -26.7132, 41.2135, 0, 41.2135, 41.2136, 41.28, 41.5986, 41.2545, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135, 41.2135
6.76204, 12.1206, 41.738, 41.1993, 3.75773, -29.6174, 41.1993, 0, 41.1993, 41.1994, 41.2655, 41.6426, 41.2284, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993, 41.1993
6.76989, 23.3061, 41.8296, 41.185, 5.03051, -18.5235, 41.185, 0, 41.185, 41.1851, 41.2511, 41.7429, 41.2054, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185, 41.185
6.77775, 13.4152, 41.9921, 41.1704, 3.92622, -28.577, 41.1704, 0, 41.1704, 41.1705, 41.2366, 41.9115, 41.1846, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704, 41.1704
6.78561, 15.9735, 42.2442, 41.1555, 4.23952, -26.2707, 41.1555, 0, 41.1555, 41.1557, 41.2219, 42.1678, 41.1653, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555, 41.1555
6.79347, 23.5919, 42.6125, 41.1404, 5.05884, -19.0206, 41.1404, 0, 41.1404, 41.1406, 41.2071, 42.5389, 41.1471, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404, 41.1404
6.80133, 27.2598, 43.1332, 41.1248, 5.40924, -15.8734, 41.1248, 0, 41.1248, 41.125, 41.1919, 43.0615, 41.1293, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248, 41.1248
6.80919, 28.2477, 43.8537, 41.1089, 5.49979, -15.606, 41.1089, 0, 41.1089, 41.1091, 41.1763, 43.783, 41.1119, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089, 41.1089
6.81705, 36.6984, 44.8339, 41.0924, 6.2208, -8.13546, 41.0924, 0, 41.0925, 41.0927, 41.1603, 44.7637, 41.0945, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0924, 41.0925
6.8249, 29.7233, 46.148, 41.0754, 5.63234, -16.4247, 41.0754, 0, 41.0754, 41.0757, 41.1438, 46.078, 41.0768, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0754, 41.0755
6.83276, 40.595, 47.8863, 41.0577, 6.52649, -7.29124, 41.0577, 0, 41.0577, 41.058, 41.1265, 47.8162, 41.0586, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0577, 41.0578
6.84062, 49.761, 50.1566, 41.0391, 7.19451, -0.395615, 41.0391, 0, 41.0392, 41.0395, 41.1085, 50.0863, 41.0397, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0391, 41.0392
6.84848, 46.1167, 53.0852, 41.0195, 6.93662, -6.96856, 41.0195, 0, 41.0195, 41.0198, 41.0893, 53.0146, 41.0198, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0195, 41.0196
6.85634, 45.6936, 56.8161, 40.9985, 6.90606, -11.1225, 40.9985, 0, 40.9985, 40.9988, 41.0689, 56.745, 40.9987, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9985, 40.9987
6.8642, 54.4898, 61.5116, 40.9758, 7.51597, -7.02177, 40.9758, 0, 40.9758, 40.9761, 41.0467, 61.4399, 40.9759, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9758, 40.9761
6.87206, 68.6616, 67.3478, 40.9508, 8.40604, 1.31375, 40.9508, 0, 40.9508, 40.9511, 41.0222, 67.2755, 40.9509, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9508, 40.9512
6.87991, 67.059, 74.5128, 40.9229, 8.31017, -7.4538, 40.9229, 0, 40.923, 40.9233, 40.9949, 74.4398, 40.923, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9229, 40.9236
6.88777, 89.1688, 83.2014, 40.8914, 9.54824, 5.96742, 40.8914, 0, 40.8914, 40.8918, 40.964, 83.1276, 40.8915, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8914, 40.8923
6.89563, 98.2172, 93.6041, 40.8552, 10.0109, 4.61304, 40.8552, 0, 40.8552, 40.8556, 40.9283, 93.5294, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8552, 40.8565
6.90349, 112.686, 105.902, 40.8131, 10.7091, 6.78369, 40.8131, 0, 40.8131, 40.8134, 40.8867, 105.826, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8131, 40.8148
6.91135, 130.558, 120.254, 40.7635, 11.5134, 10.3033, 40.7635, 0, 40.7635, 40.7638, 40.8376, 120.177, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7635, 40.7658
6.91921, 157.827, 136.783, 40.7045, 12.6423, 21.0437, 40.7045, 0, 40.7045, 40.7049, 40.7793, 136.705, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7045, 40.7077
6.92707, 163.197, 155.566, 40.6341, 12.8529, 7.63118, 40.6341, 0, 40.6341, 40.6344, 40.7094, 155.486, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6341, 40.6384
6.93492, 165.604, 176.617, 40.5497, 12.9462, -11.0128, 40.5497, 0, 40.5497, 40.55, 40.6255, 176.535, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5497, 40.5554
6.94278, 166.554, 199.878, 40.4483, 12.9829, -33.3232, 40.4483, 0, 40.4483, 40.4486, 40.5248, 199.793, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4483, 40.4558
6.95064, 224.739, 225.209, 40.3268, 15.0578, -0.469727, 40.3268, 0, 40.3268, 40.3271, 40.4038, 225.122, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3268, 40.3366
6.9585, 268.053, 252.372, 40.1815, 16.4333, 15.6802, 40.1815, 0, 40.1815, 40.1818, 40.2591, 252.282, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1815, 40.1941
6.96636, 298.789, 281.041, 40.0086, 17.3433, 17.7477, 40.0086, 0, 40.0086, 40.0088, 40.0867, 280.947, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0086, 40.0246
6.97422, 294.734, 310.791, 39.8037, 17.226, -16.0568, 39.8037, 0, 39.8037, 39.8039, 39.8824, 310.692, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8037, 39.8239
6.98208, 376.183, 341.792, 40.2506, 19.4469, 34.3907, 40.2506, 0, 40.2506, 40.2508, 40.3298, 341.688, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2506, 40.2758
6.98993, 350.607, 372.789, 40.6785, 18.7778, -22.1821, 40.6785, 0, 40.6785, 40.6786, 40.7583, 372.678, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.6785, 40.7095
6.99779, 383.052, 403.118, 41.0786, 19.6228, -20.0659, 41.0786, 0, 41.0786, 41.0788, 41.1591, 403, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.0786, 41.1166
