   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_145.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
8.26157, 34.9654, 43.1958, 11.0501, 6.07992, -8.23041, 11.0501, 0, 11.0501, 11.0503, 43.1956, 11.0501, 11.0501, 11.0501, 11.0501, 11.0501, 11.0501, 11.0501, 11.0501, 11.0501, 11.0501, 11.0501, 11.0501, 11.0501
8.26944, 49.5233, 43.2465, 11.0519, 7.17797, 6.27681, 11.0519, 0, 11.0519, 11.0522, 43.2463, 11.0519, 11.0519, 11.0519, 11.0519, 11.0519, 11.0519, 11.0519, 11.0519, 11.0519, 11.0519, 11.0519, 11.0519, 11.0519
8.27732, 38.142, 42.9965, 11.0537, 6.33577, -4.85445, 11.0537, 0, 11.0538, 11.054, 42.9962, 11.0537, 11.0537, 11.0537, 11.0537, 11.0537, 11.0537, 11.0537, 11.0537, 11.0537, 11.0537, 11.0537, 11.0537, 11.0537
8.2852, 31.0149, 42.4528, 11.0552, 5.74586, -11.4379, 11.0552, 0, 11.0552, 11.0555, 42.4524, 11.0552, 11.0552, 11.0552, 11.0552, 11.0552, 11.0552, 11.0552, 11.0552, 11.0552, 11.0552, 11.0552, 11.0552, 11.0552
8.29308, 24.5786, 41.6308, 11.0557, 5.15544, -17.0522, 11.0557, 0, 11.0557, 11.0562, 41.6303, 11.0557, 11.0557, 11.0557, 11.0557, 11.0557, 11.0557, 11.0557, 11.0557, 11.0557, 11.0557, 11.0557, 11.0557, 11.0557
8.30096, 34.7949, 40.5523, 11.0548, 6.06588, -5.75737, 11.0548, 0, 11.0548, 11.0554, 40.5517, 11.0548, 11.0548, 11.0548, 11.0548, 11.0548, 11.0548, 11.0548, 11.0548, 11.0548, 11.0548, 11.0548, 11.0548, 11.0548
8.30884, 36.304, 39.2469, 11.0525, 6.18902, -2.94286, 11.0525, 0, 11.0525, 11.0533, 39.2461, 11.0525, 11.0525, 11.0525, 11.0525, 11.0525, 11.0525, 11.0525, 11.0525, 11.0525, 11.0525, 11.0525, 11.0525, 11.0525
8.31671, 45.2323, 37.7494, 11.0496, 6.87257, 7.48286, 11.0496, 0, 11.0496, 11.0507, 37.7483, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496
8.32459, 48.2233, 36.0978, 11.0466, 7.08684, 12.1255, 11.0466, 0, 11.0466, 11.0481, 36.0963, 11.0466, 11.0466, 11.0466, 11.0466, 11.0466, 11.0466, 11.0466, 11.0466, 11.0466, 11.0466, 11.0466, 11.0466, 11.0466
8.33247, 29.9271, 34.3311, 11.0431, 5.65041, -4.40392, 11.0431, 0, 11.0431, 11.0452, 34.329, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431, 11.0431
8.34035, 22.4235, 32.4885, 11.0386, 4.94202, -10.065, 11.0386, 0, 11.0386, 11.0415, 32.4856, 11.0386, 11.0386, 11.0386, 11.0386, 11.0386, 11.0386, 11.0386, 11.0386, 11.0386, 11.0386, 11.0386, 11.0386, 11.0386
8.34823, 26.3423, 30.6092, 11.0326, 5.32374, -4.26693, 11.0326, 0, 11.0327, 11.0366, 30.6052, 11.0326, 11.0326, 11.0326, 11.0326, 11.0326, 11.0326, 11.0326, 11.0326, 11.0326, 11.0326, 11.0326, 11.0326, 11.0326
8.35611, 17.2414, 28.7288, 11.0256, 4.3865, -11.4874, 11.0256, 0, 11.0256, 11.0309, 28.7235, 11.0256, 11.0256, 11.0256, 11.0256, 11.0256, 11.0256, 11.0256, 11.0256, 11.0256, 11.0256, 11.0256, 11.0256, 11.0256
8.36398, 24.3445, 26.8816, 11.0179, 5.13269, -2.53713, 11.0179, 0, 11.0179, 11.0252, 26.8743, 11.0179, 11.0179, 11.0179, 11.0179, 11.0179, 11.0179, 11.0179, 11.0179, 11.0179, 11.0179, 11.0179, 11.0179, 11.0179
8.37186, 29.2258, 25.0971, 11.0099, 5.58801, 4.12873, 11.0099, 0, 11.0099, 11.0197, 25.0873, 11.0099, 11.0099, 11.0099, 11.0099, 11.0099, 11.0099, 11.0099, 11.0099, 11.0099, 11.0099, 11.0099, 11.0099, 11.0099
8.37974, 29.3493, 23.3982, 11.0014, 5.59904, 5.95103, 11.0014, 0, 11.0014, 11.0145, 23.3851, 11.0014, 11.0014, 11.0014, 11.0014, 11.0014, 11.0014, 11.0014, 11.0014, 11.0014, 11.0014, 11.0014, 11.0014, 11.0014
8.38762, 19.3518, 21.804, 10.9918, 4.6208, -2.45224, 10.9918, 0, 10.9918, 11.0092, 21.7867, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918, 10.9918
8.3955, 18.8829, 20.3287, 10.981, 4.56978, -1.44585, 10.981, 0, 10.981, 11.0039, 20.3059, 10.981, 10.981, 10.981, 10.981, 10.981, 10.981, 10.981, 10.981, 10.981, 10.981, 10.981, 10.981, 10.981
8.40337, 17.6862, 18.9809, 10.9691, 4.43692, -1.29461, 10.9691, 0, 10.9691, 10.9989, 18.951, 10.9691, 10.9691, 10.9691, 10.9691, 10.9691, 10.9691, 10.9691, 10.9691, 10.9691, 10.9691, 10.9691, 10.9691, 10.9691
8.41125, 17.359, 17.7656, 10.9563, 4.39988, -0.406624, 10.9563, 0, 10.9563, 10.9949, 17.727, 10.9563, 10.9563, 10.9563, 10.9563, 10.9563, 10.9563, 10.9563, 10.9563, 10.9563, 10.9563, 10.9563, 10.9563, 10.9563
8.41913, 16.3633, 16.6833, 10.9422, 4.28524, -0.320059, 10.9422, 0, 10.9422, 10.9917, 16.6338, 10.9422, 10.9422, 10.9422, 10.9422, 10.9422, 10.9422, 10.9422, 10.9422, 10.9422, 10.9422, 10.9422, 10.9422, 10.9422
8.42701, 10.326, 15.731, 10.9264, 3.51083, -5.40503, 10.9264, 0, 10.9264, 10.9894, 15.668, 10.9264, 10.9264, 10.9264, 10.9264, 10.9264, 10.9264, 10.9264, 10.9264, 10.9264, 10.9264, 10.9264, 10.9264, 10.9264
8.43489, 10.0248, 14.9029, 10.9089, 3.46768, -4.87814, 10.9089, 0, 10.9089, 10.9883, 14.8235, 10.9089, 10.9089, 10.9089, 10.9089, 10.9089, 10.9089, 10.9089, 10.9089, 10.9089, 10.9089, 10.9089, 10.9089, 10.9089
8.44277, 11.773, 14.1919, 10.8898, 3.7112, -2.4189, 10.8898, 0, 10.8898, 10.9889, 14.0928, 10.8898, 10.8898, 10.8898, 10.8898, 10.8898, 10.8898, 10.8898, 10.8898, 10.8898, 10.8898, 10.8898, 10.8898, 10.8898
8.45064, 12.9772, 13.589, 10.8688, 3.87004, -0.611794, 10.8688, 0, 10.8689, 10.9915, 13.4663, 10.8688, 10.8688, 10.8688, 10.8688, 10.8688, 10.8688, 10.8688, 10.8688, 10.8688, 10.8689, 10.8688, 10.8688, 10.8688
8.45852, 14.5931, 13.0843, 10.8463, 4.07346, 1.50878, 10.8463, 0, 10.8463, 10.9967, 12.9339, 10.8463, 10.8463, 10.8463, 10.8463, 10.8463, 10.8463, 10.8463, 10.8463, 10.8463, 10.8463, 10.8463, 10.8463, 10.8463
8.4664, 12.1773, 12.6678, 10.8221, 3.76528, -0.490507, 10.8221, 0, 10.8221, 11.0049, 12.4851, 10.8221, 10.8221, 10.8221, 10.8221, 10.8221, 10.8221, 10.8221, 10.8221, 10.8221, 10.8221, 10.8221, 10.8221, 10.8221
8.47428, 15.7897, 12.3293, 10.7963, 4.21779, 3.46039, 10.7963, 0, 10.7963, 11.0163, 12.1093, 10.7963, 10.7963, 10.7963, 10.7963, 10.7963, 10.7963, 10.7963, 10.7963, 10.7963, 10.7963, 10.7963, 10.7963, 10.7963
8.48216, 12.5741, 12.0585, 10.7685, 3.81761, 0.515619, 10.7685, 0, 10.7685, 11.031, 11.796, 10.7685, 10.7685, 10.7685, 10.7685, 10.7685, 10.7685, 10.7685, 10.7685, 10.7685, 10.7685, 10.7685, 10.7685, 10.7685
8.49004, 16.9808, 11.8462, 10.7389, 4.35669, 5.13451, 10.7389, 0, 10.7389, 11.0492, 11.5359, 10.7389, 10.7389, 10.7389, 10.7389, 10.7389, 10.7389, 10.7389, 10.7389, 10.7389, 10.7389, 10.7389, 10.7389, 10.7389
8.49791, 10.6322, 11.6835, 10.7072, 3.55418, -1.0513, 10.7072, 0, 10.7072, 11.0706, 11.3201, 10.7072, 10.7072, 10.7072, 10.7072, 10.7072, 10.7072, 10.7072, 10.7072, 10.7072, 10.7072, 10.7072, 10.7072, 10.7072
8.50579, 16.5748, 11.5623, 10.6735, 4.30985, 5.0125, 10.6735, 0, 10.6735, 11.0952, 11.1406, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735
8.51367, 11.5706, 11.4759, 10.638, 3.68383, 0.0947218, 10.638, 0, 10.638, 11.123, 10.9909, 10.638, 10.638, 10.638, 10.638, 10.638, 10.638, 10.638, 10.638, 10.638, 10.638, 10.638, 10.638, 10.638
8.52155, 9.82577, 11.4182, 10.6012, 3.43886, -1.59239, 10.6012, 0, 10.6012, 11.1538, 10.8656, 10.6012, 10.6012, 10.6012, 10.6012, 10.6012, 10.6012, 10.6012, 10.6012, 10.6012, 10.6012, 10.6012, 10.6012, 10.6012
8.52943, 8.5673, 11.3838, 10.5636, 3.25074, -2.81647, 10.5636, 0, 10.5636, 11.1875, 10.7599, 10.5636, 10.5636, 10.5636, 10.5636, 10.5636, 10.5636, 10.5636, 10.5636, 10.5636, 10.5636, 10.5636, 10.5636, 10.5636
8.53731, 13.5631, 11.3673, 10.525, 3.945, 2.19573, 10.525, 0, 10.525, 11.2228, 10.6694, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525
8.54518, 10.5586, 11.3641, 10.4851, 3.54381, -0.805476, 10.4851, 0, 10.4851, 11.2586, 10.5905, 10.4851, 10.4851, 10.4851, 10.4851, 10.4851, 10.4851, 10.4851, 10.4851, 10.4851, 10.4851, 10.4851, 10.4851, 10.4851
8.55306, 13.9827, 11.37, 10.4441, 3.99783, 2.61261, 10.4441, 0, 10.4441, 11.2937, 10.5204, 10.4441, 10.4441, 10.4441, 10.4441, 10.4441, 10.4441, 10.4441, 10.4441, 10.4441, 10.4441, 10.4441, 10.4441, 10.4441
8.56094, 12.8483, 11.3814, 10.402, 3.85335, 1.46692, 10.402, 0, 10.402, 11.3267, 10.4567, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402
8.56882, 8.68426, 11.3949, 10.3588, 3.26868, -2.71065, 10.3588, 0, 10.3588, 11.356, 10.3977, 10.3588, 10.3588, 10.3588, 10.3588, 10.3588, 10.3588, 10.3588, 10.3588, 10.3588, 10.3588, 10.3588, 10.3588, 10.3588
8.5767, 10.1648, 11.4079, 10.3148, 3.48781, -1.24307, 10.3148, 0, 10.3148, 11.3804, 10.3423, 10.3148, 10.3148, 10.3148, 10.3148, 10.3148, 10.3148, 10.3148, 10.3148, 10.3148, 10.3148, 10.3148, 10.3148, 10.3148
8.58458, 10.4325, 11.4181, 10.2705, 3.52597, -0.985642, 10.2705, 0, 10.2705, 11.3989, 10.2897, 10.2705, 10.2705, 10.2705, 10.2705, 10.2705, 10.2705, 10.2705, 10.2705, 10.2705, 10.2705, 10.2705, 10.2705, 10.2705
8.59245, 9.34468, 11.4234, 10.2261, 3.36819, -2.07871, 10.2261, 0, 10.2261, 11.4101, 10.2394, 10.2261, 10.2261, 10.2261, 10.2261, 10.2261, 10.2261, 10.2261, 10.2261, 10.2261, 10.2261, 10.2261, 10.2261, 10.2261
8.60033, 14.8682, 11.4215, 10.1812, 4.10709, 3.44671, 10.1812, 0, 10.1812, 11.4123, 10.1904, 10.1812, 10.1812, 10.1812, 10.1812, 10.1812, 10.1812, 10.1812, 10.1812, 10.1812, 10.1812, 10.1812, 10.1812, 10.1812
8.60821, 9.87955, 11.4107, 10.1359, 3.44667, -1.53113, 10.1359, 0, 10.1359, 11.4044, 10.1422, 10.1359, 10.1359, 10.1359, 10.1359, 10.1359, 10.1359, 10.1359, 10.1359, 10.1359, 10.1359, 10.1359, 10.1359, 10.1359
8.61609, 11.439, 11.3892, 10.0897, 3.66593, 0.0498247, 10.0897, 0, 10.0897, 11.385, 10.0939, 10.0897, 10.0897, 10.0897, 10.0897, 10.0897, 10.0897, 10.0897, 10.0897, 10.0897, 10.0897, 10.0897, 10.0897, 10.0897
8.62397, 9.73544, 11.3562, 10.0428, 3.4257, -1.6208, 10.0428, 0, 10.0428, 11.3534, 10.0456, 10.0428, 10.0428, 10.0428, 10.0428, 10.0428, 10.0428, 10.0428, 10.0428, 10.0428, 10.0428, 10.0428, 10.0428, 10.0428
8.63185, 16.2504, 11.3116, 9.99553, 4.27205, 4.93881, 9.99553, 0, 9.99553, 11.3097, 9.99741, 9.99553, 9.99553, 9.99553, 9.99553, 9.99553, 9.99553, 9.99553, 9.99553, 9.99553, 9.99553, 9.99553, 9.99553, 9.99553
8.63972, 6.53616, 11.2556, 9.94838, 2.92167, -4.71941, 9.94838, 0, 9.94839, 11.2543, 9.94963, 9.94838, 9.94838, 9.94838, 9.94838, 9.94838, 9.94838, 9.94838, 9.94838, 9.94838, 9.94839, 9.94838, 9.94838, 9.94838
8.6476, 11.0724, 11.188, 9.90111, 3.61558, -0.115602, 9.90111, 0, 9.90112, 11.1872, 9.90193, 9.90111, 9.90111, 9.90111, 9.90111, 9.90111, 9.90111, 9.90111, 9.90111, 9.90111, 9.90112, 9.90111, 9.90111, 9.90111
8.65548, 9.44758, 11.1093, 9.85371, 3.38343, -1.66176, 9.85371, 0, 9.85372, 11.1088, 9.85424, 9.85371, 9.85371, 9.85371, 9.85371, 9.85371, 9.85371, 9.85371, 9.85371, 9.85371, 9.85371, 9.85371, 9.85371, 9.85371
8.66336, 13.5973, 11.0199, 9.80566, 3.94934, 2.57737, 9.80566, 0, 9.80567, 11.0195, 9.806, 9.80566, 9.80566, 9.80566, 9.80566, 9.80566, 9.80566, 9.80566, 9.80566, 9.80566, 9.80566, 9.80566, 9.80566, 9.80566
8.67124, 14.912, 10.9206, 9.75687, 4.11242, 3.99139, 9.75687, 0, 9.75688, 10.9204, 9.75709, 9.75687, 9.75687, 9.75687, 9.75687, 9.75687, 9.75687, 9.75687, 9.75687, 9.75687, 9.75687, 9.75687, 9.75687, 9.75687
8.67912, 17.9866, 10.8132, 9.70778, 4.47064, 7.17342, 9.70778, 0, 9.70779, 10.8131, 9.70792, 9.70778, 9.70778, 9.70778, 9.70778, 9.70778, 9.70778, 9.70778, 9.70778, 9.70778, 9.70779, 9.70778, 9.70778, 9.70778
8.68699, 11.5145, 10.6995, 9.65882, 3.67621, 0.815033, 9.65882, 0, 9.65883, 10.6994, 9.65891, 9.65882, 9.65882, 9.65882, 9.65882, 9.65882, 9.65882, 9.65882, 9.65882, 9.65882, 9.65882, 9.65882, 9.65882, 9.65882
8.69487, 9.92949, 10.581, 9.61009, 3.45391, -0.651526, 9.61009, 0, 9.61009, 10.581, 9.61014, 9.61009, 9.61009, 9.61009, 9.61009, 9.61009, 9.61009, 9.61009, 9.61009, 9.61009, 9.61009, 9.61009, 9.61009, 9.61009
8.70275, 7.46331, 10.459, 9.56115, 3.07625, -2.99567, 9.56115, 0, 9.56116, 10.4589, 9.56118, 9.56115, 9.56115, 9.56115, 9.56115, 9.56115, 9.56115, 9.56115, 9.56115, 9.56115, 9.56115, 9.56115, 9.56115, 9.56115
8.71063, 7.46779, 10.3349, 9.51209, 3.07698, -2.86715, 9.51209, 0, 9.5121, 10.3349, 9.51211, 9.51209, 9.51209, 9.51209, 9.51209, 9.51209, 9.51209, 9.51209, 9.51209, 9.51209, 9.5121, 9.51209, 9.51209, 9.51209
8.71851, 8.51264, 10.2098, 9.46238, 3.24232, -1.69716, 9.46238, 0, 9.46239, 10.2098, 9.46239, 9.46238, 9.46238, 9.46238, 9.46238, 9.46238, 9.46238, 9.46238, 9.46238, 9.46238, 9.46238, 9.46238, 9.46238, 9.46238
8.72639, 11.0253, 10.0853, 9.41241, 3.60906, 0.939987, 9.41241, 0, 9.41242, 10.0853, 9.41242, 9.41241, 9.41241, 9.41241, 9.41241, 9.41241, 9.41241, 9.41241, 9.41241, 9.41241, 9.41241, 9.41241, 9.41241, 9.41241
8.73426, 15.5, 9.96298, 9.36257, 4.1833, 5.53702, 9.36257, 0, 9.36258, 9.96297, 9.36258, 9.36257, 9.36257, 9.36257, 9.36257, 9.36257, 9.36257, 9.36257, 9.36257, 9.36257, 9.36258, 9.36257, 9.36257, 9.36257
8.74214, 9.95849, 9.84416, 9.31317, 3.4581, 0.114328, 9.31317, 0, 9.31318, 9.84415, 9.31318, 9.31317, 9.31317, 9.31317, 9.31317, 9.31317, 9.31317, 9.31317, 9.31317, 9.31317, 9.31318, 9.31317, 9.31317, 9.31317
8.75002, 7.47781, 9.72897, 9.26352, 3.07861, -2.25115, 9.26352, 0, 9.26353, 9.72895, 9.26352, 9.26352, 9.26352, 9.26352, 9.26352, 9.26352, 9.26352, 9.26352, 9.26352, 9.26352, 9.26352, 9.26352, 9.26352, 9.26352
8.7579, 13.0201, 9.61839, 9.214, 3.87557, 3.40169, 9.214, 0, 9.21401, 9.61837, 9.214, 9.214, 9.214, 9.214, 9.214, 9.214, 9.214, 9.214, 9.214, 9.214, 9.214, 9.214, 9.214, 9.214
8.76578, 19.476, 9.5125, 9.16426, 4.63422, 9.96346, 9.16426, 0, 9.16427, 9.51249, 9.16426, 9.16426, 9.16426, 9.16426, 9.16426, 9.16426, 9.16426, 9.16426, 9.16426, 9.16426, 9.16426, 9.16426, 9.16426, 9.16426
8.77365, 9.48637, 9.41154, 9.11429, 3.38915, 0.0748329, 9.11429, 0, 9.1143, 9.41152, 9.11429, 9.11429, 9.11429, 9.11429, 9.11429, 9.11429, 9.11429, 9.11429, 9.11429, 9.11429, 9.11429, 9.11429, 9.11429, 9.11429
8.78153, 10.9787, 9.31594, 9.06445, 3.60259, 1.66275, 9.06445, 0, 9.06446, 9.31592, 9.06445, 9.06445, 9.06445, 9.06445, 9.06445, 9.06445, 9.06445, 9.06445, 9.06445, 9.06445, 9.06445, 9.06445, 9.06445, 9.06445
8.78941, 13.4846, 9.22604, 9.01513, 3.93505, 4.2586, 9.01513, 0, 9.01514, 9.22603, 9.01513, 9.01513, 9.01513, 9.01513, 9.01513, 9.01513, 9.01513, 9.01513, 9.01513, 9.01513, 9.01514, 9.01513, 9.01513, 9.01513
8.79729, 10.4792, 9.14088, 8.96556, 3.53259, 1.33831, 8.96556, 0, 8.96557, 9.14087, 8.96556, 8.96556, 8.96556, 8.96556, 8.96556, 8.96556, 8.96556, 8.96556, 8.96556, 8.96556, 8.96556, 8.96556, 8.96556, 8.96556
8.80517, 15.9802, 9.06058, 8.91612, 4.2403, 6.9196, 8.91612, 0, 8.91613, 9.06057, 8.91612, 8.91612, 8.91612, 8.91612, 8.91612, 8.91612, 8.91612, 8.91612, 8.91612, 8.91612, 8.91613, 8.91612, 8.91612, 8.91612
8.81305, 9.03631, 8.9852, 8.86722, 3.32209, 0.0511055, 8.86722, 0, 8.86723, 8.98519, 8.86722, 8.86722, 8.86722, 8.86722, 8.86722, 8.86722, 8.86722, 8.86722, 8.86722, 8.86722, 8.86722, 8.86722, 8.86722, 8.86722
8.82093, 4.48327, 8.91357, 8.81805, 2.54623, -4.4303, 8.81805, 0, 8.81806, 8.91356, 8.81805, 8.81805, 8.81805, 8.81805, 8.81805, 8.81805, 8.81805, 8.81805, 8.81805, 8.81805, 8.81805, 8.81805, 8.81805, 8.81805
8.8288, 6.99257, 8.84568, 8.76902, 2.99876, -1.85312, 8.76902, 0, 8.76903, 8.84567, 8.76902, 8.76902, 8.76902, 8.76902, 8.76902, 8.76902, 8.76902, 8.76902, 8.76902, 8.76902, 8.76902, 8.76902, 8.76902, 8.76902
8.83668, 4.99331, 8.78152, 8.72052, 2.64449, -3.78821, 8.72052, 0, 8.72053, 8.78151, 8.72052, 8.72052, 8.72052, 8.72052, 8.72052, 8.72052, 8.72052, 8.72052, 8.72052, 8.72052, 8.72053, 8.72052, 8.72052, 8.72052
8.84456, 12.9172, 8.71987, 8.67176, 3.86228, 4.19736, 8.67176, 0, 8.67177, 8.71985, 8.67176, 8.67176, 8.67176, 8.67176, 8.67176, 8.67176, 8.67176, 8.67176, 8.67176, 8.67176, 8.67177, 8.67176, 8.67176, 8.67176
8.85244, 13.4613, 8.66075, 8.62314, 3.93209, 4.80059, 8.62314, 0, 8.62315, 8.66074, 8.62314, 8.62314, 8.62314, 8.62314, 8.62314, 8.62314, 8.62314, 8.62314, 8.62314, 8.62314, 8.62314, 8.62314, 8.62314, 8.62314
8.86032, 9.02889, 8.64526, 8.61611, 3.32098, 0.383633, 8.61611, 0, 8.61612, 8.64525, 8.61611, 8.61611, 8.61611, 8.61611, 8.61611, 8.61611, 8.61611, 8.61611, 8.61611, 8.61611, 8.61611, 8.61611, 8.61611, 8.61611
8.8682, 9.56318, 8.63113, 8.60874, 3.40047, 0.932044, 8.60874, 0, 8.60875, 8.63112, 8.60874, 8.60874, 8.60874, 8.60874, 8.60874, 8.60874, 8.60874, 8.60874, 8.60874, 8.60874, 8.60874, 8.60874, 8.60874, 8.60874
8.87607, 6.40669, 8.61843, 8.60137, 2.89943, -2.21174, 8.60137, 0, 8.60138, 8.61842, 8.60137, 8.60137, 8.60137, 8.60137, 8.60137, 8.60137, 8.60137, 8.60137, 8.60137, 8.60137, 8.60137, 8.60137, 8.60137, 8.60137
8.88395, 9.57918, 8.60723, 8.59435, 3.40282, 0.971951, 8.59435, 0, 8.59435, 8.60722, 8.59435, 8.59435, 8.59435, 8.59435, 8.59435, 8.59435, 8.59435, 8.59435, 8.59435, 8.59435, 8.59435, 8.59435, 8.59435, 8.59435
8.89183, 8.39256, 8.59664, 8.58699, 3.22375, -0.204072, 8.58699, 0, 8.587, 8.59663, 8.58699, 8.58699, 8.58699, 8.58699, 8.58699, 8.58699, 8.58699, 8.58699, 8.58699, 8.58699, 8.58699, 8.58699, 8.58699, 8.58699
8.89971, 11.5926, 8.5868, 8.57963, 3.68681, 3.00577, 8.57963, 0, 8.57964, 8.58679, 8.57963, 8.57963, 8.57963, 8.57963, 8.57963, 8.57963, 8.57963, 8.57963, 8.57963, 8.57963, 8.57963, 8.57963, 8.57963, 8.57963
8.90759, 10.4553, 8.57747, 8.57219, 3.5292, 1.8778, 8.57219, 0, 8.5722, 8.57745, 8.57219, 8.57219, 8.57219, 8.57219, 8.57219, 8.57219, 8.57219, 8.57219, 8.57219, 8.57219, 8.57219, 8.57219, 8.57219, 8.57219
8.91546, 10.9901, 8.56827, 8.56442, 3.60418, 2.42181, 8.56442, 0, 8.56443, 8.56826, 8.56442, 8.56442, 8.56442, 8.56442, 8.56442, 8.56442, 8.56442, 8.56442, 8.56442, 8.56442, 8.56442, 8.56442, 8.56442, 8.56442
8.92334, 10.4468, 8.55945, 8.55665, 3.528, 1.88736, 8.55665, 0, 8.55666, 8.55943, 8.55665, 8.55665, 8.55665, 8.55665, 8.55665, 8.55665, 8.55665, 8.55665, 8.55665, 8.55665, 8.55666, 8.55665, 8.55665, 8.55665
8.93122, 10.3525, 8.55122, 8.54922, 3.51461, 1.80123, 8.54922, 0, 8.54922, 8.55121, 8.54922, 8.54922, 8.54922, 8.54922, 8.54922, 8.54922, 8.54922, 8.54922, 8.54922, 8.54922, 8.54922, 8.54922, 8.54922, 8.54922
8.9391, 18.7193, 8.54289, 8.54146, 4.55185, 10.1764, 8.54146, 0, 8.54147, 8.54288, 8.54146, 8.54146, 8.54146, 8.54146, 8.54146, 8.54146, 8.54146, 8.54146, 8.54146, 8.54146, 8.54146, 8.54146, 8.54146, 8.54146
8.94698, 9.89256, 8.53472, 8.5337, 3.44856, 1.35784, 8.5337, 0, 8.53371, 8.53471, 8.5337, 8.5337, 8.5337, 8.5337, 8.5337, 8.5337, 8.5337, 8.5337, 8.5337, 8.5337, 8.53371, 8.5337, 8.5337, 8.5337
8.95486, 14.3306, 8.52638, 8.52566, 4.04111, 5.80423, 8.52566, 0, 8.52567, 8.52637, 8.52566, 8.52566, 8.52566, 8.52566, 8.52566, 8.52566, 8.52566, 8.52566, 8.52566, 8.52566, 8.52566, 8.52566, 8.52566, 8.52566
8.96274, 12.6452, 8.51781, 8.5173, 3.82691, 4.12742, 8.5173, 0, 8.51731, 8.5178, 8.5173, 8.5173, 8.5173, 8.5173, 8.5173, 8.5173, 8.5173, 8.5173, 8.5173, 8.5173, 8.51731, 8.5173, 8.5173, 8.5173
8.97061, 7.8731, 8.50931, 8.50895, 3.14215, -0.636208, 8.50895, 0, 8.50896, 8.50929, 8.50895, 8.50895, 8.50895, 8.50895, 8.50895, 8.50895, 8.50895, 8.50895, 8.50895, 8.50895, 8.50896, 8.50895, 8.50895, 8.50895
8.97849, 10.6626, 8.50115, 8.5009, 3.55845, 2.16144, 8.5009, 0, 8.50091, 8.50114, 8.5009, 8.5009, 8.5009, 8.5009, 8.5009, 8.5009, 8.5009, 8.5009, 8.5009, 8.5009, 8.50091, 8.5009, 8.5009, 8.5009
8.98637, 8.42776, 8.49274, 8.49257, 3.2292, -0.0649872, 8.49257, 0, 8.49258, 8.49273, 8.49257, 8.49257, 8.49257, 8.49257, 8.49257, 8.49257, 8.49257, 8.49257, 8.49257, 8.49257, 8.49257, 8.49257, 8.49257, 8.49257
8.99425, 11.8589, 8.48436, 8.48424, 3.72275, 3.3745, 8.48424, 0, 8.48425, 8.48435, 8.48424, 8.48424, 8.48424, 8.48424, 8.48424, 8.48424, 8.48424, 8.48424, 8.48424, 8.48424, 8.48424, 8.48424, 8.48424, 8.48424
9.00213, 7.81871, 8.4755, 8.47541, 3.13348, -0.656787, 8.47541, 0, 8.47542, 8.47549, 8.47541, 8.47541, 8.47541, 8.47541, 8.47541, 8.47541, 8.47541, 8.47541, 8.47541, 8.47541, 8.47541, 8.47541, 8.47541, 8.47541
9.01, 6.85601, 8.46638, 8.46631, 2.9759, -1.61037, 8.46631, 0, 8.46632, 8.46637, 8.46631, 8.46631, 8.46631, 8.46631, 8.46631, 8.46631, 8.46631, 8.46631, 8.46631, 8.46631, 8.46631, 8.46631, 8.46631, 8.46631
9.01788, 6.99058, 8.45727, 8.45722, 2.99843, -1.46669, 8.45722, 0, 8.45723, 8.45726, 8.45722, 8.45722, 8.45722, 8.45722, 8.45722, 8.45722, 8.45722, 8.45722, 8.45722, 8.45722, 8.45722, 8.45722, 8.45722, 8.45722
9.02576, 9.99037, 8.44842, 8.44837, 3.46271, 1.54195, 8.44837, 0, 8.44838, 8.44841, 8.44837, 8.44837, 8.44837, 8.44837, 8.44837, 8.44837, 8.44837, 8.44837, 8.44837, 8.44837, 8.44838, 8.44837, 8.44837, 8.44837
9.03364, 6.95201, 8.43934, 8.43931, 2.99199, -1.48733, 8.43931, 0, 8.43931, 8.43933, 8.43931, 8.43931, 8.43931, 8.43931, 8.43931, 8.43931, 8.43931, 8.43931, 8.43931, 8.43931, 8.43931, 8.43931, 8.43931, 8.43931
