   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_705.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.86351, 22.141, 29.306, 24.8753, 4.91335, -7.165, 0, 25.056, 24.8753, 29.1177, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8828, 24.8753
6.87139, 15.9694, 30.5493, 24.8666, 4.23903, -14.5799, 0, 25.052, 24.8667, 30.3579, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8666, 24.8726, 24.8666
6.87927, 24.4414, 32.0841, 24.8572, 5.14212, -7.64274, 0, 25.0456, 24.8572, 31.891, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.8572, 24.862, 24.8572
6.88714, 28.8786, 33.9561, 24.8468, 5.55685, -5.07746, 0, 25.0365, 24.8469, 33.7625, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8468, 24.8507, 24.8468
6.89502, 26.1791, 36.2105, 24.8353, 5.3084, -10.0314, 0, 25.0244, 24.8354, 36.0181, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8353, 24.8386, 24.8353
6.9029, 26.8046, 38.8911, 24.8225, 5.36699, -12.0866, 0, 25.0093, 24.8225, 38.7014, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8225, 24.8254, 24.8225
6.91077, 30.0245, 42.0373, 24.808, 5.65902, -12.0127, 0, 24.9909, 24.8081, 41.8516, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.808, 24.8109, 24.808
6.91865, 31.1525, 45.6814, 24.7916, 5.75782, -14.5289, 0, 24.9688, 24.7916, 45.5012, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7916, 24.7945, 24.7916
6.92653, 35.8799, 49.8454, 24.7727, 6.15467, -13.9655, 0, 24.943, 24.7728, 49.6718, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7727, 24.7761, 24.7727
6.93441, 40.3814, 54.5375, 24.751, 6.5101, -14.156, 0, 24.9129, 24.751, 54.3715, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.751, 24.755, 24.751
6.94228, 47.29, 59.7493, 24.7258, 7.02068, -12.4593, 0, 24.8784, 24.7258, 59.5917, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7258, 24.7308, 24.7258
6.95016, 51.6576, 65.4528, 24.6965, 7.32514, -13.7952, 0, 24.8391, 24.6966, 65.304, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.6965, 24.7028, 24.6965
6.95804, 75.3905, 71.5998, 24.6625, 8.79719, 3.79071, 0, 24.7943, 24.6625, 71.46, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6625, 24.6704, 24.6625
6.96591, 64.4328, 78.1167, 24.6228, 8.15063, -13.6839, 0, 24.7437, 24.6229, 77.9857, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6228, 24.6329, 24.6228
6.97379, 84.6287, 84.9094, 24.5768, 9.30746, -0.280678, 0, 24.6866, 24.5768, 84.7869, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5768, 24.5895, 24.5768
6.98167, 94.7033, 91.8605, 24.5235, 9.83379, 2.8428, 0, 24.6223, 24.5235, 91.7458, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5235, 24.5394, 24.5235
6.98954, 69.8104, 99.1255, 24.7539, 8.4741, -29.315, 0, 24.8421, 24.754, 99.0175, 24.7539, 24.7539, 24.7539, 24.7539, 24.7539, 24.7539, 24.7539, 24.7539, 24.7539, 24.7539, 24.7539, 24.7539, 24.7539, 24.754, 24.7539, 24.7539, 24.7737, 24.7539
6.99742, 103.644, 106.259, 24.9745, 10.2783, -2.61467, 0, 25.0525, 24.9745, 106.157, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9745, 24.9987, 24.9745
7.0053, 93.8604, 112.667, 24.7533, 9.79083, -18.8064, 0, 24.8217, 24.7533, 112.569, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7533, 24.7827, 24.7533
7.01317, 102.326, 118.406, 24.3139, 10.214, -16.0792, 0, 24.3734, 24.3139, 118.311, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3493, 24.3139
7.02105, 106.486, 123.521, 23.8662, 10.4157, -17.0352, 0, 23.9175, 23.8662, 123.428, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.8662, 23.9083, 23.8662
7.02893, 106.352, 127.858, 23.4105, 10.4092, -21.5067, 0, 23.4545, 23.4106, 127.765, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4105, 23.4602, 23.4105
7.0368, 135.462, 131.279, 22.9478, 11.7244, 4.18243, 0, 22.9852, 22.9478, 131.184, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 22.9478, 23.0056, 22.9478
7.04468, 114.632, 133.67, 22.4787, 10.7996, -19.0384, 0, 22.5104, 22.4787, 133.572, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.5454, 22.4787
7.05256, 109.393, 134.945, 22.0045, 10.5543, -25.5518, 0, 22.0312, 22.0045, 134.842, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0045, 22.0806, 22.0045
7.06044, 123.446, 135.053, 21.5264, 11.2003, -11.6071, 0, 21.5487, 21.5264, 134.945, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.5264, 21.6123, 21.5264
7.06831, 116.868, 133.978, 21.046, 10.9027, -17.1101, 0, 21.0647, 21.046, 133.863, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.046, 21.142, 21.046
7.07619, 111.696, 131.742, 20.5646, 10.6628, -20.0455, 0, 20.5803, 20.5646, 131.62, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.5646, 20.6707, 20.5646
7.08407, 110.819, 128.401, 20.0841, 10.6216, -17.5821, 0, 20.0972, 20.0841, 128.271, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.0841, 20.2002, 20.0841
7.09194, 93.9959, 124.045, 19.606, 9.79775, -30.0492, 0, 19.617, 19.606, 123.908, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.606, 19.7316, 19.606
7.09982, 99.6979, 118.793, 19.132, 10.0845, -19.0951, 0, 19.1414, 19.1321, 118.649, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.132, 19.2667, 19.132
7.1077, 77.9429, 112.785, 18.6638, 8.94108, -34.842, 0, 18.6719, 18.6639, 112.634, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.6638, 18.8066, 18.6638
7.11557, 83.9504, 106.177, 18.203, 9.27094, -22.2269, 0, 18.2101, 18.2031, 106.02, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.203, 18.3528, 18.203
7.12345, 81.8432, 99.1343, 17.751, 9.15659, -17.2911, 0, 17.7572, 17.751, 98.9725, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.751, 17.9065, 17.751
7.13133, 77.9328, 91.8216, 17.3083, 8.94052, -13.8888, 0, 17.3139, 17.3084, 91.6561, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.3083, 17.4681, 17.3083
7.1392, 73.9178, 84.4, 16.8756, 8.71309, -10.4821, 0, 16.8808, 16.8757, 84.2322, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 16.8756, 17.0382, 16.8756
7.14708, 63.9497, 77.0173, 16.4532, 8.12094, -13.0676, 0, 16.458, 16.4533, 76.8487, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.4532, 16.6169, 16.4532
7.15496, 68.9258, 69.8081, 16.0411, 8.42175, -0.882263, 0, 16.0456, 16.0412, 69.6403, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.0411, 16.2042, 16.0411
7.16284, 52.9348, 62.8842, 15.6388, 7.4118, -9.94949, 0, 15.6432, 15.639, 62.7188, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.6388, 15.7999, 15.6388
7.17071, 51.0166, 56.3393, 15.2462, 7.28125, -5.32271, 0, 15.2505, 15.2464, 56.1775, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.2462, 15.4036, 15.2462
7.17859, 50.9794, 50.2412, 14.8626, 7.27869, 0.738121, 0, 14.8668, 14.8628, 50.0845, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 14.8626, 15.015, 14.8626
7.18647, 34.9589, 44.6378, 14.4875, 6.07939, -9.67884, 0, 14.4916, 14.4878, 44.4872, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.4875, 14.6336, 14.4875
7.19434, 33.1337, 39.555, 14.1199, 5.92736, -6.42133, 0, 14.124, 14.1203, 39.4115, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.1199, 14.2589, 14.1199
7.20222, 34.8836, 35.0006, 13.7591, 6.07319, -0.11692, 0, 13.7632, 13.7597, 34.8649, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.8902, 13.7591
7.2101, 31.0379, 30.9647, 13.4038, 5.74786, 0.0732422, 0, 13.4078, 13.4046, 30.8372, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.4038, 13.5265, 13.4038
7.21797, 32.8802, 27.4264, 13.0528, 5.90594, 5.45382, 0, 13.0569, 13.0539, 27.3071, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.0528, 13.1669, 13.0528
7.22585, 28.104, 24.353, 12.7051, 5.48671, 3.75094, 0, 12.7092, 12.7066, 24.2419, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.8107, 12.7051
7.23373, 16.0688, 21.7061, 12.3597, 4.25074, -5.63729, 0, 12.3639, 12.3618, 21.6027, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.3597, 12.457, 12.3597
7.2416, 19.9244, 19.4428, 12.0159, 4.68235, 0.481636, 0, 12.02, 12.0186, 19.3465, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.0159, 12.1053, 12.0159
7.24948, 14.9488, 17.518, 11.6728, 4.11689, -2.56925, 0, 11.677, 11.6765, 17.4279, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.6728, 11.7551, 11.6728
7.25736, 15.1274, 15.8881, 11.3303, 4.13852, -0.760734, 0, 11.3345, 11.3351, 15.8032, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.3303, 11.4061, 11.3303
7.26523, 13.0689, 14.5097, 10.9873, 3.88187, -1.44081, 0, 10.9916, 10.9937, 14.4288, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 10.9873, 11.0577, 10.9873
7.27311, 12.9123, 13.3432, 10.6436, 3.86164, -0.430892, 0, 10.6479, 10.6519, 13.2649, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.6436, 10.7093, 10.6436
7.28099, 15.8581, 12.352, 10.2984, 4.22589, 3.50615, 0, 10.3027, 10.3091, 12.275, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.3604, 10.2984
7.28887, 12.1223, 11.3061, 9.75337, 3.75796, 0.816198, 0, 9.75773, 9.76695, 11.229, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.75337, 9.81255, 9.75337
7.29674, 9.99058, 10.34, 9.17069, 3.46274, -0.34945, 0, 9.17509, 9.18785, 10.2613, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.17069, 9.22788, 9.17069
7.30462, 10.9901, 9.76923, 8.88935, 3.60418, 1.22087, 0, 8.89379, 8.91082, 9.6874, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.88935, 8.94528, 8.88935
7.3125, 9.82936, 9.48413, 8.81964, 3.43938, 0.345225, 0, 8.82411, 8.84622, 9.39779, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.81964, 8.87492, 8.81964
7.32037, 11.0395, 9.25648, 8.74954, 3.61103, 1.78305, 0, 8.75406, 8.78212, 9.16426, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.74954, 8.80467, 8.74954
7.32825, 11.0439, 9.0728, 8.67887, 3.61164, 1.97112, 0, 8.68342, 8.71839, 8.97341, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.67887, 8.73418, 8.67887
7.33613, 7.86583, 8.9225, 8.60761, 3.14099, -1.05667, 0, 8.6122, 8.65508, 8.81472, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.60761, 8.66331, 8.60761
7.344, 11.11, 8.7973, 8.53585, 3.62077, 2.31271, 0, 8.54048, 8.59227, 8.68007, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.53585, 8.59202, 8.53585
7.35188, 11.8566, 8.69075, 8.46368, 3.72245, 3.16585, 0, 8.46835, 8.53007, 8.56311, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.46368, 8.52025, 8.46368
7.35976, 7.25524, 8.59796, 8.39124, 3.04224, -1.34272, 0, 8.39595, 8.46855, 8.45912, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.39124, 8.44805, 8.39124
7.36763, 8.85192, 8.51504, 8.3185, 3.29423, 0.336883, 0, 8.32326, 8.40762, 8.3644, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.3185, 8.37528, 8.3185
7.37551, 4.13395, 8.43911, 8.24552, 2.47668, -4.30515, 0, 8.25031, 8.34719, 8.27624, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.24552, 8.30192, 8.24552
7.38339, 11.8419, 8.3681, 8.17244, 3.72047, 3.47379, 0, 8.17728, 8.28726, 8.19281, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.17244, 8.22808, 8.17244
7.39126, 9.83244, 8.30052, 8.09949, 3.43983, 1.53192, 0, 8.10436, 8.22782, 8.11286, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.09949, 8.15394, 8.09949
7.39914, 11.1437, 8.23508, 8.02664, 3.62543, 2.90863, 0, 8.03155, 8.16862, 8.03533, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.02664, 8.07948, 8.02664
7.40702, 11.905, 8.17077, 7.95389, 3.72895, 3.73428, 0, 7.95885, 8.10938, 7.95949, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 7.95389, 8.00472, 7.95389
7.4149, 7.24049, 8.10692, 7.88137, 3.03982, -0.866433, 0, 7.88636, 8.04991, 7.88494, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.88137, 7.92981, 7.88137
7.42277, 16.4688, 8.04283, 7.80897, 4.29753, 8.42594, 0, 7.81401, 7.9898, 7.81122, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.80897, 7.8547, 7.80897
7.43065, 9.33736, 7.97797, 7.73668, 3.3671, 1.35939, 0, 7.74176, 7.92872, 7.73809, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.73668, 7.77943, 7.73668
7.43853, 9.98792, 7.91208, 7.66461, 3.46236, 2.07584, 0, 7.66974, 7.8665, 7.66549, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.66461, 7.7042, 7.66461
7.4464, 12.1772, 7.84495, 7.59288, 3.76526, 4.33221, 0, 7.59805, 7.80296, 7.59342, 7.59288, 7.59288, 7.59288, 7.59288, 7.59288, 7.59288, 7.59288, 7.59288, 7.59288, 7.59288, 7.59288, 7.59288, 7.59288, 7.59289, 7.59288, 7.59288, 7.62917, 7.59288
7.45428, 6.89571, 7.77637, 7.52152, 2.98257, -0.880658, 0, 7.52673, 7.7379, 7.52185, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.52152, 7.55445, 7.52152
7.46216, 14.0896, 7.70606, 7.45041, 4.01119, 6.38355, 0, 7.45566, 7.67102, 7.45061, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.45041, 7.47999, 7.45041
7.47003, 11.5855, 7.63402, 7.37963, 3.68585, 3.95147, 0, 7.38493, 7.60229, 7.37975, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.37963, 7.40594, 7.37963
7.47791, 8.19195, 7.56032, 7.3093, 3.19248, 0.631629, 0, 7.31464, 7.53174, 7.30936, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.3093, 7.33246, 7.3093
7.48579, 1.52107, 7.4848, 7.23919, 1.87645, -5.96373, 0, 7.24458, 7.45918, 7.23923, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.23919, 7.25938, 7.23919
7.49366, 2.78191, 7.40766, 7.16942, 2.18676, -4.62575, 0, 7.17486, 7.38478, 7.16944, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.16942, 7.18684, 7.16942
7.50154, 5.66081, 7.32918, 7.1001, 2.76782, -1.66837, 0, 7.10559, 7.30881, 7.10012, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.1001, 7.11498, 7.1001
7.50942, 8.21546, 7.24934, 7.031, 3.19616, 0.966114, 0, 7.03654, 7.23122, 7.03101, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.031, 7.04358, 7.031
7.51729, 8.64372, 7.1685, 6.96224, 3.26247, 1.47522, 0, 6.96783, 7.15238, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.96224, 6.97276, 6.96224
7.52517, 9.22325, 7.15747, 6.96434, 3.35011, 2.06579, 0, 6.96999, 7.1431, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.96434, 6.97306, 6.96434
