   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_72.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.47615, 1.99756, 3.98169, 3.02778, 1.99939, -1.98414, 0, 3.02779, 3.02782, 3.02782, 3.02788, 3.02793, 3.02862, 3.02778, 3.02778, 3.02778, 3.02778, 3.02778, 3.02778, 3.02778, 3.02778, 3.02778, 3.02778, 3.02778, 3.09032, 3.02778, 3.91799, 3.02778
3.48378, 3.3084, 3.99498, 3.04556, 2.304, -0.686588, 0, 3.04557, 3.0456, 3.04559, 3.04567, 3.04571, 3.04641, 3.04556, 3.04556, 3.04556, 3.04556, 3.04556, 3.04556, 3.04556, 3.04556, 3.04556, 3.04556, 3.04556, 3.09788, 3.04556, 3.94147, 3.04556
3.49141, 4.78797, 3.98004, 3.06462, 2.60537, 0.80793, 0, 3.06463, 3.06466, 3.06466, 3.06475, 3.06477, 3.06549, 3.06462, 3.06462, 3.06462, 3.06462, 3.06462, 3.06462, 3.06462, 3.06462, 3.06462, 3.06462, 3.06462, 3.10789, 3.06462, 3.93554, 3.06462
3.49904, 3.89644, 3.93957, 3.08469, 2.42826, -0.0431321, 0, 3.0847, 3.08473, 3.08473, 3.08484, 3.08485, 3.08559, 3.08469, 3.08469, 3.08469, 3.08469, 3.08469, 3.08469, 3.08469, 3.08469, 3.08469, 3.08469, 3.08469, 3.12007, 3.08469, 3.9029, 3.08469
3.50667, 2.28659, 3.879, 3.10552, 2.07041, -1.59241, 0, 3.10553, 3.10556, 3.10556, 3.1057, 3.10568, 3.10645, 3.10552, 3.10552, 3.10552, 3.10552, 3.10552, 3.10552, 3.10552, 3.10552, 3.10552, 3.10552, 3.10552, 3.13412, 3.10552, 3.84904, 3.10552
3.5143, 3.80248, 3.80557, 3.1269, 2.40883, -0.00308704, 0, 3.12691, 3.12694, 3.12693, 3.12711, 3.12706, 3.12789, 3.1269, 3.1269, 3.1269, 3.1269, 3.1269, 3.1269, 3.1269, 3.1269, 3.1269, 3.1269, 3.1269, 3.14975, 3.1269, 3.78125, 3.1269
3.52193, 5.99528, 3.72712, 3.14867, 2.82759, 2.26816, 0, 3.14867, 3.14871, 3.1487, 3.14893, 3.14884, 3.14977, 3.14867, 3.14867, 3.14867, 3.14867, 3.14867, 3.14867, 3.14867, 3.14867, 3.14867, 3.14867, 3.14867, 3.16672, 3.14867, 3.70744, 3.14867
3.52957, 2.26234, 3.65102, 3.17071, 2.06454, -1.38868, 0, 3.17072, 3.17075, 3.17074, 3.17102, 3.17089, 3.17202, 3.17071, 3.17071, 3.17071, 3.17071, 3.17071, 3.17071, 3.17071, 3.17071, 3.17071, 3.17071, 3.17071, 3.18482, 3.17071, 3.63502, 3.17071
3.5372, 5.72794, 3.58319, 3.19294, 2.77992, 2.14475, 0, 3.19295, 3.19298, 3.19297, 3.19333, 3.19312, 3.19465, 3.19294, 3.19294, 3.19294, 3.19294, 3.19294, 3.19294, 3.19294, 3.19294, 3.19294, 3.19294, 3.19294, 3.20384, 3.19294, 3.56993, 3.19294
3.54483, 2.24819, 3.52763, 3.21531, 2.06111, -1.27944, 0, 3.21531, 3.21535, 3.21534, 3.21579, 3.2155, 3.21775, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.22363, 3.21531, 3.51611, 3.21531
3.55246, 6.74214, 3.48638, 3.23777, 2.95671, 3.25576, 0, 3.23778, 3.23782, 3.23781, 3.23838, 3.23797, 3.24157, 3.23777, 3.23777, 3.23777, 3.23777, 3.23777, 3.23777, 3.23777, 3.23777, 3.23777, 3.23777, 3.23778, 3.24406, 3.23777, 3.47541, 3.23777
3.56009, 3.83625, 3.45979, 3.26033, 2.41583, 0.376464, 0, 3.26034, 3.26037, 3.26036, 3.2611, 3.26053, 3.26652, 3.26033, 3.26033, 3.26033, 3.26033, 3.26033, 3.26033, 3.26033, 3.26033, 3.26033, 3.26033, 3.26033, 3.26502, 3.26033, 3.44784, 3.26033
3.56772, 3.23123, 3.44711, 3.28295, 2.28719, -0.21588, 0, 3.28296, 3.28299, 3.28299, 3.28395, 3.28316, 3.29325, 3.28295, 3.28295, 3.28295, 3.28295, 3.28295, 3.28295, 3.28295, 3.28295, 3.28295, 3.28295, 3.28295, 3.28642, 3.28295, 3.43205, 3.28295
3.57536, 10.8434, 3.44713, 3.30564, 3.58377, 7.3963, 0, 3.30565, 3.30569, 3.30568, 3.30695, 3.30586, 3.32273, 3.30564, 3.30564, 3.30564, 3.30564, 3.30564, 3.30564, 3.30564, 3.30564, 3.30564, 3.30564, 3.30565, 3.30818, 3.30564, 3.4259, 3.30564
3.58299, 5.28656, 3.45877, 3.3284, 2.69936, 1.82779, 0, 3.32841, 3.32844, 3.32844, 3.33012, 3.32863, 3.35628, 3.3284, 3.3284, 3.3284, 3.3284, 3.3284, 3.3284, 3.3284, 3.3284, 3.3284, 3.3284, 3.3284, 3.33023, 3.3284, 3.42704, 3.3284
3.59062, 9.05774, 3.48154, 3.35123, 3.32532, 5.57621, 0, 3.35123, 3.35127, 3.35126, 3.35348, 3.35146, 3.39561, 3.35123, 3.35123, 3.35123, 3.35123, 3.35123, 3.35123, 3.35123, 3.35123, 3.35123, 3.35123, 3.35123, 3.35253, 3.35123, 3.43328, 3.35123
3.59825, 7.8508, 3.51568, 3.37411, 3.1386, 4.33512, 0, 3.37412, 3.37415, 3.37415, 3.37705, 3.37435, 3.44273, 3.37411, 3.37411, 3.37411, 3.37411, 3.37411, 3.37411, 3.37411, 3.37411, 3.37411, 3.37411, 3.37412, 3.37504, 3.37411, 3.44289, 3.37411
3.60588, 6.86029, 3.56213, 3.39707, 2.97662, 3.29816, 0, 3.39707, 3.39711, 3.3971, 3.40083, 3.39731, 3.49982, 3.39707, 3.39707, 3.39707, 3.39707, 3.39707, 3.39707, 3.39707, 3.39707, 3.39707, 3.39707, 3.39707, 3.39771, 3.39707, 3.45464, 3.39707
3.61351, 5.93253, 3.62216, 3.42008, 2.81648, 2.31037, 0, 3.42009, 3.42012, 3.42012, 3.42481, 3.42033, 3.56891, 3.42008, 3.42008, 3.42008, 3.42008, 3.42008, 3.42008, 3.42008, 3.42008, 3.42008, 3.42008, 3.42008, 3.42053, 3.42008, 3.46783, 3.42008
3.62114, 3.17831, 3.69688, 3.44316, 2.27559, -0.518572, 0, 3.44317, 3.4432, 3.4432, 3.44897, 3.44342, 3.65147, 3.44316, 3.44316, 3.44316, 3.44316, 3.44316, 3.44316, 3.44316, 3.44316, 3.44316, 3.44316, 3.44316, 3.44347, 3.44316, 3.48212, 3.44316
3.62878, 7.93244, 3.78656, 3.4663, 3.15158, 4.14588, 0, 3.46631, 3.46634, 3.46634, 3.47325, 3.46657, 3.74793, 3.4663, 3.4663, 3.4663, 3.4663, 3.4663, 3.4663, 3.4663, 3.4663, 3.4663, 3.4663, 3.4663, 3.46651, 3.4663, 3.49743, 3.4663
3.63641, 5.88201, 3.89005, 3.48951, 2.80749, 1.99196, 0, 3.48952, 3.48955, 3.48954, 3.49759, 3.48978, 3.85718, 3.48951, 3.48951, 3.48951, 3.48951, 3.48951, 3.48951, 3.48951, 3.48951, 3.48951, 3.48951, 3.48951, 3.48965, 3.48951, 3.51379, 3.48951
3.64404, 3.99765, 4.00433, 3.51277, 2.44901, -0.00668168, 0, 3.51278, 3.51281, 3.51281, 3.52192, 3.51305, 3.97624, 3.51277, 3.51277, 3.51277, 3.51277, 3.51277, 3.51277, 3.51277, 3.51277, 3.51277, 3.51277, 3.51277, 3.51287, 3.51277, 3.53126, 3.51277
3.65167, 1.14925, 4.12436, 3.5361, 1.77461, -2.97511, 0, 3.53611, 3.53614, 3.53614, 3.54614, 3.53639, 4.10015, 3.5361, 3.5361, 3.5361, 3.5361, 3.5361, 3.5361, 3.5361, 3.5361, 3.5361, 3.5361, 3.53611, 3.53616, 3.5361, 3.54984, 3.5361
3.6593, 7.89406, 4.24333, 3.5595, 3.14548, 3.65073, 0, 3.55951, 3.55954, 3.55953, 3.57018, 3.55979, 4.22222, 3.5595, 3.5595, 3.5595, 3.5595, 3.5595, 3.5595, 3.5595, 3.5595, 3.5595, 3.5595, 3.5595, 3.55954, 3.5595, 3.5695, 3.5595
3.66693, 3.99517, 4.35331, 3.58295, 2.4485, -0.358136, 0, 3.58296, 3.58299, 3.58299, 3.59399, 3.58326, 4.33469, 3.58295, 3.58295, 3.58295, 3.58295, 3.58295, 3.58295, 3.58295, 3.58295, 3.58295, 3.58295, 3.58295, 3.58298, 3.58295, 3.59012, 3.58295
3.67457, 5.03847, 4.44627, 3.60648, 2.65301, 0.592198, 0, 3.60648, 3.60652, 3.60651, 3.61752, 3.60679, 4.42973, 3.60648, 3.60648, 3.60648, 3.60648, 3.60648, 3.60648, 3.60648, 3.60648, 3.60648, 3.60648, 3.60648, 3.60649, 3.60648, 3.61156, 3.60648
3.6822, 5.99284, 4.51525, 3.63007, 2.82716, 1.4776, 0, 3.63007, 3.63011, 3.6301, 3.64079, 3.63039, 4.5005, 3.63007, 3.63007, 3.63007, 3.63007, 3.63007, 3.63007, 3.63007, 3.63007, 3.63007, 3.63007, 3.63007, 3.63008, 3.63007, 3.63367, 3.63007
3.68983, 8.87723, 4.55538, 3.65373, 3.29807, 4.32185, 0, 3.65373, 3.65377, 3.65376, 3.66381, 3.65405, 4.5423, 3.65373, 3.65373, 3.65373, 3.65373, 3.65373, 3.65373, 3.65373, 3.65373, 3.65373, 3.65373, 3.65373, 3.65373, 3.65373, 3.6563, 3.65373
3.69746, 4.07212, 4.56479, 3.67746, 2.46417, -0.492667, 0, 3.67746, 3.6775, 3.67749, 3.68665, 3.67779, 4.5533, 3.67746, 3.67746, 3.67746, 3.67746, 3.67746, 3.67746, 3.67746, 3.67746, 3.67746, 3.67746, 3.67746, 3.67746, 3.67746, 3.67932, 3.67746
3.70509, 4.92788, 4.54477, 3.70126, 2.63209, 0.383108, 0, 3.70127, 3.7013, 3.7013, 3.70939, 3.70161, 4.53484, 3.70126, 3.70126, 3.70126, 3.70126, 3.70126, 3.70126, 3.70126, 3.70126, 3.70126, 3.70126, 3.70126, 3.70127, 3.70126, 3.70264, 3.70126
3.71272, 4.03126, 4.49966, 3.72515, 2.45586, -0.4684, 0, 3.72516, 3.72519, 3.72518, 3.73211, 3.7255, 4.49122, 3.72515, 3.72515, 3.72515, 3.72515, 3.72515, 3.72515, 3.72515, 3.72515, 3.72515, 3.72515, 3.72515, 3.72515, 3.72515, 3.72617, 3.72515
3.72036, 2.99758, 4.436, 3.74911, 2.23553, -1.43841, 0, 3.74912, 3.74915, 3.74915, 3.7549, 3.74947, 4.42899, 3.74911, 3.74911, 3.74911, 3.74911, 3.74911, 3.74911, 3.74911, 3.74911, 3.74911, 3.74911, 3.74911, 3.74911, 3.74911, 3.74988, 3.74911
3.72799, 1.99761, 4.36156, 3.77315, 1.9994, -2.36394, 0, 3.77316, 3.7732, 3.77319, 3.77782, 3.77353, 4.35586, 3.77315, 3.77315, 3.77315, 3.77315, 3.77315, 3.77315, 3.77315, 3.77315, 3.77315, 3.77315, 3.77316, 3.77316, 3.77315, 3.77373, 3.77315
3.73562, 4.99755, 4.28414, 3.79728, 2.64529, 0.713408, 0, 3.79729, 3.79732, 3.79732, 3.80093, 3.79767, 4.2796, 3.79728, 3.79728, 3.79728, 3.79728, 3.79728, 3.79728, 3.79728, 3.79728, 3.79728, 3.79728, 3.79729, 3.79728, 3.79728, 3.79772, 3.79728
3.74325, 3.01924, 4.21064, 3.8215, 2.24037, -1.1914, 0, 3.82151, 3.82154, 3.82154, 3.82426, 3.82189, 4.20709, 3.8215, 3.8215, 3.8215, 3.8215, 3.8215, 3.8215, 3.8215, 3.8215, 3.8215, 3.8215, 3.8215, 3.8215, 3.8215, 3.82182, 3.8215
3.75088, 7.97596, 4.14629, 3.8458, 3.15847, 3.82967, 0, 3.84581, 3.84584, 3.84584, 3.84784, 3.8462, 4.14354, 3.8458, 3.8458, 3.8458, 3.8458, 3.8458, 3.8458, 3.8458, 3.8458, 3.8458, 3.8458, 3.8458, 3.8458, 3.8458, 3.84603, 3.8458
3.75851, 3.01437, 4.09438, 3.87019, 2.23928, -1.08001, 0, 3.8702, 3.87023, 3.87023, 3.87165, 3.8706, 4.09227, 3.87019, 3.87019, 3.87019, 3.87019, 3.87019, 3.87019, 3.87019, 3.87019, 3.87019, 3.87019, 3.87019, 3.87019, 3.87019, 3.87035, 3.87019
3.76614, 5.00963, 4.05632, 3.89467, 2.64757, 0.953318, 0, 3.89468, 3.89471, 3.89471, 3.8957, 3.89509, 4.05468, 3.89467, 3.89467, 3.89467, 3.89467, 3.89467, 3.89467, 3.89467, 3.89467, 3.89467, 3.89467, 3.89467, 3.89467, 3.89467, 3.89478, 3.89467
3.77378, 4.9807, 4.03191, 3.91924, 2.6421, 0.948793, 0, 3.91925, 3.91928, 3.91927, 3.91994, 3.91967, 4.03062, 3.91924, 3.91924, 3.91924, 3.91924, 3.91924, 3.91924, 3.91924, 3.91924, 3.91924, 3.91924, 3.91924, 3.91924, 3.91924, 3.91931, 3.91924
3.78141, 4.01437, 4.01985, 3.94389, 2.45242, -0.00548124, 0, 3.9439, 3.94393, 3.94393, 3.94437, 3.94433, 4.01881, 3.94389, 3.94389, 3.94389, 3.94389, 3.94389, 3.94389, 3.94389, 3.94389, 3.94389, 3.94389, 3.94389, 3.94389, 3.94389, 3.94394, 3.94389
3.78904, 7.98318, 4.01821, 3.96863, 3.15962, 3.96496, 0, 3.96864, 3.96867, 3.96867, 3.96896, 3.96908, 4.01733, 3.96863, 3.96863, 3.96863, 3.96863, 3.96863, 3.96863, 3.96863, 3.96863, 3.96863, 3.96863, 3.96864, 3.96863, 3.96863, 3.96866, 3.96863
3.79667, 5.97853, 4.02484, 3.99346, 2.82463, 1.95369, 0, 3.99347, 3.9935, 3.9935, 3.99369, 3.99392, 4.02406, 3.99346, 3.99346, 3.99346, 3.99346, 3.99346, 3.99346, 3.99346, 3.99346, 3.99346, 3.99346, 3.99346, 3.99346, 3.99346, 3.99348, 3.99346
3.8043, 4.00706, 4.03769, 4.01838, 2.45093, -0.0306315, 0, 4.01839, 4.01842, 4.01842, 4.01854, 4.01885, 4.03697, 4.01838, 4.01838, 4.01838, 4.01838, 4.01838, 4.01838, 4.01838, 4.01838, 4.01838, 4.01838, 4.01838, 4.01838, 4.01838, 4.01839, 4.01838
3.81193, 3.99275, 4.05501, 4.04339, 2.44801, -0.0622599, 0, 4.04339, 4.04343, 4.04342, 4.04351, 4.04386, 4.05432, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339, 4.04339
3.81957, 4.99511, 4.07539, 4.06848, 2.64483, 0.919715, 0, 4.06849, 4.06852, 4.06851, 4.06858, 4.06897, 4.07471, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848, 4.06848
3.8272, 0.00508023, 4.0978, 4.09366, 1.41601, -4.09271, 0, 4.09367, 4.0937, 4.0937, 4.09375, 4.09416, 4.09712, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366, 4.09366
3.83483, 4.97076, 4.1215, 4.11893, 2.64022, 0.849258, 0, 4.11894, 4.11897, 4.11897, 4.11901, 4.11944, 4.12082, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893, 4.11893
3.84246, 7.00979, 4.14602, 4.1443, 3.00163, 2.86377, 0, 4.14431, 4.14434, 4.14434, 4.14437, 4.14482, 4.14534, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443, 4.1443
3.85009, 4.99517, 4.17106, 4.16976, 2.64484, 0.824105, 0, 4.16977, 4.1698, 4.1698, 4.16983, 4.17029, 4.17037, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976, 4.16976
3.85772, 5.99517, 4.19646, 4.19532, 2.82757, 1.79871, 0, 4.19533, 4.19536, 4.19535, 4.19539, 4.19586, 4.19576, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532, 4.19532
3.86535, 3.96146, 4.22213, 4.22097, 2.44161, -0.260671, 0, 4.22098, 4.22101, 4.22101, 4.22104, 4.22153, 4.22143, 4.22097, 4.22097, 4.22097, 4.22097, 4.22097, 4.22097, 4.22097, 4.22097, 4.22097, 4.22097, 4.22098, 4.22097, 4.22097, 4.22097, 4.22097
3.87299, 4.02887, 4.24807, 4.24674, 2.45538, -0.219197, 0, 4.24674, 4.24678, 4.24677, 4.2468, 4.2473, 4.24736, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674, 4.24674
3.88062, 4.99516, 4.27432, 4.2726, 2.64484, 0.72085, 0, 4.27261, 4.27264, 4.27264, 4.27266, 4.27318, 4.27359, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726, 4.2726
3.88825, 7.9228, 4.30096, 4.29857, 3.15005, 3.62185, 0, 4.29858, 4.29861, 4.29861, 4.29864, 4.29916, 4.30022, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857, 4.29857
3.89588, 5.01438, 4.32813, 4.32465, 2.64847, 0.686243, 0, 4.32466, 4.32469, 4.32469, 4.32471, 4.32525, 4.32738, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465, 4.32465
3.90351, 2.04839, 4.35605, 4.35083, 2.01206, -2.30767, 0, 4.35084, 4.35087, 4.35087, 4.3509, 4.35145, 4.35529, 4.35083, 4.35083, 4.35083, 4.35083, 4.35083, 4.35083, 4.35083, 4.35083, 4.35083, 4.35083, 4.35084, 4.35083, 4.35083, 4.35084, 4.35083
3.91114, 2.02664, 4.38497, 4.37712, 2.00665, -2.35833, 0, 4.37713, 4.37716, 4.37716, 4.37718, 4.37774, 4.38419, 4.37712, 4.37712, 4.37712, 4.37712, 4.37712, 4.37712, 4.37712, 4.37712, 4.37712, 4.37712, 4.37712, 4.37712, 4.37712, 4.37713, 4.37712
3.91878, 4.86227, 4.41517, 4.40351, 2.61959, 0.447093, 0, 4.40351, 4.40355, 4.40354, 4.40357, 4.40414, 4.41437, 4.40351, 4.40351, 4.40351, 4.40351, 4.40351, 4.40351, 4.40351, 4.40351, 4.40351, 4.40351, 4.40351, 4.40351, 4.40351, 4.40353, 4.40351
3.92641, 4.09666, 4.44699, 4.42998, 2.46914, -0.350336, 0, 4.42999, 4.43002, 4.43002, 4.43004, 4.43063, 4.44616, 4.42998, 4.42998, 4.42998, 4.42998, 4.42998, 4.42998, 4.42998, 4.42998, 4.42998, 4.42998, 4.42998, 4.42998, 4.42998, 4.43002, 4.42998
3.93404, 4.99516, 4.48071, 4.45653, 2.64484, 0.51445, 0, 4.45653, 4.45657, 4.45656, 4.45659, 4.45718, 4.47983, 4.45653, 4.45653, 4.45653, 4.45653, 4.45653, 4.45653, 4.45653, 4.45653, 4.45653, 4.45653, 4.45653, 4.45653, 4.45653, 4.4566, 4.45653
3.94167, 2.99517, 4.51654, 4.48313, 2.23499, -1.52137, 0, 4.48314, 4.48317, 4.48316, 4.48319, 4.4838, 4.51559, 4.48313, 4.48313, 4.48313, 4.48313, 4.48313, 4.48313, 4.48313, 4.48313, 4.48313, 4.48313, 4.48313, 4.48313, 4.48313, 4.48326, 4.48313
3.9493, 2.03869, 4.55451, 4.50976, 2.00965, -2.51582, 0, 4.50976, 4.5098, 4.50979, 4.50982, 4.51044, 4.55347, 4.50976, 4.50976, 4.50976, 4.50976, 4.50976, 4.50976, 4.50976, 4.50976, 4.50976, 4.50976, 4.50976, 4.50976, 4.50976, 4.50997, 4.50976
3.95693, 7.81392, 4.59446, 4.53639, 3.13272, 3.21945, 0, 4.5364, 4.53643, 4.53642, 4.53645, 4.53708, 4.59328, 4.53639, 4.53639, 4.53639, 4.53639, 4.53639, 4.53639, 4.53639, 4.53639, 4.53639, 4.53639, 4.53639, 4.53639, 4.53639, 4.53673, 4.53639
3.96456, 3.18128, 4.63592, 4.56299, 2.27624, -1.45464, 0, 4.563, 4.56303, 4.56302, 4.56305, 4.56369, 4.63454, 4.56299, 4.56299, 4.56299, 4.56299, 4.56299, 4.56299, 4.56299, 4.56299, 4.56299, 4.56299, 4.56299, 4.56299, 4.56299, 4.56352, 4.56299
3.9722, 3.9469, 4.67815, 4.58953, 2.43863, -0.731243, 0, 4.58953, 4.58957, 4.58956, 4.58959, 4.59024, 4.67648, 4.58953, 4.58953, 4.58953, 4.58953, 4.58953, 4.58953, 4.58953, 4.58953, 4.58953, 4.58953, 4.58953, 4.58953, 4.58953, 4.59033, 4.58953
3.97983, 8.88874, 4.72013, 4.61597, 3.29981, 4.16861, 0, 4.61598, 4.61601, 4.616, 4.61603, 4.6167, 4.7181, 4.61597, 4.61597, 4.61597, 4.61597, 4.61597, 4.61597, 4.61597, 4.61597, 4.61597, 4.61597, 4.61597, 4.61597, 4.61597, 4.61712, 4.61597
3.98746, 4.1016, 4.7607, 4.64229, 2.47014, -0.659107, 0, 4.6423, 4.64233, 4.64233, 4.64235, 4.64303, 4.75821, 4.64229, 4.64229, 4.64229, 4.64229, 4.64229, 4.64229, 4.64229, 4.64229, 4.64229, 4.64229, 4.64229, 4.64229, 4.64229, 4.6439, 4.64229
3.99509, 2.11103, 4.79868, 4.66847, 2.02757, -2.68765, 0, 4.66847, 4.66851, 4.6685, 4.66853, 4.66922, 4.79562, 4.66847, 4.66847, 4.66847, 4.66847, 4.66847, 4.66847, 4.66847, 4.66847, 4.66847, 4.66847, 4.66847, 4.66847, 4.66847, 4.67063, 4.66847
4.00272, 5.75862, 4.83298, 4.69448, 2.78543, 0.925634, 0, 4.69449, 4.69452, 4.69452, 4.69454, 4.69524, 4.82927, 4.69448, 4.69448, 4.69448, 4.69448, 4.69448, 4.69448, 4.69448, 4.69448, 4.69448, 4.69448, 4.69448, 4.69448, 4.69448, 4.69729, 4.69448
4.01035, 5.11586, 4.86286, 4.72033, 2.66756, 0.252993, 0, 4.72034, 4.72037, 4.72037, 4.7204, 4.72111, 4.85842, 4.72033, 4.72033, 4.72033, 4.72033, 4.72033, 4.72033, 4.72033, 4.72033, 4.72033, 4.72033, 4.72033, 4.72033, 4.72033, 4.72385, 4.72033
4.01799, 4.92998, 4.88796, 4.74603, 2.63249, 0.042027, 0, 4.74604, 4.74607, 4.74606, 4.74609, 4.74682, 4.88276, 4.74603, 4.74603, 4.74603, 4.74603, 4.74603, 4.74603, 4.74603, 4.74603, 4.74603, 4.74603, 4.74603, 4.74603, 4.74603, 4.75028, 4.74603
4.02562, 5.85787, 4.90837, 4.77158, 2.80319, 0.949499, 0, 4.77159, 4.77162, 4.77162, 4.77165, 4.77238, 4.90244, 4.77158, 4.77158, 4.77158, 4.77158, 4.77158, 4.77158, 4.77158, 4.77158, 4.77158, 4.77158, 4.77158, 4.77158, 4.77158, 4.77655, 4.77158
4.03325, 5.12765, 4.92465, 4.79701, 2.66977, 0.202992, 0, 4.79702, 4.79705, 4.79705, 4.79708, 4.79783, 4.91807, 4.79701, 4.79701, 4.79701, 4.79701, 4.79701, 4.79701, 4.79701, 4.79701, 4.79701, 4.79701, 4.79701, 4.79701, 4.79701, 4.80263, 4.79701
4.04088, 7.21002, 4.93772, 4.82236, 3.0348, 2.27231, 0, 4.82236, 4.8224, 4.82239, 4.82243, 4.82318, 4.9306, 4.82236, 4.82236, 4.82236, 4.82236, 4.82236, 4.82236, 4.82236, 4.82236, 4.82236, 4.82236, 4.82236, 4.82236, 4.82236, 4.82848, 4.82236
4.04851, 1.92522, 4.94866, 4.84764, 1.98122, -3.02345, 0, 4.84764, 4.84768, 4.84767, 4.84772, 4.84848, 4.9412, 4.84764, 4.84764, 4.84764, 4.84764, 4.84764, 4.84764, 4.84764, 4.84764, 4.84764, 4.84764, 4.84764, 4.84764, 4.84764, 4.85409, 4.84764
4.05614, 7.53399, 4.95867, 4.87289, 3.08772, 2.57531, 0, 4.8729, 4.87293, 4.87292, 4.87298, 4.87374, 4.95108, 4.87289, 4.87289, 4.87289, 4.87289, 4.87289, 4.87289, 4.87289, 4.87289, 4.87289, 4.87289, 4.87289, 4.87289, 4.87289, 4.87946, 4.87289
4.06378, 5.22209, 4.96882, 4.89815, 2.68739, 0.253265, 0, 4.89816, 4.89819, 4.89818, 4.89824, 4.89901, 4.96131, 4.89815, 4.89815, 4.89815, 4.89815, 4.89815, 4.89815, 4.89815, 4.89815, 4.89815, 4.89815, 4.89815, 4.89815, 4.89815, 4.90461, 4.89815
4.07141, 4.23668, 4.97998, 4.92343, 2.49733, -0.743301, 0, 4.92344, 4.92347, 4.92347, 4.92354, 4.92431, 4.97277, 4.92343, 4.92343, 4.92343, 4.92343, 4.92343, 4.92343, 4.92343, 4.92343, 4.92343, 4.92343, 4.92343, 4.92343, 4.92343, 4.92957, 4.92343
4.07904, 2.91326, 4.99277, 4.94877, 2.21659, -2.07951, 0, 4.94878, 4.94881, 4.9488, 4.94888, 4.94966, 4.98603, 4.94877, 4.94877, 4.94877, 4.94877, 4.94877, 4.94877, 4.94877, 4.94877, 4.94877, 4.94877, 4.94877, 4.94877, 4.94877, 4.95441, 4.94877
4.08667, 6.64724, 5.00752, 4.97417, 2.94062, 1.63972, 0, 4.97418, 4.97421, 4.9742, 4.9743, 4.97508, 5.00138, 4.97417, 4.97417, 4.97417, 4.97417, 4.97417, 4.97417, 4.97417, 4.97417, 4.97417, 4.97417, 4.97417, 4.97417, 4.97417, 4.97919, 4.97417
4.0943, 7.07512, 5.02435, 4.99965, 3.01249, 2.05077, 0, 4.99966, 4.99969, 4.99969, 4.99981, 5.00057, 5.01887, 4.99965, 4.99965, 4.99965, 4.99965, 4.99965, 4.99965, 4.99965, 4.99965, 4.99965, 4.99965, 4.99965, 4.99965, 4.99965, 5.00397, 4.99965
4.10193, 4.26313, 5.04316, 5.02523, 2.50263, -0.780027, 0, 5.02523, 5.02527, 5.02526, 5.02542, 5.02616, 5.03835, 5.02523, 5.02523, 5.02523, 5.02523, 5.02523, 5.02523, 5.02523, 5.02523, 5.02523, 5.02523, 5.02523, 5.02523, 5.02523, 5.02883, 5.02523
4.10956, 6.90076, 5.06375, 5.05089, 2.98341, 1.83702, 0, 5.0509, 5.05093, 5.05093, 5.05112, 5.05184, 5.05956, 5.05089, 5.05089, 5.05089, 5.05089, 5.05089, 5.05089, 5.05089, 5.05089, 5.05089, 5.05089, 5.05089, 5.05089, 5.05089, 5.05381, 5.05089
