   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_54.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
6.94664, 14.9852, 14.2148, 14.0091, 4.12131, 0.770375, 0, 14.0091, 14.0138, 14.0095, 14.2096, 14.0091, 14.0091, 14.0091, 14.0091, 14.0091, 14.0091, 14.0091, 14.0091, 14.0091, 14.0091, 14.0091, 14.0091, 14.0091
6.95466, 16.0716, 14.2273, 14.0069, 4.25108, 1.84439, 0, 14.0069, 14.0114, 14.0073, 14.2223, 14.0069, 14.0069, 14.0069, 14.0069, 14.0069, 14.0069, 14.0069, 14.0069, 14.0069, 14.0069, 14.0069, 14.0069, 14.0069
6.96267, 16.2344, 14.2394, 14.0045, 4.27018, 1.99507, 0, 14.0045, 14.0088, 14.0049, 14.2345, 14.0045, 14.0045, 14.0045, 14.0045, 14.0045, 14.0045, 14.0045, 14.0045, 14.0045, 14.0045, 14.0045, 14.0045, 14.0045
6.97068, 17.7322, 14.2509, 14.0018, 4.4421, 3.48131, 0, 14.0018, 14.0059, 14.0023, 14.2463, 14.0018, 14.0018, 14.0018, 14.0018, 14.0018, 14.0018, 14.0018, 14.0018, 14.0018, 14.0018, 14.0018, 14.0018, 14.0018
6.9787, 11.8248, 14.2617, 13.9989, 3.71817, -2.43697, 0, 13.999, 14.0028, 13.9995, 14.2573, 13.9989, 13.9989, 13.9989, 13.9989, 13.9989, 13.9989, 13.9989, 13.9989, 13.9989, 13.9989, 13.9989, 13.9989, 13.9989
6.98671, 13.0648, 14.2717, 13.9959, 3.88134, -1.20693, 0, 13.9959, 13.9995, 13.9964, 14.2674, 13.9959, 13.9959, 13.9959, 13.9959, 13.9959, 13.9959, 13.9959, 13.9959, 13.9959, 13.9959, 13.9959, 13.9959, 13.9959
6.99472, 10.0597, 14.2806, 13.9926, 3.47271, -4.22093, 0, 13.9926, 13.996, 13.9932, 14.2765, 13.9926, 13.9926, 13.9926, 13.9926, 13.9926, 13.9926, 13.9926, 13.9926, 13.9926, 13.9926, 13.9926, 13.9926, 13.9926
7.00274, 14.8393, 14.1818, 13.8825, 4.10357, 0.657453, 0, 13.8826, 13.8858, 13.8833, 14.1779, 13.8825, 13.8825, 13.8825, 13.8825, 13.8825, 13.8825, 13.8825, 13.8825, 13.8825, 13.8826, 13.8825, 13.8825, 13.8825
7.01075, 8.91888, 13.8147, 13.5053, 3.30437, -4.89577, 0, 13.5053, 13.5083, 13.5061, 13.8108, 13.5053, 13.5053, 13.5053, 13.5053, 13.5053, 13.5053, 13.5053, 13.5053, 13.5053, 13.5053, 13.5053, 13.5053, 13.5053
7.01877, 10.1242, 13.4462, 13.1281, 3.48198, -3.32199, 0, 13.1281, 13.1309, 13.129, 13.4424, 13.1281, 13.1281, 13.1281, 13.1281, 13.1281, 13.1281, 13.1281, 13.1281, 13.1281, 13.1281, 13.1281, 13.1281, 13.1281
7.02678, 12.437, 13.0764, 12.7509, 3.7996, -0.639376, 0, 12.7509, 12.7535, 12.752, 13.0726, 12.7509, 12.7509, 12.7509, 12.7509, 12.7509, 12.7509, 12.7509, 12.7509, 12.7509, 12.7509, 12.7509, 12.7509, 12.7509
7.03479, 16.4099, 12.7051, 12.3737, 4.29067, 3.70479, 0, 12.3737, 12.3761, 12.375, 12.7013, 12.3737, 12.3737, 12.3737, 12.3737, 12.3737, 12.3737, 12.3737, 12.3737, 12.3737, 12.3737, 12.3737, 12.3737, 12.3737
7.04281, 7.16974, 12.3323, 11.9966, 3.02816, -5.16254, 0, 11.9966, 11.9987, 11.9982, 12.3284, 11.9966, 11.9966, 11.9966, 11.9966, 11.9966, 11.9966, 11.9966, 11.9966, 11.9966, 11.9966, 11.9966, 11.9966, 11.9966
7.05082, 13.8109, 11.958, 11.6195, 3.9763, 1.85295, 0, 11.6196, 11.6215, 11.6216, 11.9539, 11.6195, 11.6195, 11.6195, 11.6195, 11.6195, 11.6195, 11.6195, 11.6195, 11.6195, 11.6195, 11.6195, 11.6195, 11.6195
7.05884, 7.9355, 11.5822, 11.2426, 3.15206, -3.64667, 0, 11.2426, 11.2444, 11.2452, 11.5778, 11.2426, 11.2426, 11.2426, 11.2426, 11.2426, 11.2426, 11.2426, 11.2426, 11.2426, 11.2426, 11.2426, 11.2426, 11.2426
7.06685, 9.0454, 11.2049, 10.8658, 3.32346, -2.1595, 0, 10.8658, 10.8674, 10.8691, 11.2, 10.8658, 10.8658, 10.8658, 10.8658, 10.8658, 10.8658, 10.8658, 10.8658, 10.8658, 10.8658, 10.8658, 10.8658, 10.8658
7.07486, 12.0401, 10.8262, 10.4891, 3.74701, 1.21386, 0, 10.4891, 10.4906, 10.4932, 10.8206, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891
7.08288, 4.89275, 10.4463, 10.1126, 2.6254, -5.55355, 0, 10.1126, 10.1139, 10.1178, 10.4397, 10.1126, 10.1126, 10.1126, 10.1126, 10.1126, 10.1126, 10.1126, 10.1126, 10.1126, 10.1126, 10.1126, 10.1126, 10.1126
7.09089, 9.17385, 10.314, 9.98502, 3.34273, -1.14017, 0, 9.98504, 9.98622, 9.9916, 10.3062, 9.98502, 9.98502, 9.98502, 9.98502, 9.98502, 9.98502, 9.98502, 9.98502, 9.98502, 9.98503, 9.98502, 9.98502, 9.98502
7.0989, 11.8978, 10.1819, 9.85876, 3.72797, 1.71587, 0, 9.85877, 9.85982, 9.86706, 10.1725, 9.85876, 9.85876, 9.85876, 9.85876, 9.85876, 9.85876, 9.85876, 9.85876, 9.85876, 9.85876, 9.85876, 9.85876, 9.85876
7.10692, 8.22932, 10.0487, 9.73242, 3.19833, -1.81942, 0, 9.73244, 9.73338, 9.74288, 10.0373, 9.73242, 9.73242, 9.73242, 9.73242, 9.73242, 9.73242, 9.73242, 9.73242, 9.73242, 9.73242, 9.73242, 9.73242, 9.73242
7.11493, 18.6703, 9.91477, 9.60599, 4.54646, 8.75549, 0, 9.60601, 9.60684, 9.61912, 9.90076, 9.60599, 9.60599, 9.60599, 9.60599, 9.60599, 9.60599, 9.60599, 9.60599, 9.60599, 9.60599, 9.60599, 9.60599, 9.60599
7.12295, 9.99293, 9.78021, 9.47945, 3.46308, 0.212715, 0, 9.47947, 9.48021, 9.49589, 9.76299, 9.47945, 9.47945, 9.47945, 9.47945, 9.47945, 9.47945, 9.47945, 9.47945, 9.47945, 9.47945, 9.47945, 9.47945, 9.47945
7.13096, 5.12473, 9.6454, 9.35284, 2.66922, -4.52067, 0, 9.35286, 9.35351, 9.37333, 9.6242, 9.35284, 9.35284, 9.35284, 9.35284, 9.35284, 9.35284, 9.35284, 9.35284, 9.35284, 9.35284, 9.35284, 9.35284, 9.35284
7.13897, 14.9528, 9.51064, 9.22618, 4.11738, 5.44214, 0, 9.2262, 9.22678, 9.25162, 9.48458, 9.22618, 9.22618, 9.22618, 9.22618, 9.22618, 9.22618, 9.22618, 9.22618, 9.22618, 9.22618, 9.22618, 9.22618, 9.22618
7.14699, 11.9859, 9.37622, 9.09941, 3.73977, 2.60965, 0, 9.09943, 9.09995, 9.13085, 9.34423, 9.09941, 9.09941, 9.09941, 9.09941, 9.09941, 9.09941, 9.09941, 9.09941, 9.09941, 9.09942, 9.09941, 9.09941, 9.09941
7.155, 14.8817, 9.24254, 8.97259, 4.10873, 5.63912, 0, 8.97261, 8.97307, 9.01126, 9.20337, 8.97259, 8.97259, 8.97259, 8.97259, 8.97259, 8.97259, 8.97259, 8.97259, 8.97259, 8.97259, 8.97259, 8.97259, 8.97259
7.16302, 14.089, 9.10995, 8.84571, 4.01111, 4.97903, 0, 8.84573, 8.84614, 8.89303, 9.06218, 8.84571, 8.84571, 8.84571, 8.84571, 8.84571, 8.84571, 8.84571, 8.84571, 8.84571, 8.84571, 8.84571, 8.84571, 8.84571
7.17103, 14.9859, 8.97881, 8.71876, 4.12139, 6.00706, 0, 8.71878, 8.71914, 8.77638, 8.92078, 8.71876, 8.71876, 8.71876, 8.71876, 8.71876, 8.71876, 8.71876, 8.71876, 8.71876, 8.71876, 8.71876, 8.71876, 8.71876
7.17904, 15.9668, 8.84956, 8.59177, 4.23872, 7.11722, 0, 8.59179, 8.59212, 8.66158, 8.77938, 8.59177, 8.59177, 8.59177, 8.59177, 8.59177, 8.59177, 8.59177, 8.59177, 8.59177, 8.59177, 8.59177, 8.59177, 8.59177
7.18706, 14.0363, 8.72264, 8.46479, 4.00454, 5.31367, 0, 8.46481, 8.46511, 8.54894, 8.63815, 8.46479, 8.46479, 8.46479, 8.46479, 8.46479, 8.46479, 8.46479, 8.46479, 8.46479, 8.46479, 8.46479, 8.46479, 8.46479
7.19507, 12.9812, 8.59854, 8.3379, 3.87055, 4.38263, 0, 8.33792, 8.3382, 8.43882, 8.49731, 8.3379, 8.3379, 8.3379, 8.3379, 8.3379, 8.3379, 8.3379, 8.3379, 8.3379, 8.33791, 8.3379, 8.3379, 8.3379
7.20308, 9.93507, 8.47755, 8.21102, 3.45472, 1.45752, 0, 8.21104, 8.21129, 8.33141, 8.35687, 8.21102, 8.21102, 8.21102, 8.21102, 8.21102, 8.21102, 8.21102, 8.21102, 8.21102, 8.21103, 8.21102, 8.21102, 8.21102
7.2111, 8.97199, 8.36009, 8.08417, 3.3124, 0.611902, 0, 8.08419, 8.08442, 8.22703, 8.21696, 8.08417, 8.08417, 8.08417, 8.08417, 8.08417, 8.08417, 8.08417, 8.08417, 8.08417, 8.08417, 8.08417, 8.08417, 8.08417
7.21911, 8.02169, 8.24654, 7.95733, 3.1657, -0.224855, 0, 7.95735, 7.95757, 8.12598, 8.07764, 7.95733, 7.95733, 7.95733, 7.95733, 7.95733, 7.95733, 7.95733, 7.95733, 7.95733, 7.95733, 7.95733, 7.95733, 7.95733
7.22713, 9.97732, 8.13722, 7.83047, 3.46083, 1.8401, 0, 7.83049, 7.83069, 8.02851, 7.93894, 7.83047, 7.83047, 7.83047, 7.83047, 7.83047, 7.83047, 7.83047, 7.83047, 7.83047, 7.83047, 7.83047, 7.83047, 7.83047
7.23514, 6.99548, 8.03253, 7.70364, 2.99925, -1.03705, 0, 7.70366, 7.70386, 7.93498, 7.80096, 7.70364, 7.70364, 7.70364, 7.70364, 7.70364, 7.70364, 7.70364, 7.70364, 7.70364, 7.70365, 7.70364, 7.70364, 7.70364
7.24315, 10.9831, 7.93282, 7.5769, 3.6032, 3.05027, 0, 7.57692, 7.57711, 7.8457, 7.6638, 7.5769, 7.5769, 7.5769, 7.5769, 7.5769, 7.5769, 7.5769, 7.5769, 7.5769, 7.5769, 7.5769, 7.5769, 7.5769
7.25117, 14.9895, 7.83845, 7.45032, 4.12183, 7.15102, 0, 7.45034, 7.45052, 7.76102, 7.52753, 7.45032, 7.45032, 7.45032, 7.45032, 7.45032, 7.45032, 7.45032, 7.45032, 7.45032, 7.45032, 7.45032, 7.45032, 7.45032
7.25918, 10.9879, 7.74934, 7.32361, 3.60388, 3.23858, 0, 7.32363, 7.3238, 7.68085, 7.39189, 7.32361, 7.32361, 7.32361, 7.32361, 7.32361, 7.32361, 7.32361, 7.32361, 7.32361, 7.32361, 7.32361, 7.32361, 7.32361
7.2672, 8.99572, 7.66561, 7.19671, 3.31598, 1.33011, 0, 7.19673, 7.1969, 7.60532, 7.2568, 7.19671, 7.19671, 7.19671, 7.19671, 7.19671, 7.19671, 7.19671, 7.19671, 7.19671, 7.19672, 7.19671, 7.19671, 7.19671
7.27521, 10.9699, 7.58731, 7.06957, 3.60137, 3.38258, 0, 7.06959, 7.06976, 7.53448, 7.1222, 7.06957, 7.06957, 7.06957, 7.06957, 7.06957, 7.06957, 7.06957, 7.06957, 7.06957, 7.06958, 7.06957, 7.06957, 7.06957
7.28322, 15.9981, 7.51435, 6.94207, 4.24242, 8.48379, 0, 6.94209, 6.94226, 7.46828, 6.98794, 6.94207, 6.94207, 6.94207, 6.94207, 6.94207, 6.94207, 6.94207, 6.94207, 6.94207, 6.94207, 6.94207, 6.94207, 6.94207
7.29124, 10.9729, 7.44663, 6.81414, 3.60179, 3.52623, 0, 6.81416, 6.81433, 7.40664, 6.85393, 6.81414, 6.81414, 6.81414, 6.81414, 6.81414, 6.81414, 6.81414, 6.81414, 6.81414, 6.81415, 6.81414, 6.81414, 6.81414
7.29925, 12.0379, 7.38394, 6.68574, 3.74672, 4.65398, 0, 6.68576, 6.68592, 7.34939, 6.72009, 6.68574, 6.68574, 6.68574, 6.68574, 6.68574, 6.68574, 6.68574, 6.68574, 6.68574, 6.68574, 6.68574, 6.68574, 6.68574
7.30726, 10.953, 7.63671, 6.8675, 3.59902, 3.31626, 0, 6.86752, 6.86768, 7.607, 6.89702, 6.8675, 6.8675, 6.8675, 6.8675, 6.8675, 6.8675, 6.8675, 6.8675, 6.8675, 6.8675, 6.8675, 6.8675, 6.8675
7.31528, 11.9879, 7.94972, 7.10453, 3.74004, 4.0382, 0, 7.10455, 7.10471, 7.92427, 7.12977, 7.10453, 7.10453, 7.10453, 7.10453, 7.10453, 7.10453, 7.10453, 7.10453, 7.10453, 7.10453, 7.10453, 7.10453, 7.10453
7.32329, 14.0129, 8.26631, 7.34061, 4.00161, 5.74658, 0, 7.34063, 7.3408, 8.24462, 7.3621, 7.34061, 7.34061, 7.34061, 7.34061, 7.34061, 7.34061, 7.34061, 7.34061, 7.34061, 7.34062, 7.34061, 7.34061, 7.34061
7.33131, 12.882, 8.58603, 7.57583, 3.85773, 4.29601, 0, 7.57585, 7.57601, 8.56763, 7.59404, 7.57583, 7.57583, 7.57583, 7.57583, 7.57583, 7.57583, 7.57583, 7.57583, 7.57583, 7.57583, 7.57583, 7.57583, 7.57583
7.33932, 12.0984, 8.90813, 7.81006, 3.75478, 3.19024, 0, 7.81008, 7.81024, 8.89258, 7.82541, 7.81006, 7.81006, 7.81006, 7.81006, 7.81006, 7.81006, 7.81006, 7.81006, 7.81006, 7.81006, 7.81006, 7.81006, 7.81006
7.34733, 5.99058, 9.23184, 8.04327, 2.82676, -3.24126, 0, 8.04329, 8.04346, 9.21875, 8.05616, 8.04327, 8.04327, 8.04327, 8.04327, 8.04327, 8.04327, 8.04327, 8.04327, 8.04327, 8.04327, 8.04327, 8.04327, 8.04327
7.35535, 6.05899, 9.55643, 8.27556, 2.83884, -3.49745, 0, 8.27558, 8.27574, 9.54546, 8.28632, 8.27556, 8.27556, 8.27556, 8.27556, 8.27556, 8.27556, 8.27556, 8.27556, 8.27556, 8.27556, 8.27556, 8.27556, 8.27556
7.36336, 10.9214, 9.88108, 8.50701, 3.59464, 1.04035, 0, 8.50702, 8.50719, 9.87193, 8.51596, 8.50701, 8.50701, 8.50701, 8.50701, 8.50701, 8.50701, 8.50701, 8.50701, 8.50701, 8.50701, 8.50701, 8.50701, 8.50701
7.37137, 7.0689, 10.205, 8.73778, 3.01146, -3.13608, 0, 8.7378, 8.73797, 10.1974, 8.74519, 8.73778, 8.73778, 8.73778, 8.73778, 8.73778, 8.73778, 8.73778, 8.73778, 8.73778, 8.73778, 8.73778, 8.73778, 8.73778
7.37939, 10.9123, 10.5393, 8.98007, 3.59336, 0.372978, 0, 8.98009, 8.98026, 10.533, 8.98618, 8.98007, 8.98007, 8.98007, 8.98007, 8.98007, 8.98007, 8.98007, 8.98007, 8.98007, 8.98008, 8.98007, 8.98007, 8.98007
7.3874, 8.03409, 10.8713, 9.22228, 3.16766, -2.83724, 0, 9.2223, 9.22247, 10.8661, 9.22728, 9.22228, 9.22228, 9.22228, 9.22228, 9.22228, 9.22228, 9.22228, 9.22228, 9.22228, 9.22228, 9.22228, 9.22228, 9.22228
7.39542, 5.03915, 10.997, 9.26138, 2.65314, -5.95784, 0, 9.2614, 9.26157, 10.9927, 9.26547, 9.26138, 9.26138, 9.26138, 9.26138, 9.26138, 9.26138, 9.26138, 9.26138, 9.26138, 9.26138, 9.26138, 9.26138, 9.26138
7.40343, 13.8002, 11.0778, 9.26002, 3.97495, 2.72242, 0, 9.26004, 9.26022, 11.0743, 9.26335, 9.26002, 9.26002, 9.26002, 9.26002, 9.26002, 9.26002, 9.26002, 9.26002, 9.26002, 9.26003, 9.26002, 9.26002, 9.26002
7.41144, 9.08762, 11.1523, 9.25773, 3.32981, -2.06468, 0, 9.25775, 9.25793, 11.1494, 9.26042, 9.25773, 9.25773, 9.25773, 9.25773, 9.25773, 9.25773, 9.25773, 9.25773, 9.25773, 9.25773, 9.25773, 9.25773, 9.25773
7.41946, 17.722, 11.2191, 9.2542, 4.44095, 6.50295, 0, 9.25422, 9.2544, 11.2167, 9.25636, 9.2542, 9.2542, 9.2542, 9.2542, 9.2542, 9.2542, 9.2542, 9.2542, 9.2542, 9.2542, 9.2542, 9.2542, 9.2542
7.42747, 16.9788, 11.2772, 9.24943, 4.35647, 5.70158, 0, 9.24944, 9.24963, 11.2753, 9.25116, 9.24943, 9.24943, 9.24943, 9.24943, 9.24943, 9.24943, 9.24943, 9.24943, 9.24943, 9.24943, 9.24943, 9.24943, 9.24943
7.43549, 6.21196, 11.326, 9.2436, 2.86565, -5.11409, 0, 9.24362, 9.2438, 11.3244, 9.24499, 9.2436, 9.2436, 9.2436, 9.2436, 9.2436, 9.2436, 9.2436, 9.2436, 9.2436, 9.2436, 9.2436, 9.2436, 9.2436
7.4435, 11.8658, 11.3643, 9.23629, 3.72368, 0.501493, 0, 9.23631, 9.23649, 11.363, 9.23739, 9.23629, 9.23629, 9.23629, 9.23629, 9.23629, 9.23629, 9.23629, 9.23629, 9.23629, 9.23629, 9.23629, 9.23629, 9.23629
7.45151, 16.857, 11.3913, 9.22738, 4.34246, 5.46564, 0, 9.2274, 9.22759, 11.3902, 9.22825, 9.22738, 9.22738, 9.22738, 9.22738, 9.22738, 9.22738, 9.22738, 9.22738, 9.22738, 9.22738, 9.22738, 9.22738, 9.22738
7.45953, 9.10963, 11.4067, 9.21702, 3.33311, -2.29708, 0, 9.21704, 9.21723, 11.4058, 9.21771, 9.21702, 9.21702, 9.21702, 9.21702, 9.21702, 9.21702, 9.21702, 9.21702, 9.21702, 9.21702, 9.21702, 9.21702, 9.21702
7.46754, 20.71, 11.4104, 9.20551, 4.7655, 9.29963, 0, 9.20552, 9.20572, 11.4096, 9.20604, 9.20551, 9.20551, 9.20551, 9.20551, 9.20551, 9.20551, 9.20551, 9.20551, 9.20551, 9.20551, 9.20551, 9.20551, 9.20551
7.47555, 10.3972, 11.4025, 9.1932, 3.52096, -1.00536, 0, 9.19322, 9.19341, 11.4019, 9.19362, 9.1932, 9.1932, 9.1932, 9.1932, 9.1932, 9.1932, 9.1932, 9.1932, 9.1932, 9.1932, 9.1932, 9.1932, 9.1932
7.48357, 14.9154, 11.3829, 9.17996, 4.11283, 3.53244, 0, 9.17998, 9.18018, 11.3824, 9.18029, 9.17996, 9.17996, 9.17996, 9.17996, 9.17996, 9.17996, 9.17996, 9.17996, 9.17996, 9.17996, 9.17996, 9.17996, 9.17996
7.49158, 7.13581, 11.3517, 9.16571, 3.02255, -4.21585, 0, 9.16573, 9.16593, 11.3512, 9.16596, 9.16571, 9.16571, 9.16571, 9.16571, 9.16571, 9.16571, 9.16571, 9.16571, 9.16571, 9.16571, 9.16571, 9.16571, 9.16571
7.4996, 10.8348, 11.3092, 9.15068, 3.58258, -0.47436, 0, 9.1507, 9.15091, 11.3088, 9.15087, 9.15068, 9.15068, 9.15068, 9.15068, 9.15068, 9.15068, 9.15068, 9.15068, 9.15068, 9.15068, 9.15068, 9.15068, 9.15068
7.50761, 12.9858, 11.2564, 9.13526, 3.87116, 1.72944, 0, 9.13528, 9.1355, 11.256, 9.13541, 9.13526, 9.13526, 9.13526, 9.13526, 9.13526, 9.13526, 9.13526, 9.13526, 9.13526, 9.13527, 9.13526, 9.13526, 9.13526
7.51562, 12.2329, 11.1941, 9.11974, 3.77265, 1.03884, 0, 9.11976, 9.11997, 11.1937, 9.11985, 9.11974, 9.11974, 9.11974, 9.11974, 9.11974, 9.11974, 9.11974, 9.11974, 9.11974, 9.11974, 9.11974, 9.11974, 9.11974
7.52364, 13.3977, 11.1227, 9.10392, 3.92399, 2.27498, 0, 9.10394, 9.10417, 11.1224, 9.10401, 9.10392, 9.10392, 9.10392, 9.10392, 9.10392, 9.10392, 9.10392, 9.10392, 9.10392, 9.10393, 9.10392, 9.10392, 9.10392
7.53165, 12.2385, 11.0433, 9.08798, 3.7734, 1.19526, 0, 9.088, 9.08823, 11.0429, 9.08804, 9.08798, 9.08798, 9.08798, 9.08798, 9.08798, 9.08798, 9.08798, 9.08798, 9.08798, 9.08798, 9.08798, 9.08798, 9.08798
7.53967, 13.9831, 10.9568, 9.07204, 3.99789, 3.02631, 0, 9.07206, 9.0723, 10.9564, 9.07209, 9.07204, 9.07204, 9.07204, 9.07204, 9.07204, 9.07204, 9.07204, 9.07204, 9.07204, 9.07205, 9.07204, 9.07204, 9.07204
7.54768, 13.1675, 10.8641, 9.05608, 3.89454, 2.30337, 0, 9.0561, 9.05635, 10.8638, 9.05612, 9.05608, 9.05608, 9.05608, 9.05608, 9.05608, 9.05608, 9.05608, 9.05608, 9.05608, 9.05608, 9.05608, 9.05608, 9.05608
7.55569, 8.08255, 10.7662, 9.03999, 3.1753, -2.68362, 0, 9.04001, 9.04026, 10.7659, 9.04002, 9.03999, 9.03999, 9.03999, 9.03999, 9.03999, 9.03999, 9.03999, 9.03999, 9.03999, 9.03999, 9.03999, 9.03999, 9.03999
7.56371, 12.9903, 10.6641, 9.02391, 3.87173, 2.32617, 0, 9.02393, 9.02419, 10.6638, 9.02393, 9.02391, 9.02391, 9.02391, 9.02391, 9.02391, 9.02391, 9.02391, 9.02391, 9.02391, 9.02391, 9.02391, 9.02391, 9.02391
7.57172, 11.6916, 10.5592, 9.00801, 3.70022, 1.13245, 0, 9.00803, 9.0083, 10.5588, 9.00803, 9.00801, 9.00801, 9.00801, 9.00801, 9.00801, 9.00801, 9.00801, 9.00801, 9.00801, 9.00801, 9.00801, 9.00801, 9.00801
7.57973, 6.39091, 10.452, 8.99195, 2.89671, -4.06104, 0, 8.99197, 8.99226, 10.4516, 8.99196, 8.99195, 8.99195, 8.99195, 8.99195, 8.99195, 8.99195, 8.99195, 8.99195, 8.99195, 8.99195, 8.99195, 8.99195, 8.99195
7.58775, 13.5761, 10.3436, 8.97591, 3.94665, 3.23244, 0, 8.97593, 8.97622, 10.3433, 8.97592, 8.97591, 8.97591, 8.97591, 8.97591, 8.97591, 8.97591, 8.97591, 8.97591, 8.97591, 8.97591, 8.97591, 8.97591, 8.97591
7.59576, 6.40942, 10.2353, 8.96005, 2.8999, -3.82591, 0, 8.96007, 8.96038, 10.235, 8.96006, 8.96005, 8.96005, 8.96005, 8.96005, 8.96005, 8.96005, 8.96005, 8.96005, 8.96005, 8.96005, 8.96005, 8.96005, 8.96005
7.60378, 8.88389, 10.1275, 8.94404, 3.29907, -1.24366, 0, 8.94405, 8.94438, 10.1272, 8.94404, 8.94404, 8.94404, 8.94404, 8.94404, 8.94404, 8.94404, 8.94404, 8.94404, 8.94404, 8.94404, 8.94404, 8.94404, 8.94404
7.61179, 8.99036, 10.0213, 8.92803, 3.31517, -1.0309, 0, 8.92805, 8.9284, 10.0209, 8.92804, 8.92803, 8.92803, 8.92803, 8.92803, 8.92803, 8.92803, 8.92803, 8.92803, 8.92803, 8.92804, 8.92803, 8.92803, 8.92803
7.6198, 5.33188, 9.91735, 8.91222, 2.70774, -4.58547, 0, 8.91224, 8.9126, 9.91695, 8.91222, 8.91222, 8.91222, 8.91222, 8.91222, 8.91222, 8.91222, 8.91222, 8.91222, 8.91222, 8.91222, 8.91222, 8.91222, 8.91222
7.62782, 8.53219, 9.81609, 8.89625, 3.24533, -1.2839, 0, 8.89627, 8.89664, 9.81567, 8.89625, 8.89625, 8.89625, 8.89625, 8.89625, 8.89625, 8.89625, 8.89625, 8.89625, 8.89625, 8.89625, 8.89625, 8.89625, 8.89625
7.63583, 9.98819, 9.71818, 8.88029, 3.4624, 0.270009, 0, 8.88031, 8.8807, 9.71774, 8.88029, 8.88029, 8.88029, 8.88029, 8.88029, 8.88029, 8.88029, 8.88029, 8.88029, 8.88029, 8.88029, 8.88029, 8.88029, 8.88029
7.64385, 12.7457, 9.67753, 8.91778, 3.84001, 3.06814, 0, 8.9178, 8.91822, 9.67706, 8.91778, 8.91778, 8.91778, 8.91778, 8.91778, 8.91778, 8.91778, 8.91778, 8.91778, 8.91778, 8.91778, 8.91778, 8.91778, 8.91778
7.65186, 11.3537, 9.64074, 8.95502, 3.65427, 1.71298, 0, 8.95504, 8.95549, 9.64025, 8.95502, 8.95502, 8.95502, 8.95502, 8.95502, 8.95502, 8.95502, 8.95502, 8.95502, 8.95502, 8.95502, 8.95502, 8.95502, 8.95502
7.65987, 7.24238, 9.60841, 8.99234, 3.04013, -2.36603, 0, 8.99236, 8.99283, 9.6079, 8.99234, 8.99234, 8.99234, 8.99234, 8.99234, 8.99234, 8.99234, 8.99234, 8.99234, 8.99234, 8.99234, 8.99234, 8.99234, 8.99234
7.66789, 6.60995, 9.58104, 9.03006, 2.93427, -2.97108, 0, 9.03008, 9.03057, 9.5805, 9.03006, 9.03006, 9.03006, 9.03006, 9.03006, 9.03006, 9.03006, 9.03006, 9.03006, 9.03006, 9.03006, 9.03006, 9.03006, 9.03006
7.6759, 11.5955, 9.55806, 9.06754, 3.68721, 2.03744, 0, 9.06756, 9.06808, 9.55751, 9.06754, 9.06754, 9.06754, 9.06754, 9.06754, 9.06754, 9.06754, 9.06754, 9.06754, 9.06754, 9.06754, 9.06754, 9.06754, 9.06754
7.68391, 12.5135, 9.53983, 9.1051, 3.80966, 2.97371, 0, 9.10512, 9.10567, 9.53925, 9.1051, 9.1051, 9.1051, 9.1051, 9.1051, 9.1051, 9.1051, 9.1051, 9.1051, 9.1051, 9.1051, 9.1051, 9.1051, 9.1051
7.69193, 10.9903, 9.52579, 9.14223, 3.60421, 1.46452, 0, 9.14225, 9.14283, 9.52517, 9.14223, 9.14223, 9.14223, 9.14223, 9.14223, 9.14223, 9.14223, 9.14223, 9.14223, 9.14223, 9.14224, 9.14223, 9.14223, 9.14223
7.69994, 9.99033, 9.51602, 9.17914, 3.46271, 0.474319, 0, 9.17915, 9.17976, 9.51537, 9.17914, 9.17914, 9.17914, 9.17914, 9.17914, 9.17914, 9.17914, 9.17914, 9.17914, 9.17914, 9.17914, 9.17914, 9.17914, 9.17914
7.70796, 13.429, 9.51068, 9.21611, 3.92798, 3.91831, 0, 9.21613, 9.21676, 9.51001, 9.21611, 9.21611, 9.21611, 9.21611, 9.21611, 9.21611, 9.21611, 9.21611, 9.21611, 9.21611, 9.21611, 9.21611, 9.21611, 9.21611
7.71597, 10.2667, 9.50989, 9.25345, 3.50238, 0.756776, 0, 9.25347, 9.25413, 9.50919, 9.25345, 9.25345, 9.25345, 9.25345, 9.25345, 9.25345, 9.25345, 9.25345, 9.25345, 9.25345, 9.25345, 9.25345, 9.25345, 9.25345
7.72398, 11.1301, 9.51285, 9.29058, 3.62355, 1.61725, 0, 9.2906, 9.29129, 9.51212, 9.29058, 9.29058, 9.29058, 9.29058, 9.29058, 9.29058, 9.29058, 9.29058, 9.29058, 9.29058, 9.29059, 9.29058, 9.29058, 9.29058
