   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_22.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
8.51939, 161.607, 158.075, 154.981, 12.7909, 3.53206, 154.981, 0, 154.981, 158.073, 154.984, 154.981, 154.981, 154.981, 154.981, 154.981, 154.981, 154.981, 154.981, 154.981, 154.981, 154.981, 154.981, 154.981
8.52735, 166.189, 158.763, 154.983, 12.9688, 7.42554, 154.983, 0, 154.983, 158.762, 154.985, 154.983, 154.983, 154.983, 154.983, 154.983, 154.983, 154.983, 154.983, 154.983, 154.983, 154.983, 154.983, 154.983
8.53531, 146.631, 159.539, 154.985, 12.1914, -12.9081, 154.985, 0, 154.985, 159.538, 154.986, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985
8.54327, 151.771, 160.396, 154.987, 12.4005, -8.62448, 154.987, 0, 154.987, 160.395, 154.988, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987
8.55123, 184.746, 161.322, 154.988, 13.6655, 23.4241, 154.988, 0, 154.988, 161.321, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988
8.5592, 171.069, 162.3, 154.988, 13.1556, 8.76936, 154.988, 0, 154.988, 162.3, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988
8.56715, 174.92, 163.309, 154.988, 13.3011, 11.6105, 154.988, 0, 154.988, 163.309, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988, 154.988
8.57512, 172.969, 164.325, 154.987, 13.2276, 8.64333, 154.987, 0, 154.987, 164.325, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987
8.58308, 165.518, 165.317, 154.987, 12.9429, 0.20076, 154.987, 0, 154.987, 165.317, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987
8.59103, 168.7, 166.254, 154.987, 13.0652, 2.44591, 154.987, 0, 154.987, 166.254, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987, 154.987
8.599, 158.844, 167.101, 154.985, 12.6824, -8.25713, 154.985, 0, 154.985, 167.101, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985, 154.985
8.60696, 171.476, 167.828, 154.982, 13.171, 3.64746, 154.982, 0, 154.982, 167.828, 154.982, 154.982, 154.982, 154.982, 154.982, 154.982, 154.982, 154.982, 154.982, 154.982, 154.982, 154.982, 154.982, 154.982
8.61491, 150.054, 168.408, 154.978, 12.331, -18.3539, 154.978, 0, 154.978, 168.408, 154.978, 154.978, 154.978, 154.978, 154.978, 154.978, 154.978, 154.978, 154.978, 154.978, 154.978, 154.978, 154.978, 154.978
8.62288, 160.532, 168.817, 154.974, 12.7488, -8.28476, 154.974, 0, 154.974, 168.817, 154.974, 154.974, 154.974, 154.974, 154.974, 154.974, 154.974, 154.974, 154.974, 154.974, 154.974, 154.974, 154.974, 154.974
8.63084, 158.513, 169.04, 154.97, 12.6694, -10.5266, 154.97, 0, 154.971, 169.04, 154.97, 154.97, 154.97, 154.97, 154.97, 154.97, 154.97, 154.97, 154.97, 154.97, 154.97, 154.97, 154.97, 154.97
8.6388, 164.83, 169.065, 154.966, 12.9163, -4.235, 154.966, 0, 154.966, 169.065, 154.966, 154.966, 154.966, 154.966, 154.966, 154.966, 154.966, 154.966, 154.966, 154.966, 154.966, 154.966, 154.966, 154.966
8.64676, 176.496, 168.893, 154.96, 13.3602, 7.60329, 154.96, 0, 154.961, 168.893, 154.96, 154.96, 154.96, 154.96, 154.96, 154.96, 154.96, 154.96, 154.96, 154.96, 154.96, 154.96, 154.96, 154.96
8.65472, 162.745, 168.528, 154.953, 12.8353, -5.78319, 154.953, 0, 154.953, 168.528, 154.953, 154.953, 154.953, 154.953, 154.953, 154.953, 154.953, 154.953, 154.953, 154.953, 154.953, 154.953, 154.953, 154.953
8.66268, 155.009, 167.988, 154.945, 12.5303, -12.9795, 154.945, 0, 154.945, 167.988, 154.945, 154.945, 154.945, 154.945, 154.945, 154.945, 154.945, 154.945, 154.945, 154.945, 154.945, 154.945, 154.945, 154.945
8.67064, 184.209, 167.295, 154.937, 13.6459, 16.914, 154.937, 0, 154.937, 167.295, 154.937, 154.937, 154.937, 154.937, 154.937, 154.937, 154.937, 154.937, 154.937, 154.937, 154.937, 154.937, 154.937, 154.937
8.6786, 161.906, 166.475, 154.928, 12.8026, -4.56953, 154.928, 0, 154.928, 166.475, 154.928, 154.928, 154.928, 154.928, 154.928, 154.928, 154.928, 154.928, 154.928, 154.928, 154.928, 154.928, 154.928, 154.928
8.68656, 150.851, 165.559, 154.919, 12.3633, -14.7081, 154.919, 0, 154.919, 165.559, 154.919, 154.919, 154.919, 154.919, 154.919, 154.919, 154.919, 154.919, 154.919, 154.919, 154.919, 154.919, 154.919, 154.919
8.69452, 162.523, 164.576, 154.908, 12.8266, -2.05313, 154.908, 0, 154.908, 164.576, 154.908, 154.908, 154.908, 154.908, 154.908, 154.908, 154.908, 154.908, 154.908, 154.908, 154.908, 154.908, 154.908, 154.908
8.70248, 173.134, 163.559, 154.896, 13.2338, 9.57541, 154.896, 0, 154.896, 163.558, 154.896, 154.896, 154.896, 154.896, 154.896, 154.896, 154.896, 154.896, 154.896, 154.896, 154.896, 154.896, 154.896, 154.896
8.71044, 164.712, 162.538, 154.882, 12.9117, 2.17416, 154.882, 0, 154.882, 162.537, 154.882, 154.882, 154.882, 154.882, 154.882, 154.882, 154.882, 154.882, 154.882, 154.882, 154.882, 154.882, 154.882, 154.882
8.7184, 174.347, 161.541, 154.868, 13.2796, 12.806, 154.868, 0, 154.868, 161.54, 154.868, 154.868, 154.868, 154.868, 154.868, 154.868, 154.868, 154.868, 154.868, 154.868, 154.868, 154.868, 154.868, 154.868
8.72636, 172.696, 160.589, 154.854, 13.2173, 12.1065, 154.854, 0, 154.855, 160.589, 154.854, 154.854, 154.854, 154.854, 154.854, 154.854, 154.854, 154.854, 154.854, 154.854, 154.854, 154.854, 154.854, 154.854
8.73432, 163.794, 159.701, 154.839, 12.8761, 4.09332, 154.839, 0, 154.839, 159.701, 154.839, 154.839, 154.839, 154.839, 154.839, 154.839, 154.839, 154.839, 154.839, 154.839, 154.839, 154.839, 154.839, 154.839
8.74228, 156.579, 158.887, 154.822, 12.5928, -2.30844, 154.822, 0, 154.822, 158.887, 154.822, 154.822, 154.822, 154.822, 154.822, 154.822, 154.822, 154.822, 154.822, 154.822, 154.822, 154.822, 154.822, 154.822
8.75024, 144.094, 158.155, 154.803, 12.0869, -14.0611, 154.803, 0, 154.803, 158.155, 154.803, 154.803, 154.803, 154.803, 154.803, 154.803, 154.803, 154.803, 154.803, 154.803, 154.803, 154.803, 154.803, 154.803
8.7582, 162.848, 157.51, 154.783, 12.8393, 5.33827, 154.783, 0, 154.784, 157.51, 154.783, 154.783, 154.783, 154.783, 154.783, 154.783, 154.783, 154.783, 154.783, 154.783, 154.783, 154.783, 154.783, 154.783
8.76616, 176.741, 156.951, 154.764, 13.3694, 19.7905, 154.764, 0, 154.764, 156.951, 154.764, 154.764, 154.764, 154.764, 154.764, 154.764, 154.764, 154.764, 154.764, 154.764, 154.764, 154.764, 154.764, 154.764
8.77412, 151.122, 156.474, 154.743, 12.3743, -5.35147, 154.743, 0, 154.743, 156.474, 154.743, 154.743, 154.743, 154.743, 154.743, 154.743, 154.743, 154.743, 154.743, 154.743, 154.743, 154.743, 154.743, 154.743
8.78208, 171.243, 156.072, 154.721, 13.1622, 15.1716, 154.721, 0, 154.721, 156.072, 154.721, 154.721, 154.721, 154.721, 154.721, 154.721, 154.721, 154.721, 154.721, 154.721, 154.721, 154.721, 154.721, 154.721
8.79004, 169.777, 155.737, 154.697, 13.1064, 14.0402, 154.697, 0, 154.697, 155.736, 154.697, 154.697, 154.697, 154.697, 154.697, 154.697, 154.697, 154.697, 154.697, 154.697, 154.697, 154.697, 154.697, 154.697
8.798, 141.241, 155.46, 154.671, 11.9683, -14.2189, 154.671, 0, 154.671, 155.46, 154.671, 154.671, 154.671, 154.671, 154.671, 154.671, 154.671, 154.671, 154.671, 154.671, 154.671, 154.671, 154.671, 154.671
8.80596, 138.406, 155.235, 154.644, 11.8493, -16.8294, 154.644, 0, 154.644, 155.235, 154.644, 154.644, 154.644, 154.644, 154.644, 154.644, 154.644, 154.644, 154.644, 154.644, 154.644, 154.644, 154.644, 154.644
8.81392, 153.853, 155.053, 154.616, 12.4841, -1.20027, 154.616, 0, 154.616, 155.053, 154.616, 154.616, 154.616, 154.616, 154.616, 154.616, 154.616, 154.616, 154.616, 154.616, 154.616, 154.616, 154.616, 154.616
8.82188, 148.94, 154.907, 154.588, 12.2858, -5.96681, 154.588, 0, 154.588, 154.907, 154.588, 154.588, 154.588, 154.588, 154.588, 154.588, 154.588, 154.588, 154.588, 154.588, 154.588, 154.588, 154.588, 154.588
8.82984, 157.272, 154.787, 154.558, 12.6203, 2.4845, 154.558, 0, 154.558, 154.787, 154.558, 154.558, 154.558, 154.558, 154.558, 154.558, 154.558, 154.558, 154.558, 154.558, 154.558, 154.558, 154.558, 154.558
8.8378, 175.251, 154.688, 154.526, 13.3136, 20.5624, 154.526, 0, 154.526, 154.688, 154.526, 154.526, 154.526, 154.526, 154.526, 154.526, 154.526, 154.526, 154.526, 154.526, 154.526, 154.526, 154.526, 154.526
8.84576, 156.824, 154.606, 154.492, 12.6026, 2.21883, 154.492, 0, 154.492, 154.605, 154.492, 154.492, 154.492, 154.492, 154.492, 154.492, 154.492, 154.492, 154.492, 154.492, 154.492, 154.492, 154.492, 154.492
8.85372, 143.305, 154.535, 154.456, 12.0542, -11.2304, 154.456, 0, 154.456, 154.535, 154.456, 154.456, 154.456, 154.456, 154.456, 154.456, 154.456, 154.456, 154.456, 154.456, 154.456, 154.456, 154.456, 154.456
8.86168, 173.294, 154.473, 154.419, 13.2399, 18.821, 154.419, 0, 154.419, 154.473, 154.419, 154.419, 154.419, 154.419, 154.419, 154.419, 154.419, 154.419, 154.419, 154.419, 154.419, 154.419, 154.419, 154.419
8.86964, 172.799, 154.417, 154.38, 13.2212, 18.3826, 154.38, 0, 154.381, 154.416, 154.38, 154.38, 154.38, 154.38, 154.38, 154.38, 154.38, 154.38, 154.38, 154.38, 154.38, 154.38, 154.38, 154.38
8.8776, 177.771, 154.364, 154.34, 13.4079, 23.4065, 154.34, 0, 154.34, 154.364, 154.34, 154.34, 154.34, 154.34, 154.34, 154.34, 154.34, 154.34, 154.34, 154.34, 154.34, 154.34, 154.34, 154.34
8.88556, 171.796, 154.313, 154.297, 13.1832, 17.483, 154.297, 0, 154.297, 154.313, 154.297, 154.297, 154.297, 154.297, 154.297, 154.297, 154.297, 154.297, 154.297, 154.297, 154.297, 154.297, 154.297, 154.297
8.89352, 160.355, 154.262, 154.251, 12.7419, 6.09384, 154.251, 0, 154.251, 154.261, 154.251, 154.251, 154.251, 154.251, 154.251, 154.251, 154.251, 154.251, 154.251, 154.251, 154.251, 154.251, 154.251, 154.251
8.90148, 164.656, 154.209, 154.202, 12.9095, 10.4467, 154.202, 0, 154.202, 154.209, 154.202, 154.202, 154.202, 154.202, 154.202, 154.202, 154.202, 154.202, 154.202, 154.202, 154.202, 154.202, 154.202, 154.202
8.90944, 171.926, 154.155, 154.151, 13.1881, 17.7708, 154.151, 0, 154.151, 154.155, 154.151, 154.151, 154.151, 154.151, 154.151, 154.151, 154.151, 154.151, 154.151, 154.151, 154.151, 154.151, 154.151, 154.151
8.9174, 154.867, 154.1, 154.097, 12.5247, 0.767197, 154.097, 0, 154.097, 154.1, 154.097, 154.097, 154.097, 154.097, 154.097, 154.097, 154.097, 154.097, 154.097, 154.097, 154.097, 154.097, 154.097, 154.097
8.92536, 153.228, 154.044, 154.042, 12.4591, -0.815613, 154.042, 0, 154.042, 154.044, 154.042, 154.042, 154.042, 154.042, 154.042, 154.042, 154.042, 154.042, 154.042, 154.042, 154.042, 154.042, 154.042, 154.042
8.93332, 143.867, 153.985, 153.984, 12.0775, -10.1181, 153.984, 0, 153.984, 153.985, 153.984, 153.984, 153.984, 153.984, 153.984, 153.984, 153.984, 153.984, 153.984, 153.984, 153.984, 153.984, 153.984, 153.984
8.94128, 155.477, 153.924, 153.923, 12.549, 1.55298, 153.923, 0, 153.923, 153.924, 153.923, 153.923, 153.923, 153.923, 153.923, 153.923, 153.923, 153.923, 153.923, 153.923, 153.923, 153.923, 153.923, 153.923
8.94924, 169.015, 153.861, 153.86, 13.0773, 15.1545, 153.86, 0, 153.86, 153.861, 153.86, 153.86, 153.86, 153.86, 153.86, 153.86, 153.86, 153.86, 153.86, 153.86, 153.86, 153.86, 153.86, 153.86
8.9572, 175.859, 153.795, 153.795, 13.3364, 22.0637, 153.795, 0, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795, 153.795
8.96516, 159.794, 153.728, 153.728, 12.7198, 6.06624, 153.728, 0, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728, 153.728
8.97312, 150.402, 153.66, 153.66, 12.3451, -3.25809, 153.66, 0, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66, 153.66
8.98108, 167.974, 153.59, 153.59, 13.0374, 14.384, 153.59, 0, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59, 153.59
8.98904, 164.163, 153.518, 153.518, 12.8904, 10.6456, 153.518, 0, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518, 153.518
8.997, 164.111, 153.444, 153.443, 12.8884, 10.6677, 153.443, 0, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443, 153.443
9.00496, 156.078, 153.367, 153.367, 12.5729, 2.71086, 153.367, 0, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367, 153.367
9.01292, 158.329, 153.289, 153.289, 12.6621, 5.04028, 153.289, 0, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289, 153.289
9.02088, 171.544, 153.21, 153.21, 13.1736, 18.3334, 153.21, 0, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21, 153.21
9.02884, 158.015, 153.13, 153.13, 12.6497, 4.88477, 153.13, 0, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13, 153.13
9.03681, 151.804, 153.048, 153.048, 12.4018, -1.24359, 153.048, 0, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048, 153.048
9.04476, 176.121, 152.963, 152.963, 13.3462, 23.1572, 152.963, 0, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963, 152.963
9.05272, 179.977, 152.877, 152.876, 13.4899, 27.1, 152.876, 0, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876, 152.876
9.06068, 151.45, 152.788, 152.788, 12.3875, -1.33794, 152.788, 0, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788, 152.788
9.06865, 177.266, 152.699, 152.698, 13.389, 24.5677, 152.698, 0, 152.698, 152.699, 152.698, 152.698, 152.698, 152.698, 152.698, 152.698, 152.698, 152.698, 152.698, 152.698, 152.698, 152.698, 152.698, 152.698
9.0766, 169.969, 152.608, 152.608, 13.1137, 17.3611, 152.608, 0, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608, 152.608
9.08457, 189.265, 152.515, 152.515, 13.8299, 36.7497, 152.515, 0, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515, 152.515
9.09253, 182.056, 152.42, 152.42, 13.5667, 29.6355, 152.42, 0, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42, 152.42
9.10049, 158.227, 152.323, 152.322, 12.6581, 5.90428, 152.322, 0, 152.323, 152.323, 152.322, 152.322, 152.322, 152.322, 152.322, 152.322, 152.322, 152.322, 152.322, 152.322, 152.322, 152.322, 152.322, 152.322
9.10845, 148.715, 152.223, 152.223, 12.2766, -3.50778, 152.223, 0, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223, 152.223
9.11641, 144.679, 152.123, 152.123, 12.1111, -7.4436, 152.123, 0, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123, 152.123
9.12436, 148.833, 152.021, 152.021, 12.2814, -3.18837, 152.021, 0, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021, 152.021
9.13233, 150.48, 151.918, 151.918, 12.3483, -1.4382, 151.918, 0, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918, 151.918
9.14029, 168.978, 151.812, 151.812, 13.0759, 17.1662, 151.812, 0, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812, 151.812
9.14825, 164.729, 151.704, 151.704, 12.9124, 13.0251, 151.704, 0, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704, 151.704
9.15621, 160.431, 151.593, 151.593, 12.7448, 8.83743, 151.593, 0, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593, 151.593
9.16417, 170.845, 151.482, 151.481, 13.147, 19.3633, 151.481, 0, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481, 151.481
9.17213, 168.164, 151.369, 151.369, 13.0447, 16.7946, 151.369, 0, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369, 151.369
9.18009, 175.592, 151.255, 151.255, 13.3264, 24.3373, 151.255, 0, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255, 151.255
9.18805, 148.011, 151.139, 151.138, 12.2479, -3.12735, 151.138, 0, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138, 151.138
9.19601, 149.199, 151.019, 151.019, 12.2963, -1.82056, 151.019, 0, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019, 151.019
9.20397, 157.165, 150.897, 150.897, 12.6161, 6.26767, 150.897, 0, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897, 150.897
9.21193, 168.313, 150.775, 150.774, 13.0504, 17.5389, 150.774, 0, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774, 150.774
9.21989, 154.929, 150.651, 150.651, 12.5271, 4.27832, 150.651, 0, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651, 150.651
9.22785, 153.638, 150.526, 150.526, 12.4755, 3.11197, 150.526, 0, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526, 150.526
9.23581, 152.902, 150.399, 150.399, 12.446, 2.50313, 150.399, 0, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399, 150.399
9.24377, 162.113, 150.269, 150.269, 12.8107, 11.8439, 150.269, 0, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269
9.25173, 164.054, 150.136, 150.136, 12.8862, 13.9179, 150.136, 0, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136, 150.136
9.25969, 156.835, 150.002, 150.002, 12.603, 6.83287, 150.002, 0, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002, 150.002
9.26765, 155.158, 149.868, 149.868, 12.5363, 5.28992, 149.868, 0, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868, 149.868
9.27561, 153.679, 149.733, 149.733, 12.4772, 3.94659, 149.733, 0, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733, 149.733
9.28357, 129.583, 149.595, 149.595, 11.471, -20.0122, 149.595, 0, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595, 149.595
9.29153, 144.855, 149.455, 149.454, 12.1184, -4.59982, 149.454, 0, 149.454, 149.455, 149.454, 149.454, 149.454, 149.454, 149.454, 149.454, 149.454, 149.454, 149.454, 149.454, 149.454, 149.454, 149.454, 149.454
9.29949, 168.484, 149.312, 149.311, 13.057, 19.1727, 149.311, 0, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311, 149.311
9.30745, 141.012, 149.168, 149.166, 11.9588, -8.15538, 149.166, 0, 149.166, 149.167, 149.166, 149.166, 149.166, 149.166, 149.166, 149.166, 149.166, 149.166, 149.166, 149.166, 149.166, 149.166, 149.166, 149.166
9.31541, 154.395, 149.023, 149.022, 12.5058, 5.37199, 149.022, 0, 149.022, 149.023, 149.022, 149.022, 149.022, 149.022, 149.022, 149.022, 149.022, 149.022, 149.022, 149.022, 149.022, 149.022, 149.022, 149.022
9.32337, 181.31, 148.878, 148.876, 13.5392, 32.4314, 148.876, 0, 148.876, 148.878, 148.876, 148.876, 148.876, 148.876, 148.876, 148.876, 148.876, 148.876, 148.876, 148.876, 148.876, 148.876, 148.876, 148.876
9.33133, 153.318, 148.732, 148.728, 12.4627, 4.58589, 148.728, 0, 148.728, 148.732, 148.728, 148.728, 148.728, 148.728, 148.728, 148.728, 148.728, 148.728, 148.728, 148.728, 148.728, 148.728, 148.728, 148.728
9.33929, 166.846, 148.583, 148.577, 12.9941, 18.2631, 148.577, 0, 148.577, 148.583, 148.577, 148.577, 148.577, 148.577, 148.577, 148.577, 148.577, 148.577, 148.577, 148.577, 148.577, 148.577, 148.577, 148.577
9.34725, 144.941, 148.432, 148.424, 12.1219, -3.49129, 148.424, 0, 148.424, 148.432, 148.424, 148.424, 148.424, 148.424, 148.424, 148.424, 148.424, 148.424, 148.424, 148.424, 148.424, 148.424, 148.424, 148.424
9.35521, 151.518, 148.281, 148.269, 12.3902, 3.23686, 148.269, 0, 148.27, 148.281, 148.269, 148.269, 148.269, 148.269, 148.269, 148.269, 148.269, 148.269, 148.269, 148.269, 148.269, 148.269, 148.269, 148.269
9.36317, 141.499, 148.132, 148.115, 11.9791, -6.63312, 148.115, 0, 148.115, 148.132, 148.115, 148.115, 148.115, 148.115, 148.115, 148.115, 148.115, 148.115, 148.115, 148.115, 148.115, 148.115, 148.115, 148.115
9.37113, 153.036, 147.984, 147.959, 12.4513, 5.05231, 147.959, 0, 147.959, 147.984, 147.959, 147.959, 147.959, 147.959, 147.959, 147.959, 147.959, 147.959, 147.959, 147.959, 147.959, 147.959, 147.959, 147.959
9.37909, 168.553, 147.836, 147.802, 13.0596, 20.717, 147.802, 0, 147.802, 147.836, 147.802, 147.802, 147.802, 147.802, 147.802, 147.802, 147.802, 147.802, 147.802, 147.802, 147.802, 147.802, 147.802, 147.802
9.38705, 174.536, 147.69, 147.641, 13.2867, 26.8461, 147.641, 0, 147.641, 147.69, 147.641, 147.641, 147.641, 147.641, 147.641, 147.641, 147.641, 147.641, 147.641, 147.641, 147.641, 147.641, 147.641, 147.641
9.39501, 163.102, 147.545, 147.478, 12.8492, 15.5564, 147.478, 0, 147.478, 147.545, 147.478, 147.478, 147.478, 147.478, 147.478, 147.478, 147.478, 147.478, 147.478, 147.478, 147.478, 147.478, 147.478, 147.478
9.40297, 151.471, 147.405, 147.314, 12.3883, 4.06552, 147.314, 0, 147.314, 147.405, 147.314, 147.314, 147.314, 147.314, 147.314, 147.314, 147.314, 147.314, 147.314, 147.314, 147.314, 147.314, 147.314, 147.314
9.41093, 155.137, 147.272, 147.15, 12.5354, 7.86549, 147.15, 0, 147.15, 147.272, 147.15, 147.15, 147.15, 147.15, 147.15, 147.15, 147.15, 147.15, 147.15, 147.15, 147.15, 147.15, 147.15, 147.15
9.41889, 164.862, 147.146, 146.985, 12.9175, 17.7166, 146.985, 0, 146.985, 147.146, 146.985, 146.985, 146.985, 146.985, 146.985, 146.985, 146.985, 146.985, 146.985, 146.985, 146.985, 146.985, 146.985, 146.985
9.42685, 143.209, 147.028, 146.819, 12.0503, -3.81877, 146.819, 0, 146.819, 147.028, 146.819, 146.819, 146.819, 146.819, 146.819, 146.819, 146.819, 146.819, 146.819, 146.819, 146.819, 146.819, 146.819, 146.819
