   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_74.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
5.91581, 13.6024, 15.8313, 12.8328, 3.94998, -2.22892, 0, 12.8328, 12.8328, 12.8329, 12.8332, 15.8307, 12.8328, 12.8328, 12.8328, 12.8328, 12.8328, 12.8328, 12.8328, 12.8328, 12.8328, 12.8328, 12.8328, 12.8328, 12.8328, 12.8328
5.92371, 15.3637, 15.9673, 12.8503, 4.16697, -0.603674, 0, 12.8503, 12.8504, 12.8504, 12.8507, 15.9668, 12.8503, 12.8503, 12.8503, 12.8503, 12.8503, 12.8503, 12.8503, 12.8503, 12.8503, 12.8503, 12.8503, 12.8503, 12.8503, 12.8503
5.93162, 14.2322, 16.0722, 12.8678, 4.02892, -1.84001, 0, 12.8678, 12.8678, 12.8679, 12.8682, 16.0717, 12.8678, 12.8678, 12.8678, 12.8678, 12.8678, 12.8678, 12.8678, 12.8678, 12.8678, 12.8678, 12.8678, 12.8678, 12.8678, 12.8678
5.93952, 12.5989, 16.1432, 12.8853, 3.82086, -3.54423, 0, 12.8853, 12.8853, 12.8854, 12.8857, 16.1427, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853
5.94742, 16.3768, 16.1786, 12.9028, 4.28681, 0.19817, 0, 12.9028, 12.9028, 12.9029, 12.9032, 16.1781, 12.9028, 12.9028, 12.9028, 12.9028, 12.9028, 12.9028, 12.9028, 12.9028, 12.9028, 12.9028, 12.9028, 12.9028, 12.9028, 12.9028
5.95532, 8.35631, 16.178, 12.9205, 3.21812, -7.82171, 0, 12.9205, 12.9205, 12.9205, 12.9208, 16.1775, 12.9205, 12.9205, 12.9205, 12.9205, 12.9205, 12.9205, 12.9205, 12.9205, 12.9205, 12.9205, 12.9205, 12.9205, 12.9205, 12.9205
5.96322, 11.9855, 16.1421, 12.9383, 3.73972, -4.15665, 0, 12.9383, 12.9383, 12.9383, 12.9387, 16.1417, 12.9383, 12.9383, 12.9383, 12.9383, 12.9383, 12.9383, 12.9383, 12.9383, 12.9383, 12.9383, 12.9383, 12.9383, 12.9383, 12.9383
5.97113, 11.7124, 16.0728, 12.9564, 3.70302, -4.36045, 0, 12.9564, 12.9564, 12.9564, 12.9568, 16.0724, 12.9564, 12.9564, 12.9564, 12.9564, 12.9564, 12.9564, 12.9564, 12.9564, 12.9564, 12.9564, 12.9564, 12.9564, 12.9564, 12.9564
5.97903, 16.2589, 15.973, 12.9748, 4.27304, 0.285809, 0, 12.9748, 12.9748, 12.9748, 12.9752, 15.9726, 12.9748, 12.9748, 12.9748, 12.9748, 12.9748, 12.9748, 12.9748, 12.9748, 12.9748, 12.9748, 12.9748, 12.9748, 12.9748, 12.9748
5.98693, 15.7025, 15.8466, 12.9935, 4.20743, -0.144073, 0, 12.9936, 12.9936, 12.9936, 12.994, 15.8461, 12.9935, 12.9935, 12.9935, 12.9935, 12.9935, 12.9935, 12.9935, 12.9935, 12.9935, 12.9935, 12.9935, 12.9935, 12.9935, 12.9935
5.99483, 12.9807, 15.6979, 13.0128, 3.87049, -2.71724, 0, 13.0128, 13.0128, 13.0128, 13.0132, 15.6974, 13.0128, 13.0128, 13.0128, 13.0128, 13.0128, 13.0128, 13.0128, 13.0128, 13.0128, 13.0128, 13.0128, 13.0128, 13.0128, 13.0128
6.00274, 14.6886, 15.5321, 13.0325, 4.08517, -0.843428, 0, 13.0325, 13.0325, 13.0325, 13.0329, 15.5316, 13.0325, 13.0325, 13.0325, 13.0325, 13.0325, 13.0325, 13.0325, 13.0325, 13.0325, 13.0325, 13.0325, 13.0325, 13.0325, 13.0325
6.01064, 15.8673, 15.3542, 13.0527, 4.22697, 0.513022, 0, 13.0527, 13.0527, 13.0527, 13.0531, 15.3537, 13.0527, 13.0527, 13.0527, 13.0527, 13.0527, 13.0527, 13.0527, 13.0527, 13.0527, 13.0527, 13.0527, 13.0527, 13.0527, 13.0527
6.01854, 14.3861, 15.1696, 13.0735, 4.04798, -0.783489, 0, 13.0735, 13.0735, 13.0735, 13.0739, 15.1691, 13.0735, 13.0735, 13.0735, 13.0735, 13.0735, 13.0735, 13.0735, 13.0735, 13.0735, 13.0735, 13.0735, 13.0735, 13.0735, 13.0735
6.02644, 12.288, 14.9832, 13.0949, 3.77994, -2.69519, 0, 13.0949, 13.0949, 13.0949, 13.0953, 14.9827, 13.0949, 13.0949, 13.0949, 13.0949, 13.0949, 13.0949, 13.0949, 13.0949, 13.0949, 13.0949, 13.0949, 13.0949, 13.0949, 13.0949
6.03434, 11.9857, 14.7995, 13.1168, 3.73975, -2.81372, 0, 13.1168, 13.1168, 13.1168, 13.1172, 14.7989, 13.1168, 13.1168, 13.1168, 13.1168, 13.1168, 13.1168, 13.1168, 13.1168, 13.1168, 13.1168, 13.1168, 13.1168, 13.1168, 13.1168
6.04225, 13.01, 14.6225, 13.1393, 3.87427, -1.61254, 0, 13.1393, 13.1393, 13.1393, 13.1397, 14.622, 13.1393, 13.1393, 13.1393, 13.1393, 13.1393, 13.1393, 13.1393, 13.1393, 13.1393, 13.1393, 13.1393, 13.1393, 13.1393, 13.1393
6.05015, 15.3001, 14.4556, 13.1623, 4.15934, 0.844493, 0, 13.1623, 13.1623, 13.1623, 13.1628, 14.4551, 13.1623, 13.1623, 13.1623, 13.1623, 13.1623, 13.1623, 13.1623, 13.1623, 13.1623, 13.1623, 13.1623, 13.1623, 13.1623, 13.1623
6.05805, 16.6573, 14.3014, 13.1858, 4.31941, 2.35589, 0, 13.1858, 13.1858, 13.1858, 13.1863, 14.3008, 13.1858, 13.1858, 13.1858, 13.1858, 13.1858, 13.1858, 13.1858, 13.1858, 13.1858, 13.1858, 13.1858, 13.1858, 13.1858, 13.1858
6.06595, 13.9708, 14.1618, 13.2098, 3.99635, -0.190969, 0, 13.2098, 13.2098, 13.2099, 13.2104, 14.1611, 13.2098, 13.2098, 13.2098, 13.2098, 13.2098, 13.2098, 13.2098, 13.2098, 13.2098, 13.2098, 13.2098, 13.2098, 13.2098, 13.2098
6.07386, 9.98903, 14.0379, 13.2343, 3.46252, -4.04886, 0, 13.2343, 13.2343, 13.2343, 13.2349, 14.0372, 13.2343, 13.2343, 13.2343, 13.2343, 13.2343, 13.2343, 13.2343, 13.2343, 13.2343, 13.2343, 13.2343, 13.2343, 13.2343, 13.2343
6.08176, 13.6454, 13.9303, 13.2591, 3.95542, -0.284939, 0, 13.2591, 13.2591, 13.2591, 13.2598, 13.9295, 13.2591, 13.2591, 13.2591, 13.2591, 13.2591, 13.2591, 13.2591, 13.2591, 13.2591, 13.2591, 13.2591, 13.2591, 13.2591, 13.2591
6.08966, 14.6894, 13.8389, 13.2842, 4.08526, 0.850477, 0, 13.2842, 13.2842, 13.2842, 13.2851, 13.8379, 13.2842, 13.2842, 13.2842, 13.2842, 13.2842, 13.2842, 13.2842, 13.2842, 13.2842, 13.2842, 13.2842, 13.2842, 13.2842, 13.2842
6.09756, 8.64723, 13.7633, 13.3096, 3.26301, -5.11603, 0, 13.3096, 13.3096, 13.3096, 13.3107, 13.7621, 13.3096, 13.3096, 13.3096, 13.3096, 13.3096, 13.3096, 13.3096, 13.3096, 13.3096, 13.3096, 13.3096, 13.3096, 13.3096, 13.3096
6.10546, 9.63792, 13.7025, 13.3351, 3.41144, -4.06456, 0, 13.3351, 13.3352, 13.3352, 13.3366, 13.7009, 13.3351, 13.3351, 13.3351, 13.3351, 13.3351, 13.3351, 13.3351, 13.3351, 13.3351, 13.3351, 13.3351, 13.3351, 13.3351, 13.3351
6.11337, 12.3079, 13.6554, 13.3608, 3.78258, -1.34756, 0, 13.3608, 13.3609, 13.3609, 13.3628, 13.6534, 13.3608, 13.3608, 13.3608, 13.3608, 13.3608, 13.3608, 13.3608, 13.3608, 13.3608, 13.3608, 13.3608, 13.3608, 13.3608, 13.3608
6.12127, 10.3028, 13.6208, 13.3866, 3.50754, -3.318, 0, 13.3866, 13.3867, 13.3867, 13.3893, 13.6181, 13.3866, 13.3866, 13.3866, 13.3866, 13.3866, 13.3866, 13.3866, 13.3866, 13.3866, 13.3866, 13.3866, 13.3866, 13.3866, 13.3866
6.12917, 13.0921, 13.5974, 13.4124, 3.88485, -0.505299, 0, 13.4124, 13.4125, 13.4125, 13.4161, 13.5937, 13.4124, 13.4124, 13.4124, 13.4124, 13.4124, 13.4124, 13.4124, 13.4124, 13.4124, 13.4124, 13.4124, 13.4124, 13.4124, 13.4124
6.13707, 7.24919, 13.5837, 13.4382, 3.04125, -6.33448, 0, 13.4382, 13.4382, 13.4382, 13.4432, 13.5786, 13.4382, 13.4382, 13.4382, 13.4382, 13.4382, 13.4382, 13.4382, 13.4382, 13.4382, 13.4382, 13.4382, 13.4382, 13.4382, 13.4382
6.14498, 14.2291, 13.5785, 13.4639, 4.02853, 0.650558, 0, 13.4639, 13.464, 13.464, 13.4709, 13.5715, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639
6.15288, 14.4385, 13.5807, 13.4895, 4.05444, 0.857718, 0, 13.4895, 13.4895, 13.4895, 13.4991, 13.5711, 13.4895, 13.4895, 13.4895, 13.4895, 13.4895, 13.4895, 13.4895, 13.4895, 13.4895, 13.4895, 13.4895, 13.4895, 13.4895, 13.4895
6.16078, 7.68494, 13.5894, 13.5149, 3.11206, -5.90447, 0, 13.515, 13.515, 13.515, 13.5282, 13.5761, 13.5149, 13.5149, 13.5149, 13.5149, 13.5149, 13.5149, 13.5149, 13.5149, 13.5149, 13.5149, 13.5149, 13.5149, 13.5149, 13.5149
6.16868, 9.90193, 13.6037, 13.5402, 3.44992, -3.7018, 0, 13.5402, 13.5402, 13.5402, 13.5582, 13.5856, 13.5402, 13.5402, 13.5402, 13.5402, 13.5402, 13.5402, 13.5402, 13.5402, 13.5402, 13.5402, 13.5402, 13.5402, 13.5402, 13.5402
6.17658, 10.7826, 13.6231, 13.5652, 3.57528, -2.84049, 0, 13.5652, 13.5652, 13.5653, 13.5897, 13.5986, 13.5652, 13.5652, 13.5652, 13.5652, 13.5652, 13.5652, 13.5652, 13.5652, 13.5652, 13.5652, 13.5652, 13.5652, 13.5652, 13.5652
6.18449, 14.084, 13.6472, 13.59, 4.01049, 0.436782, 0, 13.59, 13.59, 13.5901, 13.6229, 13.6143, 13.59, 13.59, 13.59, 13.59, 13.59, 13.59, 13.59, 13.59, 13.59, 13.59, 13.59, 13.59, 13.59, 13.59
6.19239, 13.9783, 13.6759, 13.6146, 3.99728, 0.302382, 0, 13.6146, 13.6146, 13.6146, 13.6584, 13.632, 13.6146, 13.6146, 13.6146, 13.6146, 13.6146, 13.6146, 13.6146, 13.6146, 13.6146, 13.6146, 13.6146, 13.6146, 13.6146, 13.6146
6.20029, 13.0975, 13.7091, 13.6388, 3.88555, -0.611594, 0, 13.6388, 13.6388, 13.6388, 13.6966, 13.6512, 13.6388, 13.6388, 13.6388, 13.6388, 13.6388, 13.6388, 13.6388, 13.6388, 13.6388, 13.6388, 13.6388, 13.6388, 13.6388, 13.6388
6.20819, 12.5679, 13.747, 13.6628, 3.81679, -1.17913, 0, 13.6628, 13.6628, 13.6628, 13.7382, 13.6715, 13.6628, 13.6628, 13.6628, 13.6628, 13.6628, 13.6628, 13.6628, 13.6628, 13.6628, 13.6628, 13.6628, 13.6628, 13.6628, 13.6628
6.21609, 14.4032, 13.7901, 13.6865, 4.05009, 0.613135, 0, 13.6865, 13.6865, 13.6865, 13.7839, 13.6925, 13.6865, 13.6865, 13.6865, 13.6865, 13.6865, 13.6865, 13.6865, 13.6865, 13.6865, 13.6865, 13.6865, 13.6865, 13.6865, 13.6865
6.224, 10.5539, 13.8387, 13.7098, 3.54315, -3.28478, 0, 13.7098, 13.7098, 13.7099, 13.8345, 13.714, 13.7098, 13.7098, 13.7098, 13.7098, 13.7098, 13.7098, 13.7098, 13.7098, 13.7098, 13.7098, 13.7098, 13.7098, 13.7098, 13.7098
6.2319, 8.70095, 13.8935, 13.7329, 3.27123, -5.19255, 0, 13.7329, 13.7329, 13.7329, 13.8906, 13.7357, 13.7329, 13.7329, 13.7329, 13.7329, 13.7329, 13.7329, 13.7329, 13.7329, 13.7329, 13.7329, 13.7329, 13.7329, 13.7329, 13.7329
6.2398, 8.26456, 13.955, 13.7556, 3.20384, -5.69044, 0, 13.7556, 13.7556, 13.7556, 13.953, 13.7575, 13.7556, 13.7556, 13.7556, 13.7556, 13.7556, 13.7556, 13.7556, 13.7556, 13.7556, 13.7556, 13.7556, 13.7556, 13.7556, 13.7556
6.2477, 10.8178, 14.0238, 13.778, 3.5802, -3.20599, 0, 13.778, 13.778, 13.7781, 14.0225, 13.7793, 13.778, 13.778, 13.778, 13.778, 13.778, 13.778, 13.778, 13.778, 13.778, 13.778, 13.778, 13.778, 13.778, 13.778
6.2556, 17.8672, 14.1005, 13.8001, 4.45726, 3.76665, 0, 13.8001, 13.8001, 13.8001, 14.0996, 13.8009, 13.8001, 13.8001, 13.8001, 13.8001, 13.8001, 13.8001, 13.8001, 13.8001, 13.8001, 13.8001, 13.8001, 13.8001, 13.8001, 13.8001
6.26351, 11.6118, 14.1855, 13.8218, 3.68941, -2.57371, 0, 13.8219, 13.8219, 13.8219, 14.1848, 13.8224, 13.8218, 13.8218, 13.8218, 13.8218, 13.8218, 13.8218, 13.8218, 13.8218, 13.8218, 13.8218, 13.8218, 13.8218, 13.8218, 13.8218
6.27141, 5.53866, 14.2789, 13.8433, 2.74566, -8.74027, 0, 13.8433, 13.8433, 13.8433, 14.2785, 13.8436, 13.8433, 13.8433, 13.8433, 13.8433, 13.8433, 13.8433, 13.8433, 13.8433, 13.8433, 13.8433, 13.8433, 13.8433, 13.8433, 13.8433
6.27931, 12.6071, 14.3809, 13.8644, 3.82193, -1.77374, 0, 13.8644, 13.8644, 13.8644, 14.3806, 13.8646, 13.8644, 13.8644, 13.8644, 13.8644, 13.8644, 13.8644, 13.8644, 13.8644, 13.8644, 13.8644, 13.8644, 13.8644, 13.8644, 13.8644
6.28721, 13.709, 14.491, 13.8851, 3.96345, -0.782073, 0, 13.8851, 13.8852, 13.8852, 14.4908, 13.8853, 13.8851, 13.8851, 13.8851, 13.8851, 13.8851, 13.8851, 13.8851, 13.8851, 13.8851, 13.8851, 13.8851, 13.8851, 13.8851, 13.8851
6.29512, 13.184, 14.6087, 13.9056, 3.89667, -1.42473, 0, 13.9056, 13.9056, 13.9056, 14.6086, 13.9057, 13.9056, 13.9056, 13.9056, 13.9056, 13.9056, 13.9056, 13.9056, 13.9056, 13.9056, 13.9056, 13.9056, 13.9056, 13.9056, 13.9056
6.30302, 12.5103, 14.733, 13.9257, 3.80924, -2.22271, 0, 13.9257, 13.9257, 13.9257, 14.7329, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257, 13.9257
6.31092, 18.5007, 14.8624, 13.9454, 4.52777, 3.6383, 0, 13.9454, 13.9455, 13.9455, 14.8623, 13.9455, 13.9454, 13.9454, 13.9454, 13.9454, 13.9454, 13.9454, 13.9454, 13.9454, 13.9454, 13.9454, 13.9454, 13.9454, 13.9454, 13.9454
6.31882, 15.718, 14.9952, 13.9649, 4.20928, 0.72282, 0, 13.9649, 13.9649, 13.9649, 14.9951, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649, 13.9649
6.32673, 15.9783, 15.1292, 13.984, 4.24008, 0.849023, 0, 13.984, 13.984, 13.984, 15.1291, 13.984, 13.984, 13.984, 13.984, 13.984, 13.984, 13.984, 13.984, 13.984, 13.984, 13.984, 13.984, 13.984, 13.984, 13.984
6.33463, 14.7261, 15.2621, 14.0028, 4.08975, -0.536012, 0, 14.0028, 14.0028, 14.0028, 15.262, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028, 14.0028
6.34253, 15.4805, 15.3911, 14.0212, 4.18097, 0.0894003, 0, 14.0212, 14.0213, 14.0213, 15.391, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212, 14.0212
6.35043, 15.4713, 15.5136, 14.0394, 4.17986, -0.0423851, 0, 14.0394, 14.0394, 14.0394, 15.5135, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394, 14.0394
6.35833, 19.481, 15.6268, 14.0572, 4.63476, 3.85428, 0, 14.0572, 14.0572, 14.0572, 15.6266, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572, 14.0572
6.36624, 18.7328, 15.7278, 14.0747, 4.55332, 3.00492, 0, 14.0747, 14.0747, 14.0747, 15.7277, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747, 14.0747
6.37414, 11.7374, 15.8145, 14.0918, 3.7064, -4.07711, 0, 14.0918, 14.0919, 14.0919, 15.8144, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918, 14.0918
6.38204, 13.9334, 15.8846, 14.1087, 3.99167, -1.95116, 0, 14.1087, 14.1087, 14.1088, 15.8844, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087, 14.1087
6.38994, 20.85, 15.9365, 14.1252, 4.78017, 4.91353, 0, 14.1253, 14.1253, 14.1253, 15.9363, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252, 14.1252
6.39784, 10.8582, 15.9691, 14.1415, 3.58584, -5.11083, 0, 14.1415, 14.1415, 14.1416, 15.9689, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415, 14.1415
6.40575, 21.5124, 15.9819, 14.1574, 4.84896, 5.53047, 0, 14.1574, 14.1574, 14.1575, 15.9818, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574, 14.1574
6.41365, 15.5218, 15.9751, 14.173, 4.18591, -0.453306, 0, 14.173, 14.173, 14.1731, 15.9749, 14.173, 14.173, 14.173, 14.173, 14.173, 14.173, 14.173, 14.173, 14.173, 14.173, 14.173, 14.173, 14.173, 14.173, 14.173
6.42155, 23.9826, 15.9494, 14.1883, 5.09731, 8.03316, 0, 14.1883, 14.1883, 14.1884, 15.9492, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883, 14.1883
6.42945, 23.4304, 15.9061, 14.2033, 5.04286, 7.52432, 0, 14.2033, 14.2033, 14.2034, 15.9059, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033
6.43736, 15.6513, 15.847, 14.218, 4.20134, -0.195691, 0, 14.218, 14.218, 14.2181, 15.8467, 14.218, 14.218, 14.218, 14.218, 14.218, 14.218, 14.218, 14.218, 14.218, 14.218, 14.218, 14.218, 14.218, 14.218, 14.218
6.44526, 16.1803, 15.7743, 14.2324, 4.26384, 0.406074, 0, 14.2324, 14.2324, 14.2326, 15.774, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324, 14.2324
6.45316, 25.1032, 15.6905, 14.2465, 5.20607, 9.41264, 0, 14.2465, 14.2465, 14.2467, 15.6903, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465, 14.2465
6.46106, 20.4068, 15.5984, 14.2603, 4.73358, 4.80838, 0, 14.2603, 14.2603, 14.2605, 15.5982, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603, 14.2603
6.46896, 22.3387, 15.5008, 14.2738, 4.93342, 6.83791, 0, 14.2738, 14.2738, 14.274, 15.5005, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738, 14.2738
6.47687, 21.3989, 15.4002, 14.287, 4.83724, 5.9987, 0, 14.287, 14.287, 14.2872, 15.3999, 14.287, 14.287, 14.287, 14.287, 14.287, 14.287, 14.287, 14.287, 14.287, 14.287, 14.287, 14.287, 14.287, 14.287, 14.287
6.48477, 19.3557, 15.2993, 14.2999, 4.62122, 4.05643, 0, 14.2999, 14.2999, 14.3001, 15.299, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999, 14.2999
6.49267, 13.7787, 15.2003, 14.3125, 3.97224, -1.42162, 0, 14.3125, 14.3125, 14.3127, 15.2, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125, 14.3125
6.50057, 15.5815, 15.1052, 14.3248, 4.19303, 0.476268, 0, 14.3248, 14.3249, 14.3251, 15.1049, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248, 14.3248
6.50847, 13.5916, 15.0157, 14.3369, 3.94862, -1.42412, 0, 14.3369, 14.3369, 14.3371, 15.0154, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369, 14.3369
6.51638, 16.9668, 14.9329, 14.3486, 4.35509, 2.03387, 0, 14.3486, 14.3486, 14.3489, 14.9326, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486, 14.3486
6.52428, 22.7756, 14.8578, 14.3601, 4.97751, 7.91782, 0, 14.3601, 14.3601, 14.3603, 14.8575, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601, 14.3601
6.53218, 18.0124, 14.7908, 14.3712, 4.47353, 3.22168, 0, 14.3713, 14.3713, 14.3715, 14.7905, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712, 14.3712
6.54008, 9.41587, 14.7321, 14.3821, 3.37874, -5.31621, 0, 14.3821, 14.3822, 14.3824, 14.7318, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821, 14.3821
6.54799, 7.92958, 14.6816, 14.3927, 3.15112, -6.75203, 0, 14.3927, 14.3928, 14.393, 14.6813, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927
6.55589, 13.9808, 14.6391, 14.4031, 3.99759, -0.658305, 0, 14.4031, 14.4031, 14.4033, 14.6388, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031, 14.4031
6.56379, 14.4332, 14.6039, 14.4131, 4.05379, -0.170697, 0, 14.4131, 14.4131, 14.4133, 14.6036, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131, 14.4131
6.57169, 10.3484, 14.5755, 14.4228, 3.51403, -4.22715, 0, 14.4228, 14.4229, 14.4231, 14.5753, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228, 14.4228
6.57959, 10.8053, 14.5532, 14.4323, 3.57844, -3.74798, 0, 14.4323, 14.4323, 14.4325, 14.553, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323, 14.4323
6.5875, 11.6876, 14.5363, 14.4415, 3.69968, -2.84867, 0, 14.4415, 14.4415, 14.4417, 14.536, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415
6.5954, 14.6294, 14.524, 14.4504, 4.07791, 0.105391, 0, 14.4504, 14.4504, 14.4506, 14.5237, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504, 14.4504
6.6033, 17.4689, 14.5155, 14.459, 4.41236, 2.95338, 0, 14.459, 14.4591, 14.4592, 14.5153, 14.459, 14.459, 14.459, 14.459, 14.459, 14.459, 14.459, 14.459, 14.459, 14.459, 14.459, 14.459, 14.459, 14.459, 14.459
6.6112, 10.1561, 14.5103, 14.4674, 3.48656, -4.35422, 0, 14.4674, 14.4674, 14.4675, 14.5101, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674, 14.4674
6.6191, 15.1457, 14.5078, 14.4754, 4.14073, 0.637864, 0, 14.4754, 14.4755, 14.4756, 14.5076, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754, 14.4754
6.62701, 16.9887, 14.5074, 14.4832, 4.3576, 2.4813, 0, 14.4832, 14.4833, 14.4834, 14.5071, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832
