   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_763.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
3.69306, 16.1391, 28.042, 20.2366, 4.259, -11.9029, 20.2366, 0, 20.2506, 20.3443, 20.2409, 27.8727, 20.2778, 20.2366, 20.2366, 20.2366, 20.2366, 20.2366, 20.2366, 20.2366, 20.2385, 20.2366, 20.2366
3.70093, 23.7551, 27.8599, 20.3696, 5.07495, -4.10478, 20.3696, 0, 20.3836, 20.4773, 20.3739, 27.6899, 20.4119, 20.3696, 20.3696, 20.3696, 20.3696, 20.3696, 20.3696, 20.3696, 20.3712, 20.3696, 20.3696
3.70879, 29.9758, 27.6096, 20.5029, 5.65472, 2.36624, 20.5029, 0, 20.5169, 20.6106, 20.5073, 27.4387, 20.5464, 20.5029, 20.5029, 20.5029, 20.5029, 20.5029, 20.5029, 20.5029, 20.5042, 20.5029, 20.5029
3.71666, 20.1203, 27.3035, 20.6366, 4.70322, -7.18321, 20.6366, 0, 20.6506, 20.7443, 20.6409, 27.1317, 20.6812, 20.6366, 20.6366, 20.6366, 20.6366, 20.6366, 20.6366, 20.6366, 20.6377, 20.6366, 20.6366
3.72452, 20.7857, 26.9553, 20.7706, 4.77344, -6.16958, 20.7706, 0, 20.7846, 20.8783, 20.7749, 26.7826, 20.8163, 20.7706, 20.7706, 20.7706, 20.7706, 20.7706, 20.7706, 20.7706, 20.7715, 20.7706, 20.7706
3.73239, 20.9782, 26.5792, 20.9049, 4.79356, -5.60099, 20.9049, 0, 20.9189, 21.0126, 20.9093, 26.4055, 20.9518, 20.9049, 20.9049, 20.9049, 20.9049, 20.9049, 20.9049, 20.9049, 20.9057, 20.9049, 20.9049
3.74025, 16.7739, 26.1893, 21.0396, 4.33289, -9.41542, 21.0396, 0, 21.0536, 21.1473, 21.044, 26.0146, 21.0877, 21.0396, 21.0396, 21.0396, 21.0396, 21.0396, 21.0396, 21.0396, 21.0402, 21.0396, 21.0396
3.74812, 12.1826, 25.7988, 21.1747, 3.76598, -13.6162, 21.1747, 0, 21.1887, 21.2824, 21.179, 25.6229, 21.2239, 21.1747, 21.1747, 21.1747, 21.1747, 21.1747, 21.1747, 21.1747, 21.1752, 21.1747, 21.1747
3.75598, 22.7258, 25.4195, 21.31, 4.97251, -2.69368, 21.31, 0, 21.3241, 21.4178, 21.3144, 25.2425, 21.3605, 21.31, 21.31, 21.31, 21.31, 21.31, 21.31, 21.3101, 21.3105, 21.31, 21.31
3.76385, 12.0627, 25.0616, 21.4458, 3.75003, -12.9989, 21.4458, 0, 21.4598, 21.5535, 21.4502, 24.8835, 21.4975, 21.4458, 21.4458, 21.4458, 21.4458, 21.4458, 21.4458, 21.4458, 21.4461, 21.4458, 21.4458
3.77172, 8.86518, 24.7334, 21.5819, 3.29624, -15.8682, 21.5819, 0, 21.5959, 21.6896, 21.5863, 24.5541, 21.6348, 21.5819, 21.5819, 21.5819, 21.5819, 21.5819, 21.5819, 21.5819, 21.5822, 21.5819, 21.5819
3.77958, 5.14421, 24.4409, 21.7184, 2.67286, -19.2966, 21.7184, 0, 21.7324, 21.8261, 21.7228, 24.2604, 21.7726, 21.7184, 21.7184, 21.7184, 21.7184, 21.7184, 21.7184, 21.7184, 21.7186, 21.7184, 21.7184
3.78745, 11.9881, 24.1882, 21.8552, 3.74006, -12.2001, 21.8552, 0, 21.8692, 21.9629, 21.8596, 24.0065, 21.9107, 21.8552, 21.8552, 21.8552, 21.8552, 21.8552, 21.8552, 21.8552, 21.8554, 21.8552, 21.8552
3.79531, 7.91574, 23.9775, 21.9924, 3.14893, -16.0618, 21.9924, 0, 22.0064, 22.1001, 21.9968, 23.7945, 22.0492, 21.9924, 21.9924, 21.9924, 21.9924, 21.9924, 21.9924, 21.9924, 21.9926, 21.9924, 21.9924
3.80318, 3.03848, 23.8093, 22.13, 2.24466, -20.7708, 22.13, 0, 22.144, 22.2377, 22.1344, 23.625, 22.188, 22.13, 22.13, 22.13, 22.13, 22.13, 22.13, 22.13, 22.1301, 22.13, 22.13
3.81104, 8.08637, 23.6825, 22.2679, 3.1759, -15.5962, 22.2679, 0, 22.2819, 22.3757, 22.2724, 23.497, 22.3273, 22.2679, 22.2679, 22.2679, 22.2679, 22.2679, 22.2679, 22.2679, 22.268, 22.2679, 22.2679
3.81891, 9.91109, 23.5952, 22.4063, 3.45124, -13.6841, 22.4063, 0, 22.4203, 22.514, 22.4107, 23.4083, 22.4669, 22.4063, 22.4063, 22.4063, 22.4063, 22.4063, 22.4063, 22.4063, 22.4063, 22.4063, 22.4063
3.82677, 7.97367, 23.5444, 22.545, 3.15811, -15.5707, 22.545, 0, 22.559, 22.6527, 22.5494, 23.3561, 22.6069, 22.545, 22.545, 22.545, 22.545, 22.545, 22.545, 22.545, 22.545, 22.545, 22.545
3.83464, 8.95434, 23.5265, 22.684, 3.30973, -14.5721, 22.684, 0, 22.698, 22.7917, 22.6885, 23.3368, 22.7474, 22.684, 22.684, 22.684, 22.684, 22.684, 22.684, 22.684, 22.6841, 22.684, 22.684
3.8425, 3.01676, 23.5378, 22.8234, 2.23981, -20.521, 22.8234, 0, 22.8374, 22.9311, 22.828, 23.3468, 22.8881, 22.8234, 22.8234, 22.8234, 22.8234, 22.8234, 22.8234, 22.8234, 22.8235, 22.8234, 22.8234
3.85037, 3.9856, 23.5745, 22.9632, 2.44655, -19.5889, 22.9632, 0, 22.9772, 23.0709, 22.9679, 23.382, 23.0293, 22.9632, 22.9632, 22.9632, 22.9632, 22.9632, 22.9632, 22.9632, 22.9632, 22.9632, 22.9632
3.85823, 3.9904, 23.6329, 23.1033, 2.44753, -19.6425, 23.1033, 0, 23.1173, 23.211, 23.1081, 23.4389, 23.1708, 23.1033, 23.1033, 23.1033, 23.1033, 23.1033, 23.1033, 23.1033, 23.1033, 23.1033, 23.1033
3.8661, 1.99765, 23.7095, 23.2438, 1.99941, -21.7119, 23.2438, 0, 23.2578, 23.3515, 23.2487, 23.514, 23.3126, 23.2438, 23.2438, 23.2438, 23.2438, 23.2438, 23.2438, 23.2438, 23.2438, 23.2438, 23.2438
3.87396, 1.99758, 23.8012, 23.3845, 1.9994, -21.8036, 23.3845, 0, 23.3985, 23.4922, 23.3897, 23.604, 23.4548, 23.3845, 23.3845, 23.3845, 23.3845, 23.3845, 23.3845, 23.3845, 23.3845, 23.3845, 23.3845
3.88183, 5.00006, 23.905, 23.5255, 2.64576, -18.905, 23.5255, 0, 23.5395, 23.6332, 23.531, 23.7061, 23.5972, 23.5255, 23.5255, 23.5255, 23.5255, 23.5255, 23.5255, 23.5255, 23.5255, 23.5255, 23.5255
3.88969, 4.98532, 24.0188, 23.6668, 2.64297, -19.0335, 23.6668, 0, 23.6808, 23.7745, 23.6727, 23.818, 23.7399, 23.6668, 23.6668, 23.6668, 23.6668, 23.6668, 23.6668, 23.6668, 23.6668, 23.6668, 23.6668
3.89756, 5.99275, 24.1403, 23.8083, 2.82715, -18.1476, 23.8083, 0, 23.8223, 23.916, 23.8147, 23.9376, 23.8828, 23.8083, 23.8083, 23.8083, 23.8083, 23.8083, 23.8083, 23.8083, 23.8083, 23.8083, 23.8083
3.90542, 3.00248, 24.268, 23.9499, 2.23662, -21.2655, 23.9499, 0, 23.9639, 24.0576, 23.9571, 24.0631, 24.0259, 23.9499, 23.9499, 23.9499, 23.9499, 23.9499, 23.9499, 23.9499, 23.9499, 23.9499, 23.9499
3.91329, 5.98302, 24.4005, 24.0917, 2.82542, -18.4175, 24.0917, 0, 24.1057, 24.1994, 24.0998, 24.1933, 24.1692, 24.0917, 24.0917, 24.0917, 24.0917, 24.0917, 24.0917, 24.0917, 24.0917, 24.0917, 24.0917
3.92115, 2.99275, 24.5369, 24.2336, 2.23445, -21.5441, 24.2336, 0, 24.2476, 24.3413, 24.2428, 24.3269, 24.3125, 24.2336, 24.2336, 24.2336, 24.2336, 24.2336, 24.2336, 24.2336, 24.2336, 24.2336, 24.2336
3.92902, 5.02677, 24.6762, 24.3754, 2.6508, -19.6494, 24.3754, 0, 24.3894, 24.4832, 24.3863, 24.4632, 24.4559, 24.3754, 24.3754, 24.3754, 24.3754, 24.3754, 24.3754, 24.3754, 24.3754, 24.3754, 24.3754
3.93688, 4.93935, 24.8179, 24.5173, 2.63426, -19.8786, 24.5173, 0, 24.5313, 24.625, 24.5301, 24.6014, 24.5993, 24.5173, 24.5173, 24.5173, 24.5173, 24.5173, 24.5173, 24.5173, 24.5173, 24.5173, 24.5173
3.94475, 2.07757, 24.9617, 24.6591, 2.0193, -22.8841, 24.6591, 0, 24.6731, 24.7668, 24.6745, 24.7412, 24.7425, 24.6591, 24.6591, 24.6591, 24.6591, 24.6591, 24.6591, 24.6591, 24.6591, 24.6591, 24.6591
3.95261, 6.90335, 25.1074, 24.8007, 2.98385, -18.204, 24.8007, 0, 24.8147, 24.9084, 24.8193, 24.8821, 24.8857, 24.8007, 24.8007, 24.8007, 24.8007, 24.8007, 24.8007, 24.8007, 24.8007, 24.8007, 24.8007
3.96048, 3.04343, 25.2548, 24.9422, 2.24576, -22.2113, 24.9422, 0, 24.9562, 25.0499, 24.9648, 25.0239, 25.0287, 24.9422, 24.9422, 24.9422, 24.9422, 24.9422, 24.9422, 24.9422, 24.9422, 24.9422, 24.9422
3.96835, 4.02419, 25.404, 25.0834, 2.45442, -21.3798, 25.0834, 0, 25.0974, 25.1911, 25.111, 25.1666, 25.1714, 25.0834, 25.0834, 25.0834, 25.0834, 25.0834, 25.0834, 25.0834, 25.0834, 25.0834, 25.0834
3.97621, 5.99761, 25.5551, 25.2243, 2.82801, -19.5575, 25.2243, 0, 25.2383, 25.332, 25.2581, 25.3101, 25.3139, 25.2243, 25.2243, 25.2243, 25.2243, 25.2243, 25.2243, 25.2243, 25.2243, 25.2243, 25.2243
3.98408, 3.8961, 25.7085, 25.365, 2.42819, -21.8124, 25.365, 0, 25.379, 25.4727, 25.4062, 25.4544, 25.4561, 25.365, 25.365, 25.365, 25.365, 25.365, 25.365, 25.365, 25.365, 25.365, 25.365
3.99194, 7.99034, 25.8644, 25.5052, 3.16075, -17.8741, 25.5052, 0, 25.5192, 25.6129, 25.5555, 25.5998, 25.5979, 25.5052, 25.5052, 25.5052, 25.5052, 25.5052, 25.5052, 25.5052, 25.5052, 25.5052, 25.5052
3.99981, 2.10631, 26.0233, 25.6451, 2.0264, -23.917, 25.6451, 0, 25.6591, 25.7529, 25.7061, 25.7463, 25.7394, 25.6451, 25.6451, 25.6451, 25.6451, 25.6451, 25.6451, 25.6451, 25.6451, 25.6451, 25.6451
4.00767, 7.79219, 26.1855, 25.7847, 3.12925, -18.3933, 25.7847, 0, 25.7987, 25.8924, 25.8583, 25.8943, 25.8806, 25.7847, 25.7847, 25.7847, 25.7847, 25.7847, 25.7847, 25.7847, 25.7847, 25.7847, 25.7847
4.01554, 2.20301, 26.3516, 25.9238, 2.05012, -24.1486, 25.9238, 0, 25.9378, 26.0315, 26.0122, 26.0441, 26.0213, 25.9238, 25.9238, 25.9238, 25.9238, 25.9238, 25.9238, 25.9238, 25.9238, 25.9238, 25.9238
4.0234, 5.90573, 26.5221, 26.0626, 2.81171, -20.6164, 26.0626, 0, 26.0766, 26.1703, 26.1679, 26.196, 26.1617, 26.0626, 26.0626, 26.0626, 26.0626, 26.0626, 26.0626, 26.0626, 26.0626, 26.0626, 26.0626
4.03127, 3.08946, 26.6975, 26.201, 2.25598, -23.608, 26.201, 0, 26.215, 26.3088, 26.3255, 26.3506, 26.3018, 26.201, 26.201, 26.201, 26.201, 26.201, 26.201, 26.201, 26.201, 26.201, 26.201
4.03913, 2.9469, 26.8781, 26.3392, 2.22416, -23.9312, 26.3392, 0, 26.3532, 26.4469, 26.485, 26.5082, 26.4416, 26.3392, 26.3392, 26.3392, 26.3392, 26.3392, 26.3392, 26.3392, 26.3392, 26.3392, 26.3392
4.047, 4.99505, 27.0645, 26.477, 2.64482, -22.0694, 26.477, 0, 26.491, 26.5847, 26.6465, 26.6692, 26.5811, 26.477, 26.477, 26.477, 26.477, 26.477, 26.477, 26.477, 26.477, 26.477, 26.477
4.05486, 6.88426, 27.2567, 26.6146, 2.98065, -20.3725, 26.6146, 0, 26.6286, 26.7223, 26.8097, 26.8342, 26.7203, 26.6146, 26.6146, 26.6146, 26.6146, 26.6146, 26.6146, 26.6146, 26.6146, 26.6146, 26.6146
4.06273, 5.99033, 27.455, 26.7519, 2.82672, -21.4647, 26.7519, 0, 26.7659, 26.8596, 26.9744, 27.0034, 26.8593, 26.7519, 26.7519, 26.7519, 26.7519, 26.7519, 26.7519, 26.7519, 26.7519, 26.7519, 26.7519
4.07059, 4.11103, 27.6593, 26.8891, 2.47205, -23.5483, 26.8891, 0, 26.9031, 26.9968, 27.1402, 27.1773, 26.9982, 26.8891, 26.8891, 26.8891, 26.8891, 26.8891, 26.8891, 26.8891, 26.8891, 26.8891, 26.8891
4.07846, 3.93241, 27.8692, 27.0262, 2.43565, -23.9368, 27.0262, 0, 27.0402, 27.1339, 27.3068, 27.356, 27.137, 27.0262, 27.0262, 27.0262, 27.0262, 27.0262, 27.0262, 27.0262, 27.0262, 27.0262, 27.0262
4.08632, 8.1231, 28.0842, 27.1632, 3.18168, -19.9611, 27.1632, 0, 27.1772, 27.2709, 27.4735, 27.5396, 27.2758, 27.1632, 27.1632, 27.1632, 27.1632, 27.1632, 27.1632, 27.1632, 27.1632, 27.1632, 27.1632
4.09419, 4.86258, 28.3034, 27.3002, 2.61965, -23.4409, 27.3002, 0, 27.3142, 27.4079, 27.6397, 27.7279, 27.4145, 27.3002, 27.3002, 27.3002, 27.3002, 27.3002, 27.3002, 27.3002, 27.3002, 27.3002, 27.3002
4.10205, 7.92257, 28.5259, 27.4372, 3.15001, -20.6034, 27.4372, 0, 27.4512, 27.5449, 27.8048, 27.9206, 27.5533, 27.4372, 27.4372, 27.4372, 27.4372, 27.4372, 27.4372, 27.4372, 27.4372, 27.4372, 27.4372
4.10992, 5.99032, 28.7503, 27.5743, 2.82671, -22.76, 27.5743, 0, 27.5883, 27.682, 27.9679, 28.1171, 27.6921, 27.5743, 27.5743, 27.5743, 27.5743, 27.5743, 27.5743, 27.5743, 27.5743, 27.5743, 27.5743
4.11778, 8.9158, 28.9751, 27.7115, 3.30391, -20.0593, 27.7115, 0, 27.7255, 27.8192, 28.1285, 28.3167, 27.8311, 27.7115, 27.7115, 27.7115, 27.7115, 27.7115, 27.7115, 27.7115, 27.7115, 27.7115, 27.7115
4.12565, 5.98763, 29.1985, 27.8488, 2.82624, -23.2108, 27.8488, 0, 27.8628, 27.9565, 28.2857, 28.5183, 27.9703, 27.8488, 27.8488, 27.8488, 27.8488, 27.8488, 27.8488, 27.8488, 27.8488, 27.8488, 27.8488
4.13351, 7.22693, 29.4187, 27.9863, 3.03759, -22.1917, 27.9863, 0, 28.0003, 28.094, 28.4391, 28.7208, 28.1097, 27.9863, 27.9863, 27.9863, 27.9863, 27.9863, 27.9863, 27.9863, 27.9863, 27.9863, 27.9863
4.14138, 5.83123, 29.6337, 28.124, 2.79843, -23.8025, 28.124, 0, 28.138, 28.2317, 28.5881, 28.9226, 28.2494, 28.124, 28.124, 28.124, 28.124, 28.124, 28.124, 28.124, 28.124, 28.124, 28.124
4.14925, 7.15936, 29.8417, 28.2619, 3.02644, -22.6824, 28.2619, 0, 28.2759, 28.3696, 28.7323, 29.1222, 28.3894, 28.2619, 28.2619, 28.2619, 28.2619, 28.2619, 28.2619, 28.2619, 28.2619, 28.2619, 28.2619
4.15711, 3.99493, 30.041, 28.4001, 2.44845, -26.0461, 28.4001, 0, 28.4141, 28.5078, 28.8715, 29.3181, 28.5299, 28.4001, 28.4001, 28.4001, 28.4001, 28.4001, 28.4001, 28.4001, 28.4001, 28.4001, 28.4001
4.16498, 3.08456, 30.2301, 28.5385, 2.2549, -27.1455, 28.5385, 0, 28.5525, 28.6462, 29.0058, 29.5086, 28.671, 28.5385, 28.5385, 28.5385, 28.5385, 28.5385, 28.5385, 28.5385, 28.5385, 28.5385, 28.5385
4.17284, 4.90601, 30.4078, 28.6773, 2.62793, -25.5018, 28.6773, 0, 28.6913, 28.785, 29.1352, 29.6924, 28.813, 28.6773, 28.6773, 28.6773, 28.6773, 28.6773, 28.6773, 28.6773, 28.6773, 28.6773, 28.6773
4.18071, 5.80659, 30.5734, 28.8163, 2.79403, -24.7668, 28.8163, 0, 28.8303, 28.924, 29.2602, 29.8679, 28.9562, 28.8163, 28.8163, 28.8163, 28.8163, 28.8163, 28.8163, 28.8163, 28.8163, 28.8163, 28.8163
4.18857, 7.99056, 30.7267, 28.9556, 3.16078, -22.7361, 28.9556, 0, 28.9696, 29.0633, 29.3811, 30.0341, 29.101, 28.9556, 28.9556, 28.9556, 28.9556, 28.9556, 28.9556, 28.9556, 28.9556, 28.9556, 28.9556
4.19644, 6.18835, 30.8683, 29.0952, 2.86153, -24.6799, 29.0952, 0, 29.1092, 29.2029, 29.4985, 30.1901, 29.2483, 29.0952, 29.0952, 29.0952, 29.0952, 29.0952, 29.0952, 29.0952, 29.0952, 29.0952, 29.0952
4.2043, 13.7926, 30.9995, 29.2351, 3.97399, -17.2069, 29.2351, 0, 29.2491, 29.3428, 29.6132, 30.3356, 29.3993, 29.2351, 29.2351, 29.2351, 29.2351, 29.2351, 29.2351, 29.2351, 29.2351, 29.2351, 29.2351
4.21217, 7.09389, 31.1227, 29.3754, 3.01561, -24.0288, 29.3754, 0, 29.3894, 29.4831, 29.7259, 30.4703, 29.5556, 29.3754, 29.3754, 29.3754, 29.3754, 29.3754, 29.3754, 29.3754, 29.3754, 29.3754, 29.3754
4.22003, 3.20519, 31.2414, 29.516, 2.28149, -28.0362, 29.516, 0, 29.53, 29.6237, 29.8373, 30.5945, 29.7197, 29.516, 29.516, 29.516, 29.516, 29.516, 29.516, 29.516, 29.516, 29.516, 29.516
4.2279, 4.78048, 31.3604, 29.6569, 2.60394, -26.5799, 29.6569, 0, 29.6709, 29.7646, 29.9483, 30.7089, 29.8952, 29.6569, 29.6569, 29.6569, 29.6569, 29.6569, 29.6569, 29.6569, 29.6569, 29.6569, 29.6569
4.23576, 3.99259, 31.4866, 29.7981, 2.44798, -27.494, 29.7981, 0, 29.8121, 29.9058, 30.0595, 30.8144, 30.0872, 29.7981, 29.7981, 29.7981, 29.7981, 29.7981, 29.7981, 29.7981, 29.7981, 29.7981, 29.7981
4.24363, 8.1063, 31.6287, 29.9396, 3.17904, -23.5224, 29.9396, 0, 29.9536, 30.0474, 30.1716, 30.9122, 30.3025, 29.9396, 29.9396, 29.9396, 29.9396, 29.9396, 29.9396, 29.9396, 29.9396, 29.9396, 29.9396
4.25149, 5.99517, 31.7981, 30.0815, 2.82757, -25.803, 30.0815, 0, 30.0955, 30.1893, 30.2851, 31.0037, 30.5506, 30.0815, 30.0815, 30.0815, 30.0815, 30.0815, 30.0815, 30.0815, 30.0815, 30.0815, 30.0815
4.25936, 5.64052, 32.0098, 30.2237, 2.76415, -26.3693, 30.2237, 0, 30.2377, 30.3316, 30.4006, 31.0904, 30.8444, 30.2237, 30.2237, 30.2237, 30.2237, 30.2237, 30.2237, 30.2237, 30.2237, 30.2237, 30.2237
4.26722, 9.86733, 32.2826, 30.3663, 3.4449, -22.4152, 30.3663, 0, 30.3803, 30.4741, 30.5183, 31.1741, 31.2008, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663
4.27509, 7.10882, 32.6401, 30.5091, 3.01808, -25.5313, 30.5091, 0, 30.5231, 30.6171, 30.6385, 31.2563, 31.6415, 30.5091, 30.5091, 30.5091, 30.5091, 30.5091, 30.5091, 30.5091, 30.5091, 30.5091, 30.5091
4.28295, 10.3603, 33.1121, 30.6523, 3.51572, -22.7518, 30.6523, 0, 30.6663, 30.7604, 30.7613, 31.3385, 32.1947, 30.6523, 30.6523, 30.6523, 30.6523, 30.6523, 30.6523, 30.6523, 30.6523, 30.6523, 30.6523
4.29082, 12.7202, 33.7348, 30.7957, 3.83669, -21.0146, 30.7957, 0, 30.8097, 30.904, 30.8867, 31.4221, 32.8951, 30.7957, 30.7957, 30.7957, 30.7957, 30.7957, 30.7957, 30.7957, 30.7957, 30.7957, 30.7957
4.29868, 8.14377, 34.5524, 30.9395, 3.18493, -26.4087, 30.9395, 0, 30.9535, 31.0481, 31.0148, 31.5084, 33.7858, 30.9395, 30.9395, 30.9395, 30.9395, 30.9395, 30.9395, 30.9395, 30.9395, 30.9395, 30.9395
4.30655, 16.5327, 35.6173, 31.0836, 4.30496, -19.0846, 31.0836, 0, 31.0976, 31.1926, 31.1454, 31.5982, 34.918, 31.0836, 31.0836, 31.0836, 31.0836, 31.0836, 31.0836, 31.0836, 31.0836, 31.0836, 31.0836
4.31441, 14.6424, 36.9905, 31.228, 4.07951, -22.3481, 31.228, 0, 31.242, 31.3375, 31.2783, 31.6923, 36.3523, 31.228, 31.228, 31.228, 31.228, 31.228, 31.228, 31.228, 31.228, 31.228, 31.228
4.32228, 20.1158, 38.742, 31.3727, 4.70274, -18.6262, 31.3727, 0, 31.3867, 31.4829, 31.4134, 31.7914, 38.1583, 31.3727, 31.3727, 31.3727, 31.3727, 31.3727, 31.3727, 31.3727, 31.3727, 31.3727, 31.3727
4.33014, 20.1412, 40.9492, 31.5177, 4.70544, -20.808, 31.5177, 0, 31.5317, 31.6289, 31.5505, 31.8955, 40.4132, 31.5177, 31.5177, 31.5177, 31.5177, 31.5177, 31.5177, 31.5177, 31.5177, 31.5177, 31.5177
4.33801, 23.3969, 43.6968, 31.663, 5.03953, -20.2999, 31.663, 0, 31.677, 31.7757, 31.6894, 32.0051, 43.2015, 31.663, 31.663, 31.663, 31.663, 31.663, 31.663, 31.663, 31.663, 31.663, 31.663
4.34587, 26.3908, 47.0721, 31.8085, 5.32831, -20.6812, 31.8085, 0, 31.8225, 31.9232, 31.8297, 32.1198, 46.6108, 31.8085, 31.8085, 31.8085, 31.8085, 31.8085, 31.8085, 31.8085, 31.8085, 31.8085, 31.8085
4.35374, 36.6092, 51.1641, 31.9543, 6.21363, -14.5549, 31.9543, 0, 31.9683, 32.0718, 31.9714, 32.2395, 50.7303, 31.9543, 31.9543, 31.9543, 31.9543, 31.9543, 31.9543, 31.9543, 31.9543, 31.9543, 31.9543
4.36161, 44.3738, 56.057, 32.1004, 6.80983, -11.6832, 32.1004, 0, 32.1144, 32.2216, 32.1143, 32.364, 55.6444, 32.1004, 32.1004, 32.1004, 32.1004, 32.1004, 32.1004, 32.1004, 32.1004, 32.1004, 32.1004
4.36947, 42.8706, 61.8254, 32.2468, 6.69855, -18.9548, 32.2468, 0, 32.2608, 32.3729, 32.2582, 32.4928, 61.4278, 32.2468, 32.2468, 32.2468, 32.2468, 32.2468, 32.2468, 32.2468, 32.2468, 32.2468, 32.2468
4.37734, 54.6048, 68.5274, 32.3934, 7.52362, -13.9226, 32.3934, 0, 32.4074, 32.5263, 32.4029, 32.6256, 68.1389, 32.3934, 32.3934, 32.3934, 32.3934, 32.3934, 32.3934, 32.3934, 32.3934, 32.3934, 32.3934
4.3852, 70.558, 76.2002, 32.5403, 8.5181, -5.6422, 32.5403, 0, 32.5543, 32.6821, 32.5484, 32.7618, 75.8149, 32.5403, 32.5403, 32.5403, 32.5403, 32.5403, 32.5403, 32.5403, 32.5403, 32.5403, 32.5403
4.39307, 76.8776, 84.8484, 32.6875, 8.8813, -7.97085, 32.6875, 0, 32.7015, 32.841, 32.6945, 32.9011, 84.4602, 32.6875, 32.6875, 32.6875, 32.6875, 32.6875, 32.6875, 32.6875, 32.6875, 32.6875, 32.6875
4.40093, 99.936, 94.4424, 32.8349, 10.0963, 5.49353, 32.8349, 0, 32.8489, 33.004, 32.8411, 33.0431, 94.045, 32.8349, 32.8349, 32.8349, 32.8349, 32.8349, 32.8349, 32.8349, 32.8349, 32.8349, 32.8349
4.4088, 96.5126, 104.911, 32.9826, 9.92535, -8.39798, 32.9826, 0, 32.9966, 33.1719, 32.9882, 33.1873, 104.497, 32.9826, 32.9826, 32.9826, 32.9826, 32.9826, 32.9826, 32.9826, 32.9826, 32.9826, 32.9826
4.41666, 118.516, 116.135, 33.1305, 10.978, 2.38086, 33.1305, 0, 33.1445, 33.3461, 33.1358, 33.3334, 115.698, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305, 33.1305
4.42453, 114.667, 127.955, 33.2787, 10.8012, -13.2888, 33.2787, 0, 33.2927, 33.5283, 33.2837, 33.4811, 127.485, 33.2787, 33.2787, 33.2787, 33.2787, 33.2787, 33.2787, 33.2787, 33.2787, 33.2787, 33.2787
4.43239, 147.057, 140.159, 33.4271, 12.2089, 6.89761, 33.4271, 0, 33.4411, 33.7202, 33.4319, 33.6301, 139.644, 33.4271, 33.4271, 33.4271, 33.4271, 33.4271, 33.4271, 33.4271, 33.4271, 33.4271, 33.4271
4.44026, 149.874, 152.499, 33.5758, 12.3237, -2.62439, 33.5758, 0, 33.5898, 33.9243, 33.5805, 33.7802, 151.927, 33.5758, 33.5758, 33.5758, 33.5758, 33.5758, 33.5758, 33.5758, 33.5758, 33.5758, 33.5758
4.44812, 181.88, 164.69, 33.7248, 13.5602, 17.1896, 33.7248, 0, 33.7388, 34.1431, 33.7294, 33.9313, 164.047, 33.7248, 33.7248, 33.7248, 33.7248, 33.7248, 33.7248, 33.7248, 33.7248, 33.7248, 33.7248
4.45599, 202.951, 176.426, 33.8739, 14.3161, 26.525, 33.8739, 0, 33.8879, 34.38, 33.8785, 34.0831, 175.692, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739, 33.8739
4.46385, 205.183, 187.389, 34.0233, 14.3939, 17.7937, 34.0233, 0, 34.0373, 34.6383, 34.028, 34.2356, 186.544, 34.0233, 34.0233, 34.0233, 34.0233, 34.0233, 34.0233, 34.0233, 34.0233, 34.0233, 34.0233
4.47172, 184.74, 197.267, 34.173, 13.6653, -12.5273, 34.173, 0, 34.187, 34.9221, 34.1777, 34.3887, 196.283, 34.173, 34.173, 34.173, 34.173, 34.173, 34.173, 34.173, 34.173, 34.173, 34.173
4.47958, 182.607, 205.765, 34.3229, 13.587, -23.1581, 34.3229, 0, 34.3369, 35.2356, 34.3276, 34.5422, 204.614, 34.3229, 34.3229, 34.3229, 34.3229, 34.3229, 34.3229, 34.3229, 34.3229, 34.3229, 34.3229
4.48745, 202.41, 212.624, 34.473, 14.2972, -10.2142, 34.473, 0, 34.487, 35.5835, 34.4778, 34.6962, 211.271, 34.473, 34.473, 34.473, 34.473, 34.473, 34.473, 34.473, 34.473, 34.473, 34.473
4.49531, 218.987, 217.634, 34.6233, 14.8656, 1.35263, 34.6233, 0, 34.6373, 35.9702, 34.6282, 34.8505, 216.041, 34.6233, 34.6233, 34.6233, 34.6233, 34.6233, 34.6233, 34.6233, 34.6233, 34.6233, 34.6233
4.50318, 224.536, 220.646, 34.7738, 15.0511, 3.88924, 34.7738, 0, 34.7878, 36.4003, 34.7789, 35.0051, 218.77, 34.7738, 34.7738, 34.7738, 34.7738, 34.7738, 34.7738, 34.7738, 34.7738, 34.7738, 34.7738
4.51104, 244.822, 221.579, 34.9245, 15.7106, 23.243, 34.9245, 0, 34.9385, 36.878, 34.9298, 35.1601, 219.371, 34.9245, 34.9245, 34.9245, 34.9245, 34.9245, 34.9245, 34.9245, 34.9245, 34.9245, 34.9245
