   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_834.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
6.01156, 245.849, 252.417, 43.7379, 15.7432, -6.5676, 43.7379, 0, 43.7379, 43.7667, 44.5499, 81.47, 213.844, 43.7379, 43.7379, 43.7379, 43.7379, 43.7379, 43.7379, 43.7379, 43.7379, 43.7379, 43.7379, 43.7379, 43.7379
6.01943, 213.972, 232.113, 43.0104, 14.696, -18.1407, 43.0104, 0, 43.0104, 43.0385, 43.8404, 75.3882, 198.877, 43.0104, 43.0104, 43.0104, 43.0104, 43.0104, 43.0104, 43.0104, 43.0104, 43.0104, 43.0104, 43.0104, 43.0104
6.0273, 213.823, 212.08, 42.3084, 14.6909, 1.74283, 42.3084, 0, 42.3084, 42.336, 43.1626, 69.8152, 183.691, 42.3084, 42.3084, 42.3084, 42.3084, 42.3084, 42.3084, 42.3084, 42.3084, 42.3084, 42.3084, 42.3084, 42.3084
6.03516, 168.361, 192.647, 41.6381, 13.0522, -24.286, 41.6381, 0, 41.6381, 41.6655, 42.526, 64.7742, 168.595, 41.6381, 41.6381, 41.6381, 41.6381, 41.6381, 41.6381, 41.6381, 41.6381, 41.6381, 41.6381, 41.6381, 41.6381
6.04303, 147.519, 174.097, 41.0047, 12.2278, -26.5778, 41.0047, 0, 41.0047, 41.0321, 41.9407, 60.2717, 153.867, 41.0047, 41.0047, 41.0047, 41.0047, 41.0047, 41.0047, 41.0047, 41.0047, 41.0047, 41.0047, 41.0047, 41.0047
6.0509, 121.534, 156.659, 40.4124, 11.1146, -35.1255, 40.4124, 0, 40.4124, 40.4398, 41.418, 56.2983, 139.74, 40.4124, 40.4124, 40.4124, 40.4124, 40.4124, 40.4124, 40.4124, 40.4124, 40.4124, 40.4124, 40.4124, 40.4124
6.05876, 136.922, 140.513, 39.8643, 11.7865, -3.5909, 39.8643, 0, 39.8643, 39.8918, 40.9718, 52.8331, 126.409, 39.8643, 39.8643, 39.8643, 39.8643, 39.8643, 39.8643, 39.8643, 39.8643, 39.8643, 39.8643, 39.8643, 39.8643
6.06663, 114.864, 125.785, 39.3624, 10.8104, -10.9215, 39.3624, 0, 39.3624, 39.3901, 40.6192, 49.8452, 114.018, 39.3624, 39.3624, 39.3624, 39.3624, 39.3624, 39.3624, 39.3624, 39.3624, 39.3624, 39.3624, 39.3624, 39.3624
6.0745, 97.6615, 112.56, 38.9074, 9.98306, -14.8981, 38.9074, 0, 38.9074, 38.9353, 40.383, 47.2973, 102.666, 38.9074, 38.9074, 38.9074, 38.9074, 38.9074, 38.9074, 38.9074, 38.9074, 38.9074, 38.9074, 38.9074, 38.9074
6.08237, 79.9525, 100.884, 38.4993, 9.05276, -20.9311, 38.4993, 0, 38.4993, 38.5275, 40.294, 45.1483, 92.4117, 38.4993, 38.4993, 38.4993, 38.4993, 38.4993, 38.4993, 38.4993, 38.4993, 38.4993, 38.4993, 38.4993, 38.4993
6.09023, 90.0042, 90.7756, 38.1371, 9.59188, -0.771439, 38.1371, 0, 38.1371, 38.1656, 40.3945, 43.3548, 83.272, 38.1371, 38.1371, 38.1371, 38.1371, 38.1371, 38.1371, 38.1371, 38.1371, 38.1371, 38.1371, 38.1371, 38.1371
6.0981, 58.7154, 82.2378, 37.8189, 7.79201, -23.5224, 37.8189, 0, 37.8189, 37.8478, 40.7422, 41.8734, 75.2313, 37.8189, 37.8189, 37.8189, 37.8189, 37.8189, 37.8189, 37.8189, 37.8189, 37.8189, 37.8189, 37.8189, 37.8189
6.10597, 53.4796, 75.2702, 37.5424, 7.44846, -21.7907, 37.5424, 0, 37.5424, 37.5716, 41.4158, 40.6623, 68.2478, 37.5424, 37.5424, 37.5424, 37.5424, 37.5424, 37.5424, 37.5424, 37.5424, 37.5424, 37.5424, 37.5424, 37.5424
6.11383, 65.6259, 69.8804, 37.3046, 8.2235, -4.25449, 37.3046, 0, 37.3046, 37.3341, 42.5212, 39.6821, 62.2568, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046
6.1217, 54.696, 66.1014, 37.1023, 7.52968, -11.4054, 37.1023, 0, 37.1023, 37.1321, 44.1995, 38.8966, 57.18, 37.1023, 37.1023, 37.1023, 37.1023, 37.1023, 37.1023, 37.1023, 37.1023, 37.1023, 37.1023, 37.1023, 37.1023
6.12957, 50.8015, 64.0042, 36.932, 7.26647, -13.2026, 36.932, 0, 36.932, 36.9622, 46.6356, 38.2733, 52.929, 36.932, 36.932, 36.932, 36.932, 36.932, 36.932, 36.932, 36.932, 36.932, 36.932, 36.932, 36.932
6.13743, 66.5735, 63.7137, 36.7902, 8.28091, 2.85979, 36.7902, 0, 36.7902, 36.8208, 50.0692, 37.7835, 49.4109, 36.7902, 36.7902, 36.7902, 36.7902, 36.7902, 36.7902, 36.7902, 36.7902, 36.7902, 36.7902, 36.7902, 36.7902
6.1453, 78.323, 65.424, 36.6735, 8.96231, 12.899, 36.6735, 0, 36.6735, 36.7045, 54.8046, 37.4024, 46.5332, 36.6735, 36.6735, 36.6735, 36.6735, 36.6735, 36.6735, 36.6735, 36.6735, 36.6735, 36.6735, 36.6735, 36.6735
6.15317, 64.212, 69.4129, 36.5786, 8.13708, -5.2009, 36.5786, 0, 36.5786, 36.6099, 61.2239, 37.1089, 44.2061, 36.5786, 36.5786, 36.5786, 36.5786, 36.5786, 36.5786, 36.5786, 36.5786, 36.5786, 36.5786, 36.5786, 36.5786
6.16103, 68.3864, 76.0562, 36.5023, 8.38966, -7.66988, 36.5023, 0, 36.5023, 36.5339, 69.7986, 36.8851, 42.3454, 36.5023, 36.5023, 36.5023, 36.5023, 36.5023, 36.5023, 36.5023, 36.5023, 36.5023, 36.5023, 36.5023, 36.5023
6.1689, 91.7914, 85.8383, 36.4416, 9.6846, 5.95305, 36.4416, 0, 36.4416, 36.4737, 81.0988, 36.7164, 40.8744, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416, 36.4416
6.17677, 116.867, 99.3653, 36.3941, 10.9026, 17.5019, 36.3941, 0, 36.3941, 36.4265, 95.806, 36.5909, 39.7242, 36.3941, 36.3941, 36.3941, 36.3941, 36.3941, 36.3941, 36.3941, 36.3941, 36.3941, 36.3941, 36.3941, 36.3941
6.18464, 148.679, 117.366, 36.3573, 12.2751, 31.313, 36.3573, 0, 36.3573, 36.3902, 114.714, 36.499, 38.8349, 36.3573, 36.3573, 36.3573, 36.3573, 36.3573, 36.3573, 36.3573, 36.3573, 36.3573, 36.3573, 36.3573, 36.3573
6.1925, 165.917, 140.698, 36.3293, 12.9583, 25.2192, 36.3293, 0, 36.3293, 36.3626, 138.736, 36.4332, 38.1548, 36.3293, 36.3293, 36.3293, 36.3293, 36.3293, 36.3293, 36.3293, 36.3293, 36.3293, 36.3293, 36.3293, 36.3293
6.20037, 193.31, 170.339, 36.3084, 13.9753, 22.9705, 36.3084, 0, 36.3084, 36.342, 168.894, 36.3877, 37.6403, 36.3084, 36.3084, 36.3084, 36.3084, 36.3084, 36.3084, 36.3084, 36.3084, 36.3084, 36.3084, 36.3084, 36.3084
6.20824, 231.993, 207.369, 36.2929, 15.2968, 24.6234, 36.2929, 0, 36.2929, 36.3271, 206.307, 36.3583, 37.2555, 36.2929, 36.2929, 36.2929, 36.2929, 36.2929, 36.2929, 36.2929, 36.2929, 36.2929, 36.2929, 36.2929, 36.2929
6.2161, 289.093, 252.956, 36.2818, 17.0615, 36.1369, 36.2818, 0, 36.2818, 36.3164, 252.173, 36.3419, 36.9707, 36.2818, 36.2818, 36.2818, 36.2818, 36.2818, 36.2818, 36.2818, 36.2818, 36.2818, 36.2818, 36.2818, 36.2818
6.22397, 383.392, 308.32, 36.274, 19.6314, 75.0727, 36.274, 0, 36.274, 36.3091, 307.734, 36.3365, 36.7624, 36.274, 36.274, 36.274, 36.274, 36.274, 36.274, 36.274, 36.274, 36.274, 36.274, 36.274, 36.274
6.23184, 422.619, 374.67, 36.2687, 20.6063, 47.9496, 36.2687, 0, 36.2687, 36.3043, 374.219, 36.3411, 36.6115, 36.2687, 36.2687, 36.2687, 36.2687, 36.2687, 36.2687, 36.2687, 36.2687, 36.2687, 36.2687, 36.2687, 36.2687
6.2397, 505.884, 453.178, 36.2652, 22.5363, 52.7059, 36.2652, 0, 36.2652, 36.3014, 452.813, 36.3555, 36.5036, 36.2652, 36.2652, 36.2652, 36.2652, 36.2652, 36.2652, 36.2652, 36.2652, 36.2652, 36.2652, 36.2652, 36.2652
6.24757, 648.749, 544.877, 36.263, 25.5098, 103.871, 36.263, 0, 36.263, 36.2998, 544.559, 36.3803, 36.4272, 36.263, 36.263, 36.263, 36.263, 36.263, 36.263, 36.263, 36.263, 36.263, 36.263, 36.263, 36.263
6.25544, 726.009, 650.615, 36.2617, 26.9816, 75.3942, 36.2617, 0, 36.2617, 36.2992, 650.311, 36.4166, 36.3737, 36.2617, 36.2617, 36.2617, 36.2617, 36.2617, 36.2617, 36.2617, 36.2617, 36.2617, 36.2617, 36.2617, 36.2617
6.2633, 876.911, 770.962, 36.2609, 29.6464, 105.949, 36.2609, 0, 36.2609, 36.2993, 770.643, 36.4663, 36.3366, 36.2609, 36.2609, 36.2609, 36.2609, 36.2609, 36.2609, 36.2609, 36.2609, 36.2609, 36.2609, 36.2609, 36.2609
6.27117, 966.861, 906.105, 36.2605, 31.1265, 60.7563, 36.2605, 0, 36.2605, 36.2997, 905.743, 36.5322, 36.3111, 36.2605, 36.2605, 36.2605, 36.2605, 36.2605, 36.2605, 36.2605, 36.2605, 36.2605, 36.2605, 36.2605, 36.2605
6.27904, 1171.76, 1055.81, 36.2602, 34.2602, 115.95, 36.2602, 0, 36.2602, 36.3005, 1055.38, 36.6172, 36.2937, 36.2602, 36.2602, 36.2602, 36.2602, 36.2602, 36.2602, 36.2602, 36.2602, 36.2602, 36.2602, 36.2602, 36.2602
6.28691, 1266.42, 1219.33, 36.2598, 35.6149, 47.0959, 36.2598, 0, 36.2598, 36.3014, 1218.8, 36.7252, 36.2819, 36.2598, 36.2598, 36.2598, 36.2598, 36.2598, 36.2598, 36.2598, 36.2598, 36.2598, 36.2598, 36.2598, 36.2598
6.29477, 1427.76, 1395.32, 36.2594, 37.8121, 32.4341, 36.2594, 0, 36.2594, 36.3023, 1394.66, 36.8604, 36.2737, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594
6.30264, 1621.92, 1581.89, 36.2587, 40.2978, 40.0225, 36.2587, 0, 36.2587, 36.3033, 1581.07, 37.0276, 36.2679, 36.2587, 36.2587, 36.2587, 36.2587, 36.2587, 36.2587, 36.2587, 36.2587, 36.2587, 36.2587, 36.2587, 36.2587
6.31051, 1819.42, 1776.49, 36.2576, 42.6781, 42.9302, 36.2576, 0, 36.2576, 36.3042, 1775.47, 37.2316, 36.2635, 36.2576, 36.2576, 36.2576, 36.2576, 36.2576, 36.2576, 36.2576, 36.2576, 36.2576, 36.2576, 36.2576, 36.2576
6.31837, 2008.74, 1976.02, 36.2562, 44.8413, 32.7147, 36.2562, 0, 36.2562, 36.305, 1974.75, 37.4776, 36.26, 36.2562, 36.2562, 36.2562, 36.2562, 36.2562, 36.2562, 36.2562, 36.2562, 36.2562, 36.2562, 36.2562, 36.2562
6.32624, 2175.34, 2176.88, 36.2543, 46.662, -1.53784, 36.2543, 0, 36.2543, 36.3058, 2175.31, 37.7707, 36.2567, 36.2543, 36.2543, 36.2543, 36.2543, 36.2543, 36.2543, 36.2543, 36.2543, 36.2543, 36.2543, 36.2543, 36.2543
6.33411, 2440.84, 2374.99, 36.2519, 49.4251, 65.8486, 36.2519, 0, 36.2519, 36.3064, 2373.07, 38.1154, 36.2533, 36.2519, 36.2519, 36.2519, 36.2519, 36.2519, 36.2519, 36.2519, 36.2519, 36.2519, 36.2519, 36.2519, 36.2519
6.34197, 2656.23, 2566.01, 36.2487, 51.558, 90.2224, 36.2487, 0, 36.2487, 36.3069, 2563.68, 38.5159, 36.2496, 36.2487, 36.2487, 36.2487, 36.2487, 36.2487, 36.2487, 36.2487, 36.2487, 36.2487, 36.2487, 36.2487, 36.2487
6.34984, 2780.9, 2745.45, 36.2449, 52.7532, 35.4485, 36.2449, 0, 36.2449, 36.3071, 2742.66, 38.9753, 36.2454, 36.2449, 36.2449, 36.2449, 36.2449, 36.2449, 36.2449, 36.2449, 36.2449, 36.2449, 36.2449, 36.2449, 36.2449
6.35771, 2937.39, 2908.83, 36.2401, 54.2162, 28.564, 36.2401, 0, 36.2401, 36.3072, 2905.51, 39.4951, 36.2404, 36.2401, 36.2401, 36.2401, 36.2401, 36.2401, 36.2401, 36.2401, 36.2401, 36.2401, 36.2401, 36.2401, 36.2401
6.36557, 3019.28, 3051.9, 36.2343, 54.9661, -32.6255, 36.2343, 0, 36.2343, 36.3068, 3047.99, 40.0755, 36.2345, 36.2343, 36.2343, 36.2343, 36.2343, 36.2343, 36.2343, 36.2343, 36.2343, 36.2343, 36.2343, 36.2343, 36.2343
6.37344, 3084.38, 3170.78, 36.2274, 55.5552, -86.4031, 36.2274, 0, 36.2274, 36.306, 3166.21, 40.7145, 36.2275, 36.2274, 36.2274, 36.2274, 36.2274, 36.2274, 36.2274, 36.2274, 36.2274, 36.2274, 36.2274, 36.2274, 36.2274
6.38131, 3283.81, 3262.18, 36.2192, 57.3219, 21.6265, 36.2192, 0, 36.2192, 36.3047, 3256.9, 41.408, 36.2192, 36.2192, 36.2192, 36.2192, 36.2192, 36.2192, 36.2192, 36.2192, 36.2192, 36.2192, 36.2192, 36.2192, 36.2192
6.38917, 3296.04, 3323.52, 36.2094, 57.4286, -27.4805, 36.2094, 0, 36.2094, 36.3026, 3317.49, 42.1493, 36.2094, 36.2094, 36.2094, 36.2094, 36.2094, 36.2094, 36.2094, 36.2094, 36.2094, 36.2094, 36.2094, 36.2094, 36.2094
6.39704, 3347.67, 3353.06, 36.1979, 57.8763, -5.39331, 36.1979, 0, 36.1979, 36.2995, 3346.23, 42.9292, 36.1979, 36.1979, 36.1979, 36.1979, 36.1979, 36.1979, 36.1979, 36.1979, 36.1979, 36.1979, 36.1979, 36.1979, 36.1979
6.40491, 3315.96, 3350, 36.1845, 57.6017, -34.04, 36.1845, 0, 36.1845, 36.2952, 3342.34, 43.736, 36.1845, 36.1845, 36.1845, 36.1845, 36.1845, 36.1845, 36.1845, 36.1845, 36.1845, 36.1845, 36.1845, 36.1845, 36.1845
6.41278, 3347.7, 3314.48, 36.169, 57.8766, 33.2219, 36.169, 0, 36.169, 36.2894, 3305.97, 44.5556, 36.169, 36.169, 36.169, 36.169, 36.169, 36.169, 36.169, 36.169, 36.169, 36.169, 36.169, 36.169, 36.169
6.42064, 3254.34, 3247.6, 36.1511, 57.0644, 6.74634, 36.1511, 0, 36.1511, 36.2819, 3238.25, 45.372, 36.1511, 36.1511, 36.1511, 36.1511, 36.1511, 36.1511, 36.1511, 36.1511, 36.1511, 36.1511, 36.1511, 36.1511, 36.1511
6.42851, 3199.16, 3151.35, 36.1307, 56.5788, 47.8071, 36.1307, 0, 36.1307, 36.2723, 3141.17, 46.1674, 36.1307, 36.1307, 36.1307, 36.1307, 36.1307, 36.1307, 36.1307, 36.1307, 36.1307, 36.1307, 36.1307, 36.1307, 36.1307
6.43638, 2967.62, 3028.53, 36.1075, 54.4942, -60.9141, 36.1075, 0, 36.1075, 36.2603, 3017.56, 46.9232, 36.1075, 36.1075, 36.1075, 36.1075, 36.1075, 36.1075, 36.1075, 36.1075, 36.1075, 36.1075, 36.1075, 36.1075, 36.1075
6.44424, 2873.96, 2882.59, 36.0814, 53.6279, -8.63696, 36.0814, 0, 36.0814, 36.2455, 2870.89, 47.6203, 36.0814, 36.0814, 36.0814, 36.0814, 36.0814, 36.0814, 36.0814, 36.0814, 36.0814, 36.0814, 36.0814, 36.0814, 36.0814
6.45211, 2741.08, 2717.47, 36.0523, 52.3745, 23.6096, 36.0523, 0, 36.0523, 36.2276, 2705.11, 48.2402, 36.0523, 36.0523, 36.0523, 36.0523, 36.0523, 36.0523, 36.0523, 36.0523, 36.0523, 36.0523, 36.0523, 36.0523, 36.0523
6.45998, 2581.05, 2537.47, 36.02, 50.8237, 43.5771, 36.02, 0, 36.02, 36.2063, 2524.54, 48.7656, 36.02, 36.02, 36.02, 36.02, 36.02, 36.02, 36.02, 36.02, 36.02, 36.02, 36.02, 36.02, 36.02
6.46784, 2328.34, 2347, 35.9845, 48.2736, -18.6631, 35.9845, 0, 35.9845, 36.1814, 2333.61, 49.1811, 35.9845, 35.9845, 35.9845, 35.9845, 35.9845, 35.9845, 35.9845, 35.9845, 35.9845, 35.9845, 35.9845, 35.9845, 35.9845
6.47571, 2220.72, 2150.43, 35.9458, 47.1457, 70.2935, 35.9458, 0, 35.9458, 36.1526, 2136.69, 49.4742, 35.9458, 35.9458, 35.9458, 35.9458, 35.9458, 35.9458, 35.9458, 35.9458, 35.9458, 35.9458, 35.9458, 35.9458, 35.9458
6.48358, 1992.16, 1951.97, 35.9039, 44.656, 40.1909, 35.9039, 0, 35.904, 36.1197, 1938.02, 49.6353, 35.9039, 35.9039, 35.9039, 35.9039, 35.9039, 35.9039, 35.9039, 35.9039, 35.9039, 35.9039, 35.9039, 35.9039, 35.9039
6.49144, 1831.25, 1755.46, 35.8592, 42.8165, 75.7899, 35.8592, 0, 35.8592, 36.0828, 1741.44, 49.659, 35.8592, 35.8592, 35.8592, 35.8592, 35.8592, 35.8592, 35.8592, 35.8592, 35.8592, 35.8592, 35.8592, 35.8592, 35.8592
6.49931, 1620.28, 1564.35, 35.8116, 40.2775, 55.9274, 35.8116, 0, 35.8116, 36.0418, 1550.39, 49.5437, 35.8116, 35.8116, 35.8116, 35.8116, 35.8116, 35.8116, 35.8116, 35.8116, 35.8116, 35.8116, 35.8116, 35.8116, 35.8116
6.50718, 1483.37, 1381.5, 35.7615, 38.5405, 101.87, 35.7615, 0, 35.7615, 35.9967, 1367.74, 49.2918, 35.7615, 35.7615, 35.7615, 35.7615, 35.7615, 35.7615, 35.7615, 35.7615, 35.7615, 35.7615, 35.7615, 35.7615, 35.7615
6.51505, 1291.85, 1209.24, 35.7092, 35.9701, 82.6145, 35.7092, 0, 35.7092, 35.9479, 1195.8, 48.9098, 35.7092, 35.7092, 35.7092, 35.7092, 35.7092, 35.7092, 35.7092, 35.7092, 35.7092, 35.7092, 35.7092, 35.7092, 35.7092
6.52291, 1121.6, 1049.32, 35.6551, 33.5202, 72.2881, 35.6551, 0, 35.6551, 35.8955, 1036.32, 48.4079, 35.6551, 35.6551, 35.6551, 35.6551, 35.6551, 35.6551, 35.6551, 35.6551, 35.6551, 35.6551, 35.6551, 35.6551, 35.6551
6.53078, 935.539, 902.902, 35.5996, 30.6193, 32.6364, 35.5996, 0, 35.5996, 35.8401, 890.462, 47.7992, 35.5996, 35.5996, 35.5996, 35.5996, 35.5996, 35.5996, 35.5996, 35.5996, 35.5996, 35.5996, 35.5996, 35.5996, 35.5996
6.53865, 833.134, 770.628, 35.5431, 28.8987, 62.5056, 35.5431, 0, 35.5431, 35.782, 758.833, 47.0997, 35.5431, 35.5431, 35.5431, 35.5431, 35.5431, 35.5431, 35.5431, 35.5431, 35.5431, 35.5431, 35.5431, 35.5431, 35.5431
6.54651, 679.855, 652.675, 35.4862, 26.1124, 27.1797, 35.4862, 0, 35.4862, 35.7218, 641.599, 46.3269, 35.4862, 35.4862, 35.4862, 35.4862, 35.4862, 35.4862, 35.4862, 35.4862, 35.4862, 35.4862, 35.4862, 35.4862, 35.4862
6.55438, 620.1, 548.788, 35.4293, 24.9419, 71.3121, 35.4293, 0, 35.4293, 35.6601, 538.487, 45.4995, 35.4293, 35.4293, 35.4293, 35.4293, 35.4293, 35.4293, 35.4293, 35.4293, 35.4293, 35.4293, 35.4293, 35.4293, 35.4293
6.56225, 469.098, 458.406, 35.3729, 21.7048, 10.6926, 35.3729, 0, 35.3729, 35.5975, 448.918, 44.6366, 35.3729, 35.3729, 35.3729, 35.3729, 35.3729, 35.3729, 35.3729, 35.3729, 35.3729, 35.3729, 35.3729, 35.3729, 35.3729
6.57011, 439.62, 380.695, 35.3175, 21.0148, 58.9252, 35.3175, 0, 35.3175, 35.5346, 372.038, 43.7566, 35.3175, 35.3175, 35.3175, 35.3175, 35.3175, 35.3175, 35.3175, 35.3175, 35.3175, 35.3175, 35.3175, 35.3175, 35.3175
6.57798, 334.076, 314.643, 35.2634, 18.3324, 19.4325, 35.2634, 0, 35.2634, 35.472, 306.821, 42.8769, 35.2634, 35.2634, 35.2634, 35.2634, 35.2634, 35.2634, 35.2634, 35.2634, 35.2634, 35.2634, 35.2634, 35.2634, 35.2634
6.58585, 285.604, 259.143, 35.211, 16.9589, 26.4606, 35.211, 0, 35.211, 35.4103, 252.141, 42.0134, 35.211, 35.211, 35.211, 35.211, 35.211, 35.211, 35.211, 35.211, 35.211, 35.211, 35.211, 35.211, 35.211
6.59371, 224.37, 213.02, 35.1607, 15.0456, 11.3496, 35.1607, 0, 35.1607, 35.3501, 206.812, 41.1798, 35.1607, 35.1607, 35.1607, 35.1607, 35.1607, 35.1607, 35.1607, 35.1607, 35.1607, 35.1607, 35.1607, 35.1607, 35.1607
6.60158, 192.568, 175.104, 35.1127, 13.9488, 17.4633, 35.1127, 0, 35.1127, 35.2918, 169.651, 40.3874, 35.1127, 35.1127, 35.1127, 35.1127, 35.1127, 35.1127, 35.1127, 35.1127, 35.1127, 35.1127, 35.1127, 35.1127, 35.1127
6.60945, 154.287, 144.272, 35.0671, 12.5015, 10.0152, 35.0671, 0, 35.0671, 35.2358, 139.525, 39.6452, 35.0671, 35.0671, 35.0671, 35.0671, 35.0671, 35.0671, 35.0671, 35.0671, 35.0671, 35.0671, 35.0671, 35.0671, 35.0671
6.61731, 110.492, 119.458, 35.0242, 10.6062, -8.96571, 35.0242, 0, 35.0242, 35.1826, 115.364, 38.9594, 35.0242, 35.0242, 35.0242, 35.0242, 35.0242, 35.0242, 35.0242, 35.0242, 35.0242, 35.0242, 35.0242, 35.0242, 35.0242
6.62518, 98.7807, 99.697, 34.9839, 10.039, -0.916321, 34.9839, 0, 34.9839, 35.1322, 96.1983, 38.3343, 34.9839, 34.9839, 34.9839, 34.9839, 34.9839, 34.9839, 34.9839, 34.9839, 34.9839, 34.9839, 34.9839, 34.9839, 34.9839
6.63305, 75.5599, 84.1182, 34.9463, 8.80681, -8.5583, 34.9463, 0, 34.9463, 35.0849, 81.1544, 37.7715, 34.9463, 34.9463, 34.9463, 34.9463, 34.9463, 34.9463, 34.9463, 34.9463, 34.9463, 34.9463, 34.9463, 34.9463, 34.9463
6.64092, 68.1152, 71.9583, 34.9113, 8.37348, -3.84307, 34.9113, 0, 34.9113, 35.0408, 69.4693, 37.2709, 34.9113, 34.9113, 34.9113, 34.9113, 34.9113, 34.9113, 34.9113, 34.9113, 34.9113, 34.9113, 34.9113, 34.9113, 34.9113
6.64878, 50.7698, 62.5606, 34.8789, 7.26428, -11.7908, 34.8789, 0, 34.8789, 34.9998, 60.4877, 36.8308, 34.8789, 34.8789, 34.8789, 34.8789, 34.8789, 34.8789, 34.8789, 34.8789, 34.8789, 34.8789, 34.8789, 34.8789, 34.8789
6.65665, 32.5418, 55.3679, 34.8488, 5.87722, -22.8262, 34.8488, 0, 34.8488, 34.9619, 53.6554, 36.4482, 34.8488, 34.8488, 34.8488, 34.8488, 34.8488, 34.8488, 34.8488, 34.8488, 34.8488, 34.8488, 34.8488, 34.8488, 34.8488
6.66452, 38.7088, 49.9144, 34.8209, 6.38034, -11.2056, 34.8209, 0, 34.8209, 34.9269, 48.5102, 36.119, 34.8209, 34.8209, 34.8209, 34.8209, 34.8209, 34.8209, 34.8209, 34.8209, 34.8209, 34.8209, 34.8209, 34.8209, 34.8209
6.67238, 33.6924, 45.8184, 34.795, 5.97431, -12.126, 34.795, 0, 34.795, 34.8948, 44.675, 35.8387, 34.795, 34.795, 34.795, 34.795, 34.795, 34.795, 34.795, 34.795, 34.795, 34.795, 34.795, 34.795, 34.795
6.68025, 23.841, 42.7699, 34.771, 5.08341, -18.9288, 34.771, 0, 34.771, 34.8652, 41.8445, 35.6021, 34.771, 34.771, 34.771, 34.771, 34.771, 34.771, 34.771, 34.771, 34.771, 34.771, 34.771, 34.771, 34.771
6.68812, 17.1203, 40.5219, 34.7485, 4.37268, -23.4016, 34.7485, 0, 34.7485, 34.838, 39.7769, 35.4042, 34.7485, 34.7485, 34.7485, 34.7485, 34.7485, 34.7485, 34.7485, 34.7485, 34.7485, 34.7485, 34.7485, 34.7485, 34.7485
6.69598, 18.7115, 38.8797, 34.7275, 4.55099, -20.1682, 34.7275, 0, 34.7275, 34.8128, 38.282, 35.2398, 34.7275, 34.7275, 34.7275, 34.7275, 34.7275, 34.7275, 34.7275, 34.7275, 34.7275, 34.7275, 34.7275, 34.7275, 34.7275
6.70385, 16.7773, 37.6918, 34.7076, 4.33328, -20.9145, 34.7076, 0, 34.7076, 34.7895, 37.2133, 35.1042, 34.7076, 34.7076, 34.7076, 34.7076, 34.7076, 34.7076, 34.7076, 34.7076, 34.7076, 34.7076, 34.7076, 34.7076, 34.7076
6.71172, 12.3237, 36.8429, 34.6887, 3.78466, -24.5193, 34.6887, 0, 34.6887, 34.7678, 36.4597, 34.9929, 34.6887, 34.6887, 34.6887, 34.6887, 34.6887, 34.6887, 34.6887, 34.6887, 34.6887, 34.6887, 34.6887, 34.6887, 34.6887
6.71958, 22.6191, 36.246, 34.6706, 4.96176, -13.6269, 34.6706, 0, 34.6706, 34.7474, 35.9381, 34.9017, 34.6706, 34.6706, 34.6706, 34.6706, 34.6706, 34.6706, 34.6706, 34.6706, 34.6706, 34.6706, 34.6706, 34.6706, 34.6706
6.72745, 21.2223, 35.8371, 34.6532, 4.81895, -14.6149, 34.6532, 0, 34.6532, 34.7282, 35.5882, 34.8271, 34.6532, 34.6532, 34.6532, 34.6532, 34.6532, 34.6532, 34.6532, 34.6532, 34.6532, 34.6532, 34.6532, 34.6532, 34.6532
6.73532, 10.9855, 35.5711, 34.6363, 3.60355, -24.5856, 34.6363, 0, 34.6363, 34.7099, 35.3678, 34.7659, 34.6363, 34.6363, 34.6363, 34.6363, 34.6363, 34.6363, 34.6363, 34.6363, 34.6363, 34.6363, 34.6363, 34.6363, 34.6363
6.74319, 12.1859, 35.4175, 34.6197, 3.76641, -23.2316, 34.6197, 0, 34.6197, 34.6923, 35.2491, 34.7155, 34.6197, 34.6197, 34.6197, 34.6197, 34.6197, 34.6197, 34.6197, 34.6197, 34.6197, 34.6197, 34.6197, 34.6197, 34.6197
6.75105, 24.0197, 35.3583, 34.6034, 5.10095, -11.3386, 34.6034, 0, 34.6034, 34.6753, 35.2164, 34.6735, 34.6034, 34.6034, 34.6034, 34.6034, 34.6034, 34.6034, 34.6034, 34.6034, 34.6034, 34.6034, 34.6034, 34.6034, 34.6034
6.75892, 14.5568, 35.386, 34.5872, 4.069, -20.8293, 34.5872, 0, 34.5872, 34.6586, 35.2638, 34.638, 34.5872, 34.5872, 34.5872, 34.5872, 34.5872, 34.5872, 34.5872, 34.5872, 34.5872, 34.5872, 34.5872, 34.5872, 34.5872
