   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_34.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.0575, 11.7753, 9.17853, 9.04586, 3.71151, 2.59675, 0, 9.04587, 9.0459, 9.04594, 9.04605, 9.04719, 9.17679, 9.04586, 9.04586, 9.04586, 9.04586, 9.04586, 9.04586, 9.04586, 9.04586, 9.04586, 9.04586, 9.04593, 9.04586
5.06539, 8.62874, 9.1994, 9.08087, 3.26017, -0.570666, 0, 9.08088, 9.08091, 9.08095, 9.08107, 9.08252, 9.19734, 9.08087, 9.08087, 9.08087, 9.08087, 9.08087, 9.08087, 9.08087, 9.08087, 9.08087, 9.08087, 9.08093, 9.08087
5.07328, 6.98781, 9.22127, 9.11587, 2.99797, -2.23346, 0, 9.11589, 9.11591, 9.11595, 9.11609, 9.11794, 9.21878, 9.11587, 9.11587, 9.11587, 9.11587, 9.11587, 9.11587, 9.11587, 9.11587, 9.11587, 9.11587, 9.11594, 9.11587
5.08117, 8.88829, 9.24421, 9.15085, 3.29974, -0.355917, 0, 9.15086, 9.15089, 9.15093, 9.15108, 9.15347, 9.24115, 9.15085, 9.15085, 9.15085, 9.15085, 9.15085, 9.15085, 9.15085, 9.15085, 9.15085, 9.15085, 9.15091, 9.15085
5.08906, 9.56345, 9.26831, 9.18581, 3.40051, 0.295134, 0, 9.18582, 9.18585, 9.18589, 9.18605, 9.18917, 9.2645, 9.18581, 9.18581, 9.18581, 9.18581, 9.18581, 9.18581, 9.18581, 9.18581, 9.18581, 9.18581, 9.18587, 9.18581
5.09695, 9.39808, 9.29364, 9.22074, 3.3761, 0.104434, 0, 9.22075, 9.22078, 9.22082, 9.221, 9.22505, 9.28886, 9.22074, 9.22074, 9.22074, 9.22074, 9.22074, 9.22074, 9.22074, 9.22074, 9.22074, 9.22074, 9.2208, 9.22074
5.10484, 17.1019, 9.32026, 9.25564, 4.37057, 7.7816, 0, 9.25566, 9.25569, 9.25572, 9.25593, 9.26121, 9.31421, 9.25564, 9.25564, 9.25564, 9.25564, 9.25564, 9.25564, 9.25564, 9.25565, 9.25564, 9.25564, 9.2557, 9.25564
5.11273, 11.9882, 9.34821, 9.29052, 3.74008, 2.64002, 0, 9.29053, 9.29056, 9.2906, 9.29083, 9.29768, 9.34054, 9.29052, 9.29052, 9.29052, 9.29052, 9.29052, 9.29052, 9.29052, 9.29052, 9.29052, 9.29052, 9.29058, 9.29052
5.12062, 14.8519, 9.37753, 9.32537, 4.10511, 5.47439, 0, 9.32538, 9.32541, 9.32545, 9.3257, 9.33457, 9.3678, 9.32537, 9.32537, 9.32537, 9.32537, 9.32537, 9.32537, 9.32537, 9.32537, 9.32537, 9.32537, 9.32543, 9.32537
5.12851, 15.8374, 9.40828, 9.36018, 4.22343, 6.42908, 0, 9.36019, 9.36022, 9.36026, 9.36054, 9.37197, 9.39593, 9.36018, 9.36018, 9.36018, 9.36018, 9.36018, 9.36018, 9.36018, 9.36018, 9.36018, 9.36018, 9.36024, 9.36018
5.1364, 17.7409, 9.4405, 9.39495, 4.44307, 8.3004, 0, 9.39496, 9.39499, 9.39503, 9.39534, 9.40998, 9.42487, 9.39495, 9.39495, 9.39495, 9.39495, 9.39495, 9.39495, 9.39495, 9.39495, 9.39495, 9.39495, 9.395, 9.39495
5.14429, 13.3646, 9.47426, 9.42968, 3.91977, 3.8903, 0, 9.42969, 9.42972, 9.42976, 9.43011, 9.44874, 9.45456, 9.42968, 9.42968, 9.42968, 9.42968, 9.42968, 9.42968, 9.42968, 9.42968, 9.42968, 9.42968, 9.42973, 9.42968
5.15218, 13.9799, 9.50963, 9.46436, 3.99748, 4.47023, 0, 9.46438, 9.46441, 9.46444, 9.46484, 9.48841, 9.48491, 9.46436, 9.46436, 9.46436, 9.46436, 9.46436, 9.46436, 9.46436, 9.46437, 9.46436, 9.46436, 9.46442, 9.46436
5.16007, 14.981, 9.54671, 9.49899, 4.1208, 5.43426, 0, 9.499, 9.49903, 9.49907, 9.49951, 9.52914, 9.51585, 9.49899, 9.49899, 9.49899, 9.49899, 9.49899, 9.49899, 9.49899, 9.49899, 9.49899, 9.49899, 9.49905, 9.49899
5.16797, 12.3742, 9.58564, 9.53358, 3.79133, 2.78853, 0, 9.53359, 9.53362, 9.53366, 9.53414, 9.57113, 9.54732, 9.53358, 9.53358, 9.53358, 9.53358, 9.53358, 9.53358, 9.53358, 9.53358, 9.53358, 9.53358, 9.53364, 9.53358
5.17586, 17.1689, 9.62651, 9.56811, 4.37823, 7.54243, 0, 9.56812, 9.56815, 9.56819, 9.56872, 9.61456, 9.57924, 9.56811, 9.56811, 9.56811, 9.56811, 9.56811, 9.56811, 9.56811, 9.56811, 9.56811, 9.56811, 9.56817, 9.56811
5.18374, 10.3989, 9.66949, 9.60258, 3.52121, 0.729425, 0, 9.60259, 9.60262, 9.60266, 9.60325, 9.65966, 9.61153, 9.60258, 9.60258, 9.60258, 9.60258, 9.60258, 9.60258, 9.60258, 9.60258, 9.60258, 9.60258, 9.60264, 9.60258
5.19164, 16.7804, 9.71473, 9.637, 4.33364, 7.06569, 0, 9.63701, 9.63704, 9.63708, 9.63772, 9.70665, 9.64416, 9.637, 9.637, 9.637, 9.637, 9.637, 9.637, 9.637, 9.637, 9.637, 9.637, 9.63706, 9.637
5.19953, 19.1814, 9.76239, 9.67134, 4.60233, 9.41902, 0, 9.67135, 9.67138, 9.67142, 9.67212, 9.75572, 9.67702, 9.67134, 9.67134, 9.67134, 9.67134, 9.67134, 9.67134, 9.67134, 9.67134, 9.67134, 9.67134, 9.67141, 9.67134
5.20742, 16.3855, 9.81267, 9.70563, 4.28783, 6.57282, 0, 9.70564, 9.70567, 9.70571, 9.70647, 9.80713, 9.71011, 9.70563, 9.70563, 9.70563, 9.70563, 9.70563, 9.70563, 9.70563, 9.70563, 9.70563, 9.70563, 9.7057, 9.70563
5.21531, 16.1684, 9.86571, 9.73985, 4.26243, 6.30264, 0, 9.73986, 9.73989, 9.73993, 9.74075, 9.86108, 9.74336, 9.73985, 9.73985, 9.73985, 9.73985, 9.73985, 9.73985, 9.73985, 9.73985, 9.73985, 9.73985, 9.73992, 9.73985
5.2232, 18.5188, 9.92167, 9.77399, 4.52977, 8.59711, 0, 9.77401, 9.77404, 9.77407, 9.77495, 9.91775, 9.77673, 9.77399, 9.77399, 9.77399, 9.77399, 9.77399, 9.77399, 9.77399, 9.774, 9.77399, 9.77399, 9.77408, 9.77399
5.23109, 21.2621, 9.98066, 9.80807, 4.82308, 11.2815, 0, 9.80808, 9.80811, 9.80815, 9.80909, 9.97729, 9.81019, 9.80807, 9.80807, 9.80807, 9.80807, 9.80807, 9.80807, 9.80807, 9.80807, 9.80807, 9.80807, 9.80815, 9.80807
5.23898, 19.7391, 10.0428, 9.84207, 4.66252, 9.6963, 0, 9.84208, 9.84211, 9.84215, 9.84314, 10.0399, 9.8437, 9.84207, 9.84207, 9.84207, 9.84207, 9.84207, 9.84207, 9.84207, 9.84207, 9.84207, 9.84207, 9.84216, 9.84207
5.24687, 13.6445, 10.1081, 9.87598, 3.95531, 3.53638, 0, 9.87599, 9.87602, 9.87606, 9.87711, 10.1055, 9.87722, 9.87598, 9.87598, 9.87598, 9.87598, 9.87598, 9.87598, 9.87598, 9.87598, 9.87598, 9.87598, 9.87608, 9.87598
5.25476, 18.5659, 10.1766, 9.90982, 4.53497, 8.38933, 0, 9.90983, 9.90986, 9.9099, 9.91101, 10.1742, 9.91077, 9.90982, 9.90982, 9.90982, 9.90982, 9.90982, 9.90982, 9.90982, 9.90982, 9.90982, 9.90982, 9.90993, 9.90982
5.26265, 12.1393, 10.2482, 9.94357, 3.76023, 1.89115, 0, 9.94359, 9.94361, 9.94365, 9.94481, 10.246, 9.94429, 9.94357, 9.94357, 9.94357, 9.94357, 9.94357, 9.94357, 9.94357, 9.94357, 9.94357, 9.94357, 9.94369, 9.94357
5.27054, 17.9786, 10.3227, 9.97724, 4.46974, 7.65587, 0, 9.97725, 9.97728, 9.97732, 9.97852, 10.3206, 9.97777, 9.97724, 9.97724, 9.97724, 9.97724, 9.97724, 9.97724, 9.97724, 9.97724, 9.97724, 9.97724, 9.97737, 9.97724
5.27843, 19.8314, 10.4, 10.0108, 4.6724, 9.4314, 0, 10.0108, 10.0109, 10.0109, 10.0121, 10.3979, 10.0112, 10.0108, 10.0108, 10.0108, 10.0108, 10.0108, 10.0108, 10.0108, 10.0108, 10.0108, 10.0108, 10.011, 10.0108
5.28632, 12.2709, 10.4796, 10.0443, 3.77769, 1.79134, 0, 10.0443, 10.0443, 10.0444, 10.0457, 10.4776, 10.0446, 10.0443, 10.0443, 10.0443, 10.0443, 10.0443, 10.0443, 10.0443, 10.0443, 10.0443, 10.0443, 10.0444, 10.0443
5.29421, 16.4009, 10.5612, 10.0777, 4.28963, 5.83967, 0, 10.0777, 10.0777, 10.0778, 10.0791, 10.5593, 10.0779, 10.0777, 10.0777, 10.0777, 10.0777, 10.0777, 10.0777, 10.0777, 10.0777, 10.0777, 10.0777, 10.0779, 10.0777
5.3021, 17.1456, 10.6443, 10.111, 4.37557, 6.50126, 0, 10.111, 10.111, 10.1111, 10.1124, 10.6425, 10.1111, 10.111, 10.111, 10.111, 10.111, 10.111, 10.111, 10.111, 10.111, 10.111, 10.111, 10.1112, 10.111
5.30999, 11.9882, 10.7284, 10.1442, 3.74008, 1.25986, 0, 10.1442, 10.1442, 10.1442, 10.1456, 10.7265, 10.1443, 10.1442, 10.1442, 10.1442, 10.1442, 10.1442, 10.1442, 10.1442, 10.1442, 10.1442, 10.1442, 10.1443, 10.1442
5.31788, 11.2328, 10.8127, 10.1772, 3.63769, 0.420093, 0, 10.1773, 10.1773, 10.1773, 10.1787, 10.8108, 10.1773, 10.1772, 10.1772, 10.1772, 10.1772, 10.1772, 10.1772, 10.1772, 10.1772, 10.1772, 10.1772, 10.1774, 10.1772
5.32577, 13.1843, 10.8965, 10.2102, 3.89671, 2.28779, 0, 10.2102, 10.2103, 10.2103, 10.2116, 10.8947, 10.2103, 10.2102, 10.2102, 10.2102, 10.2102, 10.2102, 10.2102, 10.2102, 10.2102, 10.2102, 10.2102, 10.2104, 10.2102
5.33366, 7.99033, 10.9792, 10.2431, 3.16075, -2.98886, 0, 10.2431, 10.2431, 10.2432, 10.2445, 10.9774, 10.2431, 10.2431, 10.2431, 10.2431, 10.2431, 10.2431, 10.2431, 10.2431, 10.2431, 10.2431, 10.2431, 10.2433, 10.2431
5.34155, 11.6522, 11.0598, 10.2758, 3.69489, 0.592394, 0, 10.2759, 10.2759, 10.2759, 10.2772, 11.058, 10.2759, 10.2758, 10.2758, 10.2758, 10.2758, 10.2758, 10.2758, 10.2758, 10.2758, 10.2758, 10.2758, 10.2761, 10.2758
5.34944, 22.1888, 11.1377, 10.3085, 4.91821, 11.0512, 0, 10.3085, 10.3085, 10.3086, 10.3098, 11.1359, 10.3085, 10.3085, 10.3085, 10.3085, 10.3085, 10.3085, 10.3085, 10.3085, 10.3085, 10.3085, 10.3085, 10.3087, 10.3085
5.35733, 12.1299, 11.212, 10.341, 3.75898, 0.917968, 0, 10.341, 10.341, 10.3411, 10.3423, 11.2102, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.3413, 10.341
5.36522, 10.1774, 11.2819, 10.3734, 3.48962, -1.10443, 0, 10.3734, 10.3734, 10.3735, 10.3747, 11.2801, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3734, 10.3737, 10.3734
5.37311, 11.8919, 11.3468, 10.4056, 3.72718, 0.545082, 0, 10.4057, 10.4057, 10.4057, 10.4069, 11.3451, 10.4057, 10.4056, 10.4056, 10.4056, 10.4056, 10.4056, 10.4056, 10.4056, 10.4056, 10.4056, 10.4056, 10.4059, 10.4056
5.381, 14.069, 11.406, 10.4378, 4.00861, 2.66295, 0, 10.4378, 10.4378, 10.4379, 10.439, 11.4043, 10.4378, 10.4378, 10.4378, 10.4378, 10.4378, 10.4378, 10.4378, 10.4378, 10.4378, 10.4378, 10.4378, 10.4381, 10.4378
5.38889, 13.0601, 11.4591, 10.4698, 3.88073, 1.60099, 0, 10.4698, 10.4698, 10.4699, 10.471, 11.4575, 10.4698, 10.4698, 10.4698, 10.4698, 10.4698, 10.4698, 10.4698, 10.4698, 10.4698, 10.4698, 10.4698, 10.4701, 10.4698
5.39678, 12.2166, 11.5056, 10.5017, 3.77049, 0.710942, 0, 10.5017, 10.5017, 10.5018, 10.5028, 11.504, 10.5017, 10.5017, 10.5017, 10.5017, 10.5017, 10.5017, 10.5017, 10.5017, 10.5017, 10.5017, 10.5017, 10.502, 10.5017
5.40467, 6.99248, 11.5453, 10.5334, 2.99875, -4.55281, 0, 10.5334, 10.5334, 10.5335, 10.5345, 11.5437, 10.5334, 10.5334, 10.5334, 10.5334, 10.5334, 10.5334, 10.5334, 10.5334, 10.5334, 10.5334, 10.5334, 10.5337, 10.5334
5.41256, 11.1218, 11.578, 10.565, 3.6224, -0.45616, 0, 10.565, 10.565, 10.5651, 10.566, 11.5764, 10.565, 10.565, 10.565, 10.565, 10.565, 10.565, 10.565, 10.565, 10.565, 10.565, 10.565, 10.5653, 10.565
5.42045, 15.5134, 11.6037, 10.5964, 4.1849, 3.90972, 0, 10.5964, 10.5965, 10.5966, 10.5974, 11.6021, 10.5964, 10.5964, 10.5964, 10.5964, 10.5964, 10.5964, 10.5964, 10.5964, 10.5964, 10.5964, 10.5964, 10.5968, 10.5964
5.42834, 8.8705, 11.6225, 10.6277, 3.29704, -2.75201, 0, 10.6277, 10.6278, 10.6279, 10.6286, 11.621, 10.6277, 10.6277, 10.6277, 10.6277, 10.6277, 10.6277, 10.6277, 10.6277, 10.6277, 10.6277, 10.6277, 10.6281, 10.6277
5.43623, 13.5654, 11.6348, 10.6589, 3.9453, 1.93061, 0, 10.6589, 10.6589, 10.659, 10.6597, 11.6333, 10.6589, 10.6589, 10.6589, 10.6589, 10.6589, 10.6589, 10.6589, 10.6589, 10.6589, 10.6589, 10.6589, 10.6592, 10.6589
5.44412, 15.4607, 11.6408, 10.6899, 4.1786, 3.81987, 0, 10.6899, 10.6899, 10.6901, 10.6907, 11.6394, 10.6899, 10.6899, 10.6899, 10.6899, 10.6899, 10.6899, 10.6899, 10.6899, 10.6899, 10.6899, 10.6899, 10.6902, 10.6899
5.45201, 11.5055, 11.6412, 10.7207, 3.67498, -0.135768, 0, 10.7207, 10.7208, 10.7209, 10.7215, 11.6398, 10.7207, 10.7207, 10.7207, 10.7207, 10.7207, 10.7207, 10.7207, 10.7207, 10.7207, 10.7207, 10.7207, 10.7211, 10.7207
5.4599, 11.4299, 11.6365, 10.7514, 3.66469, -0.206602, 0, 10.7514, 10.7514, 10.7517, 10.7521, 11.6351, 10.7514, 10.7514, 10.7514, 10.7514, 10.7514, 10.7514, 10.7514, 10.7514, 10.7514, 10.7514, 10.7514, 10.7518, 10.7514
5.46779, 8.53668, 11.6274, 10.7819, 3.24603, -3.09072, 0, 10.7819, 10.782, 10.7822, 10.7826, 11.626, 10.7819, 10.7819, 10.7819, 10.7819, 10.7819, 10.7819, 10.7819, 10.7819, 10.7819, 10.7819, 10.7819, 10.7823, 10.7819
5.47568, 17.496, 11.6146, 10.8123, 4.41543, 5.88146, 0, 10.8123, 10.8123, 10.8126, 10.8129, 11.6131, 10.8123, 10.8123, 10.8123, 10.8123, 10.8123, 10.8123, 10.8123, 10.8123, 10.8123, 10.8123, 10.8123, 10.8127, 10.8123
5.48357, 13.9804, 11.5988, 10.8425, 3.99755, 2.38161, 0, 10.8425, 10.8425, 10.8429, 10.8431, 11.5973, 10.8425, 10.8425, 10.8425, 10.8425, 10.8425, 10.8425, 10.8425, 10.8425, 10.8425, 10.8425, 10.8425, 10.8429, 10.8425
5.49146, 9.94846, 11.5809, 10.8725, 3.45665, -1.63241, 0, 10.8725, 10.8725, 10.873, 10.8731, 11.5794, 10.8725, 10.8725, 10.8725, 10.8725, 10.8725, 10.8725, 10.8725, 10.8725, 10.8725, 10.8725, 10.8725, 10.8729, 10.8725
5.49935, 11.0015, 11.5615, 10.9023, 3.60577, -0.559931, 0, 10.9024, 10.9024, 10.9029, 10.9029, 11.5599, 10.9023, 10.9023, 10.9023, 10.9023, 10.9023, 10.9023, 10.9023, 10.9023, 10.9023, 10.9023, 10.9023, 10.9027, 10.9023
5.50724, 8.4821, 11.5414, 10.932, 3.23761, -3.05929, 0, 10.932, 10.9321, 10.9327, 10.9326, 11.5398, 10.932, 10.932, 10.932, 10.932, 10.932, 10.932, 10.932, 10.932, 10.932, 10.932, 10.932, 10.9324, 10.932
5.51513, 7.4891, 11.5213, 10.9615, 3.08044, -4.03217, 0, 10.9615, 10.9616, 10.9623, 10.962, 11.5196, 10.9615, 10.9615, 10.9615, 10.9615, 10.9615, 10.9615, 10.9615, 10.9615, 10.9615, 10.9615, 10.9615, 10.9619, 10.9615
5.52302, 15.9829, 11.5017, 10.9908, 4.24062, 4.48116, 0, 10.9908, 10.9909, 10.9917, 10.9913, 11.4999, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9912, 10.9908
5.53091, 8.99603, 11.4833, 11.02, 3.31603, -2.4873, 0, 11.02, 11.02, 11.021, 11.0205, 11.4814, 11.02, 11.02, 11.02, 11.02, 11.02, 11.02, 11.02, 11.02, 11.02, 11.02, 11.02, 11.0203, 11.02
5.5388, 9.48411, 11.4665, 11.0489, 3.38882, -1.98243, 0, 11.0489, 11.0489, 11.0501, 11.0494, 11.4645, 11.0489, 11.0489, 11.0489, 11.0489, 11.0489, 11.0489, 11.0489, 11.0489, 11.0489, 11.0489, 11.0489, 11.0493, 11.0489
5.54669, 15.4968, 11.4517, 11.0777, 4.18292, 4.04506, 0, 11.0777, 11.0777, 11.079, 11.0781, 11.4495, 11.0777, 11.0777, 11.0777, 11.0777, 11.0777, 11.0777, 11.0777, 11.0777, 11.0777, 11.0777, 11.0777, 11.078, 11.0777
5.55458, 11.4562, 11.4393, 11.1062, 3.66827, 0.0169649, 0, 11.1062, 11.1063, 11.1078, 11.1067, 11.4369, 11.1062, 11.1062, 11.1062, 11.1062, 11.1062, 11.1062, 11.1062, 11.1062, 11.1062, 11.1062, 11.1062, 11.1066, 11.1062
5.56247, 13.4969, 11.4293, 11.1346, 3.93661, 2.06761, 0, 11.1346, 11.1346, 11.1363, 11.135, 11.4267, 11.1346, 11.1346, 11.1346, 11.1346, 11.1346, 11.1346, 11.1346, 11.1346, 11.1346, 11.1346, 11.1346, 11.1349, 11.1346
5.57036, 15.89, 11.4221, 11.1628, 4.22965, 4.46791, 0, 11.1628, 11.1628, 11.1647, 11.1632, 11.4192, 11.1628, 11.1628, 11.1628, 11.1628, 11.1628, 11.1628, 11.1628, 11.1628, 11.1628, 11.1628, 11.1628, 11.1631, 11.1628
5.57825, 11.563, 11.4176, 11.1907, 3.6828, 0.145452, 0, 11.1907, 11.1908, 11.193, 11.1912, 11.4145, 11.1907, 11.1907, 11.1907, 11.1907, 11.1907, 11.1907, 11.1907, 11.1907, 11.1907, 11.1907, 11.1907, 11.1911, 11.1907
5.58614, 15.5039, 11.4158, 11.2185, 4.18377, 4.08807, 0, 11.2185, 11.2185, 11.221, 11.2189, 11.4125, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2188, 11.2185
5.59403, 7.0785, 11.4169, 11.246, 3.01306, -4.33835, 0, 11.2461, 11.2461, 11.2488, 11.2465, 11.4132, 11.246, 11.246, 11.246, 11.246, 11.246, 11.246, 11.246, 11.246, 11.246, 11.246, 11.246, 11.2464, 11.246
5.60192, 8.36685, 11.4205, 11.2734, 3.21976, -3.05368, 0, 11.2734, 11.2734, 11.2765, 11.2738, 11.4166, 11.2734, 11.2734, 11.2734, 11.2734, 11.2734, 11.2734, 11.2734, 11.2734, 11.2734, 11.2734, 11.2734, 11.2737, 11.2734
5.60982, 12.6234, 11.4267, 11.3005, 3.82405, 1.19664, 0, 11.3005, 11.3006, 11.3039, 11.301, 11.4225, 11.3005, 11.3005, 11.3005, 11.3005, 11.3005, 11.3005, 11.3005, 11.3005, 11.3005, 11.3005, 11.3005, 11.3008, 11.3005
5.6177, 8.34281, 11.4353, 11.3275, 3.21602, -3.09249, 0, 11.3275, 11.3275, 11.3312, 11.3279, 11.4307, 11.3275, 11.3275, 11.3275, 11.3275, 11.3275, 11.3275, 11.3275, 11.3275, 11.3275, 11.3275, 11.3275, 11.3278, 11.3275
5.6256, 5.64758, 11.4461, 11.3541, 2.76543, -5.79847, 0, 11.3542, 11.3542, 11.3582, 11.3546, 11.4412, 11.3541, 11.3541, 11.3541, 11.3541, 11.3541, 11.3541, 11.3541, 11.3541, 11.3541, 11.3541, 11.3541, 11.3544, 11.3541
5.63349, 8.8539, 11.4588, 11.3806, 3.29453, -2.60492, 0, 11.3806, 11.3807, 11.385, 11.3811, 11.4536, 11.3806, 11.3806, 11.3806, 11.3806, 11.3806, 11.3806, 11.3806, 11.3806, 11.3806, 11.3806, 11.3806, 11.3809, 11.3806
5.64138, 7.06121, 11.4734, 11.4069, 3.01019, -4.4122, 0, 11.4069, 11.4069, 11.4116, 11.4073, 11.4679, 11.4069, 11.4069, 11.4069, 11.4069, 11.4069, 11.4069, 11.4069, 11.4069, 11.4069, 11.4069, 11.4069, 11.4072, 11.4069
5.64927, 7.45042, 11.4896, 11.4329, 3.07415, -4.0392, 0, 11.4329, 11.4329, 11.438, 11.4334, 11.4837, 11.4329, 11.4329, 11.4329, 11.4329, 11.4329, 11.4329, 11.4329, 11.4329, 11.4329, 11.4329, 11.4329, 11.4332, 11.4329
5.65716, 13.6469, 11.5073, 11.4587, 3.95562, 2.13967, 0, 11.4587, 11.4587, 11.4641, 11.4592, 11.5011, 11.4587, 11.4587, 11.4587, 11.4587, 11.4587, 11.4587, 11.4587, 11.4587, 11.4587, 11.4587, 11.4587, 11.459, 11.4587
5.66505, 16.3286, 11.5261, 11.4842, 4.28119, 4.80246, 0, 11.4842, 11.4843, 11.4899, 11.4847, 11.5197, 11.4842, 11.4842, 11.4842, 11.4842, 11.4842, 11.4842, 11.4842, 11.4842, 11.4842, 11.4842, 11.4842, 11.4845, 11.4842
5.67294, 14.4407, 11.5461, 11.5096, 4.05472, 2.89459, 0, 11.5096, 11.5096, 11.5155, 11.51, 11.5394, 11.5096, 11.5096, 11.5096, 11.5096, 11.5096, 11.5096, 11.5096, 11.5096, 11.5096, 11.5096, 11.5096, 11.5098, 11.5096
5.68083, 8.8855, 11.5671, 11.5346, 3.29932, -2.68156, 0, 11.5346, 11.5347, 11.5409, 11.5351, 11.56, 11.5346, 11.5346, 11.5346, 11.5346, 11.5346, 11.5346, 11.5346, 11.5346, 11.5346, 11.5346, 11.5346, 11.5349, 11.5346
5.68872, 10.6377, 11.5888, 11.5595, 3.55495, -0.951124, 0, 11.5595, 11.5595, 11.5659, 11.5599, 11.5815, 11.5595, 11.5595, 11.5595, 11.5595, 11.5595, 11.5595, 11.5595, 11.5595, 11.5595, 11.5595, 11.5595, 11.5597, 11.5595
5.69661, 8.20632, 11.6112, 11.584, 3.19473, -3.4049, 0, 11.5841, 11.5841, 11.5907, 11.5845, 11.6038, 11.584, 11.584, 11.584, 11.584, 11.584, 11.584, 11.584, 11.584, 11.584, 11.584, 11.584, 11.5843, 11.584
5.7045, 10.0988, 11.6342, 11.6084, 3.47833, -1.53546, 0, 11.6084, 11.6084, 11.6152, 11.6089, 11.6266, 11.6084, 11.6084, 11.6084, 11.6084, 11.6084, 11.6084, 11.6084, 11.6084, 11.6084, 11.6084, 11.6084, 11.6086, 11.6084
5.71239, 15.2181, 11.6578, 11.6325, 4.14947, 3.56027, 0, 11.6325, 11.6325, 11.6394, 11.633, 11.65, 11.6325, 11.6325, 11.6325, 11.6325, 11.6325, 11.6325, 11.6325, 11.6325, 11.6325, 11.6325, 11.6325, 11.6327, 11.6325
5.72028, 8.42867, 11.6818, 11.6563, 3.22935, -3.25311, 0, 11.6563, 11.6563, 11.6634, 11.6568, 11.6739, 11.6563, 11.6563, 11.6563, 11.6563, 11.6563, 11.6563, 11.6563, 11.6563, 11.6563, 11.6563, 11.6563, 11.6565, 11.6563
5.72817, 8.98774, 11.7062, 11.6799, 3.31478, -2.71843, 0, 11.6799, 11.6799, 11.687, 11.6804, 11.6983, 11.6799, 11.6799, 11.6799, 11.6799, 11.6799, 11.6799, 11.6799, 11.6799, 11.6799, 11.6799, 11.6799, 11.6801, 11.6799
5.73606, 9.85458, 11.7309, 11.7032, 3.44305, -1.87634, 0, 11.7032, 11.7032, 11.7103, 11.7037, 11.723, 11.7032, 11.7032, 11.7032, 11.7032, 11.7032, 11.7032, 11.7032, 11.7032, 11.7032, 11.7032, 11.7032, 11.7034, 11.7032
5.74395, 12.9835, 11.756, 11.7262, 3.87086, 1.22751, 0, 11.7263, 11.7263, 11.7333, 11.7268, 11.7482, 11.7262, 11.7262, 11.7262, 11.7262, 11.7262, 11.7262, 11.7262, 11.7262, 11.7262, 11.7262, 11.7262, 11.7264, 11.7262
5.75184, 10.9831, 11.7814, 11.749, 3.60321, -0.798259, 0, 11.7491, 11.7491, 11.756, 11.7496, 11.7737, 11.749, 11.749, 11.749, 11.749, 11.749, 11.749, 11.749, 11.749, 11.7491, 11.749, 11.749, 11.7492, 11.749
5.75973, 7.27836, 11.8071, 11.7716, 3.04604, -4.52874, 0, 11.7716, 11.7716, 11.7785, 11.7721, 11.7995, 11.7716, 11.7716, 11.7716, 11.7716, 11.7716, 11.7716, 11.7716, 11.7716, 11.7716, 11.7716, 11.7716, 11.7718, 11.7716
5.76762, 10.4166, 11.8331, 11.7939, 3.52371, -1.41653, 0, 11.7939, 11.7939, 11.8006, 11.7944, 11.8256, 11.7939, 11.7939, 11.7939, 11.7939, 11.7939, 11.7939, 11.7939, 11.7939, 11.7939, 11.7939, 11.7939, 11.794, 11.7939
5.77551, 11.2545, 11.8594, 11.8159, 3.64068, -0.60483, 0, 11.8159, 11.816, 11.8224, 11.8165, 11.8521, 11.8159, 11.8159, 11.8159, 11.8159, 11.8159, 11.8159, 11.8159, 11.8159, 11.8159, 11.8159, 11.8159, 11.8161, 11.8159
5.7834, 12.5636, 11.8859, 11.8377, 3.81622, 0.677672, 0, 11.8377, 11.8378, 11.844, 11.8383, 11.8789, 11.8377, 11.8377, 11.8377, 11.8377, 11.8377, 11.8377, 11.8377, 11.8377, 11.8377, 11.8377, 11.8377, 11.8379, 11.8377
5.79129, 11.7364, 11.9127, 11.8593, 3.70627, -0.176267, 0, 11.8593, 11.8593, 11.8653, 11.8598, 11.9059, 11.8593, 11.8593, 11.8593, 11.8593, 11.8593, 11.8593, 11.8593, 11.8593, 11.8593, 11.8593, 11.8593, 11.8594, 11.8593
5.79918, 6.99294, 11.9397, 11.8806, 2.99882, -4.9468, 0, 11.8806, 11.8806, 11.8863, 11.8812, 11.9333, 11.8806, 11.8806, 11.8806, 11.8806, 11.8806, 11.8806, 11.8806, 11.8806, 11.8806, 11.8806, 11.8806, 11.8807, 11.8806
