   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_67.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.26418, 13.3763, 13.339, 13.1976, 3.92126, 0.0373316, 13.1976, 0, 13.1976, 13.1976, 13.1976, 13.3389, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976, 13.1976
6.27209, 12.1579, 13.407, 13.2182, 3.7627, -1.24902, 13.2182, 0, 13.2182, 13.2183, 13.2183, 13.4068, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182, 13.2182
6.28001, 14.3467, 13.4862, 13.2386, 4.0431, 0.860441, 13.2386, 0, 13.2386, 13.2386, 13.2387, 13.4861, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386, 13.2386
6.28793, 16.5513, 13.578, 13.2586, 4.30713, 2.97332, 13.2586, 0, 13.2586, 13.2587, 13.2587, 13.5779, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586, 13.2586
6.29585, 8.13391, 13.6833, 13.2783, 3.18338, -5.54941, 13.2783, 0, 13.2783, 13.2784, 13.2784, 13.6832, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783
6.30376, 16.6549, 13.8025, 13.2977, 4.31913, 2.85241, 13.2977, 0, 13.2977, 13.2977, 13.2978, 13.8023, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977, 13.2977
6.31168, 11.0394, 13.9352, 13.3168, 3.61101, -2.89577, 13.3168, 0, 13.3168, 13.3168, 13.3168, 13.935, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168, 13.3168
6.3196, 15.2015, 14.0802, 13.3355, 4.14747, 1.12134, 13.3355, 0, 13.3355, 13.3355, 13.3356, 14.08, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355, 13.3355
6.32752, 10.9877, 14.2353, 13.3539, 3.60384, -3.24762, 13.3539, 0, 13.3539, 13.3539, 13.354, 14.2352, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539, 13.3539
6.33543, 16.7528, 14.3974, 13.372, 4.33045, 2.35542, 13.372, 0, 13.372, 13.372, 13.3721, 14.3972, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372, 13.372
6.34335, 11.7285, 14.5622, 13.3898, 3.70519, -2.83378, 13.3898, 0, 13.3898, 13.3898, 13.3899, 14.5621, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898, 13.3898
6.35127, 14.4835, 14.725, 13.4072, 4.05999, -0.241458, 13.4072, 0, 13.4072, 13.4073, 13.4073, 14.7248, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072, 13.4072
6.35919, 18.9869, 14.8801, 13.4244, 4.58115, 4.10684, 13.4244, 0, 13.4244, 13.4244, 13.4245, 14.8799, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244, 13.4244
6.3671, 12.9696, 15.0219, 13.4412, 3.86906, -2.05223, 13.4412, 0, 13.4412, 13.4413, 13.4413, 15.0217, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412
6.37502, 14.221, 15.1448, 13.4577, 4.02753, -0.923764, 13.4577, 0, 13.4577, 13.4578, 13.4579, 15.1446, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577, 13.4577
6.38294, 23.0517, 15.2439, 13.4739, 5.00517, 7.8078, 13.4739, 0, 13.474, 13.474, 13.4741, 15.2437, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739, 13.4739
6.39086, 7.4238, 15.3151, 13.4899, 3.06982, -7.89135, 13.4899, 0, 13.4899, 13.4899, 13.49, 15.3149, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899
6.39877, 12.038, 15.3558, 13.5055, 3.74674, -3.31776, 13.5055, 0, 13.5055, 13.5055, 13.5056, 15.3556, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055, 13.5055
6.40669, 19.089, 15.3646, 13.5208, 4.59227, 3.72437, 13.5208, 0, 13.5208, 13.5208, 13.521, 15.3644, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208, 13.5208
6.41461, 23.3534, 15.3419, 13.5358, 5.03522, 8.01148, 13.5358, 0, 13.5358, 13.5358, 13.536, 15.3417, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358, 13.5358
6.42253, 14.2144, 15.2897, 13.5505, 4.02671, -1.07535, 13.5505, 0, 13.5505, 13.5506, 13.5508, 15.2894, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505, 13.5505
6.43044, 18.3386, 15.2113, 13.5649, 4.50983, 3.12727, 13.5649, 0, 13.5649, 13.565, 13.5652, 15.211, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649, 13.5649
6.43836, 20.5216, 15.1112, 13.5791, 4.74569, 5.41034, 13.5791, 0, 13.5791, 13.5791, 13.5794, 15.1108, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791
6.44628, 17.7527, 14.9946, 13.5929, 4.4444, 2.75809, 13.5929, 0, 13.5929, 13.5929, 13.5933, 14.9942, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929, 13.5929
6.4542, 25.7566, 14.8672, 13.6064, 5.26845, 10.8894, 13.6064, 0, 13.6065, 13.6065, 13.6068, 14.8668, 13.6064, 13.6064, 13.6064, 13.6064, 13.6064, 13.6064, 13.6064, 13.6064, 13.6064, 13.6064, 13.6064, 13.6064, 13.6065, 13.6064, 13.6064, 13.6064, 13.6064
6.46211, 16.8437, 14.7345, 13.6197, 4.34093, 2.10915, 13.6197, 0, 13.6197, 13.6198, 13.6201, 14.734, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197, 13.6197
6.47003, 20.1134, 14.6019, 13.6327, 4.70249, 5.51152, 13.6327, 0, 13.6327, 13.6327, 13.6332, 14.6013, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327, 13.6327
6.47795, 15.9203, 14.4738, 13.6454, 4.23324, 1.44655, 13.6454, 0, 13.6454, 13.6454, 13.6459, 14.4732, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454, 13.6454
6.48587, 15.8269, 14.354, 13.6578, 4.22219, 1.47295, 13.6578, 0, 13.6578, 13.6579, 13.6584, 14.3534, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578, 13.6578
6.49378, 17.9808, 14.2452, 13.67, 4.46999, 3.7356, 13.67, 0, 13.67, 13.67, 13.6705, 14.2445, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67, 13.67
6.5017, 21.8195, 14.1492, 13.6818, 4.88052, 7.67032, 13.6818, 0, 13.6818, 13.6819, 13.6824, 14.1485, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818, 13.6818
6.50962, 19.7376, 14.0668, 13.6934, 4.66236, 5.67087, 13.6934, 0, 13.6934, 13.6934, 13.694, 14.0661, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934, 13.6934
6.51754, 13.5844, 13.998, 13.7047, 3.94771, -0.413642, 13.7047, 0, 13.7047, 13.7047, 13.7053, 13.9973, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047, 13.7047
6.52545, 16.5845, 13.9423, 13.7157, 4.31098, 2.64216, 13.7157, 0, 13.7157, 13.7158, 13.7164, 13.9416, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157, 13.7157
6.53337, 14.0093, 13.8987, 13.7265, 4.00116, 0.11062, 13.7265, 0, 13.7265, 13.7265, 13.7271, 13.898, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265, 13.7265
6.54129, 9.3414, 13.8657, 13.7369, 3.3677, -4.52425, 13.7369, 0, 13.7369, 13.737, 13.7376, 13.865, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369, 13.7369
6.54921, 19.4087, 13.8418, 13.7471, 4.62695, 5.56688, 13.7471, 0, 13.7471, 13.7472, 13.7478, 13.8411, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471, 13.7471
6.55713, 13.1725, 13.8255, 13.7571, 3.89519, -0.653056, 13.7571, 0, 13.7571, 13.7571, 13.7577, 13.8249, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571, 13.7571
6.56504, 11.9832, 13.8155, 13.7667, 3.73941, -1.83229, 13.7667, 0, 13.7667, 13.7667, 13.7673, 13.8148, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667, 13.7667
6.57296, 19.4356, 13.8103, 13.7761, 4.62986, 5.62531, 13.7761, 0, 13.7761, 13.7761, 13.7766, 13.8097, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761, 13.7761
6.58088, 12.531, 13.8088, 13.7852, 3.81196, -1.27774, 13.7852, 0, 13.7852, 13.7852, 13.7857, 13.8082, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852, 13.7852
6.5888, 10.9831, 13.8101, 13.794, 3.6032, -2.82698, 13.794, 0, 13.794, 13.794, 13.7944, 13.8096, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794, 13.794
6.59671, 8.98344, 13.8133, 13.8025, 3.31413, -4.8299, 13.8025, 0, 13.8025, 13.8026, 13.8029, 13.8129, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025, 13.8025
6.60463, 13.8097, 13.818, 13.8108, 3.97615, -0.008255, 13.8108, 0, 13.8108, 13.8108, 13.8112, 13.8176, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108, 13.8108
6.61255, 10.8149, 13.8236, 13.8188, 3.57979, -3.00867, 13.8188, 0, 13.8188, 13.8188, 13.8191, 13.8232, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188
6.62047, 10.988, 13.8297, 13.8265, 3.60388, -2.84169, 13.8265, 0, 13.8265, 13.8266, 13.8268, 13.8293, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265, 13.8265
6.62838, 9.82218, 13.8361, 13.834, 3.43834, -4.01388, 13.834, 0, 13.834, 13.834, 13.8343, 13.8357, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834, 13.834
6.6363, 13.4803, 13.8426, 13.8412, 3.9345, -0.362275, 13.8412, 0, 13.8412, 13.8412, 13.8414, 13.8423, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412, 13.8412
6.64422, 11.8226, 13.8491, 13.8481, 3.71787, -2.02651, 13.8481, 0, 13.8481, 13.8482, 13.8483, 13.8488, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481, 13.8481
6.65214, 11.7788, 13.8555, 13.8548, 3.71198, -2.07663, 13.8548, 0, 13.8548, 13.8548, 13.855, 13.8552, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548
6.66005, 15.66, 13.8617, 13.8612, 4.20238, 1.79832, 13.8612, 0, 13.8612, 13.8612, 13.8614, 13.8614, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612, 13.8612
6.66797, 13.5936, 13.8677, 13.8673, 3.94887, -0.274187, 13.8673, 0, 13.8673, 13.8674, 13.8675, 13.8675, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673, 13.8673
6.67589, 22.9096, 13.8736, 13.8732, 4.99095, 9.03603, 13.8732, 0, 13.8732, 13.8733, 13.8733, 13.8733, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732, 13.8732
6.68381, 13.7292, 13.8792, 13.8788, 3.96601, -0.14992, 13.8788, 0, 13.8788, 13.8789, 13.8789, 13.8789, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788, 13.8788
6.69172, 18.0953, 13.8845, 13.8841, 4.48278, 4.21077, 13.8841, 0, 13.8842, 13.8843, 13.8843, 13.8842, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841, 13.8841
6.69964, 13.7, 13.8897, 13.8892, 3.96232, -0.18965, 13.8892, 0, 13.8893, 13.8894, 13.8894, 13.8893, 13.8892, 13.8892, 13.8892, 13.8892, 13.8892, 13.8892, 13.8892, 13.8892, 13.8892, 13.8892, 13.8892, 13.8892, 13.8893, 13.8892, 13.8892, 13.8892, 13.8892
6.70756, 12.4178, 13.8945, 13.8941, 3.79708, -1.47675, 13.8941, 0, 13.8941, 13.8943, 13.8942, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941, 13.8941
6.71548, 10.1244, 13.8992, 13.8987, 3.48201, -3.77479, 13.8987, 0, 13.8987, 13.899, 13.8988, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987, 13.8987
6.72339, 16.7097, 13.9036, 13.903, 4.32548, 2.80614, 13.903, 0, 13.9031, 13.9034, 13.9032, 13.9031, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.9031, 13.903, 13.903, 13.903, 13.903
6.73131, 11.2564, 13.9078, 13.9072, 3.64094, -2.65137, 13.9072, 0, 13.9072, 13.9076, 13.9073, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072, 13.9072
6.73923, 10.7191, 13.9118, 13.911, 3.56639, -3.19261, 13.911, 0, 13.911, 13.9116, 13.9111, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911, 13.911
6.74715, 14.6363, 13.9155, 13.9146, 4.07876, 0.7208, 13.9146, 0, 13.9146, 13.9153, 13.9148, 13.9147, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146, 13.9146
6.75506, 19.2126, 13.919, 13.918, 4.60572, 5.2936, 13.918, 0, 13.918, 13.9188, 13.9181, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918, 13.918
6.76298, 7.36463, 13.9224, 13.9211, 3.06017, -6.55774, 13.9211, 0, 13.9211, 13.9222, 13.9213, 13.9212, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211, 13.9211
6.7709, 12.2279, 13.9255, 13.924, 3.77199, -1.69761, 13.924, 0, 13.924, 13.9253, 13.9241, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924
6.77882, 12.4987, 13.9284, 13.9267, 3.80772, -1.42968, 13.9267, 0, 13.9267, 13.9282, 13.9268, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267, 13.9267
6.78673, 9.22228, 13.9311, 13.9291, 3.34997, -4.70885, 13.9291, 0, 13.9291, 13.9309, 13.9292, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291, 13.9291
6.79465, 15.4079, 13.9337, 13.9312, 4.17228, 1.47426, 13.9312, 0, 13.9313, 13.9334, 13.9314, 13.9313, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312, 13.9312
6.80257, 7.67187, 13.936, 13.9332, 3.10996, -6.26415, 13.9332, 0, 13.9332, 13.9358, 13.9333, 13.9333, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332, 13.9332
6.81049, 15.8699, 13.9382, 13.9349, 4.22728, 1.93171, 13.9349, 0, 13.9349, 13.9379, 13.9351, 13.935, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349, 13.9349
6.8184, 16.9835, 13.9401, 13.9364, 4.357, 3.04332, 13.9364, 0, 13.9364, 13.9398, 13.9366, 13.9366, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364, 13.9364
6.82632, 13.8776, 13.9419, 13.9377, 3.98467, -0.0643196, 13.9377, 0, 13.9377, 13.9415, 13.9378, 13.9379, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377, 13.9377
6.83424, 10.8824, 13.9436, 13.9387, 3.5892, -3.06118, 13.9387, 0, 13.9387, 13.943, 13.9389, 13.9391, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387, 13.9387
6.84216, 9.08826, 13.945, 13.9395, 3.3299, -4.85674, 13.9395, 0, 13.9395, 13.9442, 13.9397, 13.9401, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395, 13.9395
6.85008, 17.1824, 13.9463, 13.9401, 4.37977, 3.23608, 13.9401, 0, 13.9401, 13.9452, 13.9403, 13.9411, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401, 13.9401
6.85799, 13.9807, 13.9475, 13.9405, 3.99758, 0.033143, 13.9405, 0, 13.9405, 13.9459, 13.9406, 13.9419, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405, 13.9405
6.86591, 14.9807, 13.9487, 13.9407, 4.12076, 1.03197, 13.9407, 0, 13.9407, 13.9464, 13.9408, 13.9428, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407
6.87383, 9.98112, 13.9499, 13.9406, 3.46138, -3.96878, 13.9406, 0, 13.9406, 13.9465, 13.9408, 13.9438, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406, 13.9406
6.88175, 12.8916, 13.9513, 13.9403, 3.85897, -1.05963, 13.9403, 0, 13.9403, 13.9464, 13.9405, 13.945, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403
6.88966, 15.8969, 13.9529, 13.9399, 4.23047, 1.94399, 13.9399, 0, 13.9399, 13.946, 13.94, 13.9466, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399, 13.9399
6.89758, 11.0693, 13.955, 13.9392, 3.61515, -2.88567, 13.9392, 0, 13.9392, 13.9452, 13.9393, 13.9487, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392, 13.9392
6.9055, 11.6579, 13.9577, 13.9383, 3.69566, -2.29985, 13.9383, 0, 13.9383, 13.9442, 13.9385, 13.9516, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383, 13.9383
