   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_123.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.12219, 9.99913, 15.191, 14.8137, 3.46398, -5.19188, 14.8137, 0, 14.8137, 14.8138, 14.836, 15.1687, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137, 14.8137
7.13005, 13.9779, 15.0838, 14.7303, 3.99724, -1.10582, 14.7303, 0, 14.7304, 14.7304, 14.7567, 15.0574, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303, 14.7303
7.13791, 8.99517, 14.9824, 14.6517, 3.3159, -5.98727, 14.6517, 0, 14.6517, 14.6518, 14.6839, 14.9502, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517, 14.6517
7.14578, 9.98042, 14.888, 14.5775, 3.46127, -4.9076, 14.5775, 0, 14.5775, 14.5776, 14.6182, 14.8473, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775, 14.5775
7.15364, 9.99387, 14.8019, 14.5075, 3.46322, -4.80802, 14.5075, 0, 14.5075, 14.5075, 14.5603, 14.749, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075, 14.5075
7.1615, 10.9957, 14.7259, 14.4415, 3.60496, -3.73015, 14.4415, 0, 14.4415, 14.4415, 14.5116, 14.6557, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415
7.16937, 10.9699, 14.6621, 14.3793, 3.60137, -3.69217, 14.3793, 0, 14.3793, 14.3793, 14.4738, 14.5675, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793, 14.3793
7.17723, 20.9097, 14.6132, 14.3207, 4.7864, 6.29645, 14.3207, 0, 14.3207, 14.3207, 14.4494, 14.4845, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207, 14.3207
7.1851, 9.12156, 14.583, 14.2656, 3.3349, -5.46142, 14.2656, 0, 14.2657, 14.2657, 14.4418, 14.4068, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656, 14.2656
7.19296, 11.9777, 14.5756, 14.2137, 3.73868, -2.59792, 14.2137, 0, 14.2137, 14.2138, 14.455, 14.3343, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137, 14.2137
7.20082, 12.9132, 14.5969, 14.1648, 3.86176, -1.68366, 14.1648, 0, 14.1648, 14.1648, 14.4948, 14.2668, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648, 14.1648
7.20869, 11.0054, 14.654, 14.1189, 3.6063, -3.64862, 14.1189, 0, 14.1189, 14.1189, 14.5685, 14.2044, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189, 14.1189
7.21655, 24.8379, 14.7563, 14.0761, 5.18053, 10.0816, 14.0761, 0, 14.0761, 14.0761, 14.6853, 14.1471, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761, 14.0761
7.22442, 12.1064, 14.9152, 14.0367, 3.75585, -2.80878, 14.0367, 0, 14.0367, 14.0367, 14.8568, 14.0951, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367, 14.0367
7.23228, 15.9531, 15.144, 14.0007, 4.23711, 0.809055, 14.0007, 0, 14.0007, 14.0007, 15.0964, 14.0483, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007, 14.0007
7.24014, 14.9812, 15.4585, 13.9676, 4.12082, -0.477355, 13.9676, 0, 13.9676, 13.9676, 15.4201, 14.006, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676, 13.9676
7.24801, 17.015, 15.8773, 13.9374, 4.36062, 1.1377, 13.9374, 0, 13.9374, 13.9374, 15.8466, 13.9681, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374, 13.9374
7.25587, 16.9458, 16.4219, 13.9097, 4.35268, 0.523968, 13.9097, 0, 13.9097, 13.9097, 16.3975, 13.934, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097, 13.9097
7.26374, 10.0595, 17.1167, 13.8848, 3.47268, -7.05727, 13.8848, 0, 13.8848, 13.8848, 17.0976, 13.9039, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848, 13.8848
7.2716, 12.9859, 17.9894, 13.8628, 3.87116, -5.00352, 13.8628, 0, 13.8628, 13.8628, 17.9745, 13.8776, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628, 13.8628
7.27946, 16.7652, 19.0691, 13.8439, 4.33188, -2.30389, 13.8439, 0, 13.8439, 13.8439, 19.0576, 13.8553, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439, 13.8439
7.28733, 13.2054, 20.1039, 13.5451, 3.89941, -6.89848, 13.5451, 0, 13.5451, 13.5451, 20.0951, 13.5538, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451, 13.5451
7.29519, 32.2545, 21.349, 13.1903, 5.85273, 10.9054, 13.1903, 0, 13.1903, 13.1903, 21.3424, 13.1969, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903, 13.1903
7.30305, 19.4604, 23.0548, 12.9988, 4.63253, -3.59439, 12.9988, 0, 12.9988, 12.9988, 23.0498, 13.0037, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988, 12.9988
7.31092, 29.4905, 25.3343, 13.0543, 5.61164, 4.15619, 13.0543, 0, 13.0543, 13.0544, 25.3306, 13.058, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543, 13.0543
7.31878, 30.0089, 27.9643, 13.1088, 5.65764, 2.04465, 13.1088, 0, 13.1088, 13.1089, 27.9615, 13.1115, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088, 13.1088
7.32665, 37.7788, 30.9649, 13.1624, 6.30704, 6.81387, 13.1624, 0, 13.1624, 13.1624, 30.9629, 13.1643, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624, 13.1624
7.33451, 39.9456, 34.3483, 13.2143, 6.47654, 5.59725, 13.2143, 0, 13.2143, 13.2143, 34.3468, 13.2157, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143, 13.2143
7.34237, 40.8216, 38.1168, 13.2643, 6.54382, 2.70484, 13.2643, 0, 13.2643, 13.2643, 38.1157, 13.2653, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643, 13.2643
7.35024, 43.4824, 42.2625, 13.3126, 6.74406, 1.21987, 13.3126, 0, 13.3126, 13.3126, 42.2618, 13.3133, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126, 13.3126
7.3581, 41.332, 46.7643, 13.3593, 6.5827, -5.43229, 13.3593, 0, 13.3593, 13.3593, 46.7637, 13.3598, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593, 13.3593
7.36597, 59.2361, 51.5871, 13.4047, 7.82535, 7.64898, 13.4047, 0, 13.4047, 13.4047, 51.5867, 13.405, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047, 13.4047
7.37383, 52.5533, 56.6817, 13.4489, 7.38602, -4.12843, 13.4489, 0, 13.449, 13.449, 56.6814, 13.4492, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489, 13.4489
7.38169, 61.5789, 61.9811, 13.4914, 7.97364, -0.402184, 13.4914, 0, 13.4914, 13.4914, 61.9809, 13.4915, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914, 13.4914
7.38956, 73.9922, 67.4064, 13.5317, 8.71735, 6.58583, 13.5317, 0, 13.5317, 13.5317, 67.4062, 13.5318, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317, 13.5317
7.39742, 71.8184, 72.8659, 13.5701, 8.59177, -1.04747, 13.5701, 0, 13.5701, 13.5701, 72.8658, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701, 13.5701
7.40529, 80.2215, 78.2567, 13.6069, 9.06761, 1.96478, 13.6069, 0, 13.6069, 13.6069, 78.2566, 13.607, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069, 13.6069
7.41315, 92.373, 83.4691, 13.6422, 9.71458, 8.9039, 13.6422, 0, 13.6422, 13.6422, 83.4691, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422, 13.6422
7.42101, 88.2612, 88.3883, 13.676, 9.50059, -0.127121, 13.676, 0, 13.676, 13.676, 88.3883, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676, 13.676
7.42888, 100.462, 92.9, 13.7079, 10.1224, 7.56208, 13.7079, 0, 13.7079, 13.7079, 92.8999, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079, 13.7079
7.43674, 117.321, 96.8947, 13.7376, 10.9234, 20.4261, 13.7376, 0, 13.7376, 13.7377, 96.8946, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376, 13.7376
7.4446, 77.1967, 100.272, 13.7656, 8.89925, -23.075, 13.7656, 0, 13.7656, 13.7656, 100.272, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656
7.45247, 103.256, 102.944, 13.792, 10.2594, 0.312416, 13.792, 0, 13.792, 13.7921, 102.944, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792, 13.792
7.46033, 86.2596, 104.84, 13.8167, 9.39466, -18.5808, 13.8167, 0, 13.8167, 13.8167, 104.84, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167, 13.8167
7.4682, 112.553, 105.911, 13.8394, 10.7029, 6.64211, 13.8394, 0, 13.8394, 13.8395, 105.911, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394
7.47606, 118.889, 106.128, 13.8601, 10.995, 12.7614, 13.8601, 0, 13.8601, 13.8601, 106.128, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601, 13.8601
7.48392, 109.757, 105.485, 13.8779, 10.5715, 4.27165, 13.8779, 0, 13.8779, 13.8779, 105.485, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779, 13.8779
7.49179, 104.413, 104.003, 13.8929, 10.3157, 0.40992, 13.8929, 0, 13.8929, 13.8929, 104.003, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929, 13.8929
7.49965, 107.657, 101.724, 13.9047, 10.4717, 5.93354, 13.9047, 0, 13.9047, 13.9047, 101.724, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047, 13.9047
7.50752, 84.8022, 98.7096, 13.9135, 9.31677, -13.9074, 13.9135, 0, 13.9135, 13.9135, 98.7095, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135, 13.9135
7.51538, 96.6806, 95.0424, 13.9195, 9.93381, 1.63815, 13.9195, 0, 13.9195, 13.9195, 95.0424, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195, 13.9195
7.52324, 83.8599, 90.8177, 13.9232, 9.26606, -6.95777, 13.9232, 0, 13.9232, 13.9233, 90.8177, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232
7.53111, 82.443, 86.1406, 13.9237, 9.18929, -3.69759, 13.9237, 0, 13.9237, 13.9237, 86.1405, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237, 13.9237
7.53897, 87.6824, 81.1218, 13.9206, 9.47008, 6.56059, 13.9206, 0, 13.9206, 13.9206, 81.1218, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206, 13.9206
7.54684, 74.1554, 75.8748, 13.9136, 8.72671, -1.71936, 13.9136, 0, 13.9136, 13.9136, 75.8747, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136, 13.9136
7.5547, 81.3011, 70.5099, 13.903, 9.12694, 10.7912, 13.903, 0, 13.903, 13.9031, 70.5098, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903, 13.903
7.56256, 71.6633, 65.1319, 13.8896, 8.58273, 6.53139, 13.8896, 0, 13.8896, 13.8896, 65.1318, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896, 13.8896
7.57043, 66.1869, 59.8362, 13.8734, 8.25754, 6.35072, 13.8734, 0, 13.8735, 13.8735, 59.8362, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734
7.57829, 49.8742, 54.7066, 13.8548, 7.20238, -4.83235, 13.8548, 0, 13.8548, 13.8549, 54.7065, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548, 13.8548
7.58616, 64.7703, 49.812, 13.8336, 8.17131, 14.9583, 13.8336, 0, 13.8336, 13.8337, 49.8119, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336, 13.8336
7.59402, 60.396, 45.208, 13.8094, 7.89912, 15.1881, 13.8094, 0, 13.8094, 13.8094, 45.2079, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094
7.60188, 37.233, 40.935, 13.7822, 6.26362, -3.70208, 13.7822, 0, 13.7822, 13.7823, 40.935, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822, 13.7822
7.60975, 31.5482, 37.0209, 13.7524, 5.79208, -5.47272, 13.7524, 0, 13.7524, 13.7524, 37.0209, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524, 13.7524
7.61761, 30.5358, 33.4799, 13.7203, 5.70402, -2.94407, 13.7203, 0, 13.7203, 13.7204, 33.4798, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203, 13.7203
7.62547, 26.5713, 30.3146, 13.6868, 5.34522, -3.74332, 13.6868, 0, 13.6868, 13.6868, 30.3146, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868, 13.6868
7.63334, 36.7598, 27.5186, 13.6523, 6.22574, 9.24115, 13.6523, 0, 13.6523, 13.6523, 27.5186, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523
7.6412, 26.5819, 25.0755, 13.6163, 5.34621, 1.5064, 13.6163, 0, 13.6163, 13.6164, 25.0754, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163, 13.6163
7.64907, 21.4435, 22.9638, 13.5791, 4.84185, -1.52032, 13.5791, 0, 13.5792, 13.5792, 22.9637, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791
7.65693, 15.9362, 21.1569, 13.5401, 4.23512, -5.22064, 13.5401, 0, 13.5401, 13.5402, 21.1568, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401, 13.5401
7.66479, 18.1819, 19.6255, 13.4991, 4.49243, -1.44353, 13.4991, 0, 13.4991, 13.4991, 19.6254, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991, 13.4991
7.67266, 17.4876, 18.3401, 13.4565, 4.41447, -0.852493, 13.4565, 0, 13.4565, 13.4566, 18.34, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565
7.68052, 14.9746, 17.2713, 13.4132, 4.12003, -2.29666, 13.4132, 0, 13.4132, 13.4133, 17.2712, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132, 13.4132
7.68839, 19.6491, 16.3905, 13.3697, 4.65286, 3.2586, 13.3697, 0, 13.3698, 13.3698, 16.3904, 13.3697, 13.3697, 13.3697, 13.3697, 13.3697, 13.3697, 13.3697, 13.3697, 13.3697, 13.3697, 13.3697, 13.3697, 13.3698, 13.3697, 13.3697, 13.3697, 13.3697
7.69625, 12.9835, 15.6697, 13.3256, 3.87086, -2.68615, 13.3256, 0, 13.3256, 13.3256, 15.6696, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256, 13.3256
7.70411, 19.9831, 15.0837, 13.2808, 4.68861, 4.89939, 13.2808, 0, 13.2808, 13.2809, 15.0836, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808, 13.2808
7.71198, 14.1597, 14.6089, 13.2345, 4.01991, -0.449214, 13.2345, 0, 13.2345, 13.2346, 14.6088, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345, 13.2345
7.71984, 14.6276, 14.2253, 13.1868, 4.0777, 0.402267, 13.1868, 0, 13.1868, 13.1869, 14.2252, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868, 13.1868
7.72771, 14.3438, 13.9163, 13.1385, 4.04274, 0.427443, 13.1385, 0, 13.1385, 13.1386, 13.9162, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385, 13.1385
7.73557, 15.4332, 13.6678, 13.0902, 4.17531, 1.76538, 13.0902, 0, 13.0903, 13.0903, 13.6677, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902, 13.0902
7.74343, 11.2824, 13.4671, 13.042, 3.64451, -2.18471, 13.042, 0, 13.042, 13.0421, 13.467, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042, 13.042
7.7513, 20.1093, 13.3036, 12.9933, 4.70205, 6.80565, 12.9933, 0, 12.9933, 12.9934, 13.3035, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933, 12.9933
7.75916, 16.3078, 13.169, 12.9443, 4.27876, 3.13881, 12.9443, 0, 12.9443, 12.9444, 13.1689, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443
7.76702, 10.5685, 13.0556, 12.8943, 3.54521, -2.4871, 12.8943, 0, 12.8943, 12.8944, 13.0555, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943, 12.8943
7.77489, 11.8202, 12.9587, 12.8437, 3.71755, -1.13856, 12.8437, 0, 12.8437, 12.8439, 12.9586, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437, 12.8437
