   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_125.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.02067, 1.56891, 1.91334, 0.565178, 1.88916, -0.344426, 0.566442, 7.59417e-05, 0.565187, 0.565201, 0.569477, 0.565309, 0.567437, 0.590546, 1.26623, 1.16141, 0.565283, 0.565178, 0.565178, 0.565178, 0.56518, 0.579549, 0.565178, 0.565178, 0.568214
2.02854, 3.99758, 1.72635, 0.583791, 2.449, 2.27123, 0.585055, 5.78626e-05, 0.5838, 0.583814, 0.588092, 0.583905, 0.58621, 0.610242, 1.26709, 0.990302, 0.58388, 0.583791, 0.583791, 0.583791, 0.583793, 0.59881, 0.583791, 0.583791, 0.58684
2.03641, 0.433506, 1.58728, 0.602853, 1.55997, -1.15377, 0.604118, 4.36675e-05, 0.602862, 0.602877, 0.607155, 0.602951, 0.605445, 0.630479, 1.25895, 0.876385, 0.602929, 0.602853, 0.602853, 0.602853, 0.602855, 0.618597, 0.602853, 0.602853, 0.60592
2.04429, 1.56166, 1.48177, 0.622343, 1.88724, 0.0798907, 0.623608, 3.26352e-05, 0.622352, 0.622366, 0.626646, 0.622425, 0.62512, 0.651284, 1.24308, 0.803931, 0.622407, 0.622343, 0.622343, 0.622343, 0.622345, 0.638889, 0.622343, 0.622343, 0.625432
2.05216, 0.997584, 1.39974, 0.642241, 1.73135, -0.402159, 0.643506, 2.41494e-05, 0.64225, 0.642264, 0.646544, 0.642309, 0.645215, 0.672717, 1.22111, 0.761147, 0.642294, 0.642241, 0.642241, 0.642241, 0.642243, 0.659673, 0.642241, 0.642241, 0.645359
2.06003, 1.44075, 1.3344, 0.662537, 1.85493, 0.106353, 0.663803, 1.76897e-05, 0.662546, 0.662561, 0.66684, 0.662594, 0.665719, 0.694888, 1.19483, 0.739318, 0.662582, 0.662537, 0.662537, 0.662537, 0.662539, 0.680941, 0.662537, 0.662537, 0.665692
2.06791, 1.55446, 1.28146, 0.683221, 1.88533, 0.273001, 0.684487, 1.28248e-05, 0.68323, 0.683244, 0.687524, 0.683267, 0.686623, 0.717971, 1.16608, 0.732104, 0.683258, 0.683221, 0.683221, 0.683221, 0.683223, 0.702683, 0.683221, 0.683221, 0.686422
2.07578, 1.54956, 1.23845, 0.704285, 1.88403, 0.311111, 0.705552, 9.20043e-06, 0.704294, 0.704309, 0.708589, 0.704322, 0.707919, 0.742227, 1.13665, 0.734966, 0.704316, 0.704285, 0.704285, 0.704285, 0.704287, 0.724895, 0.704285, 0.704285, 0.707543
2.08366, 2.44555, 1.2042, 0.725725, 2.10845, 1.24135, 0.726993, 6.53e-06, 0.725734, 0.725749, 0.730029, 0.725755, 0.729601, 0.768044, 1.10818, 0.744707, 0.72575, 0.725725, 0.725725, 0.725725, 0.725727, 0.747575, 0.725725, 0.725725, 0.729053
2.09153, 1.54486, 1.17843, 0.747537, 1.88278, 0.366429, 0.748806, 4.58434e-06, 0.747546, 0.74756, 0.75184, 0.747561, 0.751666, 0.795969, 1.08205, 0.759112, 0.747557, 0.747537, 0.747537, 0.747537, 0.747539, 0.770721, 0.747537, 0.747537, 0.750949
2.0994, 0.905576, 1.16149, 0.769718, 1.70458, -0.255917, 0.770989, 3.18283e-06, 0.769727, 0.769741, 0.774021, 0.769737, 0.774111, 0.826767, 1.05932, 0.776674, 0.769734, 0.769718, 0.769718, 0.769718, 0.76972, 0.794334, 0.769718, 0.769718, 0.773231
2.10728, 0, 1.15419, 0.792265, 1.41421, -1.15419, 0.793539, 2.18499e-06, 0.792274, 0.792288, 0.796568, 0.792281, 0.796932, 0.861469, 1.04078, 0.796384, 0.792278, 0.792265, 0.792265, 0.792265, 0.792267, 0.818419, 0.792265, 0.792265, 0.795898
2.11515, 0.539963, 1.15769, 0.815175, 1.59373, -0.617724, 0.816453, 1.48291e-06, 0.815184, 0.815198, 0.819479, 0.815189, 0.820126, 0.901437, 1.02686, 0.817568, 0.815186, 0.815175, 0.815175, 0.815175, 0.815177, 0.842981, 0.815175, 0.815175, 0.818949
2.12302, 0.460037, 1.17352, 0.838448, 1.56845, -0.713481, 0.839731, 9.94792e-07, 0.838457, 0.838472, 0.842752, 0.83846, 0.843693, 0.948432, 1.01775, 0.839824, 0.838457, 0.838448, 0.838448, 0.838448, 0.83845, 0.868035, 0.838448, 0.838448, 0.842385
2.1309, 3.60548, 1.20356, 0.862081, 2.36759, 2.40192, 0.86337, 6.59538e-07, 0.86209, 0.862105, 0.866385, 0.862092, 0.86763, 1.00466, 1.01336, 0.862862, 0.862088, 0.862081, 0.862081, 0.862081, 0.862083, 0.893601, 0.862081, 0.862081, 0.866206
2.13877, 2.45995, 1.25011, 0.886072, 2.11186, 1.20984, 0.88737, 4.32094e-07, 0.886081, 0.886096, 0.890376, 0.886083, 0.891934, 1.0728, 1.01345, 0.886508, 0.886078, 0.886072, 0.886072, 0.886072, 0.886074, 0.919711, 0.886072, 0.886072, 0.89041
2.14664, 1.46487, 1.31591, 0.910418, 1.86142, 0.148963, 0.911727, 2.79707e-07, 0.910427, 0.910442, 0.914722, 0.910429, 0.916603, 1.15604, 1.01763, 0.910659, 0.910423, 0.910418, 0.910418, 0.910418, 0.91042, 0.946408, 0.910418, 0.910418, 0.914996
2.15452, 1.99763, 1.40415, 0.93512, 1.99941, 0.593476, 0.936442, 1.78871e-07, 0.935129, 0.935143, 0.939424, 0.935131, 0.941635, 1.25802, 1.02545, 0.93525, 0.935123, 0.93512, 0.93512, 0.93512, 0.935122, 0.973759, 0.93512, 0.93512, 0.939967
2.16239, 1.99755, 1.51842, 0.960174, 1.99939, 0.479131, 0.961513, 1.12993e-07, 0.960183, 0.960197, 0.964477, 0.960186, 0.967029, 1.38273, 1.03642, 0.960244, 0.960176, 0.960174, 0.960174, 0.960174, 0.960176, 1.00185, 0.960174, 0.960174, 0.965318
2.17027, 3.04376, 1.66256, 0.985577, 2.24583, 1.3812, 0.986937, 7.05012e-08, 0.985586, 0.9856, 0.989881, 0.985591, 0.992781, 1.53439, 1.05009, 0.985614, 0.985579, 0.985577, 0.985577, 0.985577, 0.985579, 1.0308, 0.985577, 0.985577, 0.991048
2.17814, 3.99284, 1.84045, 1.01133, 2.44803, 2.15239, 1.01271, 4.34448e-08, 1.01134, 1.01135, 1.01563, 1.01134, 1.01889, 1.71718, 1.06602, 1.01135, 1.01133, 1.01133, 1.01133, 1.01133, 1.01133, 1.06076, 1.01133, 1.01133, 1.01716
2.18601, 1.95616, 2.0558, 1.03742, 1.98901, -0.0996354, 1.03884, 2.64376e-08, 1.03743, 1.03745, 1.04173, 1.03744, 1.04535, 1.93494, 1.08385, 1.03743, 1.03742, 1.03742, 1.03742, 1.03742, 1.03743, 1.09194, 1.03742, 1.03742, 1.04364
2.19389, 1.51348, 2.31166, 1.06386, 1.87443, -0.798187, 1.06531, 1.58859e-08, 1.06387, 1.06389, 1.06817, 1.06388, 1.07216, 2.19082, 1.10327, 1.06387, 1.06386, 1.06386, 1.06386, 1.06386, 1.06386, 1.12456, 1.06386, 1.06386, 1.07049
2.20176, 4.02206, 2.6101, 1.09064, 2.45399, 1.41196, 1.09214, 9.42473e-09, 1.09065, 1.09066, 1.09494, 1.09066, 1.09932, 2.4868, 1.12403, 1.09064, 1.09064, 1.09064, 1.09064, 1.09064, 1.09064, 1.15894, 1.09064, 1.09064, 1.09771
2.20963, 6.99027, 2.95172, 1.11775, 2.99838, 4.03855, 1.1193, 5.5198e-09, 1.11776, 1.11778, 1.12206, 1.11778, 1.12682, 2.82334, 1.14594, 1.11775, 1.11775, 1.11775, 1.11775, 1.11775, 1.11775, 1.19542, 1.11775, 1.11775, 1.1253
2.21751, 4.9732, 3.33527, 1.1452, 2.64068, 1.63793, 1.14681, 3.19089e-09, 1.14521, 1.14522, 1.1495, 1.14523, 1.15466, 3.19891, 1.16888, 1.1452, 1.1452, 1.1452, 1.1452, 1.1452, 1.1452, 1.2344, 1.1452, 1.1452, 1.15325
2.22538, 3.00753, 3.75724, 1.17298, 2.23775, -0.749715, 1.17465, 1.82042e-09, 1.17299, 1.173, 1.17728, 1.17301, 1.18284, 3.60966, 1.19273, 1.17298, 1.17298, 1.17298, 1.17298, 1.17298, 1.17298, 1.27632, 1.17298, 1.17298, 1.18155
2.23326, 3.98281, 4.21166, 1.20108, 2.44598, -0.228858, 1.20283, 1.02481e-09, 1.20109, 1.2011, 1.20538, 1.20111, 1.21135, 4.04923, 1.21742, 1.20108, 1.20108, 1.20108, 1.20108, 1.20108, 1.20108, 1.32165, 1.20108, 1.20108, 1.21021
2.24113, 4.4993, 4.69002, 1.22951, 2.54937, -0.190718, 1.23134, 5.71065e-10, 1.22951, 1.22953, 1.23381, 1.22954, 1.24019, 4.50869, 1.24289, 1.22951, 1.22951, 1.22951, 1.22951, 1.22951, 1.22951, 1.37085, 1.22951, 1.22951, 1.23921
2.249, 11.4889, 5.18144, 1.25825, 3.67272, 6.30745, 1.26018, 3.13286e-10, 1.25826, 1.25827, 1.26255, 1.25828, 1.26936, 4.97676, 1.2691, 1.25825, 1.25825, 1.25825, 1.25825, 1.25825, 1.25825, 1.42436, 1.25825, 1.25825, 1.26856
2.25688, 6.99058, 5.67294, 1.28731, 2.99843, 1.31764, 1.28934, 1.69566e-10, 1.28732, 1.28733, 1.29161, 1.28734, 1.29885, 5.44013, 1.296, 1.28731, 1.28731, 1.28731, 1.28731, 1.28731, 1.28731, 1.48254, 1.28731, 1.28731, 1.29825
2.26475, 9.48443, 6.15013, 1.31668, 3.38887, 3.33431, 1.31882, 9.05086e-11, 1.31669, 1.3167, 1.32098, 1.31671, 1.32865, 5.88418, 1.32355, 1.31668, 1.31668, 1.31668, 1.31668, 1.31668, 1.31668, 1.54566, 1.31668, 1.31668, 1.32826
2.27262, 4.02091, 6.59781, 1.34635, 2.45375, -2.5769, 1.34863, 4.76064e-11, 1.34636, 1.34637, 1.35066, 1.34639, 1.35877, 6.29365, 1.35172, 1.34635, 1.34635, 1.34635, 1.34635, 1.34635, 1.34635, 1.61382, 1.34635, 1.34635, 1.35861
2.2805, 4.46566, 7.00101, 1.37633, 2.54277, -2.53535, 1.37874, 2.46124e-11, 1.37634, 1.37635, 1.38063, 1.37636, 1.3892, 6.65368, 1.38047, 1.37633, 1.37633, 1.37633, 1.37633, 1.37633, 1.37633, 1.68692, 1.37633, 1.37633, 1.38928
2.28837, 5.50336, 7.34583, 1.4066, 2.73923, -1.84247, 1.40916, 1.24533e-11, 1.40661, 1.40663, 1.41091, 1.40664, 1.41993, 6.95074, 1.40975, 1.4066, 1.4066, 1.4066, 1.4066, 1.4066, 1.40661, 1.76464, 1.4066, 1.4066, 1.42027
2.29624, 7.99275, 7.6204, 1.43717, 3.16113, 0.372352, 1.43988, 6.12623e-12, 1.43718, 1.4372, 1.44148, 1.43721, 1.45096, 7.17358, 1.43953, 1.43717, 1.43717, 1.43717, 1.43717, 1.43717, 1.43717, 1.84637, 1.43717, 1.43717, 1.45157
2.30412, 10.4391, 7.81569, 1.46803, 3.52691, 2.62339, 1.4709, 2.89631e-12, 1.46804, 1.46805, 1.47233, 1.46806, 1.48229, 7.31404, 1.46977, 1.46803, 1.46803, 1.46803, 1.46803, 1.46803, 1.46803, 1.93127, 1.46803, 1.46803, 1.48318
2.31199, 6.54647, 7.92615, 1.49916, 2.92343, -1.37968, 1.50222, 1.29487e-12, 1.49917, 1.49919, 1.50347, 1.49919, 1.51391, 7.36774, 1.50043, 1.49916, 1.49916, 1.49916, 1.49916, 1.49916, 1.49917, 2.01821, 1.49916, 1.49916, 1.51508
2.31987, 8.4702, 7.95006, 1.53058, 3.23577, 0.520146, 1.53382, 5.43453e-13, 1.53059, 1.5306, 1.53488, 1.53061, 1.54584, 7.33428, 1.53149, 1.53058, 1.53058, 1.53058, 1.53058, 1.53058, 1.53058, 2.10587, 1.53058, 1.53058, 1.54729
2.32774, 10.9399, 7.8896, 1.56227, 3.59721, 3.05034, 1.5657, 2.08557e-13, 1.56227, 1.56229, 1.56657, 1.56229, 1.57806, 7.21738, 1.56291, 1.56227, 1.56227, 1.56227, 1.56227, 1.56227, 1.56227, 2.19273, 1.56227, 1.56227, 1.57979
2.33561, 9.62326, 7.75068, 1.59422, 3.40929, 1.87258, 1.59785, 7.14215e-14, 1.59423, 1.59424, 1.59852, 1.59424, 1.61059, 7.02454, 1.59467, 1.59422, 1.59422, 1.59422, 1.59422, 1.59422, 1.59422, 2.27719, 1.59422, 1.59422, 1.61257
2.34349, 6.40781, 7.54245, 1.62643, 2.89962, -1.13464, 1.63027, 2.10591e-14, 1.62644, 1.62645, 1.63073, 1.62645, 1.64345, 6.76647, 1.62674, 1.62643, 1.62643, 1.62643, 1.62643, 1.62643, 1.62643, 2.35768, 1.62643, 1.62643, 1.64563
2.35136, 7.05499, 7.27661, 1.6589, 3.00915, -0.221622, 1.66296, 5.815e-15, 1.6589, 1.65892, 1.6632, 1.65891, 1.67667, 6.45634, 1.6591, 1.6589, 1.6589, 1.6589, 1.6589, 1.6589, 1.6589, 2.4327, 1.6589, 1.6589, 1.67896
2.35923, 8.46041, 6.96658, 1.69161, 3.23426, 1.49383, 1.6959, 1.40189e-15, 1.69162, 1.69163, 1.69591, 1.69162, 1.71032, 6.10879, 1.69175, 1.69161, 1.69161, 1.69161, 1.69161, 1.69161, 1.69161, 2.50096, 1.69161, 1.69161, 1.71255
2.36711, 8.53002, 6.62662, 1.72456, 3.245, 1.9034, 1.72908, 2.90743e-16, 1.72456, 1.72458, 1.72886, 1.72457, 1.74447, 5.739, 1.72465, 1.72456, 1.72456, 1.72456, 1.72456, 1.72456, 1.72456, 2.56145, 1.72456, 1.72456, 1.7464
2.37498, 6.45553, 6.27092, 1.75774, 2.90784, 0.184618, 1.76251, 5.01432e-17, 1.75775, 1.75776, 1.76204, 1.75775, 1.77928, 5.36163, 1.7578, 1.75774, 1.75774, 1.75774, 1.75774, 1.75774, 1.75774, 2.61355, 1.75774, 1.75774, 1.7805
2.38285, 7.07683, 5.91287, 1.79115, 3.01278, 1.16396, 1.79616, 6.27102e-18, 1.79116, 1.79117, 1.79545, 1.79116, 1.81494, 4.99012, 1.79119, 1.79115, 1.79115, 1.79115, 1.79115, 1.79115, 1.79115, 2.65701, 1.79115, 1.79115, 1.81484
2.39073, 1.54199, 5.56443, 1.82478, 1.88202, -4.02244, 1.83005, 8.20392e-19, 1.82478, 1.8248, 1.82908, 1.82478, 1.85177, 4.63592, 1.8248, 1.82478, 1.82478, 1.82478, 1.82478, 1.82478, 1.82478, 2.69202, 1.82478, 1.82478, 1.84941
2.3986, 5, 5.23572, 1.85861, 2.64575, -0.23572, 1.86415, 8.72326e-20, 1.85862, 1.85864, 1.86292, 1.85862, 1.89018, 4.3081, 1.85863, 1.85861, 1.85861, 1.85861, 1.85861, 1.85861, 1.85861, 2.71917, 1.85861, 1.85861, 1.88421
2.40648, 8.70456, 4.93472, 1.89266, 3.27178, 3.76984, 1.89846, 6.06725e-21, 1.89266, 1.89268, 1.89696, 1.89266, 1.93078, 4.01307, 1.89266, 1.89266, 1.89266, 1.89266, 1.89266, 1.89266, 1.89266, 2.73945, 1.89266, 1.89266, 1.91924
2.41435, 7.64042, 4.66739, 1.9269, 3.1049, 2.97303, 1.93298, 1.86753e-22, 1.92691, 1.92692, 1.9312, 1.9269, 1.97437, 3.75465, 1.9269, 1.9269, 1.9269, 1.9269, 1.9269, 1.9269, 1.9269, 2.75416, 1.9269, 1.9269, 1.95447
2.42222, 6.99284, 4.43775, 1.96133, 2.99881, 2.5551, 1.9677, 1.29454e-24, 1.96134, 1.96136, 1.96564, 1.96134, 2.02201, 3.53421, 1.96134, 1.96133, 1.96133, 1.96133, 1.96133, 1.96133, 1.96134, 2.7649, 1.96133, 1.96133, 1.98992
2.4301, 3.10572, 4.24827, 1.99596, 2.25958, -1.14255, 2.00262, 0, 1.99597, 1.99598, 2.00026, 1.99596, 2.07508, 3.35102, 1.99596, 1.99596, 1.99596, 1.99596, 1.99596, 1.99596, 1.99596, 2.77347, 1.99596, 1.99596, 2.02556
2.43797, 1.55646, 4.10029, 2.03077, 1.88586, -2.54383, 2.03772, 0, 2.03078, 2.03079, 2.03507, 2.03077, 2.1353, 3.20268, 2.03077, 2.03077, 2.03077, 2.03077, 2.03077, 2.03077, 2.03077, 2.7819, 2.03077, 2.03077, 2.06141
2.44584, 1.87745, 3.99458, 2.06576, 1.96912, -2.11713, 2.07302, 0, 2.06577, 2.06578, 2.07006, 2.06576, 2.20479, 3.0856, 2.06576, 2.06576, 2.06576, 2.06576, 2.06576, 2.06576, 2.06576, 2.79241, 2.06576, 2.06576, 2.09745
2.45372, 3.43143, 3.93185, 2.10092, 2.33054, -0.500415, 2.1085, 0, 2.10093, 2.10095, 2.10523, 2.10093, 2.28602, 2.99548, 2.10092, 2.10092, 2.10092, 2.10092, 2.10092, 2.10092, 2.10093, 2.80752, 2.10092, 2.10092, 2.13368
2.46159, 2.55881, 3.9133, 2.13627, 2.13514, -1.35449, 2.14416, 0, 2.13628, 2.13629, 2.14057, 2.13627, 2.38188, 2.92774, 2.13627, 2.13627, 2.13627, 2.13627, 2.13627, 2.13627, 2.13627, 2.83015, 2.13627, 2.13627, 2.1701
2.46947, 2.56378, 3.94113, 2.17179, 2.1363, -1.37735, 2.18, 0, 2.1718, 2.17181, 2.17609, 2.17179, 2.49555, 2.87785, 2.17179, 2.17179, 2.17179, 2.17179, 2.17179, 2.17179, 2.17179, 2.86382, 2.17179, 2.17179, 2.20671
2.47734, 5.28476, 4.01898, 2.20748, 2.69903, 1.26578, 2.21602, 0, 2.20748, 2.2075, 2.21178, 2.20748, 2.63038, 2.8417, 2.20748, 2.20748, 2.20748, 2.20748, 2.20748, 2.20748, 2.20748, 2.91292, 2.20748, 2.20748, 2.24351
2.48521, 3.56371, 4.15229, 2.24334, 2.35875, -0.588581, 2.25222, 0, 2.24335, 2.24336, 2.24764, 2.24334, 2.7898, 2.81573, 2.24334, 2.24334, 2.24334, 2.24334, 2.24334, 2.24334, 2.24334, 2.98306, 2.24334, 2.24334, 2.28049
2.49309, 3.56851, 4.34855, 2.27937, 2.35977, -0.780043, 2.28859, 0, 2.27938, 2.27939, 2.28367, 2.27937, 2.97698, 2.79703, 2.27937, 2.27937, 2.27937, 2.27937, 2.27937, 2.27937, 2.27937, 3.08143, 2.27937, 2.27937, 2.31765
2.50096, 4.41698, 4.61753, 2.31557, 2.53318, -0.200553, 2.32514, 0, 2.31558, 2.31559, 2.31987, 2.31557, 3.19463, 2.78342, 2.31557, 2.31557, 2.31557, 2.31557, 2.31557, 2.31557, 2.31557, 3.21725, 2.31557, 2.31557, 2.35501
2.50883, 5.83178, 4.97123, 2.35193, 2.79853, 0.860547, 2.36186, 0, 2.35194, 2.35196, 2.35624, 2.35194, 3.44466, 2.77338, 2.35193, 2.35193, 2.35193, 2.35193, 2.35193, 2.35193, 2.35194, 3.40217, 2.35193, 2.35193, 2.39255
2.51671, 8.57077, 5.42392, 2.38846, 3.25127, 3.14685, 2.39875, 0, 2.38847, 2.38849, 2.39277, 2.38847, 3.72781, 2.76596, 2.38846, 2.38846, 2.38846, 2.38846, 2.38846, 2.38846, 2.38847, 3.65062, 2.38846, 2.38846, 2.43029
2.52458, 8.99026, 5.99183, 2.42515, 3.31516, 2.99843, 2.43581, 0, 2.42516, 2.42518, 2.42946, 2.42516, 4.04333, 2.7607, 2.42515, 2.42515, 2.42515, 2.42515, 2.42515, 2.42515, 2.42515, 3.98002, 2.42515, 2.42515, 2.46824
2.53245, 8.81499, 6.69287, 2.462, 3.28862, 2.12212, 2.47303, 0, 2.46201, 2.46202, 2.4663, 2.462, 4.38873, 2.75751, 2.462, 2.462, 2.462, 2.462, 2.462, 2.462, 2.462, 4.41084, 2.462, 2.462, 2.50642
2.54033, 7.80488, 7.54602, 2.499, 3.13127, 0.258856, 2.51041, 0, 2.49901, 2.49902, 2.5033, 2.499, 4.75957, 2.7565, 2.499, 2.499, 2.499, 2.499, 2.499, 2.499, 2.499, 4.96634, 2.499, 2.499, 2.54487
2.5482, 13.5733, 8.57047, 2.53615, 3.9463, 5.00281, 2.54794, 0, 2.53616, 2.53617, 2.54045, 2.53615, 5.14931, 2.75794, 2.53615, 2.53615, 2.53615, 2.53615, 2.53615, 2.53615, 2.53615, 5.67187, 2.53615, 2.53615, 2.58367
2.55608, 11.6031, 9.78463, 2.57344, 3.68824, 1.8185, 2.58562, 0, 2.57345, 2.57347, 2.57775, 2.57345, 5.5495, 2.76213, 2.57344, 2.57344, 2.57344, 2.57344, 2.57344, 2.57344, 2.57345, 6.5539, 2.57344, 2.57344, 2.62291
2.56395, 10.9606, 11.2049, 2.61088, 3.60009, -0.244255, 2.62345, 0, 2.61089, 2.6109, 2.61518, 2.61088, 5.94995, 2.76934, 2.61088, 2.61088, 2.61088, 2.61088, 2.61088, 2.61088, 2.61088, 7.63856, 2.61088, 2.61088, 2.66278
2.57182, 11.786, 12.844, 2.64844, 3.71295, -1.05799, 2.66141, 0, 2.64845, 2.64846, 2.65275, 2.64844, 6.33916, 2.77975, 2.64844, 2.64844, 2.64844, 2.64844, 2.64844, 2.64844, 2.64844, 8.94953, 2.64844, 2.64844, 2.70353
2.5797, 19.9805, 14.7091, 2.68613, 4.68834, 5.27141, 2.6995, 0, 2.68614, 2.68615, 2.69043, 2.68613, 6.70492, 2.79346, 2.68613, 2.68613, 2.68613, 2.68613, 2.68613, 2.68613, 2.68613, 10.5058, 2.68613, 2.68613, 2.74559
2.58757, 9.58538, 16.8004, 2.72394, 3.40373, -7.21498, 2.73772, 0, 2.72395, 2.72396, 2.72824, 2.72394, 7.03494, 2.81046, 2.72394, 2.72394, 2.72394, 2.72394, 2.72394, 2.72394, 2.72394, 12.3191, 2.72394, 2.72394, 2.78955
2.59544, 16.9479, 19.1088, 2.76186, 4.35292, -2.16084, 2.77605, 0, 2.76187, 2.76188, 2.76616, 2.76186, 7.31771, 2.83063, 2.76186, 2.76186, 2.76186, 2.76186, 2.76186, 2.76186, 2.76186, 14.3912, 2.76186, 2.76186, 2.8363
2.60332, 23.1419, 21.6147, 2.79989, 5.01417, 1.5272, 2.8145, 0, 2.7999, 2.79991, 2.80419, 2.79989, 7.54316, 2.85378, 2.79989, 2.79989, 2.79989, 2.79989, 2.79989, 2.79989, 2.79989, 16.7114, 2.79989, 2.79989, 2.88709
2.61119, 21.3523, 24.2867, 2.83801, 4.83242, -2.93443, 2.85305, 0, 2.83802, 2.83804, 2.84232, 2.83802, 7.70343, 2.87965, 2.83801, 2.83801, 2.83801, 2.83801, 2.83801, 2.83801, 2.83802, 19.2546, 2.83801, 2.83801, 2.94367
2.61907, 22.9616, 27.0809, 2.87623, 4.99616, -4.11921, 2.8917, 0, 2.87624, 2.87626, 2.88054, 2.87623, 7.79338, 2.90795, 2.87623, 2.87623, 2.87623, 2.87623, 2.87623, 2.87623, 2.87623, 21.98, 2.87623, 2.87623, 3.00841
2.62694, 31.0267, 29.9415, 2.91454, 5.74688, 1.08513, 2.93044, 0, 2.91454, 2.91456, 2.91884, 2.91454, 7.81099, 2.93835, 2.91454, 2.91454, 2.91454, 2.91454, 2.91454, 2.91454, 2.91454, 24.8311, 2.91454, 2.91454, 3.08449
2.63481, 34.943, 32.8024, 2.95292, 6.07808, 2.14064, 2.96927, 0, 2.95293, 2.95294, 2.95722, 2.95292, 7.75752, 2.97054, 2.95292, 2.95292, 2.95292, 2.95292, 2.95292, 2.95292, 2.95292, 27.7364, 2.95292, 2.95292, 3.17603
2.64269, 38.4283, 35.5891, 2.99137, 6.35832, 2.8392, 3.00818, 0, 2.99138, 2.9914, 2.99568, 2.99137, 7.63741, 3.00423, 2.99137, 2.99137, 2.99137, 2.99137, 2.99137, 2.99137, 2.99137, 30.6121, 2.99137, 2.99137, 3.28827
2.65056, 40.9592, 38.2224, 3.02989, 6.55433, 2.73676, 3.04719, 0, 3.0299, 3.02991, 3.03419, 3.02989, 7.45797, 3.03914, 3.02989, 3.02989, 3.02989, 3.02989, 3.02989, 3.02989, 3.02989, 33.3657, 3.02989, 3.02989, 3.42769
2.65843, 49.5482, 40.6239, 3.06847, 7.17971, 8.92432, 3.08628, 0, 3.06847, 3.06849, 3.07277, 3.06847, 7.22881, 3.07502, 3.06847, 3.06847, 3.06847, 3.06847, 3.06847, 3.06847, 3.06847, 35.9012, 3.06847, 3.06847, 3.60212
2.66631, 52.2035, 42.7191, 3.10709, 7.3623, 9.48447, 3.12549, 0, 3.1071, 3.10712, 3.1114, 3.10709, 6.96128, 3.11168, 3.10709, 3.10709, 3.10709, 3.10709, 3.10709, 3.10709, 3.10709, 38.1239, 3.10709, 3.10709, 3.82072
2.67418, 46.9401, 44.4437, 3.14576, 6.99572, 2.49643, 3.16483, 0, 3.14577, 3.14578, 3.15006, 3.14576, 6.66762, 3.14892, 3.14576, 3.14576, 3.14576, 3.14576, 3.14576, 3.14576, 3.14576, 39.9471, 3.14576, 3.14576, 4.09386
2.68205, 39.375, 45.7482, 3.18446, 6.43234, -6.3732, 3.20435, 0, 3.18447, 3.18449, 3.18877, 3.18447, 6.36032, 3.18661, 3.18446, 3.18446, 3.18446, 3.18446, 3.18446, 3.18446, 3.18446, 41.2975, 3.18446, 3.18446, 4.43285
2.68993, 38.7759, 46.6018, 3.22319, 6.3856, -7.82593, 3.24413, 0, 3.2232, 3.22321, 3.22749, 3.22319, 6.05126, 3.22463, 3.22319, 3.22319, 3.22319, 3.22319, 3.22319, 3.22319, 3.22319, 42.1207, 3.22319, 3.22319, 4.84953
2.6978, 47.3072, 46.9949, 3.26194, 7.02191, 0.312222, 3.2843, 0, 3.26195, 3.26196, 3.26624, 3.26194, 5.75123, 3.26289, 3.26194, 3.26194, 3.26194, 3.26194, 3.26194, 3.26194, 3.26194, 42.3844, 3.26194, 3.26194, 5.35559
2.70568, 55.9413, 46.9405, 3.3007, 7.61192, 9.00072, 3.32504, 0, 3.3007, 3.30072, 3.305, 3.3007, 5.4694, 3.30131, 3.3007, 3.3007, 3.3007, 3.3007, 3.3007, 3.3007, 3.3007, 42.0815, 3.3007, 3.3007, 5.96171
2.71355, 39.5148, 46.473, 3.33945, 6.4432, -6.95822, 3.36663, 0, 3.33946, 3.33948, 3.34376, 3.33945, 5.21299, 3.33985, 3.33945, 3.33945, 3.33945, 3.33945, 3.33945, 3.33945, 3.33945, 41.2303, 3.33945, 3.33945, 6.67665
2.72142, 36.5356, 45.6458, 3.3782, 6.2077, -9.11026, 3.40948, 0, 3.37821, 3.37822, 3.3825, 3.3782, 4.98713, 3.37845, 3.3782, 3.3782, 3.3782, 3.3782, 3.3782, 3.3782, 3.3782, 39.8731, 3.3782, 3.3782, 7.50611
2.7293, 39.1284, 44.5275, 3.41693, 6.41314, -5.39912, 3.45417, 0, 3.41694, 3.41695, 3.42123, 3.41693, 4.79489, 3.41708, 3.41693, 3.41693, 3.41693, 3.41693, 3.41693, 3.41693, 3.41693, 38.0732, 3.41693, 3.41693, 8.45145
2.73717, 42.1436, 43.1961, 3.45562, 6.64407, -1.05247, 3.50151, 0, 3.45563, 3.45565, 3.45993, 3.45563, 4.63739, 3.45572, 3.45562, 3.45562, 3.45562, 3.45562, 3.45562, 3.45562, 3.45563, 35.9109, 3.45562, 3.45562, 9.50873
