   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_118.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.66972, 10.2312, 7.87084, 7.67712, 3.49732, 2.36039, 0, 7.67713, 7.67716, 7.67737, 7.69257, 7.67771, 7.67712, 7.67712, 7.67712, 7.67712, 7.67712, 7.67712, 7.67712, 7.67712, 7.67712, 7.67712, 7.67712, 7.67712, 7.8545, 7.67712
4.6776, 11.0184, 7.89857, 7.71262, 3.6081, 3.11982, 0, 7.71264, 7.71266, 7.71287, 7.72773, 7.71323, 7.71262, 7.71262, 7.71262, 7.71262, 7.71262, 7.71262, 7.71262, 7.71262, 7.71262, 7.71263, 7.71262, 7.71262, 7.88256, 7.71262
4.68548, 10.9673, 7.92612, 7.7482, 3.60101, 3.04118, 0, 7.74821, 7.74824, 7.74845, 7.76279, 7.74881, 7.7482, 7.7482, 7.7482, 7.7482, 7.7482, 7.7482, 7.7482, 7.7482, 7.7482, 7.74821, 7.7482, 7.7482, 7.91063, 7.7482
4.69336, 6.99257, 7.95348, 7.78385, 2.99876, -0.960914, 0, 7.78386, 7.78389, 7.7841, 7.79775, 7.78447, 7.78385, 7.78385, 7.78385, 7.78385, 7.78385, 7.78385, 7.78385, 7.78385, 7.78385, 7.78385, 7.78385, 7.78385, 7.93866, 7.78385
4.70124, 9.2373, 7.98061, 7.81956, 3.35221, 1.25668, 0, 7.81957, 7.8196, 7.81981, 7.83264, 7.82019, 7.81956, 7.81956, 7.81956, 7.81956, 7.81956, 7.81956, 7.81956, 7.81956, 7.81956, 7.81956, 7.81956, 7.81956, 7.9666, 7.81956
4.70912, 13.2549, 8.00752, 7.85534, 3.90575, 5.24738, 0, 7.85535, 7.85537, 7.85559, 7.86749, 7.85597, 7.85534, 7.85534, 7.85534, 7.85534, 7.85534, 7.85534, 7.85534, 7.85534, 7.85534, 7.85534, 7.85534, 7.85534, 7.99442, 7.85534
4.71701, 12.4638, 8.03419, 7.89118, 3.80313, 4.42961, 0, 7.89119, 7.89121, 7.89143, 7.90233, 7.89182, 7.89118, 7.89118, 7.89118, 7.89118, 7.89118, 7.89118, 7.89118, 7.89118, 7.89118, 7.89118, 7.89118, 7.89118, 8.02209, 7.89118
4.72489, 11.4991, 8.06067, 7.92707, 3.67411, 3.43842, 0, 7.92708, 7.92711, 7.92732, 7.93718, 7.92773, 7.92707, 7.92707, 7.92707, 7.92707, 7.92707, 7.92707, 7.92707, 7.92707, 7.92707, 7.92707, 7.92707, 7.92707, 8.0496, 7.92707
4.73277, 6.988, 8.087, 7.96303, 2.998, -1.099, 0, 7.96304, 7.96307, 7.96328, 7.97207, 7.9637, 7.96303, 7.96303, 7.96303, 7.96303, 7.96303, 7.96303, 7.96303, 7.96303, 7.96303, 7.96303, 7.96303, 7.96303, 8.07699, 7.96303
4.74065, 7.30227, 8.11328, 7.99905, 3.04996, -0.811003, 0, 7.99906, 7.99909, 7.9993, 8.00704, 7.99973, 7.99905, 7.99905, 7.99905, 7.99905, 7.99905, 7.99905, 7.99905, 7.99905, 7.99905, 7.99905, 7.99905, 7.99905, 8.10431, 7.99905
4.74853, 9.67348, 8.1396, 8.03512, 3.41665, 1.53388, 0, 8.03513, 8.03516, 8.03537, 8.04209, 8.03581, 8.03512, 8.03512, 8.03512, 8.03512, 8.03512, 8.03512, 8.03512, 8.03512, 8.03512, 8.03512, 8.03512, 8.03512, 8.13164, 8.03512
4.75641, 10.7206, 8.16609, 8.07125, 3.56659, 2.55448, 0, 8.07126, 8.07129, 8.0715, 8.07725, 8.07194, 8.07125, 8.07125, 8.07125, 8.07125, 8.07125, 8.07125, 8.07125, 8.07125, 8.07125, 8.07125, 8.07125, 8.07125, 8.15908, 8.07125
4.76429, 20.3651, 8.19288, 8.10742, 4.72917, 12.1722, 0, 8.10743, 8.10746, 8.10767, 8.11254, 8.10813, 8.10742, 8.10742, 8.10742, 8.10742, 8.10742, 8.10742, 8.10742, 8.10742, 8.10742, 8.10742, 8.10742, 8.10742, 8.18676, 8.10742
4.77218, 11.8782, 8.22011, 8.14364, 3.72535, 3.6581, 0, 8.14365, 8.14368, 8.14389, 8.14795, 8.14436, 8.14364, 8.14364, 8.14364, 8.14364, 8.14364, 8.14364, 8.14364, 8.14364, 8.14364, 8.14365, 8.14364, 8.14364, 8.21478, 8.14364
4.78006, 8.81286, 8.2479, 8.17992, 3.28829, 0.564966, 0, 8.17993, 8.17996, 8.18017, 8.1835, 8.18065, 8.17992, 8.17992, 8.17992, 8.17992, 8.17992, 8.17992, 8.17992, 8.17992, 8.17992, 8.17992, 8.17992, 8.17992, 8.24328, 8.17992
4.78794, 9.88598, 8.27635, 8.21624, 3.4476, 1.60963, 0, 8.21625, 8.21628, 8.21649, 8.21919, 8.21697, 8.21624, 8.21624, 8.21624, 8.21624, 8.21624, 8.21624, 8.21624, 8.21624, 8.21624, 8.21624, 8.21624, 8.21624, 8.27235, 8.21624
4.79582, 11.7052, 8.30554, 8.2526, 3.70206, 3.39969, 0, 8.25261, 8.25264, 8.25285, 8.255, 8.25335, 8.2526, 8.2526, 8.2526, 8.2526, 8.2526, 8.2526, 8.2526, 8.2526, 8.2526, 8.2526, 8.2526, 8.2526, 8.30208, 8.2526
4.8037, 13.4192, 8.33553, 8.289, 3.92673, 5.08368, 0, 8.28901, 8.28904, 8.28925, 8.29095, 8.28976, 8.289, 8.289, 8.289, 8.289, 8.289, 8.289, 8.289, 8.289, 8.289, 8.28901, 8.289, 8.289, 8.33253, 8.289
4.81158, 11.5478, 8.36634, 8.32545, 3.68074, 3.18149, 0, 8.32546, 8.32549, 8.3257, 8.32701, 8.32622, 8.32545, 8.32545, 8.32545, 8.32545, 8.32545, 8.32545, 8.32545, 8.32545, 8.32545, 8.32546, 8.32545, 8.32545, 8.36371, 8.32545
4.81946, 10.9827, 8.39795, 8.36193, 3.60314, 2.5847, 0, 8.36194, 8.36197, 8.36218, 8.36317, 8.36271, 8.36193, 8.36193, 8.36193, 8.36193, 8.36193, 8.36193, 8.36193, 8.36193, 8.36193, 8.36194, 8.36193, 8.36193, 8.39564, 8.36193
4.82735, 11.562, 8.43035, 8.39846, 3.68266, 3.13163, 0, 8.39847, 8.3985, 8.39871, 8.39944, 8.39925, 8.39846, 8.39846, 8.39846, 8.39846, 8.39846, 8.39846, 8.39846, 8.39846, 8.39846, 8.39846, 8.39846, 8.39846, 8.42828, 8.39846
4.83523, 6.98814, 8.46347, 8.43502, 2.99802, -1.47534, 0, 8.43503, 8.43506, 8.43527, 8.4358, 8.43582, 8.43502, 8.43502, 8.43502, 8.43502, 8.43502, 8.43502, 8.43502, 8.43502, 8.43502, 8.43502, 8.43502, 8.43502, 8.46159, 8.43502
4.84311, 12.3993, 8.49724, 8.47162, 3.79464, 3.90202, 0, 8.47163, 8.47166, 8.47187, 8.47223, 8.47243, 8.47162, 8.47162, 8.47162, 8.47162, 8.47162, 8.47162, 8.47162, 8.47162, 8.47162, 8.47162, 8.47162, 8.47162, 8.49551, 8.47162
4.85099, 11.4662, 8.53156, 8.50825, 3.66964, 2.93467, 0, 8.50826, 8.50829, 8.5085, 8.50874, 8.50907, 8.50825, 8.50825, 8.50825, 8.50825, 8.50825, 8.50825, 8.50825, 8.50825, 8.50825, 8.50825, 8.50825, 8.50825, 8.52994, 8.50825
4.85887, 10.3973, 8.56635, 8.54491, 3.52098, 1.83093, 0, 8.54492, 8.54495, 8.54516, 8.54531, 8.54574, 8.54491, 8.54491, 8.54491, 8.54491, 8.54491, 8.54491, 8.54491, 8.54491, 8.54491, 8.54491, 8.54491, 8.54491, 8.56481, 8.54491
4.86675, 11.4832, 8.6015, 8.58161, 3.67195, 2.88171, 0, 8.58162, 8.58165, 8.58186, 8.58193, 8.58245, 8.58161, 8.58161, 8.58161, 8.58161, 8.58161, 8.58161, 8.58161, 8.58161, 8.58161, 8.58161, 8.58161, 8.58161, 8.60003, 8.58161
4.87464, 13.5859, 8.63695, 8.61833, 3.9479, 4.94899, 0, 8.61834, 8.61837, 8.61858, 8.61861, 8.61919, 8.61833, 8.61833, 8.61833, 8.61833, 8.61833, 8.61833, 8.61833, 8.61833, 8.61833, 8.61833, 8.61833, 8.61833, 8.63552, 8.61833
4.88252, 12.5144, 8.6726, 8.65509, 3.80978, 3.84181, 0, 8.6551, 8.65513, 8.65534, 8.65533, 8.65595, 8.65509, 8.65509, 8.65509, 8.65509, 8.65509, 8.65509, 8.65509, 8.65509, 8.65509, 8.65509, 8.65509, 8.65509, 8.6712, 8.65509
4.8904, 5.06911, 8.70839, 8.69188, 2.65878, -3.63929, 0, 8.69189, 8.69192, 8.69213, 8.69209, 8.69275, 8.69188, 8.69188, 8.69188, 8.69188, 8.69188, 8.69188, 8.69188, 8.69188, 8.69188, 8.69188, 8.69188, 8.69188, 8.707, 8.69188
4.89828, 9.98771, 8.74427, 8.72869, 3.46233, 1.24343, 0, 8.7287, 8.72873, 8.72894, 8.72888, 8.72957, 8.72869, 8.72869, 8.72869, 8.72869, 8.72869, 8.72869, 8.72869, 8.72869, 8.72869, 8.72869, 8.72869, 8.72869, 8.74289, 8.72869
4.90616, 19.1071, 8.7802, 8.76553, 4.59425, 10.3269, 0, 8.76554, 8.76557, 8.76578, 8.76571, 8.76642, 8.76553, 8.76553, 8.76553, 8.76553, 8.76553, 8.76553, 8.76553, 8.76553, 8.76553, 8.76553, 8.76553, 8.76553, 8.77882, 8.76553
4.91404, 8.86927, 8.81615, 8.80239, 3.29686, 0.0531158, 0, 8.8024, 8.80243, 8.80264, 8.80257, 8.8033, 8.80239, 8.80239, 8.80239, 8.80239, 8.80239, 8.80239, 8.80239, 8.80239, 8.80239, 8.8024, 8.80239, 8.80239, 8.81477, 8.80239
4.92192, 10.9876, 8.85211, 8.83928, 3.60383, 2.1355, 0, 8.83929, 8.83932, 8.83953, 8.83945, 8.84019, 8.83928, 8.83928, 8.83928, 8.83928, 8.83928, 8.83928, 8.83928, 8.83928, 8.83928, 8.83928, 8.83928, 8.83928, 8.85072, 8.83928
4.92981, 10.3089, 8.88807, 8.87618, 3.50841, 1.42086, 0, 8.87619, 8.87622, 8.87643, 8.87635, 8.87711, 8.87618, 8.87618, 8.87618, 8.87618, 8.87618, 8.87618, 8.87618, 8.87618, 8.87618, 8.87619, 8.87618, 8.87618, 8.88667, 8.87618
4.93769, 11.3442, 8.92404, 8.91311, 3.65298, 2.4202, 0, 8.91313, 8.91315, 8.91336, 8.91328, 8.91406, 8.91311, 8.91311, 8.91311, 8.91311, 8.91311, 8.91311, 8.91311, 8.91311, 8.91311, 8.91312, 8.91311, 8.91311, 8.92263, 8.91311
4.94557, 15.3803, 8.96002, 8.95006, 4.16897, 6.42028, 0, 8.95007, 8.9501, 8.95031, 8.95023, 8.95101, 8.95006, 8.95006, 8.95006, 8.95006, 8.95006, 8.95006, 8.95006, 8.95006, 8.95006, 8.95006, 8.95006, 8.95006, 8.9586, 8.95006
4.95345, 11.5903, 8.99604, 8.98702, 3.68651, 2.59429, 0, 8.98703, 8.98706, 8.98727, 8.98719, 8.98799, 8.98702, 8.98702, 8.98702, 8.98702, 8.98702, 8.98702, 8.98702, 8.98702, 8.98702, 8.98702, 8.98702, 8.98702, 8.99461, 8.98702
4.96133, 11.6465, 9.0321, 9.024, 3.69411, 2.61437, 0, 9.02401, 9.02404, 9.02425, 9.02417, 9.02497, 9.024, 9.024, 9.024, 9.024, 9.024, 9.024, 9.024, 9.024, 9.024, 9.024, 9.024, 9.024, 9.03065, 9.024
4.96921, 10.6576, 9.06821, 9.06098, 3.55775, 1.58935, 0, 9.06099, 9.06102, 9.06123, 9.06116, 9.06197, 9.06098, 9.06098, 9.06098, 9.06098, 9.06098, 9.06098, 9.06098, 9.06098, 9.06098, 9.06099, 9.06098, 9.06098, 9.06675, 9.06098
4.97709, 7.6583, 9.10439, 9.09798, 3.10778, -1.44608, 0, 9.09799, 9.09802, 9.09823, 9.09815, 9.09898, 9.09798, 9.09798, 9.09798, 9.09798, 9.09798, 9.09798, 9.09798, 9.09798, 9.09798, 9.09798, 9.09798, 9.09798, 9.10291, 9.09798
4.98498, 10.3049, 9.14063, 9.13498, 3.50783, 1.16425, 0, 9.13499, 9.13502, 9.13523, 9.13515, 9.13599, 9.13498, 9.13498, 9.13498, 9.13498, 9.13498, 9.13498, 9.13498, 9.13498, 9.13498, 9.13498, 9.13498, 9.13498, 9.13914, 9.13498
4.99286, 16.3205, 9.17695, 9.17198, 4.28025, 7.14357, 0, 9.17199, 9.17202, 9.17223, 9.17216, 9.173, 9.17198, 9.17198, 9.17198, 9.17198, 9.17198, 9.17198, 9.17198, 9.17198, 9.17198, 9.17198, 9.17198, 9.17198, 9.17545, 9.17198
5.00074, 12.3255, 9.21336, 9.20898, 3.78491, 3.11217, 0, 9.20899, 9.20902, 9.20923, 9.20916, 9.21001, 9.20898, 9.20898, 9.20898, 9.20898, 9.20898, 9.20898, 9.20898, 9.20898, 9.20898, 9.20898, 9.20898, 9.20898, 9.21184, 9.20898
5.00862, 13.0201, 9.24984, 9.24598, 3.87558, 3.7703, 0, 9.24599, 9.24602, 9.24623, 9.24617, 9.24703, 9.24598, 9.24598, 9.24598, 9.24598, 9.24598, 9.24598, 9.24598, 9.24598, 9.24598, 9.24598, 9.24598, 9.24598, 9.2483, 9.24598
5.0165, 16.6036, 9.28637, 9.28297, 4.31319, 7.31722, 0, 9.28298, 9.28301, 9.28322, 9.28315, 9.28402, 9.28297, 9.28297, 9.28297, 9.28297, 9.28297, 9.28297, 9.28297, 9.28297, 9.28297, 9.28297, 9.28297, 9.28297, 9.28483, 9.28297
5.02438, 15.934, 9.32298, 9.31995, 4.23486, 6.61103, 0, 9.31996, 9.31999, 9.3202, 9.32014, 9.32102, 9.31995, 9.31995, 9.31995, 9.31995, 9.31995, 9.31995, 9.31995, 9.31995, 9.31995, 9.31995, 9.31995, 9.31995, 9.32142, 9.31995
5.03226, 12.0887, 9.35964, 9.35691, 3.75349, 2.72908, 0, 9.35693, 9.35695, 9.35716, 9.35711, 9.358, 9.35691, 9.35691, 9.35691, 9.35691, 9.35691, 9.35691, 9.35691, 9.35691, 9.35691, 9.35692, 9.35691, 9.35691, 9.35806, 9.35691
5.04015, 10.636, 9.39634, 9.39386, 3.55471, 1.23964, 0, 9.39387, 9.3939, 9.39411, 9.39406, 9.39495, 9.39386, 9.39386, 9.39386, 9.39386, 9.39386, 9.39386, 9.39386, 9.39386, 9.39386, 9.39386, 9.39386, 9.39386, 9.39475, 9.39386
5.04803, 10.6306, 9.43308, 9.43079, 3.55395, 1.19748, 0, 9.4308, 9.43083, 9.43104, 9.43099, 9.4319, 9.43079, 9.43079, 9.43079, 9.43079, 9.43079, 9.43079, 9.43079, 9.43079, 9.43079, 9.43079, 9.43079, 9.43079, 9.43146, 9.43079
5.05591, 9.98587, 9.46983, 9.46769, 3.46206, 0.516039, 0, 9.4677, 9.46773, 9.46794, 9.4679, 9.46882, 9.46769, 9.46769, 9.46769, 9.46769, 9.46769, 9.46769, 9.46769, 9.46769, 9.46769, 9.4677, 9.46769, 9.46769, 9.4682, 9.46769
5.06379, 10.6239, 9.50661, 9.50458, 3.55302, 1.11734, 0, 9.50459, 9.50462, 9.50483, 9.50479, 9.50572, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50495, 9.50458
5.07167, 10.6188, 9.54338, 9.54143, 3.5523, 1.07542, 0, 9.54144, 9.54147, 9.54168, 9.54165, 9.54258, 9.54143, 9.54143, 9.54143, 9.54143, 9.54143, 9.54143, 9.54143, 9.54143, 9.54143, 9.54143, 9.54143, 9.54143, 9.5417, 9.54143
5.07955, 11.5465, 9.58016, 9.57825, 3.68055, 1.9663, 0, 9.57826, 9.57829, 9.5785, 9.57848, 9.57943, 9.57825, 9.57825, 9.57825, 9.57825, 9.57825, 9.57825, 9.57825, 9.57825, 9.57825, 9.57825, 9.57825, 9.57825, 9.57845, 9.57825
5.08744, 6.52206, 9.61694, 9.61504, 2.91926, -3.09488, 0, 9.61505, 9.61508, 9.61529, 9.61527, 9.61625, 9.61504, 9.61504, 9.61504, 9.61504, 9.61504, 9.61504, 9.61504, 9.61504, 9.61504, 9.61504, 9.61504, 9.61504, 9.61519, 9.61504
5.09532, 11.8737, 9.6537, 9.65178, 3.72474, 2.21997, 0, 9.65179, 9.65182, 9.65203, 9.65203, 9.65304, 9.65178, 9.65178, 9.65178, 9.65178, 9.65178, 9.65178, 9.65178, 9.65178, 9.65178, 9.65178, 9.65178, 9.65178, 9.65189, 9.65178
5.1032, 14.7281, 9.69046, 9.68849, 4.09, 5.03761, 0, 9.6885, 9.68853, 9.68874, 9.68875, 9.68981, 9.68849, 9.68849, 9.68849, 9.68849, 9.68849, 9.68849, 9.68849, 9.68849, 9.68849, 9.6885, 9.68849, 9.68849, 9.68858, 9.68849
5.11108, 11.9859, 9.72722, 9.72516, 3.73977, 2.25865, 0, 9.72517, 9.7252, 9.72541, 9.72543, 9.72657, 9.72516, 9.72516, 9.72516, 9.72516, 9.72516, 9.72516, 9.72516, 9.72516, 9.72516, 9.72516, 9.72516, 9.72516, 9.72523, 9.72516
5.11896, 15.2281, 9.764, 9.76179, 4.15067, 5.46407, 0, 9.7618, 9.76183, 9.76204, 9.76207, 9.76334, 9.76179, 9.76179, 9.76179, 9.76179, 9.76179, 9.76179, 9.76179, 9.76179, 9.76179, 9.76179, 9.76179, 9.76179, 9.76186, 9.76179
5.12684, 13.5994, 9.80083, 9.79836, 3.94961, 3.79861, 0, 9.79838, 9.7984, 9.79861, 9.79867, 9.80013, 9.79836, 9.79836, 9.79836, 9.79836, 9.79836, 9.79836, 9.79836, 9.79836, 9.79836, 9.79837, 9.79836, 9.79836, 9.79845, 9.79836
5.13472, 16.8286, 9.83773, 9.83489, 4.3392, 6.9909, 0, 9.8349, 9.83493, 9.83514, 9.83523, 9.83699, 9.83489, 9.83489, 9.83489, 9.83489, 9.83489, 9.83489, 9.83489, 9.83489, 9.83489, 9.83489, 9.83489, 9.83489, 9.83499, 9.83489
5.14261, 16.5147, 9.87478, 9.87137, 4.30288, 6.63997, 0, 9.87138, 9.87141, 9.87162, 9.87173, 9.87398, 9.87137, 9.87137, 9.87137, 9.87137, 9.87137, 9.87137, 9.87137, 9.87137, 9.87137, 9.87137, 9.87137, 9.87137, 9.87151, 9.87137
5.15049, 12.5329, 9.91204, 9.90779, 3.81221, 2.62089, 0, 9.9078, 9.90783, 9.90804, 9.90819, 9.91116, 9.90779, 9.90779, 9.90779, 9.90779, 9.90779, 9.90779, 9.90779, 9.90779, 9.90779, 9.9078, 9.90779, 9.90779, 9.90798, 9.90779
5.15837, 12.8186, 9.94966, 9.94416, 3.84949, 2.86889, 0, 9.94417, 9.9442, 9.94441, 9.9446, 9.94867, 9.94416, 9.94416, 9.94416, 9.94416, 9.94416, 9.94416, 9.94416, 9.94416, 9.94416, 9.94416, 9.94416, 9.94416, 9.94442, 9.94416
5.16625, 13.5905, 9.9878, 9.98047, 3.94848, 3.60272, 0, 9.98048, 9.98051, 9.98072, 9.98096, 9.98666, 9.98047, 9.98047, 9.98047, 9.98047, 9.98047, 9.98047, 9.98047, 9.98047, 9.98047, 9.98047, 9.98047, 9.98047, 9.98082, 9.98047
5.17413, 15.9799, 10.0267, 10.0167, 4.24027, 5.95318, 0, 10.0167, 10.0168, 10.017, 10.0173, 10.0254, 10.0167, 10.0167, 10.0167, 10.0167, 10.0167, 10.0167, 10.0167, 10.0167, 10.0167, 10.0167, 10.0167, 10.0167, 10.0172, 10.0167
5.18201, 11.3789, 10.0667, 10.0529, 3.65771, 1.31221, 0, 10.0529, 10.0529, 10.0531, 10.0535, 10.0651, 10.0529, 10.0529, 10.0529, 10.0529, 10.0529, 10.0529, 10.0529, 10.0529, 10.0529, 10.0529, 10.0529, 10.0529, 10.0536, 10.0529
5.18989, 9.98476, 10.1081, 10.089, 3.4619, -0.123343, 0, 10.089, 10.0891, 10.0893, 10.0897, 10.1062, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.0899, 10.089
5.19778, 8.78717, 10.1516, 10.1251, 3.28438, -1.3644, 0, 10.1251, 10.1251, 10.1253, 10.1259, 10.1493, 10.1251, 10.1251, 10.1251, 10.1251, 10.1251, 10.1251, 10.1251, 10.1251, 10.1251, 10.1251, 10.1251, 10.1251, 10.1263, 10.1251
5.20566, 12.9877, 10.1978, 10.161, 3.8714, 2.78998, 0, 10.1611, 10.1611, 10.1613, 10.1619, 10.195, 10.161, 10.161, 10.161, 10.161, 10.161, 10.161, 10.161, 10.161, 10.161, 10.161, 10.161, 10.161, 10.1627, 10.161
5.21354, 12.8031, 10.2475, 10.197, 3.84748, 2.55562, 0, 10.197, 10.197, 10.1972, 10.1979, 10.2441, 10.197, 10.197, 10.197, 10.197, 10.197, 10.197, 10.197, 10.197, 10.197, 10.197, 10.197, 10.197, 10.1991, 10.197
5.22142, 9.3531, 10.3018, 10.2328, 3.36944, -0.948673, 0, 10.2328, 10.2328, 10.233, 10.2339, 10.2976, 10.2328, 10.2328, 10.2328, 10.2328, 10.2328, 10.2328, 10.2328, 10.2328, 10.2328, 10.2328, 10.2328, 10.2328, 10.2356, 10.2328
5.2293, 10.6323, 10.3618, 10.2686, 3.55419, 0.27045, 0, 10.2686, 10.2686, 10.2688, 10.2698, 10.3567, 10.2686, 10.2686, 10.2686, 10.2686, 10.2686, 10.2686, 10.2686, 10.2686, 10.2686, 10.2686, 10.2686, 10.2686, 10.2721, 10.2686
5.23718, 11.7486, 10.4291, 10.3042, 3.70791, 1.31956, 0, 10.3042, 10.3043, 10.3045, 10.3056, 10.4228, 10.3042, 10.3042, 10.3042, 10.3042, 10.3042, 10.3042, 10.3042, 10.3042, 10.3042, 10.3042, 10.3042, 10.3042, 10.3088, 10.3042
5.24506, 9.40266, 10.505, 10.3398, 3.37678, -1.10232, 0, 10.3398, 10.3399, 10.3401, 10.3413, 10.4974, 10.3398, 10.3398, 10.3398, 10.3398, 10.3398, 10.3398, 10.3398, 10.3398, 10.3398, 10.3398, 10.3398, 10.3398, 10.3456, 10.3398
5.25295, 9.98792, 10.5913, 10.3753, 3.46236, -0.603355, 0, 10.3754, 10.3754, 10.3756, 10.377, 10.5822, 10.3753, 10.3753, 10.3753, 10.3753, 10.3753, 10.3753, 10.3753, 10.3753, 10.3753, 10.3754, 10.3753, 10.3753, 10.3825, 10.3753
5.26083, 15.8782, 10.6896, 10.4108, 4.22826, 5.18857, 0, 10.4108, 10.4108, 10.411, 10.4126, 10.6788, 10.4108, 10.4108, 10.4108, 10.4108, 10.4108, 10.4108, 10.4108, 10.4108, 10.4108, 10.4108, 10.4108, 10.4108, 10.4196, 10.4108
5.26871, 15.2492, 10.8018, 10.4461, 4.15322, 4.44746, 0, 10.4461, 10.4462, 10.4464, 10.448, 10.7889, 10.4461, 10.4461, 10.4461, 10.4461, 10.4461, 10.4461, 10.4461, 10.4461, 10.4461, 10.4461, 10.4461, 10.4461, 10.4568, 10.4461
5.27659, 14.8363, 10.9292, 10.4814, 4.10321, 3.90706, 0, 10.4814, 10.4814, 10.4816, 10.4834, 10.914, 10.4814, 10.4814, 10.4814, 10.4814, 10.4814, 10.4814, 10.4814, 10.4814, 10.4814, 10.4814, 10.4814, 10.4814, 10.4942, 10.4814
5.28447, 17.842, 11.0733, 10.5165, 4.45443, 6.76863, 0, 10.5165, 10.5166, 10.5168, 10.5187, 11.0556, 10.5165, 10.5165, 10.5165, 10.5165, 10.5165, 10.5165, 10.5165, 10.5165, 10.5165, 10.5165, 10.5165, 10.5165, 10.5318, 10.5165
5.29235, 14.4078, 11.2349, 10.5516, 4.05065, 3.17288, 0, 10.5516, 10.5516, 10.5518, 10.5538, 11.2144, 10.5516, 10.5516, 10.5516, 10.5516, 10.5516, 10.5516, 10.5516, 10.5516, 10.5516, 10.5516, 10.5516, 10.5516, 10.5696, 10.5516
5.30024, 9.714, 11.4143, 10.5866, 3.42257, -1.70028, 0, 10.5866, 10.5866, 10.5868, 10.5889, 11.3909, 10.5866, 10.5866, 10.5866, 10.5866, 10.5866, 10.5866, 10.5866, 10.5866, 10.5866, 10.5866, 10.5866, 10.5866, 10.6074, 10.5866
5.30812, 13.9332, 11.6111, 10.6214, 3.99164, 2.32215, 0, 10.6214, 10.6215, 10.6217, 10.6238, 11.5845, 10.6214, 10.6214, 10.6214, 10.6214, 10.6214, 10.6214, 10.6214, 10.6214, 10.6214, 10.6214, 10.6214, 10.6214, 10.6453, 10.6214
5.316, 13.0431, 11.824, 10.6562, 3.87854, 1.21911, 0, 10.6562, 10.6562, 10.6564, 10.6586, 11.7942, 10.6562, 10.6562, 10.6562, 10.6562, 10.6562, 10.6562, 10.6562, 10.6562, 10.6562, 10.6562, 10.6562, 10.6562, 10.6832, 10.6562
5.32388, 17.7815, 12.0509, 10.6908, 4.44764, 5.7306, 0, 10.6908, 10.6909, 10.6911, 10.6932, 12.0179, 10.6908, 10.6908, 10.6908, 10.6908, 10.6908, 10.6908, 10.6908, 10.6908, 10.6908, 10.6908, 10.6908, 10.6908, 10.7211, 10.6908
5.33176, 13.3069, 12.2886, 10.7254, 3.9124, 1.01827, 0, 10.7254, 10.7254, 10.7256, 10.7277, 12.2524, 10.7254, 10.7254, 10.7254, 10.7254, 10.7254, 10.7254, 10.7254, 10.7254, 10.7254, 10.7254, 10.7254, 10.7254, 10.7589, 10.7254
5.33964, 15.0911, 12.5331, 10.7598, 4.13414, 2.55806, 0, 10.7598, 10.7598, 10.76, 10.7621, 12.4938, 10.7598, 10.7598, 10.7598, 10.7598, 10.7598, 10.7598, 10.7598, 10.7598, 10.7598, 10.7598, 10.7598, 10.7598, 10.7964, 10.7598
5.34752, 19.081, 12.7793, 10.7941, 4.5914, 6.30164, 0, 10.7941, 10.7941, 10.7943, 10.7963, 12.7372, 10.7941, 10.7941, 10.7941, 10.7941, 10.7941, 10.7941, 10.7941, 10.7941, 10.7941, 10.7941, 10.7941, 10.7941, 10.8337, 10.7941
5.35541, 12.679, 13.0218, 10.8283, 3.83132, -0.342767, 0, 10.8283, 10.8283, 10.8285, 10.8304, 12.977, 10.8283, 10.8283, 10.8283, 10.8283, 10.8283, 10.8283, 10.8283, 10.8283, 10.8283, 10.8283, 10.8283, 10.8283, 10.8706, 10.8283
5.36329, 14.8152, 13.2542, 10.8623, 4.10064, 1.56103, 0, 10.8623, 10.8623, 10.8625, 10.8643, 13.2071, 10.8623, 10.8623, 10.8623, 10.8623, 10.8623, 10.8623, 10.8623, 10.8623, 10.8623, 10.8623, 10.8623, 10.8623, 10.9071, 10.8623
5.37117, 18.705, 13.4704, 10.8962, 4.55027, 5.23459, 0, 10.8962, 10.8963, 10.8965, 10.8981, 13.4214, 10.8962, 10.8962, 10.8962, 10.8962, 10.8962, 10.8962, 10.8962, 10.8962, 10.8962, 10.8962, 10.8962, 10.8962, 10.943, 10.8962
5.37905, 13.6944, 13.6642, 10.93, 3.96162, 0.0302305, 0, 10.93, 10.93, 10.9302, 10.9318, 13.6136, 10.93, 10.93, 10.93, 10.93, 10.93, 10.93, 10.93, 10.93, 10.93, 10.93, 10.93, 10.93, 10.9785, 10.93
