   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_140.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.31186, 11.5082, 9.41263, 1.63914, 3.67536, 2.09561, 1.64304, 2.08808e-12, 1.63916, 1.63915, 1.64279, 1.64181, 1.66311, 8.86151, 1.64111, 1.63914, 1.63914, 1.63914, 1.63914, 1.63914, 1.63914, 1.63915, 2.13885, 1.63914, 1.65438
2.31974, 10.5132, 9.42581, 1.67351, 3.5374, 1.0874, 1.67765, 8.97836e-13, 1.67353, 1.67352, 1.67716, 1.67618, 1.69831, 8.81986, 1.67493, 1.67351, 1.67351, 1.67351, 1.67351, 1.67351, 1.67351, 1.67352, 2.22679, 1.67351, 1.68951
2.32761, 11.4675, 9.33661, 1.70818, 3.66981, 2.13091, 1.71256, 3.54411e-13, 1.7082, 1.70819, 1.71183, 1.71085, 1.73386, 8.67665, 1.70919, 1.70818, 1.70818, 1.70818, 1.70818, 1.70818, 1.70818, 1.70818, 2.31397, 1.70818, 1.72496
2.33549, 8.35241, 9.15246, 1.74314, 3.21752, -0.800042, 1.74777, 1.25086e-13, 1.74315, 1.74315, 1.74678, 1.7458, 1.76977, 8.44083, 1.74384, 1.74314, 1.74314, 1.74314, 1.74314, 1.74314, 1.74314, 1.74314, 2.39888, 1.74314, 1.7607
2.34336, 10.6883, 8.88466, 1.77838, 3.56206, 1.8036, 1.78328, 4.10112e-14, 1.77839, 1.77839, 1.78202, 1.78104, 1.8061, 8.12517, 1.77887, 1.77838, 1.77838, 1.77838, 1.77838, 1.77838, 1.77838, 1.77838, 2.48005, 1.77838, 1.79676
2.35124, 9.99511, 8.54766, 1.81389, 3.4634, 1.44744, 1.81908, 1.18659e-14, 1.81391, 1.8139, 1.81754, 1.81656, 1.84289, 7.74544, 1.81423, 1.81389, 1.81389, 1.81389, 1.81389, 1.81389, 1.81389, 1.8139, 2.55606, 1.81389, 1.8331
2.35911, 9.06478, 8.15796, 1.84967, 3.32638, 0.906814, 1.85515, 2.94817e-15, 1.84969, 1.84968, 1.85332, 1.85234, 1.88025, 7.31926, 1.8499, 1.84967, 1.84967, 1.84967, 1.84967, 1.84967, 1.84967, 1.84968, 2.62572, 1.84967, 1.86972
2.36699, 6.38848, 7.73303, 1.88571, 2.89629, -1.34456, 1.89148, 5.87691e-16, 1.88573, 1.88572, 1.88936, 1.88838, 1.91835, 6.86486, 1.88586, 1.88571, 1.88571, 1.88571, 1.88571, 1.88571, 1.88571, 1.88572, 2.68808, 1.88571, 1.90662
2.37486, 4.99271, 7.29029, 1.92201, 2.64437, -2.29758, 1.92808, 1.1624e-16, 1.92202, 1.92202, 1.92565, 1.92467, 1.95742, 6.40003, 1.9221, 1.92201, 1.92201, 1.92201, 1.92201, 1.92201, 1.92201, 1.92201, 2.74255, 1.92201, 1.94379
2.38274, 8.53483, 6.84617, 1.95854, 3.24574, 1.68867, 1.96494, 2.0014e-17, 1.95856, 1.95855, 1.96219, 1.9612, 1.99783, 5.94105, 1.9586, 1.95854, 1.95854, 1.95854, 1.95854, 1.95854, 1.95854, 1.95854, 2.78889, 1.95854, 1.98122
2.39061, 3.90629, 6.41538, 1.99531, 2.43029, -2.5091, 2.00203, 2.97834e-18, 1.99532, 1.99532, 1.99896, 1.99797, 2.04009, 5.50194, 1.99535, 1.99531, 1.99531, 1.99531, 1.99531, 1.99531, 1.99531, 1.99531, 2.82728, 1.99531, 2.01889
2.39849, 5.63084, 6.01036, 2.0323, 2.7624, -0.379516, 2.03937, 3.74929e-19, 2.03232, 2.03231, 2.03595, 2.03497, 2.08493, 5.09383, 2.03233, 2.0323, 2.0323, 2.0323, 2.0323, 2.0323, 2.0323, 2.03231, 2.85828, 2.0323, 2.05681
2.40636, 3.3499, 5.64103, 2.06952, 2.31298, -2.29113, 2.07693, 3.64126e-20, 2.06954, 2.06953, 2.07317, 2.07219, 2.13335, 4.72471, 2.06954, 2.06952, 2.06952, 2.06952, 2.06952, 2.06952, 2.06952, 2.06952, 2.8828, 2.06952, 2.09497
2.41424, 5.64529, 5.31488, 2.10695, 2.76501, 0.330408, 2.11471, 1.57879e-21, 2.10697, 2.10696, 2.1106, 2.10962, 2.1867, 4.39948, 2.10696, 2.10695, 2.10695, 2.10695, 2.10695, 2.10695, 2.10695, 2.10695, 2.9021, 2.10695, 2.13335
2.42211, 1.55167, 5.03712, 2.14459, 1.88459, -3.48545, 2.15271, 2.32839e-23, 2.1446, 2.1446, 2.14823, 2.14725, 2.24673, 4.12008, 2.14459, 2.14459, 2.14459, 2.14459, 2.14459, 2.14459, 2.14459, 2.14459, 2.91766, 2.14459, 2.17195
2.42999, 1.88709, 4.81114, 2.18243, 1.97157, -2.92405, 2.19092, 2.81686e-26, 2.18244, 2.18244, 2.18607, 2.18509, 2.31571, 3.88587, 2.18243, 2.18243, 2.18243, 2.18243, 2.18243, 2.18243, 2.18243, 2.18243, 2.93123, 2.18243, 2.21077
2.43786, 2.55401, 4.63902, 2.22046, 2.13401, -2.08501, 2.22934, 0, 2.22048, 2.22047, 2.22411, 2.22313, 2.39647, 3.69417, 2.22047, 2.22046, 2.22046, 2.22046, 2.22046, 2.22046, 2.22046, 2.22047, 2.94476, 2.22046, 2.2498
2.44574, 1.43635, 4.52225, 2.25869, 1.85374, -3.0859, 2.26796, 0, 2.25871, 2.2587, 2.26234, 2.26136, 2.49243, 3.54084, 2.2587, 2.25869, 2.25869, 2.25869, 2.25869, 2.25869, 2.25869, 2.2587, 2.96042, 2.25869, 2.28903
2.45361, 3.55885, 4.46226, 2.29712, 2.35772, -0.903418, 2.30677, 0, 2.29713, 2.29713, 2.30076, 2.29978, 2.60763, 3.42081, 2.29712, 2.29712, 2.29712, 2.29712, 2.29712, 2.29712, 2.29712, 2.29712, 2.9807, 2.29712, 2.32847
2.46149, 1.4314, 4.46112, 2.33573, 1.8524, -3.02972, 2.34579, 0, 2.33574, 2.33574, 2.33937, 2.33839, 2.74667, 3.3286, 2.33573, 2.33573, 2.33573, 2.33573, 2.33573, 2.33573, 2.33573, 2.33573, 3.0085, 2.33573, 2.36812
2.46936, 5.56378, 4.52199, 2.37453, 2.75023, 1.04179, 2.385, 0, 2.37454, 2.37454, 2.37817, 2.37719, 2.91465, 3.2588, 2.37453, 2.37453, 2.37453, 2.37453, 2.37453, 2.37453, 2.37453, 2.37453, 3.04734, 2.37453, 2.40796
2.47724, 1.99758, 4.64963, 2.41351, 1.9994, -2.65204, 2.42441, 0, 2.41353, 2.41352, 2.41716, 2.41618, 3.11692, 3.2064, 2.41351, 2.41351, 2.41351, 2.41351, 2.41351, 2.41351, 2.41351, 2.41352, 3.1016, 2.41351, 2.44801
2.48511, 3.13082, 4.85057, 2.45269, 2.26513, -1.71975, 2.46401, 0, 2.4527, 2.4527, 2.45633, 2.45535, 3.35881, 3.16704, 2.45269, 2.45269, 2.45269, 2.45269, 2.45269, 2.45269, 2.45269, 2.45269, 3.17686, 2.45269, 2.48825
2.49299, 7.56125, 5.13337, 2.49204, 3.09213, 2.42788, 2.50381, 0, 2.49206, 2.49205, 2.49569, 2.49471, 3.64531, 3.13715, 2.49204, 2.49204, 2.49204, 2.49204, 2.49204, 2.49204, 2.49204, 2.49205, 3.28023, 2.49204, 2.5287
2.50086, 5.83154, 5.50851, 2.53159, 2.79849, 0.323028, 2.5438, 0, 2.5316, 2.5316, 2.53523, 2.53425, 3.98059, 3.11399, 2.53159, 2.53159, 2.53159, 2.53159, 2.53159, 2.53159, 2.53159, 2.53159, 3.4208, 2.53159, 2.56935
2.50874, 7.88622, 5.98826, 2.57131, 3.14424, 1.89796, 2.58398, 0, 2.57133, 2.57132, 2.57496, 2.57398, 4.36746, 3.0956, 2.57131, 2.57131, 2.57131, 2.57131, 2.57131, 2.57131, 2.57131, 2.57131, 3.60993, 2.57131, 2.61021
2.51661, 5.4121, 6.58639, 2.61122, 2.72252, -1.17429, 2.62434, 0, 2.61123, 2.61123, 2.61487, 2.61388, 4.80693, 3.08074, 2.61122, 2.61122, 2.61122, 2.61122, 2.61122, 2.61122, 2.61122, 2.61122, 3.86164, 2.61122, 2.65128
2.52449, 5.65094, 7.31766, 2.6513, 2.76603, -1.66672, 2.6649, 0, 2.65132, 2.65131, 2.65495, 2.65397, 5.29756, 3.06878, 2.6513, 2.6513, 2.6513, 2.6513, 2.6513, 2.6513, 2.6513, 2.65131, 4.19272, 2.6513, 2.69258
2.53236, 6.57131, 8.19733, 2.69156, 2.92768, -1.62602, 2.70563, 0, 2.69158, 2.69157, 2.69521, 2.69423, 5.83521, 3.05949, 2.69156, 2.69156, 2.69156, 2.69156, 2.69156, 2.69156, 2.69156, 2.69157, 4.62279, 2.69156, 2.73413
2.54024, 11.3951, 9.24031, 2.73199, 3.65993, 2.15481, 2.74654, 0, 2.73201, 2.732, 2.73564, 2.73466, 6.41254, 3.05298, 2.73199, 2.73199, 2.73199, 2.73199, 2.73199, 2.73199, 2.73199, 2.732, 5.1739, 2.73199, 2.77598
2.54811, 13.0198, 10.4605, 2.77259, 3.87553, 2.55929, 2.78763, 0, 2.77261, 2.7726, 2.77624, 2.77526, 7.01911, 3.04951, 2.77259, 2.77259, 2.77259, 2.77259, 2.77259, 2.77259, 2.77259, 2.77259, 5.87006, 2.77259, 2.81819
2.55599, 14.3515, 11.8695, 2.81335, 4.0437, 2.48209, 2.82888, 0, 2.81336, 2.81336, 2.81699, 2.81601, 7.64133, 3.0494, 2.81335, 2.81335, 2.81335, 2.81335, 2.81335, 2.81335, 2.81335, 2.81335, 6.73603, 2.81335, 2.86087
2.56386, 11.9806, 13.4759, 2.85426, 3.73906, -1.49529, 2.87029, 0, 2.85427, 2.85427, 2.8579, 2.85692, 8.26302, 3.05296, 2.85426, 2.85426, 2.85426, 2.85426, 2.85426, 2.85426, 2.85426, 2.85426, 7.79606, 2.85426, 2.90421
2.57174, 11.3811, 15.2836, 2.89531, 3.65801, -3.90256, 2.91185, 0, 2.89533, 2.89532, 2.89896, 2.89798, 8.86596, 3.06041, 2.89531, 2.89531, 2.89531, 2.89531, 2.89531, 2.89531, 2.89531, 2.89531, 9.07183, 2.89531, 2.94848
2.57961, 21.5575, 17.2912, 2.93651, 4.8536, 4.26628, 2.95356, 0, 2.93652, 2.93652, 2.94016, 2.93917, 9.43086, 3.07186, 2.93651, 2.93651, 2.93651, 2.93651, 2.93651, 2.93651, 2.93651, 2.93651, 10.5805, 2.93651, 2.99408
2.58749, 19.7942, 19.4897, 2.97784, 4.66842, 0.304464, 2.99541, 0, 2.97785, 2.97785, 2.98148, 2.9805, 9.93837, 3.08731, 2.97784, 2.97784, 2.97784, 2.97784, 2.97784, 2.97784, 2.97784, 2.97784, 12.332, 2.97784, 3.04162
2.59536, 26.1195, 21.8625, 3.01929, 5.30278, 4.257, 3.03739, 0, 3.01931, 3.0193, 3.02294, 3.02196, 10.3704, 3.10662, 3.01929, 3.01929, 3.01929, 3.01929, 3.01929, 3.01929, 3.01929, 3.01929, 14.3269, 3.01929, 3.09199
2.60324, 24.9558, 24.3834, 3.06086, 5.1919, 0.572433, 3.07949, 0, 3.06087, 3.06087, 3.0645, 3.06352, 10.7111, 3.12956, 3.06086, 3.06086, 3.06086, 3.06086, 3.06086, 3.06086, 3.06086, 3.06086, 16.5539, 3.06086, 3.14643
2.61111, 27.3451, 27.0168, 3.10254, 5.41712, 0.328321, 3.12172, 0, 3.10255, 3.10255, 3.10618, 3.1052, 10.9482, 3.15583, 3.10254, 3.10254, 3.10254, 3.10254, 3.10254, 3.10254, 3.10254, 3.10254, 18.9883, 3.10254, 3.20665
2.61899, 29.1831, 29.7171, 3.14432, 5.58418, -0.534048, 3.16404, 0, 3.14433, 3.14433, 3.14796, 3.14698, 11.0735, 3.18509, 3.14432, 3.14432, 3.14432, 3.14432, 3.14432, 3.14432, 3.14432, 3.14432, 21.5904, 3.14432, 3.275
2.62686, 33.641, 32.43, 3.18619, 5.97001, 1.21102, 3.20648, 0, 3.1862, 3.1862, 3.18984, 3.18885, 11.084, 3.21694, 3.18619, 3.18619, 3.18619, 3.18619, 3.18619, 3.18619, 3.18619, 3.18619, 24.3064, 3.18619, 3.35456
2.63474, 36.5622, 35.0934, 3.22815, 6.20985, 1.46883, 3.24901, 0, 3.22816, 3.22816, 3.23179, 3.23081, 10.9815, 3.25102, 3.22815, 3.22815, 3.22815, 3.22815, 3.22815, 3.22815, 3.22815, 3.22815, 27.0687, 3.22815, 3.44933
2.64262, 46.2151, 37.6399, 3.27018, 6.94371, 8.57517, 3.29164, 0, 3.27019, 3.27019, 3.27383, 3.27284, 10.773, 3.28696, 3.27018, 3.27018, 3.27018, 3.27018, 3.27018, 3.27018, 3.27018, 3.27018, 29.7983, 3.27018, 3.56438
2.65049, 34.6733, 40.0002, 3.31228, 6.05584, -5.3269, 3.33437, 0, 3.3123, 3.31229, 3.31593, 3.31495, 10.4699, 3.32441, 3.31228, 3.31228, 3.31228, 3.31228, 3.31228, 3.31228, 3.31228, 3.31228, 32.4083, 3.31228, 3.70592
2.65837, 43.9338, 42.1065, 3.35444, 6.77745, 1.82727, 3.37721, 0, 3.35446, 3.35445, 3.35809, 3.35711, 10.0873, 3.36309, 3.35444, 3.35444, 3.35444, 3.35444, 3.35444, 3.35444, 3.35444, 3.35444, 34.8089, 3.35444, 3.88144
2.66624, 49.698, 43.8973, 3.39665, 7.19013, 5.8007, 3.42018, 0, 3.39667, 3.39666, 3.4003, 3.39932, 9.64295, 3.40273, 3.39665, 3.39665, 3.39665, 3.39665, 3.39665, 3.39665, 3.39665, 3.39665, 36.912, 3.39665, 4.09963
2.67412, 39.8337, 45.3205, 3.4389, 6.4679, -5.48679, 3.46332, 0, 3.43892, 3.43891, 3.44255, 3.44157, 9.15615, 3.44312, 3.4389, 3.4389, 3.4389, 3.4389, 3.4389, 3.4389, 3.4389, 3.4389, 38.6369, 3.4389, 4.37028
2.68199, 41.5805, 46.3385, 3.48118, 6.60155, -4.75799, 3.5067, 0, 3.4812, 3.48119, 3.48483, 3.48385, 8.64655, 3.48407, 3.48118, 3.48118, 3.48118, 3.48118, 3.48118, 3.48118, 3.48118, 3.48118, 39.9155, 3.48118, 4.70401
2.68987, 38.4964, 46.9305, 3.52348, 6.36368, -8.43406, 3.55043, 0, 3.52349, 3.52349, 3.52712, 3.52614, 8.13298, 3.52542, 3.52348, 3.52348, 3.52348, 3.52348, 3.52348, 3.52348, 3.52348, 3.52348, 40.6974, 3.52348, 5.11185
2.69774, 52.2106, 47.095, 3.56578, 7.36279, 5.1156, 3.59468, 0, 3.5658, 3.56579, 3.56943, 3.56845, 7.63256, 3.56708, 3.56578, 3.56578, 3.56578, 3.56578, 3.56578, 3.56578, 3.56578, 3.56579, 40.9528, 3.56578, 5.60464
2.70562, 54.732, 46.8501, 3.60808, 7.53207, 7.88193, 3.63971, 0, 3.6081, 3.60809, 3.61173, 3.61075, 7.15991, 3.60893, 3.60808, 3.60808, 3.60808, 3.60808, 3.60808, 3.60808, 3.60808, 3.60809, 40.6753, 3.60808, 6.19219
2.71349, 51.7143, 46.2326, 3.65037, 7.329, 5.48164, 3.68589, 0, 3.65038, 3.65038, 3.65401, 3.65303, 6.72668, 3.65092, 3.65037, 3.65037, 3.65037, 3.65037, 3.65037, 3.65037, 3.65037, 3.65037, 39.8819, 3.65037, 6.88237
2.72137, 43.8222, 45.2958, 3.69262, 6.76921, -1.47363, 3.73378, 0, 3.69263, 3.69263, 3.69627, 3.69528, 6.34123, 3.69297, 3.69262, 3.69262, 3.69262, 3.69262, 3.69262, 3.69262, 3.69262, 3.69262, 38.6119, 3.69262, 7.68011
2.72924, 34.665, 44.1053, 3.73483, 6.05516, -9.44034, 3.78415, 0, 3.73485, 3.73484, 3.73848, 3.73749, 6.00865, 3.73505, 3.73483, 3.73483, 3.73483, 3.73483, 3.73483, 3.73483, 3.73483, 3.73483, 36.9241, 3.73483, 8.58634
2.73712, 38.2575, 42.7347, 3.77698, 6.34488, -4.47719, 3.83808, 0, 3.777, 3.77699, 3.78063, 3.77965, 5.73097, 3.77712, 3.77698, 3.77698, 3.77698, 3.77698, 3.77698, 3.77698, 3.77698, 3.77699, 34.8932, 3.77698, 9.59692
2.74499, 44.3911, 41.26, 3.81906, 6.8111, 3.1311, 3.89698, 0, 3.81908, 3.81907, 3.82271, 3.82173, 5.50746, 3.81915, 3.81906, 3.81906, 3.81906, 3.81906, 3.81906, 3.81906, 3.81906, 3.81907, 32.6046, 3.81906, 10.7018
2.75287, 38.2209, 39.7543, 3.86106, 6.34199, -1.53342, 3.96277, 0, 3.86107, 3.86107, 3.8647, 3.86372, 5.33507, 3.86111, 3.86106, 3.86106, 3.86106, 3.86106, 3.86106, 3.86106, 3.86106, 3.86106, 30.1484, 3.86106, 11.8848
2.76074, 30.2993, 38.2831, 3.90294, 5.68325, -7.98376, 4.03786, 0, 3.90296, 3.90295, 3.90659, 3.90561, 5.20902, 3.90297, 3.90294, 3.90294, 3.90294, 3.90294, 3.90294, 3.90294, 3.90294, 3.90294, 27.6155, 3.90294, 13.1232
2.76862, 43.2935, 36.9006, 3.9447, 6.73005, 6.39296, 4.1253, 0, 3.94471, 3.94471, 3.94834, 3.94736, 5.12325, 3.94472, 3.9447, 3.9447, 3.9447, 3.9447, 3.9447, 3.9447, 3.9447, 3.9447, 25.0918, 3.9447, 14.388
2.77649, 40.9394, 35.6468, 3.9863, 6.55282, 5.29258, 4.22882, 0, 3.98631, 3.98631, 3.98994, 3.98896, 5.071, 3.98631, 3.9863, 3.9863, 3.9863, 3.9863, 3.9863, 3.9863, 3.9863, 3.9863, 22.6545, 3.9863, 15.6451
2.78437, 30.6247, 34.5465, 4.02771, 5.71181, -3.92181, 4.35282, 0, 4.02773, 4.02772, 4.03136, 4.03038, 5.04521, 4.02772, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 20.3685, 4.02771, 16.8568
2.79224, 47.2913, 33.6099, 4.06888, 7.02078, 13.6814, 4.5024, 0, 4.0689, 4.06889, 4.07253, 4.07155, 5.03899, 4.06889, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06889, 18.2856, 4.06888, 17.9832
2.80012, 43.6311, 32.8338, 4.10976, 6.75508, 10.7972, 4.68322, 0, 4.10977, 4.10977, 4.1134, 4.11242, 5.0459, 4.10976, 4.10976, 4.10976, 4.10976, 4.10976, 4.10976, 4.10976, 4.10976, 4.10976, 16.4427, 4.10976, 18.9849
2.80799, 29.3226, 32.2047, 4.15024, 5.59666, -2.88204, 4.9013, 0, 4.15025, 4.15025, 4.15388, 4.1529, 5.0602, 4.15024, 4.15024, 4.15024, 4.15024, 4.15024, 4.15024, 4.15024, 4.15024, 4.15024, 14.8627, 4.15024, 19.8248
2.81587, 34.5999, 31.7014, 4.19022, 6.04978, 2.89853, 5.16284, 0, 4.19024, 4.19023, 4.19387, 4.19289, 5.07706, 4.19022, 4.19022, 4.19022, 4.19022, 4.19022, 4.19022, 4.19022, 4.19022, 4.19022, 13.5546, 4.19022, 20.4711
2.82374, 40.2229, 31.2991, 4.22956, 6.49792, 8.92384, 5.47372, 0, 4.22957, 4.22957, 4.2332, 4.23222, 5.09256, 4.22956, 4.22956, 4.22956, 4.22956, 4.22956, 4.22956, 4.22956, 4.22956, 4.22956, 12.5162, 4.22956, 20.8989
2.83162, 34.7004, 30.9722, 4.26805, 6.05809, 3.72826, 5.83909, 0, 4.26806, 4.26806, 4.27169, 4.27071, 5.10381, 4.26805, 4.26805, 4.26805, 4.26805, 4.26805, 4.26805, 4.26805, 4.26805, 4.26805, 11.7351, 4.26805, 21.0919
2.83949, 30.3249, 30.697, 4.30545, 5.6855, -0.372082, 6.26278, 0, 4.30547, 4.30546, 4.3091, 4.30812, 5.10884, 4.30545, 4.30545, 4.30545, 4.30545, 4.30545, 4.30545, 4.30545, 4.30545, 4.30546, 11.1915, 4.30545, 21.0439
2.84737, 29.2824, 30.4534, 4.34148, 5.59306, -1.17107, 6.7468, 0, 4.3415, 4.34149, 4.34513, 4.34415, 5.10653, 4.34148, 4.34148, 4.34148, 4.34148, 4.34148, 4.34148, 4.34148, 4.34148, 4.34149, 10.8596, 4.34148, 20.7586
2.85524, 29.8434, 30.2261, 4.37577, 5.64299, -0.382782, 7.29059, 0, 4.37579, 4.37578, 4.37942, 4.37844, 5.09647, 4.37577, 4.37577, 4.37577, 4.37577, 4.37577, 4.37577, 4.37577, 4.37577, 4.37577, 10.7104, 4.37577, 20.2497
2.86312, 35.8404, 30.0043, 4.4079, 6.15146, 5.83611, 7.89056, 0, 4.40792, 4.40791, 4.41155, 4.41057, 5.07884, 4.4079, 4.4079, 4.4079, 4.4079, 4.4079, 4.4079, 4.4079, 4.4079, 4.4079, 10.7127, 4.4079, 19.5396
2.87099, 26.2075, 29.7812, 4.43738, 5.31107, -3.57372, 8.53964, 0, 4.4374, 4.43739, 4.44103, 4.44005, 5.05422, 4.43738, 4.43738, 4.43738, 4.43738, 4.43738, 4.43738, 4.43738, 4.43738, 4.43739, 10.8348, 4.43738, 18.6583
2.87887, 31.3513, 29.5524, 4.46369, 5.77506, 1.79886, 9.22718, 0, 4.4637, 4.4637, 4.46733, 4.46635, 5.02345, 4.46369, 4.46369, 4.46369, 4.46369, 4.46369, 4.46369, 4.46369, 4.46369, 4.46369, 11.0459, 4.46369, 17.6406
2.88674, 24.5768, 29.3151, 4.48623, 5.15527, -4.73826, 9.93874, 0, 4.48624, 4.48624, 4.48987, 4.48889, 4.98744, 4.48623, 4.48623, 4.48623, 4.48623, 4.48623, 4.48623, 4.48623, 4.48623, 4.48623, 11.3169, 4.48623, 16.5243
2.89462, 30.1688, 29.0658, 4.5044, 5.67175, 1.10294, 10.6565, 0, 4.50442, 4.50441, 4.50805, 4.50706, 4.94714, 4.5044, 4.5044, 4.5044, 4.5044, 4.5044, 4.5044, 4.5044, 4.5044, 4.5044, 11.621, 4.5044, 15.3481
2.90249, 21.0685, 28.7998, 4.51759, 4.80297, -7.73132, 11.3599, 0, 4.51761, 4.5176, 4.52124, 4.52026, 4.90334, 4.51759, 4.51759, 4.51759, 4.51759, 4.51759, 4.51759, 4.51759, 4.51759, 4.51759, 11.9341, 4.51759, 14.1489
2.91037, 25.7646, 28.5099, 4.52522, 5.26921, -2.74534, 12.0266, 0, 4.52523, 4.52523, 4.52887, 4.52788, 4.85669, 4.52522, 4.52522, 4.52522, 4.52522, 4.52522, 4.52522, 4.52522, 4.52522, 4.52522, 12.2354, 4.52522, 12.9605
2.91824, 24.3828, 28.1864, 4.52676, 5.13642, -3.80356, 12.6334, 0, 4.52677, 4.52677, 4.5304, 4.52942, 4.80767, 4.52676, 4.52676, 4.52676, 4.52676, 4.52676, 4.52676, 4.52676, 4.52676, 4.52676, 12.5076, 4.52676, 11.8117
2.92612, 27.5591, 27.8174, 4.52177, 5.43683, -0.258286, 13.1575, 0, 4.52178, 4.52178, 4.52542, 4.52443, 4.75654, 4.52177, 4.52177, 4.52177, 4.52177, 4.52177, 4.52177, 4.52177, 4.52177, 4.52177, 12.7363, 4.52177, 10.726
2.93399, 23.1035, 27.3897, 4.50995, 5.01033, -4.28621, 13.5785, 0, 4.50996, 4.50996, 4.51359, 4.51261, 4.70344, 4.50995, 4.50995, 4.50995, 4.50995, 4.50995, 4.50995, 4.50995, 4.50995, 4.50995, 12.9107, 4.50995, 9.72062
2.94187, 18.1178, 26.8897, 4.49113, 4.48529, -8.7719, 13.8788, 0, 4.49115, 4.49114, 4.49478, 4.4938, 4.6484, 4.49113, 4.49113, 4.49113, 4.49113, 4.49113, 4.49113, 4.49113, 4.49113, 4.49114, 13.0227, 4.49113, 8.80692
2.94975, 23.2612, 26.3053, 4.46537, 5.02605, -3.04412, 14.0457, 0, 4.46538, 4.46538, 4.46901, 4.46803, 4.59142, 4.46537, 4.46537, 4.46537, 4.46537, 4.46537, 4.46537, 4.46537, 4.46537, 4.46537, 13.0673, 4.46537, 7.99071
2.95762, 27.2737, 25.6267, 4.43287, 5.41052, 1.64704, 14.0715, 0, 4.43288, 4.43288, 4.43651, 4.43553, 4.53251, 4.43287, 4.43287, 4.43287, 4.43287, 4.43287, 4.43287, 4.43287, 4.43287, 4.43287, 13.042, 4.43287, 7.27298
2.9655, 16.3784, 24.8477, 4.39408, 4.28701, -8.46928, 13.9546, 0, 4.3941, 4.39409, 4.39773, 4.39675, 4.47176, 4.39408, 4.39408, 4.39408, 4.39408, 4.39408, 4.39408, 4.39408, 4.39408, 4.39408, 12.9464, 4.39408, 6.65079
2.97337, 32.078, 23.967, 4.34963, 5.83764, 8.11108, 13.6995, 0, 4.34965, 4.34964, 4.35328, 4.3523, 4.40936, 4.34963, 4.34963, 4.34963, 4.34963, 4.34963, 4.34963, 4.34963, 4.34963, 4.34964, 12.7824, 4.34963, 6.11823
2.98125, 25.4857, 22.9881, 4.30035, 5.24268, 2.49757, 13.3163, 0, 4.30036, 4.30036, 4.30399, 4.30301, 4.34564, 4.30035, 4.30035, 4.30035, 4.30035, 4.30035, 4.30035, 4.30035, 4.30035, 4.30035, 12.5534, 4.30035, 5.66751
2.98912, 18.2531, 21.9201, 4.24718, 4.50034, -3.66699, 12.8203, 0, 4.2472, 4.24719, 4.25083, 4.24985, 4.28106, 4.24718, 4.24718, 4.24718, 4.24718, 4.24718, 4.24718, 4.24718, 4.24718, 4.24719, 12.2642, 4.24718, 5.28964
2.997, 19.8987, 20.7763, 4.19122, 4.67961, -0.877602, 12.2309, 0, 4.19124, 4.19123, 4.19487, 4.19389, 4.21621, 4.19122, 4.19122, 4.19122, 4.19122, 4.19122, 4.19122, 4.19122, 4.19122, 4.19122, 11.9213, 4.19122, 4.97531
3.00487, 19.3955, 19.5745, 4.13359, 4.62553, -0.179007, 11.5701, 0, 4.1336, 4.1336, 4.13723, 4.13625, 4.15177, 4.13359, 4.13359, 4.13359, 4.13359, 4.13359, 4.13359, 4.13359, 4.13359, 4.13359, 11.5317, 4.13359, 4.71534
3.01275, 22.9059, 18.3352, 4.07542, 4.99058, 4.57076, 10.8618, 0, 4.07544, 4.07543, 4.07907, 4.07809, 4.08847, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 11.1036, 4.07542, 4.50123
3.02062, 26.2893, 17.0806, 4.01781, 5.31877, 9.20874, 10.1296, 0, 4.01782, 4.01782, 4.02145, 4.02047, 4.02705, 4.01781, 4.01781, 4.01781, 4.01781, 4.01781, 4.01781, 4.01781, 4.01781, 4.01781, 10.6458, 4.01781, 4.32527
3.0285, 17.3198, 15.8336, 3.96175, 4.39543, 1.48619, 9.39639, 0, 3.96176, 3.96176, 3.96539, 3.96441, 3.9682, 3.96175, 3.96175, 3.96175, 3.96175, 3.96175, 3.96175, 3.96175, 3.96175, 3.96175, 10.1671, 3.96175, 4.18077
3.03637, 16.0607, 14.6162, 3.90809, 4.24979, 1.44453, 8.68268, 0, 3.90811, 3.9081, 3.91174, 3.91075, 3.91254, 3.90809, 3.90809, 3.90809, 3.90809, 3.90809, 3.90809, 3.90809, 3.90809, 3.90809, 9.67688, 3.90809, 4.06202
3.04425, 17.7226, 13.4485, 3.85752, 4.44101, 4.27406, 8.006, 0, 3.85754, 3.85753, 3.86117, 3.86019, 3.86054, 3.85752, 3.85752, 3.85752, 3.85752, 3.85752, 3.85752, 3.85752, 3.85752, 3.85752, 9.18396, 3.85752, 3.96426
