   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_395.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.88341, 35.9927, 39.0168, 9.26468, 6.16382, -3.02411, 0, 9.26469, 9.26525, 9.26469, 9.26504, 9.27143, 9.99319, 9.26468, 9.26468, 9.26468, 9.26468, 9.26468, 9.26468, 9.26468, 9.26468, 9.26468, 13.0137, 9.26468, 9.26468, 34.5316
2.89134, 46.06, 35.9165, 9.32872, 6.93253, 10.1435, 0, 9.32872, 9.32928, 9.32872, 9.32907, 9.33546, 9.88032, 9.32872, 9.32872, 9.32872, 9.32872, 9.32872, 9.32872, 9.32872, 9.32872, 9.32872, 13.4195, 9.32872, 9.32872, 31.2665
2.89927, 34.9255, 32.8749, 9.38492, 6.07664, 2.05063, 0, 9.38492, 9.38548, 9.38492, 9.38527, 9.39166, 9.79833, 9.38492, 9.38492, 9.38492, 9.38492, 9.38492, 9.38492, 9.38492, 9.38492, 9.38492, 13.8035, 9.38492, 9.38492, 28.0352
2.9072, 39.6048, 29.9913, 9.43127, 6.45018, 9.61355, 0, 9.43128, 9.43184, 9.43128, 9.43163, 9.43802, 9.73925, 9.43127, 9.43127, 9.43127, 9.43127, 9.43127, 9.43127, 9.43127, 9.43127, 9.43127, 14.1496, 9.43127, 9.43127, 24.9573
2.91512, 34.7734, 27.339, 9.4656, 6.0641, 7.43436, 0, 9.4656, 9.46616, 9.4656, 9.46596, 9.47235, 9.69493, 9.4656, 9.4656, 9.4656, 9.4656, 9.4656, 9.4656, 9.4656, 9.4656, 9.4656, 14.4442, 9.4656, 9.4656, 22.1234
2.92305, 37.2027, 24.9631, 9.48564, 6.26121, 12.2396, 0, 9.48564, 9.4862, 9.48564, 9.48599, 9.49238, 9.6576, 9.48564, 9.48564, 9.48564, 9.48564, 9.48564, 9.48564, 9.48564, 9.48564, 9.48564, 14.6767, 9.48564, 9.48564, 19.5924
2.93098, 28.7924, 22.883, 9.48916, 5.54909, 5.90942, 0, 9.48917, 9.48973, 9.48917, 9.48952, 9.49591, 9.62018, 9.48916, 9.48916, 9.48916, 9.48916, 9.48916, 9.48916, 9.48916, 9.48916, 9.48916, 14.84, 9.48916, 9.48916, 17.3935
2.9389, 36.2941, 21.0951, 9.47422, 6.18822, 15.199, 0, 9.47422, 9.47478, 9.47422, 9.47457, 9.48096, 9.57662, 9.47422, 9.47422, 9.47422, 9.47422, 9.47422, 9.47422, 9.47422, 9.47422, 9.47422, 14.9296, 9.47422, 9.47422, 15.5296
2.94683, 28.5832, 19.5791, 9.43923, 5.53021, 9.00417, 0, 9.43923, 9.43979, 9.43923, 9.43959, 9.44598, 9.52207, 9.43923, 9.43923, 9.43923, 9.43923, 9.43923, 9.43923, 9.43923, 9.43923, 9.43923, 14.9442, 9.43923, 9.43923, 13.9836
2.95476, 23.1155, 18.3031, 9.38328, 5.01153, 4.81235, 0, 9.38328, 9.38384, 9.38328, 9.38363, 9.39002, 9.45304, 9.38328, 9.38328, 9.38328, 9.38328, 9.38328, 9.38328, 9.38328, 9.38328, 9.38328, 14.8844, 9.38328, 9.38328, 12.7246
2.96268, 20.8652, 17.229, 9.30622, 4.78176, 3.63628, 0, 9.30622, 9.30678, 9.30622, 9.30657, 9.31296, 9.36748, 9.30622, 9.30622, 9.30622, 9.30622, 9.30622, 9.30622, 9.30622, 9.30622, 9.30622, 14.7529, 9.30622, 9.30622, 11.7133
2.97061, 19.1299, 16.3168, 9.20882, 4.59673, 2.8131, 0, 9.20882, 9.20938, 9.20882, 9.20918, 9.21557, 9.26479, 9.20882, 9.20882, 9.20882, 9.20882, 9.20882, 9.20882, 9.20882, 9.20882, 9.20882, 14.554, 9.20882, 9.20882, 10.908
2.97854, 19.7132, 15.5288, 9.09282, 4.65974, 4.18437, 0, 9.09282, 9.09338, 9.09282, 9.09317, 9.09956, 9.14574, 9.09282, 9.09282, 9.09282, 9.09282, 9.09282, 9.09282, 9.09282, 9.09282, 9.09282, 14.2928, 9.09282, 9.09282, 10.2682
2.98646, 11.8459, 14.8318, 8.96091, 3.72101, -2.98588, 0, 8.96091, 8.96147, 8.96091, 8.96127, 8.96766, 9.01242, 8.96091, 8.96091, 8.96091, 8.96091, 8.96091, 8.96091, 8.96091, 8.96091, 8.96091, 13.9757, 8.96091, 8.96091, 9.75778
2.99439, 23.9928, 14.1986, 8.81661, 5.09831, 9.79418, 0, 8.81661, 8.81717, 8.81661, 8.81697, 8.82335, 8.86798, 8.81661, 8.81661, 8.81661, 8.81661, 8.81661, 8.81661, 8.81661, 8.81661, 8.81661, 13.61, 8.81661, 8.81661, 9.34611
3.00232, 8.99291, 13.6088, 8.66405, 3.31556, -4.61587, 0, 8.66405, 8.66461, 8.66405, 8.6644, 8.67079, 8.71637, 8.66405, 8.66405, 8.66405, 8.66405, 8.66405, 8.66405, 8.66405, 8.66405, 8.66405, 13.2039, 8.66405, 8.66405, 9.00892
3.01024, 12.9927, 13.0489, 8.50774, 3.87204, -0.0562687, 0, 8.50774, 8.5083, 8.50774, 8.50809, 8.51448, 8.56207, 8.50774, 8.50774, 8.50774, 8.50774, 8.50774, 8.50774, 8.50774, 8.50774, 8.50774, 12.7667, 8.50774, 8.50774, 8.72794
3.01817, 19.7204, 12.5116, 8.35224, 4.66052, 7.20881, 0, 8.35224, 8.3528, 8.35224, 8.35259, 8.35898, 8.40976, 8.35224, 8.35224, 8.35224, 8.35224, 8.35224, 8.35224, 8.35224, 8.35224, 8.35224, 12.3086, 8.35224, 8.35224, 8.49007
3.0261, 20.7253, 11.9948, 8.20185, 4.7671, 8.73052, 0, 8.20185, 8.20241, 8.20185, 8.2022, 8.20859, 8.26393, 8.20185, 8.20185, 8.20185, 8.20185, 8.20185, 8.20185, 8.20185, 8.20185, 8.20185, 11.8404, 8.20185, 8.20185, 8.28644
3.03402, 17.9976, 11.5, 8.06028, 4.47186, 6.49752, 0, 8.06028, 8.06084, 8.06028, 8.06063, 8.06702, 8.1286, 8.06028, 8.06028, 8.06028, 8.06028, 8.06028, 8.06028, 8.06028, 8.06028, 8.06028, 11.3731, 8.06028, 8.06028, 8.11118
3.04195, 10.2627, 11.0319, 7.93046, 3.50182, -0.769167, 0, 7.93047, 7.93103, 7.93047, 7.93082, 7.93721, 8.00713, 7.93046, 7.93046, 7.93046, 7.93046, 7.93046, 7.93046, 7.93046, 7.93046, 7.93046, 10.9175, 7.93046, 7.93046, 7.9605
3.04988, 11.4698, 10.596, 7.81439, 3.67012, 0.873796, 0, 7.81439, 7.81496, 7.81439, 7.81475, 7.82114, 7.90199, 7.81439, 7.81439, 7.81439, 7.81439, 7.81439, 7.81439, 7.81439, 7.81439, 7.81439, 10.4833, 7.81439, 7.81439, 7.83177
3.0578, 10.2603, 10.198, 7.71301, 3.50147, 0.0622683, 0, 7.71302, 7.71358, 7.71302, 7.71337, 7.71976, 7.8147, 7.71301, 7.71301, 7.71301, 7.71301, 7.71301, 7.71301, 7.71301, 7.71301, 7.71301, 10.0788, 7.71301, 7.71301, 7.72288
3.06573, 8.51337, 9.84302, 7.62632, 3.24243, -1.32965, 0, 7.62632, 7.62688, 7.62632, 7.62667, 7.63306, 7.74586, 7.62632, 7.62632, 7.62632, 7.62632, 7.62632, 7.62632, 7.62632, 7.62632, 7.62632, 9.71031, 7.62632, 7.62632, 7.63181
3.07366, 8.48178, 9.53423, 7.55342, 3.23756, -1.05245, 0, 7.55342, 7.55399, 7.55343, 7.55378, 7.56017, 7.69522, 7.55342, 7.55342, 7.55342, 7.55342, 7.55342, 7.55342, 7.55342, 7.55342, 7.55342, 9.38176, 7.55342, 7.55342, 7.55642
3.08158, 10.9976, 9.27308, 7.49279, 3.60522, 1.72456, 0, 7.49279, 7.49335, 7.49279, 7.49315, 7.49954, 7.6618, 7.49279, 7.49279, 7.49279, 7.49279, 7.49279, 7.49279, 7.49279, 7.49279, 7.49279, 9.09479, 7.49279, 7.49279, 7.4944
3.08951, 8.99757, 9.05898, 7.44245, 3.31626, -0.0614119, 0, 7.44246, 7.44302, 7.44246, 7.44281, 7.4492, 7.64408, 7.44245, 7.44245, 7.44245, 7.44245, 7.44245, 7.44245, 7.44245, 7.44245, 7.44245, 8.84884, 7.44245, 7.44245, 7.4433
3.09744, 5.74933, 8.88939, 7.40026, 2.78376, -3.14006, 0, 7.40026, 7.40083, 7.40027, 7.40062, 7.40701, 7.64011, 7.40026, 7.40026, 7.40026, 7.40026, 7.40026, 7.40026, 7.40026, 7.40026, 7.40026, 8.64143, 7.40026, 7.40026, 7.4007
3.10537, 4, 8.76024, 7.36413, 2.44949, -4.76024, 0, 7.36413, 7.36469, 7.36413, 7.36449, 7.37088, 7.64776, 7.36413, 7.36413, 7.36413, 7.36413, 7.36413, 7.36413, 7.36413, 7.36413, 7.36413, 8.46872, 7.36413, 7.36413, 7.36435
3.11329, 4, 8.66624, 7.33221, 2.44949, -4.66624, 0, 7.33221, 7.33277, 7.33221, 7.33257, 7.33895, 7.66472, 7.33221, 7.33221, 7.33221, 7.33221, 7.33221, 7.33221, 7.33221, 7.33221, 7.33221, 8.32594, 7.33221, 7.33221, 7.33232
3.12122, 5, 8.60143, 7.30309, 2.64575, -3.60143, 0, 7.30309, 7.30366, 7.3031, 7.30345, 7.30984, 7.6887, 7.30309, 7.30309, 7.30309, 7.30309, 7.30309, 7.30309, 7.30309, 7.30309, 7.30309, 8.20809, 7.30309, 7.30309, 7.30314
3.12915, 5, 8.55954, 7.27585, 2.64575, -3.55954, 0, 7.27585, 7.27641, 7.27585, 7.27621, 7.28259, 7.71745, 7.27585, 7.27585, 7.27585, 7.27585, 7.27585, 7.27585, 7.27585, 7.27585, 7.27585, 8.11023, 7.27585, 7.27585, 7.27587
3.13707, 11, 8.53439, 7.25007, 3.60555, 2.46561, 0, 7.25007, 7.25064, 7.25008, 7.25043, 7.25682, 7.7488, 7.25007, 7.25007, 7.25007, 7.25007, 7.25007, 7.25007, 7.25007, 7.25007, 7.25007, 8.02797, 7.25007, 7.25007, 7.25008
3.145, 4, 8.5202, 7.22585, 2.44949, -4.5202, 0, 7.22585, 7.22641, 7.22585, 7.2262, 7.23259, 7.7807, 7.22585, 7.22585, 7.22585, 7.22585, 7.22585, 7.22585, 7.22585, 7.22585, 7.22585, 7.95767, 7.22585, 7.22585, 7.22585
3.15293, 3.4627, 8.51184, 7.20365, 2.33724, -5.04913, 0, 7.20365, 7.20422, 7.20365, 7.20401, 7.2104, 7.81128, 7.20365, 7.20365, 7.20365, 7.20365, 7.20365, 7.20365, 7.20365, 7.20365, 7.20365, 7.89653, 7.20365, 7.20365, 7.20365
3.16085, 4.5373, 8.50492, 7.18427, 2.55681, -3.96762, 0, 7.18427, 7.18483, 7.18427, 7.18463, 7.19102, 7.83886, 7.18427, 7.18427, 7.18427, 7.18427, 7.18427, 7.18427, 7.18427, 7.18427, 7.18427, 7.84265, 7.18427, 7.18427, 7.18427
3.16878, 2.22657, 8.49596, 7.16863, 2.05586, -6.26939, 0, 7.16863, 7.16919, 7.16863, 7.16898, 7.17537, 7.86203, 7.16863, 7.16863, 7.16863, 7.16863, 7.16863, 7.16863, 7.16863, 7.16863, 7.16863, 7.79488, 7.16863, 7.16863, 7.16863
3.17671, 3.99755, 8.48242, 7.1577, 2.44899, -4.48487, 0, 7.1577, 7.15826, 7.1577, 7.15805, 7.16444, 7.87971, 7.1577, 7.1577, 7.1577, 7.1577, 7.1577, 7.1577, 7.1577, 7.1577, 7.1577, 7.75273, 7.1577, 7.1577, 7.1577
3.18463, 2.77587, 8.46269, 7.15235, 2.18538, -5.68681, 0, 7.15235, 7.15291, 7.15235, 7.15271, 7.15909, 7.8912, 7.15235, 7.15235, 7.15235, 7.15235, 7.15235, 7.15235, 7.15235, 7.15235, 7.15235, 7.71616, 7.15235, 7.15235, 7.15235
3.19256, 6, 8.43604, 7.15328, 2.82843, -2.43604, 0, 7.15329, 7.15385, 7.15329, 7.15364, 7.16003, 7.89626, 7.15328, 7.15328, 7.15328, 7.15328, 7.15328, 7.15328, 7.15328, 7.15328, 7.15328, 7.68539, 7.15328, 7.15328, 7.15328
3.20049, 3.21688, 8.40263, 7.16098, 2.28405, -5.18575, 0, 7.16098, 7.16154, 7.16098, 7.16133, 7.16772, 7.8951, 7.16098, 7.16098, 7.16098, 7.16098, 7.16098, 7.16098, 7.16098, 7.16098, 7.16098, 7.66083, 7.16098, 7.16098, 7.16098
3.20841, 6.78312, 8.36331, 7.17563, 2.96363, -1.58019, 0, 7.17564, 7.1762, 7.17564, 7.17599, 7.18238, 7.88841, 7.17563, 7.17563, 7.17563, 7.17563, 7.17563, 7.17563, 7.17563, 7.17563, 7.17563, 7.64286, 7.17563, 7.17563, 7.17563
3.21634, 6, 8.31956, 7.1972, 2.82843, -2.31956, 0, 7.1972, 7.19776, 7.1972, 7.19755, 7.20394, 7.8773, 7.1972, 7.1972, 7.1972, 7.1972, 7.1972, 7.1972, 7.1972, 7.1972, 7.1972, 7.63179, 7.1972, 7.1972, 7.1972
3.22427, 2.20966, 8.2733, 7.22537, 2.05175, -6.06364, 0, 7.22537, 7.22593, 7.22537, 7.22573, 7.23212, 7.86319, 7.22537, 7.22537, 7.22537, 7.22537, 7.22537, 7.22537, 7.22537, 7.22537, 7.22537, 7.6278, 7.22537, 7.22537, 7.22537
3.23219, 7.79034, 8.22667, 7.25967, 3.12895, -0.436327, 0, 7.25968, 7.26024, 7.25968, 7.26003, 7.26642, 7.84777, 7.25967, 7.25967, 7.25967, 7.25967, 7.25967, 7.25967, 7.25967, 7.25967, 7.25967, 7.6309, 7.25967, 7.25967, 7.25967
3.24012, 4, 8.18192, 7.29947, 2.44949, -4.18192, 0, 7.29947, 7.30003, 7.29947, 7.29983, 7.30622, 7.83278, 7.29947, 7.29947, 7.29947, 7.29947, 7.29947, 7.29947, 7.29947, 7.29947, 7.29947, 7.64093, 7.29947, 7.29947, 7.29947
3.24805, 4, 8.14118, 7.34403, 2.44949, -4.14118, 0, 7.34404, 7.3446, 7.34404, 7.34439, 7.35078, 7.81993, 7.34403, 7.34403, 7.34403, 7.34403, 7.34403, 7.34403, 7.34403, 7.34403, 7.34403, 7.65761, 7.34403, 7.34404, 7.34403
3.25597, 3, 8.10631, 7.39259, 2.23607, -5.10631, 0, 7.39259, 7.39316, 7.39259, 7.39295, 7.39934, 7.81076, 7.39259, 7.39259, 7.39259, 7.39259, 7.39259, 7.39259, 7.39259, 7.39259, 7.39259, 7.68047, 7.39259, 7.39259, 7.39259
3.2639, 2, 8.0788, 7.44435, 2, -6.0788, 0, 7.44435, 7.44491, 7.44435, 7.4447, 7.45109, 7.80649, 7.44435, 7.44435, 7.44435, 7.44435, 7.44435, 7.44435, 7.44435, 7.44435, 7.44435, 7.70897, 7.44435, 7.44435, 7.44435
3.27183, 7, 8.05965, 7.49853, 3, -1.05965, 0, 7.49853, 7.4991, 7.49854, 7.49889, 7.50528, 7.80803, 7.49853, 7.49853, 7.49853, 7.49853, 7.49853, 7.49853, 7.49853, 7.49853, 7.49853, 7.74247, 7.49853, 7.49854, 7.49853
3.27975, 3.19281, 8.04935, 7.55438, 2.27877, -4.85655, 0, 7.55439, 7.55495, 7.55439, 7.55474, 7.56113, 7.81582, 7.55438, 7.55438, 7.55438, 7.55438, 7.55438, 7.55438, 7.55438, 7.55438, 7.55438, 7.78023, 7.55438, 7.55439, 7.55438
3.28768, 1.80719, 8.04795, 7.61121, 1.9512, -6.24075, 0, 7.61122, 7.61178, 7.61122, 7.61157, 7.61796, 7.82996, 7.61121, 7.61121, 7.61121, 7.61121, 7.61121, 7.61121, 7.61121, 7.61121, 7.61121, 7.8215, 7.61121, 7.61123, 7.61121
3.29561, 5, 8.05496, 7.66833, 2.64575, -3.05496, 0, 7.66833, 7.6689, 7.66834, 7.66869, 7.67508, 7.85014, 7.66833, 7.66833, 7.66833, 7.66833, 7.66833, 7.66833, 7.66833, 7.66833, 7.66833, 7.86545, 7.66833, 7.66836, 7.66833
3.30353, 3, 8.06958, 7.72512, 2.23607, -5.06958, 0, 7.72512, 7.72568, 7.72512, 7.72547, 7.73186, 7.87574, 7.72512, 7.72512, 7.72512, 7.72512, 7.72512, 7.72512, 7.72512, 7.72512, 7.72512, 7.91124, 7.72512, 7.72516, 7.72512
3.31146, 3, 8.09068, 7.78096, 2.23607, -5.09068, 0, 7.78096, 7.78153, 7.78096, 7.78132, 7.78771, 7.90588, 7.78096, 7.78096, 7.78096, 7.78096, 7.78096, 7.78096, 7.78096, 7.78096, 7.78096, 7.95802, 7.78096, 7.78102, 7.78096
3.31939, 1, 8.11694, 7.83531, 1.73205, -7.11694, 0, 7.83531, 7.83587, 7.83531, 7.83567, 7.84206, 7.93954, 7.83531, 7.83531, 7.83531, 7.83531, 7.83531, 7.83531, 7.83531, 7.83531, 7.83531, 8.00493, 7.83531, 7.8354, 7.83531
3.32732, 4, 8.14697, 7.88765, 2.44949, -4.14697, 0, 7.88765, 7.88822, 7.88765, 7.88801, 7.8944, 7.97561, 7.88765, 7.88765, 7.88765, 7.88765, 7.88765, 7.88765, 7.88765, 7.88765, 7.88765, 8.05119, 7.88765, 7.88779, 7.88765
3.33524, 5, 8.17937, 7.93753, 2.64575, -3.17937, 0, 7.93753, 7.93809, 7.93753, 7.93788, 7.94428, 8.01299, 7.93753, 7.93753, 7.93753, 7.93753, 7.93753, 7.93753, 7.93753, 7.93753, 7.93753, 8.09602, 7.93753, 7.93773, 7.93753
3.34317, 3, 8.21284, 7.98456, 2.23607, -5.21284, 0, 7.98456, 7.98513, 7.98456, 7.98492, 7.99132, 8.05065, 7.98456, 7.98456, 7.98456, 7.98456, 7.98456, 7.98456, 7.98456, 7.98456, 7.98456, 8.13876, 7.98456, 7.98486, 7.98456
3.3511, 2, 8.24624, 8.02847, 2, -6.24624, 0, 8.02847, 8.02904, 8.02847, 8.02883, 8.03523, 8.08773, 8.02847, 8.02847, 8.02847, 8.02847, 8.02847, 8.02847, 8.02847, 8.02847, 8.02847, 8.17887, 8.02847, 8.02888, 8.02847
3.35902, 6, 8.27865, 8.0691, 2.82843, -2.27865, 0, 8.0691, 8.06966, 8.0691, 8.06946, 8.07587, 8.12352, 8.0691, 8.0691, 8.0691, 8.0691, 8.0691, 8.0691, 8.0691, 8.0691, 8.0691, 8.21596, 8.0691, 8.06967, 8.0691
3.36695, 1, 8.30942, 8.10643, 1.73205, -7.30942, 0, 8.10643, 8.107, 8.10643, 8.10679, 8.11322, 8.15757, 8.10643, 8.10643, 8.10643, 8.10643, 8.10643, 8.10643, 8.10643, 8.10643, 8.10643, 8.2498, 8.10643, 8.10719, 8.10643
3.37488, 6, 8.33815, 8.1406, 2.82843, -2.33815, 0, 8.1406, 8.14116, 8.1406, 8.14095, 8.14741, 8.18962, 8.1406, 8.1406, 8.1406, 8.1406, 8.1406, 8.1406, 8.1406, 8.1406, 8.1406, 8.28038, 8.1406, 8.1416, 8.1406
3.3828, 2, 8.36472, 8.1719, 2, -6.36472, 0, 8.1719, 8.17246, 8.1719, 8.17225, 8.17875, 8.21969, 8.1719, 8.1719, 8.1719, 8.1719, 8.1719, 8.1719, 8.1719, 8.1719, 8.1719, 8.30786, 8.1719, 8.17319, 8.1719
3.39073, 5, 8.38929, 8.20077, 2.64575, -3.38929, 0, 8.20078, 8.20134, 8.20078, 8.20113, 8.20769, 8.24799, 8.20077, 8.20077, 8.20077, 8.20077, 8.20077, 8.20077, 8.20077, 8.20077, 8.20077, 8.33259, 8.20077, 8.2024, 8.20077
3.39866, 3, 8.41222, 8.22782, 2.23607, -5.41222, 0, 8.22782, 8.22838, 8.22782, 8.22817, 8.23483, 8.27495, 8.22782, 8.22782, 8.22782, 8.22782, 8.22782, 8.22782, 8.22782, 8.22782, 8.22782, 8.35512, 8.22782, 8.22983, 8.22782
3.40658, 5.15421, 8.43406, 8.25371, 2.67474, -3.27985, 0, 8.25371, 8.25428, 8.25371, 8.25407, 8.26086, 8.30114, 8.25371, 8.25371, 8.25371, 8.25371, 8.25371, 8.25371, 8.25371, 8.25371, 8.25371, 8.37611, 8.25371, 8.25615, 8.25371
3.41451, 4.99758, 8.4555, 8.27921, 2.64529, -3.45792, 0, 8.27922, 8.27978, 8.27922, 8.27957, 8.28656, 8.32723, 8.27921, 8.27921, 8.27921, 8.27921, 8.27921, 8.27921, 8.27921, 8.27921, 8.27921, 8.39632, 8.27921, 8.2821, 8.27921
3.42244, 1.84821, 8.4773, 8.30511, 1.96168, -6.62909, 0, 8.30511, 8.30567, 8.30511, 8.30547, 8.31274, 8.35393, 8.30511, 8.30511, 8.30511, 8.30511, 8.30511, 8.30511, 8.30511, 8.30511, 8.30511, 8.41655, 8.30511, 8.30847, 8.30511
3.43036, 6, 8.50022, 8.33214, 2.82843, -2.50022, 0, 8.33214, 8.3327, 8.33214, 8.3325, 8.34017, 8.38196, 8.33214, 8.33214, 8.33214, 8.33214, 8.33214, 8.33214, 8.33214, 8.33214, 8.33214, 8.43761, 8.33214, 8.33597, 8.33214
3.43829, 5, 8.52501, 8.361, 2.64575, -3.52501, 0, 8.361, 8.36156, 8.361, 8.36135, 8.36959, 8.41197, 8.361, 8.361, 8.361, 8.361, 8.361, 8.361, 8.361, 8.361, 8.361, 8.46024, 8.361, 8.36527, 8.361
3.44622, 2, 8.55232, 8.39225, 2, -6.55232, 0, 8.39225, 8.39282, 8.39226, 8.39261, 8.40161, 8.44453, 8.39225, 8.39225, 8.39225, 8.39225, 8.39225, 8.39225, 8.39225, 8.39225, 8.39225, 8.48508, 8.39225, 8.39693, 8.39225
3.45414, 2, 8.58273, 8.42637, 2, -6.58273, 0, 8.42637, 8.42693, 8.42637, 8.42672, 8.43676, 8.48008, 8.42637, 8.42637, 8.42637, 8.42637, 8.42637, 8.42637, 8.42637, 8.42637, 8.42637, 8.51268, 8.42637, 8.43138, 8.42637
3.46207, 3, 8.61666, 8.46364, 2.23607, -5.61666, 0, 8.46364, 8.4642, 8.46364, 8.46399, 8.47544, 8.5189, 8.46364, 8.46364, 8.46364, 8.46364, 8.46364, 8.46364, 8.46364, 8.46364, 8.46364, 8.54339, 8.46364, 8.4689, 8.46364
3.47, 3.13494, 8.65444, 8.50422, 2.26604, -5.5195, 0, 8.50422, 8.50478, 8.50422, 8.50458, 8.51791, 8.56115, 8.50422, 8.50422, 8.50422, 8.50422, 8.50422, 8.50422, 8.50422, 8.50422, 8.50422, 8.57747, 8.50422, 8.50965, 8.50422
3.47792, 1.86506, 8.6963, 8.54813, 1.96598, -6.83124, 0, 8.54814, 8.5487, 8.54814, 8.54849, 8.56434, 8.60683, 8.54813, 8.54813, 8.54813, 8.54813, 8.54813, 8.54813, 8.54813, 8.54813, 8.54813, 8.61498, 8.54813, 8.55362, 8.54813
3.48585, 2.13011, 8.74238, 8.59528, 2.03227, -6.61227, 0, 8.59529, 8.59585, 8.59529, 8.59564, 8.61483, 8.65585, 8.59528, 8.59528, 8.59528, 8.59528, 8.59528, 8.59528, 8.59528, 8.59528, 8.59528, 8.65591, 8.59528, 8.60071, 8.59528
3.49378, 3.86989, 8.7928, 8.64546, 2.42279, -4.92291, 0, 8.64546, 8.64603, 8.64547, 8.64582, 8.66942, 8.708, 8.64546, 8.64546, 8.64546, 8.64546, 8.64546, 8.64546, 8.64546, 8.64546, 8.64546, 8.7001, 8.64546, 8.65073, 8.64546
3.50171, 3, 8.84765, 8.69841, 2.23607, -5.84765, 0, 8.69841, 8.69897, 8.69841, 8.69876, 8.72817, 8.763, 8.69841, 8.69841, 8.69841, 8.69841, 8.69841, 8.69841, 8.69841, 8.69841, 8.69841, 8.74734, 8.69841, 8.70342, 8.69841
3.50963, 3, 8.90706, 8.7538, 2.23607, -5.90706, 0, 8.7538, 8.75436, 8.7538, 8.75416, 8.79115, 8.82054, 8.7538, 8.7538, 8.7538, 8.7538, 8.7538, 8.7538, 8.7538, 8.7538, 8.7538, 8.79735, 8.7538, 8.75848, 8.7538
3.51756, 2, 8.97122, 8.81132, 2, -6.97122, 0, 8.81132, 8.81188, 8.81132, 8.81167, 8.85852, 8.88028, 8.81132, 8.81132, 8.81132, 8.81132, 8.81132, 8.81132, 8.81132, 8.81132, 8.81132, 8.84984, 8.81132, 8.8156, 8.81132
3.52549, 2, 9.04042, 8.87064, 2, -7.04042, 0, 8.87064, 8.8712, 8.87064, 8.87099, 8.93051, 8.94191, 8.87064, 8.87064, 8.87064, 8.87064, 8.87064, 8.87064, 8.87064, 8.87064, 8.87064, 8.90449, 8.87064, 8.87448, 8.87064
3.53341, 3.11564, 9.11499, 8.93145, 2.26178, -5.99935, 0, 8.93145, 8.93201, 8.93145, 8.93181, 9.00745, 9.00511, 8.93145, 8.93145, 8.93145, 8.93145, 8.93145, 8.93145, 8.93145, 8.93145, 8.93145, 8.96101, 8.93145, 8.93484, 8.93145
3.54134, 4.88436, 9.19536, 8.99348, 2.62381, -4.311, 0, 8.99348, 8.99404, 8.99348, 8.99383, 9.08973, 9.06959, 8.99348, 8.99348, 8.99348, 8.99348, 8.99348, 8.99348, 8.99348, 8.99348, 8.99348, 9.01914, 8.99348, 8.9964, 8.99348
3.54927, 4, 9.28199, 9.05649, 2.44949, -5.28199, 0, 9.05649, 9.05705, 9.05649, 9.05684, 9.17781, 9.13512, 9.05649, 9.05649, 9.05649, 9.05649, 9.05649, 9.05649, 9.05649, 9.05649, 9.05649, 9.07862, 9.05649, 9.05897, 9.05649
3.55719, 7.10842, 9.37532, 9.12028, 3.01802, -2.2669, 0, 9.12028, 9.12084, 9.12028, 9.12064, 9.27213, 9.20151, 9.12028, 9.12028, 9.12028, 9.12028, 9.12028, 9.12028, 9.12028, 9.12028, 9.12028, 9.13925, 9.12028, 9.12234, 9.12028
3.56512, 3.89158, 9.47567, 9.18468, 2.42726, -5.58409, 0, 9.18468, 9.18524, 9.18468, 9.18504, 9.37302, 9.26857, 9.18468, 9.18468, 9.18468, 9.18468, 9.18468, 9.18468, 9.18468, 9.18468, 9.18468, 9.20084, 9.18468, 9.18636, 9.18468
3.57305, 4, 9.58322, 9.24957, 2.44949, -5.58322, 0, 9.24958, 9.25014, 9.24958, 9.24993, 9.48066, 9.33619, 9.24957, 9.24957, 9.24957, 9.24957, 9.24957, 9.24957, 9.24957, 9.24957, 9.24957, 9.26325, 9.24957, 9.25092, 9.24957
3.58097, 3, 9.69784, 9.31486, 2.23607, -6.69784, 0, 9.31486, 9.31542, 9.31486, 9.31521, 9.59495, 9.40426, 9.31486, 9.31486, 9.31486, 9.31486, 9.31486, 9.31486, 9.31486, 9.31486, 9.31486, 9.32636, 9.31486, 9.31591, 9.31486
3.5889, 4, 9.81903, 9.38045, 2.44949, -5.81903, 0, 9.38046, 9.38102, 9.38046, 9.38081, 9.71542, 9.4727, 9.38045, 9.38045, 9.38045, 9.38045, 9.38045, 9.38045, 9.38045, 9.38045, 9.38045, 9.39007, 9.38045, 9.38127, 9.38045
3.59683, 0, 9.94588, 9.44631, 1.41421, -9.94588, 0, 9.44632, 9.44688, 9.44632, 9.44667, 9.8412, 9.54147, 9.44631, 9.44631, 9.44631, 9.44631, 9.44631, 9.44631, 9.44631, 9.44631, 9.44631, 9.45431, 9.44631, 9.44693, 9.44631
3.60475, 5, 10.077, 9.5124, 2.64575, -5.077, 0, 9.5124, 9.51297, 9.5124, 9.51276, 9.9709, 9.61052, 9.5124, 9.5124, 9.5124, 9.5124, 9.5124, 9.5124, 9.5124, 9.5124, 9.5124, 9.519, 9.5124, 9.51286, 9.5124
