   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_252.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.27771, 86.7714, 94.3778, 21.7485, 9.42186, -7.60639, 21.8304, 3.33061e-07, 21.7485, 21.7486, 21.7488, 21.7496, 21.7689, 22.0743, 87.434, 21.7628, 21.7485, 21.7485, 21.7485, 21.7485, 21.7485, 21.7485, 27.5731, 21.7485, 22.4235
2.28569, 96.4324, 101.927, 22.2394, 9.92131, -5.49418, 22.3267, 1.85313e-07, 22.2395, 22.2396, 22.2397, 22.2405, 22.2593, 22.5771, 93.647, 22.249, 22.2394, 22.2394, 22.2394, 22.2394, 22.2394, 22.2394, 29.3486, 22.2394, 22.9536
2.29367, 98.845, 108.35, 22.7351, 10.0422, -9.50552, 22.8282, 1.01199e-07, 22.7352, 22.7353, 22.7354, 22.7362, 22.7542, 23.0848, 98.5054, 22.7414, 22.7351, 22.7351, 22.7351, 22.7351, 22.7351, 22.7351, 31.3561, 22.7351, 23.4895
2.30165, 102.321, 113.347, 23.2354, 10.2137, -11.0267, 23.3347, 5.42358e-08, 23.2354, 23.2355, 23.2357, 23.2365, 23.2532, 23.5972, 101.716, 23.2394, 23.2354, 23.2354, 23.2354, 23.2354, 23.2354, 23.2354, 33.5863, 23.2354, 24.0311
2.30962, 118.379, 116.706, 23.74, 10.9717, 1.67253, 23.8459, 2.85313e-08, 23.7401, 23.7402, 23.7403, 23.7411, 23.7564, 24.1141, 103.096, 23.7425, 23.74, 23.74, 23.74, 23.74, 23.74, 23.74, 36.0113, 23.74, 24.578
2.3176, 114.139, 118.326, 24.2488, 10.7768, -4.18774, 24.3616, 1.4723e-08, 24.2489, 24.249, 24.2491, 24.2499, 24.2635, 24.6354, 102.593, 24.2503, 24.2488, 24.2488, 24.2488, 24.2488, 24.2488, 24.2488, 38.5832, 24.2488, 25.1303
2.32558, 137.383, 118.224, 24.7614, 11.8061, 19.1594, 24.8815, 7.45324e-09, 24.7615, 24.7616, 24.7618, 24.7625, 24.7744, 25.1606, 100.291, 24.7623, 24.7614, 24.7614, 24.7614, 24.7614, 24.7614, 24.7614, 41.2342, 24.7614, 25.6874
2.33356, 103.367, 116.524, 25.2775, 10.2649, -13.1572, 25.4052, 3.70081e-09, 25.2775, 25.2776, 25.2778, 25.2786, 25.2887, 25.6894, 96.398, 25.278, 25.2775, 25.2775, 25.2775, 25.2775, 25.2775, 25.2775, 43.8793, 25.2775, 26.2489
2.34154, 109.694, 113.444, 25.7964, 10.5685, -3.74971, 25.932, 1.80188e-09, 25.7964, 25.7965, 25.7967, 25.7975, 25.806, 26.2212, 91.2268, 25.7967, 25.7964, 25.7964, 25.7964, 25.7964, 25.7964, 25.7964, 46.4231, 25.7964, 26.8143
2.34952, 89.2009, 109.262, 26.3175, 9.54992, -20.0608, 26.4614, 8.59899e-10, 26.3176, 26.3176, 26.3178, 26.3186, 26.3256, 26.7554, 85.1553, 26.3177, 26.3175, 26.3175, 26.3175, 26.3175, 26.3175, 26.3175, 48.7666, 26.3175, 27.383
2.35749, 109.441, 104.292, 26.84, 10.5566, 5.14869, 26.9924, 4.0192e-10, 26.8401, 26.8402, 26.8403, 26.8411, 26.8467, 27.2913, 78.589, 26.8401, 26.84, 26.84, 26.84, 26.84, 26.84, 26.84, 50.8172, 26.84, 27.9541
2.36547, 95.7648, 98.8535, 27.3629, 9.88761, -3.08871, 27.5241, 1.83821e-10, 27.3629, 27.363, 27.3632, 27.364, 27.3683, 27.8279, 71.9219, 27.3629, 27.3629, 27.3629, 27.3629, 27.3629, 27.3629, 27.3629, 52.4974, 27.3629, 28.5264
2.37345, 94.5809, 93.2422, 27.8848, 9.82756, 1.33872, 28.055, 8.20818e-11, 27.8848, 27.8849, 27.8851, 27.8859, 27.8893, 28.3641, 65.5035, 27.8848, 27.8848, 27.8848, 27.8848, 27.8848, 27.8848, 27.8848, 53.7536, 27.8848, 29.0988
2.38143, 99.9844, 87.7153, 28.4045, 10.0987, 12.2691, 28.5841, 3.56494e-11, 28.4045, 28.4046, 28.4048, 28.4056, 28.4081, 28.8991, 59.6131, 28.4045, 28.4045, 28.4045, 28.4045, 28.4045, 28.4045, 28.4045, 54.5615, 28.4045, 29.6699
2.38941, 91.7057, 82.4804, 28.9204, 9.68017, 9.22524, 29.1096, 1.49627e-11, 28.9205, 28.9206, 28.9207, 28.9215, 28.9234, 29.4323, 54.4488, 28.9204, 28.9204, 28.9204, 28.9204, 28.9204, 28.9204, 28.9204, 54.9286, 28.9204, 30.2382
2.39739, 80.116, 77.6914, 29.431, 9.06179, 2.42469, 29.6301, 6.00031e-12, 29.4311, 29.4312, 29.4314, 29.4321, 29.4335, 29.9636, 50.123, 29.431, 29.431, 29.431, 29.431, 29.431, 29.431, 29.431, 54.8927, 29.431, 30.802
2.40537, 70.6597, 73.4495, 29.9349, 8.52407, -2.78972, 30.1441, 2.25264e-12, 29.935, 29.9351, 29.9353, 29.9361, 29.937, 30.4944, 46.6693, 29.9349, 29.9349, 29.9349, 29.9349, 29.9349, 29.9349, 29.9349, 54.5178, 29.9349, 31.36
2.41334, 63.359, 69.8104, 30.4309, 8.08449, -6.45139, 30.6503, 7.62838e-13, 30.4309, 30.431, 30.4312, 30.432, 30.4327, 31.0282, 44.0549, 30.4309, 30.4309, 30.4309, 30.4309, 30.4309, 30.4309, 30.4309, 53.8862, 30.4309, 31.9107
2.42132, 58.1264, 66.7929, 30.9178, 7.75412, -8.66647, 31.1478, 2.16643e-13, 30.9178, 30.9179, 30.9181, 30.9189, 30.9194, 31.5719, 42.1974, 30.9178, 30.9178, 30.9178, 30.9178, 30.9178, 30.9178, 30.9178, 53.0901, 30.9178, 32.4533
2.4293, 61.593, 64.3876, 31.3952, 7.97452, -2.79459, 31.6361, 4.38274e-14, 31.3952, 31.3953, 31.3955, 31.3963, 31.3966, 32.1382, 40.9821, 31.3952, 31.3952, 31.3952, 31.3952, 31.3952, 31.3952, 31.3952, 52.2216, 31.3952, 32.9872
2.43728, 58.0424, 62.5691, 31.8631, 7.7487, -4.52668, 32.1152, 3.99286e-15, 31.8632, 31.8633, 31.8635, 31.8642, 31.8645, 32.7473, 40.2783, 31.8631, 31.8631, 31.8631, 31.8631, 31.8631, 31.8631, 31.8631, 51.3653, 31.8631, 33.5124
2.44526, 58.3028, 61.306, 32.3222, 7.76549, -3.00323, 32.5857, 5.63909e-22, 32.3223, 32.3224, 32.3225, 32.3233, 32.3235, 33.4308, 39.954, 32.3222, 32.3222, 32.3222, 32.3222, 32.3222, 32.3222, 32.3222, 50.5919, 32.3222, 34.0295
2.45324, 57.222, 60.5733, 32.7737, 7.69558, -3.35131, 33.0489, 2.59267e-22, 32.7738, 32.7739, 32.7741, 32.7749, 32.775, 34.2355, 39.8863, 32.7737, 32.7737, 32.7737, 32.7737, 32.7737, 32.7737, 32.7737, 49.9549, 32.7737, 34.5398
2.46122, 59.9271, 60.3636, 33.2195, 7.86938, -0.436546, 33.5065, 1.16353e-22, 33.2196, 33.2197, 33.2198, 33.2206, 33.2207, 35.2273, 39.9696, 33.2195, 33.2195, 33.2195, 33.2195, 33.2195, 33.2195, 33.2195, 49.4903, 33.2195, 35.0451
2.46919, 58.1327, 60.6997, 33.6618, 7.75453, -2.567, 33.961, 5.06741e-23, 33.6618, 33.6619, 33.6621, 33.6629, 33.663, 36.4961, 40.1197, 33.6618, 33.6618, 33.6618, 33.6618, 33.6618, 33.6618, 33.6618, 49.2197, 33.6618, 35.5475
2.47717, 64.0374, 61.6458, 34.1032, 8.12634, 2.39159, 34.4148, 2.11639e-23, 34.1033, 34.1034, 34.1035, 34.1043, 34.1044, 38.1597, 40.2756, 34.1032, 34.1032, 34.1032, 34.1032, 34.1032, 34.1032, 34.1032, 49.1558, 34.1032, 36.0499
2.48515, 72.9068, 63.3183, 34.5465, 8.65487, 9.58848, 34.8708, 8.29065e-24, 34.5466, 34.5467, 34.5468, 34.5476, 34.5477, 40.3646, 40.399, 34.5465, 34.5465, 34.5465, 34.5465, 34.5465, 34.5465, 34.5465, 49.3122, 34.5465, 36.5548
2.49313, 81.1801, 65.8945, 34.9943, 9.12031, 15.2856, 35.3315, 2.92466e-24, 34.9944, 34.9945, 34.9947, 34.9954, 34.9955, 43.2861, 40.4716, 34.9943, 34.9943, 34.9943, 34.9943, 34.9943, 34.9943, 34.9943, 49.7149, 34.9943, 37.0649
2.50111, 83.8351, 69.6195, 35.4491, 9.26472, 14.2156, 35.7995, 8.61657e-25, 35.4492, 35.4493, 35.4495, 35.4502, 35.4503, 47.1212, 40.4913, 35.4491, 35.4491, 35.4491, 35.4491, 35.4491, 35.4491, 35.4491, 50.4185, 35.4491, 37.5827
2.50909, 97.6586, 74.81, 35.9129, 9.98291, 22.8485, 36.2766, 1.81347e-25, 35.913, 35.913, 35.9132, 35.914, 35.9141, 52.0775, 40.4686, 35.9129, 35.9129, 35.9129, 35.9129, 35.9129, 35.9129, 35.9129, 51.526, 35.9129, 38.1101
2.51706, 103.199, 81.8565, 36.3871, 10.2567, 21.3428, 36.7644, 1.70921e-26, 36.3872, 36.3872, 36.3874, 36.3882, 36.3883, 58.3553, 40.4212, 36.3871, 36.3871, 36.3871, 36.3871, 36.3871, 36.3871, 36.3871, 53.2125, 36.3871, 38.6486
2.52504, 117.406, 91.2223, 36.8727, 10.9273, 26.1835, 37.2638, 0, 36.8728, 36.8728, 36.873, 36.8738, 36.8739, 66.1217, 40.3708, 36.8727, 36.8727, 36.8727, 36.8727, 36.8727, 36.8727, 36.8727, 55.7547, 36.8727, 39.1992
2.53302, 128.695, 103.443, 37.37, 11.4322, 25.2522, 37.7751, 0, 37.37, 37.3701, 37.3703, 37.3711, 37.3711, 75.4818, 40.3388, 37.37, 37.37, 37.37, 37.37, 37.37, 37.37, 37.37, 59.5621, 37.37, 39.7621
2.541, 137.669, 119.127, 37.8789, 11.8182, 18.5416, 38.2982, 0, 37.879, 37.8791, 37.8792, 37.88, 37.8801, 86.4487, 40.3442, 37.8789, 37.8789, 37.8789, 37.8789, 37.8789, 37.8789, 37.8789, 65.2115, 37.8789, 40.3374
2.54898, 168.675, 138.954, 38.3989, 13.0643, 29.7216, 38.8326, 0, 38.399, 38.3991, 38.3992, 38.4, 38.4001, 98.9122, 40.4017, 38.3989, 38.3989, 38.3989, 38.3989, 38.3989, 38.3989, 38.3989, 73.4755, 38.3989, 40.9245
2.55696, 190.285, 163.669, 38.929, 13.8667, 26.6168, 39.3773, 0, 38.9291, 38.9292, 38.9294, 38.9301, 38.9302, 112.619, 40.5206, 38.929, 38.929, 38.929, 38.929, 38.929, 38.929, 38.929, 85.3425, 38.929, 41.5227
2.56494, 220.239, 194.08, 39.4682, 14.9077, 26.1589, 39.9313, 0, 39.4683, 39.4684, 39.4686, 39.4693, 39.4694, 127.164, 40.7056, 39.4682, 39.4682, 39.4682, 39.4682, 39.4682, 39.4682, 39.4682, 102.018, 39.4682, 42.1311
2.57291, 269.108, 231.038, 40.0154, 16.4653, 38.0693, 40.4934, 0, 40.0154, 40.0155, 40.0157, 40.0165, 40.0165, 142.002, 40.9564, 40.0154, 40.0154, 40.0154, 40.0154, 40.0154, 40.0154, 40.0154, 124.896, 40.0154, 42.7495
2.58089, 293.116, 275.395, 40.5692, 17.1789, 17.7212, 41.0624, 0, 40.5693, 40.5693, 40.5695, 40.5703, 40.5704, 156.47, 41.2694, 40.5692, 40.5692, 40.5692, 40.5692, 40.5692, 40.5692, 40.5692, 155.489, 40.5692, 43.3778
2.58887, 357.752, 327.944, 41.1287, 18.9671, 29.8075, 41.6372, 0, 41.1287, 41.1288, 41.129, 41.1298, 41.1298, 169.842, 41.6384, 41.1287, 41.1287, 41.1287, 41.1287, 41.1287, 41.1287, 41.1287, 195.321, 41.1287, 44.0178
2.59685, 419.976, 389.314, 41.6927, 20.542, 30.6613, 42.2167, 0, 41.6927, 41.6928, 41.693, 41.6938, 41.6938, 181.383, 42.0557, 41.6927, 41.6927, 41.6927, 41.6927, 41.6927, 41.6927, 41.6927, 245.754, 41.6927, 44.6733
2.60483, 468.845, 459.86, 42.2604, 21.699, 8.98566, 42.8001, 0, 42.2604, 42.2605, 42.2607, 42.2615, 42.2615, 190.424, 42.5134, 42.2604, 42.2604, 42.2604, 42.2604, 42.2604, 42.2604, 42.2604, 307.808, 42.2604, 45.3529
2.61281, 532.589, 539.481, 42.8311, 23.1212, -6.8916, 43.3866, 0, 42.8311, 42.8312, 42.8314, 42.8322, 42.8322, 196.426, 43.0037, 42.8311, 42.8311, 42.8311, 42.8311, 42.8311, 42.8311, 42.8311, 381.913, 42.8311, 46.0721
2.62079, 605.657, 627.479, 43.404, 24.6507, -21.8223, 43.9756, 0, 43.4041, 43.4041, 43.4043, 43.4051, 43.4052, 199.04, 43.5192, 43.404, 43.404, 43.404, 43.404, 43.404, 43.404, 43.404, 467.699, 43.404, 46.8587
2.62876, 657.876, 722.418, 43.9786, 25.688, -64.5427, 44.5664, 0, 43.9787, 43.9788, 43.979, 43.9798, 43.9798, 198.139, 44.0539, 43.9786, 43.9786, 43.9786, 43.9786, 43.9786, 43.9786, 43.9786, 563.811, 43.9786, 47.7596
2.63674, 746.82, 822.04, 44.5546, 27.3646, -75.2197, 45.1587, 0, 44.5547, 44.5547, 44.5549, 44.5557, 44.5558, 193.838, 44.6027, 44.5546, 44.5546, 44.5546, 44.5546, 44.5546, 44.5546, 44.5546, 667.804, 44.5546, 48.8518
2.64472, 839.203, 923.251, 45.1313, 29.0035, -84.0479, 45.7519, 0, 45.1313, 45.1314, 45.1316, 45.1324, 45.1324, 186.474, 45.1614, 45.1313, 45.1313, 45.1313, 45.1313, 45.1313, 45.1313, 45.1313, 776.13, 45.1313, 50.2563
2.6527, 918.653, 1022.27, 45.7082, 30.3423, -103.612, 46.3455, 0, 45.7082, 45.7083, 45.7085, 45.7093, 45.7093, 176.572, 45.7266, 45.7082, 45.7082, 45.7082, 45.7082, 45.7082, 45.7082, 45.7082, 884.292, 45.7082, 52.1589
2.66068, 986.637, 1114.82, 46.2846, 31.4426, -128.184, 46.9388, 0, 46.2847, 46.2848, 46.285, 46.2857, 46.2858, 164.788, 46.2957, 46.2846, 46.2846, 46.2846, 46.2846, 46.2846, 46.2846, 46.2846, 987.1, 46.2846, 54.8337
2.66866, 1097.31, 1196.56, 46.8599, 33.1558, -99.257, 47.5311, 0, 46.86, 46.86, 46.8602, 46.861, 46.8611, 151.844, 46.8664, 46.8599, 46.8599, 46.8599, 46.8599, 46.8599, 46.8599, 46.8599, 1079.09, 46.8599, 58.6732
2.67663, 1168.43, 1263.48, 47.4328, 34.2116, -95.0487, 48.1214, 0, 47.4329, 47.433, 47.4332, 47.434, 47.434, 138.456, 47.4366, 47.4328, 47.4328, 47.4328, 47.4328, 47.4328, 47.4328, 47.4328, 1154.97, 47.4328, 64.2189
2.68461, 1243.19, 1312.36, 48.002, 35.2872, -69.1776, 48.7083, 0, 48.0021, 48.0022, 48.0024, 48.0031, 48.0032, 125.287, 48.0042, 48.002, 48.002, 48.002, 48.002, 48.002, 48.002, 48.002, 1210.18, 48.002, 72.1903
2.69259, 1272.52, 1341.27, 48.5656, 35.7004, -68.7552, 49.2901, 0, 48.5656, 48.5657, 48.5659, 48.5667, 48.5667, 112.892, 48.5667, 48.5656, 48.5656, 48.5656, 48.5656, 48.5656, 48.5656, 48.5656, 1241.28, 48.5656, 83.5057
2.70057, 1296.71, 1349.86, 49.121, 36.0376, -53.1509, 49.8648, 0, 49.1211, 49.1212, 49.1214, 49.1221, 49.1222, 101.691, 49.1217, 49.121, 49.121, 49.121, 49.121, 49.121, 49.121, 49.121, 1246.37, 49.121, 99.2897
2.70855, 1315.85, 1339.53, 49.6655, 36.3022, -23.6779, 50.4305, 0, 49.6656, 49.6656, 49.6658, 49.6666, 49.6667, 91.965, 49.6658, 49.6655, 49.6655, 49.6655, 49.6655, 49.6655, 49.6655, 49.6655, 1225.28, 49.6655, 120.848
2.71653, 1313.02, 1313.41, 50.1952, 36.2632, -0.387939, 50.9847, 0, 50.1953, 50.1953, 50.1955, 50.1963, 50.1964, 83.8575, 50.1954, 50.1952, 50.1952, 50.1952, 50.1952, 50.1952, 50.1952, 50.1952, 1179.53, 50.1952, 149.613
2.72451, 1344.09, 1276.08, 50.706, 36.6891, 68.01, 51.5263, 0, 50.7061, 50.7062, 50.7063, 50.7071, 50.7072, 77.39, 50.7061, 50.706, 50.706, 50.706, 50.706, 50.706, 50.706, 50.706, 1112.23, 50.706, 187.045
2.73248, 1352.66, 1233.14, 51.1932, 36.8057, 119.513, 52.0555, 0, 51.1933, 51.1934, 51.1936, 51.1943, 51.1944, 72.4876, 51.1933, 51.1932, 51.1932, 51.1932, 51.1932, 51.1932, 51.1932, 51.1932, 1027.69, 51.1932, 234.489
2.74046, 1325, 1190.6, 51.6519, 36.4279, 134.392, 52.5757, 0, 51.652, 51.652, 51.6522, 51.653, 51.6531, 69.0041, 51.6519, 51.6519, 51.6519, 51.6519, 51.6519, 51.6519, 51.6519, 51.6519, 930.986, 51.6519, 292.991
2.74844, 1354.67, 1154.2, 52.077, 36.833, 200.464, 53.096, 0, 52.0771, 52.0772, 52.0774, 52.0781, 52.0783, 66.7478, 52.077, 52.077, 52.077, 52.077, 52.077, 52.077, 52.077, 52.077, 827.506, 52.077, 363.081
2.75642, 1333.37, 1128.77, 52.464, 36.5427, 204.602, 53.6343, 0, 52.4641, 52.4642, 52.4644, 52.4651, 52.4653, 65.5026, 52.464, 52.464, 52.464, 52.464, 52.464, 52.464, 52.464, 52.464, 722.458, 52.464, 444.563
2.7644, 1364.86, 1117.65, 52.8091, 36.971, 247.203, 54.2224, 0, 52.8092, 52.8093, 52.8094, 52.8102, 52.8104, 65.0452, 52.8091, 52.8091, 52.8091, 52.8091, 52.8091, 52.8091, 52.8091, 52.8091, 620.466, 52.8091, 536.344
2.77238, 1315.92, 1122.36, 53.1096, 36.3032, 193.564, 54.9113, 0, 53.1097, 53.1098, 53.11, 53.1107, 53.1109, 65.159, 53.1096, 53.1096, 53.1096, 53.1096, 53.1096, 53.1096, 53.1096, 53.1096, 525.325, 53.1096, 636.288
2.78035, 1333.48, 1142.37, 53.3645, 36.5442, 191.113, 55.779, 0, 53.3646, 53.3647, 53.3649, 53.3657, 53.3659, 65.6427, 53.3645, 53.3645, 53.3645, 53.3645, 53.3645, 53.3645, 53.3645, 53.3645, 439.832, 53.3645, 741.203
2.78833, 1317.77, 1175.24, 53.5748, 36.3287, 142.533, 56.9387, 0, 53.5749, 53.5749, 53.5751, 53.5759, 53.5762, 66.3168, 53.5748, 53.5748, 53.5748, 53.5748, 53.5748, 53.5748, 53.5748, 53.5748, 365.756, 53.5748, 846.949
2.79631, 1282.09, 1216.94, 53.7433, 35.8342, 65.1549, 58.5479, 0, 53.7433, 53.7434, 53.7436, 53.7444, 53.7447, 67.0281, 53.7433, 53.7433, 53.7433, 53.7433, 53.7433, 53.7433, 53.7433, 53.7433, 303.924, 53.7433, 948.664
2.80429, 1289.39, 1262.32, 53.875, 35.9359, 27.0731, 60.8161, 0, 53.8751, 53.8752, 53.8754, 53.8761, 53.8765, 67.6525, 53.875, 53.875, 53.875, 53.875, 53.875, 53.875, 53.875, 53.875, 254.371, 53.875, 1041.1
2.81227, 1234.2, 1305.8, 53.9769, 35.1597, -71.5935, 64.0105, 0, 53.9769, 53.977, 53.9772, 53.978, 53.9784, 68.0969, 53.9769, 53.9769, 53.9769, 53.9769, 53.9769, 53.9769, 53.9769, 53.9769, 216.521, 53.9769, 1119.1
2.82025, 1259.68, 1341.99, 54.057, 35.5202, -82.3125, 68.4568, 0, 54.057, 54.0571, 54.0573, 54.0581, 54.0585, 68.2997, 54.057, 54.057, 54.057, 54.057, 54.057, 54.057, 54.057, 54.057, 189.385, 54.057, 1178.02
2.82823, 1243.8, 1366.38, 54.1244, 35.296, -122.572, 74.5329, 0, 54.1245, 54.1245, 54.1247, 54.1255, 54.126, 68.23, 54.1244, 54.1244, 54.1244, 54.1244, 54.1244, 54.1244, 54.1244, 54.1244, 171.727, 54.1244, 1214.26
2.8362, 1244.23, 1375.74, 54.1881, 35.302, -131.511, 82.6526, 0, 54.1882, 54.1883, 54.1884, 54.1892, 54.1898, 67.885, 54.1881, 54.1881, 54.1881, 54.1881, 54.1881, 54.1881, 54.1881, 54.1881, 162.205, 54.1881, 1225.56
2.84418, 1250.7, 1368.51, 54.2565, 35.3934, -117.813, 93.2374, 0, 54.2565, 54.2566, 54.2568, 54.2576, 54.2583, 67.2864, 54.2565, 54.2565, 54.2565, 54.2565, 54.2565, 54.2565, 54.2565, 54.2565, 159.467, 54.2565, 1211.28
2.85216, 1286.86, 1344.82, 54.3362, 35.9007, -57.9607, 106.675, 0, 54.3363, 54.3364, 54.3365, 54.3373, 54.3381, 66.4749, 54.3362, 54.3362, 54.3362, 54.3362, 54.3362, 54.3362, 54.3362, 54.3362, 162.212, 54.3362, 1172.46
2.86014, 1241.75, 1306.35, 54.4318, 35.2668, -64.604, 123.272, 0, 54.4319, 54.432, 54.4321, 54.4329, 54.4338, 65.5036, 54.4318, 54.4318, 54.4318, 54.4318, 54.4318, 54.4318, 54.4318, 54.4318, 169.218, 54.4318, 1111.65
2.86812, 1146.71, 1256.04, 54.5449, 33.8926, -109.328, 143.189, 0, 54.545, 54.5451, 54.5453, 54.546, 54.547, 64.4315, 54.5449, 54.5449, 54.5449, 54.5449, 54.5449, 54.5449, 54.5449, 54.5449, 179.352, 54.5449, 1032.69
2.8761, 1141.42, 1197.54, 54.6739, 33.8145, -56.1221, 166.387, 0, 54.6739, 54.674, 54.6742, 54.675, 54.676, 63.3164, 54.6739, 54.6739, 54.6739, 54.6739, 54.6739, 54.6739, 54.6739, 54.6739, 191.572, 54.6739, 940.284
2.88408, 1098.98, 1134.8, 54.8135, 33.1811, -35.8215, 192.57, 0, 54.8136, 54.8137, 54.8139, 54.8146, 54.8158, 62.2099, 54.8135, 54.8135, 54.8135, 54.8135, 54.8135, 54.8135, 54.8135, 54.8135, 204.928, 54.8135, 839.533
2.89205, 1092.09, 1071.51, 54.9554, 33.0771, 20.5862, 221.152, 0, 54.9555, 54.9555, 54.9557, 54.9565, 54.9577, 61.1527, 54.9554, 54.9554, 54.9554, 54.9554, 54.9554, 54.9554, 54.9554, 54.9554, 218.565, 54.9554, 735.498
2.90003, 1078.56, 1010.68, 55.0877, 32.8718, 67.8732, 251.252, 0, 55.0878, 55.0879, 55.0881, 55.0888, 55.0902, 60.1718, 55.0877, 55.0877, 55.0877, 55.0877, 55.0877, 55.0877, 55.0877, 55.0877, 231.736, 55.0877, 632.783
2.90801, 1069.06, 954.456, 55.1961, 32.7271, 114.606, 281.711, 0, 55.1962, 55.1963, 55.1965, 55.1972, 55.1987, 59.2801, 55.1961, 55.1961, 55.1961, 55.1961, 55.1961, 55.1961, 55.1961, 55.1961, 243.808, 55.1961, 535.24
2.91599, 967.61, 903.91, 55.2643, 31.1386, 63.7002, 311.158, 0, 55.2644, 55.2645, 55.2646, 55.2654, 55.267, 58.4769, 55.2643, 55.2643, 55.2643, 55.2643, 55.2643, 55.2643, 55.2643, 55.2643, 254.279, 55.2643, 445.785
2.92397, 950.569, 859.131, 55.2751, 30.8637, 91.4384, 338.106, 0, 55.2751, 55.2752, 55.2754, 55.2762, 55.2779, 57.7499, 55.2751, 55.2751, 55.2751, 55.2751, 55.2751, 55.2751, 55.2751, 55.2751, 262.783, 55.2751, 366.312
2.93195, 902.26, 819.381, 55.2112, 30.0709, 82.8786, 361.07, 0, 55.2113, 55.2114, 55.2115, 55.2123, 55.2142, 57.0785, 55.2112, 55.2112, 55.2112, 55.2112, 55.2112, 55.2112, 55.2112, 55.2112, 269.086, 55.2112, 297.775
2.93992, 829.995, 783.339, 55.0573, 28.8443, 46.6562, 378.7, 0, 55.0573, 55.0574, 55.0576, 55.0584, 55.0603, 56.4372, 55.0573, 55.0573, 55.0573, 55.0573, 55.0573, 55.0573, 55.0573, 55.0573, 273.075, 55.0573, 240.294
2.9479, 774.11, 749.386, 54.8004, 27.8588, 24.7242, 389.912, 0, 54.8005, 54.8005, 54.8007, 54.8015, 54.8036, 55.7993, 54.8004, 54.8004, 54.8004, 54.8004, 54.8004, 54.8004, 54.8004, 54.8004, 274.74, 54.8004, 193.331
2.95588, 738.601, 715.888, 54.4318, 27.214, 22.7128, 393.998, 0, 54.4318, 54.4319, 54.4321, 54.4329, 54.4351, 55.1402, 54.4318, 54.4318, 54.4318, 54.4318, 54.4318, 54.4318, 54.4318, 54.4318, 274.143, 54.4318, 155.897
2.96386, 669.791, 681.434, 53.9478, 25.9189, -11.6431, 390.694, 0, 53.9478, 53.9479, 53.9481, 53.9489, 53.9512, 54.44, 53.9478, 53.9478, 53.9478, 53.9478, 53.9478, 53.9478, 53.9478, 53.9478, 271.399, 53.9478, 126.739
2.97184, 663.681, 644.998, 53.3505, 25.8008, 18.6826, 380.208, 0, 53.3506, 53.3507, 53.3508, 53.3516, 53.3541, 53.6856, 53.3505, 53.3505, 53.3505, 53.3505, 53.3505, 53.3505, 53.3505, 53.3505, 266.648, 53.3505, 104.503
2.97982, 605.603, 606.034, 52.6483, 24.6496, -0.431641, 363.196, 0, 52.6484, 52.6485, 52.6486, 52.6494, 52.6521, 52.8718, 52.6483, 52.6483, 52.6483, 52.6483, 52.6483, 52.6483, 52.6483, 52.6483, 260.044, 52.6483, 87.8623
2.9878, 535.576, 564.486, 51.8554, 23.1857, -28.9102, 340.692, 0, 51.8555, 51.8556, 51.8558, 51.8565, 51.8593, 52.0015, 51.8554, 51.8554, 51.8554, 51.8554, 51.8554, 51.8554, 51.8554, 51.8554, 251.748, 51.8554, 75.6055
2.99577, 488.087, 520.735, 50.9912, 22.1379, -32.6485, 314.003, 0, 50.9913, 50.9914, 50.9916, 50.9924, 50.9953, 51.0849, 50.9912, 50.9912, 50.9912, 50.9912, 50.9912, 50.9912, 50.9912, 50.9912, 241.93, 50.9912, 66.6856
3.00375, 498.455, 475.516, 50.0791, 22.3709, 22.9393, 284.586, 0, 50.0792, 50.0793, 50.0795, 50.0803, 50.0834, 50.1379, 50.0791, 50.0791, 50.0791, 50.0791, 50.0791, 50.0791, 50.0791, 50.0791, 230.781, 50.0791, 60.2415
3.01173, 439.341, 429.781, 49.1447, 21.0081, 9.55933, 253.916, 0, 49.1448, 49.1449, 49.1451, 49.1458, 49.1491, 49.1809, 49.1447, 49.1447, 49.1447, 49.1447, 49.1447, 49.1447, 49.1447, 49.1447, 218.519, 49.1447, 55.5932
3.01971, 399.983, 384.589, 48.214, 20.0495, 15.394, 223.369, 0, 48.2141, 48.2141, 48.2143, 48.2151, 48.2185, 48.2358, 48.214, 48.214, 48.214, 48.214, 48.214, 48.214, 48.214, 48.214, 205.397, 48.214, 52.2241
3.02769, 362.415, 340.988, 47.3115, 19.0897, 21.427, 194.134, 0, 47.3116, 47.3117, 47.3118, 47.3126, 47.3162, 47.3244, 47.3115, 47.3115, 47.3115, 47.3115, 47.3115, 47.3115, 47.3115, 47.3115, 191.702, 47.3115, 49.7557
3.03567, 320.439, 299.917, 46.4585, 17.9566, 20.5217, 167.149, 0, 46.4585, 46.4586, 46.4588, 46.4596, 46.4633, 46.466, 46.4585, 46.4585, 46.4585, 46.4585, 46.4585, 46.4585, 46.4585, 46.4585, 177.753, 46.4585, 47.9187
