   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_73.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.37623, 33.9529, 39.3355, 11.2138, 5.99607, -5.38261, 11.2138, 0, 11.2138, 11.2138, 11.2138, 11.2162, 39.3322, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138, 11.2146, 11.2138
5.3841, 33.5635, 41.8991, 11.2483, 5.96351, -8.33557, 11.2483, 0, 11.2484, 11.2484, 11.2484, 11.2505, 41.896, 11.2483, 11.2483, 11.2483, 11.2483, 11.2483, 11.2483, 11.2483, 11.2483, 11.2483, 11.2483, 11.2483, 11.2483, 11.2492, 11.2483
5.39196, 45.9423, 43.9918, 11.2827, 6.92404, 1.95053, 11.2827, 0, 11.2828, 11.2828, 11.2828, 11.2847, 43.989, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2836, 11.2827
5.39983, 45.0103, 45.4945, 11.317, 6.8564, -0.484184, 11.317, 0, 11.317, 11.317, 11.317, 11.3187, 45.4918, 11.317, 11.317, 11.317, 11.317, 11.317, 11.317, 11.317, 11.317, 11.317, 11.317, 11.317, 11.317, 11.3179, 11.317
5.4077, 48.5905, 46.3191, 11.3511, 7.1127, 2.27139, 11.3511, 0, 11.3511, 11.3511, 11.3511, 11.3526, 46.3167, 11.3511, 11.3511, 11.3511, 11.3511, 11.3511, 11.3511, 11.3511, 11.3511, 11.3511, 11.3511, 11.3511, 11.3511, 11.352, 11.3511
5.41557, 55.1785, 46.4177, 11.385, 7.56165, 8.76084, 11.385, 0, 11.3851, 11.3851, 11.3851, 11.3864, 46.4154, 11.385, 11.385, 11.385, 11.385, 11.385, 11.385, 11.385, 11.385, 11.385, 11.3851, 11.385, 11.385, 11.3859, 11.385
5.42343, 44.9, 45.7875, 11.4188, 6.84836, -0.887478, 11.4188, 0, 11.4188, 11.4188, 11.4189, 11.42, 45.7854, 11.4188, 11.4188, 11.4188, 11.4188, 11.4188, 11.4188, 11.4188, 11.4188, 11.4188, 11.4188, 11.4188, 11.4188, 11.4197, 11.4188
5.4313, 29.4321, 44.4706, 11.4525, 5.60643, -15.0386, 11.4525, 0, 11.4525, 11.4525, 11.4525, 11.4535, 44.4687, 11.4525, 11.4525, 11.4525, 11.4525, 11.4525, 11.4525, 11.4525, 11.4525, 11.4525, 11.4525, 11.4525, 11.4525, 11.4533, 11.4525
5.43917, 40.3956, 42.5502, 11.4859, 6.51119, -2.15467, 11.4859, 0, 11.4859, 11.4859, 11.486, 11.4868, 42.5485, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4868, 11.4859
5.44703, 39.1764, 40.1413, 11.5192, 6.41688, -0.964897, 11.5192, 0, 11.5192, 11.5192, 11.5193, 11.5201, 40.1396, 11.5192, 11.5192, 11.5192, 11.5192, 11.5192, 11.5192, 11.5192, 11.5192, 11.5192, 11.5192, 11.5192, 11.5192, 11.5201, 11.5192
5.4549, 43.2981, 37.3803, 11.5524, 6.73039, 5.91781, 11.5524, 0, 11.5524, 11.5524, 11.5524, 11.5531, 37.3787, 11.5524, 11.5524, 11.5524, 11.5524, 11.5524, 11.5524, 11.5524, 11.5524, 11.5524, 11.5524, 11.5524, 11.5524, 11.5532, 11.5524
5.46277, 33.4177, 34.4121, 11.5853, 5.95127, -0.994411, 11.5853, 0, 11.5853, 11.5854, 11.5854, 11.586, 34.4105, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5853, 11.5861, 11.5853
5.47063, 35.0263, 31.3775, 11.6181, 6.08492, 3.64877, 11.6181, 0, 11.6181, 11.6181, 11.6182, 11.6188, 31.376, 11.6181, 11.6181, 11.6181, 11.6181, 11.6181, 11.6181, 11.6181, 11.6181, 11.6181, 11.6181, 11.6181, 11.6181, 11.6189, 11.6181
5.4785, 27.8525, 28.4042, 11.6508, 5.46375, -0.55164, 11.6508, 0, 11.6508, 11.6508, 11.6508, 11.6514, 28.4027, 11.6508, 11.6508, 11.6508, 11.6508, 11.6508, 11.6508, 11.6508, 11.6508, 11.6508, 11.6508, 11.6508, 11.6508, 11.6516, 11.6508
5.48637, 28.978, 25.597, 11.6832, 5.56579, 3.38095, 11.6832, 0, 11.6832, 11.6832, 11.6832, 11.6838, 25.5955, 11.6832, 11.6832, 11.6832, 11.6832, 11.6832, 11.6832, 11.6832, 11.6832, 11.6832, 11.6832, 11.6832, 11.6832, 11.684, 11.6832
5.49423, 32.5005, 23.0348, 11.7155, 5.87372, 9.46576, 11.7155, 0, 11.7155, 11.7155, 11.7155, 11.7161, 23.0333, 11.7155, 11.7155, 11.7155, 11.7155, 11.7155, 11.7155, 11.7155, 11.7155, 11.7155, 11.7155, 11.7155, 11.7155, 11.7163, 11.7155
5.5021, 22.9571, 20.7683, 11.7475, 4.99571, 2.18886, 11.7475, 0, 11.7475, 11.7475, 11.7476, 11.7482, 20.7668, 11.7475, 11.7475, 11.7475, 11.7475, 11.7475, 11.7475, 11.7475, 11.7475, 11.7475, 11.7475, 11.7475, 11.7475, 11.7484, 11.7475
5.50997, 27.472, 18.8219, 11.7794, 5.42881, 8.65012, 11.7794, 0, 11.7794, 11.7794, 11.7795, 11.7801, 18.8204, 11.7794, 11.7794, 11.7794, 11.7794, 11.7794, 11.7794, 11.7794, 11.7794, 11.7794, 11.7794, 11.7794, 11.7794, 11.7803, 11.7794
5.51783, 22.4797, 17.1975, 11.8111, 4.94769, 5.28214, 11.8111, 0, 11.8111, 11.8111, 11.8112, 11.8118, 17.196, 11.8111, 11.8111, 11.8111, 11.8111, 11.8111, 11.8111, 11.8111, 11.8111, 11.8111, 11.8111, 11.8111, 11.8111, 11.812, 11.8111
5.5257, 27.4698, 15.8789, 11.8426, 5.42861, 11.5909, 11.8426, 0, 11.8426, 11.8426, 11.8427, 11.8433, 15.8774, 11.8426, 11.8426, 11.8426, 11.8426, 11.8426, 11.8426, 11.8426, 11.8426, 11.8426, 11.8426, 11.8426, 11.8426, 11.8435, 11.8426
5.53357, 21.9738, 14.8374, 11.8739, 4.8963, 7.13636, 11.8739, 0, 11.8739, 11.8739, 11.874, 11.8746, 14.8359, 11.8739, 11.8739, 11.8739, 11.8739, 11.8739, 11.8739, 11.8739, 11.8739, 11.8739, 11.8739, 11.8739, 11.8739, 11.8748, 11.8739
5.54143, 18.5061, 14.0371, 11.905, 4.52837, 4.46908, 11.905, 0, 11.9051, 11.9051, 11.9051, 11.9057, 14.0355, 11.905, 11.905, 11.905, 11.905, 11.905, 11.905, 11.905, 11.905, 11.905, 11.905, 11.905, 11.905, 11.9058, 11.905
5.5493, 16.0082, 13.4391, 11.9359, 4.2436, 2.56911, 11.9359, 0, 11.936, 11.936, 11.936, 11.9366, 13.4375, 11.9359, 11.9359, 11.9359, 11.9359, 11.9359, 11.9359, 11.9359, 11.9359, 11.9359, 11.936, 11.9359, 11.9359, 11.9367, 11.9359
5.55717, 17.4379, 13.0053, 11.9666, 4.40885, 4.43266, 11.9666, 0, 11.9667, 11.9667, 11.9667, 11.9673, 13.0037, 11.9666, 11.9666, 11.9666, 11.9666, 11.9666, 11.9666, 11.9666, 11.9666, 11.9666, 11.9667, 11.9666, 11.9666, 11.9674, 11.9666
5.56504, 15.0887, 12.7007, 11.9971, 4.13384, 2.388, 11.9971, 0, 11.9971, 11.9971, 11.9972, 11.9978, 12.6992, 11.9971, 11.9971, 11.9971, 11.9971, 11.9971, 11.9971, 11.9971, 11.9971, 11.9971, 11.9971, 11.9971, 11.9971, 11.9979, 11.9971
5.5729, 13.9511, 12.4947, 12.0274, 3.99388, 1.45639, 12.0274, 0, 12.0274, 12.0274, 12.0275, 12.0281, 12.4932, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0281, 12.0274
5.58077, 12.9417, 12.362, 12.0575, 3.86545, 0.579658, 12.0575, 0, 12.0575, 12.0575, 12.0576, 12.0582, 12.3605, 12.0575, 12.0575, 12.0575, 12.0575, 12.0575, 12.0575, 12.0575, 12.0575, 12.0575, 12.0575, 12.0575, 12.0575, 12.0581, 12.0575
5.58864, 17.4059, 12.2822, 12.0873, 4.40521, 5.1237, 12.0873, 0, 12.0873, 12.0873, 12.0875, 12.088, 12.2807, 12.0873, 12.0873, 12.0873, 12.0873, 12.0873, 12.0873, 12.0873, 12.0873, 12.0873, 12.0873, 12.0873, 12.0873, 12.0879, 12.0873
5.5965, 14.0317, 12.2396, 12.1169, 4.00396, 1.79214, 12.1169, 0, 12.1169, 12.1169, 12.1172, 12.1176, 12.238, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1175, 12.1169
5.60437, 18.4504, 12.2225, 12.1463, 4.52221, 6.22794, 12.1463, 0, 12.1463, 12.1463, 12.1466, 12.147, 12.2208, 12.1463, 12.1463, 12.1463, 12.1463, 12.1463, 12.1463, 12.1463, 12.1463, 12.1463, 12.1463, 12.1463, 12.1463, 12.1469, 12.1463
5.61224, 20.0441, 12.2223, 12.1755, 4.69511, 7.8217, 12.1755, 0, 12.1755, 12.1755, 12.1759, 12.1762, 12.2206, 12.1755, 12.1755, 12.1755, 12.1755, 12.1755, 12.1755, 12.1755, 12.1755, 12.1755, 12.1755, 12.1755, 12.1755, 12.1761, 12.1755
5.6201, 16.1243, 12.2333, 12.2044, 4.25727, 3.89108, 12.2044, 0, 12.2044, 12.2044, 12.2049, 12.2051, 12.2315, 12.2044, 12.2044, 12.2044, 12.2044, 12.2044, 12.2044, 12.2044, 12.2044, 12.2044, 12.2044, 12.2044, 12.2044, 12.205, 12.2044
5.62797, 7.84226, 12.2512, 12.2331, 3.13724, -4.4089, 12.2331, 0, 12.2331, 12.2331, 12.2337, 12.2339, 12.2492, 12.2331, 12.2331, 12.2331, 12.2331, 12.2331, 12.2331, 12.2331, 12.2331, 12.2331, 12.2331, 12.2331, 12.2331, 12.2337, 12.2331
5.63584, 9.06343, 12.2733, 12.2616, 3.32617, -3.20988, 12.2616, 0, 12.2616, 12.2616, 12.2623, 12.2623, 12.2712, 12.2616, 12.2616, 12.2616, 12.2616, 12.2616, 12.2616, 12.2616, 12.2616, 12.2616, 12.2616, 12.2616, 12.2616, 12.2621, 12.2616
5.6437, 9.53001, 12.298, 12.2898, 3.39559, -2.76796, 12.2898, 0, 12.2898, 12.2898, 12.2907, 12.2906, 12.2957, 12.2898, 12.2898, 12.2898, 12.2898, 12.2898, 12.2898, 12.2898, 12.2898, 12.2898, 12.2898, 12.2898, 12.2898, 12.2904, 12.2898
5.65157, 10.3556, 12.324, 12.3178, 3.51506, -1.96839, 12.3178, 0, 12.3178, 12.3178, 12.3189, 12.3186, 12.3216, 12.3178, 12.3178, 12.3178, 12.3178, 12.3178, 12.3178, 12.3178, 12.3178, 12.3178, 12.3178, 12.3178, 12.3178, 12.3183, 12.3178
5.65944, 10.1726, 12.3508, 12.3455, 3.48893, -2.17817, 12.3455, 0, 12.3455, 12.3456, 12.3468, 12.3463, 12.3482, 12.3455, 12.3455, 12.3455, 12.3455, 12.3455, 12.3455, 12.3455, 12.3455, 12.3455, 12.3455, 12.3455, 12.3455, 12.3461, 12.3455
5.6673, 6.99257, 12.3779, 12.373, 2.99876, -5.3853, 12.373, 0, 12.373, 12.373, 12.3745, 12.3738, 12.3751, 12.373, 12.373, 12.373, 12.373, 12.373, 12.373, 12.373, 12.373, 12.373, 12.373, 12.373, 12.373, 12.3736, 12.373
5.67517, 10.4408, 12.405, 12.4003, 3.52715, -1.96423, 12.4003, 0, 12.4003, 12.4003, 12.402, 12.4011, 12.402, 12.4003, 12.4003, 12.4003, 12.4003, 12.4003, 12.4003, 12.4003, 12.4003, 12.4003, 12.4003, 12.4003, 12.4003, 12.4008, 12.4003
5.68304, 8.43606, 12.432, 12.4273, 3.23049, -3.99599, 12.4273, 0, 12.4273, 12.4273, 12.4292, 12.4281, 12.4288, 12.4273, 12.4273, 12.4273, 12.4273, 12.4273, 12.4273, 12.4273, 12.4273, 12.4273, 12.4273, 12.4273, 12.4273, 12.4278, 12.4273
5.6909, 8.87385, 12.4589, 12.454, 3.29755, -3.58509, 12.454, 0, 12.454, 12.454, 12.4561, 12.4548, 12.4555, 12.454, 12.454, 12.454, 12.454, 12.454, 12.454, 12.454, 12.454, 12.454, 12.454, 12.454, 12.454, 12.4545, 12.454
5.69877, 8.98284, 12.4856, 12.4805, 3.31404, -3.5028, 12.4805, 0, 12.4805, 12.4805, 12.4827, 12.4813, 12.4821, 12.4805, 12.4805, 12.4805, 12.4805, 12.4805, 12.4805, 12.4805, 12.4805, 12.4805, 12.4805, 12.4805, 12.4805, 12.4809, 12.4805
5.70664, 9.98333, 12.5122, 12.5067, 3.46169, -2.52883, 12.5067, 0, 12.5067, 12.5067, 12.5091, 12.5075, 12.5085, 12.5067, 12.5067, 12.5067, 12.5067, 12.5067, 12.5067, 12.5067, 12.5067, 12.5067, 12.5067, 12.5067, 12.5067, 12.5071, 12.5067
5.7145, 12.2398, 12.5385, 12.5326, 3.77357, -0.298697, 12.5326, 0, 12.5326, 12.5326, 12.5351, 12.5334, 12.5348, 12.5326, 12.5326, 12.5326, 12.5326, 12.5326, 12.5326, 12.5326, 12.5326, 12.5326, 12.5326, 12.5326, 12.5326, 12.533, 12.5326
5.72237, 10.0261, 12.5649, 12.5583, 3.46786, -2.5388, 12.5583, 0, 12.5583, 12.5583, 12.5609, 12.5591, 12.561, 12.5583, 12.5583, 12.5583, 12.5583, 12.5583, 12.5583, 12.5583, 12.5583, 12.5583, 12.5583, 12.5583, 12.5583, 12.5586, 12.5583
5.73024, 10.5286, 12.5914, 12.5836, 3.53958, -2.06273, 12.5836, 0, 12.5836, 12.5836, 12.5863, 12.5845, 12.5875, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5836, 12.5839, 12.5836
5.7381, 8.99517, 12.6183, 12.6087, 3.3159, -3.6231, 12.6087, 0, 12.6087, 12.6087, 12.6113, 12.6096, 12.6144, 12.6087, 12.6087, 12.6087, 12.6087, 12.6087, 12.6087, 12.6087, 12.6087, 12.6087, 12.6087, 12.6087, 12.6087, 12.609, 12.6087
5.74597, 7.27347, 12.646, 12.6335, 3.04524, -5.37257, 12.6335, 0, 12.6335, 12.6335, 12.6361, 12.6344, 12.6423, 12.6335, 12.6335, 12.6335, 12.6335, 12.6335, 12.6335, 12.6335, 12.6335, 12.6335, 12.6335, 12.6335, 12.6335, 12.6338, 12.6335
5.75384, 12.9881, 12.6754, 12.658, 3.87144, 0.312672, 12.658, 0, 12.658, 12.658, 12.6605, 12.6589, 12.6717, 12.658, 12.658, 12.658, 12.658, 12.658, 12.658, 12.658, 12.658, 12.658, 12.658, 12.658, 12.658, 12.6583, 12.658
5.76171, 11.4094, 12.7073, 12.6822, 3.66189, -1.29782, 12.6822, 0, 12.6822, 12.6822, 12.6845, 12.6831, 12.7038, 12.6822, 12.6822, 12.6822, 12.6822, 12.6822, 12.6822, 12.6822, 12.6822, 12.6822, 12.6822, 12.6822, 12.6822, 12.6824, 12.6822
5.76957, 10.7284, 12.7431, 12.7061, 3.56769, -2.01472, 12.7061, 0, 12.7061, 12.7061, 12.7082, 12.707, 12.7398, 12.7061, 12.7061, 12.7061, 12.7061, 12.7061, 12.7061, 12.7061, 12.7061, 12.7061, 12.7061, 12.7061, 12.7061, 12.7063, 12.7061
5.77744, 13.4918, 12.7849, 12.7297, 3.93597, 0.706916, 12.7297, 0, 12.7297, 12.7297, 12.7316, 12.7306, 12.7818, 12.7297, 12.7297, 12.7297, 12.7297, 12.7297, 12.7297, 12.7297, 12.7297, 12.7297, 12.7297, 12.7297, 12.7297, 12.7299, 12.7297
5.78531, 11.5647, 12.8352, 12.7529, 3.68303, -1.27052, 12.7529, 0, 12.7529, 12.7529, 12.7547, 12.7538, 12.8323, 12.7529, 12.7529, 12.7529, 12.7529, 12.7529, 12.7529, 12.7529, 12.7529, 12.7529, 12.7529, 12.7529, 12.7529, 12.7531, 12.7529
5.79317, 14.3918, 12.8973, 12.7758, 4.04868, 1.49448, 12.7758, 0, 12.7759, 12.7759, 12.7774, 12.7768, 12.8947, 12.7758, 12.7758, 12.7758, 12.7758, 12.7758, 12.7758, 12.7758, 12.7758, 12.7758, 12.7759, 12.7758, 12.7758, 12.776, 12.7758
5.80104, 12.5693, 12.9755, 12.7985, 3.81698, -0.406163, 12.7985, 0, 12.7985, 12.7985, 12.7998, 12.7994, 12.973, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7986, 12.7985
5.80891, 12.574, 13.0745, 12.8207, 3.81759, -0.500518, 12.8207, 0, 12.8207, 12.8207, 12.8218, 12.8217, 13.0723, 12.8207, 12.8207, 12.8207, 12.8207, 12.8207, 12.8207, 12.8207, 12.8207, 12.8207, 12.8207, 12.8207, 12.8207, 12.8209, 12.8207
5.81677, 7.36517, 13.2001, 12.8426, 3.06026, -5.8349, 12.8426, 0, 12.8426, 12.8426, 12.8435, 12.8436, 13.198, 12.8426, 12.8426, 12.8426, 12.8426, 12.8426, 12.8426, 12.8426, 12.8426, 12.8426, 12.8426, 12.8426, 12.8426, 12.8428, 12.8426
5.82464, 12.0026, 13.3582, 12.8642, 3.742, -1.3556, 12.8642, 0, 12.8642, 12.8642, 12.8649, 12.8651, 13.3563, 12.8642, 12.8642, 12.8642, 12.8642, 12.8642, 12.8642, 12.8642, 12.8642, 12.8642, 12.8642, 12.8642, 12.8642, 12.8643, 12.8642
5.83251, 12.3827, 13.5548, 12.8853, 3.79245, -1.17218, 12.8853, 0, 12.8854, 12.8854, 12.8859, 12.8863, 13.5531, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8853, 12.8855, 12.8853
5.84037, 8.37361, 13.7956, 12.9061, 3.22081, -5.42203, 12.9061, 0, 12.9061, 12.9062, 12.9066, 12.9071, 13.794, 12.9061, 12.9061, 12.9061, 12.9061, 12.9061, 12.9061, 12.9061, 12.9061, 12.9061, 12.9061, 12.9061, 12.9061, 12.9063, 12.9061
5.84824, 14.581, 14.0849, 12.9265, 4.07198, 0.496186, 12.9265, 0, 12.9265, 12.9265, 12.9269, 12.9275, 14.0834, 12.9265, 12.9265, 12.9265, 12.9265, 12.9265, 12.9265, 12.9265, 12.9265, 12.9265, 12.9265, 12.9265, 12.9265, 12.9266, 12.9265
5.85611, 16.7634, 14.4247, 12.9465, 4.33168, 2.33871, 12.9465, 0, 12.9465, 12.9465, 12.9468, 12.9475, 14.4233, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9466, 12.9465
5.86397, 14.6332, 14.8146, 12.966, 4.07839, -0.181396, 12.966, 0, 12.966, 12.966, 12.9662, 12.967, 14.8133, 12.966, 12.966, 12.966, 12.966, 12.966, 12.966, 12.966, 12.966, 12.966, 12.966, 12.966, 12.966, 12.9661, 12.966
5.87184, 12.9878, 15.2505, 12.985, 3.87141, -2.26271, 12.985, 0, 12.985, 12.985, 12.9852, 12.9861, 15.2492, 12.985, 12.985, 12.985, 12.985, 12.985, 12.985, 12.985, 12.985, 12.985, 12.985, 12.985, 12.985, 12.9851, 12.985
5.87971, 13.1434, 15.7241, 13.0036, 3.89146, -2.58069, 13.0036, 0, 13.0036, 13.0036, 13.0037, 13.0046, 15.7229, 13.0036, 13.0036, 13.0036, 13.0036, 13.0036, 13.0036, 13.0036, 13.0036, 13.0036, 13.0036, 13.0036, 13.0036, 13.0036, 13.0036
5.88758, 12.4501, 16.2231, 13.0215, 3.80132, -3.77301, 13.0215, 0, 13.0216, 13.0216, 13.0216, 13.0226, 16.2218, 13.0215, 13.0215, 13.0215, 13.0215, 13.0215, 13.0215, 13.0215, 13.0215, 13.0215, 13.0216, 13.0215, 13.0215, 13.0216, 13.0215
5.89544, 8.13098, 16.731, 13.039, 3.18292, -8.60002, 13.039, 0, 13.039, 13.039, 13.0391, 13.04, 16.7298, 13.039, 13.039, 13.039, 13.039, 13.039, 13.039, 13.039, 13.039, 13.039, 13.039, 13.039, 13.039, 13.039, 13.039
5.90331, 13.3613, 17.2283, 13.0559, 3.91935, -3.86704, 13.0559, 0, 13.0559, 13.0559, 13.0559, 13.0569, 17.2271, 13.0559, 13.0559, 13.0559, 13.0559, 13.0559, 13.0559, 13.0559, 13.0559, 13.0559, 13.0559, 13.0559, 13.0559, 13.0559, 13.0559
5.91118, 12.2298, 17.6934, 13.0722, 3.77224, -5.4636, 13.0722, 0, 13.0722, 13.0722, 13.0722, 13.0732, 17.6922, 13.0722, 13.0722, 13.0722, 13.0722, 13.0722, 13.0722, 13.0722, 13.0722, 13.0722, 13.0722, 13.0722, 13.0722, 13.0722, 13.0722
5.91904, 23.2234, 18.1041, 13.0879, 5.02229, 5.11934, 13.0879, 0, 13.0879, 13.0879, 13.0879, 13.089, 18.1029, 13.0879, 13.0879, 13.0879, 13.0879, 13.0879, 13.0879, 13.0879, 13.0879, 13.0879, 13.0879, 13.0879, 13.0879, 13.088, 13.0879
5.92691, 17.2301, 18.4396, 13.1031, 4.38522, -1.20949, 13.1031, 0, 13.1032, 13.1032, 13.1032, 13.1042, 18.4384, 13.1031, 13.1031, 13.1031, 13.1031, 13.1031, 13.1031, 13.1031, 13.1031, 13.1031, 13.1031, 13.1031, 13.1031, 13.1032, 13.1031
5.93478, 22.503, 18.6824, 13.1179, 4.95005, 3.82058, 13.1179, 0, 13.1179, 13.1179, 13.118, 13.119, 18.6812, 13.1179, 13.1179, 13.1179, 13.1179, 13.1179, 13.1179, 13.1179, 13.1179, 13.1179, 13.1179, 13.1179, 13.1179, 13.118, 13.1179
5.94264, 18.7172, 18.8194, 13.1324, 4.55162, -0.102203, 13.1324, 0, 13.1324, 13.1324, 13.1324, 13.1335, 18.8182, 13.1324, 13.1324, 13.1324, 13.1324, 13.1324, 13.1324, 13.1324, 13.1324, 13.1324, 13.1324, 13.1324, 13.1324, 13.1324, 13.1324
5.95051, 18.2538, 18.8439, 13.1466, 4.50042, -0.590153, 13.1466, 0, 13.1466, 13.1466, 13.1466, 13.1477, 18.8427, 13.1466, 13.1466, 13.1466, 13.1466, 13.1466, 13.1466, 13.1466, 13.1466, 13.1466, 13.1466, 13.1466, 13.1466, 13.1466, 13.1466
5.95838, 15.9857, 18.7557, 13.1607, 4.24096, -2.76992, 13.1607, 0, 13.1607, 13.1607, 13.1607, 13.1618, 18.7544, 13.1607, 13.1607, 13.1607, 13.1607, 13.1607, 13.1607, 13.1607, 13.1607, 13.1607, 13.1607, 13.1607, 13.1607, 13.1607, 13.1607
5.96624, 10.6267, 18.5611, 13.1748, 3.5534, -7.9344, 13.1748, 0, 13.1748, 13.1748, 13.1749, 13.176, 18.5598, 13.1748, 13.1748, 13.1748, 13.1748, 13.1748, 13.1748, 13.1748, 13.1748, 13.1748, 13.1748, 13.1748, 13.1748, 13.1749, 13.1748
5.97411, 19.1937, 18.2725, 13.1893, 4.60366, 0.921146, 13.1893, 0, 13.1893, 13.1893, 13.1893, 13.1904, 18.2713, 13.1893, 13.1893, 13.1893, 13.1893, 13.1893, 13.1893, 13.1893, 13.1893, 13.1893, 13.1893, 13.1893, 13.1893, 13.1893, 13.1893
5.98198, 20.5515, 17.9074, 13.2042, 4.74884, 2.64402, 13.2042, 0, 13.2042, 13.2042, 13.2042, 13.2053, 17.9062, 13.2042, 13.2042, 13.2042, 13.2042, 13.2042, 13.2042, 13.2042, 13.2042, 13.2042, 13.2042, 13.2042, 13.2042, 13.2042, 13.2042
5.98984, 18.2727, 17.4862, 13.2197, 4.50252, 0.786503, 13.2197, 0, 13.2197, 13.2197, 13.2197, 13.2209, 17.485, 13.2197, 13.2197, 13.2197, 13.2197, 13.2197, 13.2197, 13.2197, 13.2197, 13.2197, 13.2197, 13.2197, 13.2197, 13.2197, 13.2197
5.99771, 20.3296, 17.0308, 13.236, 4.72542, 3.29885, 13.236, 0, 13.236, 13.236, 13.236, 13.2372, 17.0295, 13.236, 13.236, 13.236, 13.236, 13.236, 13.236, 13.236, 13.236, 13.236, 13.236, 13.236, 13.236, 13.236, 13.236
6.00558, 14.5924, 16.5627, 13.2533, 4.07338, -1.9703, 13.2533, 0, 13.2533, 13.2533, 13.2533, 13.2545, 16.5615, 13.2533, 13.2533, 13.2533, 13.2533, 13.2533, 13.2533, 13.2533, 13.2533, 13.2533, 13.2533, 13.2533, 13.2533, 13.2533, 13.2533
6.01344, 11.9881, 16.1018, 13.2716, 3.74007, -4.11364, 13.2716, 0, 13.2716, 13.2716, 13.2716, 13.2728, 16.1005, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716
6.02131, 14.0125, 15.6645, 13.2911, 4.00156, -1.65198, 13.2911, 0, 13.2911, 13.2911, 13.2911, 13.2923, 15.6632, 13.2911, 13.2911, 13.2911, 13.2911, 13.2911, 13.2911, 13.2911, 13.2911, 13.2911, 13.2911, 13.2911, 13.2911, 13.2911, 13.2911
6.02918, 14.6418, 15.2636, 13.3117, 4.07944, -0.621811, 13.3117, 0, 13.3117, 13.3117, 13.3117, 13.3129, 15.2623, 13.3117, 13.3117, 13.3117, 13.3117, 13.3117, 13.3117, 13.3117, 13.3117, 13.3117, 13.3117, 13.3117, 13.3117, 13.3117, 13.3117
6.03705, 8.30944, 14.9079, 13.3334, 3.21083, -6.59841, 13.3334, 0, 13.3334, 13.3334, 13.3334, 13.3346, 14.9065, 13.3334, 13.3334, 13.3334, 13.3334, 13.3334, 13.3334, 13.3334, 13.3334, 13.3334, 13.3334, 13.3334, 13.3334, 13.3334, 13.3334
6.04491, 9.98418, 14.6019, 13.3562, 3.46182, -4.61767, 13.3562, 0, 13.3562, 13.3562, 13.3563, 13.3575, 14.6005, 13.3562, 13.3562, 13.3562, 13.3562, 13.3562, 13.3562, 13.3562, 13.3562, 13.3562, 13.3562, 13.3562, 13.3562, 13.3562, 13.3562
6.05278, 8.99145, 14.3467, 13.3801, 3.31534, -5.35524, 13.3801, 0, 13.3801, 13.3801, 13.3801, 13.3813, 14.3454, 13.3801, 13.3801, 13.3801, 13.3801, 13.3801, 13.3801, 13.3801, 13.3801, 13.3801, 13.3801, 13.3801, 13.3801, 13.3801, 13.3801
6.06065, 9.32875, 14.1407, 13.4048, 3.36582, -4.81192, 13.4048, 0, 13.4048, 13.4048, 13.4048, 13.406, 14.1393, 13.4048, 13.4048, 13.4048, 13.4048, 13.4048, 13.4048, 13.4048, 13.4048, 13.4048, 13.4048, 13.4048, 13.4048, 13.4048, 13.4048
