   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_123.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
1.4671, 7.42124, 7.64983, 0.0725914, 3.0694, -0.228591, 0.079529, 0.0479974, 0.0725965, 0.0726083, 0.0755227, 0.0727469, 0.0741869, 0.0737694, 0.0761752, 0.0733435, 5.02719, 0.297476, 2.41956, 0.0749538, 0.0725918, 0.0725914, 0.0725923, 0.100105, 0.0725914, 0.0763411
1.47496, 13.0397, 8.08662, 0.0727693, 3.8781, 4.95306, 0.0794287, 0.0454904, 0.0727743, 0.0727859, 0.0756593, 0.0729228, 0.0746822, 0.0739316, 0.0763048, 0.0735312, 5.37781, 0.304609, 2.50089, 0.0742586, 0.0727695, 0.0727693, 0.0727701, 0.0993279, 0.0727693, 0.0764687
1.48282, 7.52461, 8.51846, 0.0732014, 3.0862, -0.993846, 0.0795129, 0.0430026, 0.0732063, 0.0732178, 0.0760499, 0.073353, 0.0754707, 0.074348, 0.0766884, 0.0739778, 5.76496, 0.308807, 2.54388, 0.0741253, 0.0732016, 0.0732014, 0.0732022, 0.0988322, 0.0732014, 0.0768503
1.49068, 9.18645, 8.96121, 0.0739198, 3.34461, 0.225231, 0.0798271, 0.0405508, 0.0739246, 0.0739359, 0.0767272, 0.0740695, 0.0765806, 0.0750508, 0.0773586, 0.0747163, 6.20669, 0.30999, 2.54656, 0.0744839, 0.07392, 0.0739198, 0.0739206, 0.0986516, 0.0739198, 0.0775187
1.49855, 10.716, 9.44313, 0.0749585, 3.56595, 1.27285, 0.0804207, 0.0381531, 0.0749632, 0.0749744, 0.0777258, 0.0751063, 0.0780393, 0.0760743, 0.0783504, 0.0757813, 6.73122, 0.308239, 2.50902, 0.0752973, 0.0749586, 0.0749585, 0.0749593, 0.0988239, 0.0749585, 0.0785087
1.50641, 10.7113, 10.0096, 0.0763518, 3.56528, 0.701687, 0.0813443, 0.0358271, 0.0763565, 0.0763674, 0.0790807, 0.0764979, 0.0798718, 0.077453, 0.0796988, 0.0772083, 7.38171, 0.30378, 2.43333, 0.0765521, 0.0763519, 0.0763518, 0.0763526, 0.0993889, 0.0763518, 0.0798554
1.51427, 13.983, 10.7293, 0.0781335, 3.99788, 3.25376, 0.0826476, 0.0335888, 0.0781381, 0.0781489, 0.0808262, 0.0782779, 0.0820999, 0.079221, 0.0814381, 0.0790315, 8.22277, 0.296968, 2.32335, 0.0782501, 0.0781336, 0.0781335, 0.0781343, 0.100386, 0.0781335, 0.0815932
1.52214, 12.4247, 11.7025, 0.0803356, 3.79799, 0.722237, 0.0843773, 0.0314517, 0.0803401, 0.0803508, 0.0829948, 0.0804785, 0.0847416, 0.0814103, 0.0836009, 0.0812837, 9.34885, 0.28826, 2.18448, 0.0804024, 0.0803357, 0.0803356, 0.0803364, 0.101851, 0.0803356, 0.0837546
1.53, 16.2886, 13.071, 0.0829878, 4.27652, 3.2176, 0.0865757, 0.0294257, 0.0829922, 0.0830028, 0.0856163, 0.0831292, 0.0878109, 0.0840509, 0.0862173, 0.0839952, 10.8949, 0.278177, 2.02317, 0.0830254, 0.0829879, 0.0829878, 0.0829885, 0.103819, 0.0829878, 0.0863696
1.53786, 15.5318, 15.0307, 0.0861171, 4.1871, 0.50109, 0.0892802, 0.0275176, 0.0861215, 0.086132, 0.088718, 0.0862572, 0.0913187, 0.0871697, 0.0893144, 0.0871934, 13.0492, 0.267271, 1.84647, 0.086138, 0.0861172, 0.0861171, 0.0861178, 0.106319, 0.0861171, 0.0894655
1.54573, 18.5416, 17.8457, 0.089748, 4.53228, 0.695881, 0.0925224, 0.0257301, 0.0897523, 0.0897627, 0.0923243, 0.0898869, 0.0952735, 0.0907913, 0.0929167, 0.090903, 16.0682, 0.256087, 1.66152, 0.0897594, 0.089748, 0.089748, 0.0897487, 0.109377, 0.089748, 0.0930666
1.55359, 19.6624, 21.8633, 0.0939024, 4.65429, -2.20095, 0.0963293, 0.0240631, 0.0939067, 0.093917, 0.0964572, 0.0940404, 0.0996829, 0.0949375, 0.0970462, 0.0951464, 20.2921, 0.245135, 1.47512, 0.0939085, 0.0939024, 0.0939024, 0.0939031, 0.113015, 0.0939024, 0.097195
1.56145, 24.537, 27.5295, 0.0986003, 5.15141, -2.99246, 0.100723, 0.0225134, 0.0986045, 0.0986147, 0.101136, 0.0987374, 0.104555, 0.0996283, 0.101723, 0.0999434, 26.1603, 0.234866, 1.29333, 0.0986035, 0.0986003, 0.0986003, 0.098601, 0.11725, 0.0986003, 0.10187
1.56932, 41.7287, 35.4013, 0.10386, 6.61277, 6.32734, 0.105721, 0.0210758, 0.103864, 0.103874, 0.10638, 0.103996, 0.1099, 0.104882, 0.106964, 0.105313, 34.2246, 0.225656, 1.12121, 0.103862, 0.10386, 0.10386, 0.103861, 0.122098, 0.10386, 0.10711
1.57718, 53.5299, 46.1542, 0.109699, 7.45184, 7.37567, 0.11134, 0.0197439, 0.109703, 0.109713, 0.112205, 0.109835, 0.115732, 0.110716, 0.112787, 0.111271, 45.1561, 0.217796, 0.962654, 0.1097, 0.109699, 0.109699, 0.1097, 0.127571, 0.109699, 0.112932
1.58504, 61.5585, 60.5827, 0.116135, 7.97236, 0.975834, 0.117594, 0.0185101, 0.116139, 0.116149, 0.118627, 0.11627, 0.122066, 0.117146, 0.119209, 0.117835, 59.7465, 0.211495, 0.820354, 0.116135, 0.116135, 0.116135, 0.116135, 0.133683, 0.116135, 0.119352
1.5929, 68.681, 79.585, 0.123183, 8.4072, -10.904, 0.124494, 0.0173671, 0.123187, 0.123197, 0.125664, 0.123317, 0.128925, 0.12419, 0.126246, 0.125022, 78.8925, 0.206887, 0.695839, 0.123183, 0.123183, 0.123183, 0.123183, 0.140441, 0.123183, 0.126386
1.60077, 103.458, 104.137, 0.130861, 10.2693, -0.679031, 0.132054, 0.0163076, 0.130865, 0.130875, 0.13333, 0.130995, 0.136334, 0.131863, 0.133914, 0.132848, 103.57, 0.204036, 0.589602, 0.130861, 0.130861, 0.130861, 0.130861, 0.147858, 0.130861, 0.13405
1.60863, 138.67, 135.244, 0.139184, 11.8604, 3.42569, 0.140283, 0.015325, 0.139188, 0.139198, 0.141641, 0.139317, 0.144321, 0.140182, 0.142228, 0.141327, 134.783, 0.202953, 0.501282, 0.139184, 0.139184, 0.139184, 0.139184, 0.155942, 0.139184, 0.142359
1.61649, 153.04, 173.875, 0.148168, 12.4515, -20.8358, 0.149195, 0.0144135, 0.148172, 0.148182, 0.150614, 0.148301, 0.152916, 0.149162, 0.151204, 0.150477, 173.504, 0.203609, 0.429853, 0.148168, 0.148168, 0.148168, 0.148169, 0.164703, 0.148168, 0.151329
1.62436, 226.622, 220.876, 0.157828, 15.1203, 5.74617, 0.158798, 0.0135682, 0.157832, 0.157842, 0.16026, 0.157961, 0.162149, 0.158817, 0.160857, 0.160309, 220.578, 0.205945, 0.373848, 0.157828, 0.157828, 0.157828, 0.157829, 0.174148, 0.157828, 0.160972
1.63222, 296.622, 276.871, 0.168177, 17.2807, 19.7505, 0.169102, 0.0127849, 0.16818, 0.16819, 0.170592, 0.168309, 0.17205, 0.169159, 0.171198, 0.170837, 276.633, 0.209884, 0.331531, 0.168177, 0.168177, 0.168177, 0.168177, 0.184282, 0.168177, 0.171301
1.64008, 368.206, 342.151, 0.17922, 19.2407, 26.0551, 0.180111, 0.0120602, 0.179224, 0.179234, 0.181618, 0.179352, 0.182642, 0.180196, 0.182237, 0.182068, 341.96, 0.21534, 0.301066, 0.17922, 0.17922, 0.17922, 0.179221, 0.195109, 0.17922, 0.182323
1.64795, 453.999, 416.567, 0.190963, 21.3541, 37.4322, 0.191826, 0.0113912, 0.190967, 0.190976, 0.193339, 0.191094, 0.193941, 0.19193, 0.193975, 0.194004, 416.414, 0.222221, 0.280636, 0.190963, 0.190963, 0.190963, 0.190964, 0.206627, 0.190963, 0.19404
1.65581, 519.038, 499.441, 0.203399, 22.8263, 19.5972, 0.20424, 0.0107753, 0.203403, 0.203413, 0.205751, 0.20353, 0.205956, 0.204357, 0.20641, 0.20664, 499.317, 0.230433, 0.268536, 0.203399, 0.203399, 0.203399, 0.2034, 0.218825, 0.203399, 0.206446
1.66367, 628.852, 589.494, 0.216514, 25.1168, 39.3588, 0.217335, 0.0102101, 0.216518, 0.216527, 0.218837, 0.216645, 0.218679, 0.217461, 0.219527, 0.21996, 589.393, 0.239879, 0.263228, 0.216514, 0.216514, 0.216514, 0.216515, 0.231686, 0.216514, 0.219526
1.67154, 673.964, 684.818, 0.230278, 25.9993, -10.8539, 0.231081, 0.00969323, 0.230282, 0.230291, 0.23257, 0.230409, 0.23209, 0.231212, 0.233298, 0.233935, 684.734, 0.250459, 0.263368, 0.230278, 0.230278, 0.230278, 0.230279, 0.245179, 0.230278, 0.23325
1.6794, 771.025, 782.909, 0.244646, 27.8033, -11.8836, 0.245431, 0.00922214, 0.24465, 0.244659, 0.246902, 0.244778, 0.246145, 0.245566, 0.24768, 0.248519, 782.838, 0.262065, 0.267803, 0.244646, 0.244646, 0.244646, 0.244646, 0.259256, 0.244646, 0.247573
1.68726, 887.653, 880.744, 0.259551, 29.8271, 6.9093, 0.260319, 0.00879412, 0.259554, 0.259563, 0.26177, 0.259684, 0.260782, 0.260455, 0.262608, 0.263645, 880.683, 0.274576, 0.275569, 0.259551, 0.259551, 0.259551, 0.259551, 0.273852, 0.259551, 0.262429
1.69512, 947.587, 974.922, 0.274903, 30.8154, -27.3353, 0.275655, 0.0084062, 0.274906, 0.274915, 0.277082, 0.275039, 0.275909, 0.27579, 0.277996, 0.279224, 974.869, 0.287858, 0.285857, 0.274903, 0.274903, 0.274903, 0.274904, 0.288878, 0.274903, 0.277729
1.70299, 1027.25, 1061.85, 0.290585, 32.0819, -34.6047, 0.291321, 0.0080551, 0.290589, 0.290597, 0.292724, 0.290726, 0.291409, 0.291455, 0.293729, 0.295139, 1061.8, 0.301751, 0.297995, 0.290585, 0.290585, 0.290585, 0.290586, 0.304222, 0.290585, 0.293355
1.71085, 1105.55, 1137.98, 0.306452, 33.2798, -32.4279, 0.307171, 0.00773723, 0.306455, 0.306464, 0.308551, 0.3066, 0.307132, 0.307303, 0.309666, 0.311245, 1137.93, 0.316078, 0.31141, 0.306452, 0.306452, 0.306452, 0.306453, 0.31974, 0.306452, 0.309163
1.71871, 1191.99, 1200.03, 0.322328, 34.5542, -8.03564, 0.32303, 0.00744875, 0.322331, 0.322339, 0.324388, 0.322485, 0.322899, 0.323159, 0.325633, 0.327367, 1199.99, 0.33063, 0.32561, 0.322328, 0.322328, 0.322328, 0.322328, 0.335262, 0.322328, 0.324979
1.72658, 1235.42, 1245.25, 0.338007, 35.1769, -9.83179, 0.338693, 0.00718557, 0.338011, 0.338019, 0.340033, 0.338179, 0.338502, 0.338819, 0.34143, 0.343302, 1245.21, 0.345177, 0.340158, 0.338007, 0.338007, 0.338007, 0.338008, 0.350589, 0.338007, 0.340598
1.73444, 1286.18, 1271.62, 0.35326, 35.8912, 14.5586, 0.35393, 0.00694342, 0.353263, 0.353271, 0.355255, 0.353452, 0.353705, 0.354053, 0.356829, 0.358823, 1271.58, 0.359462, 0.354655, 0.35326, 0.35326, 0.35326, 0.35326, 0.365496, 0.35326, 0.355793
1.7423, 1328.14, 1277.98, 0.367835, 36.471, 50.1552, 0.36849, 0.00671794, 0.367838, 0.367846, 0.369807, 0.368054, 0.368255, 0.36861, 0.371583, 0.373685, 1277.95, 0.373214, 0.36873, 0.367835, 0.367835, 0.367835, 0.367835, 0.379739, 0.367835, 0.370312
1.75017, 1213.43, 1264.17, 0.381468, 34.8631, -50.7321, 0.38211, 0.00650474, 0.381472, 0.381479, 0.383426, 0.381725, 0.381884, 0.382226, 0.385432, 0.387634, 1264.13, 0.38615, 0.382038, 0.381468, 0.381468, 0.381468, 0.381469, 0.393061, 0.381468, 0.383894
1.75803, 1263.88, 1230.96, 0.393898, 35.5792, 32.9163, 0.394528, 0.00629948, 0.393901, 0.393909, 0.395851, 0.394204, 0.394325, 0.39464, 0.398115, 0.40042, 1230.93, 0.397989, 0.394256, 0.393898, 0.393898, 0.393898, 0.393898, 0.405203, 0.393898, 0.396278
1.76589, 1156.21, 1180.06, 0.40487, 34.0325, -23.8519, 0.40549, 0.00609802, 0.404874, 0.404881, 0.406831, 0.405242, 0.405323, 0.4056, 0.409383, 0.411814, 1180.03, 0.408462, 0.405093, 0.40487, 0.40487, 0.40487, 0.404871, 0.41592, 0.40487, 0.407211
1.77375, 1122.32, 1113.92, 0.414162, 33.5308, 8.39502, 0.414774, 0.00589649, 0.414165, 0.414173, 0.416142, 0.414619, 0.41465, 0.41488, 0.419012, 0.421625, 1113.89, 0.417331, 0.414299, 0.414162, 0.414162, 0.414162, 0.414162, 0.42499, 0.414162, 0.41647
1.78162, 1029.37, 1035.57, 0.421587, 32.115, -6.19373, 0.422194, 0.00569145, 0.421591, 0.421599, 0.4236, 0.422155, 0.422118, 0.422297, 0.426819, 0.429718, 1035.53, 0.4244, 0.421671, 0.421587, 0.421587, 0.421587, 0.421588, 0.432231, 0.421587, 0.423871
1.78948, 892.558, 948.346, 0.42702, 29.9092, -55.788, 0.427623, 0.00547994, 0.427024, 0.427032, 0.429077, 0.427729, 0.427599, 0.427723, 0.432678, 0.43604, 948.311, 0.429529, 0.427071, 0.42702, 0.42702, 0.42702, 0.427021, 0.437519, 0.42702, 0.429288
1.79734, 895.355, 855.729, 0.430402, 29.9559, 39.626, 0.431003, 0.00525964, 0.430406, 0.430414, 0.432515, 0.431289, 0.431029, 0.4311, 0.43653, 0.440634, 855.693, 0.432652, 0.430432, 0.430402, 0.430402, 0.430402, 0.430402, 0.440794, 0.430402, 0.43266
1.80521, 763.362, 761.053, 0.431748, 27.6652, 2.30969, 0.43235, 0.00502895, 0.431752, 0.431761, 0.43393, 0.432859, 0.432424, 0.432445, 0.438391, 0.443661, 761.014, 0.433777, 0.431766, 0.431748, 0.431748, 0.431748, 0.431749, 0.442072, 0.431748, 0.434006
1.81307, 707.983, 667.351, 0.431159, 26.6455, 40.6317, 0.431763, 0.00478702, 0.431164, 0.431173, 0.43342, 0.432545, 0.43188, 0.431857, 0.438361, 0.445416, 667.31, 0.432997, 0.43117, 0.431159, 0.431159, 0.431159, 0.43116, 0.441453, 0.431159, 0.433423
1.82093, 595.731, 577.199, 0.428815, 24.4485, 18.5318, 0.429424, 0.00453377, 0.42882, 0.42883, 0.431162, 0.430536, 0.429576, 0.429516, 0.436618, 0.446335, 577.154, 0.430486, 0.428821, 0.428815, 0.428815, 0.428815, 0.428817, 0.439111, 0.428815, 0.431092
1.8288, 472.231, 492.641, 0.424972, 21.7768, -20.4103, 0.425586, 0.00426994, 0.424977, 0.424987, 0.427412, 0.427092, 0.425763, 0.425677, 0.433416, 0.447005, 492.59, 0.426496, 0.424975, 0.424972, 0.424972, 0.424972, 0.424973, 0.4353, 0.424972, 0.427266
1.83666, 389.33, 415.139, 0.419948, 19.7821, -25.8088, 0.420568, 0.00399698, 0.419953, 0.419963, 0.422484, 0.422539, 0.420761, 0.420659, 0.429072, 0.448158, 415.08, 0.421341, 0.41995, 0.419948, 0.419948, 0.419948, 0.419949, 0.430335, 0.419948, 0.422263
1.84452, 361.419, 345.598, 0.414111, 19.0635, 15.821, 0.414739, 0.00371702, 0.414117, 0.414127, 0.416746, 0.417247, 0.414935, 0.414829, 0.423952, 0.450665, 345.529, 0.415386, 0.414112, 0.414111, 0.414111, 0.414111, 0.414112, 0.424578, 0.414111, 0.41645
1.85239, 282.632, 284.41, 0.407858, 16.871, -1.77893, 0.408494, 0.00343267, 0.407864, 0.407875, 0.410591, 0.411613, 0.408682, 0.408585, 0.418451, 0.455513, 284.329, 0.409027, 0.407859, 0.407858, 0.407858, 0.407858, 0.40786, 0.418423, 0.407858, 0.410224
1.86025, 225.952, 231.541, 0.401596, 15.0981, -5.58896, 0.40224, 0.00314697, 0.401602, 0.401613, 0.404425, 0.40604, 0.402409, 0.402332, 0.412975, 0.463777, 231.444, 0.402667, 0.401596, 0.401596, 0.401596, 0.401596, 0.401597, 0.412273, 0.401596, 0.403989
1.86811, 196.406, 186.618, 0.39572, 14.0857, 9.78725, 0.396372, 0.00286314, 0.395727, 0.395738, 0.398641, 0.400915, 0.396511, 0.396467, 0.407916, 0.476582, 186.501, 0.396701, 0.39572, 0.39572, 0.39572, 0.39572, 0.395722, 0.406519, 0.39572, 0.39814
1.87597, 145.528, 149.033, 0.390597, 12.1461, -3.50551, 0.391256, 0.00258446, 0.390604, 0.390616, 0.393604, 0.396592, 0.391355, 0.391356, 0.40364, 0.495043, 148.89, 0.391494, 0.390597, 0.390597, 0.390597, 0.390597, 0.390599, 0.401526, 0.390597, 0.393044
1.88384, 136.146, 118.028, 0.386547, 11.7535, 18.1176, 0.387214, 0.00231411, 0.386554, 0.386566, 0.389633, 0.393373, 0.387265, 0.387318, 0.400466, 0.520207, 117.854, 0.387366, 0.386547, 0.386547, 0.386547, 0.386547, 0.386549, 0.397611, 0.386547, 0.389019
1.8917, 86.0821, 92.7771, 0.383834, 9.38521, -6.69497, 0.384508, 0.00205499, 0.383842, 0.383854, 0.386992, 0.3915, 0.384505, 0.38462, 0.398656, 0.552979, 92.5657, 0.38458, 0.383834, 0.383834, 0.383834, 0.383834, 0.383836, 0.395038, 0.383834, 0.386329
1.89956, 74.1209, 72.4492, 0.382658, 8.72473, 1.67168, 0.383338, 0.00180962, 0.382666, 0.382678, 0.385881, 0.391146, 0.383277, 0.38346, 0.398408, 0.594037, 72.1937, 0.383336, 0.382658, 0.382658, 0.382658, 0.382658, 0.38266, 0.394005, 0.382658, 0.385174
1.90743, 60.186, 56.2542, 0.383152, 7.88581, 3.93179, 0.383838, 0.00158007, 0.38316, 0.383173, 0.386431, 0.392418, 0.383716, 0.383972, 0.399856, 0.643754, 55.9476, 0.383766, 0.383152, 0.383152, 0.383152, 0.383152, 0.383154, 0.394645, 0.383152, 0.385687
1.91529, 38.9748, 43.471, 0.385387, 6.40115, -4.49626, 0.386076, 0.00136786, 0.385395, 0.385408, 0.388714, 0.395354, 0.385893, 0.386226, 0.403067, 0.702121, 43.1065, 0.385941, 0.385387, 0.385387, 0.385387, 0.385387, 0.385389, 0.397031, 0.385387, 0.387937
1.92315, 30.3901, 33.4648, 0.389372, 5.69123, -3.0747, 0.390066, 0.00117399, 0.38938, 0.389393, 0.39274, 0.399938, 0.389823, 0.390235, 0.408053, 0.768682, 33.0359, 0.389871, 0.389372, 0.389372, 0.389372, 0.389372, 0.389374, 0.401175, 0.389372, 0.391936
1.93102, 22.2041, 25.6914, 0.39507, 4.91977, -3.48732, 0.395767, 0.000998915, 0.395078, 0.395091, 0.398471, 0.406106, 0.395467, 0.39596, 0.414774, 0.842492, 25.1928, 0.395516, 0.39507, 0.39507, 0.39507, 0.39507, 0.395072, 0.40704, 0.39507, 0.397645
1.93888, 21.7766, 19.6956, 0.402401, 4.87613, 2.081, 0.403101, 0.000842613, 0.402409, 0.402422, 0.405831, 0.413758, 0.402747, 0.403322, 0.42315, 0.922099, 19.1233, 0.4028, 0.402401, 0.402401, 0.402401, 0.402401, 0.402403, 0.414553, 0.402401, 0.404986
1.94674, 9.99033, 15.1024, 0.411259, 3.46271, -5.11207, 0.411961, 0.000704621, 0.411267, 0.411281, 0.414711, 0.422773, 0.411559, 0.412217, 0.433075, 1.00558, 14.454, 0.411613, 0.411259, 0.411259, 0.411259, 0.411259, 0.411261, 0.423609, 0.411259, 0.413852
1.95461, 10.9903, 11.6079, 0.421518, 3.60421, -0.61753, 0.422222, 0.000584132, 0.421527, 0.42154, 0.424988, 0.433017, 0.421777, 0.422518, 0.444422, 1.0906, 10.8834, 0.421832, 0.421518, 0.421518, 0.421518, 0.421518, 0.42152, 0.434089, 0.421518, 0.424118
1.96247, 9.40456, 8.96779, 0.433045, 3.37706, 0.436768, 0.43375, 0.000480045, 0.433054, 0.433067, 0.436529, 0.444359, 0.433268, 0.434094, 0.457058, 1.1745, 8.16982, 0.433322, 0.433045, 0.433045, 0.433045, 0.433045, 0.433047, 0.445864, 0.433045, 0.43565
1.97033, 3.57617, 6.98791, 0.445706, 2.36139, -3.41174, 0.446412, 0.000391079, 0.445715, 0.445728, 0.449201, 0.456671, 0.445897, 0.446809, 0.470849, 1.25449, 6.12154, 0.445949, 0.445706, 0.445706, 0.445706, 0.445706, 0.445708, 0.458806, 0.445706, 0.448316
1.97819, 5.2475, 5.51418, 0.459372, 2.69212, -0.266677, 0.460079, 0.000315821, 0.45938, 0.459394, 0.462875, 0.46984, 0.459537, 0.460538, 0.485666, 1.32776, 4.58721, 0.459584, 0.459372, 0.459372, 0.459372, 0.459372, 0.459374, 0.472792, 0.459372, 0.461985
1.98606, 8.41904, 4.42527, 0.473924, 3.22785, 3.99377, 0.474632, 0.00025281, 0.473933, 0.473947, 0.477433, 0.483771, 0.474067, 0.47516, 0.501391, 1.39169, 3.44797, 0.474108, 0.473924, 0.473924, 0.473924, 0.473924, 0.473927, 0.487711, 0.473924, 0.476542
1.99392, 4.57613, 3.62581, 0.48926, 2.5644, 0.950321, 0.489968, 0.00020058, 0.489268, 0.489282, 0.492773, 0.498384, 0.489384, 0.490574, 0.517924, 1.44406, 2.61054, 0.489419, 0.48926, 0.48926, 0.48926, 0.48926, 0.489262, 0.503465, 0.48926, 0.491881
2.00178, 4.42387, 3.04151, 0.505286, 2.53454, 1.38236, 0.505995, 0.000157721, 0.505295, 0.505309, 0.508803, 0.513617, 0.505397, 0.506688, 0.535176, 1.48314, 2.00223, 0.505423, 0.505286, 0.505286, 0.505286, 0.505286, 0.505288, 0.51997, 0.505286, 0.507913
2.00965, 1.14264, 2.61484, 0.521929, 1.77275, -1.4722, 0.522637, 0.000122899, 0.521937, 0.521951, 0.525447, 0.529424, 0.522028, 0.523426, 0.553078, 1.50787, 1.56641, 0.522046, 0.521929, 0.521929, 0.521929, 0.521929, 0.521931, 0.537155, 0.521929, 0.524562
2.01751, 2.99518, 2.30179, 0.539125, 2.23499, 0.693389, 0.539834, 9.48878e-05, 0.539133, 0.539147, 0.542645, 0.545771, 0.539215, 0.540727, 0.571579, 1.51794, 1.25934, 0.539225, 0.539125, 0.539125, 0.539125, 0.539125, 0.539127, 0.554966, 0.539125, 0.541766
2.02537, 2.86218, 2.06927, 0.556824, 2.20503, 0.792912, 0.557533, 7.25802e-05, 0.556833, 0.556846, 0.560345, 0.562633, 0.556908, 0.558539, 0.59065, 1.51375, 1.04737, 0.556909, 0.556824, 0.556824, 0.556824, 0.556824, 0.556826, 0.573357, 0.556824, 0.559475
2.03324, 3.12813, 1.89285, 0.574988, 2.26454, 1.23528, 0.575697, 5.49911e-05, 0.574997, 0.57501, 0.57851, 0.579994, 0.575067, 0.576825, 0.610285, 1.49644, 0.904874, 0.57506, 0.574988, 0.574988, 0.574988, 0.574988, 0.57499, 0.592296, 0.574988, 0.577652
2.0411, 1.87187, 1.75507, 0.593587, 1.96771, 0.116803, 0.594296, 4.12629e-05, 0.593595, 0.593609, 0.597109, 0.597843, 0.593662, 0.595555, 0.630508, 1.46771, 0.812548, 0.593647, 0.593587, 0.593587, 0.593587, 0.593587, 0.593589, 0.611756, 0.593587, 0.596268
2.04896, 1.11849, 1.64386, 0.612597, 1.76592, -0.525366, 0.613306, 3.0658e-05, 0.612605, 0.612619, 0.61612, 0.616167, 0.612669, 0.614705, 0.651382, 1.42977, 0.756001, 0.612647, 0.612597, 0.612597, 0.612597, 0.612597, 0.612599, 0.631718, 0.612597, 0.615301
2.05683, 3.99514, 1.55128, 0.632001, 2.4485, 2.44386, 0.632711, 2.25504e-05, 0.63201, 0.632024, 0.635524, 0.63496, 0.632072, 0.634258, 0.673025, 1.38512, 0.724648, 0.632043, 0.632001, 0.632001, 0.632001, 0.632001, 0.632003, 0.652169, 0.632001, 0.634734
2.06469, 0.886369, 1.47251, 0.651789, 1.69893, -0.586141, 0.652498, 1.64172e-05, 0.651797, 0.651811, 0.655312, 0.654213, 0.651858, 0.654202, 0.69563, 1.33635, 0.710819, 0.651823, 0.651789, 0.651789, 0.651789, 0.651789, 0.651791, 0.6731, 0.651789, 0.654557
2.07255, 2, 1.40494, 0.671948, 2, 0.595061, 0.672658, 1.18277e-05, 0.671957, 0.671971, 0.675472, 0.673916, 0.672017, 0.674527, 0.719492, 1.28603, 0.709037, 0.671977, 0.671948, 0.671948, 0.671948, 0.671948, 0.67195, 0.694502, 0.671948, 0.674762
2.08041, 0, 1.34751, 0.692473, 1.41421, -1.34751, 0.693183, 8.43083e-06, 0.692481, 0.692495, 0.695996, 0.694058, 0.692541, 0.695225, 0.745054, 1.2365, 0.715448, 0.692496, 0.692473, 0.692473, 0.692473, 0.692473, 0.692475, 0.716371, 0.692473, 0.695342
2.08828, 3.54721, 1.30023, 0.71336, 2.35525, 2.24699, 0.714071, 5.94446e-06, 0.713368, 0.713382, 0.716883, 0.714633, 0.713427, 0.716293, 0.772952, 1.18976, 0.72739, 0.713379, 0.71336, 0.71336, 0.71336, 0.71336, 0.713362, 0.738706, 0.71336, 0.716297
2.09614, 0.452788, 1.26377, 0.734603, 1.56614, -0.81098, 0.735315, 4.14528e-06, 0.734612, 0.734625, 0.738126, 0.735628, 0.73467, 0.737725, 0.804077, 1.14743, 0.743049, 0.734618, 0.734603, 0.734603, 0.734603, 0.734603, 0.734605, 0.761504, 0.734603, 0.737621
2.104, 2, 1.23931, 0.756199, 2, 0.760692, 0.756913, 2.85833e-06, 0.756208, 0.756222, 0.759723, 0.757033, 0.756266, 0.759518, 0.839652, 1.11066, 0.76121, 0.756212, 0.756199, 0.756199, 0.756199, 0.756199, 0.756202, 0.784769, 0.756199, 0.759315
2.11187, 1, 1.2284, 0.778147, 1.73205, -0.228395, 0.778863, 1.94856e-06, 0.778156, 0.77817, 0.781671, 0.778838, 0.778214, 0.781669, 0.881308, 1.08016, 0.781074, 0.778157, 0.778147, 0.778147, 0.778147, 0.778147, 0.77815, 0.808508, 0.778147, 0.781377
2.11973, 3.07509, 1.23295, 0.800444, 2.2528, 1.84214, 0.801162, 1.31306e-06, 0.800453, 0.800467, 0.803968, 0.801036, 0.800511, 0.804177, 0.931174, 1.05622, 0.802122, 0.800452, 0.800444, 0.800444, 0.800444, 0.800444, 0.800447, 0.832731, 0.800444, 0.803807
2.12759, 2.46007, 1.25533, 0.823089, 2.11189, 1.20474, 0.82381, 8.74481e-07, 0.823097, 0.823111, 0.826612, 0.823618, 0.823155, 0.827039, 0.991947, 1.0388, 0.824042, 0.823095, 0.823089, 0.823089, 0.823089, 0.823089, 0.823091, 0.857459, 0.823089, 0.826605
2.13546, 0.997555, 1.29834, 0.846078, 1.73134, -0.300784, 0.846803, 5.75525e-07, 0.846086, 0.8461, 0.849601, 0.846575, 0.846144, 0.850253, 1.06695, 1.02757, 0.846612, 0.846083, 0.846078, 0.846078, 0.846078, 0.846078, 0.84608, 0.882719, 0.846078, 0.84977
2.14332, 2.46729, 1.36537, 0.869409, 2.1136, 1.10191, 0.87014, 3.74255e-07, 0.869418, 0.869432, 0.872933, 0.869903, 0.869476, 0.873816, 1.16018, 1.02202, 0.869704, 0.869413, 0.869409, 0.869409, 0.869409, 0.869409, 0.869412, 0.908554, 0.869409, 0.8733
