   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_148.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.14935, 5.82887, 6.64375, 6.60794, 2.79801, -0.814874, 6.60794, 0, 6.60795, 6.60794, 6.61191, 6.60852, 6.63874, 6.60794, 6.60794, 6.60794, 6.60794, 6.60794, 6.60794, 6.60794, 6.60794, 6.60794, 6.60794, 6.60794, 6.60794, 6.60837, 6.60794
4.15722, 6.73163, 6.67211, 6.64239, 2.95493, 0.0595169, 6.64239, 0, 6.6424, 6.6424, 6.64636, 6.64301, 6.66712, 6.64239, 6.64239, 6.64239, 6.64239, 6.64239, 6.64239, 6.64239, 6.64239, 6.64239, 6.64239, 6.64239, 6.64239, 6.64277, 6.64239
4.16508, 6.34297, 6.70157, 6.67698, 2.88842, -0.358608, 6.67698, 0, 6.67699, 6.67698, 6.68095, 6.67763, 6.6966, 6.67698, 6.67698, 6.67698, 6.67698, 6.67698, 6.67698, 6.67698, 6.67698, 6.67698, 6.67698, 6.67698, 6.67698, 6.6773, 6.67698
4.17295, 7.72038, 6.73204, 6.71169, 3.11775, 0.988345, 6.71169, 0, 6.7117, 6.7117, 6.71567, 6.71238, 6.72707, 6.71169, 6.71169, 6.71169, 6.71169, 6.71169, 6.71169, 6.71169, 6.71169, 6.71169, 6.71169, 6.71169, 6.71169, 6.71198, 6.71169
4.18081, 2.36401, 6.76341, 6.74654, 2.08902, -4.3994, 6.74654, 0, 6.74655, 6.74654, 6.75051, 6.74725, 6.75844, 6.74654, 6.74654, 6.74654, 6.74654, 6.74654, 6.74654, 6.74654, 6.74654, 6.74654, 6.74654, 6.74654, 6.74654, 6.7468, 6.74654
4.18868, 4.90111, 6.7956, 6.78152, 2.627, -1.89449, 6.78152, 0, 6.78153, 6.78153, 6.78549, 6.78226, 6.79063, 6.78152, 6.78152, 6.78152, 6.78152, 6.78152, 6.78152, 6.78152, 6.78152, 6.78152, 6.78152, 6.78152, 6.78152, 6.78177, 6.78152
4.19654, 4.19306, 6.8285, 6.81664, 2.48859, -2.63544, 6.81664, 0, 6.81665, 6.81664, 6.82061, 6.81738, 6.82352, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81664, 6.81688, 6.81664
4.20441, 3.6961, 6.86203, 6.85189, 2.38665, -3.16593, 6.85189, 0, 6.8519, 6.85189, 6.85586, 6.85264, 6.85703, 6.85189, 6.85189, 6.85189, 6.85189, 6.85189, 6.85189, 6.85189, 6.85189, 6.85189, 6.85189, 6.85189, 6.85189, 6.85214, 6.85189
4.21227, 5.99258, 6.89609, 6.88727, 2.82712, -0.903505, 6.88727, 0, 6.88728, 6.88728, 6.89125, 6.88802, 6.89107, 6.88727, 6.88727, 6.88727, 6.88727, 6.88727, 6.88727, 6.88727, 6.88727, 6.88727, 6.88727, 6.88727, 6.88727, 6.88756, 6.88727
4.22014, 8.78065, 6.93062, 6.92279, 3.28339, 1.85003, 6.92279, 0, 6.9228, 6.9228, 6.92677, 6.92353, 6.92556, 6.92279, 6.92279, 6.92279, 6.92279, 6.92279, 6.92279, 6.92279, 6.92279, 6.92279, 6.92279, 6.92279, 6.92279, 6.92313, 6.92279
4.228, 7.98792, 6.96555, 6.95845, 3.16037, 1.02236, 6.95845, 0, 6.95846, 6.95845, 6.96242, 6.95916, 6.96044, 6.95845, 6.95845, 6.95845, 6.95845, 6.95845, 6.95845, 6.95845, 6.95845, 6.95845, 6.95845, 6.95845, 6.95845, 6.95885, 6.95845
4.23587, 8.65458, 7.00084, 6.99424, 3.26413, 1.65374, 6.99424, 0, 6.99425, 6.99424, 6.99821, 6.99493, 6.99566, 6.99424, 6.99424, 6.99424, 6.99424, 6.99424, 6.99424, 6.99424, 6.99424, 6.99424, 6.99424, 6.99424, 6.99424, 6.99474, 6.99424
4.24373, 8.43464, 7.03644, 7.03016, 3.23027, 1.3982, 7.03016, 0, 7.03017, 7.03017, 7.03413, 7.03082, 7.03116, 7.03016, 7.03016, 7.03016, 7.03016, 7.03016, 7.03016, 7.03016, 7.03016, 7.03016, 7.03016, 7.03016, 7.03016, 7.03079, 7.03016
4.2516, 9.10613, 7.07231, 7.06621, 3.33259, 2.03382, 7.06621, 0, 7.06622, 7.06622, 7.07018, 7.06683, 7.06691, 7.06621, 7.06621, 7.06621, 7.06621, 7.06621, 7.06621, 7.06621, 7.06621, 7.06621, 7.06621, 7.06621, 7.06621, 7.067, 7.06621
4.25946, 6.99275, 7.10844, 7.1024, 2.99879, -0.115689, 7.1024, 0, 7.10241, 7.10241, 7.10637, 7.10298, 7.10288, 7.1024, 7.1024, 7.1024, 7.1024, 7.1024, 7.1024, 7.1024, 7.1024, 7.1024, 7.1024, 7.1024, 7.1024, 7.10339, 7.1024
4.26733, 6.99277, 7.1448, 7.13872, 2.9988, -0.15203, 7.13872, 0, 7.13873, 7.13872, 7.14269, 7.13926, 7.13904, 7.13872, 7.13872, 7.13872, 7.13872, 7.13872, 7.13872, 7.13872, 7.13872, 7.13872, 7.13872, 7.13872, 7.13872, 7.13994, 7.13872
4.27519, 4.23889, 7.18139, 7.17516, 2.49778, -2.9425, 7.17516, 0, 7.17517, 7.17517, 7.17914, 7.17566, 7.17538, 7.17516, 7.17516, 7.17516, 7.17516, 7.17516, 7.17516, 7.17516, 7.17516, 7.17516, 7.17516, 7.17516, 7.17516, 7.17668, 7.17516
4.28306, 4.49566, 7.21819, 7.21174, 2.54866, -2.72253, 7.21174, 0, 7.21175, 7.21174, 7.21571, 7.21219, 7.21188, 7.21174, 7.21174, 7.21174, 7.21174, 7.21174, 7.21174, 7.21174, 7.21174, 7.21174, 7.21174, 7.21174, 7.21174, 7.2136, 7.21174
4.29092, 4.49945, 7.25521, 7.24844, 2.5494, -2.75575, 7.24844, 0, 7.24845, 7.24845, 7.25241, 7.24886, 7.24854, 7.24844, 7.24844, 7.24844, 7.24844, 7.24844, 7.24844, 7.24844, 7.24844, 7.24844, 7.24844, 7.24844, 7.24844, 7.2507, 7.24844
4.29879, 7.8674, 7.29242, 7.28527, 3.14124, 0.57498, 7.28527, 0, 7.28528, 7.28528, 7.28925, 7.28565, 7.28533, 7.28527, 7.28527, 7.28527, 7.28527, 7.28527, 7.28527, 7.28527, 7.28527, 7.28527, 7.28527, 7.28527, 7.28527, 7.28799, 7.28527
4.30665, 4.86233, 7.32983, 7.32222, 2.6196, -2.4675, 7.32222, 0, 7.32223, 7.32223, 7.3262, 7.32256, 7.32226, 7.32222, 7.32222, 7.32222, 7.32222, 7.32222, 7.32222, 7.32222, 7.32222, 7.32222, 7.32223, 7.32222, 7.32222, 7.32546, 7.32222
4.31452, 7.85787, 7.36745, 7.35931, 3.13972, 0.49042, 7.35931, 0, 7.35932, 7.35931, 7.36328, 7.35961, 7.35933, 7.35931, 7.35931, 7.35931, 7.35931, 7.35931, 7.35931, 7.35931, 7.35931, 7.35931, 7.35931, 7.35931, 7.35931, 7.36313, 7.35931
4.32238, 6.4028, 7.40526, 7.39652, 2.89876, -1.00246, 7.39652, 0, 7.39653, 7.39652, 7.40049, 7.39679, 7.39653, 7.39652, 7.39652, 7.39652, 7.39652, 7.39652, 7.39652, 7.39652, 7.39652, 7.39652, 7.39652, 7.39652, 7.39652, 7.40098, 7.39652
4.33025, 1.99758, 7.44324, 7.43384, 1.99939, -5.44566, 7.43384, 0, 7.43385, 7.43385, 7.43782, 7.43409, 7.43385, 7.43384, 7.43384, 7.43384, 7.43384, 7.43384, 7.43384, 7.43384, 7.43384, 7.43384, 7.43384, 7.43384, 7.43384, 7.43899, 7.43384
4.33811, 3.1399, 7.48141, 7.4713, 2.26713, -4.34151, 7.4713, 0, 7.47131, 7.47131, 7.47528, 7.47152, 7.47131, 7.4713, 7.4713, 7.4713, 7.4713, 7.4713, 7.4713, 7.4713, 7.4713, 7.4713, 7.4713, 7.4713, 7.4713, 7.47719, 7.4713
4.34598, 4.71055, 7.51974, 7.50888, 2.59047, -2.80919, 7.50888, 0, 7.50889, 7.50889, 7.51285, 7.50908, 7.50888, 7.50888, 7.50888, 7.50888, 7.50888, 7.50888, 7.50888, 7.50888, 7.50888, 7.50888, 7.50888, 7.50888, 7.50888, 7.51554, 7.50888
4.35384, 4.848, 7.55821, 7.54658, 2.61687, -2.71022, 7.54658, 0, 7.54659, 7.54659, 7.55055, 7.54676, 7.54658, 7.54658, 7.54658, 7.54658, 7.54658, 7.54658, 7.54658, 7.54658, 7.54658, 7.54658, 7.54658, 7.54658, 7.54658, 7.55404, 7.54658
4.36171, 4.14232, 7.59683, 7.58441, 2.47837, -3.45452, 7.58441, 0, 7.58442, 7.58442, 7.58838, 7.58458, 7.58441, 7.58441, 7.58441, 7.58441, 7.58441, 7.58441, 7.58441, 7.58441, 7.58441, 7.58441, 7.58441, 7.58441, 7.58441, 7.59267, 7.58441
4.36957, 4.84337, 7.63556, 7.62236, 2.61598, -2.79219, 7.62236, 0, 7.62237, 7.62236, 7.62633, 7.62251, 7.62236, 7.62236, 7.62236, 7.62236, 7.62236, 7.62236, 7.62236, 7.62236, 7.62236, 7.62236, 7.62236, 7.62236, 7.62236, 7.63141, 7.62236
4.37744, 3.30137, 7.6744, 7.66043, 2.30247, -4.37302, 7.66043, 0, 7.66044, 7.66044, 7.66441, 7.66058, 7.66043, 7.66043, 7.66043, 7.66043, 7.66043, 7.66043, 7.66043, 7.66043, 7.66043, 7.66043, 7.66043, 7.66043, 7.66043, 7.67026, 7.66043
4.38531, 12.8999, 7.71331, 7.69863, 3.86003, 5.18656, 7.69863, 0, 7.69864, 7.69864, 7.7026, 7.69877, 7.69863, 7.69863, 7.69863, 7.69863, 7.69863, 7.69863, 7.69863, 7.69863, 7.69863, 7.69863, 7.69863, 7.69863, 7.69863, 7.70917, 7.69863
4.39317, 5.93618, 7.75228, 7.73695, 2.81712, -1.81609, 7.73695, 0, 7.73696, 7.73696, 7.74092, 7.73708, 7.73695, 7.73695, 7.73695, 7.73695, 7.73695, 7.73695, 7.73695, 7.73695, 7.73695, 7.73695, 7.73695, 7.73695, 7.73695, 7.74815, 7.73695
4.40104, 7.83361, 7.7913, 7.7754, 3.13586, 0.042316, 7.7754, 0, 7.77541, 7.7754, 7.77937, 7.77553, 7.7754, 7.7754, 7.7754, 7.7754, 7.7754, 7.7754, 7.7754, 7.7754, 7.7754, 7.7754, 7.7754, 7.7754, 7.7754, 7.78717, 7.7754
4.4089, 4.82847, 7.83034, 7.81396, 2.61313, -3.00186, 7.81396, 0, 7.81397, 7.81397, 7.81793, 7.81409, 7.81396, 7.81396, 7.81396, 7.81396, 7.81396, 7.81396, 7.81396, 7.81396, 7.81396, 7.81396, 7.81396, 7.81396, 7.81396, 7.82621, 7.81396
4.41677, 4.99058, 7.8694, 7.85265, 2.64397, -2.87881, 7.85265, 0, 7.85266, 7.85265, 7.85662, 7.85278, 7.85265, 7.85265, 7.85265, 7.85265, 7.85265, 7.85265, 7.85265, 7.85265, 7.85265, 7.85265, 7.85265, 7.85265, 7.85265, 7.86527, 7.85265
4.42463, 3.15936, 7.90846, 7.89146, 2.27142, -4.74911, 7.89146, 0, 7.89147, 7.89146, 7.89543, 7.89159, 7.89146, 7.89146, 7.89146, 7.89146, 7.89146, 7.89146, 7.89146, 7.89146, 7.89146, 7.89146, 7.89146, 7.89146, 7.89146, 7.90434, 7.89146
4.4325, 5.16371, 7.94754, 7.93039, 2.67651, -2.78382, 7.93039, 0, 7.9304, 7.9304, 7.93436, 7.93052, 7.93039, 7.93039, 7.93039, 7.93039, 7.93039, 7.93039, 7.93039, 7.93039, 7.93039, 7.93039, 7.93039, 7.93039, 7.93039, 7.94342, 7.93039
4.44036, 8.95326, 7.98662, 7.96944, 3.30957, 0.966643, 7.96944, 0, 7.96945, 7.96945, 7.97341, 7.96957, 7.96944, 7.96944, 7.96944, 7.96944, 7.96944, 7.96944, 7.96944, 7.96944, 7.96944, 7.96944, 7.96944, 7.96944, 7.96944, 7.9825, 7.96944
4.44823, 6.86128, 8.02571, 8.00861, 2.97679, -1.16443, 8.00861, 0, 8.00862, 8.00862, 8.01258, 8.00874, 8.00861, 8.00861, 8.00861, 8.00861, 8.00861, 8.00861, 8.00861, 8.00861, 8.00861, 8.00861, 8.00861, 8.00861, 8.00861, 8.02159, 8.00861
4.45609, 10.6356, 8.06482, 8.0479, 3.55466, 2.5708, 8.0479, 0, 8.04791, 8.0479, 8.05187, 8.04803, 8.0479, 8.0479, 8.0479, 8.0479, 8.0479, 8.0479, 8.0479, 8.0479, 8.0479, 8.0479, 8.0479, 8.0479, 8.0479, 8.0607, 8.0479
4.46396, 8.80695, 8.10396, 8.0873, 3.28739, 0.702981, 8.0873, 0, 8.08731, 8.08731, 8.09127, 8.08743, 8.0873, 8.0873, 8.0873, 8.0873, 8.0873, 8.0873, 8.0873, 8.0873, 8.0873, 8.0873, 8.0873, 8.0873, 8.0873, 8.09984, 8.0873
4.47182, 9.61933, 8.14316, 8.12682, 3.40871, 1.47617, 8.12682, 0, 8.12683, 8.12683, 8.13079, 8.12696, 8.12682, 8.12682, 8.12682, 8.12682, 8.12682, 8.12682, 8.12682, 8.12682, 8.12682, 8.12682, 8.12682, 8.12682, 8.12682, 8.13903, 8.12682
4.47969, 15.1664, 8.18241, 8.16645, 4.14323, 6.98395, 8.16645, 0, 8.16646, 8.16645, 8.17042, 8.16659, 8.16645, 8.16645, 8.16645, 8.16645, 8.16645, 8.16645, 8.16645, 8.16645, 8.16645, 8.16645, 8.16645, 8.16645, 8.16645, 8.17828, 8.16645
4.48755, 11.359, 8.22174, 8.20619, 3.655, 3.1373, 8.20619, 0, 8.2062, 8.2062, 8.21017, 8.20633, 8.20619, 8.20619, 8.20619, 8.20619, 8.20619, 8.20619, 8.20619, 8.20619, 8.20619, 8.20619, 8.20619, 8.20619, 8.20619, 8.21761, 8.20619
4.49542, 5.94077, 8.26117, 8.24604, 2.81794, -2.3204, 8.24604, 0, 8.24605, 8.24605, 8.25002, 8.24619, 8.24604, 8.24604, 8.24604, 8.24604, 8.24604, 8.24604, 8.24604, 8.24604, 8.24604, 8.24604, 8.24605, 8.24604, 8.24604, 8.25703, 8.24604
4.50328, 3.80701, 8.3007, 8.286, 2.40977, -4.49369, 8.286, 0, 8.28601, 8.28601, 8.28997, 8.28615, 8.286, 8.286, 8.286, 8.286, 8.286, 8.286, 8.286, 8.286, 8.286, 8.286, 8.286, 8.286, 8.286, 8.29656, 8.286
4.51115, 10.8022, 8.34035, 8.32607, 3.57801, 2.4618, 8.32607, 0, 8.32607, 8.32607, 8.33004, 8.32621, 8.32607, 8.32607, 8.32607, 8.32607, 8.32607, 8.32607, 8.32607, 8.32607, 8.32607, 8.32607, 8.32607, 8.32607, 8.32607, 8.33621, 8.32607
4.51901, 8.20421, 8.38013, 8.36623, 3.1944, -0.175917, 8.36623, 0, 8.36624, 8.36624, 8.37021, 8.36639, 8.36623, 8.36623, 8.36623, 8.36623, 8.36623, 8.36623, 8.36623, 8.36623, 8.36623, 8.36623, 8.36624, 8.36623, 8.36623, 8.37599, 8.36623
4.52688, 10.9859, 8.42004, 8.40651, 3.60359, 2.56584, 8.40651, 0, 8.40652, 8.40651, 8.41048, 8.40666, 8.40651, 8.40651, 8.40651, 8.40651, 8.40651, 8.40651, 8.40651, 8.40651, 8.40651, 8.40651, 8.40651, 8.40651, 8.40651, 8.41589, 8.40651
4.53474, 12.3903, 8.46008, 8.44688, 3.79346, 3.93026, 8.44688, 0, 8.44689, 8.44689, 8.45086, 8.44704, 8.44688, 8.44688, 8.44688, 8.44688, 8.44688, 8.44688, 8.44688, 8.44688, 8.44688, 8.44688, 8.44688, 8.44688, 8.44688, 8.45592, 8.44688
4.54261, 4.81041, 8.50024, 8.48735, 2.60968, -3.68983, 8.48735, 0, 8.48736, 8.48736, 8.49132, 8.48751, 8.48735, 8.48735, 8.48735, 8.48735, 8.48735, 8.48735, 8.48735, 8.48735, 8.48735, 8.48735, 8.48735, 8.48735, 8.48735, 8.49609, 8.48735
4.55047, 10.9631, 8.54054, 8.52792, 3.60044, 2.4226, 8.52792, 0, 8.52793, 8.52793, 8.5319, 8.52809, 8.52792, 8.52792, 8.52792, 8.52792, 8.52792, 8.52792, 8.52792, 8.52792, 8.52792, 8.52792, 8.52793, 8.52792, 8.52792, 8.53638, 8.52792
4.55834, 11.9874, 8.58095, 8.56859, 3.73997, 3.40641, 8.56859, 0, 8.5686, 8.5686, 8.57257, 8.56876, 8.56859, 8.56859, 8.56859, 8.56859, 8.56859, 8.56859, 8.56859, 8.56859, 8.56859, 8.56859, 8.56859, 8.56859, 8.56859, 8.57679, 8.56859
4.5662, 12.4127, 8.62148, 8.60936, 3.79641, 3.79122, 8.60936, 0, 8.60937, 8.60937, 8.61333, 8.60953, 8.60936, 8.60936, 8.60936, 8.60936, 8.60936, 8.60936, 8.60936, 8.60936, 8.60936, 8.60936, 8.60936, 8.60936, 8.60936, 8.61732, 8.60936
4.57407, 6.77831, 8.66212, 8.65022, 2.96282, -1.88381, 8.65022, 0, 8.65023, 8.65023, 8.6542, 8.6504, 8.65022, 8.65022, 8.65022, 8.65022, 8.65022, 8.65022, 8.65022, 8.65022, 8.65022, 8.65022, 8.65023, 8.65022, 8.65022, 8.65796, 8.65022
4.58193, 8.99033, 8.70286, 8.69117, 3.31517, 0.287473, 8.69117, 0, 8.69118, 8.69118, 8.69515, 8.69135, 8.69117, 8.69117, 8.69117, 8.69117, 8.69117, 8.69117, 8.69117, 8.69117, 8.69117, 8.69117, 8.69118, 8.69117, 8.69117, 8.69869, 8.69117
4.5898, 8.77088, 8.7437, 8.73222, 3.2819, 0.0271797, 8.73222, 0, 8.73223, 8.73223, 8.7362, 8.7324, 8.73222, 8.73222, 8.73222, 8.73222, 8.73222, 8.73222, 8.73222, 8.73222, 8.73222, 8.73222, 8.73223, 8.73222, 8.73222, 8.73953, 8.73222
4.59766, 11.7661, 8.78463, 8.77336, 3.71027, 2.9815, 8.77336, 0, 8.77337, 8.77337, 8.77734, 8.77355, 8.77336, 8.77336, 8.77336, 8.77336, 8.77336, 8.77336, 8.77336, 8.77336, 8.77336, 8.77336, 8.77337, 8.77336, 8.77336, 8.78045, 8.77336
4.60553, 10.434, 8.82565, 8.81459, 3.52619, 1.60835, 8.81459, 0, 8.8146, 8.8146, 8.81857, 8.81478, 8.81459, 8.81459, 8.81459, 8.81459, 8.81459, 8.81459, 8.81459, 8.81459, 8.81459, 8.81459, 8.81459, 8.81459, 8.81459, 8.82147, 8.81459
4.61339, 7.21689, 8.86675, 8.85592, 3.03593, -1.64986, 8.85592, 0, 8.85593, 8.85592, 8.85989, 8.8561, 8.85592, 8.85592, 8.85592, 8.85592, 8.85592, 8.85592, 8.85592, 8.85592, 8.85592, 8.85592, 8.85592, 8.85592, 8.85592, 8.86257, 8.85592
4.62126, 4.22201, 8.90794, 8.89733, 2.4944, -4.68593, 8.89733, 0, 8.89734, 8.89733, 8.9013, 8.89752, 8.89733, 8.89733, 8.89733, 8.89733, 8.89733, 8.89733, 8.89733, 8.89733, 8.89733, 8.89733, 8.89733, 8.89733, 8.89733, 8.90376, 8.89733
4.62912, 12.6059, 8.94922, 8.93882, 3.82177, 3.65673, 8.93882, 0, 8.93883, 8.93883, 8.9428, 8.93902, 8.93882, 8.93882, 8.93882, 8.93882, 8.93882, 8.93882, 8.93882, 8.93882, 8.93882, 8.93882, 8.93883, 8.93882, 8.93882, 8.94503, 8.93882
4.63699, 11.9165, 8.99058, 8.98041, 3.73048, 2.9259, 8.98041, 0, 8.98042, 8.98042, 8.98439, 8.98061, 8.98041, 8.98041, 8.98041, 8.98041, 8.98041, 8.98041, 8.98041, 8.98041, 8.98041, 8.98041, 8.98042, 8.98041, 8.98041, 8.98639, 8.98041
4.64485, 6.22689, 9.03203, 9.02209, 2.86826, -2.80514, 9.02209, 0, 9.02209, 9.02209, 9.02606, 9.02229, 9.02209, 9.02209, 9.02209, 9.02209, 9.02209, 9.02209, 9.02209, 9.02209, 9.02209, 9.02209, 9.02209, 9.02209, 9.02209, 9.02783, 9.02209
4.65272, 8.9928, 9.07357, 9.06385, 3.31554, -0.0807705, 9.06385, 0, 9.06386, 9.06386, 9.06782, 9.06405, 9.06385, 9.06385, 9.06385, 9.06385, 9.06385, 9.06385, 9.06385, 9.06385, 9.06385, 9.06385, 9.06385, 9.06385, 9.06385, 9.06937, 9.06385
4.66058, 8.51012, 9.11518, 9.10569, 3.24193, -0.605066, 9.10569, 0, 9.1057, 9.10569, 9.10966, 9.1059, 9.10569, 9.10569, 9.10569, 9.10569, 9.10569, 9.10569, 9.10569, 9.10569, 9.10569, 9.10569, 9.10569, 9.10569, 9.10569, 9.11098, 9.10569
4.66845, 11.5008, 9.15689, 9.14761, 3.67434, 2.3439, 9.14761, 0, 9.14762, 9.14762, 9.15159, 9.14782, 9.14761, 9.14761, 9.14761, 9.14761, 9.14761, 9.14761, 9.14761, 9.14761, 9.14761, 9.14761, 9.14762, 9.14761, 9.14761, 9.15268, 9.14761
4.67631, 12.9834, 9.19868, 9.18963, 3.87084, 3.78473, 9.18963, 0, 9.18964, 9.18963, 9.1936, 9.18984, 9.18963, 9.18963, 9.18963, 9.18963, 9.18963, 9.18963, 9.18963, 9.18963, 9.18963, 9.18963, 9.18963, 9.18963, 9.18963, 9.19447, 9.18963
4.68418, 10.7342, 9.24055, 9.23171, 3.5685, 1.49366, 9.23171, 0, 9.23172, 9.23172, 9.23569, 9.23193, 9.23171, 9.23171, 9.23171, 9.23171, 9.23171, 9.23171, 9.23171, 9.23171, 9.23171, 9.23171, 9.23171, 9.23171, 9.23171, 9.23633, 9.23171
4.69204, 8.48278, 9.28249, 9.27388, 3.23771, -0.799715, 9.27388, 0, 9.27389, 9.27388, 9.27785, 9.2741, 9.27388, 9.27388, 9.27388, 9.27388, 9.27388, 9.27388, 9.27388, 9.27388, 9.27388, 9.27388, 9.27388, 9.27388, 9.27388, 9.27828, 9.27388
4.69991, 6.74535, 9.32451, 9.31612, 2.95725, -2.57916, 9.31612, 0, 9.31613, 9.31612, 9.32009, 9.31634, 9.31612, 9.31612, 9.31612, 9.31612, 9.31612, 9.31612, 9.31612, 9.31612, 9.31612, 9.31612, 9.31612, 9.31612, 9.31612, 9.3203, 9.31612
4.70778, 5.73699, 9.3666, 9.35843, 2.78154, -3.62961, 9.35843, 0, 9.35844, 9.35843, 9.3624, 9.35866, 9.35843, 9.35843, 9.35843, 9.35843, 9.35843, 9.35843, 9.35843, 9.35843, 9.35843, 9.35843, 9.35843, 9.35843, 9.35843, 9.36238, 9.35843
4.71564, 7.99027, 9.40876, 9.40082, 3.16074, -1.41849, 9.40082, 0, 9.40083, 9.40083, 9.40479, 9.40105, 9.40082, 9.40082, 9.40082, 9.40082, 9.40082, 9.40082, 9.40082, 9.40082, 9.40082, 9.40082, 9.40082, 9.40082, 9.40082, 9.40454, 9.40082
4.72351, 11.209, 9.45099, 9.44327, 3.63442, 1.75805, 9.44327, 0, 9.44328, 9.44328, 9.44725, 9.44351, 9.44327, 9.44327, 9.44327, 9.44327, 9.44327, 9.44327, 9.44327, 9.44327, 9.44327, 9.44327, 9.44327, 9.44327, 9.44327, 9.44676, 9.44327
4.73137, 11.7201, 9.49328, 9.4858, 3.70406, 2.22681, 9.4858, 0, 9.4858, 9.4858, 9.48977, 9.48603, 9.4858, 9.4858, 9.4858, 9.4858, 9.4858, 9.4858, 9.4858, 9.4858, 9.4858, 9.4858, 9.4858, 9.4858, 9.4858, 9.48905, 9.4858
4.73924, 12.5113, 9.53563, 9.52838, 3.80937, 2.97565, 9.52838, 0, 9.52839, 9.52839, 9.53236, 9.52862, 9.52838, 9.52838, 9.52838, 9.52838, 9.52838, 9.52838, 9.52838, 9.52838, 9.52838, 9.52838, 9.52838, 9.52838, 9.52838, 9.53139, 9.52838
4.7471, 10.4506, 9.57804, 9.57103, 3.52853, 0.872521, 9.57103, 0, 9.57104, 9.57103, 9.575, 9.57127, 9.57103, 9.57103, 9.57103, 9.57103, 9.57103, 9.57103, 9.57103, 9.57103, 9.57103, 9.57103, 9.57103, 9.57103, 9.57103, 9.5738, 9.57103
4.75497, 10.9807, 9.62051, 9.61374, 3.60287, 1.36016, 9.61374, 0, 9.61375, 9.61375, 9.61771, 9.61399, 9.61374, 9.61374, 9.61374, 9.61374, 9.61374, 9.61374, 9.61374, 9.61374, 9.61374, 9.61374, 9.61374, 9.61374, 9.61374, 9.61627, 9.61374
4.76283, 11.7979, 9.66304, 9.65651, 3.71455, 2.13487, 9.65651, 0, 9.65652, 9.65651, 9.66048, 9.65676, 9.65651, 9.65651, 9.65651, 9.65651, 9.65651, 9.65651, 9.65651, 9.65651, 9.65651, 9.65651, 9.65651, 9.65651, 9.65651, 9.6588, 9.65651
4.7707, 5.26305, 9.70564, 9.69934, 2.695, -4.44259, 9.69934, 0, 9.69934, 9.69934, 9.70331, 9.69959, 9.69934, 9.69934, 9.69934, 9.69934, 9.69934, 9.69934, 9.69934, 9.69934, 9.69934, 9.69934, 9.69934, 9.69934, 9.69934, 9.7014, 9.69934
4.77856, 13.6039, 9.7483, 9.74222, 3.95017, 3.85557, 9.74222, 0, 9.74222, 9.74222, 9.74619, 9.74247, 9.74222, 9.74222, 9.74222, 9.74222, 9.74222, 9.74222, 9.74222, 9.74222, 9.74222, 9.74222, 9.74222, 9.74222, 9.74222, 9.74405, 9.74222
4.78643, 15.5371, 9.79102, 9.78514, 4.18774, 5.74613, 9.78514, 0, 9.78515, 9.78515, 9.78912, 9.78541, 9.78514, 9.78514, 9.78514, 9.78514, 9.78514, 9.78514, 9.78514, 9.78514, 9.78514, 9.78514, 9.78514, 9.78514, 9.78514, 9.78676, 9.78514
4.79429, 9.54783, 9.8338, 9.82812, 3.39821, -0.285967, 9.82812, 0, 9.82813, 9.82813, 9.8321, 9.82839, 9.82812, 9.82812, 9.82812, 9.82812, 9.82812, 9.82812, 9.82812, 9.82812, 9.82812, 9.82812, 9.82813, 9.82812, 9.82812, 9.82954, 9.82812
4.80216, 5.55725, 9.87664, 9.87115, 2.74905, -4.31939, 9.87115, 0, 9.87116, 9.87116, 9.87513, 9.87142, 9.87115, 9.87115, 9.87115, 9.87115, 9.87115, 9.87115, 9.87115, 9.87115, 9.87115, 9.87115, 9.87116, 9.87115, 9.87115, 9.87238, 9.87115
4.81002, 11.7056, 9.91954, 9.91423, 3.7021, 1.78603, 9.91423, 0, 9.91424, 9.91423, 9.9182, 9.9145, 9.91423, 9.91423, 9.91423, 9.91423, 9.91423, 9.91423, 9.91423, 9.91423, 9.91423, 9.91423, 9.91423, 9.91423, 9.91423, 9.91528, 9.91423
4.81789, 10.5435, 9.96251, 9.95735, 3.54168, 0.580959, 9.95735, 0, 9.95736, 9.95736, 9.96133, 9.95763, 9.95735, 9.95735, 9.95735, 9.95735, 9.95735, 9.95735, 9.95735, 9.95735, 9.95735, 9.95735, 9.95735, 9.95735, 9.95735, 9.95824, 9.95735
4.82575, 13.1457, 10.0055, 10.0005, 3.89175, 3.14015, 10.0005, 0, 10.0005, 10.0005, 10.0045, 10.0008, 10.0005, 10.0005, 10.0005, 10.0005, 10.0005, 10.0005, 10.0005, 10.0005, 10.0005, 10.0005, 10.0005, 10.0005, 10.0005, 10.0013, 10.0005
