   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_59.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.75279, 41.983, 39.107, 2.90464, 6.63197, 2.87597, 2.91019, 0, 2.90465, 2.90465, 2.90486, 2.90473, 2.92909, 2.90489, 4.05859, 2.90464, 2.90464, 2.90464, 2.90464, 2.90464, 2.90464, 2.90464, 2.90464, 2.90464, 28.9494, 2.90464, 2.90464, 11.8778
2.76069, 47.6273, 37.2895, 2.93636, 7.04466, 10.3378, 2.94288, 0, 2.93637, 2.93637, 2.93658, 2.93645, 2.96153, 2.93662, 4.01076, 2.93636, 2.93636, 2.93636, 2.93636, 2.93636, 2.93636, 2.93636, 2.93636, 2.93636, 25.1424, 2.93636, 2.93636, 13.9767
2.76858, 41.8781, 35.9413, 2.968, 6.62405, 5.93683, 2.97605, 0, 2.96801, 2.96801, 2.96822, 2.96809, 2.99341, 2.96827, 4.02048, 2.968, 2.968, 2.968, 2.968, 2.968, 2.968, 2.968, 2.968, 2.96801, 21.562, 2.968, 2.968, 16.2608
2.77647, 37.9712, 35.0889, 2.99956, 6.32228, 2.88226, 3.01004, 0, 2.99957, 2.99957, 2.99978, 2.99965, 3.0247, 2.99983, 4.07086, 2.99956, 2.99956, 2.99956, 2.99956, 2.99956, 2.99956, 2.99956, 2.99956, 2.99956, 18.3205, 2.99956, 2.99956, 18.6605
2.78437, 31.9424, 34.7018, 3.03103, 5.82601, -2.75947, 3.04529, 0, 3.03104, 3.03104, 3.03125, 3.03112, 3.05541, 3.03131, 4.1463, 3.03103, 3.03103, 3.03103, 3.03103, 3.03103, 3.03103, 3.03103, 3.03103, 3.03103, 15.4929, 3.03103, 3.03103, 21.0855
2.79226, 35.294, 34.6995, 3.0624, 6.10688, 0.59454, 3.08244, 0, 3.06241, 3.06241, 3.06262, 3.06249, 3.08559, 3.06269, 4.23286, 3.0624, 3.0624, 3.0624, 3.0624, 3.0624, 3.0624, 3.0624, 3.0624, 3.06241, 13.1187, 3.0624, 3.0624, 23.4288
2.80016, 41.2891, 34.9641, 3.09368, 6.57944, 6.32501, 3.12237, 0, 3.09369, 3.09369, 3.0939, 3.09377, 3.11529, 3.09397, 4.31861, 3.09368, 3.09368, 3.09368, 3.09368, 3.09368, 3.09368, 3.09368, 3.09368, 3.09368, 11.2065, 3.09368, 3.09368, 25.5753
2.80805, 36.0042, 35.3566, 3.12484, 6.16475, 0.647579, 3.16619, 0, 3.12485, 3.12485, 3.12506, 3.12493, 3.14459, 3.12514, 4.39381, 3.12484, 3.12484, 3.12484, 3.12484, 3.12484, 3.12484, 3.12484, 3.12484, 3.12484, 9.74085, 3.12484, 3.12484, 27.4099
2.81594, 25.2052, 35.7347, 3.15587, 5.21586, -10.5294, 3.2153, 0, 3.15588, 3.15588, 3.15609, 3.15596, 3.17358, 3.15619, 4.45119, 3.15587, 3.15587, 3.15587, 3.15587, 3.15587, 3.15587, 3.15587, 3.15587, 3.15587, 8.68871, 3.15587, 3.15587, 28.8287
2.82384, 38.0695, 35.9685, 3.18675, 6.33005, 2.10102, 3.27135, 0, 3.18675, 3.18676, 3.18697, 3.18684, 3.20231, 3.18707, 4.48593, 3.18675, 3.18675, 3.18675, 3.18675, 3.18675, 3.18675, 3.18675, 3.18675, 3.18675, 8.00661, 3.18675, 3.18675, 29.7486
2.83173, 29.8586, 35.9549, 3.21741, 5.64434, -6.09636, 3.3362, 0, 3.21742, 3.21742, 3.21763, 3.2175, 3.23083, 3.21775, 4.4957, 3.21741, 3.21741, 3.21741, 3.21741, 3.21741, 3.21741, 3.21741, 3.21741, 3.21741, 7.64552, 3.21741, 3.21741, 30.1156
2.83963, 30.5422, 35.6261, 3.24778, 5.70458, -5.0839, 3.41181, 0, 3.24778, 3.24779, 3.248, 3.24787, 3.25913, 3.24813, 4.48045, 3.24778, 3.24778, 3.24778, 3.24778, 3.24778, 3.24778, 3.24778, 3.24778, 3.24778, 7.55501, 3.24778, 3.24778, 29.9101
2.84752, 39.9404, 34.9537, 3.27772, 6.47614, 4.9867, 3.50009, 0, 3.27773, 3.27773, 3.27794, 3.27781, 3.28714, 3.27809, 4.44214, 3.27772, 3.27772, 3.27772, 3.27772, 3.27772, 3.27772, 3.27772, 3.27772, 3.27772, 7.68567, 3.27772, 3.27772, 29.1488
2.85541, 32.8059, 33.9474, 3.30705, 5.89965, -1.14153, 3.60261, 0, 3.30706, 3.30706, 3.30727, 3.30714, 3.31473, 3.30744, 4.38426, 3.30705, 3.30705, 3.30705, 3.30705, 3.30705, 3.30705, 3.30705, 3.30705, 3.30705, 7.99047, 3.30705, 3.30705, 27.8828
2.86331, 36.275, 32.6493, 3.33552, 6.18668, 3.62572, 3.72041, 0, 3.33553, 3.33553, 3.33574, 3.33561, 3.34167, 3.33592, 4.31133, 3.33552, 3.33552, 3.33552, 3.33552, 3.33552, 3.33552, 3.33552, 3.33552, 3.33552, 8.42536, 3.33552, 3.33552, 26.1918
2.8712, 34.1954, 31.1251, 3.36277, 6.01626, 3.07026, 3.85361, 0, 3.36278, 3.36278, 3.36299, 3.36286, 3.36762, 3.3632, 4.22831, 3.36277, 3.36277, 3.36277, 3.36277, 3.36277, 3.36277, 3.36277, 3.36277, 3.36278, 8.94938, 3.36277, 3.36277, 24.1765
2.8791, 31.6452, 29.4536, 3.38838, 5.80045, 2.19158, 4.0012, 0, 3.38839, 3.38839, 3.3886, 3.38847, 3.39214, 3.38882, 4.14013, 3.38838, 3.38838, 3.38838, 3.38838, 3.38838, 3.38838, 3.38838, 3.38838, 3.38838, 9.52474, 3.38838, 3.38838, 21.9481
2.88699, 27.4367, 27.7161, 3.4118, 5.42556, -0.279377, 4.16074, 0, 3.41181, 3.41181, 3.41202, 3.41189, 3.41467, 3.41226, 4.05114, 3.4118, 3.4118, 3.4118, 3.4118, 3.4118, 3.4118, 3.4118, 3.4118, 3.4118, 10.117, 3.4118, 3.4118, 19.6189
2.89488, 21.8699, 25.9876, 3.43238, 4.88568, -4.11765, 4.32823, 0, 3.43238, 3.43239, 3.4326, 3.43246, 3.43455, 3.43286, 3.96485, 3.43238, 3.43238, 3.43238, 3.43238, 3.43238, 3.43238, 3.43238, 3.43238, 3.43238, 10.6956, 3.43238, 3.43238, 17.2931
2.90278, 24.4642, 24.33, 3.44938, 5.14433, 0.134163, 4.49816, 0, 3.44939, 3.44939, 3.4496, 3.44947, 3.451, 3.44989, 3.88369, 3.44938, 3.44938, 3.44938, 3.44938, 3.44938, 3.44938, 3.44938, 3.44938, 3.44938, 11.234, 3.44938, 3.44938, 15.0599
2.91067, 23.3785, 22.7881, 3.462, 5.03771, 0.590496, 4.6637, 0, 3.46201, 3.46201, 3.46222, 3.46209, 3.46322, 3.46253, 3.80895, 3.462, 3.462, 3.462, 3.462, 3.462, 3.462, 3.462, 3.462, 3.462, 11.7108, 3.462, 3.462, 12.9885
2.91857, 24.6817, 21.388, 3.46941, 5.16543, 3.29373, 4.81705, 0, 3.46942, 3.46942, 3.46963, 3.4695, 3.47032, 3.46997, 3.74087, 3.46941, 3.46941, 3.46941, 3.46941, 3.46941, 3.46941, 3.46941, 3.46941, 3.46941, 12.1099, 3.46941, 3.46941, 11.1266
2.92646, 22.8117, 20.1389, 3.4708, 4.98114, 2.67288, 4.95004, 0, 3.47081, 3.47081, 3.47102, 3.47089, 3.47149, 3.47138, 3.67886, 3.4708, 3.4708, 3.4708, 3.4708, 3.4708, 3.4708, 3.4708, 3.4708, 3.4708, 12.4202, 3.4708, 3.4708, 9.50052
2.93435, 24.5664, 19.0353, 3.46545, 5.15426, 5.53115, 5.05474, 0, 3.46546, 3.46546, 3.46567, 3.46554, 3.46598, 3.46605, 3.62166, 3.46545, 3.46545, 3.46545, 3.46545, 3.46545, 3.46545, 3.46545, 3.46545, 3.46545, 12.6361, 3.46545, 3.46545, 8.1176
2.94225, 15.4095, 18.0608, 3.45279, 4.17247, -2.65133, 5.12427, 0, 3.45279, 3.4528, 3.45301, 3.45287, 3.45321, 3.45342, 3.56769, 3.45279, 3.45279, 3.45279, 3.45279, 3.45279, 3.45279, 3.45279, 3.45279, 3.45279, 12.756, 3.45279, 3.45279, 6.9698
2.95014, 20.8414, 17.1923, 3.43247, 4.77927, 3.64911, 5.15339, 0, 3.43248, 3.43249, 3.4327, 3.43256, 3.43283, 3.43313, 3.51529, 3.43247, 3.43247, 3.43247, 3.43247, 3.43247, 3.43247, 3.43247, 3.43247, 3.43248, 12.7818, 3.43247, 3.43248, 6.03796
2.95804, 19.5443, 16.4036, 3.40446, 4.64158, 3.14069, 5.13908, 0, 3.40447, 3.40448, 3.40468, 3.40455, 3.40477, 3.40515, 3.46294, 3.40446, 3.40446, 3.40446, 3.40446, 3.40446, 3.40446, 3.40446, 3.40446, 3.40447, 12.7175, 3.40446, 3.40447, 5.29611
2.96593, 19.8145, 15.6683, 3.36904, 4.6706, 4.14622, 5.08088, 0, 3.36905, 3.36905, 3.36926, 3.36913, 3.36931, 3.36975, 3.4095, 3.36904, 3.36904, 3.36904, 3.36904, 3.36904, 3.36904, 3.36904, 3.36904, 3.36904, 12.5686, 3.36904, 3.36904, 4.71512
2.97382, 20.0289, 14.9626, 3.32683, 4.6935, 5.06638, 4.98098, 0, 3.32684, 3.32684, 3.32705, 3.32692, 3.32708, 3.32757, 3.35427, 3.32683, 3.32683, 3.32683, 3.32683, 3.32683, 3.32683, 3.32683, 3.32683, 3.32683, 12.3408, 3.32683, 3.32683, 4.26569
2.98172, 12.4358, 14.2667, 3.27881, 3.79945, -1.83091, 4.84402, 0, 3.27882, 3.27882, 3.27903, 3.2789, 3.27905, 3.27958, 3.29705, 3.27881, 3.27881, 3.27881, 3.27881, 3.27881, 3.27881, 3.27881, 3.27881, 3.27882, 12.04, 3.27881, 3.27882, 3.92073
2.98961, 11.718, 13.5663, 3.22627, 3.70379, -1.84822, 4.6767, 0, 3.22628, 3.22628, 3.22649, 3.22636, 3.22651, 3.22707, 3.23815, 3.22627, 3.22627, 3.22627, 3.22627, 3.22627, 3.22627, 3.22627, 3.22627, 3.22627, 11.6723, 3.22627, 3.22627, 3.65653
2.99751, 9.07265, 12.8522, 3.1707, 3.32756, -3.77951, 4.48713, 0, 3.17071, 3.17071, 3.17092, 3.17079, 3.17094, 3.17153, 3.17829, 3.1707, 3.1707, 3.1707, 3.1707, 3.1707, 3.1707, 3.1707, 3.1707, 3.1707, 11.244, 3.1707, 3.1707, 3.45346
3.0054, 15.4479, 12.121, 3.11374, 4.17707, 3.32696, 4.28412, 0, 3.11375, 3.11375, 3.11396, 3.11383, 3.11399, 3.1146, 3.11849, 3.11374, 3.11374, 3.11374, 3.11374, 3.11374, 3.11374, 3.11374, 3.11374, 3.11374, 10.7622, 3.11374, 3.11374, 3.29594
3.01329, 12.988, 11.3745, 3.05705, 3.87143, 1.61346, 4.07651, 0, 3.05705, 3.05706, 3.05727, 3.05713, 3.0573, 3.05794, 3.05996, 3.05705, 3.05705, 3.05705, 3.05705, 3.05705, 3.05705, 3.05705, 3.05705, 3.05705, 10.2356, 3.05705, 3.05705, 3.17217
3.02119, 10.2506, 10.6191, 3.00217, 3.50009, -0.368519, 3.87245, 0, 3.00218, 3.00218, 3.00239, 3.00226, 3.00245, 3.0031, 3.00393, 3.00217, 3.00217, 3.00217, 3.00217, 3.00217, 3.00217, 3.00217, 3.00217, 3.00218, 9.67423, 3.00217, 3.00218, 3.07351
3.02908, 12.2047, 9.86451, 2.95048, 3.76891, 2.34021, 3.67891, 0, 2.95049, 2.95049, 2.9507, 2.95057, 2.95078, 2.95143, 2.95151, 2.95048, 2.95048, 2.95048, 2.95048, 2.95048, 2.95048, 2.95048, 2.95048, 2.95048, 9.0901, 2.95048, 2.95048, 2.99383
3.03698, 12.2506, 9.12268, 2.90303, 3.775, 3.12796, 3.5013, 0, 2.90304, 2.90304, 2.90325, 2.90312, 2.90336, 2.90402, 2.90363, 2.90303, 2.90303, 2.90303, 2.90303, 2.90303, 2.90303, 2.90303, 2.90303, 2.90303, 8.49631, 2.90303, 2.90303, 2.92887
3.04487, 6.22389, 8.40666, 2.86055, 2.86773, -2.18278, 3.34336, 0, 2.86056, 2.86056, 2.86077, 2.86064, 2.86092, 2.86157, 2.86089, 2.86055, 2.86055, 2.86055, 2.86055, 2.86055, 2.86055, 2.86055, 2.86055, 2.86055, 7.90667, 2.86055, 2.86056, 2.87566
3.05276, 6.25074, 7.72929, 2.82339, 2.87241, -1.47855, 3.20715, 0, 2.8234, 2.8234, 2.82361, 2.82348, 2.82382, 2.82445, 2.82358, 2.82339, 2.82339, 2.82339, 2.82339, 2.82339, 2.82339, 2.82339, 2.82339, 2.8234, 7.33484, 2.82339, 2.82341, 2.83206
3.06066, 4.74447, 7.10187, 2.79156, 2.59701, -2.3574, 3.09324, 0, 2.79157, 2.79158, 2.79179, 2.79165, 2.79206, 2.79266, 2.79167, 2.79156, 2.79156, 2.79156, 2.79156, 2.79156, 2.79156, 2.79156, 2.79156, 2.79157, 6.79327, 2.79156, 2.79158, 2.79644
3.06855, 3.49394, 6.53345, 2.76476, 2.34392, -3.03951, 3.00095, 0, 2.76477, 2.76477, 2.76498, 2.76485, 2.76534, 2.76589, 2.76481, 2.76476, 2.76476, 2.76476, 2.76476, 2.76476, 2.76476, 2.76476, 2.76476, 2.76476, 6.29244, 2.76476, 2.76479, 2.76745
3.07645, 5.74709, 6.03005, 2.74243, 2.78336, -0.282963, 2.92868, 0, 2.74243, 2.74244, 2.74265, 2.74251, 2.74311, 2.74359, 2.74245, 2.74243, 2.74243, 2.74243, 2.74243, 2.74243, 2.74243, 2.74243, 2.74243, 2.74243, 5.84008, 2.74243, 2.74247, 2.74389
3.08434, 3.5083, 5.59448, 2.72386, 2.34698, -2.08618, 2.87421, 0, 2.72387, 2.72387, 2.72408, 2.72395, 2.72468, 2.72506, 2.72387, 2.72386, 2.72386, 2.72386, 2.72386, 2.72386, 2.72386, 2.72386, 2.72386, 2.72386, 5.44092, 2.72386, 2.72392, 2.72463
3.09223, 1.72303, 5.22631, 2.70828, 1.92951, -3.50328, 2.83504, 0, 2.70829, 2.70829, 2.7085, 2.70837, 2.70926, 2.70952, 2.70829, 2.70828, 2.70828, 2.70828, 2.70828, 2.70828, 2.70828, 2.70828, 2.70828, 2.70828, 5.0965, 2.70828, 2.70838, 2.70869
3.10013, 3.27697, 4.92228, 2.69495, 2.29717, -1.64531, 2.80858, 0, 2.69496, 2.69496, 2.69517, 2.69504, 2.6961, 2.69622, 2.69495, 2.69495, 2.69495, 2.69495, 2.69495, 2.69495, 2.69495, 2.69495, 2.69495, 2.69495, 4.80553, 2.69495, 2.69509, 2.69515
3.10802, 5.23618, 4.67679, 2.68319, 2.69002, 0.559395, 2.79236, 0, 2.6832, 2.6832, 2.68341, 2.68328, 2.68456, 2.6845, 2.68319, 2.68319, 2.68319, 2.68319, 2.68319, 2.68319, 2.68319, 2.68319, 2.68319, 2.68319, 4.56431, 2.68319, 2.68338, 2.68329
3.11592, 2.76382, 4.4826, 2.67249, 2.18262, -1.71879, 2.78409, 0, 2.6725, 2.6725, 2.67271, 2.67258, 2.67409, 2.67384, 2.67249, 2.67249, 2.67249, 2.67249, 2.67249, 2.67249, 2.67249, 2.67249, 2.67249, 2.67249, 4.3674, 2.67249, 2.67275, 2.67254
3.12381, 4.69405, 4.33153, 2.66251, 2.58729, 0.362523, 2.7818, 0, 2.66252, 2.66252, 2.66273, 2.6626, 2.66437, 2.6639, 2.66251, 2.66251, 2.66251, 2.66251, 2.66251, 2.66251, 2.66251, 2.66251, 2.66251, 2.66251, 4.20829, 2.66251, 2.66286, 2.66254
3.1317, 4.53488, 4.2151, 2.6531, 2.55634, 0.319784, 2.78374, 0, 2.65311, 2.65311, 2.65332, 2.65319, 2.65522, 2.65453, 2.6531, 2.6531, 2.6531, 2.6531, 2.6531, 2.6531, 2.6531, 2.6531, 2.6531, 2.65311, 4.08011, 2.6531, 2.65356, 2.65312
3.1396, 3.99764, 4.1251, 2.64429, 2.44901, -0.127462, 2.78848, 0, 2.6443, 2.6443, 2.64451, 2.64438, 2.64668, 2.64576, 2.64429, 2.64429, 2.64429, 2.64429, 2.64429, 2.64429, 2.64429, 2.64429, 2.64429, 2.64429, 3.97612, 2.64429, 2.64488, 2.64429
3.14749, 2.99755, 4.05404, 2.63624, 2.23552, -1.05649, 2.79481, 0, 2.63625, 2.63625, 2.63646, 2.63633, 2.6389, 2.63775, 2.63624, 2.63624, 2.63624, 2.63624, 2.63624, 2.63624, 2.63624, 2.63624, 2.63624, 2.63624, 3.89023, 2.63624, 2.63698, 2.63624
3.15539, 3.21931, 3.99543, 2.62922, 2.28458, -0.77612, 2.80173, 0, 2.62923, 2.62923, 2.62944, 2.62931, 2.63213, 2.63077, 2.62922, 2.62922, 2.62922, 2.62922, 2.62922, 2.62922, 2.62922, 2.62922, 2.62922, 2.62923, 3.81722, 2.62922, 2.63013, 2.62922
3.16328, 3.55657, 3.94394, 2.62358, 2.35724, -0.387373, 2.80844, 0, 2.62358, 2.62359, 2.6238, 2.62367, 2.6267, 2.62517, 2.62358, 2.62358, 2.62358, 2.62358, 2.62358, 2.62358, 2.62358, 2.62358, 2.62358, 2.62358, 3.75293, 2.62358, 2.62467, 2.62358
3.17117, 1.21688, 3.8955, 2.61964, 1.79357, -2.67862, 2.81432, 0, 2.61965, 2.61965, 2.61986, 2.61973, 2.62295, 2.62128, 2.61964, 2.61964, 2.61964, 2.61964, 2.61964, 2.61964, 2.61964, 2.61964, 2.61964, 2.61964, 3.69425, 2.61964, 2.62093, 2.61964
3.17907, 5.42662, 3.84721, 2.61774, 2.72518, 1.57941, 2.81896, 0, 2.61775, 2.61775, 2.61796, 2.61783, 2.62118, 2.61941, 2.61774, 2.61774, 2.61774, 2.61774, 2.61774, 2.61774, 2.61774, 2.61774, 2.61774, 2.61774, 3.63904, 2.61774, 2.61923, 2.61774
3.18696, 3.20483, 3.79729, 2.61811, 2.28141, -0.592462, 2.8221, 0, 2.61812, 2.61812, 2.61833, 2.6182, 2.62163, 2.61983, 2.61811, 2.61811, 2.61811, 2.61811, 2.61811, 2.61811, 2.61811, 2.61811, 2.61811, 2.61811, 3.58605, 2.61811, 2.61979, 2.61811
3.19486, 5.57099, 3.74495, 2.62093, 2.75154, 1.82605, 2.82368, 0, 2.62094, 2.62094, 2.62115, 2.62102, 2.62447, 2.6227, 2.62093, 2.62093, 2.62093, 2.62093, 2.62093, 2.62093, 2.62093, 2.62093, 2.62093, 2.62094, 3.5347, 2.62093, 2.6228, 2.62093
3.20275, 4.58068, 3.69014, 2.62628, 2.56528, 0.890547, 2.82382, 0, 2.62629, 2.62629, 2.6265, 2.62637, 2.62978, 2.62809, 2.62628, 2.62628, 2.62628, 2.62628, 2.62628, 2.62628, 2.62628, 2.62628, 2.62628, 2.62629, 3.48494, 2.62628, 2.6283, 2.62628
3.21064, 0.409665, 3.63347, 2.63414, 1.55231, -3.2238, 2.82279, 0, 2.63415, 2.63415, 2.63436, 2.63423, 2.63753, 2.63599, 2.63414, 2.63414, 2.63414, 2.63414, 2.63414, 2.63414, 2.63414, 2.63414, 2.63414, 2.63414, 3.43709, 2.63414, 2.63629, 2.63414
3.21854, 5.99522, 3.57598, 2.64441, 2.82758, 2.41923, 2.82101, 0, 2.64441, 2.64442, 2.64463, 2.6445, 2.64764, 2.6463, 2.64441, 2.64441, 2.64441, 2.64441, 2.64441, 2.64441, 2.64441, 2.64441, 2.64441, 2.64441, 3.39168, 2.64441, 2.64664, 2.64441
3.22643, 2.59512, 3.51897, 2.65691, 2.14362, -0.923856, 2.81896, 0, 2.65691, 2.65692, 2.65713, 2.65699, 2.65994, 2.65885, 2.65691, 2.65691, 2.65691, 2.65691, 2.65691, 2.65691, 2.65691, 2.65691, 2.65691, 2.65691, 3.34932, 2.65691, 2.65919, 2.65691
3.23433, 2.39517, 3.46383, 2.67142, 2.09647, -1.06866, 2.8172, 0, 2.67143, 2.67143, 2.67164, 2.67151, 2.67422, 2.67341, 2.67142, 2.67142, 2.67142, 2.67142, 2.67142, 2.67142, 2.67142, 2.67142, 2.67142, 2.67142, 3.31064, 2.67142, 2.67372, 2.67142
3.24222, 1.60483, 3.41191, 2.68769, 1.89864, -1.80708, 2.81625, 0, 2.6877, 2.6877, 2.68791, 2.68778, 2.69023, 2.68972, 2.68769, 2.68769, 2.68769, 2.68769, 2.68769, 2.68769, 2.68769, 2.68769, 2.68769, 2.68769, 3.27618, 2.68769, 2.68996, 2.68769
3.25011, 1, 3.36443, 2.70545, 1.73205, -2.36443, 2.8166, 0, 2.70546, 2.70546, 2.70567, 2.70554, 2.70771, 2.70753, 2.70545, 2.70545, 2.70545, 2.70545, 2.70545, 2.70545, 2.70545, 2.70545, 2.70545, 2.70545, 3.24639, 2.70545, 2.70767, 2.70545
3.25801, 1.19036, 3.32237, 2.72441, 1.78616, -2.13201, 2.81864, 0, 2.72442, 2.72443, 2.72463, 2.7245, 2.7264, 2.72654, 2.72441, 2.72441, 2.72441, 2.72441, 2.72441, 2.72441, 2.72441, 2.72441, 2.72441, 2.72442, 3.22153, 2.72441, 2.72657, 2.72441
3.2659, 3.80964, 3.28641, 2.74432, 2.41032, 0.523234, 2.82264, 0, 2.74433, 2.74433, 2.74454, 2.74441, 2.74604, 2.74649, 2.74432, 2.74432, 2.74432, 2.74432, 2.74432, 2.74432, 2.74432, 2.74432, 2.74432, 2.74432, 3.20174, 2.74432, 2.74643, 2.74432
3.2738, 2.37112, 3.25696, 2.7649, 2.09072, -0.88584, 2.82875, 0, 2.76491, 2.76491, 2.76512, 2.76499, 2.76638, 2.76713, 2.7649, 2.7649, 2.7649, 2.7649, 2.7649, 2.7649, 2.7649, 2.7649, 2.7649, 2.76491, 3.18696, 2.7649, 2.76703, 2.7649
3.28169, 1.62888, 3.23413, 2.78592, 1.90496, -1.60524, 2.83696, 0, 2.78593, 2.78594, 2.78615, 2.78601, 2.78717, 2.7882, 2.78592, 2.78592, 2.78592, 2.78592, 2.78592, 2.78592, 2.78592, 2.78592, 2.78592, 2.78593, 3.177, 2.78592, 2.78817, 2.78592
3.28958, 3.54219, 3.21776, 2.80715, 2.35419, 0.324436, 2.84717, 0, 2.80716, 2.80716, 2.80737, 2.80724, 2.80819, 2.80947, 2.80715, 2.80715, 2.80715, 2.80715, 2.80715, 2.80715, 2.80715, 2.80715, 2.80715, 2.80715, 3.1715, 2.80715, 2.8097, 2.80715
3.29748, 4.63612, 3.20749, 2.82837, 2.57607, 1.42863, 2.85914, 0, 2.82838, 2.82838, 2.82859, 2.82846, 2.82923, 2.83074, 2.82837, 2.82837, 2.82837, 2.82837, 2.82837, 2.82837, 2.82837, 2.82837, 2.82837, 2.82837, 3.17001, 2.82837, 2.83152, 2.82837
3.30537, 1.5255, 3.20281, 2.84937, 1.87763, -1.67731, 2.87258, 0, 2.84938, 2.84938, 2.84959, 2.84946, 2.85008, 2.85179, 2.84937, 2.84937, 2.84937, 2.84937, 2.84937, 2.84937, 2.84937, 2.84937, 2.84937, 2.84937, 3.17197, 2.84937, 2.85354, 2.84937
3.31327, 5.8167, 3.20311, 2.86995, 2.79584, 2.61359, 2.88713, 0, 2.86996, 2.86996, 2.87017, 2.87004, 2.87054, 2.87242, 2.86995, 2.86995, 2.86995, 2.86995, 2.86995, 2.86995, 2.86995, 2.86995, 2.86995, 2.86996, 3.17674, 2.86995, 2.87576, 2.86995
3.32116, 2.82161, 3.20778, 2.88994, 2.19582, -0.386168, 2.9024, 0, 2.88995, 2.88995, 2.89016, 2.89003, 2.89043, 2.89246, 2.88994, 2.88994, 2.88994, 2.88994, 2.88994, 2.88994, 2.88994, 2.88994, 2.88994, 2.88994, 3.18366, 2.88994, 2.89824, 2.88994
3.32905, 3.82657, 3.21621, 2.90915, 2.41383, 0.610367, 2.91802, 0, 2.90916, 2.90916, 2.90937, 2.90924, 2.90956, 2.91172, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 3.19205, 2.90915, 2.9211, 2.90915
3.33695, 4.49633, 3.22791, 2.92743, 2.54879, 1.26841, 2.93363, 0, 2.92744, 2.92744, 2.92765, 2.92752, 2.92779, 2.93005, 2.92743, 2.92743, 2.92743, 2.92743, 2.92743, 2.92743, 2.92743, 2.92743, 2.92743, 2.92743, 3.20127, 2.92743, 2.94456, 2.92743
3.34484, 5.49881, 3.24251, 2.94466, 2.7384, 2.2563, 2.94891, 0, 2.94466, 2.94467, 2.94488, 2.94474, 2.94496, 2.94733, 2.94466, 2.94466, 2.94466, 2.94466, 2.94466, 2.94466, 2.94466, 2.94466, 2.94466, 2.94466, 3.2107, 2.94466, 2.9689, 2.94466
3.35274, 2.15908, 3.25975, 2.96073, 2.03938, -1.10068, 2.96359, 0, 2.96074, 2.96074, 2.96095, 2.96082, 2.961, 2.96345, 2.96073, 2.96073, 2.96073, 2.96073, 2.96073, 2.96073, 2.96073, 2.96073, 2.96073, 2.96073, 3.2198, 2.96073, 2.99449, 2.96073
3.36063, 3.31324, 3.27955, 2.9756, 2.30505, 0.0336888, 2.97749, 0, 2.97561, 2.97561, 2.97582, 2.97569, 2.97585, 2.97838, 2.9756, 2.9756, 2.9756, 2.9756, 2.9756, 2.9756, 2.9756, 2.9756, 2.9756, 2.9756, 3.22813, 2.9756, 3.02176, 2.9756
3.36853, 6.8338, 3.30191, 2.98926, 2.97217, 3.53189, 2.99048, 0, 2.98927, 2.98927, 2.98948, 2.98935, 2.9895, 2.99209, 2.98926, 2.98926, 2.98926, 2.98926, 2.98926, 2.98926, 2.98926, 2.98926, 2.98926, 2.98926, 3.23536, 2.98926, 3.05118, 2.98926
3.37642, 3.68425, 3.32692, 3.00177, 2.38417, 0.357323, 3.00255, 0, 3.00178, 3.00178, 3.00199, 3.00186, 3.00199, 3.00465, 3.00177, 3.00177, 3.00177, 3.00177, 3.00177, 3.00177, 3.00177, 3.00177, 3.00177, 3.00177, 3.24128, 3.00177, 3.08319, 3.00177
3.38431, 5.84579, 3.35469, 3.01323, 2.80103, 2.4911, 3.01372, 0, 3.01324, 3.01324, 3.01345, 3.01332, 3.01345, 3.01617, 3.01323, 3.01323, 3.01323, 3.01323, 3.01323, 3.01323, 3.01323, 3.01323, 3.01323, 3.01324, 3.24577, 3.01323, 3.11817, 3.01323
3.39221, 2.14941, 3.38525, 3.02382, 2.03701, -1.23584, 3.02412, 0, 3.02383, 3.02383, 3.02404, 3.02391, 3.02404, 3.02682, 3.02382, 3.02382, 3.02382, 3.02382, 3.02382, 3.02382, 3.02382, 3.02382, 3.02382, 3.02382, 3.24888, 3.02382, 3.15634, 3.02382
3.4001, 2.99756, 3.41851, 3.03374, 2.23552, -0.420957, 3.03392, 0, 3.03375, 3.03375, 3.03396, 3.03384, 3.03396, 3.03679, 3.03374, 3.03374, 3.03374, 3.03374, 3.03374, 3.03374, 3.03374, 3.03374, 3.03374, 3.03374, 3.25072, 3.03374, 3.19775, 3.03374
3.408, 1.14219, 3.4542, 3.04325, 1.77262, -2.31201, 3.04336, 0, 3.04326, 3.04326, 3.04347, 3.04335, 3.04347, 3.04636, 3.04325, 3.04325, 3.04325, 3.04325, 3.04325, 3.04325, 3.04325, 3.04325, 3.04325, 3.04326, 3.25151, 3.04325, 3.24217, 3.04325
