   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_31.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.71671, 12, 4.81477, 4.78845, 3.74166, 7.18523, 0, 4.79144, 4.78845, 4.78845, 4.78845, 4.78845, 4.78845, 4.78845, 4.78845, 4.78845, 4.78845, 4.78845, 4.78845, 4.81178, 4.78845
7.72462, 4, 4.77706, 4.75255, 2.44949, -0.77706, 0, 4.75576, 4.75255, 4.75255, 4.75255, 4.75255, 4.75255, 4.75255, 4.75255, 4.75255, 4.75255, 4.75255, 4.75255, 4.77385, 4.75255
7.73253, 10, 4.73919, 4.71649, 3.4641, 5.26081, 0, 4.71993, 4.71649, 4.71649, 4.71649, 4.71649, 4.71649, 4.71649, 4.71649, 4.71649, 4.71649, 4.71649, 4.71649, 4.73576, 4.71649
7.74044, 0, 4.70151, 4.68057, 1.41421, -4.70151, 0, 4.68424, 4.68057, 4.68057, 4.68057, 4.68057, 4.68057, 4.68057, 4.68057, 4.68057, 4.68057, 4.68057, 4.68057, 4.69784, 4.68057
7.74835, 4, 4.66435, 4.64511, 2.44949, -0.66435, 0, 4.64901, 4.64511, 4.64511, 4.64511, 4.64511, 4.64511, 4.64511, 4.64511, 4.64511, 4.64511, 4.64511, 4.64511, 4.66045, 4.64511
7.75626, 14, 4.62697, 4.60933, 4, 9.37303, 0, 4.61347, 4.60933, 4.60933, 4.60933, 4.60933, 4.60933, 4.60933, 4.60933, 4.60933, 4.60933, 4.60933, 4.60933, 4.62284, 4.60933
7.76417, 18, 4.58984, 4.57369, 4.47214, 13.4102, 0, 4.57805, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.58548, 4.57369
7.77208, 4, 4.55349, 4.53871, 2.44949, -0.553495, 0, 4.54328, 4.53871, 4.53871, 4.53871, 4.53871, 4.53871, 4.53871, 4.53871, 4.53871, 4.53871, 4.53871, 4.53871, 4.54892, 4.53871
7.77999, 2, 4.51687, 4.50331, 2, -2.51687, 0, 4.50808, 4.50331, 4.50331, 4.50331, 4.50331, 4.50331, 4.50331, 4.50331, 4.50331, 4.50331, 4.50331, 4.50331, 4.5121, 4.50331
7.7879, 2, 4.48052, 4.46805, 2, -2.48052, 0, 4.47299, 4.46805, 4.46805, 4.46805, 4.46805, 4.46805, 4.46805, 4.46805, 4.46805, 4.46805, 4.46805, 4.46805, 4.47558, 4.46805
7.79581, 0, 4.44509, 4.43355, 1.41421, -4.44509, 0, 4.43864, 4.43355, 4.43355, 4.43355, 4.43355, 4.43355, 4.43355, 4.43355, 4.43355, 4.43355, 4.43355, 4.43355, 4.43999, 4.43355
7.80372, 6, 4.40929, 4.39852, 2.82843, 1.59071, 0, 4.40374, 4.39852, 4.39852, 4.39852, 4.39852, 4.39852, 4.39852, 4.39852, 4.39852, 4.39852, 4.39852, 4.39852, 4.40407, 4.39852
7.81163, 6, 4.3738, 4.36364, 2.82843, 1.6262, 0, 4.36895, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36848, 4.36364
7.81954, 4, 4.4099, 4.40017, 2.44949, -0.409901, 0, 4.40555, 4.40017, 4.40017, 4.40017, 4.40017, 4.40017, 4.40017, 4.40017, 4.40017, 4.40017, 4.40017, 4.40017, 4.40452, 4.40017
7.82745, 6, 4.44563, 4.43612, 2.82843, 1.55437, 0, 4.44153, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43613, 4.43612, 4.43612, 4.44022, 4.43612
7.83536, 2, 4.48174, 4.47223, 2, -2.48174, 0, 4.47763, 4.47223, 4.47223, 4.47223, 4.47223, 4.47223, 4.47223, 4.47223, 4.47223, 4.47223, 4.47223, 4.47223, 4.47634, 4.47223
7.84327, 6, 4.51898, 4.50918, 2.82843, 1.48102, 0, 4.51454, 4.50918, 4.50918, 4.50918, 4.50918, 4.50918, 4.50918, 4.50918, 4.50918, 4.50918, 4.50918, 4.50918, 4.51361, 4.50918
7.85118, 10, 4.55603, 4.54559, 3.4641, 5.44397, 0, 4.55088, 4.54559, 4.54559, 4.54559, 4.54559, 4.54559, 4.54559, 4.54559, 4.54559, 4.54559, 4.54559, 4.54559, 4.55074, 4.54559
7.85909, 12, 4.59366, 4.58215, 3.74166, 7.40634, 0, 4.58734, 4.58215, 4.58215, 4.58215, 4.58215, 4.58215, 4.58215, 4.58215, 4.58215, 4.58215, 4.58215, 4.58215, 4.58847, 4.58215
7.867, 8, 4.63139, 4.61826, 3.16228, 3.36861, 0, 4.62332, 4.61826, 4.61826, 4.61826, 4.61826, 4.61826, 4.61826, 4.61826, 4.61826, 4.61826, 4.61826, 4.61826, 4.62633, 4.61826
7.87491, 12, 4.66929, 4.65384, 3.74166, 7.33071, 0, 4.65875, 4.65384, 4.65384, 4.65384, 4.65384, 4.65384, 4.65384, 4.65384, 4.65384, 4.65384, 4.65384, 4.65384, 4.66438, 4.65384
7.88282, 6, 4.7082, 4.68956, 2.82843, 1.2918, 0, 4.69429, 4.68956, 4.68956, 4.68956, 4.68956, 4.68956, 4.68956, 4.68956, 4.68956, 4.68956, 4.68956, 4.68956, 4.70347, 4.68956
7.89074, 2, 4.749, 4.72605, 2, -2.749, 0, 4.73059, 4.72605, 4.72605, 4.72605, 4.72605, 4.72605, 4.72605, 4.72605, 4.72605, 4.72605, 4.72605, 4.72605, 4.74446, 4.72605
7.89865, 6, 4.79068, 4.76206, 2.82843, 1.20932, 0, 4.76639, 4.76206, 4.76206, 4.76206, 4.76206, 4.76206, 4.76206, 4.76206, 4.76206, 4.76206, 4.76206, 4.76206, 4.78635, 4.76206
7.90656, 14, 4.83413, 4.79814, 4, 9.16587, 0, 4.80226, 4.79814, 4.79814, 4.79814, 4.79814, 4.79814, 4.79814, 4.79814, 4.79814, 4.79814, 4.79814, 4.79814, 4.83, 4.79814
7.91447, 6, 4.87851, 4.83311, 2.82843, 1.12149, 0, 4.83702, 4.83311, 4.83311, 4.83311, 4.83311, 4.83311, 4.83311, 4.83311, 4.83311, 4.83311, 4.83311, 4.83311, 4.8746, 4.83311
7.92238, 14, 4.92486, 4.86759, 4, 9.07514, 0, 4.87128, 4.86759, 4.86759, 4.86759, 4.86759, 4.86759, 4.86759, 4.86759, 4.86759, 4.86759, 4.86759, 4.86759, 4.92117, 4.86759
7.93029, 6, 4.97425, 4.90219, 2.82843, 1.02575, 0, 4.90567, 4.90219, 4.90219, 4.90219, 4.90219, 4.90219, 4.90219, 4.90219, 4.90219, 4.90219, 4.90219, 4.90219, 4.97077, 4.90219
7.9382, 6, 5.02772, 4.93747, 2.82843, 0.97228, 0, 4.94074, 4.93747, 4.93747, 4.93747, 4.93747, 4.93747, 4.93747, 4.93747, 4.93747, 4.93747, 4.93747, 4.93747, 5.02445, 4.93747
7.94611, 4, 5.08469, 4.97232, 2.44949, -1.08469, 0, 4.9754, 4.97232, 4.97232, 4.97232, 4.97232, 4.97232, 4.97232, 4.97232, 4.97232, 4.97232, 4.97232, 4.97232, 5.08161, 4.97232
7.95402, 14, 5.1457, 5.00676, 4, 8.8543, 0, 5.00966, 5.00676, 5.00676, 5.00676, 5.00676, 5.00676, 5.00676, 5.00676, 5.00676, 5.00677, 5.00676, 5.00676, 5.1428, 5.00676
7.96193, 2, 5.21048, 5.04001, 2, -3.21048, 0, 5.04273, 5.04001, 5.04001, 5.04001, 5.04001, 5.04001, 5.04001, 5.04001, 5.04001, 5.04001, 5.04001, 5.04001, 5.20776, 5.04001
7.96984, 10, 5.28017, 5.07269, 3.4641, 4.71983, 0, 5.07526, 5.07269, 5.07269, 5.07269, 5.07269, 5.07269, 5.07269, 5.07269, 5.07269, 5.07269, 5.07269, 5.07269, 5.2776, 5.07269
7.97775, 12, 5.35587, 5.10548, 3.74166, 6.64413, 0, 5.10791, 5.10548, 5.10548, 5.10548, 5.10548, 5.10548, 5.10548, 5.10548, 5.10548, 5.10548, 5.10548, 5.10548, 5.35344, 5.10548
7.98566, 10, 5.43827, 5.13875, 3.4641, 4.56173, 0, 5.14106, 5.13875, 5.13875, 5.13875, 5.13875, 5.13875, 5.13875, 5.13875, 5.13875, 5.13875, 5.13875, 5.13875, 5.43597, 5.13875
7.99357, 10, 5.52676, 5.17164, 3.4641, 4.47324, 0, 5.17383, 5.17164, 5.17164, 5.17164, 5.17164, 5.17164, 5.17164, 5.17164, 5.17164, 5.17164, 5.17164, 5.17164, 5.52456, 5.17164
8.00148, 4, 5.62089, 5.20364, 2.44949, -1.62089, 0, 5.20573, 5.20364, 5.20364, 5.20364, 5.20364, 5.20364, 5.20364, 5.20364, 5.20364, 5.20364, 5.20364, 5.20364, 5.61879, 5.20364
8.00939, 8, 5.72013, 5.23432, 3.16228, 2.27987, 0, 5.23634, 5.23432, 5.23432, 5.23432, 5.23432, 5.23432, 5.23432, 5.23432, 5.23432, 5.23433, 5.23432, 5.23432, 5.71811, 5.23432
8.0173, 10, 5.82484, 5.26439, 3.4641, 4.17516, 0, 5.26634, 5.26439, 5.26439, 5.26439, 5.26439, 5.26439, 5.26439, 5.26439, 5.26439, 5.26439, 5.26439, 5.26439, 5.82289, 5.26439
8.02521, 16, 5.93519, 5.29455, 4.24264, 10.0648, 0, 5.29644, 5.29455, 5.29455, 5.29455, 5.29455, 5.29455, 5.29455, 5.29455, 5.29455, 5.29455, 5.29455, 5.29455, 5.9333, 5.29455
8.03312, 10, 6.05055, 5.32498, 3.4641, 3.94945, 0, 5.32682, 5.32498, 5.32498, 5.32498, 5.32498, 5.32498, 5.32498, 5.32498, 5.32498, 5.32498, 5.32498, 5.32498, 6.0487, 5.32498
8.04103, 18, 6.16926, 5.35507, 4.47214, 11.8307, 0, 5.35687, 5.35507, 5.35507, 5.35507, 5.35507, 5.35507, 5.35507, 5.35507, 5.35507, 5.35507, 5.35507, 5.35507, 6.16745, 5.35507
8.04894, 8, 6.28901, 5.38379, 3.16228, 1.71099, 0, 5.38556, 5.38379, 5.38379, 5.38379, 5.38379, 5.38379, 5.38379, 5.38379, 5.38379, 5.38379, 5.38379, 5.38379, 6.28724, 5.38379
8.05685, 8, 6.40827, 5.41109, 3.16228, 1.59173, 0, 5.41284, 5.41109, 5.41109, 5.41109, 5.41109, 5.41109, 5.41109, 5.41109, 5.41109, 5.41109, 5.41109, 5.41109, 6.40652, 5.41109
8.06476, 16, 6.52607, 5.4377, 4.24264, 9.47393, 0, 5.43944, 5.4377, 5.4377, 5.4377, 5.4377, 5.4377, 5.4377, 5.4377, 5.4377, 5.4377, 5.4377, 5.4377, 6.52434, 5.4377
8.07267, 8, 6.64137, 5.46438, 3.16228, 1.35863, 0, 5.4661, 5.46438, 5.46438, 5.46438, 5.46438, 5.46438, 5.46438, 5.46438, 5.46438, 5.46438, 5.46438, 5.46438, 6.63964, 5.46438
8.08058, 12, 6.75226, 5.49113, 3.74166, 5.24774, 0, 5.49285, 5.49113, 5.49113, 5.49113, 5.49113, 5.49113, 5.49113, 5.49113, 5.49113, 5.49114, 5.49113, 5.49113, 6.75054, 5.49113
8.08849, 6, 6.85623, 5.51735, 2.82843, -0.856234, 0, 5.51906, 5.51735, 5.51735, 5.51735, 5.51735, 5.51735, 5.51735, 5.51735, 5.51735, 5.51735, 5.51735, 5.51735, 6.85452, 5.51735
8.09641, 12, 6.95038, 5.54195, 3.74166, 5.04962, 0, 5.54366, 5.54195, 5.54195, 5.54195, 5.54195, 5.54195, 5.54195, 5.54195, 5.54195, 5.54195, 5.54195, 5.54195, 6.94866, 5.54195
8.10431, 6, 7.03311, 5.56509, 2.82843, -1.03311, 0, 5.5668, 5.56509, 5.56509, 5.56509, 5.56509, 5.56509, 5.56509, 5.56509, 5.56509, 5.56509, 5.56509, 5.56509, 7.0314, 5.56509
8.11223, 16, 7.10369, 5.58751, 4.24264, 8.89631, 0, 5.58922, 5.58751, 5.58751, 5.58751, 5.58751, 5.58751, 5.58751, 5.58751, 5.58751, 5.58751, 5.58751, 5.58751, 7.10197, 5.58751
8.12014, 12, 7.16162, 5.60997, 3.74166, 4.83838, 0, 5.61169, 5.60997, 5.60997, 5.60997, 5.60997, 5.60997, 5.60997, 5.60997, 5.60997, 5.60997, 5.60997, 5.60997, 7.15989, 5.60997
8.12805, 8, 7.20571, 5.63222, 3.16228, 0.794289, 0, 5.63395, 5.63222, 5.63222, 5.63222, 5.63222, 5.63222, 5.63222, 5.63222, 5.63222, 5.63222, 5.63222, 5.63222, 7.20398, 5.63222
8.13596, 4, 7.23475, 5.65359, 2.44949, -3.23475, 0, 5.65533, 5.65359, 5.65359, 5.65359, 5.65359, 5.65359, 5.65359, 5.65359, 5.65359, 5.65359, 5.65359, 5.65359, 7.233, 5.65359
8.14387, 8, 7.24772, 5.67328, 3.16228, 0.752281, 0, 5.67503, 5.67328, 5.67328, 5.67328, 5.67328, 5.67328, 5.67328, 5.67328, 5.67328, 5.67328, 5.67328, 5.67328, 7.24597, 5.67328
8.15178, 8, 7.24506, 5.69149, 3.16228, 0.75494, 0, 5.69325, 5.69149, 5.69149, 5.69149, 5.69149, 5.69149, 5.69149, 5.69149, 5.69149, 5.69149, 5.69149, 5.69149, 7.2433, 5.69149
8.15969, 12, 7.2281, 5.70897, 3.74166, 4.7719, 0, 5.71075, 5.70897, 5.70897, 5.70897, 5.70897, 5.70897, 5.70897, 5.70897, 5.70897, 5.70897, 5.70897, 5.70897, 7.22633, 5.70897
8.1676, 8, 7.1985, 5.72644, 3.16228, 0.801497, 0, 5.72824, 5.72644, 5.72644, 5.72644, 5.72644, 5.72644, 5.72644, 5.72644, 5.72644, 5.72644, 5.72644, 5.72644, 7.19671, 5.72644
8.17551, 12, 7.15705, 5.74343, 3.74166, 4.84295, 0, 5.74524, 5.74343, 5.74343, 5.74343, 5.74343, 5.74343, 5.74343, 5.74343, 5.74343, 5.74343, 5.74343, 5.74343, 7.15524, 5.74343
8.18342, 10, 7.10454, 5.75923, 3.4641, 2.89546, 0, 5.76106, 5.75923, 5.75923, 5.75923, 5.75923, 5.75923, 5.75923, 5.75923, 5.75923, 5.75923, 5.75923, 5.75923, 7.1027, 5.75923
8.19133, 4, 7.04209, 5.77326, 2.44949, -3.04209, 0, 5.77512, 5.77326, 5.77326, 5.77326, 5.77326, 5.77326, 5.77326, 5.77326, 5.77326, 5.77326, 5.77326, 5.77326, 7.04023, 5.77326
8.19924, 10, 6.97183, 5.78582, 3.4641, 3.02817, 0, 5.78772, 5.78582, 5.78582, 5.78582, 5.78582, 5.78582, 5.78582, 5.78582, 5.78582, 5.78582, 5.78582, 5.78582, 6.96993, 5.78582
8.20715, 12, 6.89638, 5.79765, 3.74166, 5.10362, 0, 5.79961, 5.79765, 5.79765, 5.79765, 5.79765, 5.79765, 5.79765, 5.79765, 5.79765, 5.79766, 5.79765, 5.79765, 6.89443, 5.79765
8.21506, 6, 6.8181, 5.80925, 2.82843, -0.818105, 0, 5.81128, 5.80925, 5.80925, 5.80925, 5.80925, 5.80925, 5.80925, 5.80925, 5.80925, 5.80926, 5.80925, 5.80925, 6.81607, 5.80925
8.22297, 4, 6.73841, 5.82027, 2.44949, -2.73841, 0, 5.8224, 5.82027, 5.82027, 5.82027, 5.82027, 5.82027, 5.82027, 5.82027, 5.82027, 5.82027, 5.82027, 5.82027, 6.73627, 5.82027
8.23088, 6, 6.65804, 5.82983, 2.82843, -0.658045, 0, 5.8321, 5.82983, 5.82983, 5.82983, 5.82983, 5.82983, 5.82983, 5.82983, 5.82983, 5.82983, 5.82983, 5.82983, 6.65577, 5.82983
8.23879, 16, 6.57823, 5.83759, 4.24264, 9.42177, 0, 5.84008, 5.83759, 5.83759, 5.83759, 5.83759, 5.83759, 5.83759, 5.83759, 5.83759, 5.8376, 5.83759, 5.83759, 6.57574, 5.83759
8.2467, 6, 6.50056, 5.84394, 2.82843, -0.500565, 0, 5.84673, 5.84394, 5.84394, 5.84394, 5.84394, 5.84394, 5.84394, 5.84394, 5.84394, 5.84394, 5.84394, 5.84394, 6.49778, 5.84394
8.25461, 8, 6.42684, 5.84958, 3.16228, 1.57316, 0, 5.85279, 5.84958, 5.84958, 5.84958, 5.84958, 5.84958, 5.84958, 5.84958, 5.84958, 5.84958, 5.84958, 5.84958, 6.42362, 5.84958
8.26252, 8, 6.35792, 5.85455, 3.16228, 1.64208, 0, 5.85838, 5.85455, 5.85455, 5.85455, 5.85455, 5.85455, 5.85455, 5.85455, 5.85455, 5.85455, 5.85455, 5.85455, 6.35408, 5.85455
8.27043, 6, 6.29413, 5.85853, 2.82843, -0.294127, 0, 5.86324, 5.85853, 5.85853, 5.85853, 5.85853, 5.85853, 5.85853, 5.85853, 5.85853, 5.85853, 5.85853, 5.85853, 6.28941, 5.85853
8.27834, 4, 6.23546, 5.86108, 2.44949, -2.23546, 0, 5.86705, 5.86108, 5.86108, 5.86108, 5.86108, 5.86108, 5.86108, 5.86108, 5.86108, 5.86108, 5.86108, 5.86108, 6.22948, 5.86108
8.28625, 8, 6.18212, 5.86213, 3.16228, 1.81788, 0, 5.8699, 5.86213, 5.86213, 5.86213, 5.86213, 5.86213, 5.86213, 5.86213, 5.86213, 5.86213, 5.86213, 5.86213, 6.17436, 5.86213
8.29416, 10, 6.13465, 5.86204, 3.4641, 3.86535, 0, 5.87234, 5.86204, 5.86204, 5.86204, 5.86204, 5.86204, 5.86204, 5.86204, 5.86204, 5.86205, 5.86204, 5.86204, 6.12436, 5.86204
8.30207, 4, 6.09341, 5.8611, 2.44949, -2.09341, 0, 5.87494, 5.8611, 5.8611, 5.8611, 5.8611, 5.8611, 5.8611, 5.8611, 5.8611, 5.8611, 5.8611, 5.8611, 6.07957, 5.8611
8.30998, 8, 6.05809, 5.85891, 3.16228, 1.94191, 0, 5.87769, 5.85891, 5.85891, 5.85891, 5.85891, 5.85891, 5.85891, 5.85891, 5.85891, 5.85891, 5.85891, 5.85891, 6.03931, 5.85891
8.3179, 6, 6.02864, 5.85537, 2.82843, -0.0286446, 0, 5.88096, 5.85537, 5.85537, 5.85537, 5.85537, 5.85537, 5.85537, 5.85537, 5.85537, 5.85537, 5.85537, 5.85537, 6.00305, 5.85537
8.32581, 14, 6.00501, 5.85018, 4, 7.99499, 0, 5.88512, 5.85018, 5.85018, 5.85018, 5.85018, 5.85018, 5.85018, 5.85018, 5.85018, 5.85018, 5.85018, 5.85018, 5.97007, 5.85018
8.33372, 4, 5.98757, 5.8434, 2.44949, -1.98757, 0, 5.89104, 5.8434, 5.8434, 5.8434, 5.8434, 5.8434, 5.8434, 5.8434, 5.8434, 5.8434, 5.8434, 5.8434, 5.93993, 5.8434
8.34163, 6, 5.97696, 5.8351, 2.82843, 0.0230379, 0, 5.89985, 5.8351, 5.8351, 5.8351, 5.8351, 5.8351, 5.8351, 5.8351, 5.8351, 5.8351, 5.8351, 5.8351, 5.91221, 5.8351
8.34954, 14, 5.97399, 5.82526, 4, 8.02601, 0, 5.91285, 5.82526, 5.82526, 5.82526, 5.82526, 5.82526, 5.82526, 5.82526, 5.82526, 5.82526, 5.82526, 5.82526, 5.8864, 5.82526
8.35745, 12, 5.97999, 5.81404, 3.74166, 6.02001, 0, 5.93184, 5.81404, 5.81404, 5.81404, 5.81404, 5.81404, 5.81404, 5.81404, 5.81404, 5.81404, 5.81404, 5.81404, 5.86219, 5.81404
8.36536, 10, 5.99559, 5.80048, 3.4641, 4.00441, 0, 5.95788, 5.80048, 5.80048, 5.80048, 5.80048, 5.80048, 5.80048, 5.80048, 5.80048, 5.80048, 5.80048, 5.80048, 5.83819, 5.80048
8.37327, 6, 6.02252, 5.78429, 2.82843, -0.0225224, 0, 5.9931, 5.78429, 5.78429, 5.78429, 5.78429, 5.78429, 5.78429, 5.78429, 5.78429, 5.78429, 5.78429, 5.78429, 5.81371, 5.78429
8.38118, 8, 6.06358, 5.76572, 3.16228, 1.93642, 0, 6.04064, 5.76572, 5.76572, 5.76572, 5.76572, 5.76572, 5.76572, 5.76572, 5.76572, 5.76572, 5.76572, 5.76572, 5.78865, 5.76572
8.38909, 6, 6.12228, 5.74522, 2.82843, -0.122281, 0, 6.10435, 5.74522, 5.74522, 5.74522, 5.74522, 5.74522, 5.74522, 5.74522, 5.74522, 5.74522, 5.74522, 5.74522, 5.76315, 5.74522
8.397, 6, 6.2027, 5.72322, 2.82843, -0.202704, 0, 6.18854, 5.72322, 5.72322, 5.72322, 5.72322, 5.72322, 5.72322, 5.72322, 5.72322, 5.72322, 5.72322, 5.72322, 5.73738, 5.72322
8.40491, 4, 6.30863, 5.69933, 2.44949, -2.30863, 0, 6.29724, 5.69933, 5.69933, 5.69933, 5.69933, 5.69933, 5.69933, 5.69933, 5.69933, 5.69933, 5.69933, 5.69933, 5.71071, 5.69933
8.41282, 6, 6.44445, 5.67318, 2.82843, -0.44445, 0, 6.43502, 5.67318, 5.67318, 5.67318, 5.67318, 5.67318, 5.67318, 5.67318, 5.67318, 5.67318, 5.67318, 5.67318, 5.68261, 5.67318
8.42073, 4, 6.61545, 5.64489, 2.44949, -2.61545, 0, 6.6073, 5.64489, 5.64489, 5.64489, 5.64489, 5.64489, 5.64489, 5.64489, 5.64489, 5.6449, 5.64489, 5.64489, 5.65304, 5.64489
8.42864, 8, 6.82723, 5.61448, 3.16228, 1.17277, 0, 6.81981, 5.61448, 5.61448, 5.61448, 5.61448, 5.61448, 5.61448, 5.61448, 5.61448, 5.61448, 5.61448, 5.61448, 5.6219, 5.61448
8.43655, 14, 7.0859, 5.58221, 4, 6.9141, 0, 7.07874, 5.58221, 5.58221, 5.58221, 5.58221, 5.58221, 5.58221, 5.58221, 5.58221, 5.58221, 5.58221, 5.58221, 5.58936, 5.58221
8.44446, 8, 7.39789, 5.54866, 3.16228, 0.602111, 0, 7.3906, 5.54866, 5.54866, 5.54866, 5.54866, 5.54866, 5.54866, 5.54866, 5.54866, 5.54866, 5.54866, 5.54866, 5.55595, 5.54866
8.45237, 6, 7.76968, 5.51451, 2.82843, -1.76968, 0, 7.76189, 5.51451, 5.51451, 5.51451, 5.51451, 5.51451, 5.51451, 5.51451, 5.51451, 5.51451, 5.51451, 5.51451, 5.5223, 5.51451
8.46028, 10, 8.20615, 5.47948, 3.4641, 1.79385, 0, 8.19751, 5.47948, 5.47948, 5.47948, 5.47948, 5.47948, 5.47948, 5.47948, 5.47948, 5.47948, 5.47948, 5.47948, 5.48812, 5.47948
8.46819, 8, 8.71179, 5.44345, 3.16228, -0.711793, 0, 8.70196, 5.44345, 5.44345, 5.44345, 5.44345, 5.44345, 5.44345, 5.44345, 5.44345, 5.44345, 5.44345, 5.44345, 5.45328, 5.44345
8.4761, 8, 9.28942, 5.4058, 3.16228, -1.28942, 0, 9.27805, 5.4058, 5.4058, 5.4058, 5.4058, 5.4058, 5.4058, 5.4058, 5.4058, 5.4058, 5.4058, 5.4058, 5.41717, 5.4058
8.48401, 12, 9.94094, 5.36636, 3.74166, 2.05906, 0, 9.92763, 5.36636, 5.36636, 5.36636, 5.36636, 5.36636, 5.36636, 5.36636, 5.36636, 5.36636, 5.36636, 5.36636, 5.37966, 5.36636
8.49192, 6, 10.6671, 5.32558, 2.82843, -4.66707, 0, 10.6514, 5.32558, 5.32558, 5.32558, 5.32558, 5.32558, 5.32558, 5.32558, 5.32558, 5.32558, 5.32558, 5.32558, 5.34123, 5.32558
8.49983, 12, 11.4669, 5.28422, 3.74166, 0.533106, 0, 11.4484, 5.28422, 5.28422, 5.28422, 5.28422, 5.28422, 5.28422, 5.28422, 5.28422, 5.28422, 5.28422, 5.28422, 5.3027, 5.28422
8.50774, 10, 12.3365, 5.24264, 3.4641, -2.33652, 0, 12.3147, 5.24264, 5.24264, 5.24264, 5.24264, 5.24264, 5.24264, 5.24264, 5.24264, 5.24264, 5.24264, 5.24264, 5.26447, 5.24264
8.51566, 28, 13.2688, 5.20049, 5.47723, 14.7312, 0, 13.243, 5.20049, 5.20049, 5.20049, 5.20049, 5.20049, 5.20049, 5.20049, 5.20049, 5.20049, 5.20049, 5.20049, 5.22629, 5.20049
8.52357, 18, 14.2537, 5.15713, 4.47214, 3.74632, 0, 14.2232, 5.15713, 5.15713, 5.15713, 5.15713, 5.15713, 5.15713, 5.15713, 5.15713, 5.15713, 5.15713, 5.15713, 5.18758, 5.15713
8.53148, 8, 15.2786, 5.112, 3.16228, -7.27861, 0, 15.2428, 5.112, 5.112, 5.112, 5.112, 5.112, 5.112, 5.112, 5.112, 5.112, 5.112, 5.112, 5.14786, 5.112
8.53939, 26, 16.3292, 5.06546, 5.2915, 9.67078, 0, 16.2871, 5.06546, 5.06546, 5.06546, 5.06546, 5.06546, 5.06546, 5.06546, 5.06546, 5.06546, 5.06546, 5.06546, 5.10757, 5.06546
8.5473, 20, 17.3893, 5.01834, 4.69042, 2.61071, 0, 17.34, 5.01834, 5.01834, 5.01834, 5.01834, 5.01834, 5.01834, 5.01834, 5.01834, 5.01834, 5.01834, 5.01834, 5.06762, 5.01834
8.55521, 14, 18.4405, 4.97131, 4, -4.4405, 0, 18.383, 4.97131, 4.97131, 4.97131, 4.97131, 4.97131, 4.97131, 4.97131, 4.97131, 4.97131, 4.97131, 4.97131, 5.02876, 4.97131
8.56312, 36, 19.462, 4.92385, 6.16441, 16.538, 0, 19.3953, 4.92385, 4.92385, 4.92385, 4.92385, 4.92385, 4.92385, 4.92385, 4.92385, 4.92385, 4.92385, 4.92385, 4.99054, 4.92385
8.57103, 22, 20.4317, 4.87557, 4.89898, 1.56829, 0, 20.3547, 4.87557, 4.87557, 4.87557, 4.87557, 4.87557, 4.87557, 4.87557, 4.87557, 4.87557, 4.87557, 4.87557, 4.95261, 4.87557
8.57894, 16, 21.3276, 4.82574, 4.24264, -5.32761, 0, 21.2391, 4.82574, 4.82574, 4.82574, 4.82574, 4.82574, 4.82574, 4.82574, 4.82574, 4.82574, 4.82574, 4.82574, 4.91428, 4.82574
8.58685, 30, 22.1291, 4.77465, 5.65685, 7.87094, 0, 22.0279, 4.77465, 4.77465, 4.77465, 4.77465, 4.77465, 4.77465, 4.77465, 4.77465, 4.77465, 4.77465, 4.77465, 4.87586, 4.77465
8.59476, 32, 22.8174, 4.72308, 5.83095, 9.18263, 0, 22.7023, 4.72308, 4.72308, 4.72308, 4.72308, 4.72308, 4.72308, 4.72308, 4.72308, 4.72308, 4.72308, 4.72308, 4.83811, 4.72308
8.60267, 14, 23.3757, 4.6718, 4, -9.37569, 0, 23.2457, 4.6718, 4.6718, 4.6718, 4.6718, 4.6718, 4.6718, 4.6718, 4.6718, 4.6718, 4.6718, 4.6718, 4.80176, 4.6718
8.61058, 24, 23.7889, 4.62019, 5.09902, 0.211113, 0, 23.6429, 4.62019, 4.62019, 4.62019, 4.62019, 4.62019, 4.62019, 4.62019, 4.62019, 4.62019, 4.62019, 4.62019, 4.76615, 4.62019
8.61849, 28, 24.0456, 4.56813, 5.47723, 3.95436, 0, 23.8827, 4.56813, 4.56813, 4.56813, 4.56813, 4.56813, 4.56813, 4.56813, 4.56813, 4.56813, 4.56813, 4.56813, 4.73104, 4.56813
8.6264, 28, 24.1377, 4.51478, 5.47723, 3.86233, 0, 23.957, 4.51478, 4.51478, 4.51478, 4.51478, 4.51478, 4.51478, 4.51478, 4.51478, 4.51478, 4.51478, 4.51478, 4.69547, 4.51478
