   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_62.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.85589, 26, 37.3281, 30.1946, 5.2915, -11.3281, 0, 30.1946, 30.1946, 31.0967, 30.2272, 30.3087, 36.2792, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946, 30.1946
4.86379, 16, 38.037, 30.3061, 4.24264, -22.037, 0, 30.3061, 30.3061, 31.0413, 30.3357, 30.4217, 37.1566, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061, 30.3061
4.87169, 32, 38.7836, 30.4165, 5.83095, -6.78358, 0, 30.4165, 30.4165, 31.0241, 30.4435, 30.5336, 38.032, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165, 30.4165
4.87958, 24, 39.5397, 30.5258, 5.09902, -15.5397, 0, 30.5258, 30.5258, 31.0372, 30.5503, 30.6443, 38.885, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258, 30.5258
4.88748, 24, 40.277, 30.6337, 5.09902, -16.277, 0, 30.6337, 30.6338, 31.074, 30.6563, 30.7538, 39.6941, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337, 30.6337
4.89538, 28, 40.9685, 30.7405, 5.47723, -12.9685, 0, 30.7405, 30.7405, 31.1289, 30.7612, 30.862, 40.4377, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405, 30.7405
4.90328, 16, 41.5886, 30.8459, 4.24264, -25.5886, 0, 30.8459, 30.8459, 31.1974, 30.8652, 30.9689, 41.0948, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459, 30.8459
4.91118, 22, 42.1152, 30.95, 4.89898, -20.1152, 0, 30.95, 30.95, 31.2758, 30.9681, 31.0745, 41.6467, 30.95, 30.95, 30.95, 30.95, 30.95, 30.95, 30.95, 30.95, 30.95, 30.95, 30.95, 30.95, 30.95, 30.95, 30.95
4.91907, 24, 42.5298, 31.0529, 5.09902, -18.5298, 0, 31.0529, 31.0529, 31.3614, 31.0701, 31.179, 42.0781, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529, 31.0529
4.92697, 46, 42.8187, 31.1547, 6.9282, 3.1813, 0, 31.1547, 31.1547, 31.4522, 31.1711, 31.2823, 42.3771, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547, 31.1547
4.93487, 28, 42.9732, 31.2554, 5.47723, -14.9732, 0, 31.2554, 31.2554, 31.5465, 31.2713, 31.3846, 42.5371, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554, 31.2554
4.94277, 18, 42.9905, 31.3553, 4.47214, -24.9905, 0, 31.3553, 31.3553, 31.6432, 31.3708, 31.486, 42.5564, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553, 31.3553
4.95067, 32, 42.8731, 31.4545, 5.83095, -10.8731, 0, 31.4545, 31.4545, 31.7417, 31.4698, 31.5868, 42.4383, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545, 31.4545
4.95857, 42, 42.6288, 31.5532, 6.63325, -0.628757, 0, 31.5532, 31.5532, 31.8415, 31.5683, 31.687, 42.1915, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532, 31.5532
4.96646, 28, 42.2699, 31.6516, 5.47723, -14.2699, 0, 31.6516, 31.6516, 31.9422, 31.6666, 31.787, 41.8288, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516, 31.6516
4.97436, 36, 41.8128, 31.7499, 6.16441, -5.81278, 0, 31.7499, 31.7499, 32.0438, 31.765, 31.8869, 41.3669, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499, 31.7499
4.98226, 42, 41.2764, 31.8484, 6.63325, 0.723576, 0, 31.8484, 31.8484, 32.1462, 31.8635, 31.987, 40.8249, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484, 31.8484
4.99016, 26, 40.6816, 31.9472, 5.2915, -14.6816, 0, 31.9472, 31.9472, 32.2494, 31.9624, 32.0874, 40.2239, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472
4.99806, 14, 40.0496, 32.0465, 4, -26.0496, 0, 32.0465, 32.0465, 32.3537, 32.0618, 32.1883, 39.5852, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465, 32.0465
5.00596, 18, 39.4013, 32.1464, 4.47214, -21.4013, 0, 32.1464, 32.1464, 32.459, 32.162, 32.2899, 38.9297, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464, 32.1464
5.01385, 22, 38.7562, 32.2471, 4.89898, -16.7562, 0, 32.2471, 32.2471, 32.5654, 32.2629, 32.3923, 38.2769, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471, 32.2471
5.02175, 28, 38.1314, 32.3487, 5.47723, -10.1314, 0, 32.3487, 32.3487, 32.6731, 32.3647, 32.4957, 37.6441, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487
5.02965, 20, 37.5416, 32.4512, 4.69042, -17.5416, 0, 32.4512, 32.4512, 32.7823, 32.4674, 32.6, 37.0457, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512, 32.4512
5.03755, 28, 36.9984, 32.5547, 5.47723, -8.99844, 0, 32.5547, 32.5547, 32.8929, 32.5711, 32.7054, 36.4932, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547, 32.5547
5.04545, 28, 36.5103, 32.6591, 5.47723, -8.51026, 0, 32.6591, 32.6591, 33.0051, 32.6757, 32.8119, 35.9949, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591, 32.6591
5.05335, 24, 36.0826, 32.7645, 5.09902, -12.0826, 0, 32.7645, 32.7645, 33.119, 32.7813, 32.9196, 35.556, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645, 32.7645
5.06124, 18, 35.7183, 32.8707, 4.47214, -17.7183, 0, 32.8707, 32.8707, 33.2348, 32.8878, 33.0287, 35.179, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707, 32.8707
5.06914, 16, 35.4178, 32.9777, 4.24264, -19.4178, 0, 32.9777, 32.9777, 33.3527, 32.995, 33.1394, 34.8637, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777, 32.9777
5.07704, 12, 35.1797, 33.0854, 3.74166, -23.1797, 0, 33.0854, 33.0854, 33.4728, 33.103, 33.252, 34.6082, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854, 33.0854
5.08494, 14, 35.0016, 33.1938, 4, -21.0016, 0, 33.1938, 33.1938, 33.5955, 33.2116, 33.3672, 34.4087, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938, 33.1938
5.09284, 14, 34.8804, 33.3026, 4, -20.8804, 0, 33.3026, 33.3026, 33.7211, 33.3207, 33.4859, 34.2605, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026, 33.3026
5.10074, 22, 34.8128, 33.4119, 4.89898, -12.8128, 0, 33.4119, 33.4119, 33.8501, 33.4303, 33.6098, 34.1583, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119, 33.4119
5.10863, 10, 34.7964, 33.5215, 3.4641, -24.7964, 0, 33.5215, 33.5215, 33.9832, 33.5401, 33.7414, 34.0962, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215, 33.5215
5.11653, 12, 34.83, 33.6314, 3.74166, -22.83, 0, 33.6314, 33.6314, 34.121, 33.6502, 33.8842, 34.0687, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314, 33.6314
5.12443, 16, 34.9146, 33.7413, 4.24264, -18.9146, 0, 33.7413, 33.7413, 34.2643, 33.7605, 34.0436, 34.0703, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413, 33.7413
5.13233, 12, 35.054, 33.8514, 3.74166, -23.054, 0, 33.8514, 33.8514, 34.4141, 33.8708, 34.2274, 34.0959, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514, 33.8514
5.14023, 14, 35.2559, 33.9614, 4, -21.2559, 0, 33.9614, 33.9614, 34.5715, 33.9811, 34.4465, 34.1411, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614, 33.9614
5.14813, 26, 35.5328, 34.0714, 5.2915, -9.53278, 0, 34.0714, 34.0714, 34.7375, 34.0913, 34.7162, 34.2019, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714, 34.0714
5.15602, 12, 35.9036, 34.1812, 3.74166, -23.9036, 0, 34.1812, 34.1812, 34.9135, 34.2014, 35.0573, 34.2749, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812, 34.1812
5.16392, 18, 36.3949, 34.2909, 4.47214, -18.3949, 0, 34.2909, 34.2909, 35.1006, 34.3113, 35.4982, 34.3573, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909, 34.2909
5.17182, 8, 37.0429, 34.4003, 3.16228, -29.0429, 0, 34.4003, 34.4003, 35.3, 34.4211, 36.0759, 34.447, 34.4003, 34.4003, 34.4003, 34.4003, 34.4003, 34.4003, 34.4003, 34.4003, 34.4003, 34.4003, 34.4003, 34.4003, 34.4003, 34.4004, 34.4003
5.17972, 16, 37.895, 34.5095, 4.24264, -21.895, 0, 34.5095, 34.5096, 35.5125, 34.5305, 36.8387, 34.5419, 34.5095, 34.5095, 34.5095, 34.5095, 34.5095, 34.5095, 34.5095, 34.5095, 34.5095, 34.5095, 34.5095, 34.5095, 34.5095, 34.5096, 34.5095
5.18762, 14, 39.0122, 34.6185, 4, -25.0122, 0, 34.6185, 34.6185, 35.7389, 34.6398, 37.8482, 34.6406, 34.6185, 34.6185, 34.6185, 34.6185, 34.6185, 34.6185, 34.6185, 34.6185, 34.6185, 34.6185, 34.6185, 34.6185, 34.6185, 34.6186, 34.6185
5.19551, 24, 40.4708, 34.7271, 5.09902, -16.4708, 0, 34.7271, 34.7271, 35.9796, 34.7487, 39.1816, 34.7421, 34.7271, 34.7271, 34.7271, 34.7271, 34.7271, 34.7271, 34.7271, 34.7271, 34.7271, 34.7271, 34.7271, 34.7271, 34.7271, 34.7273, 34.7271
5.20341, 14, 42.3643, 34.8355, 4, -28.3643, 0, 34.8355, 34.8355, 36.2346, 34.8573, 40.9332, 34.8455, 34.8355, 34.8355, 34.8355, 34.8355, 34.8355, 34.8355, 34.8355, 34.8355, 34.8355, 34.8355, 34.8355, 34.8355, 34.8355, 34.8356, 34.8355
5.21131, 32, 44.8046, 34.9435, 5.83095, -12.8046, 0, 34.9435, 34.9435, 36.5031, 34.9656, 43.216, 34.9501, 34.9435, 34.9435, 34.9435, 34.9435, 34.9435, 34.9435, 34.9435, 34.9435, 34.9435, 34.9435, 34.9435, 34.9435, 34.9435, 34.9437, 34.9435
5.21921, 20, 47.9234, 35.0511, 4.69042, -27.9234, 0, 35.0511, 35.0511, 36.784, 35.0735, 46.1635, 35.0555, 35.0511, 35.0511, 35.0511, 35.0511, 35.0511, 35.0511, 35.0511, 35.0511, 35.0511, 35.0511, 35.0511, 35.0511, 35.0511, 35.0514, 35.0511
5.22711, 26, 51.8697, 35.1584, 5.2915, -25.8697, 0, 35.1584, 35.1584, 37.0755, 35.1811, 49.9268, 35.1612, 35.1584, 35.1584, 35.1584, 35.1584, 35.1584, 35.1584, 35.1584, 35.1584, 35.1584, 35.1584, 35.1584, 35.1584, 35.1584, 35.1588, 35.1584
5.23501, 28, 56.8102, 35.2654, 5.47723, -28.8102, 0, 35.2654, 35.2654, 37.3748, 35.2883, 54.6756, 35.2672, 35.2654, 35.2654, 35.2654, 35.2654, 35.2654, 35.2654, 35.2654, 35.2654, 35.2654, 35.2654, 35.2654, 35.2654, 35.2654, 35.2658, 35.2654
5.2429, 28, 62.925, 35.3719, 5.47723, -34.925, 0, 35.3719, 35.3719, 37.6789, 35.3952, 60.5931, 35.3731, 35.3719, 35.3719, 35.3719, 35.3719, 35.3719, 35.3719, 35.3719, 35.3719, 35.3719, 35.3719, 35.3719, 35.3719, 35.3719, 35.3725, 35.3719
5.2508, 50, 70.4003, 35.4781, 7.2111, -20.4003, 0, 35.4781, 35.4781, 37.9837, 35.5016, 67.8698, 35.4788, 35.4781, 35.4781, 35.4781, 35.4781, 35.4781, 35.4781, 35.4781, 35.4781, 35.4781, 35.4781, 35.4781, 35.4781, 35.4781, 35.4788, 35.4781
5.2587, 68, 79.4222, 35.5839, 8.3666, -11.4222, 0, 35.5839, 35.5839, 38.2851, 35.6077, 76.6959, 35.5843, 35.5839, 35.5839, 35.5839, 35.5839, 35.5839, 35.5839, 35.5839, 35.5839, 35.5839, 35.5839, 35.5839, 35.5839, 35.5839, 35.5848, 35.5839
5.2666, 74, 90.1647, 35.6893, 8.7178, -16.1647, 0, 35.6893, 35.6893, 38.5783, 35.7134, 87.2503, 35.6896, 35.6893, 35.6893, 35.6893, 35.6893, 35.6893, 35.6893, 35.6893, 35.6893, 35.6893, 35.6893, 35.6893, 35.6893, 35.6893, 35.6903, 35.6893
5.2745, 88, 102.781, 35.7943, 9.48683, -14.7805, 0, 35.7943, 35.7943, 38.8584, 35.8186, 99.6906, 35.7945, 35.7943, 35.7943, 35.7943, 35.7943, 35.7943, 35.7943, 35.7943, 35.7943, 35.7943, 35.7943, 35.7943, 35.7943, 35.7943, 35.7955, 35.7943
5.2824, 102, 117.383, 35.8989, 10.198, -15.383, 0, 35.8989, 35.8989, 39.1206, 35.9235, 114.135, 35.899, 35.8989, 35.8989, 35.8989, 35.8989, 35.8989, 35.8989, 35.8989, 35.8989, 35.8989, 35.8989, 35.8989, 35.8989, 35.8989, 35.9003, 35.8989
5.29029, 126, 134.033, 36.003, 11.3137, -8.03302, 0, 36.003, 36.003, 39.3604, 36.0279, 130.649, 36.0031, 36.003, 36.003, 36.003, 36.003, 36.003, 36.003, 36.003, 36.003, 36.003, 36.003, 36.003, 36.003, 36.003, 36.0047, 36.003
5.29819, 144, 152.727, 36.1067, 12.083, -8.72746, 0, 36.1068, 36.1068, 39.5739, 36.132, 149.233, 36.1068, 36.1067, 36.1067, 36.1067, 36.1067, 36.1067, 36.1067, 36.1067, 36.1067, 36.1067, 36.1067, 36.1067, 36.1067, 36.1067, 36.1087, 36.1067
5.30609, 132, 173.38, 36.21, 11.5758, -41.3798, 0, 36.21, 36.21, 39.7576, 36.2355, 169.804, 36.21, 36.21, 36.21, 36.21, 36.21, 36.21, 36.21, 36.21, 36.21, 36.21, 36.21, 36.21, 36.21, 36.21, 36.2123, 36.21
5.31399, 232, 195.812, 36.3129, 15.2971, 36.1883, 0, 36.3129, 36.3129, 39.9092, 36.3387, 192.187, 36.3129, 36.3129, 36.3129, 36.3129, 36.3129, 36.3129, 36.3129, 36.3129, 36.3129, 36.3129, 36.3129, 36.3129, 36.3129, 36.3129, 36.3154, 36.3129
5.32189, 254, 219.751, 36.4152, 16, 34.2495, 0, 36.4152, 36.4152, 40.0273, 36.4413, 216.11, 36.4152, 36.4152, 36.4152, 36.4152, 36.4152, 36.4152, 36.4152, 36.4152, 36.4152, 36.4152, 36.4152, 36.4152, 36.4152, 36.4152, 36.4181, 36.4152
5.32979, 234, 244.819, 36.5171, 15.3623, -10.8191, 0, 36.5171, 36.5172, 40.1117, 36.5435, 241.195, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5202, 36.5171
5.33768, 282, 270.545, 36.6186, 16.8523, 11.455, 0, 36.6186, 36.6186, 40.1631, 36.6453, 266.97, 36.6186, 36.6186, 36.6186, 36.6186, 36.6186, 36.6186, 36.6186, 36.6186, 36.6186, 36.6186, 36.6186, 36.6186, 36.6186, 36.6186, 36.6219, 36.6186
5.34558, 342, 296.369, 36.7195, 18.5472, 45.631, 0, 36.7195, 36.7195, 40.1836, 36.7465, 292.874, 36.7195, 36.7195, 36.7195, 36.7195, 36.7195, 36.7195, 36.7195, 36.7195, 36.7195, 36.7195, 36.7195, 36.7195, 36.7195, 36.7195, 36.7231, 36.7195
5.35348, 338, 321.667, 36.8199, 18.4391, 16.3334, 0, 36.8199, 36.8199, 40.1759, 36.8472, 318.279, 36.8199, 36.8199, 36.8199, 36.8199, 36.8199, 36.8199, 36.8199, 36.8199, 36.8199, 36.8199, 36.8199, 36.8199, 36.8199, 36.8199, 36.8238, 36.8199
5.36138, 390, 345.77, 36.9199, 19.799, 44.2296, 0, 36.9199, 36.9199, 40.1438, 36.9474, 342.515, 36.9199, 36.9199, 36.9199, 36.9199, 36.9199, 36.9199, 36.9199, 36.9199, 36.9199, 36.9199, 36.9199, 36.9199, 36.9199, 36.9199, 36.9239, 36.9199
5.36928, 366, 367.988, 37.0192, 19.1833, -1.98822, 0, 37.0192, 37.0192, 40.0916, 37.0471, 364.884, 37.0192, 37.0192, 37.0192, 37.0192, 37.0192, 37.0192, 37.0192, 37.0192, 37.0192, 37.0192, 37.0192, 37.0192, 37.0192, 37.0192, 37.0235, 37.0192
5.37717, 432, 387.654, 37.1181, 20.8327, 44.3465, 0, 37.1181, 37.1181, 40.0239, 37.1463, 384.715, 37.1181, 37.1181, 37.1181, 37.1181, 37.1181, 37.1181, 37.1181, 37.1181, 37.1181, 37.1181, 37.1181, 37.1181, 37.1181, 37.1181, 37.1225, 37.1181
5.38507, 460, 404.149, 37.2164, 21.4942, 55.8515, 0, 37.2164, 37.2164, 39.9456, 37.2449, 401.386, 37.2164, 37.2164, 37.2164, 37.2164, 37.2164, 37.2164, 37.2164, 37.2164, 37.2164, 37.2164, 37.2164, 37.2164, 37.2164, 37.2164, 37.221, 37.2164
5.39297, 426, 416.932, 37.3142, 20.6882, 9.06754, 0, 37.3142, 37.3142, 39.8615, 37.343, 414.352, 37.3142, 37.3142, 37.3142, 37.3142, 37.3142, 37.3142, 37.3142, 37.3142, 37.3142, 37.3142, 37.3142, 37.3142, 37.3142, 37.3142, 37.3189, 37.3142
5.40087, 394, 425.583, 37.4114, 19.8997, -31.5829, 0, 37.4114, 37.4114, 39.776, 37.4405, 423.184, 37.4114, 37.4114, 37.4114, 37.4114, 37.4114, 37.4114, 37.4114, 37.4114, 37.4114, 37.4114, 37.4114, 37.4114, 37.4114, 37.4114, 37.4161, 37.4114
5.40877, 508, 429.81, 37.5081, 22.5832, 78.1902, 0, 37.5081, 37.5081, 39.6934, 37.5375, 427.59, 37.5081, 37.5081, 37.5081, 37.5081, 37.5081, 37.5081, 37.5081, 37.5081, 37.5081, 37.5081, 37.5081, 37.5081, 37.5081, 37.5081, 37.5128, 37.5081
5.41667, 440, 429.476, 37.6041, 21.0238, 10.5238, 0, 37.6041, 37.6041, 39.6171, 37.6338, 427.429, 37.6041, 37.6041, 37.6041, 37.6041, 37.6041, 37.6041, 37.6041, 37.6041, 37.6041, 37.6041, 37.6041, 37.6041, 37.6041, 37.6041, 37.6089, 37.6041
5.42456, 426, 424.604, 37.6996, 20.6882, 1.39621, 0, 37.6996, 37.6996, 39.55, 37.7296, 422.719, 37.6996, 37.6996, 37.6996, 37.6996, 37.6996, 37.6996, 37.6996, 37.6996, 37.6996, 37.6996, 37.6996, 37.6996, 37.6996, 37.6996, 37.7044, 37.6996
5.43246, 450, 415.373, 37.7945, 21.2603, 34.6268, 0, 37.7945, 37.7945, 39.4945, 37.8248, 413.638, 37.7945, 37.7945, 37.7945, 37.7945, 37.7945, 37.7945, 37.7945, 37.7945, 37.7945, 37.7945, 37.7945, 37.7945, 37.7945, 37.7945, 37.7993, 37.7945
5.44036, 426, 402.109, 37.8887, 20.6882, 23.8914, 0, 37.8887, 37.8887, 39.452, 37.9194, 400.51, 37.8887, 37.8887, 37.8887, 37.8887, 37.8887, 37.8887, 37.8887, 37.8887, 37.8887, 37.8887, 37.8887, 37.8887, 37.8887, 37.8887, 37.8935, 37.8887
5.44826, 402, 385.268, 37.9824, 20.0998, 16.7321, 0, 37.9824, 37.9824, 39.4235, 38.0134, 383.791, 37.9824, 37.9824, 37.9824, 37.9824, 37.9824, 37.9824, 37.9824, 37.9824, 37.9824, 37.9824, 37.9824, 37.9824, 37.9824, 37.9824, 37.9872, 37.9824
5.45616, 378, 365.406, 38.0754, 19.4936, 12.5942, 0, 38.0754, 38.0754, 39.4092, 38.1067, 364.036, 38.0754, 38.0754, 38.0754, 38.0754, 38.0754, 38.0754, 38.0754, 38.0754, 38.0754, 38.0754, 38.0754, 38.0754, 38.0754, 38.0754, 38.0802, 38.0754
5.46406, 336, 343.148, 38.1678, 18.3848, -7.14764, 0, 38.1678, 38.1678, 39.409, 38.1994, 341.87, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1726, 38.1678
5.47195, 382, 319.167, 38.2595, 19.5959, 62.8335, 0, 38.2595, 38.2595, 39.4224, 38.2914, 317.967, 38.2595, 38.2595, 38.2595, 38.2595, 38.2595, 38.2595, 38.2595, 38.2595, 38.2595, 38.2595, 38.2595, 38.2595, 38.2595, 38.2595, 38.2643, 38.2595
5.47985, 332, 294.132, 38.3506, 18.2757, 37.8676, 0, 38.3506, 38.3506, 39.4483, 38.3829, 292.998, 38.3506, 38.3506, 38.3506, 38.3506, 38.3506, 38.3506, 38.3506, 38.3506, 38.3506, 38.3506, 38.3506, 38.3506, 38.3506, 38.3506, 38.3554, 38.3506
5.48775, 284, 268.699, 38.441, 16.9115, 15.3015, 0, 38.441, 38.441, 39.4857, 38.4736, 267.616, 38.441, 38.441, 38.441, 38.441, 38.441, 38.441, 38.441, 38.441, 38.441, 38.441, 38.441, 38.441, 38.441, 38.441, 38.4458, 38.441
5.49565, 262, 243.462, 38.5307, 16.2481, 18.5376, 0, 38.5307, 38.5307, 39.5333, 38.5636, 242.422, 38.5307, 38.5307, 38.5307, 38.5307, 38.5307, 38.5307, 38.5307, 38.5307, 38.5307, 38.5307, 38.5307, 38.5307, 38.5307, 38.5307, 38.5355, 38.5307
5.50355, 164, 218.955, 38.6197, 12.8841, -54.9547, 0, 38.6197, 38.6197, 39.5899, 38.653, 217.946, 38.6197, 38.6197, 38.6197, 38.6197, 38.6197, 38.6197, 38.6197, 38.6197, 38.6197, 38.6197, 38.6197, 38.6197, 38.6197, 38.6197, 38.6245, 38.6197
5.51145, 208, 195.62, 38.708, 14.4914, 12.3802, 0, 38.708, 38.708, 39.654, 38.7417, 194.635, 38.708, 38.708, 38.708, 38.708, 38.708, 38.708, 38.708, 38.708, 38.708, 38.708, 38.708, 38.708, 38.708, 38.708, 38.7128, 38.708
5.51934, 142, 173.802, 38.7956, 12, -31.8022, 0, 38.7956, 38.7956, 39.7244, 38.8298, 172.834, 38.7956, 38.7956, 38.7956, 38.7956, 38.7956, 38.7956, 38.7956, 38.7956, 38.7956, 38.7956, 38.7956, 38.7956, 38.7956, 38.7956, 38.8003, 38.7956
5.52724, 128, 153.759, 38.8825, 11.4018, -25.759, 0, 38.8825, 38.8825, 39.8001, 38.9172, 152.802, 38.8825, 38.8825, 38.8825, 38.8825, 38.8825, 38.8825, 38.8825, 38.8825, 38.8825, 38.8825, 38.8825, 38.8825, 38.8825, 38.8825, 38.8871, 38.8825
5.53514, 138, 135.646, 38.9686, 11.8322, 2.35434, 0, 38.9686, 38.9686, 39.8799, 39.0039, 134.694, 38.9686, 38.9686, 38.9686, 38.9686, 38.9686, 38.9686, 38.9686, 38.9686, 38.9686, 38.9686, 38.9686, 38.9686, 38.9686, 38.9686, 38.9731, 38.9686
