   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_261.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.25781, 26, 20.3343, 20.0215, 5.2915, 5.66571, 0, 20.0215, 20.0215, 20.0215, 20.1821, 20.1509, 20.0274, 20.0215, 20.0215, 20.0215, 20.0215, 20.0215, 20.0215, 20.0215, 20.0215, 20.0215, 20.0215, 20.0215, 20.0215, 20.0384, 20.0215
4.26569, 16, 20.4131, 20.1204, 4.24264, -4.41309, 0, 20.1204, 20.1204, 20.1204, 20.281, 20.2292, 20.1242, 20.1204, 20.1204, 20.1204, 20.1204, 20.1204, 20.1204, 20.1204, 20.1204, 20.1204, 20.1204, 20.1204, 20.1204, 20.1398, 20.1204
4.27357, 14, 20.4958, 20.2195, 4, -6.4958, 0, 20.2195, 20.2195, 20.2195, 20.3802, 20.3099, 20.2219, 20.2195, 20.2195, 20.2195, 20.2195, 20.2195, 20.2195, 20.2195, 20.2195, 20.2195, 20.2195, 20.2195, 20.2195, 20.2422, 20.2195
4.28146, 12, 20.5822, 20.3189, 3.74166, -8.58218, 0, 20.3189, 20.3189, 20.3189, 20.4797, 20.3933, 20.3204, 20.3189, 20.3189, 20.3189, 20.3189, 20.3189, 20.3189, 20.3189, 20.3189, 20.3189, 20.3189, 20.3189, 20.3189, 20.3455, 20.3189
4.28934, 8, 20.672, 20.4186, 3.16228, -12.672, 0, 20.4186, 20.4186, 20.4186, 20.5795, 20.4792, 20.4196, 20.4186, 20.4186, 20.4186, 20.4186, 20.4186, 20.4186, 20.4186, 20.4186, 20.4186, 20.4186, 20.4186, 20.4186, 20.4496, 20.4186
4.29722, 8, 20.7649, 20.5186, 3.16228, -12.7649, 0, 20.5187, 20.5187, 20.5186, 20.6797, 20.5675, 20.5192, 20.5186, 20.5186, 20.5186, 20.5186, 20.5186, 20.5186, 20.5186, 20.5186, 20.5186, 20.5186, 20.5186, 20.5186, 20.5545, 20.5186
4.3051, 16, 20.8607, 20.6189, 4.24264, -4.86074, 0, 20.619, 20.619, 20.619, 20.7802, 20.658, 20.6193, 20.6189, 20.6189, 20.6189, 20.6189, 20.6189, 20.6189, 20.6189, 20.6189, 20.6189, 20.6189, 20.6189, 20.6189, 20.66, 20.6189
4.31299, 4, 20.9591, 20.7195, 2.44949, -16.9591, 0, 20.7196, 20.7196, 20.7195, 20.8811, 20.7506, 20.7198, 20.7195, 20.7195, 20.7195, 20.7195, 20.7195, 20.7195, 20.7195, 20.7195, 20.7195, 20.7195, 20.7195, 20.7195, 20.7662, 20.7195
4.32087, 20, 21.0597, 20.8204, 4.69042, -1.05974, 0, 20.8204, 20.8204, 20.8204, 20.9825, 20.845, 20.8205, 20.8204, 20.8204, 20.8204, 20.8204, 20.8204, 20.8204, 20.8204, 20.8204, 20.8204, 20.8204, 20.8204, 20.8204, 20.8729, 20.8204
4.32875, 16, 21.1623, 20.9216, 4.24264, -5.16234, 0, 20.9216, 20.9216, 20.9216, 21.0844, 20.941, 20.9216, 20.9216, 20.9216, 20.9216, 20.9216, 20.9216, 20.9216, 20.9216, 20.9216, 20.9216, 20.9216, 20.9216, 20.9216, 20.98, 20.9216
4.33663, 16, 21.2667, 21.023, 4.24264, -5.26669, 0, 21.023, 21.023, 21.023, 21.1868, 21.0384, 21.0231, 21.023, 21.023, 21.023, 21.023, 21.023, 21.023, 21.023, 21.023, 21.023, 21.023, 21.023, 21.023, 21.0874, 21.023
4.34452, 12, 21.3725, 21.1247, 3.74166, -9.37253, 0, 21.1247, 21.1247, 21.1247, 21.29, 21.1369, 21.1247, 21.1247, 21.1247, 21.1247, 21.1247, 21.1247, 21.1247, 21.1247, 21.1247, 21.1247, 21.1247, 21.1247, 21.1247, 21.195, 21.1247
4.3524, 16, 21.4798, 21.2267, 4.24264, -5.47977, 0, 21.2267, 21.2267, 21.2267, 21.3941, 21.2365, 21.2267, 21.2267, 21.2267, 21.2267, 21.2267, 21.2267, 21.2267, 21.2267, 21.2267, 21.2267, 21.2267, 21.2267, 21.2267, 21.3025, 21.2267
4.36028, 14, 21.5883, 21.3289, 4, -7.58831, 0, 21.329, 21.329, 21.329, 21.4993, 21.337, 21.329, 21.3289, 21.3289, 21.3289, 21.3289, 21.3289, 21.3289, 21.3289, 21.3289, 21.3289, 21.3289, 21.3289, 21.3289, 21.41, 21.3289
4.36816, 18, 21.6983, 21.4315, 4.47214, -3.69825, 0, 21.4315, 21.4315, 21.4315, 21.6059, 21.4382, 21.4315, 21.4315, 21.4315, 21.4315, 21.4315, 21.4315, 21.4315, 21.4315, 21.4315, 21.4315, 21.4315, 21.4315, 21.4315, 21.5172, 21.4315
4.37604, 6, 21.8097, 21.5343, 2.82843, -15.8097, 0, 21.5343, 21.5343, 21.5343, 21.7143, 21.54, 21.5343, 21.5343, 21.5343, 21.5343, 21.5343, 21.5343, 21.5343, 21.5343, 21.5343, 21.5343, 21.5343, 21.5343, 21.5343, 21.624, 21.5343
4.38393, 12, 21.9231, 21.6374, 3.74166, -9.92314, 0, 21.6374, 21.6374, 21.6374, 21.825, 21.6424, 21.6374, 21.6374, 21.6374, 21.6374, 21.6374, 21.6374, 21.6374, 21.6374, 21.6374, 21.6374, 21.6374, 21.6374, 21.6374, 21.7304, 21.6374
4.39181, 22, 22.039, 21.7407, 4.89898, -0.0390148, 0, 21.7407, 21.7407, 21.7407, 21.9388, 21.7452, 21.7407, 21.7407, 21.7407, 21.7407, 21.7407, 21.7407, 21.7407, 21.7407, 21.7407, 21.7407, 21.7407, 21.7407, 21.7407, 21.8363, 21.7407
4.39969, 14, 22.1582, 21.8443, 4, -8.15817, 0, 21.8443, 21.8443, 21.8443, 22.0566, 21.8485, 21.8443, 21.8443, 21.8443, 21.8443, 21.8443, 21.8443, 21.8443, 21.8443, 21.8443, 21.8443, 21.8443, 21.8443, 21.8443, 21.9417, 21.8443
4.40757, 20, 22.2817, 21.9482, 4.69042, -2.28174, 0, 21.9482, 21.9482, 21.9482, 22.1796, 21.9521, 21.9482, 21.9482, 21.9482, 21.9482, 21.9482, 21.9482, 21.9482, 21.9482, 21.9482, 21.9482, 21.9482, 21.9482, 21.9482, 22.0464, 21.9482
4.41545, 20, 22.4112, 22.0523, 4.69042, -2.41124, 0, 22.0523, 22.0523, 22.0523, 22.3092, 22.0561, 22.0523, 22.0523, 22.0523, 22.0523, 22.0523, 22.0523, 22.0523, 22.0523, 22.0523, 22.0523, 22.0523, 22.0523, 22.0523, 22.1506, 22.0523
4.42334, 30, 22.5486, 22.1567, 5.65685, 7.45136, 0, 22.1567, 22.1567, 22.1567, 22.4474, 22.1604, 22.1567, 22.1567, 22.1567, 22.1567, 22.1567, 22.1567, 22.1567, 22.1567, 22.1567, 22.1567, 22.1567, 22.1567, 22.1567, 22.2543, 22.1567
4.43122, 16, 22.6964, 22.2614, 4.24264, -6.69642, 0, 22.2614, 22.2614, 22.2614, 22.5966, 22.265, 22.2614, 22.2614, 22.2614, 22.2614, 22.2614, 22.2614, 22.2614, 22.2614, 22.2614, 22.2614, 22.2614, 22.2614, 22.2614, 22.3576, 22.2614
4.4391, 24, 22.8577, 22.3663, 5.09902, 1.14226, 0, 22.3663, 22.3663, 22.3663, 22.7599, 22.3699, 22.3663, 22.3663, 22.3663, 22.3663, 22.3663, 22.3663, 22.3663, 22.3663, 22.3663, 22.3663, 22.3663, 22.3663, 22.3663, 22.4606, 22.3663
4.44698, 22, 23.0365, 22.4715, 4.89898, -1.0365, 0, 22.4715, 22.4715, 22.4715, 22.9409, 22.4751, 22.4715, 22.4715, 22.4715, 22.4715, 22.4715, 22.4715, 22.4715, 22.4715, 22.4715, 22.4715, 22.4715, 22.4715, 22.4715, 22.5635, 22.4715
4.45487, 28, 23.2373, 22.577, 5.47723, 4.76271, 0, 22.577, 22.577, 22.577, 23.1442, 22.5806, 22.577, 22.577, 22.577, 22.577, 22.577, 22.577, 22.577, 22.577, 22.577, 22.577, 22.577, 22.577, 22.577, 22.6664, 22.577
4.46275, 24, 23.4657, 22.6827, 5.09902, 0.534286, 0, 22.6827, 22.6827, 22.6827, 23.3751, 22.6863, 22.6827, 22.6827, 22.6827, 22.6827, 22.6827, 22.6827, 22.6827, 22.6827, 22.6827, 22.6827, 22.6827, 22.6827, 22.6827, 22.7696, 22.6827
4.47063, 12, 23.7282, 22.7886, 3.74166, -11.7282, 0, 22.7886, 22.7886, 22.7886, 23.6399, 22.7923, 22.7886, 22.7886, 22.7886, 22.7886, 22.7886, 22.7886, 22.7886, 22.7886, 22.7886, 22.7886, 22.7886, 22.7886, 22.7886, 22.8732, 22.7886
4.47851, 18, 24.0321, 22.8948, 4.47214, -6.03205, 0, 22.8948, 22.8948, 22.8948, 23.9457, 22.8985, 22.8948, 22.8948, 22.8948, 22.8948, 22.8948, 22.8948, 22.8948, 22.8948, 22.8948, 22.8948, 22.8948, 22.8948, 22.8948, 22.9774, 22.8948
4.4864, 28, 24.3854, 23.0012, 5.47723, 3.61461, 0, 23.0013, 23.0013, 23.0012, 24.3004, 23.0051, 23.0012, 23.0012, 23.0012, 23.0012, 23.0012, 23.0012, 23.0012, 23.0012, 23.0012, 23.0012, 23.0012, 23.0012, 23.0012, 23.0823, 23.0012
4.49428, 38, 24.7969, 23.1079, 6.32456, 13.2031, 0, 23.1079, 23.1079, 23.1079, 24.7127, 23.1118, 23.1079, 23.1079, 23.1079, 23.1079, 23.1079, 23.1079, 23.1079, 23.1079, 23.1079, 23.1079, 23.1079, 23.1079, 23.1079, 23.1882, 23.1079
4.50216, 36, 25.2757, 23.2148, 6.16441, 10.7243, 0, 23.2148, 23.2149, 23.2148, 25.1914, 23.2189, 23.2148, 23.2148, 23.2148, 23.2148, 23.2148, 23.2148, 23.2148, 23.2148, 23.2148, 23.2148, 23.2148, 23.2148, 23.2148, 23.2951, 23.2148
4.51004, 34, 25.8306, 23.322, 6, 8.1694, 0, 23.322, 23.322, 23.322, 25.7453, 23.3261, 23.322, 23.322, 23.322, 23.322, 23.322, 23.322, 23.322, 23.322, 23.322, 23.322, 23.322, 23.322, 23.322, 23.403, 23.322
4.51792, 40, 26.4701, 23.4293, 6.48074, 13.5299, 0, 23.4293, 23.4293, 23.4293, 26.383, 23.4336, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.512, 23.4293
4.52581, 18, 27.2013, 23.5369, 4.47214, -9.2013, 0, 23.5369, 23.5369, 23.5369, 27.1116, 23.5414, 23.5369, 23.5369, 23.5369, 23.5369, 23.5369, 23.5369, 23.5369, 23.5369, 23.5369, 23.5369, 23.5369, 23.5369, 23.5369, 23.622, 23.5369
4.53369, 42, 28.0294, 23.6447, 6.63325, 13.9706, 0, 23.6447, 23.6447, 23.6447, 27.9364, 23.6494, 23.6447, 23.6447, 23.6447, 23.6447, 23.6447, 23.6447, 23.6447, 23.6447, 23.6447, 23.6447, 23.6447, 23.6447, 23.6447, 23.7329, 23.6447
4.54157, 22, 28.9568, 23.7527, 4.89898, -6.95679, 0, 23.7527, 23.7527, 23.7527, 28.86, 23.7577, 23.7527, 23.7527, 23.7527, 23.7527, 23.7527, 23.7527, 23.7527, 23.7527, 23.7527, 23.7527, 23.7527, 23.7527, 23.7527, 23.8444, 23.7527
4.54945, 28, 29.9824, 23.8609, 5.47723, -1.98244, 0, 23.8609, 23.8609, 23.8609, 29.8814, 23.8663, 23.8609, 23.8609, 23.8609, 23.8609, 23.8609, 23.8609, 23.8609, 23.8609, 23.8609, 23.8609, 23.8609, 23.8609, 23.8609, 23.9565, 23.8609
4.55734, 26, 31.1013, 23.9693, 5.2915, -5.10132, 0, 23.9693, 23.9693, 23.9693, 30.9958, 23.9751, 23.9693, 23.9693, 23.9693, 23.9693, 23.9693, 23.9693, 23.9693, 23.9693, 23.9693, 23.9693, 23.9693, 23.9693, 23.9693, 24.0689, 23.9693
4.56522, 30, 32.3031, 24.0779, 5.65685, -2.30314, 0, 24.0779, 24.0779, 24.0779, 32.1933, 24.0842, 24.0779, 24.0779, 24.0779, 24.0779, 24.0779, 24.0779, 24.0779, 24.0779, 24.0779, 24.0779, 24.0779, 24.0779, 24.0779, 24.1813, 24.0779
4.5731, 50, 33.573, 24.1867, 7.2111, 16.427, 0, 24.1867, 24.1867, 24.1867, 33.4591, 24.1937, 24.1867, 24.1867, 24.1867, 24.1867, 24.1867, 24.1867, 24.1867, 24.1867, 24.1867, 24.1867, 24.1867, 24.1867, 24.1867, 24.2935, 24.1867
4.58098, 36, 34.8907, 24.2956, 6.16441, 1.10931, 0, 24.2956, 24.2957, 24.2956, 34.7732, 24.3034, 24.2956, 24.2956, 24.2956, 24.2956, 24.2956, 24.2956, 24.2956, 24.2956, 24.2956, 24.2956, 24.2956, 24.2956, 24.2956, 24.4053, 24.2956
4.58887, 38, 36.2309, 24.4048, 6.32456, 1.76908, 0, 24.4048, 24.4048, 24.4048, 36.1105, 24.4135, 24.4048, 24.4048, 24.4048, 24.4048, 24.4048, 24.4048, 24.4048, 24.4048, 24.4048, 24.4048, 24.4048, 24.4048, 24.4048, 24.5164, 24.4048
4.59675, 30, 37.5643, 24.5141, 5.65685, -7.56433, 0, 24.5141, 24.5142, 24.5141, 37.4418, 24.524, 24.5141, 24.5141, 24.5141, 24.5141, 24.5141, 24.5141, 24.5141, 24.5141, 24.5141, 24.5141, 24.5141, 24.5141, 24.5141, 24.6267, 24.5141
4.60463, 22, 38.8585, 24.6237, 4.89898, -16.8585, 0, 24.6237, 24.6237, 24.6237, 38.7348, 24.6349, 24.6237, 24.6237, 24.6237, 24.6237, 24.6237, 24.6237, 24.6237, 24.6237, 24.6237, 24.6237, 24.6237, 24.6237, 24.6237, 24.7361, 24.6237
4.61251, 34, 40.0789, 24.7334, 6, -6.07886, 0, 24.7334, 24.7334, 24.7334, 39.9549, 24.7461, 24.7334, 24.7334, 24.7334, 24.7334, 24.7334, 24.7334, 24.7334, 24.7334, 24.7334, 24.7334, 24.7334, 24.7334, 24.7334, 24.8445, 24.7334
4.62039, 46, 41.1907, 24.8432, 6.9282, 4.80933, 0, 24.8432, 24.8433, 24.8432, 41.0675, 24.8578, 24.8432, 24.8432, 24.8432, 24.8432, 24.8432, 24.8432, 24.8432, 24.8432, 24.8432, 24.8432, 24.8432, 24.8432, 24.8432, 24.9518, 24.8432
4.62828, 32, 42.1609, 24.9533, 5.83095, -10.1609, 0, 24.9533, 24.9533, 24.9533, 42.0394, 24.9699, 24.9533, 24.9533, 24.9533, 24.9533, 24.9533, 24.9533, 24.9533, 24.9533, 24.9533, 24.9533, 24.9533, 24.9533, 24.9533, 25.0582, 24.9533
4.63616, 44, 42.9598, 25.0635, 6.78233, 1.04017, 0, 25.0635, 25.0635, 25.0635, 42.8406, 25.0824, 25.0635, 25.0635, 25.0635, 25.0635, 25.0635, 25.0635, 25.0635, 25.0635, 25.0635, 25.0635, 25.0635, 25.0635, 25.0635, 25.1637, 25.0635
4.64404, 64, 43.5626, 25.1739, 8.12404, 20.4374, 0, 25.1739, 25.1739, 25.1739, 43.4465, 25.1954, 25.1739, 25.1739, 25.1739, 25.1739, 25.1739, 25.1739, 25.1739, 25.1739, 25.1739, 25.1739, 25.1739, 25.1739, 25.1739, 25.2685, 25.1739
4.65192, 40, 43.9512, 25.2844, 6.48074, -3.9512, 0, 25.2844, 25.2844, 25.2844, 43.8387, 25.3088, 25.2844, 25.2844, 25.2844, 25.2844, 25.2844, 25.2844, 25.2844, 25.2844, 25.2844, 25.2844, 25.2844, 25.2844, 25.2844, 25.3726, 25.2844
4.65981, 40, 44.115, 25.3951, 6.48074, -4.11504, 0, 25.3951, 25.3952, 25.3951, 44.0064, 25.4225, 25.3951, 25.3951, 25.3951, 25.3951, 25.3951, 25.3951, 25.3951, 25.3951, 25.3951, 25.3951, 25.3951, 25.3951, 25.3951, 25.4764, 25.3951
4.66769, 48, 44.0519, 25.506, 7.07107, 3.94809, 0, 25.506, 25.506, 25.506, 43.9474, 25.5366, 25.506, 25.506, 25.506, 25.506, 25.506, 25.506, 25.506, 25.506, 25.506, 25.506, 25.506, 25.506, 25.506, 25.5799, 25.506
4.67557, 48, 43.768, 25.617, 7.07107, 4.23197, 0, 25.617, 25.617, 25.617, 43.6676, 25.651, 25.617, 25.617, 25.617, 25.617, 25.617, 25.617, 25.617, 25.617, 25.617, 25.617, 25.617, 25.617, 25.617, 25.6834, 25.617
4.68345, 34, 43.2777, 25.7282, 6, -9.27765, 0, 25.7282, 25.7282, 25.7282, 43.1813, 25.7655, 25.7282, 25.7282, 25.7282, 25.7282, 25.7282, 25.7282, 25.7282, 25.7282, 25.7282, 25.7282, 25.7282, 25.7282, 25.7282, 25.7872, 25.7282
4.69133, 36, 42.6022, 25.8395, 6.16441, -6.6022, 0, 25.8395, 25.8395, 25.8395, 42.5097, 25.8802, 25.8395, 25.8395, 25.8395, 25.8395, 25.8395, 25.8395, 25.8395, 25.8395, 25.8395, 25.8395, 25.8395, 25.8395, 25.8395, 25.8912, 25.8395
4.69922, 30, 41.769, 25.9509, 5.65685, -11.769, 0, 25.9509, 25.9509, 25.9509, 41.6802, 25.9949, 25.9509, 25.9509, 25.9509, 25.9509, 25.9509, 25.9509, 25.9509, 25.9509, 25.9509, 25.9509, 25.9509, 25.9509, 25.9509, 25.9957, 25.9509
4.7071, 28, 40.8097, 26.0625, 5.47723, -12.8097, 0, 26.0625, 26.0625, 26.0625, 40.7243, 26.1095, 26.0625, 26.0625, 26.0625, 26.0625, 26.0625, 26.0625, 26.0625, 26.0625, 26.0625, 26.0625, 26.0625, 26.0625, 26.0625, 26.1008, 26.0625
4.71498, 44, 39.7584, 26.1742, 6.78233, 4.24164, 0, 26.1742, 26.1742, 26.1742, 39.676, 26.224, 26.1742, 26.1742, 26.1742, 26.1742, 26.1742, 26.1742, 26.1742, 26.1742, 26.1742, 26.1742, 26.1742, 26.1742, 26.1742, 26.2066, 26.1742
4.72286, 34, 38.6497, 26.286, 6, -4.64973, 0, 26.286, 26.286, 26.286, 38.5703, 26.3382, 26.286, 26.286, 26.286, 26.286, 26.286, 26.286, 26.286, 26.286, 26.286, 26.286, 26.286, 26.286, 26.286, 26.3132, 26.286
4.73075, 38, 37.5179, 26.3979, 6.32456, 0.48214, 0, 26.3979, 26.3979, 26.3979, 37.4411, 26.4521, 26.3979, 26.3979, 26.3979, 26.3979, 26.3979, 26.3979, 26.3979, 26.3979, 26.3979, 26.3979, 26.3979, 26.3979, 26.3979, 26.4204, 26.3979
4.73863, 26, 36.394, 26.5099, 5.2915, -10.394, 0, 26.5099, 26.51, 26.5099, 36.3198, 26.5656, 26.5099, 26.5099, 26.5099, 26.5099, 26.5099, 26.5099, 26.5099, 26.5099, 26.5099, 26.5099, 26.5099, 26.5099, 26.5099, 26.5285, 26.5099
4.74651, 24, 35.3057, 26.6221, 5.09902, -11.3057, 0, 26.6221, 26.6221, 26.6221, 35.234, 26.6785, 26.6221, 26.6221, 26.6221, 26.6221, 26.6221, 26.6221, 26.6221, 26.6221, 26.6221, 26.6221, 26.6221, 26.6221, 26.6221, 26.6372, 26.6221
4.75439, 24, 34.2763, 26.7343, 5.09902, -10.2763, 0, 26.7343, 26.7343, 26.7343, 34.2071, 26.791, 26.7343, 26.7343, 26.7343, 26.7343, 26.7343, 26.7343, 26.7343, 26.7343, 26.7343, 26.7343, 26.7343, 26.7343, 26.7343, 26.7467, 26.7343
4.76227, 26, 33.3238, 26.8466, 5.2915, -7.32376, 0, 26.8466, 26.8466, 26.8466, 33.2571, 26.903, 26.8466, 26.8466, 26.8466, 26.8466, 26.8466, 26.8466, 26.8466, 26.8466, 26.8466, 26.8466, 26.8466, 26.8466, 26.8466, 26.8568, 26.8466
4.77016, 28, 32.461, 26.959, 5.47723, -4.461, 0, 26.959, 26.959, 26.959, 32.397, 27.0145, 26.959, 26.959, 26.959, 26.959, 26.959, 26.959, 26.959, 26.959, 26.959, 26.959, 26.959, 26.959, 26.959, 26.9675, 26.959
4.77804, 24, 31.6959, 27.0715, 5.09902, -7.69593, 0, 27.0715, 27.0715, 27.0715, 31.6345, 27.1255, 27.0715, 27.0715, 27.0715, 27.0715, 27.0715, 27.0715, 27.0715, 27.0715, 27.0715, 27.0715, 27.0715, 27.0715, 27.0715, 27.0788, 27.0715
4.78592, 16, 31.032, 27.184, 4.24264, -15.032, 0, 27.184, 27.184, 27.184, 30.9732, 27.2361, 27.184, 27.184, 27.184, 27.184, 27.184, 27.184, 27.184, 27.184, 27.184, 27.184, 27.184, 27.184, 27.184, 27.1907, 27.184
4.7938, 24, 30.4685, 27.2966, 5.09902, -6.46854, 0, 27.2966, 27.2967, 27.2966, 30.4124, 27.3463, 27.2966, 27.2966, 27.2966, 27.2966, 27.2966, 27.2966, 27.2966, 27.2966, 27.2966, 27.2966, 27.2966, 27.2966, 27.2966, 27.303, 27.2966
4.80169, 24, 30.0018, 27.4093, 5.09902, -6.00177, 0, 27.4093, 27.4093, 27.4093, 29.9483, 27.4563, 27.4093, 27.4093, 27.4093, 27.4093, 27.4093, 27.4093, 27.4093, 27.4093, 27.4093, 27.4093, 27.4093, 27.4093, 27.4093, 27.4158, 27.4093
4.80957, 10, 29.6255, 27.5221, 3.4641, -19.6255, 0, 27.5221, 27.5221, 27.5221, 29.5744, 27.5661, 27.5221, 27.5221, 27.5221, 27.5221, 27.5221, 27.5221, 27.5221, 27.5221, 27.5221, 27.5221, 27.5221, 27.5221, 27.5221, 27.529, 27.5221
4.81745, 24, 29.3317, 27.6349, 5.09902, -5.33171, 0, 27.6349, 27.6349, 27.6349, 29.283, 27.6758, 27.6349, 27.6349, 27.6349, 27.6349, 27.6349, 27.6349, 27.6349, 27.6349, 27.6349, 27.6349, 27.6349, 27.6349, 27.6349, 27.6426, 27.6349
4.82533, 20, 29.1116, 27.7477, 4.69042, -9.11158, 0, 27.7477, 27.7477, 27.7477, 29.0649, 27.7854, 27.7477, 27.7477, 27.7477, 27.7477, 27.7477, 27.7477, 27.7477, 27.7477, 27.7477, 27.7477, 27.7477, 27.7477, 27.7477, 27.7567, 27.7477
4.83322, 12, 28.9557, 27.8606, 3.74166, -16.9557, 0, 27.8606, 27.8606, 27.8606, 28.9107, 27.8952, 27.8606, 27.8606, 27.8606, 27.8606, 27.8606, 27.8606, 27.8606, 27.8606, 27.8606, 27.8606, 27.8606, 27.8606, 27.8606, 27.871, 27.8606
4.8411, 12, 28.8551, 27.9735, 3.74166, -16.8551, 0, 27.9736, 27.9736, 27.9736, 28.8113, 28.0051, 27.9735, 27.9735, 27.9735, 27.9735, 27.9735, 27.9735, 27.9735, 27.9735, 27.9735, 27.9735, 27.9735, 27.9735, 27.9735, 27.9857, 27.9735
4.84898, 16, 28.8008, 28.0865, 4.24264, -12.8008, 0, 28.0865, 28.0865, 28.0865, 28.7579, 28.1151, 28.0865, 28.0865, 28.0865, 28.0865, 28.0865, 28.0865, 28.0865, 28.0865, 28.0865, 28.0865, 28.0865, 28.0865, 28.0865, 28.1007, 28.0865
4.85686, 20, 28.7848, 28.1996, 4.69042, -8.78482, 0, 28.1996, 28.1996, 28.1996, 28.7424, 28.2254, 28.1996, 28.1996, 28.1996, 28.1996, 28.1996, 28.1996, 28.1996, 28.1996, 28.1996, 28.1996, 28.1996, 28.1996, 28.1996, 28.2161, 28.1996
4.86474, 22, 28.8001, 28.3126, 4.89898, -6.80005, 0, 28.3126, 28.3126, 28.3126, 28.7576, 28.336, 28.3126, 28.3126, 28.3126, 28.3126, 28.3126, 28.3126, 28.3126, 28.3126, 28.3126, 28.3126, 28.3126, 28.3126, 28.3126, 28.3316, 28.3126
4.87263, 18, 28.8403, 28.4257, 4.47214, -10.8403, 0, 28.4257, 28.4257, 28.4257, 28.7973, 28.4469, 28.4257, 28.4257, 28.4257, 28.4257, 28.4257, 28.4257, 28.4257, 28.4257, 28.4257, 28.4257, 28.4257, 28.4257, 28.4257, 28.4474, 28.4257
4.88051, 18, 28.9002, 28.5388, 4.47214, -10.9002, 0, 28.5388, 28.5388, 28.5388, 28.8563, 28.558, 28.5388, 28.5388, 28.5388, 28.5388, 28.5388, 28.5388, 28.5388, 28.5388, 28.5388, 28.5388, 28.5388, 28.5388, 28.5388, 28.5633, 28.5388
4.88839, 24, 28.9754, 28.6519, 5.09902, -4.97539, 0, 28.6519, 28.6519, 28.6519, 28.9302, 28.6695, 28.6519, 28.6519, 28.6519, 28.6519, 28.6519, 28.6519, 28.6519, 28.6519, 28.6519, 28.6519, 28.6519, 28.6519, 28.6519, 28.6794, 28.6519
4.89627, 20, 29.0623, 28.765, 4.69042, -9.06227, 0, 28.765, 28.765, 28.765, 29.0155, 28.7812, 28.765, 28.765, 28.765, 28.765, 28.765, 28.765, 28.765, 28.765, 28.765, 28.765, 28.765, 28.765, 28.765, 28.7955, 28.765
4.90416, 30, 29.158, 28.8781, 5.65685, 0.842018, 0, 28.8781, 28.8781, 28.8781, 29.1094, 28.8931, 28.8781, 28.8781, 28.8781, 28.8781, 28.8781, 28.8781, 28.8781, 28.8781, 28.8781, 28.8781, 28.8781, 28.8781, 28.8781, 28.9117, 28.8781
4.91204, 22, 29.2602, 28.9913, 4.89898, -7.26019, 0, 28.9913, 28.9913, 28.9913, 29.2096, 29.0053, 28.9913, 28.9913, 28.9913, 28.9913, 28.9913, 28.9913, 28.9913, 28.9913, 28.9913, 28.9913, 28.9913, 28.9913, 28.9913, 29.0278, 28.9913
4.91992, 16, 29.3671, 29.1044, 4.24264, -13.3671, 0, 29.1044, 29.1044, 29.1044, 29.3145, 29.1177, 29.1044, 29.1044, 29.1044, 29.1044, 29.1044, 29.1044, 29.1044, 29.1044, 29.1044, 29.1044, 29.1044, 29.1044, 29.1044, 29.1437, 29.1044
4.9278, 22, 29.4775, 29.2175, 4.89898, -7.47746, 0, 29.2175, 29.2175, 29.2175, 29.4228, 29.2302, 29.2175, 29.2175, 29.2175, 29.2175, 29.2175, 29.2175, 29.2175, 29.2175, 29.2175, 29.2175, 29.2175, 29.2175, 29.2175, 29.2595, 29.2175
4.93568, 22, 29.5901, 29.3306, 4.89898, -7.59012, 0, 29.3306, 29.3306, 29.3306, 29.5335, 29.3429, 29.3306, 29.3306, 29.3306, 29.3306, 29.3306, 29.3306, 29.3306, 29.3306, 29.3306, 29.3306, 29.3306, 29.3306, 29.3306, 29.3749, 29.3306
4.94357, 30, 29.7043, 29.4437, 5.65685, 0.295662, 0, 29.4437, 29.4437, 29.4437, 29.6459, 29.4557, 29.4437, 29.4437, 29.4437, 29.4437, 29.4437, 29.4437, 29.4437, 29.4437, 29.4437, 29.4437, 29.4437, 29.4437, 29.4437, 29.4901, 29.4437
4.95145, 18, 29.8195, 29.5568, 4.47214, -11.8195, 0, 29.5568, 29.5568, 29.5568, 29.7596, 29.5686, 29.5568, 29.5568, 29.5568, 29.5568, 29.5568, 29.5568, 29.5568, 29.5568, 29.5568, 29.5568, 29.5568, 29.5568, 29.5568, 29.6048, 29.5568
4.95933, 16, 29.9353, 29.6698, 4.24264, -13.9353, 0, 29.6698, 29.6698, 29.6698, 29.8742, 29.6815, 29.6698, 29.6698, 29.6698, 29.6698, 29.6698, 29.6698, 29.6698, 29.6698, 29.6698, 29.6698, 29.6698, 29.6698, 29.6698, 29.7192, 29.6698
