   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_305.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.4565, 10, 7.15028, 4.65727, 3.4641, 2.84972, 4.65727, 0, 4.65728, 7.14363, 4.66085, 4.65727, 4.65727, 4.65727, 4.65727, 4.65727, 4.65727, 4.65727, 4.65727, 4.65727, 4.65727, 4.65727, 4.65727, 4.65728, 4.65727, 4.65727, 4.66035, 4.65727
7.46438, 6, 7.15922, 4.62196, 2.82843, -1.15922, 4.62196, 0, 4.62196, 7.15329, 4.62413, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62196, 4.62571, 4.62196
7.47226, 12, 7.1438, 4.58656, 3.74166, 4.8562, 4.58656, 0, 4.58657, 7.1379, 4.58787, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.58656, 4.59116, 4.58656
7.48014, 12, 7.10349, 4.55131, 3.74166, 4.89651, 4.55131, 0, 4.55131, 7.09711, 4.55209, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55131, 4.55691, 4.55131
7.48802, 14, 7.03859, 4.51638, 4, 6.96141, 4.51638, 0, 4.51638, 7.03134, 4.51685, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.51638, 4.52317, 4.51638
7.49591, 2, 6.9496, 4.4814, 2, -4.9496, 4.4814, 0, 4.4814, 6.94115, 4.48167, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.4814, 4.48958, 4.4814
7.50379, 10, 6.83834, 4.44656, 3.4641, 3.16166, 4.44656, 0, 4.44656, 6.82841, 4.44671, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.44656, 4.45633, 4.44656
7.51167, 4, 6.7071, 4.41189, 2.44949, -2.7071, 4.41189, 0, 4.41189, 6.69541, 4.41198, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.41189, 4.42348, 4.41189
7.51955, 10, 6.55844, 4.37717, 3.4641, 3.44156, 4.37717, 0, 4.37717, 6.54477, 4.37722, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.37717, 4.3908, 4.37717
7.52743, 8, 6.39569, 4.3426, 3.16228, 1.60431, 4.3426, 0, 4.3426, 6.37981, 4.34261, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.3426, 4.35846, 4.3426
7.53531, 14, 6.2224, 4.30832, 4, 7.7776, 4.30832, 0, 4.30832, 6.20409, 4.30833, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.30832, 4.32662, 4.30832
7.54319, 8, 6.04171, 4.27403, 3.16228, 1.95829, 4.27403, 0, 4.27403, 6.0208, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.27403, 4.29493, 4.27403
7.55107, 2, 5.85719, 4.23986, 2, -3.85719, 4.23986, 0, 4.23987, 5.83354, 4.23987, 4.23986, 4.23986, 4.23986, 4.23986, 4.23986, 4.23986, 4.23986, 4.23986, 4.23986, 4.23986, 4.23986, 4.23986, 4.23987, 4.23986, 4.23986, 4.26351, 4.23986
7.55896, 16, 5.67205, 4.20585, 4.24264, 10.328, 4.20585, 0, 4.20586, 5.64557, 4.20585, 4.20585, 4.20585, 4.20585, 4.20585, 4.20585, 4.20585, 4.20585, 4.20585, 4.20585, 4.20585, 4.20585, 4.20585, 4.20586, 4.20585, 4.20585, 4.23233, 4.20585
7.56684, 4, 5.48909, 4.17184, 2.44949, -1.48909, 4.17184, 0, 4.17184, 5.45973, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.17184, 4.2012, 4.17184
7.57472, 6, 5.311, 4.13797, 2.82843, 0.689004, 4.13797, 0, 4.13797, 5.27878, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.13797, 4.17019, 4.13797
7.5826, 20, 5.14002, 4.10435, 4.69042, 14.86, 4.10435, 0, 4.10435, 5.10501, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.10435, 4.13936, 4.10435
7.59048, 6, 4.9776, 4.07076, 2.82843, 1.0224, 4.07076, 0, 4.07076, 4.93993, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.07076, 4.10843, 4.07076
7.59836, 4, 4.82504, 4.03731, 2.44949, -0.825043, 4.03731, 0, 4.03731, 4.78493, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.03731, 4.07742, 4.03731
7.60624, 10, 4.6831, 4.00398, 3.4641, 5.3169, 4.00398, 0, 4.00398, 4.64081, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.00398, 4.04627, 4.00398
7.61412, 6, 4.55205, 3.97071, 2.82843, 1.44795, 3.97071, 0, 3.97071, 4.5079, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 3.97071, 4.01485, 3.97071
7.62201, 10, 4.43195, 3.93758, 3.4641, 5.56805, 3.93758, 0, 3.93758, 4.38633, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.93758, 3.98319, 3.93758
7.62989, 12, 4.32258, 3.90464, 3.74166, 7.67742, 3.90464, 0, 3.90465, 4.27591, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.90464, 3.95131, 3.90464
7.63777, 2, 4.22326, 3.8718, 2, -2.22326, 3.8718, 0, 3.8718, 4.17599, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.8718, 3.91906, 3.8718
7.64565, 6, 4.13333, 3.83909, 2.82843, 1.86667, 3.83909, 0, 3.83909, 4.08593, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.83909, 3.88648, 3.83909
7.65353, 0, 4.05192, 3.80648, 1.41421, -4.05192, 3.80648, 0, 3.80648, 4.00487, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.80648, 3.85353, 3.80648
7.66141, 8, 3.97798, 3.77382, 3.16228, 4.02202, 3.77382, 0, 3.77382, 3.93173, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.77382, 3.82007, 3.77382
7.66929, 4, 3.91051, 3.741, 2.44949, 0.0894918, 3.741, 0, 3.741, 3.86549, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.741, 3.78601, 3.741
7.67718, 10, 3.84857, 3.70799, 3.4641, 6.15143, 3.70799, 0, 3.70799, 3.8052, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.70799, 3.75136, 3.70799
7.68506, 12, 3.79134, 3.67477, 3.74166, 8.20866, 3.67477, 0, 3.67477, 3.74995, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.67477, 3.71615, 3.67477
7.69294, 6, 3.73808, 3.64138, 2.82843, 2.26192, 3.64138, 0, 3.64138, 3.69898, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.64138, 3.68048, 3.64138
7.70082, 8, 3.68809, 3.60781, 3.16228, 4.31191, 3.60781, 0, 3.60781, 3.65152, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.60781, 3.64438, 3.60781
7.7087, 2, 3.64081, 3.57408, 2, -1.64081, 3.57408, 0, 3.57408, 3.60693, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.60795, 3.57408
7.71658, 10, 3.59581, 3.54028, 3.4641, 6.40419, 3.54028, 0, 3.54028, 3.56474, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.54028, 3.57135, 3.54028
7.72446, 6, 3.55279, 3.50652, 2.82843, 2.44721, 3.50652, 0, 3.50652, 3.52457, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.50652, 3.53474, 3.50652
7.73234, 6, 3.51136, 3.47279, 2.82843, 2.48864, 3.47279, 0, 3.47279, 3.48598, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.47279, 3.49817, 3.47279
7.74023, 2, 3.47126, 3.4391, 2, -1.47126, 3.4391, 0, 3.4391, 3.44865, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4391, 3.4617, 3.4391
7.74811, 6, 3.43231, 3.40551, 2.82843, 2.56769, 3.40551, 0, 3.40551, 3.41237, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.40551, 3.42545, 3.40551
7.75599, 0, 3.39439, 3.37209, 1.41421, -3.39439, 3.37209, 0, 3.37209, 3.37697, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.37209, 3.38951, 3.37209
7.76387, 2, 3.35735, 3.33883, 2, -1.35735, 3.33883, 0, 3.33883, 3.34227, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.33883, 3.3539, 3.33883
7.77175, 2, 3.32104, 3.30569, 2, -1.32104, 3.30569, 0, 3.3057, 3.3081, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.30569, 3.31862, 3.30569
7.77963, 4, 3.2854, 3.27273, 2.44949, 0.714604, 3.27273, 0, 3.27273, 3.2744, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.28372, 3.27273
7.78751, 0, 3.28316, 3.27273, 1.41421, -3.28316, 3.27273, 0, 3.27273, 3.27389, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.27273, 3.282, 3.27273
7.79539, 10, 3.29774, 3.28917, 3.4641, 6.70226, 3.28917, 0, 3.28917, 3.28997, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.28917, 3.29694, 3.28917
7.80328, 2, 3.31263, 3.30559, 2, -1.31263, 3.30559, 0, 3.30559, 3.30613, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.30559, 3.31207, 3.30559
7.81116, 4, 3.32785, 3.32204, 2.44949, 0.672146, 3.32204, 0, 3.32204, 3.32242, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32204, 3.32747, 3.32204
7.81904, 4, 3.34347, 3.33861, 2.44949, 0.656531, 3.33861, 0, 3.33861, 3.33887, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.33861, 3.3432, 3.33861
7.82692, 2, 3.3593, 3.35512, 2, -1.3593, 3.35512, 0, 3.35512, 3.3553, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35512, 3.35911, 3.35512
7.8348, 10, 3.3751, 3.37134, 3.4641, 6.6249, 3.37134, 0, 3.37134, 3.37147, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37134, 3.37496, 3.37134
7.84268, 2, 3.39092, 3.38729, 2, -1.39092, 3.38729, 0, 3.38729, 3.38739, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.38729, 3.39082, 3.38729
7.85056, 6, 3.40695, 3.40312, 2.82843, 2.59305, 3.40312, 0, 3.40312, 3.4032, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40312, 3.40687, 3.40312
7.85845, 2, 3.42339, 3.41899, 2, -1.42339, 3.41899, 0, 3.41899, 3.41906, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.41899, 3.42332, 3.41899
7.86633, 10, 3.44033, 3.43489, 3.4641, 6.55967, 3.43489, 0, 3.43489, 3.43495, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.43489, 3.44027, 3.43489
7.87421, 8, 3.45775, 3.45069, 3.16228, 4.54225, 3.45069, 0, 3.4507, 3.45075, 3.45069, 3.45069, 3.45069, 3.45069, 3.45069, 3.45069, 3.45069, 3.45069, 3.45069, 3.45069, 3.45069, 3.45069, 3.45069, 3.4507, 3.45069, 3.45069, 3.4577, 3.45069
7.88209, 4, 3.47547, 3.46605, 2.44949, 0.524528, 3.46605, 0, 3.46605, 3.4661, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.46605, 3.47542, 3.46605
7.88997, 12, 3.49372, 3.48099, 3.74166, 8.50628, 3.48099, 0, 3.48099, 3.48104, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.48099, 3.49367, 3.48099
7.89785, 4, 3.51299, 3.49573, 2.44949, 0.487014, 3.49573, 0, 3.49573, 3.49579, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.49573, 3.51293, 3.49573
7.90573, 4, 3.53382, 3.51051, 2.44949, 0.466185, 3.51051, 0, 3.51051, 3.51057, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.51051, 3.53375, 3.51051
7.91361, 0, 3.5566, 3.52531, 1.41421, -3.5566, 3.52531, 0, 3.52531, 3.52538, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.52531, 3.55653, 3.52531
7.9215, 6, 3.58167, 3.54, 2.82843, 2.41833, 3.54, 0, 3.54, 3.54007, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.54, 3.58158, 3.54
7.92938, 6, 3.6091, 3.5541, 2.82843, 2.3909, 3.5541, 0, 3.5541, 3.55419, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.5541, 3.609, 3.5541
7.93726, 8, 3.63955, 3.56763, 3.16228, 4.36045, 3.56763, 0, 3.56763, 3.56776, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.56763, 3.63942, 3.56763
7.94514, 6, 3.67402, 3.58089, 2.82843, 2.32598, 3.58089, 0, 3.5809, 3.58106, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.58089, 3.67385, 3.58089
7.95302, 6, 3.71359, 3.59418, 2.82843, 2.28641, 3.59418, 0, 3.59418, 3.59441, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.59418, 3.71336, 3.59418
7.9609, 8, 3.75912, 3.60752, 3.16228, 4.24088, 3.60752, 0, 3.60752, 3.60783, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.60752, 3.7588, 3.60752
7.96878, 8, 3.81126, 3.62068, 3.16228, 4.18874, 3.62068, 0, 3.62068, 3.62112, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.62068, 3.81081, 3.62068
7.97667, 2, 3.87038, 3.63318, 2, -1.87038, 3.63318, 0, 3.63318, 3.6338, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.63318, 3.86976, 3.63318
7.98455, 8, 3.93733, 3.645, 3.16228, 4.06267, 3.645, 0, 3.645, 3.64587, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.645, 3.93646, 3.645
7.99243, 6, 4.0132, 3.65649, 2.82843, 1.9868, 3.65649, 0, 3.6565, 3.6577, 3.65649, 3.65649, 3.65649, 3.65649, 3.65649, 3.65649, 3.65649, 3.65649, 3.65649, 3.65649, 3.65649, 3.65649, 3.65649, 3.6565, 3.65649, 3.65649, 4.01199, 3.65649
8.00031, 4, 4.099, 3.66801, 2.44949, -0.098999, 3.66801, 0, 3.66801, 3.66967, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 3.66801, 4.09733, 3.66801
8.00819, 4, 4.19521, 3.67957, 2.44949, -0.195214, 3.67957, 0, 3.67957, 3.68186, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 3.67957, 4.19292, 3.67957
8.01607, 2, 4.30181, 3.69093, 2, -2.30181, 3.69093, 0, 3.69093, 3.69405, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 3.69093, 4.29869, 3.69093
8.02395, 6, 4.41825, 3.70157, 2.82843, 1.58175, 3.70157, 0, 3.70157, 3.70579, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 3.70157, 4.41402, 3.70157
8.03183, 4, 4.54409, 3.71146, 2.44949, -0.54409, 3.71146, 0, 3.71146, 3.71711, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 3.71146, 4.53843, 3.71146
8.03972, 4, 4.67896, 3.72097, 2.44949, -0.678962, 3.72097, 0, 3.72097, 3.72849, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 3.72097, 4.67145, 3.72097
8.0476, 6, 4.8221, 3.7305, 2.82843, 1.1779, 3.7305, 0, 3.7305, 3.74038, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 3.7305, 4.81222, 3.7305
8.05548, 6, 4.97202, 3.74009, 2.82843, 1.02798, 3.74009, 0, 3.7401, 3.75296, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 3.74009, 4.95914, 3.74009
8.06336, 8, 5.12646, 3.74945, 3.16228, 2.87354, 3.74945, 0, 3.74945, 3.76605, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 3.74945, 5.10985, 3.74945
8.07124, 6, 5.28266, 3.75808, 2.82843, 0.717341, 3.75808, 0, 3.75809, 3.7793, 3.75808, 3.75808, 3.75808, 3.75808, 3.75808, 3.75808, 3.75808, 3.75808, 3.75808, 3.75808, 3.75808, 3.75808, 3.75808, 3.75809, 3.75808, 3.75808, 5.26144, 3.75808
8.07912, 8, 5.43794, 3.76591, 3.16228, 2.56206, 3.76591, 0, 3.76592, 3.79276, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 3.76591, 5.41109, 3.76591
8.087, 2, 5.5899, 3.77334, 2, -3.5899, 3.77334, 0, 3.77334, 3.80698, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 3.77334, 5.55626, 3.77334
8.09488, 6, 5.73597, 3.78078, 2.82843, 0.264029, 3.78078, 0, 3.78078, 3.82251, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 3.78078, 5.69423, 3.78078
8.10277, 12, 5.87328, 3.78829, 3.74166, 6.12672, 3.78829, 0, 3.78829, 3.83957, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 3.78829, 5.82199, 3.78829
8.11065, 4, 5.99859, 3.79555, 2.44949, -1.99859, 3.79555, 0, 3.79555, 3.85794, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 3.79555, 5.93619, 3.79555
8.11853, 10, 6.1088, 3.80212, 3.4641, 3.8912, 3.80212, 0, 3.80212, 3.8773, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 3.80212, 6.03362, 3.80212
8.12641, 6, 6.20142, 3.80787, 2.82843, -0.201422, 3.80787, 0, 3.80788, 3.89757, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 3.80787, 6.11172, 3.80787
