   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_96.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
1.95597, 16.6255, 12.8793, 0.379323, 4.31573, 3.74626, 0.00029059, 0.379332, 0.37934, 0.379636, 0.379672, 0.379368, 0.404241, 0.379557, 0.381056, 0.410265, 2.21052, 10.9731, 0.37959, 0.379323, 0.379323, 0.379323, 0.379323, 0.379324, 0.391624, 0.379323, 0.38316
1.96385, 11.5267, 10.2171, 0.390045, 3.67786, 1.30954, 0.000234055, 0.390054, 0.390062, 0.390358, 0.390394, 0.39009, 0.414526, 0.390243, 0.391862, 0.422486, 2.44213, 8.08877, 0.390277, 0.390045, 0.390045, 0.390045, 0.390045, 0.390046, 0.402578, 0.390045, 0.393888
1.97173, 18.0543, 8.27402, 0.401803, 4.4782, 9.78024, 0.000186694, 0.401812, 0.40182, 0.402117, 0.402153, 0.401848, 0.425456, 0.401972, 0.403716, 0.435771, 2.6616, 5.93693, 0.402004, 0.401803, 0.401803, 0.401803, 0.401803, 0.401804, 0.414602, 0.401803, 0.405651
1.97961, 7.16193, 6.87111, 0.414462, 3.02687, 0.290825, 0.00014746, 0.414471, 0.414479, 0.414777, 0.414813, 0.414507, 0.436936, 0.414606, 0.416485, 0.449983, 2.85977, 4.34777, 0.414635, 0.414462, 0.414462, 0.414462, 0.414462, 0.414463, 0.427564, 0.414462, 0.418315
1.98749, 5.2475, 5.86653, 0.427901, 2.69212, -0.61903, 0.000115315, 0.42791, 0.427918, 0.428216, 0.428252, 0.427946, 0.448901, 0.428026, 0.430048, 0.465002, 3.0279, 3.18796, 0.428049, 0.427901, 0.427901, 0.427901, 0.427901, 0.427902, 0.441352, 0.427901, 0.431758
1.99537, 6.15468, 5.14841, 0.442016, 2.85564, 1.00627, 8.92684e-05, 0.442025, 0.442033, 0.442331, 0.442367, 0.442061, 0.461315, 0.442126, 0.444302, 0.480725, 3.15839, 2.35305, 0.442142, 0.442016, 0.442016, 0.442016, 0.442016, 0.442017, 0.455869, 0.442016, 0.445877
2.00325, 7.56887, 4.62936, 0.456722, 3.09336, 2.93951, 6.83924e-05, 0.456731, 0.456739, 0.457038, 0.457074, 0.456767, 0.474166, 0.45682, 0.459163, 0.497069, 3.24537, 1.76135, 0.456829, 0.456722, 0.456722, 0.456722, 0.456722, 0.456723, 0.471036, 0.456722, 0.460589
2.01113, 4.84293, 4.24262, 0.47195, 2.6159, 0.600312, 5.18461e-05, 0.471959, 0.471967, 0.472266, 0.472302, 0.471995, 0.487458, 0.472039, 0.474561, 0.513966, 3.28519, 1.34961, 0.47204, 0.47195, 0.47195, 0.47195, 0.47195, 0.471951, 0.486792, 0.47195, 0.475824
2.01901, 2.42388, 3.93856, 0.487646, 2.1033, -1.51468, 3.88772e-05, 0.487655, 0.487663, 0.487962, 0.487998, 0.487691, 0.50121, 0.487729, 0.490444, 0.53137, 3.27676, 1.06914, 0.487722, 0.487646, 0.487646, 0.487646, 0.487646, 0.487647, 0.503089, 0.487646, 0.491529
2.02689, 3.70432, 3.68196, 0.503768, 2.38837, 0.0223598, 2.8828e-05, 0.503777, 0.503785, 0.504084, 0.50412, 0.503813, 0.515441, 0.503846, 0.506769, 0.549247, 3.22163, 0.883046, 0.503831, 0.503768, 0.503768, 0.503768, 0.503768, 0.503769, 0.519891, 0.503768, 0.507663
2.03478, 3.29085, 3.44938, 0.520284, 2.30019, -0.158525, 2.11321e-05, 0.520293, 0.520301, 0.5206, 0.520636, 0.520329, 0.530172, 0.520358, 0.523503, 0.567586, 3.12385, 0.763739, 0.520336, 0.520284, 0.520284, 0.520284, 0.520284, 0.520285, 0.537172, 0.520284, 0.524196
2.04266, 1.99757, 3.22677, 0.537172, 1.99939, -1.2292, 1.53082e-05, 0.537181, 0.537189, 0.537488, 0.537524, 0.537217, 0.54542, 0.537243, 0.540625, 0.586398, 2.98957, 0.69091, 0.537214, 0.537172, 0.537172, 0.537172, 0.537172, 0.537173, 0.554913, 0.537172, 0.541105
2.05054, 2.9976, 3.00736, 0.554414, 2.23553, -0.00975943, 1.09552e-05, 0.554423, 0.554431, 0.55473, 0.554766, 0.554459, 0.561194, 0.554484, 0.558118, 0.605724, 2.82658, 0.649903, 0.554449, 0.554414, 0.554414, 0.554414, 0.554414, 0.554415, 0.573103, 0.554414, 0.558377
2.05842, 1.99758, 2.7896, 0.571999, 1.9994, -0.792016, 7.74259e-06, 0.572008, 0.572016, 0.572315, 0.572351, 0.572044, 0.577495, 0.572067, 0.575968, 0.625644, 2.64359, 0.630323, 0.572027, 0.571999, 0.571999, 0.571999, 0.571999, 0.572, 0.59173, 0.571999, 0.575999
2.0663, 5.44075, 2.57541, 0.589917, 2.72777, 2.86534, 5.4023e-06, 0.589926, 0.589934, 0.590233, 0.590269, 0.589962, 0.594319, 0.589985, 0.594166, 0.646306, 2.44959, 0.624943, 0.58994, 0.589917, 0.589917, 0.589917, 0.589917, 0.589918, 0.610789, 0.589917, 0.593966
2.07418, 0, 2.36871, 0.608163, 1.41421, -2.36871, 3.7201e-06, 0.608172, 0.60818, 0.608479, 0.608515, 0.608208, 0.611653, 0.60823, 0.612707, 0.667947, 2.25316, 0.628842, 0.608182, 0.608163, 0.608163, 0.608163, 0.608163, 0.608164, 0.630276, 0.608163, 0.612273
2.08206, 3, 2.17422, 0.626732, 2.23607, 0.825776, 2.52747e-06, 0.626742, 0.62675, 0.627049, 0.627085, 0.626777, 0.62948, 0.6268, 0.631585, 0.690941, 2.06195, 0.638732, 0.626747, 0.626732, 0.626732, 0.626732, 0.626732, 0.626734, 0.650186, 0.626732, 0.63092
2.08994, 1.54957, 1.99667, 0.645621, 1.88403, -0.4471, 1.69377e-06, 0.64563, 0.645638, 0.645937, 0.645973, 0.645666, 0.647781, 0.645688, 0.650796, 0.71586, 1.88226, 0.652456, 0.645633, 0.645621, 0.645621, 0.645621, 0.645621, 0.645622, 0.670516, 0.645621, 0.649903
2.09782, 0.450434, 1.84019, 0.664827, 1.56539, -1.38976, 1.11927e-06, 0.664836, 0.664844, 0.665143, 0.665179, 0.664872, 0.666535, 0.664894, 0.670338, 0.743552, 1.71877, 0.668648, 0.664836, 0.664827, 0.664827, 0.664827, 0.664827, 0.664828, 0.691267, 0.664827, 0.669225
2.1057, 1, 1.7082, 0.684347, 1.73205, -0.708204, 7.29166e-07, 0.684356, 0.684364, 0.684663, 0.684699, 0.684392, 0.685719, 0.684413, 0.690208, 0.775242, 1.57453, 0.686453, 0.684354, 0.684347, 0.684347, 0.684347, 0.684347, 0.684348, 0.712435, 0.684347, 0.688884
2.11359, 1, 1.60332, 0.704181, 1.73205, -0.603317, 4.68189e-07, 0.70419, 0.704198, 0.704497, 0.704533, 0.704226, 0.705315, 0.704247, 0.710404, 0.812667, 1.45097, 0.705322, 0.704186, 0.704181, 0.704181, 0.704181, 0.704181, 0.704182, 0.734027, 0.704181, 0.708883
2.12147, 2, 1.52766, 0.724325, 2, 0.472338, 2.96237e-07, 0.724334, 0.724343, 0.724642, 0.724677, 0.72437, 0.725305, 0.724392, 0.730923, 0.858208, 1.34816, 0.724933, 0.72433, 0.724325, 0.724325, 0.724325, 0.724325, 0.724327, 0.756046, 0.724325, 0.729223
2.12935, 3.53755, 1.48321, 0.744781, 2.3532, 2.05434, 1.84665e-07, 0.74479, 0.744798, 0.745097, 0.745133, 0.744826, 0.745676, 0.744847, 0.751766, 0.915059, 1.26507, 0.745099, 0.744784, 0.744781, 0.744781, 0.744781, 0.744781, 0.744782, 0.778506, 0.744781, 0.749905
2.13723, 1.99761, 1.47221, 0.765545, 1.9994, 0.525402, 1.13393e-07, 0.765555, 0.765563, 0.765862, 0.765898, 0.76559, 0.766414, 0.765612, 0.77293, 0.987376, 1.19989, 0.765709, 0.765548, 0.765545, 0.765545, 0.765545, 0.765545, 0.765547, 0.801426, 0.765545, 0.770929
2.14511, 1.53027, 1.49761, 0.786618, 1.8789, 0.0326569, 6.85769e-08, 0.786627, 0.786635, 0.786934, 0.78697, 0.786663, 0.787509, 0.786684, 0.794413, 1.08041, 1.15034, 0.786701, 0.78662, 0.786618, 0.786618, 0.786618, 0.786618, 0.786619, 0.824835, 0.786618, 0.792298
2.15299, 3.52546, 1.5634, 0.807996, 2.35063, 1.96207, 4.08445e-08, 0.808005, 0.808013, 0.808312, 0.808348, 0.808041, 0.808954, 0.808062, 0.816213, 1.20059, 1.11398, 0.808037, 0.807997, 0.807996, 0.807996, 0.807996, 0.807996, 0.807997, 0.848778, 0.807996, 0.814009
2.16087, 1.40911, 1.67482, 0.82968, 1.84638, -0.265715, 2.39513e-08, 0.829689, 0.829697, 0.829996, 0.830032, 0.829725, 0.830744, 0.829746, 0.838332, 1.35553, 1.0884, 0.8297, 0.829681, 0.82968, 0.82968, 0.82968, 0.82968, 0.829681, 0.873326, 0.82968, 0.836065
2.16875, 1.57644, 1.83843, 0.851669, 1.89115, -0.261994, 1.38274e-08, 0.851678, 0.851686, 0.851985, 0.852021, 0.851714, 0.852874, 0.851735, 0.860766, 1.55384, 1.07144, 0.851679, 0.85167, 0.851669, 0.851669, 0.851669, 0.851669, 0.851671, 0.898571, 0.851669, 0.858466
2.17663, 1.94664, 2.06186, 0.873961, 1.98662, -0.115217, 7.85808e-09, 0.87397, 0.873978, 0.874277, 0.874313, 0.874006, 0.875339, 0.874027, 0.883514, 1.8049, 1.06124, 0.873966, 0.873962, 0.873961, 0.873961, 0.873961, 0.873961, 0.873962, 0.924644, 0.873961, 0.881209
2.18451, 1.99761, 2.35337, 0.896554, 1.9994, -0.355755, 4.39545e-09, 0.896563, 0.896571, 0.89687, 0.896906, 0.896599, 0.898131, 0.89662, 0.906572, 2.1183, 1.05632, 0.896556, 0.896554, 0.896554, 0.896554, 0.896554, 0.896554, 0.896555, 0.95172, 0.896554, 0.904292
2.19239, 2.99755, 2.72119, 0.919446, 2.23552, 0.276359, 2.41948e-09, 0.919455, 0.919463, 0.919762, 0.919798, 0.919491, 0.921246, 0.919512, 0.92994, 2.50315, 1.05553, 0.919447, 0.919446, 0.919446, 0.919446, 0.919446, 0.919446, 0.919447, 0.98003, 0.919446, 0.927715
2.20028, 3.51348, 3.17257, 0.942636, 2.34808, 0.340909, 1.31033e-09, 0.942645, 0.942653, 0.942952, 0.942988, 0.942681, 0.944677, 0.942702, 0.953616, 2.96722, 1.05808, 0.942636, 0.942636, 0.942636, 0.942636, 0.942636, 0.942636, 0.942637, 1.00987, 0.942636, 0.951473
2.20816, 1.99517, 3.71261, 0.966121, 1.99879, -1.71744, 6.98065e-10, 0.96613, 0.966138, 0.966437, 0.966473, 0.966166, 0.968414, 0.966187, 0.977597, 3.51582, 1.0634, 0.966121, 0.966121, 0.966121, 0.966121, 0.966121, 0.966121, 0.966122, 1.04161, 0.966121, 0.975565
2.21604, 3.52817, 4.34312, 0.989897, 2.35121, -0.81495, 3.65839e-10, 0.989906, 0.989914, 0.990213, 0.990249, 0.989942, 0.992445, 0.989963, 1.00188, 4.15065, 1.07115, 0.989897, 0.989897, 0.989897, 0.989897, 0.989897, 0.989897, 0.989898, 1.07569, 0.989897, 0.999984
2.22392, 6.00533, 5.06153, 1.01396, 2.82937, 0.943796, 1.88608e-10, 1.01397, 1.01398, 1.01428, 1.01432, 1.01401, 1.01676, 1.01403, 1.02646, 4.86885, 1.0811, 1.01396, 1.01396, 1.01396, 1.01396, 1.01396, 1.01396, 1.01396, 1.11265, 1.01396, 1.02473
2.2318, 8.98298, 5.85977, 1.03832, 3.31406, 3.12321, 9.56546e-11, 1.03833, 1.03833, 1.03863, 1.03867, 1.03836, 1.04135, 1.03838, 1.05134, 5.66191, 1.0931, 1.03832, 1.03832, 1.03832, 1.03832, 1.03832, 1.03832, 1.03832, 1.15305, 1.03832, 1.04979
2.23968, 5.9756, 6.7237, 1.06295, 2.82411, -0.748095, 4.76977e-11, 1.06296, 1.06297, 1.06327, 1.0633, 1.063, 1.06619, 1.06302, 1.0765, 6.51517, 1.10706, 1.06295, 1.06295, 1.06295, 1.06295, 1.06295, 1.06295, 1.06295, 1.19756, 1.06295, 1.07517
2.24756, 5.98516, 7.633, 1.08787, 2.8258, -1.64784, 2.33336e-11, 1.08787, 1.08788, 1.08818, 1.08822, 1.08791, 1.09127, 1.08793, 1.10196, 7.40776, 1.12286, 1.08787, 1.08787, 1.08787, 1.08787, 1.08787, 1.08787, 1.08787, 1.24681, 1.08787, 1.10086
2.25544, 8.9906, 8.56154, 1.11306, 3.31521, 0.429062, 1.1154e-11, 1.11306, 1.11307, 1.11337, 1.11341, 1.1131, 1.11659, 1.11312, 1.1277, 8.31302, 1.14039, 1.11306, 1.11306, 1.11306, 1.11306, 1.11306, 1.11306, 1.11306, 1.30145, 1.11306, 1.12686
2.26332, 10.9678, 9.47832, 1.13852, 3.60108, 1.48946, 5.16709e-12, 1.13853, 1.13854, 1.13883, 1.13887, 1.13856, 1.14214, 1.13858, 1.15371, 9.19956, 1.15954, 1.13852, 1.13852, 1.13852, 1.13852, 1.13852, 1.13852, 1.13852, 1.362, 1.13852, 1.15315
2.27121, 12.4908, 10.3493, 1.16425, 3.80667, 2.1415, 2.27848e-12, 1.16426, 1.16427, 1.16456, 1.1646, 1.16429, 1.16789, 1.16431, 1.18001, 10.033, 1.18015, 1.16425, 1.16425, 1.16425, 1.16425, 1.16425, 1.16425, 1.16425, 1.42888, 1.16425, 1.17974
2.27909, 14.5053, 11.1392, 1.19024, 4.06267, 3.36606, 9.23534e-13, 1.19025, 1.19026, 1.19056, 1.19059, 1.19029, 1.19386, 1.19031, 1.20658, 10.7783, 1.20207, 1.19024, 1.19024, 1.19024, 1.19024, 1.19024, 1.19024, 1.19024, 1.50223, 1.19024, 1.20663
2.28697, 11.9029, 11.8147, 1.2165, 3.72866, 0.0882444, 3.30748e-13, 1.2165, 1.21651, 1.21681, 1.21685, 1.21654, 1.22003, 1.21656, 1.23341, 11.402, 1.22515, 1.2165, 1.2165, 1.2165, 1.2165, 1.2165, 1.2165, 1.2165, 1.58194, 1.2165, 1.23379
2.29485, 21.4815, 12.3459, 1.24301, 4.84577, 9.13562, 9.79245e-14, 1.24302, 1.24302, 1.24332, 1.24336, 1.24305, 1.24641, 1.24307, 1.26051, 11.8752, 1.24923, 1.24301, 1.24301, 1.24301, 1.24301, 1.24301, 1.24301, 1.24301, 1.66754, 1.24301, 1.26124
2.30273, 16.5175, 12.7096, 1.26977, 4.3032, 3.80792, 2.22212e-14, 1.26978, 1.26979, 1.27008, 1.27012, 1.26981, 1.27299, 1.26983, 1.28787, 12.1755, 1.27416, 1.26977, 1.26977, 1.26977, 1.26977, 1.26977, 1.26977, 1.26977, 1.75814, 1.26977, 1.28897
2.31061, 12.0142, 12.8908, 1.29678, 3.74355, -0.876622, 3.33389e-15, 1.29678, 1.29679, 1.29709, 1.29713, 1.29682, 1.29979, 1.29684, 1.31548, 12.2894, 1.29983, 1.29678, 1.29678, 1.29678, 1.29678, 1.29678, 1.29678, 1.29678, 1.85247, 1.29678, 1.31697
2.31849, 16.9018, 12.8841, 1.32403, 4.34762, 4.01772, 4.3064e-16, 1.32404, 1.32404, 1.32434, 1.32438, 1.32407, 1.3268, 1.32409, 1.34335, 12.213, 1.32611, 1.32403, 1.32403, 1.32403, 1.32403, 1.32403, 1.32403, 1.32403, 1.94886, 1.32403, 1.34523
2.32637, 10.5874, 12.6938, 1.35152, 3.54787, -2.10635, 4.05082e-17, 1.35152, 1.35153, 1.35183, 1.35187, 1.35156, 1.35403, 1.35158, 1.37147, 11.953, 1.35291, 1.35152, 1.35152, 1.35152, 1.35152, 1.35152, 1.35152, 1.35152, 2.04533, 1.35152, 1.37376
2.33425, 14.5105, 12.3338, 1.37924, 4.06331, 2.17667, 2.67966e-18, 1.37925, 1.37925, 1.37955, 1.37959, 1.37928, 1.38149, 1.3793, 1.39985, 11.5254, 1.38016, 1.37924, 1.37924, 1.37924, 1.37924, 1.37924, 1.37924, 1.37924, 2.13967, 1.37924, 1.40254
2.34213, 8.93269, 11.8264, 1.40718, 3.30646, -2.89368, 8.08317e-20, 1.40719, 1.4072, 1.4075, 1.40753, 1.40723, 1.40917, 1.40725, 1.42847, 10.9549, 1.40778, 1.40718, 1.40718, 1.40718, 1.40718, 1.40718, 1.40718, 1.40718, 2.2296, 1.40718, 1.43157
2.35002, 15.5732, 11.2, 1.43535, 4.19204, 4.3732, 2.19485e-21, 1.43536, 1.43537, 1.43567, 1.4357, 1.43539, 1.43709, 1.43542, 1.45737, 10.272, 1.43573, 1.43535, 1.43535, 1.43535, 1.43535, 1.43535, 1.43535, 1.43535, 2.3129, 1.43535, 1.46085
2.3579, 6.92544, 10.4874, 1.46373, 2.98755, -3.56198, 3.52681e-23, 1.46374, 1.46375, 1.46405, 1.46408, 1.46378, 1.46523, 1.4638, 1.48655, 9.51157, 1.46397, 1.46373, 1.46373, 1.46373, 1.46373, 1.46373, 1.46373, 1.46373, 2.38758, 1.46373, 1.49036
2.36578, 9.12475, 9.72268, 1.49232, 3.33538, -0.597933, 6.44176e-26, 1.49233, 1.49234, 1.49264, 1.49267, 1.49237, 1.4936, 1.49239, 1.51608, 8.70919, 1.49247, 1.49232, 1.49232, 1.49232, 1.49232, 1.49232, 1.49232, 1.49232, 2.45203, 1.49232, 1.5201
2.37366, 7.84653, 8.93912, 1.52111, 3.13792, -1.09259, 0, 1.52112, 1.52113, 1.52143, 1.52146, 1.52115, 1.5222, 1.52118, 1.546, 7.89919, 1.5212, 1.52111, 1.52111, 1.52111, 1.52111, 1.52111, 1.52111, 1.52111, 2.50519, 1.52111, 1.55007
2.38154, 8.14384, 8.16706, 1.55009, 3.18494, -0.0232201, 0, 1.5501, 1.55011, 1.55041, 1.55045, 1.55014, 1.55101, 1.55016, 1.57646, 7.11226, 1.55015, 1.55009, 1.55009, 1.55009, 1.55009, 1.55009, 1.55009, 1.55009, 2.54659, 1.55009, 1.58025
2.38942, 7.45324, 7.43231, 1.57926, 3.07461, 0.0209289, 0, 1.57927, 1.57928, 1.57958, 1.57962, 1.57931, 1.58004, 1.57933, 1.60765, 6.37383, 1.57929, 1.57926, 1.57926, 1.57926, 1.57926, 1.57926, 1.57926, 1.57927, 2.57637, 1.57926, 1.61063
2.3973, 5.62597, 6.75506, 1.60862, 2.76152, -1.12909, 0, 1.60863, 1.60863, 1.60893, 1.60897, 1.60866, 1.60927, 1.60868, 1.63985, 5.703, 1.60863, 1.60862, 1.60862, 1.60862, 1.60862, 1.60862, 1.60862, 1.60862, 2.59534, 1.60862, 1.64122
2.40518, 2.45315, 6.14951, 1.63814, 2.11025, -3.69636, 0, 1.63815, 1.63816, 1.63846, 1.63849, 1.63818, 1.6387, 1.63821, 1.67353, 5.11218, 1.63815, 1.63814, 1.63814, 1.63814, 1.63814, 1.63814, 1.63814, 1.63814, 2.60484, 1.63814, 1.672
2.41306, 4.54685, 5.62389, 1.66783, 2.55868, -1.07704, 0, 1.66784, 1.66785, 1.66815, 1.66818, 1.66788, 1.66831, 1.6679, 1.70933, 4.60713, 1.66784, 1.66783, 1.66783, 1.66783, 1.66783, 1.66783, 1.66783, 1.66783, 2.60666, 1.66783, 1.70297
2.42094, 3.89665, 5.18132, 1.69769, 2.4283, -1.28466, 0, 1.6977, 1.6977, 1.698, 1.69804, 1.69773, 1.6981, 1.69775, 1.7482, 4.18793, 1.69769, 1.69769, 1.69769, 1.69769, 1.69769, 1.69769, 1.69769, 1.69769, 2.60289, 1.69769, 1.73412
2.42883, 8.44117, 4.82061, 1.7277, 3.23128, 3.62057, 0, 1.72771, 1.72772, 1.72802, 1.72805, 1.72775, 1.72807, 1.72777, 1.79143, 3.84984, 1.7277, 1.7277, 1.7277, 1.7277, 1.7277, 1.7277, 1.7277, 1.7277, 2.59581, 1.7277, 1.76545
2.43671, 5.9928, 4.53757, 1.75787, 2.82715, 1.45524, 0, 1.75788, 1.75788, 1.75818, 1.75822, 1.75791, 1.7582, 1.75794, 1.84077, 3.58456, 1.75787, 1.75787, 1.75787, 1.75787, 1.75787, 1.75787, 1.75787, 1.75787, 2.58774, 1.75787, 1.79695
2.44459, 6.11047, 4.32626, 1.78819, 2.84789, 1.78421, 0, 1.7882, 1.7882, 1.7885, 1.78854, 1.78823, 1.78849, 1.78826, 1.89853, 3.38156, 1.78819, 1.78819, 1.78819, 1.78819, 1.78819, 1.78819, 1.78819, 1.78819, 2.58099, 1.78819, 1.82862
2.45247, 1.5589, 4.18035, 1.81865, 1.88651, -2.62144, 0, 1.81866, 1.81867, 1.81897, 1.81901, 1.8187, 1.81894, 1.81873, 1.96765, 3.22929, 1.81866, 1.81865, 1.81865, 1.81865, 1.81865, 1.81865, 1.81865, 1.81866, 2.57782, 1.81865, 1.86045
2.46035, 1.43629, 4.09424, 1.84927, 1.85372, -2.65795, 0, 1.84928, 1.84929, 1.84959, 1.84962, 1.84932, 1.84954, 1.84934, 2.05179, 3.11622, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 2.58051, 1.84927, 1.89245
2.46823, 3.86525, 4.06415, 1.88004, 2.42183, -0.198905, 0, 1.88005, 1.88006, 1.88035, 1.88039, 1.88008, 1.8803, 1.88011, 2.1553, 3.03171, 1.88004, 1.88004, 1.88004, 1.88004, 1.88004, 1.88004, 1.88004, 1.88004, 2.59156, 1.88004, 1.92462
2.47611, 3.42436, 4.08886, 1.91095, 2.32903, -0.664496, 0, 1.91096, 1.91097, 1.91127, 1.9113, 1.911, 1.91121, 1.91103, 2.28324, 2.96655, 1.91095, 1.91095, 1.91095, 1.91095, 1.91095, 1.91095, 1.91095, 1.91095, 2.61391, 1.91095, 1.95695
2.48399, 4.56128, 4.17033, 1.94202, 2.5615, 0.390945, 0, 1.94203, 1.94203, 1.94233, 1.94237, 1.94206, 1.94226, 1.94209, 2.44116, 2.91334, 1.94202, 1.94202, 1.94202, 1.94202, 1.94202, 1.94202, 1.94202, 1.94202, 2.65137, 1.94202, 1.98945
2.49187, 3.71283, 4.3141, 1.97323, 2.39015, -0.601272, 0, 1.97324, 1.97324, 1.97354, 1.97358, 1.97327, 1.97347, 1.97331, 2.63491, 2.86658, 1.97323, 1.97323, 1.97323, 1.97323, 1.97323, 1.97323, 1.97323, 1.97323, 2.70911, 1.97323, 2.02211
2.49975, 1.42423, 4.5294, 2.00459, 1.85047, -3.10518, 0, 2.0046, 2.0046, 2.0049, 2.00494, 2.00463, 2.00483, 2.00467, 2.87025, 2.82262, 2.00459, 2.00459, 2.00459, 2.00459, 2.00459, 2.00459, 2.00459, 2.00459, 2.79429, 2.00459, 2.05494
2.50764, 6.26301, 4.82921, 2.0361, 2.87455, 1.4338, 0, 2.03611, 2.03611, 2.03641, 2.03645, 2.03615, 2.03634, 2.03618, 3.15235, 2.77941, 2.0361, 2.0361, 2.0361, 2.0361, 2.0361, 2.0361, 2.0361, 2.0361, 2.91673, 2.0361, 2.08793
2.51552, 4.57109, 5.23003, 2.06775, 2.56341, -0.658946, 0, 2.06776, 2.06777, 2.06807, 2.0681, 2.0678, 2.06799, 2.06784, 3.48518, 2.73627, 2.06775, 2.06775, 2.06775, 2.06775, 2.06775, 2.06775, 2.06775, 2.06775, 3.08968, 2.06775, 2.12109
2.5234, 3.99266, 5.75161, 2.09955, 2.44799, -1.75895, 0, 2.09956, 2.09957, 2.09987, 2.09991, 2.09961, 2.09979, 2.09965, 3.87084, 2.69346, 2.09955, 2.09955, 2.09955, 2.09955, 2.09955, 2.09955, 2.09955, 2.09956, 3.33047, 2.09955, 2.15442
2.53128, 4.9927, 6.41644, 2.1315, 2.64437, -1.42375, 0, 2.13151, 2.13151, 2.13181, 2.13185, 2.13155, 2.13174, 2.13159, 4.30884, 2.65193, 2.1315, 2.1315, 2.1315, 2.1315, 2.1315, 2.1315, 2.1315, 2.1315, 3.66114, 2.1315, 2.18792
2.53916, 9.81735, 7.24938, 2.16358, 3.43764, 2.56796, 0, 2.16359, 2.1636, 2.1639, 2.16393, 2.16364, 2.16382, 2.16368, 4.79566, 2.61293, 2.16358, 2.16358, 2.16358, 2.16358, 2.16358, 2.16358, 2.16358, 2.16358, 4.10883, 2.16358, 2.22161
2.54704, 9.21708, 8.27661, 2.1958, 3.34919, 0.940475, 0, 2.19581, 2.19581, 2.19611, 2.19615, 2.19586, 2.19603, 2.1959, 5.32404, 2.57779, 2.1958, 2.1958, 2.1958, 2.1958, 2.1958, 2.1958, 2.1958, 2.1958, 4.70557, 2.1958, 2.2555
2.55492, 12.7953, 9.52474, 2.22814, 3.84647, 3.27057, 0, 2.22815, 2.22816, 2.22846, 2.2285, 2.22822, 2.22838, 2.22826, 5.88298, 2.54768, 2.22814, 2.22814, 2.22814, 2.22814, 2.22814, 2.22814, 2.22814, 2.22814, 5.48776, 2.22814, 2.28963
2.5628, 18.5712, 11.0194, 2.26061, 4.53555, 7.55176, 0, 2.26062, 2.26063, 2.26093, 2.26097, 2.2607, 2.26085, 2.26073, 6.45774, 2.52354, 2.26061, 2.26061, 2.26061, 2.26061, 2.26061, 2.26061, 2.26061, 2.26062, 6.49479, 2.26061, 2.32407
2.57068, 14.1731, 12.7838, 2.2932, 4.02158, 1.38926, 0, 2.29321, 2.29322, 2.29352, 2.29356, 2.2933, 2.29344, 2.29333, 7.03041, 2.50596, 2.2932, 2.2932, 2.2932, 2.2932, 2.2932, 2.2932, 2.2932, 2.2932, 7.76697, 2.2932, 2.35894
2.57856, 13.5846, 14.8361, 2.3259, 3.94773, -1.25146, 0, 2.32591, 2.32592, 2.32622, 2.32626, 2.32602, 2.32614, 2.32604, 7.58068, 2.49518, 2.3259, 2.3259, 2.3259, 2.3259, 2.3259, 2.3259, 2.3259, 2.32591, 9.34228, 2.3259, 2.39445
2.58645, 23.961, 17.1871, 2.35871, 5.0952, 6.77397, 0, 2.35872, 2.35873, 2.35903, 2.35906, 2.35885, 2.35895, 2.35885, 8.08713, 2.49111, 2.35871, 2.35871, 2.35871, 2.35871, 2.35871, 2.35871, 2.35871, 2.35871, 11.2528, 2.35871, 2.43091
2.59433, 24.1708, 19.8373, 2.39162, 5.11574, 4.33344, 0, 2.39163, 2.39164, 2.39194, 2.39197, 2.39179, 2.39186, 2.39177, 8.52854, 2.49341, 2.39162, 2.39162, 2.39162, 2.39162, 2.39162, 2.39162, 2.39162, 2.39162, 13.5201, 2.39162, 2.46885
2.60221, 21.7525, 22.7742, 2.42462, 4.87366, -1.0217, 0, 2.42463, 2.42464, 2.42494, 2.42497, 2.42483, 2.42486, 2.42477, 8.88562, 2.50155, 2.42462, 2.42462, 2.42462, 2.42462, 2.42462, 2.42462, 2.42462, 2.42462, 16.1505, 2.42462, 2.50908
2.61009, 24.3512, 25.9689, 2.45771, 5.13334, -1.61774, 0, 2.45772, 2.45773, 2.45802, 2.45806, 2.45797, 2.45795, 2.45787, 9.14236, 2.51486, 2.45771, 2.45771, 2.45771, 2.45771, 2.45771, 2.45771, 2.45771, 2.45771, 19.1307, 2.45771, 2.5528
2.61797, 18.631, 29.3743, 2.49088, 4.54214, -10.7433, 0, 2.49089, 2.49089, 2.49119, 2.49123, 2.49121, 2.49112, 2.49105, 9.28748, 2.53261, 2.49088, 2.49088, 2.49088, 2.49088, 2.49088, 2.49088, 2.49088, 2.49088, 22.4236, 2.49088, 2.60184
